scenario,time,system_state,pressure,regime,damage_flow,recovery_flow,net_flow
early_intervention,76,0.000000,57.350000,stable,9.445545,2.600000,-6.845545
early_intervention,77,0.000000,57.000000,stable,9.348000,2.600000,-6.748000
early_intervention,78,0.000000,56.650000,stable,9.250945,2.600000,-6.650945
early_intervention,79,0.000000,56.300000,stable,9.154380,2.600000,-6.554380
early_intervention,80,0.000000,55.950000,stable,9.058305,2.600000,-6.458305
early_intervention,81,0.000000,55.600000,stable,8.962720,2.600000,-6.362720
early_intervention,82,0.000000,55.250000,stable,8.867625,2.600000,-6.267625
early_intervention,83,0.000000,54.900000,stable,8.773020,2.600000,-6.173020
early_intervention,84,0.000000,54.550000,stable,8.678905,2.600000,-6.078905
early_intervention,85,0.000000,54.200000,stable,8.585280,2.600000,-5.985280
early_intervention,86,0.000000,53.850000,stable,8.492145,2.600000,-5.892145
early_intervention,87,0.000000,53.500000,stable,8.399500,2.600000,-5.799500
early_intervention,88,0.000000,53.150000,stable,8.307345,2.600000,-5.707345
early_intervention,89,0.000000,52.800000,stable,8.215680,2.600000,-5.615680
early_intervention,90,0.000000,52.450000,stable,8.124505,2.600000,-5.524505
early_intervention,91,0.000000,52.100000,stable,8.033820,2.600000,-5.433820
early_intervention,92,0.000000,51.750000,stable,7.943625,2.600000,-5.343625
early_intervention,93,0.000000,51.400000,stable,7.853920,2.600000,-5.253920
early_intervention,94,0.000000,51.050000,stable,7.764705,2.600000,-5.164705
early_intervention,95,0.000000,50.700000,stable,7.675980,2.600000,-5.075980
early_intervention,96,0.000000,50.350000,stable,7.587745,2.600000,-4.987745
early_intervention,97,0.000000,50.000000,stable,7.500000,2.600000,-4.900000
early_intervention,98,0.000000,49.650000,stable,7.412745,2.600000,-4.812745
early_intervention,99,0.000000,49.300000,stable,7.325980,2.600000,-4.725980
early_intervention,100,0.000000,48.950000,stable,7.239705,2.600000,-4.639705
early_intervention,101,0.000000,48.600000,stable,7.153920,2.600000,-4.553920
early_intervention,102,0.000000,48.250000,stable,7.068625,2.600000,-4.468625
early_intervention,103,0.000000,47.900000,stable,6.983820,2.600000,-4.383820
early_intervention,104,0.000000,47.550000,stable,6.899505,2.600000,-4.299505
early_intervention,105,0.000000,47.200000,stable,6.815680,2.600000,-4.215680
early_intervention,106,0.000000,46.850000,stable,6.732345,2.600000,-4.132345
early_intervention,107,0.000000,46.500000,stable,6.649500,2.600000,-4.049500
early_intervention,108,0.000000,46.150000,stable,6.567145,2.600000,-3.967145
early_intervention,109,0.000000,45.800000,stable,6.485280,2.600000,-3.885280
early_intervention,110,0.000000,45.450000,stable,6.403905,2.600000,-3.803905
early_intervention,111,0.000000,45.100000,stable,6.323020,2.600000,-3.723020
early_intervention,112,0.000000,44.750000,stable,6.242625,2.600000,-3.642625
early_intervention,113,0.000000,44.400000,stable,6.162720,2.600000,-3.562720
early_intervention,114,0.000000,44.050000,stable,6.083305,2.600000,-3.483305
early_intervention,115,0.000000,43.700000,stable,6.004380,2.600000,-3.404380
early_intervention,116,0.000000,43.350000,stable,5.925945,2.600000,-3.325945
early_intervention,117,0.000000,43.000000,stable,5.848000,2.600000,-3.248000
early_intervention,118,0.000000,42.650000,stable,5.770545,2.600000,-3.170545
early_intervention,119,0.000000,42.300000,stable,5.693580,2.600000,-3.093580
early_intervention,120,0.000000,41.950000,stable,5.617105,2.600000,-3.017105
early_intervention,121,0.000000,41.600000,stable,5.541120,2.600000,-2.941120
early_intervention,122,0.000000,41.250000,stable,5.465625,2.600000,-2.865625
early_intervention,123,0.000000,40.900000,stable,5.390620,2.600000,-2.790620
early_intervention,124,0.000000,40.550000,stable,5.316105,2.600000,-2.716105
early_intervention,125,0.000000,40.200000,stable,5.242080,2.600000,-2.642080
early_intervention,126,0.000000,39.850000,stable,5.168545,2.600000,-2.568545
early_intervention,127,0.000000,39.500000,stable,5.095500,2.600000,-2.495500
early_intervention,128,0.000000,39.150000,stable,5.022945,2.600000,-2.422945
early_intervention,129,0.000000,38.800000,stable,4.950880,2.600000,-2.350880
early_intervention,130,0.000000,38.450000,stable,4.879305,2.600000,-2.279305
early_intervention,131,0.000000,38.100000,stable,4.808220,2.600000,-2.208220
early_intervention,132,0.000000,37.750000,stable,4.737625,2.600000,-2.137625
early_intervention,133,0.000000,37.400000,stable,4.667520,2.600000,-2.067520
early_intervention,134,0.000000,37.050000,stable,4.597905,2.600000,-1.997905
early_intervention,135,0.000000,36.700000,stable,4.528780,2.600000,-1.928780
early_intervention,136,0.000000,36.350000,stable,4.460145,2.600000,-1.860145
early_intervention,137,0.000000,36.000000,stable,4.392000,2.600000,-1.792000
early_intervention,138,0.000000,35.650000,stable,4.324345,2.600000,-1.724345
early_intervention,139,0.000000,35.300000,stable,4.257180,2.600000,-1.657180
early_intervention,140,0.000000,34.950000,stable,4.190505,2.600000,-1.590505
late_intervention,1,82.000000,20.000000,stable,0.000000,0.000000,0.000000
late_intervention,2,82.688055,20.850000,stable,1.911945,2.600000,0.688055
late_intervention,3,83.261275,21.700000,stable,2.026780,2.600000,0.573220
late_intervention,4,83.716770,22.550000,stable,2.144505,2.600000,0.455495
late_intervention,5,84.051650,23.400000,stable,2.265120,2.600000,0.334880
late_intervention,6,84.263025,24.250000,stable,2.388625,2.600000,0.211375
late_intervention,7,84.348005,25.100000,stable,2.515020,2.600000,0.084980
late_intervention,8,84.303700,25.950000,stable,2.644305,2.600000,-0.044305
late_intervention,9,84.127220,26.800000,stable,2.776480,2.600000,-0.176480
late_intervention,10,83.815675,27.650000,stable,2.911545,2.600000,-0.311545
late_intervention,11,83.366175,28.500000,stable,3.049500,2.600000,-0.449500
late_intervention,12,82.775830,29.350000,stable,3.190345,2.600000,-0.590345
late_intervention,13,82.041750,30.200000,stable,3.334080,2.600000,-0.734080
late_intervention,14,81.161045,31.050000,stable,3.480705,2.600000,-0.880705
late_intervention,15,80.130825,31.900000,stable,3.630220,2.600000,-1.030220
late_intervention,16,78.948200,32.750000,stable,3.782625,2.600000,-1.182625
late_intervention,17,77.610280,33.600000,stable,3.937920,2.600000,-1.337920
late_intervention,18,76.114175,34.450000,stable,4.096105,2.600000,-1.496105
late_intervention,19,74.456995,35.300000,stable,4.257180,2.600000,-1.657180
late_intervention,20,72.635850,36.150000,stable,4.421145,2.600000,-1.821145
late_intervention,21,70.647850,37.000000,stable,4.588000,2.600000,-1.988000
late_intervention,22,68.490105,37.850000,stable,4.757745,2.600000,-2.157745
late_intervention,23,66.159725,38.700000,stable,4.930380,2.600000,-2.330380
late_intervention,24,63.653820,39.550000,stable,5.105905,2.600000,-2.505905
late_intervention,25,60.969500,40.400000,stable,5.284320,2.600000,-2.684320
late_intervention,26,58.103875,41.250000,stable,5.465625,2.600000,-2.865625
late_intervention,27,55.054055,42.100000,stable,5.649820,2.600000,-3.049820
late_intervention,28,51.817150,42.950000,stable,5.836905,2.600000,-3.236905
late_intervention,29,48.390270,43.800000,stable,6.026880,2.600000,-3.426880
late_intervention,30,44.770525,44.650000,stable,6.219745,2.600000,-3.619745
late_intervention,31,40.955025,45.500000,stable,6.415500,2.600000,-3.815500
late_intervention,32,36.940880,46.350000,stable,6.614145,2.600000,-4.014145
late_intervention,33,32.725200,47.200000,stable,6.815680,2.600000,-4.215680
late_intervention,34,28.305095,48.050000,stable,7.020105,2.600000,-4.420105
late_intervention,35,23.677675,48.900000,stable,7.227420,2.600000,-4.627420
late_intervention,36,18.840050,49.750000,stable,7.437625,2.600000,-4.837625
late_intervention,37,13.789330,50.600000,stable,7.650720,2.600000,-5.050720
late_intervention,38,8.522625,51.450000,stable,7.866705,2.600000,-5.266705
late_intervention,39,3.037045,52.300000,stable,8.085580,2.600000,-5.485580
late_intervention,40,0.000000,53.150000,stable,8.307345,2.600000,-5.707345
late_intervention,41,0.000000,54.000000,stable,8.532000,2.600000,-5.932000
late_intervention,42,0.000000,54.850000,stable,8.759545,2.600000,-6.159545
late_intervention,43,0.000000,55.700000,stable,8.989980,2.600000,-6.389980
late_intervention,44,0.000000,56.550000,stable,9.223305,2.600000,-6.623305
late_intervention,45,0.000000,57.400000,stable,9.459520,2.600000,-6.859520
late_intervention,46,0.000000,58.250000,stable,9.698625,2.600000,-7.098625
late_intervention,47,0.000000,59.100000,stable,9.940620,2.600000,-7.340620
late_intervention,48,0.000000,59.950000,stable,10.185505,2.600000,-7.585505
late_intervention,49,0.000000,60.800000,stable,10.433280,2.600000,-7.833280
late_intervention,50,0.000000,61.650000,stable,10.683945,2.600000,-8.083945
late_intervention,51,0.000000,62.500000,stable,10.937500,2.600000,-8.337500
late_intervention,52,0.000000,63.350000,stable,11.193945,2.600000,-8.593945
late_intervention,53,0.000000,64.200000,stable,11.453280,2.600000,-8.853280
late_intervention,54,0.000000,65.050000,stable,11.715505,2.600000,-9.115505
late_intervention,55,0.000000,65.900000,stable,11.980620,2.600000,-9.380620
late_intervention,56,0.000000,66.750000,stable,12.248625,2.600000,-9.648625
late_intervention,57,0.000000,67.600000,stable,12.519520,2.600000,-9.919520
late_intervention,58,0.000000,68.450000,stable,12.793305,2.600000,-10.193305
late_intervention,59,0.000000,69.300000,stable,13.069980,2.600000,-10.469980
late_intervention,60,0.000000,70.150000,degraded,37.639635,0.800000,-36.839635
late_intervention,61,0.000000,71.000000,degraded,38.436000,0.800000,-37.636000
late_intervention,62,0.000000,71.850000,degraded,39.241035,0.800000,-38.441035
late_intervention,63,0.000000,72.700000,degraded,40.054740,0.800000,-39.254740
late_intervention,64,0.000000,73.550000,degraded,40.877115,0.800000,-40.077115
late_intervention,65,0.000000,74.400000,degraded,41.708160,0.800000,-40.908160
late_intervention,66,0.000000,75.250000,degraded,42.547875,0.800000,-41.747875
late_intervention,67,0.000000,76.100000,degraded,43.396260,0.800000,-42.596260
late_intervention,68,0.000000,76.950000,degraded,44.253315,0.800000,-43.453315
late_intervention,69,0.000000,77.800000,degraded,45.119040,0.800000,-44.319040
late_intervention,70,0.000000,78.650000,degraded,45.993435,0.800000,-45.193435
late_intervention,71,0.000000,79.500000,degraded,46.876500,0.800000,-46.076500
late_intervention,72,0.000000,80.350000,degraded,47.768235,0.800000,-46.968235
late_intervention,73,0.000000,81.200000,degraded,48.668640,0.800000,-47.868640
late_intervention,74,0.000000,82.050000,degraded,49.577715,0.800000,-48.777715
late_intervention,75,0.000000,82.900000,degraded,50.495460,0.800000,-49.695460
late_intervention,76,0.000000,83.750000,degraded,51.421875,0.800000,-50.621875
late_intervention,77,0.000000,84.600000,degraded,52.356960,0.800000,-51.556960
late_intervention,78,0.000000,85.450000,degraded,53.300715,0.800000,-52.500715
late_intervention,79,0.000000,86.300000,degraded,54.253140,0.800000,-53.453140
late_intervention,80,0.000000,87.150000,degraded,55.214235,0.800000,-54.414235
late_intervention,81,0.000000,88.000000,degraded,56.184000,0.800000,-55.384000
late_intervention,82,0.000000,88.850000,degraded,57.162435,0.800000,-56.362435
late_intervention,83,0.000000,89.700000,degraded,58.149540,0.800000,-57.349540
late_intervention,84,0.000000,90.550000,degraded,59.145315,0.800000,-58.345315
late_intervention,85,0.000000,90.200000,degraded,58.734240,0.800000,-57.934240
late_intervention,86,0.000000,89.850000,degraded,58.324635,0.800000,-57.524635
late_intervention,87,0.000000,89.500000,degraded,57.916500,0.800000,-57.116500
late_intervention,88,0.000000,89.150000,degraded,57.509835,0.800000,-56.709835
late_intervention,89,0.000000,88.800000,degraded,57.104640,0.800000,-56.304640
late_intervention,90,0.000000,88.450000,degraded,56.700915,0.800000,-55.900915
late_intervention,91,0.000000,88.100000,degraded,56.298660,0.800000,-55.498660
late_intervention,92,0.000000,87.750000,degraded,55.897875,0.800000,-55.097875
late_intervention,93,0.000000,87.400000,degraded,55.498560,0.800000,-54.698560
late_intervention,94,0.000000,87.050000,degraded,55.100715,0.800000,-54.300715
late_intervention,95,0.000000,86.700000,degraded,54.704340,0.800000,-53.904340
late_intervention,96,0.000000,86.350000,degraded,54.309435,0.800000,-53.509435
late_intervention,97,0.000000,86.000000,degraded,53.916000,0.800000,-53.116000
late_intervention,98,0.000000,85.650000,degraded,53.524035,0.800000,-52.724035
late_intervention,99,0.000000,85.300000,degraded,53.133540,0.800000,-52.333540
late_intervention,100,0.000000,84.950000,degraded,52.744515,0.800000,-51.944515
late_intervention,101,0.000000,84.600000,degraded,52.356960,0.800000,-51.556960
late_intervention,102,0.000000,84.250000,degraded,51.970875,0.800000,-51.170875
late_intervention,103,0.000000,83.900000,degraded,51.586260,0.800000,-50.786260
late_intervention,104,0.000000,83.550000,degraded,51.203115,0.800000,-50.403115
late_intervention,105,0.000000,83.200000,degraded,50.821440,0.800000,-50.021440
late_intervention,106,0.000000,82.850000,degraded,50.441235,0.800000,-49.641235
late_intervention,107,0.000000,82.500000,degraded,50.062500,0.800000,-49.262500
late_intervention,108,0.000000,82.150000,degraded,49.685235,0.800000,-48.885235
late_intervention,109,0.000000,81.800000,degraded,49.309440,0.800000,-48.509440
late_intervention,110,0.000000,81.450000,degraded,48.935115,0.800000,-48.135115
late_intervention,111,0.000000,81.100000,degraded,48.562260,0.800000,-47.762260
late_intervention,112,0.000000,80.750000,degraded,48.190875,0.800000,-47.390875
late_intervention,113,0.000000,80.400000,degraded,47.820960,0.800000,-47.020960
late_intervention,114,0.000000,80.050000,degraded,47.452515,0.800000,-46.652515
late_intervention,115,0.000000,79.700000,degraded,47.085540,0.800000,-46.285540
late_intervention,116,0.000000,79.350000,degraded,46.720035,0.800000,-45.920035
late_intervention,117,0.000000,79.000000,degraded,46.356000,0.800000,-45.556000
late_intervention,118,0.000000,78.650000,degraded,45.993435,0.800000,-45.193435
late_intervention,119,0.000000,78.300000,degraded,45.632340,0.800000,-44.832340
late_intervention,120,0.000000,77.950000,degraded,45.272715,0.800000,-44.472715
late_intervention,121,0.000000,77.600000,degraded,44.914560,0.800000,-44.114560
late_intervention,122,0.000000,77.250000,degraded,44.557875,0.800000,-43.757875
late_intervention,123,0.000000,76.900000,degraded,44.202660,0.800000,-43.402660
late_intervention,124,0.000000,76.550000,degraded,43.848915,0.800000,-43.048915
late_intervention,125,0.000000,76.200000,degraded,43.496640,0.800000,-42.696640
late_intervention,126,0.000000,75.850000,degraded,43.145835,0.800000,-42.345835
late_intervention,127,0.000000,75.500000,degraded,42.796500,0.800000,-41.996500
late_intervention,128,0.000000,75.150000,degraded,42.448635,0.800000,-41.648635
late_intervention,129,0.000000,74.800000,degraded,42.102240,0.800000,-41.302240
late_intervention,130,0.000000,74.450000,degraded,41.757315,0.800000,-40.957315
late_intervention,131,0.000000,74.100000,degraded,41.413860,0.800000,-40.613860
late_intervention,132,0.000000,73.750000,degraded,41.071875,0.800000,-40.271875
late_intervention,133,0.000000,73.400000,degraded,40.731360,0.800000,-39.931360
late_intervention,134,0.000000,73.050000,degraded,40.392315,0.800000,-39.592315
late_intervention,135,0.000000,72.700000,degraded,40.054740,0.800000,-39.254740
late_intervention,136,0.000000,72.350000,degraded,39.718635,0.800000,-38.918635
late_intervention,137,0.000000,72.000000,degraded,39.384000,0.800000,-38.584000
late_intervention,138,0.000000,71.650000,degraded,39.050835,0.800000,-38.250835
late_intervention,139,0.000000,71.300000,degraded,38.719140,0.800000,-37.919140
late_intervention,140,0.000000,70.950000,degraded,38.388915,0.800000,-37.588915
strong_recovery,1,82.000000,20.000000,stable,0.000000,0.000000,0.000000
strong_recovery,2,82.688055,20.850000,stable,1.911945,2.600000,0.688055
strong_recovery,3,83.261275,21.700000,stable,2.026780,2.600000,0.573220
strong_recovery,4,83.716770,22.550000,stable,2.144505,2.600000,0.455495
strong_recovery,5,84.051650,23.400000,stable,2.265120,2.600000,0.334880
strong_recovery,6,84.263025,24.250000,stable,2.388625,2.600000,0.211375
strong_recovery,7,84.348005,25.100000,stable,2.515020,2.600000,0.084980
strong_recovery,8,84.303700,25.950000,stable,2.644305,2.600000,-0.044305
strong_recovery,9,84.127220,26.800000,stable,2.776480,2.600000,-0.176480
strong_recovery,10,83.815675,27.650000,stable,2.911545,2.600000,-0.311545
strong_recovery,11,83.366175,28.500000,stable,3.049500,2.600000,-0.449500
strong_recovery,12,82.775830,29.350000,stable,3.190345,2.600000,-0.590345
strong_recovery,13,82.041750,30.200000,stable,3.334080,2.600000,-0.734080
strong_recovery,14,81.161045,31.050000,stable,3.480705,2.600000,-0.880705
strong_recovery,15,80.130825,31.900000,stable,3.630220,2.600000,-1.030220
strong_recovery,16,78.948200,32.750000,stable,3.782625,2.600000,-1.182625
strong_recovery,17,77.610280,33.600000,stable,3.937920,2.600000,-1.337920
strong_recovery,18,76.114175,34.450000,stable,4.096105,2.600000,-1.496105
strong_recovery,19,74.456995,35.300000,stable,4.257180,2.600000,-1.657180
strong_recovery,20,72.635850,36.150000,stable,4.421145,2.600000,-1.821145
strong_recovery,21,70.647850,37.000000,stable,4.588000,2.600000,-1.988000
strong_recovery,22,68.490105,37.850000,stable,4.757745,2.600000,-2.157745
strong_recovery,23,66.159725,38.700000,stable,4.930380,2.600000,-2.330380
strong_recovery,24,63.653820,39.550000,stable,5.105905,2.600000,-2.505905
strong_recovery,25,60.969500,40.400000,stable,5.284320,2.600000,-2.684320
strong_recovery,26,58.103875,41.250000,stable,5.465625,2.600000,-2.865625
strong_recovery,27,55.054055,42.100000,stable,5.649820,2.600000,-3.049820
strong_recovery,28,51.817150,42.950000,stable,5.836905,2.600000,-3.236905
strong_recovery,29,48.390270,43.800000,stable,6.026880,2.600000,-3.426880
strong_recovery,30,44.770525,44.650000,stable,6.219745,2.600000,-3.619745
strong_recovery,31,40.955025,45.500000,stable,6.415500,2.600000,-3.815500
strong_recovery,32,36.940880,46.350000,stable,6.614145,2.600000,-4.014145
strong_recovery,33,32.725200,47.200000,stable,6.815680,2.600000,-4.215680
strong_recovery,34,28.305095,48.050000,stable,7.020105,2.600000,-4.420105
strong_recovery,35,23.677675,48.900000,stable,7.227420,2.600000,-4.627420
strong_recovery,36,18.840050,49.750000,stable,7.437625,2.600000,-4.837625
strong_recovery,37,13.789330,50.600000,stable,7.650720,2.600000,-5.050720
strong_recovery,38,8.522625,51.450000,stable,7.866705,2.600000,-5.266705
strong_recovery,39,3.037045,52.300000,stable,8.085580,2.600000,-5.485580
strong_recovery,40,0.000000,53.150000,stable,8.307345,2.600000,-5.707345
strong_recovery,41,0.000000,54.000000,stable,8.532000,2.600000,-5.932000
strong_recovery,42,0.000000,54.850000,stable,8.759545,2.600000,-6.159545
strong_recovery,43,0.000000,55.700000,stable,8.989980,2.600000,-6.389980
strong_recovery,44,0.000000,56.550000,stable,9.223305,2.600000,-6.623305
strong_recovery,45,0.000000,57.400000,stable,9.459520,2.600000,-6.859520
strong_recovery,46,0.000000,58.250000,stable,9.698625,2.600000,-7.098625
strong_recovery,47,0.000000,59.100000,stable,9.940620,2.600000,-7.340620
strong_recovery,48,0.000000,59.950000,stable,10.185505,2.600000,-7.585505
strong_recovery,49,0.000000,60.800000,stable,10.433280,2.600000,-7.833280
strong_recovery,50,0.000000,61.650000,stable,10.683945,2.600000,-8.083945
strong_recovery,51,0.000000,62.500000,stable,10.937500,2.600000,-8.337500
strong_recovery,52,0.000000,63.350000,stable,11.193945,2.600000,-8.593945
strong_recovery,53,0.000000,64.200000,stable,11.453280,2.600000,-8.853280
strong_recovery,54,0.000000,65.050000,stable,11.715505,2.600000,-9.115505
strong_recovery,55,0.000000,65.900000,stable,11.980620,2.600000,-9.380620
strong_recovery,56,0.000000,66.750000,stable,12.248625,2.600000,-9.648625
strong_recovery,57,0.000000,67.600000,stable,12.519520,2.600000,-9.919520
strong_recovery,58,0.000000,68.450000,stable,12.793305,2.600000,-10.193305
strong_recovery,59,0.000000,69.300000,stable,13.069980,2.600000,-10.469980
strong_recovery,60,0.000000,70.150000,degraded,37.639635,0.800000,-36.839635
strong_recovery,61,0.000000,71.000000,degraded,38.436000,0.800000,-37.636000
strong_recovery,62,0.000000,71.850000,degraded,39.241035,0.800000,-38.441035
strong_recovery,63,0.000000,72.700000,degraded,40.054740,0.800000,-39.254740
strong_recovery,64,0.000000,73.550000,degraded,40.877115,0.800000,-40.077115
strong_recovery,65,0.000000,74.400000,degraded,41.708160,0.800000,-40.908160
strong_recovery,66,0.000000,75.250000,degraded,42.547875,0.800000,-41.747875
strong_recovery,67,0.000000,76.100000,degraded,43.396260,0.800000,-42.596260
strong_recovery,68,0.000000,76.950000,degraded,44.253315,0.800000,-43.453315
strong_recovery,69,0.000000,77.800000,degraded,45.119040,0.800000,-44.319040
strong_recovery,70,0.000000,78.650000,degraded,45.993435,0.800000,-45.193435
strong_recovery,71,0.000000,79.500000,degraded,46.876500,0.800000,-46.076500
strong_recovery,72,0.000000,80.350000,degraded,47.768235,0.800000,-46.968235
strong_recovery,73,0.000000,81.200000,degraded,48.668640,0.800000,-47.868640
strong_recovery,74,0.000000,82.050000,degraded,49.577715,0.800000,-48.777715
strong_recovery,75,0.000000,82.900000,degraded,50.495460,0.800000,-49.695460
strong_recovery,76,0.000000,83.750000,degraded,51.421875,0.800000,-50.621875
strong_recovery,77,0.000000,84.600000,degraded,52.356960,0.800000,-51.556960
strong_recovery,78,0.000000,85.450000,degraded,53.300715,0.800000,-52.500715
strong_recovery,79,0.000000,86.300000,degraded,54.253140,0.800000,-53.453140
strong_recovery,80,0.000000,87.150000,degraded,55.214235,0.800000,-54.414235
strong_recovery,81,0.000000,88.000000,degraded,56.184000,0.800000,-55.384000
strong_recovery,82,0.000000,88.850000,degraded,57.162435,0.800000,-56.362435
strong_recovery,83,0.000000,89.700000,degraded,58.149540,0.800000,-57.349540
strong_recovery,84,0.000000,90.550000,degraded,59.145315,0.800000,-58.345315
strong_recovery,85,0.000000,89.400000,degraded,57.800160,0.800000,-57.000160
strong_recovery,86,0.000000,88.250000,degraded,56.470875,0.800000,-55.670875
strong_recovery,87,0.000000,87.100000,degraded,55.157460,0.800000,-54.357460
strong_recovery,88,0.000000,85.950000,degraded,53.859915,0.800000,-53.059915
strong_recovery,89,0.000000,84.800000,degraded,52.578240,0.800000,-51.778240
strong_recovery,90,0.000000,83.650000,degraded,51.312435,0.800000,-50.512435
strong_recovery,91,0.000000,82.500000,degraded,50.062500,0.800000,-49.262500
