scenario,time,system_state,pressure,regime,collapse_threshold,recovery_threshold,hysteresis_gap,damage_flow,recovery_flow,net_flow,rolling_variance_12,rolling_autocorrelation_12
early_intervention,34,28.305095,48.05,stable,70.0,45.0,25.0,7.020105,2.6,-4.420105,154.679857,0.999995
early_intervention,35,23.677675,48.9,stable,70.0,45.0,25.0,7.22742,2.6,-4.62742,172.432008,0.999996
early_intervention,36,18.84005,49.75,stable,70.0,45.0,25.0,7.437625,2.6,-4.837625,191.439134,0.999996
early_intervention,37,13.78933,50.6,stable,70.0,45.0,25.0,7.65072,2.6,-5.05072,211.745361,0.999997
early_intervention,38,8.522625,51.45,stable,70.0,45.0,25.0,7.866705,2.6,-5.266705,233.395468,0.999997
early_intervention,39,3.037045,52.3,stable,70.0,45.0,25.0,8.08558,2.6,-5.48558,256.434886,0.999998
early_intervention,40,0.0,53.15,stable,70.0,45.0,25.0,8.307345,2.6,-5.707345,268.179631,0.998958
early_intervention,41,0.0,54.0,stable,70.0,45.0,25.0,8.532,2.6,-5.932,257.487556,0.995393
early_intervention,42,0.0,54.85,stable,70.0,45.0,25.0,8.759545,2.6,-6.159545,230.730409,0.993181
early_intervention,43,0.0,55.7,stable,70.0,45.0,25.0,8.98998,2.6,-6.38998,193.861741,0.991212
early_intervention,44,0.0,56.55,stable,70.0,45.0,25.0,9.223305,2.6,-6.623305,152.28768,0.988929
early_intervention,45,0.0,57.4,stable,70.0,45.0,25.0,9.45952,2.6,-6.85952,110.728273,0.985797
early_intervention,46,0.0,58.25,stable,70.0,45.0,25.0,9.698625,2.6,-7.098625,73.069074,0.980966
early_intervention,47,0.0,59.1,stable,70.0,45.0,25.0,9.94062,2.6,-7.34062,42.202655,0.972679
early_intervention,48,0.0,59.95,stable,70.0,45.0,25.0,10.185505,2.6,-7.585505,19.859705,0.956923
early_intervention,49,0.0,60.8,stable,70.0,45.0,25.0,10.43328,2.6,-7.83328,6.429389,0.938573
early_intervention,50,0.0,61.65,stable,70.0,45.0,25.0,10.683945,2.6,-8.083945,0.768637,
early_intervention,51,0.0,62.5,stable,70.0,45.0,25.0,10.9375,2.6,-8.3375,0.0,
early_intervention,52,0.0,63.35,stable,70.0,45.0,25.0,11.193945,2.6,-8.593945,0.0,
early_intervention,53,0.0,64.2,stable,70.0,45.0,25.0,11.45328,2.6,-8.85328,0.0,
early_intervention,54,0.0,65.05,stable,70.0,45.0,25.0,11.715505,2.6,-9.115505,0.0,
early_intervention,55,0.0,64.7,stable,70.0,45.0,25.0,11.60718,2.6,-9.00718,0.0,
early_intervention,56,0.0,64.35,stable,70.0,45.0,25.0,11.499345,2.6,-8.899345,0.0,
early_intervention,57,0.0,64.0,stable,70.0,45.0,25.0,11.392,2.6,-8.792,0.0,
early_intervention,58,0.0,63.65,stable,70.0,45.0,25.0,11.285145,2.6,-8.685145,0.0,
early_intervention,59,0.0,63.3,stable,70.0,45.0,25.0,11.17878,2.6,-8.57878,0.0,
early_intervention,60,0.0,62.95,stable,70.0,45.0,25.0,11.072905,2.6,-8.472905,0.0,
early_intervention,61,0.0,62.6,stable,70.0,45.0,25.0,10.96752,2.6,-8.36752,0.0,
early_intervention,62,0.0,62.25,stable,70.0,45.0,25.0,10.862625,2.6,-8.262625,0.0,
early_intervention,63,0.0,61.9,stable,70.0,45.0,25.0,10.75822,2.6,-8.15822,0.0,
early_intervention,64,0.0,61.55,stable,70.0,45.0,25.0,10.654305,2.6,-8.054305,0.0,
early_intervention,65,0.0,61.2,stable,70.0,45.0,25.0,10.55088,2.6,-7.95088,0.0,
early_intervention,66,0.0,60.85,stable,70.0,45.0,25.0,10.447945,2.6,-7.847945,0.0,
early_intervention,67,0.0,60.5,stable,70.0,45.0,25.0,10.3455,2.6,-7.7455,0.0,
early_intervention,68,0.0,60.15,stable,70.0,45.0,25.0,10.243545,2.6,-7.643545,0.0,
early_intervention,69,0.0,59.8,stable,70.0,45.0,25.0,10.14208,2.6,-7.54208,0.0,
early_intervention,70,0.0,59.45,stable,70.0,45.0,25.0,10.041105,2.6,-7.441105,0.0,
early_intervention,71,0.0,59.1,stable,70.0,45.0,25.0,9.94062,2.6,-7.34062,0.0,
early_intervention,72,0.0,58.75,stable,70.0,45.0,25.0,9.840625,2.6,-7.240625,0.0,
early_intervention,73,0.0,58.4,stable,70.0,45.0,25.0,9.74112,2.6,-7.14112,0.0,
early_intervention,74,0.0,58.05,stable,70.0,45.0,25.0,9.642105,2.6,-7.042105,0.0,
early_intervention,75,0.0,57.7,stable,70.0,45.0,25.0,9.54358,2.6,-6.94358,0.0,
early_intervention,76,0.0,57.35,stable,70.0,45.0,25.0,9.445545,2.6,-6.845545,0.0,
early_intervention,77,0.0,57.0,stable,70.0,45.0,25.0,9.348,2.6,-6.748,0.0,
early_intervention,78,0.0,56.65,stable,70.0,45.0,25.0,9.250945,2.6,-6.650945,0.0,
early_intervention,79,0.0,56.3,stable,70.0,45.0,25.0,9.15438,2.6,-6.55438,0.0,
early_intervention,80,0.0,55.95,stable,70.0,45.0,25.0,9.058305,2.6,-6.458305,0.0,
early_intervention,81,0.0,55.6,stable,70.0,45.0,25.0,8.96272,2.6,-6.36272,0.0,
early_intervention,82,0.0,55.25,stable,70.0,45.0,25.0,8.867625,2.6,-6.267625,0.0,
early_intervention,83,0.0,54.9,stable,70.0,45.0,25.0,8.77302,2.6,-6.17302,0.0,
early_intervention,84,0.0,54.55,stable,70.0,45.0,25.0,8.678905,2.6,-6.078905,0.0,
early_intervention,85,0.0,54.2,stable,70.0,45.0,25.0,8.58528,2.6,-5.98528,0.0,
early_intervention,86,0.0,53.85,stable,70.0,45.0,25.0,8.492145,2.6,-5.892145,0.0,
early_intervention,87,0.0,53.5,stable,70.0,45.0,25.0,8.3995,2.6,-5.7995,0.0,
early_intervention,88,0.0,53.15,stable,70.0,45.0,25.0,8.307345,2.6,-5.707345,0.0,
early_intervention,89,0.0,52.8,stable,70.0,45.0,25.0,8.21568,2.6,-5.61568,0.0,
early_intervention,90,0.0,52.45,stable,70.0,45.0,25.0,8.124505,2.6,-5.524505,0.0,
early_intervention,91,0.0,52.1,stable,70.0,45.0,25.0,8.03382,2.6,-5.43382,0.0,
early_intervention,92,0.0,51.75,stable,70.0,45.0,25.0,7.943625,2.6,-5.343625,0.0,
early_intervention,93,0.0,51.4,stable,70.0,45.0,25.0,7.85392,2.6,-5.25392,0.0,
early_intervention,94,0.0,51.05,stable,70.0,45.0,25.0,7.764705,2.6,-5.164705,0.0,
early_intervention,95,0.0,50.7,stable,70.0,45.0,25.0,7.67598,2.6,-5.07598,0.0,
early_intervention,96,0.0,50.35,stable,70.0,45.0,25.0,7.587745,2.6,-4.987745,0.0,
early_intervention,97,0.0,50.0,stable,70.0,45.0,25.0,7.5,2.6,-4.9,0.0,
early_intervention,98,0.0,49.65,stable,70.0,45.0,25.0,7.412745,2.6,-4.812745,0.0,
early_intervention,99,0.0,49.3,stable,70.0,45.0,25.0,7.32598,2.6,-4.72598,0.0,
early_intervention,100,0.0,48.95,stable,70.0,45.0,25.0,7.239705,2.6,-4.639705,0.0,
early_intervention,101,0.0,48.6,stable,70.0,45.0,25.0,7.15392,2.6,-4.55392,0.0,
early_intervention,102,0.0,48.25,stable,70.0,45.0,25.0,7.068625,2.6,-4.468625,0.0,
early_intervention,103,0.0,47.9,stable,70.0,45.0,25.0,6.98382,2.6,-4.38382,0.0,
early_intervention,104,0.0,47.55,stable,70.0,45.0,25.0,6.899505,2.6,-4.299505,0.0,
early_intervention,105,0.0,47.2,stable,70.0,45.0,25.0,6.81568,2.6,-4.21568,0.0,
early_intervention,106,0.0,46.85,stable,70.0,45.0,25.0,6.732345,2.6,-4.132345,0.0,
early_intervention,107,0.0,46.5,stable,70.0,45.0,25.0,6.6495,2.6,-4.0495,0.0,
early_intervention,108,0.0,46.15,stable,70.0,45.0,25.0,6.567145,2.6,-3.967145,0.0,
early_intervention,109,0.0,45.8,stable,70.0,45.0,25.0,6.48528,2.6,-3.88528,0.0,
early_intervention,110,0.0,45.45,stable,70.0,45.0,25.0,6.403905,2.6,-3.803905,0.0,
early_intervention,111,0.0,45.1,stable,70.0,45.0,25.0,6.32302,2.6,-3.72302,0.0,
early_intervention,112,0.0,44.75,stable,70.0,45.0,25.0,6.242625,2.6,-3.642625,0.0,
early_intervention,113,0.0,44.4,stable,70.0,45.0,25.0,6.16272,2.6,-3.56272,0.0,
early_intervention,114,0.0,44.05,stable,70.0,45.0,25.0,6.083305,2.6,-3.483305,0.0,
early_intervention,115,0.0,43.7,stable,70.0,45.0,25.0,6.00438,2.6,-3.40438,0.0,
early_intervention,116,0.0,43.35,stable,70.0,45.0,25.0,5.925945,2.6,-3.325945,0.0,
early_intervention,117,0.0,43.0,stable,70.0,45.0,25.0,5.848,2.6,-3.248,0.0,
early_intervention,118,0.0,42.65,stable,70.0,45.0,25.0,5.770545,2.6,-3.170545,0.0,
early_intervention,119,0.0,42.3,stable,70.0,45.0,25.0,5.69358,2.6,-3.09358,0.0,
early_intervention,120,0.0,41.95,stable,70.0,45.0,25.0,5.617105,2.6,-3.017105,0.0,
early_intervention,121,0.0,41.6,stable,70.0,45.0,25.0,5.54112,2.6,-2.94112,0.0,
early_intervention,122,0.0,41.25,stable,70.0,45.0,25.0,5.465625,2.6,-2.865625,0.0,
early_intervention,123,0.0,40.9,stable,70.0,45.0,25.0,5.39062,2.6,-2.79062,0.0,
early_intervention,124,0.0,40.55,stable,70.0,45.0,25.0,5.316105,2.6,-2.716105,0.0,
early_intervention,125,0.0,40.2,stable,70.0,45.0,25.0,5.24208,2.6,-2.64208,0.0,
early_intervention,126,0.0,39.85,stable,70.0,45.0,25.0,5.168545,2.6,-2.568545,0.0,
early_intervention,127,0.0,39.5,stable,70.0,45.0,25.0,5.0955,2.6,-2.4955,0.0,
early_intervention,128,0.0,39.15,stable,70.0,45.0,25.0,5.022945,2.6,-2.422945,0.0,
early_intervention,129,0.0,38.8,stable,70.0,45.0,25.0,4.95088,2.6,-2.35088,0.0,
early_intervention,130,0.0,38.45,stable,70.0,45.0,25.0,4.879305,2.6,-2.279305,0.0,
early_intervention,131,0.0,38.1,stable,70.0,45.0,25.0,4.80822,2.6,-2.20822,0.0,
early_intervention,132,0.0,37.75,stable,70.0,45.0,25.0,4.737625,2.6,-2.137625,0.0,
early_intervention,133,0.0,37.4,stable,70.0,45.0,25.0,4.66752,2.6,-2.06752,0.0,
early_intervention,134,0.0,37.05,stable,70.0,45.0,25.0,4.597905,2.6,-1.997905,0.0,
early_intervention,135,0.0,36.7,stable,70.0,45.0,25.0,4.52878,2.6,-1.92878,0.0,
early_intervention,136,0.0,36.35,stable,70.0,45.0,25.0,4.460145,2.6,-1.860145,0.0,
early_intervention,137,0.0,36.0,stable,70.0,45.0,25.0,4.392,2.6,-1.792,0.0,
early_intervention,138,0.0,35.65,stable,70.0,45.0,25.0,4.324345,2.6,-1.724345,0.0,
early_intervention,139,0.0,35.3,stable,70.0,45.0,25.0,4.25718,2.6,-1.65718,0.0,
early_intervention,140,0.0,34.95,stable,70.0,45.0,25.0,4.190505,2.6,-1.590505,0.0,
late_intervention,1,82.0,20.0,stable,70.0,45.0,25.0,0.0,0.0,0.0,,
late_intervention,2,82.688055,20.85,stable,70.0,45.0,25.0,1.911945,2.6,0.688055,,
late_intervention,3,83.261275,21.7,stable,70.0,45.0,25.0,2.02678,2.6,0.57322,,
late_intervention,4,83.71677,22.55,stable,70.0,45.0,25.0,2.144505,2.6,0.455495,,
late_intervention,5,84.05165,23.4,stable,70.0,45.0,25.0,2.26512,2.6,0.33488,,
late_intervention,6,84.263025,24.25,stable,70.0,45.0,25.0,2.388625,2.6,0.211375,,
late_intervention,7,84.348005,25.1,stable,70.0,45.0,25.0,2.51502,2.6,0.08498,,
late_intervention,8,84.3037,25.95,stable,70.0,45.0,25.0,2.644305,2.6,-0.044305,,
late_intervention,9,84.12722,26.8,stable,70.0,45.0,25.0,2.77648,2.6,-0.17648,,
late_intervention,10,83.815675,27.65,stable,70.0,45.0,25.0,2.911545,2.6,-0.311545,,
late_intervention,11,83.366175,28.5,stable,70.0,45.0,25.0,3.0495,2.6,-0.4495,,
late_intervention,12,82.77583,29.35,stable,70.0,45.0,25.0,3.190345,2.6,-0.590345,0.568846,0.823602
late_intervention,13,82.04175,30.2,stable,70.0,45.0,25.0,3.33408,2.6,-0.73408,0.557151,0.803102
late_intervention,14,81.161045,31.05,stable,70.0,45.0,25.0,3.480705,2.6,-0.880705,0.994455,0.936669
late_intervention,15,80.130825,31.9,stable,70.0,45.0,25.0,3.63022,2.6,-1.03022,1.910552,0.983464
late_intervention,16,78.9482,32.75,stable,70.0,45.0,25.0,3.782625,2.6,-1.182625,3.33589,0.994632
late_intervention,17,77.61028,33.6,stable,70.0,45.0,25.0,3.93792,2.6,-1.33792,5.301565,0.997847
late_intervention,18,76.114175,34.45,stable,70.0,45.0,25.0,4.096105,2.6,-1.496105,7.839328,0.99899
late_intervention,19,74.456995,35.3,stable,70.0,45.0,25.0,4.25718,2.6,-1.65718,10.981578,0.999468
late_intervention,20,72.63585,36.15,stable,70.0,45.0,25.0,4.421145,2.6,-1.821145,14.761368,0.999695
late_intervention,21,70.64785,37.0,stable,70.0,45.0,25.0,4.588,2.6,-1.988,19.212402,0.999813
late_intervention,22,68.490105,37.85,stable,70.0,45.0,25.0,4.757745,2.6,-2.157745,24.369035,0.999879
late_intervention,23,66.159725,38.7,stable,70.0,45.0,25.0,4.93038,2.6,-2.33038,30.266273,0.999918
late_intervention,24,63.65382,39.55,stable,70.0,45.0,25.0,5.105905,2.6,-2.505905,36.939775,0.999943
late_intervention,25,60.9695,40.4,stable,70.0,45.0,25.0,5.28432,2.6,-2.68432,44.42585,0.999959
late_intervention,26,58.103875,41.25,stable,70.0,45.0,25.0,5.465625,2.6,-2.865625,52.761459,0.99997
late_intervention,27,55.054055,42.1,stable,70.0,45.0,25.0,5.64982,2.6,-3.04982,61.984214,0.999977
late_intervention,28,51.81715,42.95,stable,70.0,45.0,25.0,5.836905,2.6,-3.236905,72.13238,0.999982
late_intervention,29,48.39027,43.8,stable,70.0,45.0,25.0,6.02688,2.6,-3.42688,83.244872,0.999986
late_intervention,30,44.770525,44.65,stable,70.0,45.0,25.0,6.219745,2.6,-3.619745,95.361256,0.999989
late_intervention,31,40.955025,45.5,stable,70.0,45.0,25.0,6.4155,2.6,-3.8155,108.521751,0.999991
late_intervention,32,36.94088,46.35,stable,70.0,45.0,25.0,6.614145,2.6,-4.014145,122.767227,0.999993
late_intervention,33,32.7252,47.2,stable,70.0,45.0,25.0,6.81568,2.6,-4.21568,138.139204,0.999994
late_intervention,34,28.305095,48.05,stable,70.0,45.0,25.0,7.020105,2.6,-4.420105,154.679857,0.999995
late_intervention,35,23.677675,48.9,stable,70.0,45.0,25.0,7.22742,2.6,-4.62742,172.432008,0.999996
late_intervention,36,18.84005,49.75,stable,70.0,45.0,25.0,7.437625,2.6,-4.837625,191.439134,0.999996
late_intervention,37,13.78933,50.6,stable,70.0,45.0,25.0,7.65072,2.6,-5.05072,211.745361,0.999997
late_intervention,38,8.522625,51.45,stable,70.0,45.0,25.0,7.866705,2.6,-5.266705,233.395468,0.999997
late_intervention,39,3.037045,52.3,stable,70.0,45.0,25.0,8.08558,2.6,-5.48558,256.434886,0.999998
late_intervention,40,0.0,53.15,stable,70.0,45.0,25.0,8.307345,2.6,-5.707345,268.179631,0.998958
late_intervention,41,0.0,54.0,stable,70.0,45.0,25.0,8.532,2.6,-5.932,257.487556,0.995393
late_intervention,42,0.0,54.85,stable,70.0,45.0,25.0,8.759545,2.6,-6.159545,230.730409,0.993181
late_intervention,43,0.0,55.7,stable,70.0,45.0,25.0,8.98998,2.6,-6.38998,193.861741,0.991212
late_intervention,44,0.0,56.55,stable,70.0,45.0,25.0,9.223305,2.6,-6.623305,152.28768,0.988929
late_intervention,45,0.0,57.4,stable,70.0,45.0,25.0,9.45952,2.6,-6.85952,110.728273,0.985797
late_intervention,46,0.0,58.25,stable,70.0,45.0,25.0,9.698625,2.6,-7.098625,73.069074,0.980966
late_intervention,47,0.0,59.1,stable,70.0,45.0,25.0,9.94062,2.6,-7.34062,42.202655,0.972679
late_intervention,48,0.0,59.95,stable,70.0,45.0,25.0,10.185505,2.6,-7.585505,19.859705,0.956923
late_intervention,49,0.0,60.8,stable,70.0,45.0,25.0,10.43328,2.6,-7.83328,6.429389,0.938573
late_intervention,50,0.0,61.65,stable,70.0,45.0,25.0,10.683945,2.6,-8.083945,0.768637,
late_intervention,51,0.0,62.5,stable,70.0,45.0,25.0,10.9375,2.6,-8.3375,0.0,
late_intervention,52,0.0,63.35,stable,70.0,45.0,25.0,11.193945,2.6,-8.593945,0.0,
late_intervention,53,0.0,64.2,stable,70.0,45.0,25.0,11.45328,2.6,-8.85328,0.0,
late_intervention,54,0.0,65.05,stable,70.0,45.0,25.0,11.715505,2.6,-9.115505,0.0,
late_intervention,55,0.0,65.9,stable,70.0,45.0,25.0,11.98062,2.6,-9.38062,0.0,
late_intervention,56,0.0,66.75,stable,70.0,45.0,25.0,12.248625,2.6,-9.648625,0.0,
late_intervention,57,0.0,67.6,stable,70.0,45.0,25.0,12.51952,2.6,-9.91952,0.0,
late_intervention,58,0.0,68.45,stable,70.0,45.0,25.0,12.793305,2.6,-10.193305,0.0,
late_intervention,59,0.0,69.3,stable,70.0,45.0,25.0,13.06998,2.6,-10.46998,0.0,
late_intervention,60,0.0,70.15,degraded,70.0,45.0,25.0,37.639635,0.8,-36.839635,0.0,
late_intervention,61,0.0,71.0,degraded,70.0,45.0,25.0,38.436,0.8,-37.636,0.0,
late_intervention,62,0.0,71.85,degraded,70.0,45.0,25.0,39.241035,0.8,-38.441035,0.0,
late_intervention,63,0.0,72.7,degraded,70.0,45.0,25.0,40.05474,0.8,-39.25474,0.0,
late_intervention,64,0.0,73.55,degraded,70.0,45.0,25.0,40.877115,0.8,-40.077115,0.0,
late_intervention,65,0.0,74.4,degraded,70.0,45.0,25.0,41.70816,0.8,-40.90816,0.0,
late_intervention,66,0.0,75.25,degraded,70.0,45.0,25.0,42.547875,0.8,-41.747875,0.0,
late_intervention,67,0.0,76.1,degraded,70.0,45.0,25.0,43.39626,0.8,-42.59626,0.0,
late_intervention,68,0.0,76.95,degraded,70.0,45.0,25.0,44.253315,0.8,-43.453315,0.0,
late_intervention,69,0.0,77.8,degraded,70.0,45.0,25.0,45.11904,0.8,-44.31904,0.0,
late_intervention,70,0.0,78.65,degraded,70.0,45.0,25.0,45.993435,0.8,-45.193435,0.0,
late_intervention,71,0.0,79.5,degraded,70.0,45.0,25.0,46.8765,0.8,-46.0765,0.0,
late_intervention,72,0.0,80.35,degraded,70.0,45.0,25.0,47.768235,0.8,-46.968235,0.0,
late_intervention,73,0.0,81.2,degraded,70.0,45.0,25.0,48.66864,0.8,-47.86864,0.0,
late_intervention,74,0.0,82.05,degraded,70.0,45.0,25.0,49.577715,0.8,-48.777715,0.0,
late_intervention,75,0.0,82.9,degraded,70.0,45.0,25.0,50.49546,0.8,-49.69546,0.0,
late_intervention,76,0.0,83.75,degraded,70.0,45.0,25.0,51.421875,0.8,-50.621875,0.0,
late_intervention,77,0.0,84.6,degraded,70.0,45.0,25.0,52.35696,0.8,-51.55696,0.0,
late_intervention,78,0.0,85.45,degraded,70.0,45.0,25.0,53.300715,0.8,-52.500715,0.0,
late_intervention,79,0.0,86.3,degraded,70.0,45.0,25.0,54.25314,0.8,-53.45314,0.0,
late_intervention,80,0.0,87.15,degraded,70.0,45.0,25.0,55.214235,0.8,-54.414235,0.0,
late_intervention,81,0.0,88.0,degraded,70.0,45.0,25.0,56.184,0.8,-55.384,0.0,
late_intervention,82,0.0,88.85,degraded,70.0,45.0,25.0,57.162435,0.8,-56.362435,0.0,
late_intervention,83,0.0,89.7,degraded,70.0,45.0,25.0,58.14954,0.8,-57.34954,0.0,
late_intervention,84,0.0,90.55,degraded,70.0,45.0,25.0,59.145315,0.8,-58.345315,0.0,
late_intervention,85,0.0,90.2,degraded,70.0,45.0,25.0,58.73424,0.8,-57.93424,0.0,
late_intervention,86,0.0,89.85,degraded,70.0,45.0,25.0,58.324635,0.8,-57.524635,0.0,
late_intervention,87,0.0,89.5,degraded,70.0,45.0,25.0,57.9165,0.8,-57.1165,0.0,
late_intervention,88,0.0,89.15,degraded,70.0,45.0,25.0,57.509835,0.8,-56.709835,0.0,
late_intervention,89,0.0,88.8,degraded,70.0,45.0,25.0,57.10464,0.8,-56.30464,0.0,
late_intervention,90,0.0,88.45,degraded,70.0,45.0,25.0,56.700915,0.8,-55.900915,0.0,
late_intervention,91,0.0,88.1,degraded,70.0,45.0,25.0,56.29866,0.8,-55.49866,0.0,
late_intervention,92,0.0,87.75,degraded,70.0,45.0,25.0,55.897875,0.8,-55.097875,0.0,
late_intervention,93,0.0,87.4,degraded,70.0,45.0,25.0,55.49856,0.8,-54.69856,0.0,
late_intervention,94,0.0,87.05,degraded,70.0,45.0,25.0,55.100715,0.8,-54.300715,0.0,
late_intervention,95,0.0,86.7,degraded,70.0,45.0,25.0,54.70434,0.8,-53.90434,0.0,
late_intervention,96,0.0,86.35,degraded,70.0,45.0,25.0,54.309435,0.8,-53.509435,0.0,
late_intervention,97,0.0,86.0,degraded,70.0,45.0,25.0,53.916,0.8,-53.116,0.0,
late_intervention,98,0.0,85.65,degraded,70.0,45.0,25.0,53.524035,0.8,-52.724035,0.0,
late_intervention,99,0.0,85.3,degraded,70.0,45.0,25.0,53.13354,0.8,-52.33354,0.0,
late_intervention,100,0.0,84.95,degraded,70.0,45.0,25.0,52.744515,0.8,-51.944515,0.0,
late_intervention,101,0.0,84.6,degraded,70.0,45.0,25.0,52.35696,0.8,-51.55696,0.0,
late_intervention,102,0.0,84.25,degraded,70.0,45.0,25.0,51.970875,0.8,-51.170875,0.0,
late_intervention,103,0.0,83.9,degraded,70.0,45.0,25.0,51.58626,0.8,-50.78626,0.0,
late_intervention,104,0.0,83.55,degraded,70.0,45.0,25.0,51.203115,0.8,-50.403115,0.0,
late_intervention,105,0.0,83.2,degraded,70.0,45.0,25.0,50.82144,0.8,-50.02144,0.0,
late_intervention,106,0.0,82.85,degraded,70.0,45.0,25.0,50.441235,0.8,-49.641235,0.0,
late_intervention,107,0.0,82.5,degraded,70.0,45.0,25.0,50.0625,0.8,-49.2625,0.0,
late_intervention,108,0.0,82.15,degraded,70.0,45.0,25.0,49.685235,0.8,-48.885235,0.0,
late_intervention,109,0.0,81.8,degraded,70.0,45.0,25.0,49.30944,0.8,-48.50944,0.0,
late_intervention,110,0.0,81.45,degraded,70.0,45.0,25.0,48.935115,0.8,-48.135115,0.0,
late_intervention,111,0.0,81.1,degraded,70.0,45.0,25.0,48.56226,0.8,-47.76226,0.0,
late_intervention,112,0.0,80.75,degraded,70.0,45.0,25.0,48.190875,0.8,-47.390875,0.0,
late_intervention,113,0.0,80.4,degraded,70.0,45.0,25.0,47.82096,0.8,-47.02096,0.0,
late_intervention,114,0.0,80.05,degraded,70.0,45.0,25.0,47.452515,0.8,-46.652515,0.0,
late_intervention,115,0.0,79.7,degraded,70.0,45.0,25.0,47.08554,0.8,-46.28554,0.0,
late_intervention,116,0.0,79.35,degraded,70.0,45.0,25.0,46.720035,0.8,-45.920035,0.0,
late_intervention,117,0.0,79.0,degraded,70.0,45.0,25.0,46.356,0.8,-45.556,0.0,
late_intervention,118,0.0,78.65,degraded,70.0,45.0,25.0,45.993435,0.8,-45.193435,0.0,
late_intervention,119,0.0,78.3,degraded,70.0,45.0,25.0,45.63234,0.8,-44.83234,0.0,
late_intervention,120,0.0,77.95,degraded,70.0,45.0,25.0,45.272715,0.8,-44.472715,0.0,
late_intervention,121,0.0,77.6,degraded,70.0,45.0,25.0,44.91456,0.8,-44.11456,0.0,
late_intervention,122,0.0,77.25,degraded,70.0,45.0,25.0,44.557875,0.8,-43.757875,0.0,
late_intervention,123,0.0,76.9,degraded,70.0,45.0,25.0,44.20266,0.8,-43.40266,0.0,
