run_id,pre_shock_total,min_total_after_shock,final_total,recovery_ratio,max_drawdown,volatility,growth_a,growth_b,coupling_ab,coupling_ba,balancing_b,target_b,shock_size,noise_sd
5017,275.491616,280.887747,1504.096506,5.459682,-5.396131,402.455603,0.05566,0.032776,0.024853,0.048765,0.015626,59.136324,-8.251507,0.413703
5018,294.746344,299.828773,1212.648294,4.11421,-5.082429,331.739427,0.02863,0.044042,0.010092,0.05303,0.030936,54.328353,-15.269602,0.415723
5019,134.778888,136.339402,267.448564,1.984351,-1.560514,69.697745,0.035368,0.029063,0.026864,0.052005,0.028007,55.605655,-8.644746,0.330536
5020,114.626275,115.335633,175.132362,1.527855,-0.709358,37.766253,0.047851,0.025949,0.029777,0.045813,0.0299,49.732916,-16.783017,0.221897
5021,266.895706,272.387487,1818.106558,6.812049,-5.491781,491.195439,0.031866,0.043794,0.027971,0.048983,0.02501,48.59869,-11.055139,0.16839
5022,757.8721,782.854126,23456.523172,30.950504,-24.982026,5500.217806,0.059698,0.022192,0.014481,0.046837,0.02664,60.907076,-11.873242,0.482546
5023,390.401468,400.183013,4224.39259,10.820637,-9.781545,1106.933877,0.029979,0.042319,0.010694,0.049015,0.018287,63.573683,-9.547055,0.162167
5024,164.728483,166.246544,295.637862,1.794698,-1.518061,67.703741,0.059163,0.020396,0.026381,0.040227,0.015998,50.782413,-9.206813,0.158458
5025,352.695212,354.237026,3047.810317,8.641485,-1.541814,734.965509,0.0473,0.025987,0.012151,0.030388,0.035915,63.71827,-15.442785,0.576767
5026,355.934394,331.016564,381.287793,1.071231,24.91783,102.693718,0.054288,0.037003,0.012781,0.05212,0.03925,60.748466,-10.73407,0.286412
5027,211.179001,213.360275,431.242449,2.042071,-2.181274,111.453697,0.046816,0.035624,0.020676,0.047746,0.032449,58.051895,-9.392572,0.528257
5028,97.939174,98.412164,138.617019,1.415338,-0.47299,30.611425,0.02795,0.022776,0.020447,0.025389,0.029969,51.608754,-10.92727,0.300509
5029,264.726059,176.431352,176.431352,0.666468,88.294707,59.217893,0.043066,0.02075,0.010309,0.048646,0.031562,64.700875,-8.480861,0.285069
5030,237.591738,218.791229,289.554402,1.218706,18.800509,70.303803,0.039189,0.028211,0.010618,0.042036,0.029869,60.213792,-14.016647,0.573875
5031,228.224003,230.262921,394.080139,1.726725,-2.038918,96.414834,0.060373,0.032195,0.020996,0.045303,0.030666,61.789584,-16.675647,0.413147
5032,111.988278,113.574099,230.701917,2.060054,-1.585821,56.53068,0.032388,0.022753,0.029848,0.039554,0.021074,55.323948,-11.304062,0.539695
5033,217.775035,221.578017,974.690083,4.475674,-3.802982,269.531081,0.037694,0.043023,0.02753,0.03194,0.029671,51.654311,-15.6592,0.377787
5034,367.539602,339.234149,339.234149,0.922987,28.305453,110.687387,0.051231,0.025091,0.01397,0.043693,0.027852,63.42188,-7.009874,0.501015
5035,354.198781,360.394645,1994.493392,5.631,-6.195864,539.361633,0.052421,0.049562,0.016595,0.039306,0.032421,49.275974,-9.589479,0.584897
5036,159.242097,161.79291,575.144792,3.611763,-2.550813,158.307759,0.028238,0.032872,0.025281,0.041517,0.022522,54.476519,-15.688437,0.449204
5037,876.888972,910.131667,90744.332266,103.484404,-33.242695,19480.222849,0.063065,0.039802,0.014367,0.027196,0.033389,60.281381,-7.191065,0.287154
5038,354.89859,362.904404,2607.602565,7.347458,-8.005814,703.671481,0.056713,0.049856,0.023485,0.02699,0.030506,58.692678,-7.324245,0.226763
5039,193.046477,194.650373,314.024358,1.626677,-1.603896,71.104126,0.058502,0.033588,0.021579,0.042402,0.032963,51.967594,-17.003387,0.504697
5040,379.116713,388.158173,3918.890074,10.336896,-9.04146,1035.300459,0.026844,0.049918,0.01494,0.044425,0.026738,56.964722,-9.374187,0.2711
5041,214.700527,217.929434,1016.738429,4.735612,-3.228907,276.362959,0.039853,0.03559,0.018668,0.029206,0.021025,54.678956,-7.017287,0.592442
5042,118.92233,119.176953,136.721178,1.149668,-0.254623,23.024831,0.060519,0.020346,0.027528,0.040531,0.028063,52.83248,-13.566114,0.254441
5043,399.684818,410.223819,4830.149772,12.084897,-10.539001,1257.242003,0.040894,0.046153,0.022212,0.043326,0.021018,59.823647,-17.548564,0.516488
5044,156.244933,157.13453,181.627693,1.162455,-0.889597,38.056864,0.054758,0.025346,0.020073,0.040693,0.034664,64.035988,-9.627565,0.438881
5045,293.38478,297.078234,1031.681592,3.51648,-3.693454,273.025918,0.064914,0.02809,0.02432,0.047333,0.015201,59.511351,-8.219282,0.447923
5046,880.720964,903.64377,9586.867803,10.88525,-22.922806,2463.736618,0.061391,0.046875,0.014011,0.026475,0.020535,53.932269,-12.672472,0.237498
5047,116.414132,117.512035,192.23787,1.651328,-1.097903,45.330797,0.025644,0.025866,0.015391,0.034498,0.029919,56.847551,-17.045344,0.221808
5048,331.984344,340.756573,3708.872594,11.17183,-8.772229,971.426425,0.040069,0.044759,0.01994,0.029567,0.020627,56.148868,-7.148643,0.329475
5049,209.538966,212.637722,589.892063,2.81519,-3.098756,162.183768,0.041257,0.044035,0.02986,0.050571,0.037857,55.815375,-14.050808,0.537518
5050,203.255262,205.70174,507.055243,2.494672,-2.446478,136.908444,0.037119,0.036584,0.015919,0.050043,0.031043,59.823369,-6.955859,0.251692
5051,322.031786,328.155213,1865.693499,5.793507,-6.123427,511.636242,0.049804,0.048565,0.023659,0.053278,0.032055,59.455086,-7.513751,0.565932
5052,151.167139,153.126857,259.807759,1.718679,-1.959718,59.859881,0.058905,0.027501,0.028394,0.035399,0.027172,54.192417,-9.109769,0.281704
5053,805.41231,834.357682,39585.928064,49.149892,-28.945372,9074.219226,0.056062,0.026879,0.010013,0.040892,0.027213,60.767519,-7.827535,0.314613
5054,180.631192,183.208251,426.862479,2.363171,-2.577059,115.484215,0.049234,0.037456,0.029164,0.03434,0.033309,57.544919,-8.484592,0.36231
5055,603.780458,623.273152,13640.037834,22.591055,-19.492694,3391.209885,0.060822,0.048881,0.026804,0.053354,0.017331,61.459315,-11.186529,0.553532
5056,638.302834,661.637949,58146.592761,91.095621,-23.335115,12659.398906,0.05977,0.025454,0.014667,0.032989,0.035802,58.311195,-6.293789,0.565254
5057,231.932809,236.036013,935.35484,4.03287,-4.103204,252.25905,0.06277,0.033903,0.026845,0.046049,0.020647,61.503822,-17.405396,0.550062
5058,245.224547,251.059075,2101.190323,8.568434,-5.834528,559.653757,0.031482,0.038109,0.02938,0.039324,0.016777,55.243386,-13.443273,0.254125
5059,343.908499,351.676782,2926.021798,8.50814,-7.768283,775.345922,0.047806,0.043204,0.019041,0.039436,0.021579,51.988126,-15.191911,0.573901
5060,210.554994,213.376671,666.320585,3.164592,-2.821677,176.190087,0.044665,0.026683,0.015767,0.042716,0.016169,62.430719,-12.260356,0.217925
5061,115.551073,114.996754,150.489194,1.302361,0.554319,28.569451,0.03607,0.026531,0.014626,0.044276,0.035811,52.46425,-16.607825,0.390731
5062,429.091054,442.595035,7897.24424,18.404588,-13.503981,1996.909156,0.047575,0.048696,0.025145,0.038917,0.019381,52.995799,-8.189164,0.501612
5063,238.934958,242.250055,573.184425,2.398914,-3.315097,149.225679,0.056885,0.035822,0.017776,0.05455,0.030419,64.638223,-15.348188,0.534972
5064,146.265821,148.477016,379.211566,2.592619,-2.211195,100.49971,0.033263,0.03091,0.028271,0.043818,0.024883,54.210556,-9.545395,0.390272
5065,315.903612,322.048171,1953.964831,6.18532,-6.144559,531.710069,0.061022,0.045086,0.028432,0.027444,0.02774,64.132875,-14.18966,0.340908
5066,361.712792,369.555911,2344.683632,6.48217,-7.843119,633.559455,0.038388,0.045518,0.010751,0.030166,0.027256,62.82387,-7.21516,0.431093
5067,303.989392,311.084038,2588.917017,8.516472,-7.094646,692.423752,0.025229,0.041451,0.015835,0.047119,0.020406,64.538145,-13.011239,0.265736
5068,321.605584,331.023079,4656.816519,14.479899,-9.417495,1198.529867,0.027885,0.042398,0.028943,0.042054,0.015541,57.351605,-10.06553,0.318867
5069,242.167632,246.518656,1442.979959,5.9586,-4.351024,388.746041,0.057802,0.033563,0.028764,0.029629,0.016177,62.582356,-10.35656,0.272468
5070,126.914578,128.002975,207.136518,1.632094,-1.088397,46.392233,0.045891,0.020888,0.021058,0.02801,0.021742,59.028535,-13.519444,0.157149
5071,426.356821,439.210515,7449.479352,17.472406,-12.853694,1886.631154,0.048371,0.048145,0.022553,0.037503,0.019143,50.795879,-9.564936,0.467443
5072,847.605856,882.414118,57165.060752,67.442975,-34.808262,12926.799678,0.05634,0.025498,0.010324,0.028892,0.015914,50.810694,-15.2659,0.308722
5073,246.627066,227.446471,282.417229,1.145119,19.180595,69.219153,0.048008,0.033268,0.01313,0.035693,0.036289,56.993116,-8.241839,0.297794
5074,138.116691,139.416849,244.983571,1.773743,-1.300158,56.138015,0.038348,0.022419,0.016259,0.044996,0.020345,53.720685,-10.322099,0.260834
5075,663.354422,671.418383,3117.412456,4.699467,-8.063961,843.150223,0.061745,0.043462,0.014311,0.03979,0.025815,48.988393,-12.165316,0.466673
5076,131.013,132.024571,240.799538,1.837982,-1.011571,55.237364,0.050829,0.022632,0.023436,0.03572,0.020694,52.833125,-13.44209,0.280524
5077,465.49221,478.12657,6782.292303,14.570152,-12.63436,1740.873569,0.05721,0.045973,0.024432,0.034869,0.018843,62.188855,-11.446769,0.572099
5078,349.197167,357.157293,2339.987308,6.701049,-7.960126,627.137714,0.042432,0.044719,0.010743,0.032776,0.025694,51.448983,-13.899019,0.467569
5079,183.303931,184.159994,240.229364,1.310552,-0.856063,52.275417,0.064293,0.028704,0.025577,0.043713,0.03021,50.13893,-9.550369,0.39854
5080,309.634624,316.910818,2994.654329,9.671574,-7.276194,785.194498,0.062436,0.039255,0.027837,0.028587,0.016432,55.917377,-6.679804,0.574323
5081,182.675065,186.218278,665.725638,3.644316,-3.543213,180.586569,0.046131,0.035427,0.02516,0.027975,0.024335,50.24159,-16.169299,0.569112
5082,165.90774,166.996434,233.963565,1.410203,-1.088694,51.809863,0.056425,0.031563,0.021897,0.050098,0.035302,56.56453,-12.372161,0.496599
5083,670.957665,692.212788,21385.001743,31.872356,-21.255123,4993.998104,0.05566,0.029683,0.012931,0.031545,0.025997,57.501086,-12.499664,0.370926
5084,127.294205,128.105272,175.386522,1.377804,-0.811067,36.726301,0.045052,0.024884,0.020165,0.040189,0.031745,58.502264,-12.544756,0.351909
5085,127.534991,128.658533,207.52349,1.627189,-1.123542,52.815097,0.036463,0.031646,0.029696,0.028643,0.037898,58.445167,-7.295578,0.400612
5086,165.288589,167.730791,671.879058,4.064885,-2.442202,179.407146,0.02727,0.028456,0.023882,0.052113,0.015757,61.994629,-15.16463,0.580554
5087,122.425421,123.269612,175.735814,1.435452,-0.844191,36.090071,0.053616,0.025323,0.029545,0.029311,0.032159,57.995404,-6.061168,0.28844
5088,146.286603,147.73405,219.938249,1.503475,-1.447447,53.397177,0.04488,0.032484,0.023817,0.039062,0.03959,63.05914,-12.750005,0.192042
5089,200.660968,202.355222,452.989286,2.257486,-1.694254,116.817691,0.042771,0.031206,0.013744,0.04419,0.025732,58.739507,-8.910018,0.323858
5090,136.134488,137.646553,282.380096,2.074273,-1.512065,69.227921,0.042652,0.023939,0.019673,0.037257,0.020582,56.568155,-8.042414,0.217632
5091,115.188212,115.644422,180.695106,1.568694,-0.45621,40.13504,0.040209,0.027885,0.025652,0.037952,0.031604,48.022979,-9.87779,0.38466
5092,291.98059,298.006897,1733.686526,5.937677,-6.026307,472.267767,0.032871,0.047326,0.024031,0.047984,0.030143,50.409261,-17.830544,0.20836
5093,260.845409,264.440687,836.366831,3.20637,-3.595278,224.589891,0.052471,0.035044,0.017103,0.03809,0.024742,61.38337,-7.11547,0.332573
5094,257.449009,235.709326,387.550093,1.505347,21.739683,97.951588,0.051033,0.02658,0.01496,0.038004,0.022595,51.427749,-15.216185,0.369759
5095,421.87306,430.749461,21469.842621,50.891713,-8.876401,4710.945781,0.059828,0.020431,0.021898,0.02753,0.033021,62.021971,-15.179331,0.320434
5096,221.803496,224.162481,607.935958,2.740876,-2.358985,157.156734,0.04777,0.025204,0.015876,0.04334,0.015204,55.854337,-15.933353,0.526411
5097,133.42251,134.874727,239.634386,1.796057,-1.452217,60.859908,0.025396,0.034755,0.023287,0.039365,0.036247,49.05139,-6.477628,0.167184
5098,307.088731,313.782933,3326.258814,10.831589,-6.694202,873.602881,0.037727,0.040854,0.019932,0.043949,0.017013,60.658842,-14.181503,0.485192
5099,371.45973,380.741024,3849.441823,10.363012,-9.281294,1018.551353,0.027252,0.047456,0.022634,0.045317,0.024265,64.672696,-11.793673,0.408168
5100,136.690136,136.993022,210.307227,1.538569,-0.302886,45.656659,0.034782,0.02816,0.012611,0.032862,0.029983,48.705262,-12.781529,0.522463
5101,156.568808,158.525559,391.59266,2.50109,-1.956751,103.007423,0.0557,0.032228,0.029826,0.025973,0.027071,55.495567,-6.901107,0.190868
5102,200.411904,203.348817,642.016992,3.203487,-2.936913,174.091633,0.036542,0.034412,0.017878,0.046524,0.024835,56.634004,-10.867631,0.281417
5103,418.696508,429.799103,11022.226198,26.325097,-11.102595,2566.941293,0.050056,0.024916,0.011998,0.034604,0.039044,54.004393,-6.069605,0.226508
5104,493.54931,498.560231,2598.023984,5.26396,-5.010921,700.87753,0.05485,0.035169,0.011955,0.050343,0.017753,61.420767,-6.107552,0.243547
5105,272.986133,278.596905,1523.55998,5.581089,-5.610772,417.705317,0.046068,0.041696,0.027557,0.051368,0.02539,60.244221,-8.284989,0.500672
5106,488.565283,502.432429,9204.384135,18.83962,-13.867146,2313.952649,0.054326,0.046669,0.015856,0.026856,0.016863,52.307414,-11.390379,0.452522
5107,432.369009,435.981315,521.854315,1.206965,-3.612306,165.167049,0.060714,0.028372,0.01696,0.04116,0.026561,51.891766,-9.64051,0.272665
5108,373.988987,382.557993,3646.27103,9.749675,-8.569006,961.033704,0.04739,0.043004,0.023147,0.054024,0.020002,56.803213,-12.214665,0.409295
5109,332.999155,339.902078,2242.692125,6.734828,-6.902923,609.747426,0.045184,0.046922,0.028853,0.052856,0.028568,61.210012,-13.359574,0.358011
5110,122.54109,123.309313,238.586649,1.946993,-0.768223,58.446296,0.037277,0.023965,0.029054,0.053136,0.022904,56.980211,-16.444444,0.408959
5111,415.594218,426.320866,5505.643994,13.247643,-10.726648,1425.215157,0.031146,0.048079,0.025279,0.046458,0.022026,56.278147,-7.877444,0.401931
5112,210.897566,213.194227,513.133395,2.433093,-2.296661,141.463092,0.025741,0.040564,0.018113,0.045525,0.036346,61.865956,-17.925421,0.325282
5113,512.767502,526.794106,8617.626576,16.806109,-14.026604,2183.656486,0.04522,0.047626,0.012225,0.041071,0.018862,48.883606,-7.998079,0.380757
5114,516.222421,530.410776,4754.274003,9.209739,-14.188355,1302.755505,0.056964,0.024065,0.016782,0.03118,0.019341,50.850241,-14.328084,0.482948
5115,799.434908,827.16608,37939.270074,47.45761,-27.731172,8623.569603,0.056504,0.038112,0.010219,0.027161,0.027243,52.53423,-17.527742,0.153598
5116,212.166201,215.023755,637.395393,3.004227,-2.857554,173.108596,0.05597,0.038523,0.029146,0.042758,0.030513,56.616387,-10.566728,0.580783
5117,198.767504,201.955185,644.906472,3.244527,-3.187681,171.631317,0.052431,0.029019,0.025208,0.053539,0.018545,61.658085,-11.450147,0.406411
5118,146.111932,148.016697,401.646818,2.748898,-1.904765,107.219203,0.028925,0.029383,0.015514,0.026546,0.022831,56.420643,-14.322021,0.237429
5119,885.516421,921.835026,94100.938111,106.266734,-36.318605,20543.394138,0.059995,0.022016,0.012785,0.041199,0.036413,56.720819,-15.413337,0.406889
5120,155.911259,157.314803,256.687082,1.646367,-1.403544,60.670271,0.0282,0.035415,0.013883,0.052989,0.038346,54.715102,-8.057071,0.414955
5121,503.667531,516.661453,8061.760273,16.006115,-12.993922,2049.097031,0.046482,0.04577,0.012645,0.041451,0.017429,52.010775,-10.775421,0.509048
5122,115.22707,116.002887,190.323353,1.651724,-0.775817,42.872399,0.0412,0.020693,0.024416,0.045234,0.023302,59.753096,-7.064027,0.57235
5123,242.058257,245.687095,949.093026,3.920928,-3.628838,254.658451,0.058892,0.039138,0.023375,0.031337,0.026253,48.190582,-17.125456,0.164473
5124,266.037672,270.04524,860.323977,3.233843,-4.007568,232.587633,0.057442,0.043426,0.023663,0.039145,0.033425,54.495959,-16.076624,0.479902
5125,199.211279,202.20304,512.830019,2.574302,-2.991761,139.96294,0.033351,0.045276,0.01737,0.049312,0.039635,48.352778,-7.952199,0.564848
5126,558.003219,573.440854,8767.734962,15.712696,-15.437635,2232.668537,0.064531,0.048149,0.020797,0.050453,0.020035,50.434449,-15.788067,0.29218
5127,178.91591,181.950585,655.370116,3.663006,-3.034675,180.299528,0.040797,0.036435,0.029913,0.029616,0.025321,49.468456,-10.52933,0.221771
5128,542.712187,559.75923,12142.376771,22.37351,-17.047043,3020.750225,0.063897,0.049897,0.028767,0.041311,0.018438,55.749892,-9.724604,0.162681
5129,118.06779,119.037174,170.548692,1.444498,-0.969384,36.774221,0.038663,0.027434,0.024058,0.045457,0.034115,53.395507,-14.899369,0.176769
5130,333.545917,340.069234,2004.831613,6.010662,-6.523317,539.828663,0.052267,0.046927,0.016184,0.030394,0.029238,50.128411,-8.712654,0.165009
5131,131.344581,131.542697,187.308337,1.426083,-0.198116,43.280233,0.030089,0.027836,0.011483,0.039604,0.037527,63.687489,-16.186483,0.575135
5132,282.574882,287.208718,1042.301774,3.688586,-4.633836,288.962965,0.057572,0.047929,0.026049,0.04585,0.03697,58.041761,-17.829456,0.257059
5133,151.296078,153.12188,308.509689,2.039112,-1.825802,75.702458,0.037383,0.031402,0.018868,0.048749,0.029069,50.751636,-7.674252,0.534135
5134,254.030776,259.675834,1223.498979,4.816342,-5.645058,339.642273,0.035884,0.043505,0.023156,0.034166,0.029366,60.002478,-11.163907,0.483982
5135,197.645997,200.449479,618.565403,3.129663,-2.803482,163.207917,0.059057,0.033796,0.027713,0.03024,0.023853,50.039165,-15.037904,0.199675
5136,469.042153,477.243747,939.007604,2.001968,-8.201594,281.613897,0.059561,0.03229,0.015194,0.033677,0.025057,55.454601,-12.958273,0.389776
5137,147.852246,149.584311,536.586807,3.62921,-1.732065,142.850148,0.02735,0.029166,0.015647,0.026403,0.017827,51.133676,-7.443353,0.256154
5138,98.582799,99.250142,105.464303,1.069804,-0.667343,14.936912,0.044651,0.021074,0.02223,0.04422,0.039045,55.398818,-14.950338,0.423362
5139,110.63922,110.993396,136.617036,1.234798,-0.354176,25.811076,0.040177,0.020761,0.02489,0.048689,0.033684,62.470318,-7.662939,0.420974
5140,291.037483,295.413733,1442.361108,4.955929,-4.37625,389.084349,0.054798,0.039245,0.018233,0.051087,0.023378,48.648649,-17.885622,0.411082
5141,283.015085,287.805719,1304.07985,4.60781,-4.790634,356.775351,0.047203,0.043282,0.021903,0.049791,0.028871,54.470905,-11.626554,0.285234
5142,219.214385,221.833709,420.324216,1.917412,-2.619324,107.910256,0.047903,0.040963,0.015688,0.026541,0.039394,58.73958,-10.911599,0.448653
5143,283.49699,277.6129,277.6129,0.979245,5.88409,121.44925,0.04641,0.021423,0.013528,0.03364,0.030082,54.955558,-10.04577,0.516551
5144,170.718105,173.091783,300.471611,1.760045,-2.373678,74.46692,0.049705,0.036935,0.022219,0.041548,0.036448,49.395485,-15.902365,0.477506
5145,209.763104,213.712851,532.962446,2.540783,-3.949747,148.466631,0.028295,0.041272,0.018173,0.04201,0.036779,64.893075,-6.466247,0.418209
5146,347.564976,353.723378,1737.833241,5.000024,-6.158402,476.168072,0.03006,0.045492,0.012063,0.05175,0.030165,62.50026,-13.52894,0.515043
5147,797.625988,807.152745,10530.006061,13.201684,-9.526757,2710.543532,0.057438,0.045494,0.011207,0.047649,0.018827,62.421266,-11.497054,0.538766
5148,210.315422,212.733266,553.67751,2.632605,-2.417844,148.12865,0.054695,0.041735,0.024608,0.025713,0.035908,56.435684,-13.830764,0.319599
5149,136.961616,139.13787,289.789541,2.115845,-2.176254,73.623655,0.047068,0.024604,0.027184,0.044623,0.021842,60.152467,-11.285657,0.252766
5150,331.113035,337.226886,1499.143635,4.527589,-6.113851,412.032879,0.034308,0.045645,0.010315,0.047131,0.031786,64.398181,-10.998576,0.342417
5151,846.043596,872.530314,18157.333541,21.461463,-26.486718,4419.136611,0.060066,0.041125,0.010345,0.041704,0.033171,53.53939,-17.529233,0.567724
5152,309.910705,290.416414,509.137003,1.642851,19.494291,131.8787,0.056818,0.024739,0.01914,0.032505,0.018325,54.716687,-7.436353,0.489576
5153,849.563936,881.938853,61925.907433,72.891403,-32.374917,13677.873331,0.063487,0.030068,0.017457,0.029031,0.022785,55.575595,-12.023103,0.395332
5154,247.22166,251.531899,1883.531994,7.618798,-4.310239,500.821698,0.053981,0.036136,0.023344,0.033619,0.015765,51.065698,-12.217136,0.472128
5155,132.736545,133.085622,186.400721,1.404291,-0.349077,39.755059,0.04813,0.032589,0.021299,0.043384,0.039254,50.338454,-17.873268,0.360197
5156,169.046796,170.170362,229.255559,1.356166,-1.123566,53.050115,0.047729,0.031086,0.016684,0.034928,0.034617,53.561418,-14.865165,0.349348
5157,125.104537,126.223789,223.13004,1.783549,-1.119252,51.91515,0.026606,0.020352,0.013845,0.053925,0.018725,55.506775,-16.311813,0.2762
5158,436.678052,439.286163,1831.997047,4.195304,-2.608111,495.115091,0.053362,0.03381,0.012532,0.026029,0.017331,57.335293,-17.270149,0.443193
5159,127.454167,128.303136,173.713142,1.362946,-0.848969,35.894338,0.034096,0.032085,0.017355,0.052247,0.039913,50.660537,-8.726534,0.19002
5160,274.724567,278.13635,836.37278,3.044405,-3.411783,224.439839,0.064633,0.044749,0.024217,0.034204,0.035088,51.356442,-11.213263,0.477222
5161,199.234343,201.588225,413.236545,2.074123,-2.353882,110.017047,0.041844,0.040913,0.017497,0.032378,0.039388,60.04159,-11.746964,0.20591
5162,444.436105,457.862652,8848.602166,19.909728,-13.426547,2219.487205,0.057504,0.045548,0.029265,0.03717,0.015238,56.115985,-15.033205,0.36451
5163,244.129579,249.812422,1309.770997,5.365065,-5.682843,356.261421,0.025411,0.040024,0.028407,0.053735,0.023867,48.718396,-17.38723,0.400364
5164,120.878688,121.826809,194.238782,1.60689,-0.948121,45.342562,0.028037,0.027401,0.018852,0.04319,0.030365,50.324761,-15.072213,0.349807
5165,812.64311,833.508968,2748.106482,3.381689,-20.865858,815.256631,0.060617,0.047494,0.010588,0.040782,0.035692,64.890962,-11.291673,0.41992
5166,263.0721,267.814611,1147.747516,4.362863,-4.742511,307.15568,0.039789,0.030383,0.011438,0.033369,0.015697,61.809087,-13.300167,0.511126
5167,347.158924,354.803844,2301.007063,6.628109,-7.64492,625.82213,0.047903,0.047443,0.023936,0.046135,0.029239,63.671804,-10.189243,0.350101
5168,102.555909,102.381925,122.990064,1.199249,0.173984,21.082521,0.040357,0.023868,0.023994,0.040494,0.038766,55.116342,-7.343492,0.472508
5169,388.724806,397.646168,3461.294173,8.904228,-8.921362,918.94083,0.033314,0.049391,0.016815,0.050281,0.027458,51.244715,-8.886115,0.504182
5170,103.901765,104.498664,200.606321,1.930731,-0.596899,51.700744,0.037739,0.025151,0.02962,0.038748,0.026203,52.404748,-12.287462,0.467548
5171,133.419539,134.385894,178.608048,1.338695,-0.966355,38.654213,0.025892,0.029544,0.016505,0.047724,0.036599,54.03397,-6.480799,0.55959
5172,474.919696,488.656458,8253.332473,17.378375,-13.736762,2095.040309,0.06312,0.048058,0.027287,0.037358,0.019287,61.000885,-6.882616,0.508905
5173,183.95366,185.28869,306.198512,1.664542,-1.33503,72.476453,0.061911,0.02681,0.027647,0.028333,0.025122,54.989672,-17.117524,0.166278
5174,170.878118,171.833941,246.83169,1.44449,-0.955823,56.726765,0.051592,0.032315,0.020031,0.054675,0.037717,64.08821,-15.130256,0.192279
5175,156.149399,156.974854,188.18854,1.205183,-0.825455,39.788292,0.031981,0.026521,0.010874,0.043601,0.031543,50.179934,-17.602655,0.314171
5176,208.507516,212.943874,1020.252255,4.89312,-4.436358,278.924127,0.029918,0.038762,0.026062,0.025786,0.023937,51.170576,-11.030898,0.398168
5177,313.525207,320.638362,1884.636169,6.011115,-7.113155,520.831497,0.02768,0.049139,0.017147,0.028308,0.032664,63.903061,-8.926528,0.501467
5178,202.950407,205.547882,679.587835,3.348541,-2.597475,177.559616,0.058655,0.030334,0.024772,0.028917,0.018836,48.322832,-11.998687,0.362299
5179,477.309125,490.610328,10322.782131,21.627037,-13.301203,2464.605316,0.049477,0.02657,0.010985,0.030086,0.027885,48.726181,-11.440481,0.390983
5180,632.904017,646.125823,1921.772598,3.036436,-13.221806,537.116558,0.061857,0.030599,0.016642,0.039514,0.017286,57.993357,-15.158728,0.369997
5181,339.623391,348.221086,3318.892979,9.772274,-8.597695,870.907144,0.033749,0.041485,0.014665,0.036103,0.018289,49.152726,-7.958677,0.531103
5182,236.607824,241.925798,1515.354186,6.404497,-5.317974,408.343031,0.032426,0.037401,0.019998,0.048147,0.019051,48.612698,-6.735368,0.409418
