growth_a,growth_b,coupling_ab,coupling_ba,balancing_b,target_b,shock_size,noise_sd,run_id
0.032388,0.022753,0.029848,0.039554,0.021074,55.323948,-11.304062,0.539695,5032
0.037694,0.043023,0.02753,0.03194,0.029671,51.654311,-15.6592,0.377787,5033
0.051231,0.025091,0.01397,0.043693,0.027852,63.42188,-7.009874,0.501015,5034
0.052421,0.049562,0.016595,0.039306,0.032421,49.275974,-9.589479,0.584897,5035
0.028238,0.032872,0.025281,0.041517,0.022522,54.476519,-15.688437,0.449204,5036
0.063065,0.039802,0.014367,0.027196,0.033389,60.281381,-7.191065,0.287154,5037
0.056713,0.049856,0.023485,0.02699,0.030506,58.692678,-7.324245,0.226763,5038
0.058502,0.033588,0.021579,0.042402,0.032963,51.967594,-17.003387,0.504697,5039
0.026844,0.049918,0.01494,0.044425,0.026738,56.964722,-9.374187,0.2711,5040
0.039853,0.03559,0.018668,0.029206,0.021025,54.678956,-7.017287,0.592442,5041
0.060519,0.020346,0.027528,0.040531,0.028063,52.83248,-13.566114,0.254441,5042
0.040894,0.046153,0.022212,0.043326,0.021018,59.823647,-17.548564,0.516488,5043
0.054758,0.025346,0.020073,0.040693,0.034664,64.035988,-9.627565,0.438881,5044
0.064914,0.02809,0.02432,0.047333,0.015201,59.511351,-8.219282,0.447923,5045
0.061391,0.046875,0.014011,0.026475,0.020535,53.932269,-12.672472,0.237498,5046
0.025644,0.025866,0.015391,0.034498,0.029919,56.847551,-17.045344,0.221808,5047
0.040069,0.044759,0.01994,0.029567,0.020627,56.148868,-7.148643,0.329475,5048
0.041257,0.044035,0.02986,0.050571,0.037857,55.815375,-14.050808,0.537518,5049
0.037119,0.036584,0.015919,0.050043,0.031043,59.823369,-6.955859,0.251692,5050
0.049804,0.048565,0.023659,0.053278,0.032055,59.455086,-7.513751,0.565932,5051
0.058905,0.027501,0.028394,0.035399,0.027172,54.192417,-9.109769,0.281704,5052
0.056062,0.026879,0.010013,0.040892,0.027213,60.767519,-7.827535,0.314613,5053
0.049234,0.037456,0.029164,0.03434,0.033309,57.544919,-8.484592,0.36231,5054
0.060822,0.048881,0.026804,0.053354,0.017331,61.459315,-11.186529,0.553532,5055
0.05977,0.025454,0.014667,0.032989,0.035802,58.311195,-6.293789,0.565254,5056
0.06277,0.033903,0.026845,0.046049,0.020647,61.503822,-17.405396,0.550062,5057
0.031482,0.038109,0.02938,0.039324,0.016777,55.243386,-13.443273,0.254125,5058
0.047806,0.043204,0.019041,0.039436,0.021579,51.988126,-15.191911,0.573901,5059
0.044665,0.026683,0.015767,0.042716,0.016169,62.430719,-12.260356,0.217925,5060
0.03607,0.026531,0.014626,0.044276,0.035811,52.46425,-16.607825,0.390731,5061
0.047575,0.048696,0.025145,0.038917,0.019381,52.995799,-8.189164,0.501612,5062
0.056885,0.035822,0.017776,0.05455,0.030419,64.638223,-15.348188,0.534972,5063
0.033263,0.03091,0.028271,0.043818,0.024883,54.210556,-9.545395,0.390272,5064
0.061022,0.045086,0.028432,0.027444,0.02774,64.132875,-14.18966,0.340908,5065
0.038388,0.045518,0.010751,0.030166,0.027256,62.82387,-7.21516,0.431093,5066
0.025229,0.041451,0.015835,0.047119,0.020406,64.538145,-13.011239,0.265736,5067
0.027885,0.042398,0.028943,0.042054,0.015541,57.351605,-10.06553,0.318867,5068
0.057802,0.033563,0.028764,0.029629,0.016177,62.582356,-10.35656,0.272468,5069
0.045891,0.020888,0.021058,0.02801,0.021742,59.028535,-13.519444,0.157149,5070
0.048371,0.048145,0.022553,0.037503,0.019143,50.795879,-9.564936,0.467443,5071
0.05634,0.025498,0.010324,0.028892,0.015914,50.810694,-15.2659,0.308722,5072
0.048008,0.033268,0.01313,0.035693,0.036289,56.993116,-8.241839,0.297794,5073
0.038348,0.022419,0.016259,0.044996,0.020345,53.720685,-10.322099,0.260834,5074
0.061745,0.043462,0.014311,0.03979,0.025815,48.988393,-12.165316,0.466673,5075
0.050829,0.022632,0.023436,0.03572,0.020694,52.833125,-13.44209,0.280524,5076
0.05721,0.045973,0.024432,0.034869,0.018843,62.188855,-11.446769,0.572099,5077
0.042432,0.044719,0.010743,0.032776,0.025694,51.448983,-13.899019,0.467569,5078
0.064293,0.028704,0.025577,0.043713,0.03021,50.13893,-9.550369,0.39854,5079
0.062436,0.039255,0.027837,0.028587,0.016432,55.917377,-6.679804,0.574323,5080
0.046131,0.035427,0.02516,0.027975,0.024335,50.24159,-16.169299,0.569112,5081
0.056425,0.031563,0.021897,0.050098,0.035302,56.56453,-12.372161,0.496599,5082
0.05566,0.029683,0.012931,0.031545,0.025997,57.501086,-12.499664,0.370926,5083
0.045052,0.024884,0.020165,0.040189,0.031745,58.502264,-12.544756,0.351909,5084
0.036463,0.031646,0.029696,0.028643,0.037898,58.445167,-7.295578,0.400612,5085
0.02727,0.028456,0.023882,0.052113,0.015757,61.994629,-15.16463,0.580554,5086
0.053616,0.025323,0.029545,0.029311,0.032159,57.995404,-6.061168,0.28844,5087
0.04488,0.032484,0.023817,0.039062,0.03959,63.05914,-12.750005,0.192042,5088
0.042771,0.031206,0.013744,0.04419,0.025732,58.739507,-8.910018,0.323858,5089
0.042652,0.023939,0.019673,0.037257,0.020582,56.568155,-8.042414,0.217632,5090
0.040209,0.027885,0.025652,0.037952,0.031604,48.022979,-9.87779,0.38466,5091
0.032871,0.047326,0.024031,0.047984,0.030143,50.409261,-17.830544,0.20836,5092
0.052471,0.035044,0.017103,0.03809,0.024742,61.38337,-7.11547,0.332573,5093
0.051033,0.02658,0.01496,0.038004,0.022595,51.427749,-15.216185,0.369759,5094
0.059828,0.020431,0.021898,0.02753,0.033021,62.021971,-15.179331,0.320434,5095
0.04777,0.025204,0.015876,0.04334,0.015204,55.854337,-15.933353,0.526411,5096
0.025396,0.034755,0.023287,0.039365,0.036247,49.05139,-6.477628,0.167184,5097
0.037727,0.040854,0.019932,0.043949,0.017013,60.658842,-14.181503,0.485192,5098
0.027252,0.047456,0.022634,0.045317,0.024265,64.672696,-11.793673,0.408168,5099
0.034782,0.02816,0.012611,0.032862,0.029983,48.705262,-12.781529,0.522463,5100
0.0557,0.032228,0.029826,0.025973,0.027071,55.495567,-6.901107,0.190868,5101
0.036542,0.034412,0.017878,0.046524,0.024835,56.634004,-10.867631,0.281417,5102
0.050056,0.024916,0.011998,0.034604,0.039044,54.004393,-6.069605,0.226508,5103
0.05485,0.035169,0.011955,0.050343,0.017753,61.420767,-6.107552,0.243547,5104
0.046068,0.041696,0.027557,0.051368,0.02539,60.244221,-8.284989,0.500672,5105
0.054326,0.046669,0.015856,0.026856,0.016863,52.307414,-11.390379,0.452522,5106
0.060714,0.028372,0.01696,0.04116,0.026561,51.891766,-9.64051,0.272665,5107
0.04739,0.043004,0.023147,0.054024,0.020002,56.803213,-12.214665,0.409295,5108
0.045184,0.046922,0.028853,0.052856,0.028568,61.210012,-13.359574,0.358011,5109
0.037277,0.023965,0.029054,0.053136,0.022904,56.980211,-16.444444,0.408959,5110
0.031146,0.048079,0.025279,0.046458,0.022026,56.278147,-7.877444,0.401931,5111
0.025741,0.040564,0.018113,0.045525,0.036346,61.865956,-17.925421,0.325282,5112
0.04522,0.047626,0.012225,0.041071,0.018862,48.883606,-7.998079,0.380757,5113
0.056964,0.024065,0.016782,0.03118,0.019341,50.850241,-14.328084,0.482948,5114
0.056504,0.038112,0.010219,0.027161,0.027243,52.53423,-17.527742,0.153598,5115
0.05597,0.038523,0.029146,0.042758,0.030513,56.616387,-10.566728,0.580783,5116
0.052431,0.029019,0.025208,0.053539,0.018545,61.658085,-11.450147,0.406411,5117
0.028925,0.029383,0.015514,0.026546,0.022831,56.420643,-14.322021,0.237429,5118
0.059995,0.022016,0.012785,0.041199,0.036413,56.720819,-15.413337,0.406889,5119
0.0282,0.035415,0.013883,0.052989,0.038346,54.715102,-8.057071,0.414955,5120
0.046482,0.04577,0.012645,0.041451,0.017429,52.010775,-10.775421,0.509048,5121
0.0412,0.020693,0.024416,0.045234,0.023302,59.753096,-7.064027,0.57235,5122
0.058892,0.039138,0.023375,0.031337,0.026253,48.190582,-17.125456,0.164473,5123
0.057442,0.043426,0.023663,0.039145,0.033425,54.495959,-16.076624,0.479902,5124
0.033351,0.045276,0.01737,0.049312,0.039635,48.352778,-7.952199,0.564848,5125
0.064531,0.048149,0.020797,0.050453,0.020035,50.434449,-15.788067,0.29218,5126
0.040797,0.036435,0.029913,0.029616,0.025321,49.468456,-10.52933,0.221771,5127
0.063897,0.049897,0.028767,0.041311,0.018438,55.749892,-9.724604,0.162681,5128
0.038663,0.027434,0.024058,0.045457,0.034115,53.395507,-14.899369,0.176769,5129
0.052267,0.046927,0.016184,0.030394,0.029238,50.128411,-8.712654,0.165009,5130
0.030089,0.027836,0.011483,0.039604,0.037527,63.687489,-16.186483,0.575135,5131
0.057572,0.047929,0.026049,0.04585,0.03697,58.041761,-17.829456,0.257059,5132
0.037383,0.031402,0.018868,0.048749,0.029069,50.751636,-7.674252,0.534135,5133
0.035884,0.043505,0.023156,0.034166,0.029366,60.002478,-11.163907,0.483982,5134
0.059057,0.033796,0.027713,0.03024,0.023853,50.039165,-15.037904,0.199675,5135
0.059561,0.03229,0.015194,0.033677,0.025057,55.454601,-12.958273,0.389776,5136
0.02735,0.029166,0.015647,0.026403,0.017827,51.133676,-7.443353,0.256154,5137
0.044651,0.021074,0.02223,0.04422,0.039045,55.398818,-14.950338,0.423362,5138
0.040177,0.020761,0.02489,0.048689,0.033684,62.470318,-7.662939,0.420974,5139
0.054798,0.039245,0.018233,0.051087,0.023378,48.648649,-17.885622,0.411082,5140
0.047203,0.043282,0.021903,0.049791,0.028871,54.470905,-11.626554,0.285234,5141
0.047903,0.040963,0.015688,0.026541,0.039394,58.73958,-10.911599,0.448653,5142
0.04641,0.021423,0.013528,0.03364,0.030082,54.955558,-10.04577,0.516551,5143
0.049705,0.036935,0.022219,0.041548,0.036448,49.395485,-15.902365,0.477506,5144
0.028295,0.041272,0.018173,0.04201,0.036779,64.893075,-6.466247,0.418209,5145
0.03006,0.045492,0.012063,0.05175,0.030165,62.50026,-13.52894,0.515043,5146
0.057438,0.045494,0.011207,0.047649,0.018827,62.421266,-11.497054,0.538766,5147
0.054695,0.041735,0.024608,0.025713,0.035908,56.435684,-13.830764,0.319599,5148
0.047068,0.024604,0.027184,0.044623,0.021842,60.152467,-11.285657,0.252766,5149
0.034308,0.045645,0.010315,0.047131,0.031786,64.398181,-10.998576,0.342417,5150
0.060066,0.041125,0.010345,0.041704,0.033171,53.53939,-17.529233,0.567724,5151
0.056818,0.024739,0.01914,0.032505,0.018325,54.716687,-7.436353,0.489576,5152
0.063487,0.030068,0.017457,0.029031,0.022785,55.575595,-12.023103,0.395332,5153
0.053981,0.036136,0.023344,0.033619,0.015765,51.065698,-12.217136,0.472128,5154
0.04813,0.032589,0.021299,0.043384,0.039254,50.338454,-17.873268,0.360197,5155
0.047729,0.031086,0.016684,0.034928,0.034617,53.561418,-14.865165,0.349348,5156
0.026606,0.020352,0.013845,0.053925,0.018725,55.506775,-16.311813,0.2762,5157
0.053362,0.03381,0.012532,0.026029,0.017331,57.335293,-17.270149,0.443193,5158
0.034096,0.032085,0.017355,0.052247,0.039913,50.660537,-8.726534,0.19002,5159
0.064633,0.044749,0.024217,0.034204,0.035088,51.356442,-11.213263,0.477222,5160
0.041844,0.040913,0.017497,0.032378,0.039388,60.04159,-11.746964,0.20591,5161
0.057504,0.045548,0.029265,0.03717,0.015238,56.115985,-15.033205,0.36451,5162
0.025411,0.040024,0.028407,0.053735,0.023867,48.718396,-17.38723,0.400364,5163
0.028037,0.027401,0.018852,0.04319,0.030365,50.324761,-15.072213,0.349807,5164
0.060617,0.047494,0.010588,0.040782,0.035692,64.890962,-11.291673,0.41992,5165
0.039789,0.030383,0.011438,0.033369,0.015697,61.809087,-13.300167,0.511126,5166
0.047903,0.047443,0.023936,0.046135,0.029239,63.671804,-10.189243,0.350101,5167
0.040357,0.023868,0.023994,0.040494,0.038766,55.116342,-7.343492,0.472508,5168
0.033314,0.049391,0.016815,0.050281,0.027458,51.244715,-8.886115,0.504182,5169
0.037739,0.025151,0.02962,0.038748,0.026203,52.404748,-12.287462,0.467548,5170
0.025892,0.029544,0.016505,0.047724,0.036599,54.03397,-6.480799,0.55959,5171
0.06312,0.048058,0.027287,0.037358,0.019287,61.000885,-6.882616,0.508905,5172
0.061911,0.02681,0.027647,0.028333,0.025122,54.989672,-17.117524,0.166278,5173
0.051592,0.032315,0.020031,0.054675,0.037717,64.08821,-15.130256,0.192279,5174
0.031981,0.026521,0.010874,0.043601,0.031543,50.179934,-17.602655,0.314171,5175
0.029918,0.038762,0.026062,0.025786,0.023937,51.170576,-11.030898,0.398168,5176
0.02768,0.049139,0.017147,0.028308,0.032664,63.903061,-8.926528,0.501467,5177
0.058655,0.030334,0.024772,0.028917,0.018836,48.322832,-11.998687,0.362299,5178
0.049477,0.02657,0.010985,0.030086,0.027885,48.726181,-11.440481,0.390983,5179
0.061857,0.030599,0.016642,0.039514,0.017286,57.993357,-15.158728,0.369997,5180
0.033749,0.041485,0.014665,0.036103,0.018289,49.152726,-7.958677,0.531103,5181
0.032426,0.037401,0.019998,0.048147,0.019051,48.612698,-6.735368,0.409418,5182
0.036789,0.043285,0.015901,0.045767,0.015187,54.90207,-10.22399,0.216491,5183
0.027278,0.038663,0.016986,0.051673,0.020205,52.510031,-8.64807,0.570893,5184
0.056171,0.046899,0.021246,0.037637,0.036171,64.707996,-6.326364,0.267002,5185
0.061654,0.04958,0.014437,0.028502,0.026457,58.093014,-7.065919,0.46548,5186
0.051765,0.043108,0.017947,0.031702,0.037123,51.454739,-7.104132,0.301467,5187
0.038163,0.021798,0.022082,0.028636,0.022351,59.762934,-14.035467,0.293914,5188
0.049013,0.048525,0.02436,0.026807,0.036152,54.858545,-10.062313,0.252375,5189
0.053847,0.033997,0.019309,0.049376,0.031319,56.590706,-17.950818,0.370972,5190
0.047987,0.027894,0.013214,0.027459,0.036552,53.26099,-14.744064,0.492051,5191
0.058047,0.045198,0.029192,0.027863,0.030547,62.926904,-16.839341,0.444883,5192
0.051121,0.042039,0.012479,0.05255,0.02072,56.198685,-17.243884,0.456901,5193
0.038478,0.023195,0.022141,0.02858,0.022641,50.810902,-6.412565,0.162032,5194
0.038695,0.033583,0.013722,0.025388,0.030104,60.843218,-13.202495,0.577836,5195
0.052664,0.029243,0.019342,0.050616,0.038456,62.0204,-7.927158,0.361633,5196
0.061995,0.029977,0.024002,0.034112,0.032079,54.619698,-16.361052,0.559262,5197
0.062482,0.037326,0.013125,0.053916,0.01688,49.526467,-17.1936,0.16002,5198
0.044788,0.045347,0.015962,0.041886,0.038865,55.038311,-16.507968,0.582938,5199
0.047472,0.023333,0.02191,0.026644,0.019984,61.369454,-12.128746,0.415822,5200
0.050736,0.026835,0.027835,0.030855,0.030898,64.631294,-10.055063,0.346557,5201
0.050408,0.037657,0.016052,0.042442,0.025646,57.585164,-12.616869,0.403726,5202
0.050534,0.025372,0.013837,0.030314,0.016795,50.59212,-6.368372,0.31852,5203
0.062259,0.039426,0.023725,0.034808,0.031164,50.56131,-13.815965,0.52796,5204
0.03577,0.027865,0.026506,0.038084,0.035747,59.065887,-10.579203,0.192031,5205
0.042021,0.02629,0.014885,0.025584,0.03751,57.26754,-13.187763,0.277338,5206
0.04602,0.027179,0.025355,0.038071,0.02151,59.493722,-10.511163,0.469368,5207
0.03563,0.023806,0.026639,0.037425,0.025672,51.655839,-9.253561,0.45524,5208
0.04517,0.037688,0.022164,0.048221,0.027757,53.852756,-14.330882,0.164474,5209
0.043956,0.04283,0.017862,0.03653,0.038801,54.239102,-12.052332,0.566771,5210
0.050503,0.029808,0.010439,0.047533,0.022988,63.054429,-8.40012,0.262423,5211
0.034639,0.030949,0.013517,0.028644,0.023316,57.264691,-10.858995,0.424121,5212
0.043096,0.040232,0.012743,0.032387,0.016588,59.314042,-6.885494,0.567706,5213
0.052826,0.020939,0.01865,0.046424,0.035114,53.531392,-11.100244,0.254193,5214
0.030794,0.025838,0.023015,0.050296,0.034361,52.592879,-6.122032,0.190158,5215
0.060098,0.0239,0.016631,0.044166,0.024196,55.134019,-6.383101,0.262552,5216
0.036502,0.043078,0.014779,0.051157,0.021531,59.343612,-13.496717,0.546114,5217
0.055642,0.044044,0.027866,0.033627,0.016075,55.754098,-10.411085,0.518436,5218
0.029987,0.033875,0.010983,0.027455,0.015713,60.510621,-9.604011,0.441858,5219
0.035796,0.044559,0.011269,0.046094,0.037916,57.008867,-10.561375,0.321227,5220
0.025746,0.045352,0.013482,0.038292,0.035061,51.827461,-6.608604,0.189553,5221
0.036231,0.049629,0.028657,0.043347,0.02711,61.183914,-17.462456,0.470828,5222
0.045424,0.044611,0.017919,0.03132,0.018598,53.011246,-17.408262,0.58465,5223
0.033091,0.021991,0.017348,0.034846,0.029345,52.824719,-13.050852,0.462633,5224
0.030552,0.043352,0.029185,0.042349,0.032628,51.987936,-13.225666,0.583594,5225
0.047571,0.020868,0.029348,0.032298,0.024942,63.573855,-7.452402,0.422951,5226
0.037198,0.026656,0.021149,0.036963,0.016872,51.102831,-8.10741,0.311948,5227
0.040083,0.031561,0.020938,0.03113,0.032524,62.93541,-16.40031,0.279465,5228
0.063946,0.025902,0.024031,0.046212,0.018274,58.958607,-14.185438,0.248043,5229
0.052482,0.046404,0.01229,0.05495,0.030247,52.739577,-14.035004,0.327623,5230
0.06009,0.046163,0.022628,0.032692,0.020146,57.920738,-7.637695,0.169627,5231
0.05325,0.04898,0.017659,0.054674,0.025256,51.177317,-10.793359,0.255015,5232
0.063017,0.023861,0.019463,0.031077,0.039375,53.490185,-7.878665,0.174652,5233
0.035122,0.03356,0.018078,0.033943,0.020188,61.540425,-16.804972,0.585527,5234
0.035737,0.034154,0.020019,0.044096,0.037887,48.079349,-16.203147,0.416202,5235
0.050563,0.032756,0.020345,0.053247,0.02021,51.634244,-15.600856,0.480615,5236
0.046603,0.024032,0.029271,0.041576,0.030358,57.930864,-13.998007,0.31465,5237
0.031429,0.031708,0.011378,0.037504,0.025883,60.029995,-15.185127,0.40982,5238
0.059164,0.030785,0.028439,0.037047,0.017551,60.937476,-9.404282,0.326317,5239
0.062985,0.038989,0.012799,0.035353,0.026223,59.329601,-14.913666,0.226218,5240
0.04301,0.036129,0.027665,0.049928,0.027939,53.109024,-9.423658,0.274879,5241
0.046097,0.04903,0.015534,0.042162,0.033672,59.094026,-12.135496,0.405262,5242
0.025089,0.033606,0.011483,0.037804,0.02404,49.419402,-6.599552,0.220875,5243
0.0252,0.037397,0.023768,0.041373,0.01826,54.618665,-14.161347,0.373251,5244
0.031905,0.032582,0.012987,0.046707,0.01501,64.9327,-8.128881,0.381992,5245
0.059747,0.026553,0.024642,0.044253,0.020529,63.509438,-12.14482,0.204917,5246
0.037928,0.025643,0.022132,0.049645,0.015488,49.615619,-12.825261,0.269402,5247
0.045276,0.042176,0.023926,0.04366,0.016791,52.309257,-11.313349,0.285826,5248
0.046946,0.044149,0.029412,0.048812,0.019864,50.99135,-12.952939,0.470614,5249
0.040626,0.027683,0.025389,0.05016,0.036751,50.792983,-12.916914,0.184605,5250
0.04279,0.023254,0.028763,0.035438,0.028953,61.992162,-8.804686,0.20576,5251
0.059206,0.022556,0.02659,0.035072,0.022591,54.952046,-8.881459,0.245969,5252
0.045393,0.04142,0.011522,0.046131,0.028145,61.532974,-8.658683,0.318223,5253
0.050923,0.022461,0.022883,0.050975,0.025102,59.041724,-11.667733,0.500466,5254
0.064448,0.044048,0.016216,0.029329,0.037257,62.634017,-17.672487,0.218162,5255
0.052457,0.032336,0.014007,0.039858,0.031439,48.188073,-15.059755,0.519502,5256
0.043832,0.04806,0.01383,0.04035,0.037832,62.277132,-17.596364,0.423364,5257
0.061517,0.020764,0.027036,0.046074,0.019883,53.048371,-15.291842,0.438972,5258
0.060787,0.038957,0.012224,0.053848,0.033524,62.691093,-15.758708,0.374264,5259
0.033364,0.044719,0.01979,0.026058,0.028655,48.924451,-9.851934,0.376084,5260
0.045959,0.030054,0.021895,0.043917,0.027573,54.178384,-6.625,0.15989,5261
0.036932,0.033541,0.029174,0.040201,0.030235,62.665314,-15.820369,0.520311,5262
0.0304,0.034338,0.015861,0.03458,0.020501,50.434638,-8.348401,0.279513,5263
0.039275,0.029543,0.011336,0.03559,0.021213,52.364876,-13.957571,0.409097,5264
0.064611,0.025567,0.022799,0.028442,0.031493,60.052167,-13.902554,0.465868,5265
0.05212,0.039164,0.015793,0.054451,0.015238,60.770511,-15.408945,0.151637,5266
0.042307,0.029907,0.029368,0.032967,0.0298,49.991026,-8.14575,0.37692,5267
0.064522,0.03978,0.012991,0.039749,0.031903,51.549494,-17.296417,0.462738,5268
0.025942,0.036068,0.024025,0.025648,0.025891,52.07784,-8.803621,0.256403,5269
0.042169,0.031214,0.016409,0.041181,0.019309,53.856171,-14.445774,0.249606,5270
0.029414,0.020051,0.027804,0.052015,0.028728,50.320701,-14.543546,0.503081,5271
0.054501,0.027443,0.019735,0.040812,0.017199,50.15372,-7.758656,0.324965,5272
0.045038,0.039423,0.022384,0.028824,0.032447,56.549876,-8.790397,0.260453,5273
0.034819,0.035926,0.010398,0.042277,0.016203,55.032752,-9.434541,0.424043,5274
0.058317,0.026619,0.020313,0.039348,0.021109,55.303,-13.011314,0.375943,5275
0.029627,0.021488,0.019234,0.03258,0.035705,60.536215,-17.940334,0.285742,5276
0.044156,0.035787,0.019689,0.046414,0.015386,63.400614,-14.1099,0.178812,5277
0.048116,0.030418,0.022544,0.029763,0.036398,57.771551,-13.348217,0.216103,5278
0.053125,0.047472,0.010506,0.031478,0.01617,57.233946,-8.553092,0.495035,5279
0.041187,0.04922,0.011178,0.050541,0.026257,49.841701,-6.216739,0.494288,5280
0.040207,0.045666,0.01128,0.032505,0.034269,58.982941,-7.046368,0.167092,5281
0.040496,0.046375,0.017579,0.029159,0.038658,48.024924,-10.749156,0.427574,5282
0.063517,0.046466,0.020123,0.05081,0.033892,52.298149,-12.029245,0.3523,5283
0.043236,0.046371,0.019614,0.033173,0.02521,62.316109,-6.622279,0.17909,5284
0.062607,0.02566,0.028832,0.037023,0.016818,55.516257,-8.33211,0.36358,5285
0.06191,0.038469,0.02798,0.032038,0.021954,62.321633,-13.842146,0.255981,5286
0.056841,0.044822,0.028375,0.047014,0.020846,64.24822,-10.64756,0.275703,5287
0.034023,0.023122,0.016232,0.049473,0.031393,54.85773,-6.19991,0.155221,5288
0.034559,0.042956,0.015811,0.049802,0.021153,50.22368,-7.510097,0.485412,5289
0.062078,0.043777,0.019939,0.031732,0.028127,55.103358,-7.318634,0.387753,5290
0.026164,0.039495,0.019983,0.040357,0.016519,51.748766,-15.855939,0.4274,5291
0.051559,0.0437,0.015845,0.045151,0.03991,62.207444,-6.086549,0.562046,5292
0.032461,0.039192,0.016655,0.037381,0.025118,49.956178,-12.798791,0.5236,5293
0.038269,0.035913,0.014153,0.051026,0.025151,53.185402,-15.475451,0.417293,5294
0.040137,0.038417,0.013068,0.040941,0.03993,63.219983,-7.806741,0.174527,5295
0.037821,0.039788,0.017063,0.040018,0.039632,50.445274,-9.438513,0.482633,5296
0.031753,0.033574,0.015284,0.032013,0.018673,58.007917,-12.040105,0.152604,5297
0.051164,0.024983,0.014077,0.037145,0.039852,54.724252,-11.259699,0.481524,5298
0.025954,0.038669,0.017973,0.028977,0.018945,61.499458,-6.172588,0.579582,5299
0.035062,0.043057,0.013541,0.042686,0.034394,51.965902,-15.069547,0.405175,5300
