scenario,time,output,consumption,investment,capital,debt,debt_service,fragility,government,demand_gap
baseline_feedback,64,23327.612199,13391.573676,3355.45998,30044.050176,3606.841786,126.239463,0.120052,22.0,6558.578542
baseline_feedback,65,25071.183606,14390.948518,3606.178489,32298.246408,3877.288591,135.705101,0.120046,22.0,7052.056598
baseline_feedback,66,26945.303301,15465.201621,3875.684276,34720.509596,4167.924804,145.877368,0.120042,22.0,7582.417404
baseline_feedback,67,28958.125721,16619.889927,4165.37116,37323.457824,4480.263799,156.809233,0.120039,22.0,8150.864634
baseline_feedback,68,31121.772812,17860.031352,4476.490882,40120.393104,4815.906293,168.55672,0.120036,22.0,8763.250578
baseline_feedback,69,33446.737893,19193.101486,4810.92693,43125.902344,5176.601328,181.181046,0.120035,22.0,9420.709477
baseline_feedback,70,35936.778142,20625.56246,5170.297016,46355.533755,5564.215997,194.74756,0.120033,22.0,10118.918666
baseline_feedback,71,38624.091974,22159.697048,5555.136943,49824.671679,5980.624291,209.32185,0.120033,22.0,10887.257982
baseline_feedback,72,41510.145815,23815.421416,5970.532866,53553.094319,6428.16197,224.985669,0.120033,22.0,11702.191533
baseline_feedback,73,44611.146952,25593.586356,6416.637661,57559.842736,6909.121687,241.819259,0.120034,22.0,12578.922934
baseline_feedback,74,47942.052698,27504.183068,6895.964253,61865.614066,7425.99007,259.909652,0.120034,22.0,13519.905377
baseline_feedback,75,51520.7281,29556.422921,7410.818779,66492.480212,7981.422197,279.349777,0.120035,22.0,14531.4864
baseline_feedback,76,55366.333394,31761.315867,7963.966719,71464.285322,8578.283314,300.239916,0.120036,22.0,15619.050808
baseline_feedback,77,59498.611318,34130.669622,8558.373427,76806.76591,9219.663573,322.688225,0.120037,22.0,16787.56827
baseline_feedback,78,63939.672563,36676.647428,9197.089586,82547.551029,9908.880943,346.810833,0.120038,22.0,18043.93555
baseline_feedback,79,68711.104418,39412.874966,9883.536777,88716.44801,10649.512597,372.732941,0.12004,22.0,19392.692675
baseline_feedback,80,73838.555366,42352.646924,10621.043766,95345.251616,11445.379159,400.588271,0.120041,22.0,20842.864676
baseline_feedback,81,79348.569745,45511.769848,11413.580588,102468.295881,12300.602738,430.521096,0.120043,22.0,22401.219309
baseline_feedback,82,85268.760929,48906.598173,12265.250063,110122.47263,13219.612676,462.686444,0.120045,22.0,24074.912692
baseline_feedback,83,91630.639979,52554.141459,13180.315305,118347.276666,14207.15389,497.250386,0.120046,22.0,25874.183215
baseline_feedback,84,98466.322894,56473.81794,14163.65201,127185.301227,15268.340244,534.391909,0.120048,22.0,27806.852944
baseline_feedback,85,105812.153021,60685.411688,15220.219755,136682.182426,16408.653713,574.30288,0.12005,22.0,29884.521579
baseline_feedback,86,113705.871343,65211.31853,16355.641603,146887.12582,17634.001531,617.190054,0.120051,22.0,32116.91121
baseline_feedback,87,122188.410703,70074.790195,17575.749361,157852.95452,18950.726428,663.275425,0.120053,22.0,34515.871147
baseline_feedback,88,131303.490009,75301.046475,18886.870287,169636.441854,20365.645296,712.797585,0.120055,22.0,37093.573247
baseline_feedback,89,141097.54193,80917.022673,20295.760816,182298.562787,21886.080246,766.012809,0.120056,22.0,39862.75844
baseline_feedback,90,151621.973517,86951.32399,21809.5939,195904.721361,23519.88763,823.196067,0.120058,22.0,42839.055627
baseline_feedback,91,162931.043616,93435.62639,23436.319696,210525.328596,25275.522408,884.643284,0.120059,22.0,46037.09753
baseline_feedback,92,175083.622767,100403.358981,25184.323694,226236.012503,27162.066718,950.672335,0.120061,22.0,49473.940091
baseline_feedback,93,188142.079874,107890.794448,27062.707308,243118.099248,29189.28578,1021.625002,0.120062,22.0,53166.578119
baseline_feedback,94,202173.887714,115936.357377,29081.107777,261258.892559,31367.664414,1097.868254,0.120064,22.0,57134.42256
baseline_feedback,95,217251.48968,124581.618773,31249.95378,280752.196174,33708.468181,1179.796386,0.120065,22.0,61397.917127
baseline_feedback,96,233454.128553,133871.211897,33580.441962,301698.789309,36223.800673,1267.833024,0.120066,22.0,65980.474694
baseline_feedback,97,250864.464593,143853.964686,36084.827545,324207.171335,38926.688411,1362.434094,0.120067,22.0,70903.672362
baseline_feedback,98,269573.160793,154580.800838,38775.880241,348393.728865,41831.109224,1464.088823,0.120068,22.0,76194.479715
baseline_feedback,99,289676.168724,166107.581961,41667.616904,374383.62797,44952.093184,1573.323261,0.12007,22.0,81878.969859
baseline_feedback,100,311278.811252,178493.422279,44774.863734,402311.228446,48305.777228,1690.702203,0.120071,22.0,87988.525238
baseline_feedback,101,334491.06609,191803.218545,48113.907597,432321.130763,51909.523557,1816.833324,0.120072,22.0,94551.939948
baseline_feedback,102,359434.858111,206104.722887,51701.73725,464568.417129,55781.959193,1952.368572,0.120073,22.0,101606.397974
baseline_feedback,103,386237.718878,221473.063049,55557.208726,499220.047084,59943.131086,2098.009588,0.120074,22.0,109185.447103
baseline_feedback,104,415038.832964,237986.807427,59700.025432,536455.170398,64414.555352,2254.509437,0.120074,22.0,117330.000105
baseline_feedback,105,445987.226814,255731.712554,64151.703837,576466.391567,69219.361852,2422.677665,0.120075,22.0,126081.810423
baseline_feedback,106,479243.568967,274799.596579,68935.278625,619460.682572,74382.405668,2603.384198,0.120076,22.0,135486.693762
baseline_feedback,107,514979.928548,295289.452618,74075.586836,665660.538692,79930.40421,2797.564147,0.120077,22.0,145592.889095
baseline_feedback,108,553380.244153,317307.295595,79599.22442,715305.038871,85892.066547,3006.222329,0.120078,22.0,156451.724138
baseline_feedback,109,594643.497344,340966.449711,85534.616735,768650.928858,92298.226557,3230.437929,0.120078,22.0,168120.430897
baseline_feedback,110,638982.153506,366389.512689,91912.521646,825974.158705,99182.023057,3471.370807,0.120079,22.0,180658.119172
baseline_feedback,111,686628.09489,393707.384597,98765.773754,887571.095317,106579.049856,3730.266745,0.120079,22.0,194132.936538
baseline_feedback,112,737826.143207,423062.942585,106130.228437,953760.624465,114527.596454,4008.465876,0.12008,22.0,208610.972184
baseline_feedback,113,792840.913825,454607.018877,114043.717037,1024885.113401,123068.778246,4307.407239,0.120081,22.0,224168.177911
baseline_feedback,114,851957.526881,488502.647115,122547.138973,1101312.422272,132246.772687,4628.637044,0.120081,22.0,240885.740792
baseline_feedback,115,915482.013614,524925.497349,131684.567257,1183437.930526,142109.060096,4973.817103,0.120082,22.0,258849.949008
baseline_feedback,116,983743.280125,564064.121938,141503.305075,1271686.528727,152706.664101,5344.733244,0.120082,22.0,278153.853112
baseline_feedback,117,1057092.690538,606121.167075,152054.191576,1366514.826511,164094.416656,5743.304583,0.120082,22.0,298895.331887
baseline_feedback,118,1135911.309109,651313.107717,163391.525903,1468413.185221,176331.20883,6171.592309,0.120083,22.0,321184.675488
baseline_feedback,119,1220607.115033,699874.731427,175574.217148,1577908.809035,189480.350324,6631.812261,0.120083,22.0,345136.166458
baseline_feedback,120,1311616.765204,752057.402562,188665.326144,1695568.238772,203609.87418,7126.345596,0.120084,22.0,370872.036498
higher_investment,1,100.0,78.5,18.9,190.0,60.0,2.1,0.315789,22.0,-19.4
higher_investment,2,167.140013,78.5,18.9,200.35,60.39,2.11365,0.301423,22.0,47.740013
higher_investment,3,216.272255,120.117058,32.985753,224.320003,62.178825,2.176259,0.277188,22.0,41.169445
higher_investment,4,257.739386,150.534328,43.240915,257.466517,64.948446,2.273196,0.25226,22.0,41.964143
higher_investment,5,296.733035,176.174708,51.852075,297.7326,68.509943,2.397848,0.230106,22.0,46.706251
higher_investment,6,335.570878,200.261733,59.916089,344.250722,72.788803,2.547608,0.211441,22.0,53.393056
higher_investment,7,376.591806,224.234224,67.922276,396.681716,77.76131,2.721646,0.196029,22.0,62.435306
higher_investment,8,421.363384,249.542887,76.362633,455.193672,83.453541,2.920874,0.183336,22.0,73.457864
higher_investment,9,470.969007,277.15896,85.565437,520.275394,89.923746,3.147331,0.172839,22.0,86.244611
higher_investment,10,525.686808,307.752691,95.75616,592.619161,97.251269,3.403794,0.164104,22.0,100.177957
higher_investment,11,585.610039,341.494539,106.990435,672.941734,105.51903,3.693166,0.156803,22.0,115.125064
higher_investment,12,651.405891,378.440248,119.284942,761.944298,114.809549,4.018334,0.15068,22.0,131.680701
higher_investment,13,725.436481,419.001414,132.776903,860.433708,125.217,4.382595,0.145528,22.0,151.658164
higher_investment,14,806.070484,464.640193,147.959066,969.673257,136.882482,4.790887,0.141164,22.0,171.471225
higher_investment,15,896.042991,514.341638,164.483915,1090.521875,149.908811,5.246808,0.137465,22.0,195.217438
higher_investment,16,995.641759,569.798934,182.92222,1224.37061,164.453313,5.755866,0.134317,22.0,220.920605
higher_investment,17,1106.233205,631.186558,203.328903,1372.602836,180.674871,6.32362,0.131629,22.0,249.717744
higher_investment,18,1228.882666,699.347715,225.985353,1536.821061,198.756534,6.956479,0.12933,22.0,281.549598
higher_investment,19,1363.610963,774.93834,251.108881,1718.772995,218.898509,7.661448,0.127357,22.0,315.563743
higher_investment,20,1513.495974,857.966335,278.696854,1920.125064,241.295732,8.445351,0.125667,22.0,354.832785
higher_investment,21,1679.671264,950.335111,309.388804,2143.108241,266.202219,9.317078,0.124213,22.0,397.947349
higher_investment,22,1863.059818,1052.741128,343.413888,2390.082258,293.888552,10.286099,0.122962,22.0,444.904802
higher_investment,23,2066.667963,1165.749873,380.956462,2663.485018,324.636984,11.362294,0.121884,22.0,497.961627
higher_investment,24,2292.151971,1291.218212,422.637978,2966.26617,358.784858,12.55747,0.120955,22.0,556.295781
higher_investment,25,2541.218168,1430.164601,468.794444,3301.578637,396.694681,13.884314,0.120153,22.0,620.259123
higher_investment,26,2817.19744,1583.637897,519.771501,3672.779099,438.754464,15.356406,0.119461,22.0,691.788042
higher_investment,27,3123.314848,1753.693551,576.255056,4083.759096,485.411108,16.989389,0.118864,22.0,771.366241
higher_investment,28,3462.076501,1942.319928,638.906729,4538.896666,537.166503,18.800828,0.118347,22.0,858.849843
higher_investment,29,3837.286612,2151.058268,708.235238,5042.881554,594.560864,20.80963,0.117901,22.0,955.993106
higher_investment,30,4253.348564,2382.253678,785.020558,5600.972442,658.198898,23.036961,0.117515,22.0,1064.074328
higher_investment,31,4713.235732,2638.621137,870.166237,6219.094919,728.76055,25.506619,0.117181,22.0,1182.448358
higher_investment,32,5222.300726,2921.98714,964.272885,6903.508532,806.968824,28.243909,0.116893,22.0,1314.040702
higher_investment,33,5785.629337,3235.65223,1068.439244,7661.289892,893.638528,31.277348,0.116643,22.0,1459.537864
higher_investment,34,6410.152973,3582.749226,1183.704812,8500.236659,989.668046,34.638382,0.116428,22.0,1621.698934
higher_investment,35,7100.921931,3967.553142,1311.493743,9429.219752,1096.075719,38.36265,0.116242,22.0,1799.875047
higher_investment,36,7866.771835,4393.169704,1452.830955,10457.735819,1213.956922,42.488492,0.116082,22.0,1998.771175
higher_investment,37,8714.366503,4865.049615,1609.533593,11596.6713,1344.561358,47.059648,0.115944,22.0,2217.783296
higher_investment,38,9651.658408,5387.293198,1782.957318,12857.778409,1489.243056,52.123507,0.115824,22.0,2459.407892
higher_investment,39,10690.173907,5964.797136,1974.724759,14253.90314,1649.484455,57.731956,0.115722,22.0,2728.652012
higher_investment,40,11840.498878,6604.670711,2187.204565,15799.682063,1826.9678,63.943873,0.115633,22.0,3026.623603
higher_investment,41,13114.009526,7313.435109,2422.560891,17511.257261,2023.549695,70.824239,0.115557,22.0,3356.013525
higher_investment,42,14523.757462,8098.097163,2683.117761,19406.368446,2241.272728,78.444545,0.115492,22.0,3720.542537
higher_investment,43,16084.795544,8966.697808,2971.544522,21504.626387,2482.395362,86.883838,0.115435,22.0,4124.553214
higher_investment,44,17813.953773,9928.513353,3290.923227,23827.841426,2749.427801,96.229973,0.115387,22.0,4572.517194
higher_investment,45,19727.824692,10993.915644,3644.700319,26400.288882,3045.162138,106.580675,0.115346,22.0,5067.208728
higher_investment,46,21846.60488,12173.122256,4036.262511,29248.538392,3372.659335,118.043077,0.11531,22.0,5615.220113
higher_investment,47,24193.172711,13478.578542,4469.743948,32402.098113,3735.317247,130.736104,0.11528,22.0,6222.850221
higher_investment,48,26791.688664,14924.38415,4949.830166,35893.833863,4136.917332,144.792107,0.115254,22.0,6895.474349
higher_investment,49,29668.837459,16525.424039,5481.462513,39760.073852,4581.64065,160.357423,0.115232,22.0,7639.950907
higher_investment,50,32853.679595,18298.138208,6070.098444,44040.968973,5074.109478,177.593832,0.115213,22.0,8463.442943
higher_investment,51,36379.983905,20260.428612,6721.678883,48780.804252,5619.42463,196.679862,0.115197,22.0,9375.87641
higher_investment,52,40284.321873,22433.104405,7443.116758,54028.784819,6223.25069,217.813774,0.115184,22.0,10386.10071
higher_investment,53,44607.512616,24838.698294,8241.893819,59839.383321,6891.858804,241.215058,0.115173,22.0,11504.920503
higher_investment,54,49394.629209,27502.361352,9126.362591,66272.973663,7632.198593,267.126951,0.115163,22.0,12743.905267
higher_investment,55,54695.127397,30451.865145,10105.745183,73396.435031,8451.968147,295.818885,0.115155,22.0,14115.517069
higher_investment,56,60563.753605,33717.679782,11190.157868,81283.753323,9359.68473,327.588966,0.115148,22.0,15633.915955
higher_investment,57,67060.988377,37333.535117,12390.799292,90016.783715,10364.772541,362.767039,0.115143,22.0,17314.653968
higher_investment,58,74255.405966,41336.69348,13720.04052,99686.068968,11477.657279,401.718005,0.115138,22.0,19176.671965
higher_investment,59,82221.074836,45769.410267,15191.917248,110392.113112,12709.907572,444.846765,0.115134,22.0,21237.747321
higher_investment,60,91040.673001,50677.318709,16821.57895,122246.046973,14074.317778,492.601122,0.115131,22.0,23519.775341
higher_investment,61,100804.903499,56111.359316,18625.940208,135370.915067,15585.053854,545.476885,0.115129,22.0,26045.603975
higher_investment,62,111617.308071,62127.413823,20623.55285,149902.776739,17257.782793,604.022398,0.115127,22.0,28844.341398
higher_investment,63,123588.799299,68789.286434,22835.612297,165992.764083,19109.899453,668.846481,0.115125,22.0,31941.900567
higher_investment,64,136844.376692,76165.308079,25284.801372,183807.891071,21160.632104,740.622124,0.115124,22.0,35372.267241
higher_investment,65,151520.365535,84332.497747,27996.696982,203533.232954,23431.285999,820.09501,0.115123,22.0,39169.170807
higher_investment,66,167770.230727,93374.844482,30999.181752,225373.419224,25945.422025,908.089771,0.115122,22.0,43374.204492
higher_investment,67,185762.239515,103386.9075,34323.658682,249555.274041,28729.152342,1005.520332,0.115121,22.0,48029.673333
higher_investment,68,205683.649172,114472.35969,38004.549966,276329.836675,31811.37853,1113.398249,0.115121,22.0,53184.739515
higher_investment,69,227740.648369,126746.578023,42080.168078,305975.162102,35224.110875,1232.843881,0.115121,22.0,58891.902268
higher_investment,70,252154.620061,140336.599217,46592.692277,338798.972084,39002.77733,1365.097207,0.115121,22.0,65203.328567
higher_investment,71,279197.647596,155378.795004,51587.373006,375140.391347,43186.445198,1511.525582,0.115121,22.0,72209.479585
higher_investment,72,309138.303899,172040.880379,57119.980413,415379.054149,47818.782109,1673.657374,0.115121,22.0,79955.443107
higher_investment,73,342288.239239,190488.278865,63245.386445,459932.383158,52947.851201,1853.174792,0.115121,22.0,88532.573929
higher_investment,74,378991.638671,210913.012048,70027.355448,509262.781364,58626.890466,2051.941166,0.115121,22.0,98029.271174
higher_investment,75,419630.323331,233527.143714,77536.302955,563882.259157,64914.8485,2272.019697,0.115121,22.0,108544.876662
higher_investment,76,464626.794965,258565.929253,85850.348202,624357.905697,71877.012107,2515.695424,0.115121,22.0,120188.51751
higher_investment,77,514446.550939,286289.687576,95055.931519,691317.731459,79585.679957,2785.498798,0.115122,22.0,133078.931845
higher_investment,78,569608.112431,316985.219583,105248.276899,765456.710443,88120.865647,3084.230298,0.115122,22.0,147352.615949
higher_investment,79,630683.710144,350972.008066,116533.473313,847544.631786,97571.191338,3414.991697,0.115122,22.0,163156.228765
higher_investment,80,698307.643264,388602.620506,129028.587433,938433.710789,108034.770297,3781.21696,0.115122,22.0,180654.435325
higher_investment,81,773181.123433,430267.869567,142863.388125,1039067.581928,119620.239853,4186.708395,0.115123,22.0,200027.865741
higher_investment,82,856084.376114,476399.790532,158181.327526,1150490.868267,132447.866609,4635.675331,0.115123,22.0,221481.258056
higher_investment,83,947874.774412,527479.116526,175142.043653,1273860.822848,146650.874309,5132.780601,0.115123,22.0,245231.614234
higher_investment,84,1049506.939763,584034.088278,193920.922026,1410458.007846,162376.694654,5683.184313,0.115123,22.0,271529.92946
higher_investment,85,1162036.580656,646652.885287,214713.273037,1561700.67053,179788.604591,6292.601161,0.115124,22.0,300648.422332
higher_investment,86,1286629.684107,715985.964892,237735.080777,1729159.221133,199067.397554,6967.358914,0.115124,22.0,332886.638438
higher_investment,87,1424582.46619,792751.719208,263224.874748,1914571.93093,220413.20009,7714.462003,0.115124,22.0,368583.872235
higher_investment,88,1577325.739345,877748.799036,291447.855897,2119864.049935,244047.655677,8541.667949,0.115124,22.0,408107.084413
higher_investment,89,1746445.200511,971858.767002,322696.737314,2347166.905002,270216.138017,9457.564831,0.115124,22.0,451867.696195
higher_investment,90,1933698.142483,1076058.620866,357295.927277,2598840.321554,299190.327294,10471.661455,0.115125,22.0,500321.594341
higher_investment,91,2141026.980493,1191431.090157,395604.948466,2877497.45555,331271.063958,11594.487239,0.115125,22.0,553968.94187
higher_investment,92,2370585.227163,1319172.951307,438021.178665,3186031.248715,366791.405226,12837.699183,0.115125,22.0,613369.097191
higher_investment,93,2624755.768954,1460611.055711,484985.198521,3527645.041044,406120.139947,14214.204898,0.115125,22.0,679137.514722
higher_investment,94,2906178.019008,1617213.573253,536984.506582,3905885.52078,449665.587107,15738.295549,0.115125,22.0,751957.939174
higher_investment,95,3217773.844079,1790606.732107,594559.088443,4324679.760787,497879.856274,17425.79497,0.115125,22.0,832586.023529
higher_investment,96,3562776.389196,1982590.786922,658306.712287,4788375.883839,551263.531095,19294.223588,0.115125,22.0,921856.889987
higher_investment,97,3944770.042787,2195157.773024,728888.818143,5301787.787209,610370.824632,21362.978862,0.115125,22.0,1020701.45162
higher_investment,98,4367719.116305,2430516.155912,807038.730123,5870246.066908,675815.427029,23653.539946,0.115126,22.0,1130142.230269
higher_investment,99,4836015.656642,2691108.466433,893567.474478,6499652.468375,748276.788801,26189.687608,0.115126,22.0,1251317.715731
higher_investment,100,5354520.889292,2979640.787398,989373.600287,7196541.707585,828507.22911,28997.753019,0.115126,22.0,1385484.501607
higher_investment,101,5928619.030171,3299108.270633,1095451.633733,7968148.964476,917339.711755,32106.889911,0.115126,22.0,1534037.125806
higher_investment,102,6564270.326255,3652828.305912,1212903.106425,8822485.367499,1015696.529604,35549.378536,0.115126,22.0,1698516.913918
higher_investment,103,7268074.377011,4044473.189038,1342947.389977,9768420.915939,1124598.855361,39360.959938,0.115126,22.0,1880631.797996
higher_investment,104,8047337.517538,4478109.142363,1486934.659235,10815776.633957,1245177.349901,43581.207247,0.115126,22.0,2082271.71594
higher_investment,105,8910150.726342,4958237.827126,1646359.671436,11975426.356865,1378683.883297,48253.935915,0.115126,22.0,2305531.22778
higher_investment,106,9865471.872033,5489844.35325,1822877.716616,13259409.887422,1526504.557876,53427.659526,0.115126,22.0,2552727.802167
higher_investment,107,10923218.561471,6078447.946714,2018321.433601,14681057.87609,1690174.087289,59156.093055,0.115126,22.0,2826427.181157
higher_investment,108,12094374.589561,6730159.15593,2234719.804854,16255130.076519,1871391.715592,65498.710046,0.115126,22.0,3129473.628777
higher_investment,109,13391097.167352,7451745.452638,2474319.953762,17997969.176838,2072038.918079,72521.362133,0.115126,22.0,3465009.760952
higher_investment,110,14826850.480781,8250697.270806,2739609.043011,19927669.606891,2294198.849428,80296.95973,0.115126,22.0,3836522.166964
higher_investment,111,16416540.081625,9135310.326849,3033341.641234,22064266.115815,2540178.042316,88906.231481,0.115126,22.0,4247866.113542
higher_investment,112,18176671.130381,10114768.39955,3358567.18566,24429941.326264,2812530.309824,98438.560844,0.115126,22.0,4703313.545171
higher_investment,113,20125517.662381,11199240.843091,3718662.376536,27049256.343118,3114083.289732,108992.915141,0.115126,22.0,5207592.442754
higher_investment,114,22283311.929081,12399986.868433,4117365.793959,29949405.601637,3447967.786885,120678.872541,0.115126,22.0,5765937.266688
higher_investment,115,24672459.570911,13729472.201358,4558816.632566,33160498.98213,3817650.255469,133617.758941,0.115126,22.0,6384148.736987
higher_investment,116,27317762.580565,15201501.677578,5047598.75095,36715875.278884,4226968.874177,147943.910596,0.115126,22.0,7068640.152037
higher_investment,117,30246686.51131,16831356.578096,5588786.231322,40652447.122656,4680173.275455,163806.064641,0.115126,22.0,7826521.701892
