run_id,growth_rate,balancing_strength,target,delay,capacity,threshold,threshold_correction,shock_size,minimum_stock,maximum_stock,final_stock,time_to_peak,maximum_inflow,maximum_outflow,threshold_active_periods
31,0.134422,0.077711,67.855408,13,75.561957,93.898832,0.043476,-15.971784,20.000000,74.506321,72.800490,39,2.538467,0.516852,0
32,0.074915,0.044184,50.988239,7,103.151363,76.319952,0.054562,-4.097715,20.000000,79.379706,79.012818,46,1.931716,1.254461,119
33,0.069893,0.044865,58.215463,4,77.931934,72.161835,0.022046,-6.934820,20.000000,69.692139,69.692139,160,1.361522,0.514893,0
34,0.118198,0.067237,77.891771,15,75.232482,83.013560,0.047350,-10.465096,20.000000,75.230888,75.228526,95,2.222480,0.000000,0
35,0.064405,0.037250,68.971806,10,101.617724,74.457388,0.064241,-9.828431,20.000000,83.284907,82.352926,53,1.636166,0.533156,120
36,0.101822,0.029810,75.667996,16,89.754205,93.123646,0.075228,-8.820372,20.000000,87.770224,86.410152,52,2.283503,0.360773,0
37,0.111193,0.023253,74.360777,6,100.569328,85.052832,0.034672,-8.168061,20.000000,93.453532,93.453524,73,2.795151,0.443972,133
38,0.126732,0.035680,74.713991,8,126.022515,92.809346,0.104242,-15.791010,20.000000,105.811944,104.411940,31,3.989114,1.109569,137
39,0.089839,0.042819,58.142988,5,101.097788,97.053863,0.067402,-11.580491,20.000000,85.630227,85.630044,95,2.270482,1.176990,0
40,0.095609,0.067229,51.281071,5,108.907415,97.186192,0.052586,-9.422436,20.000000,81.127660,80.881246,39,2.603011,2.006553,0
41,0.102006,0.035427,55.368041,14,82.981517,82.978690,0.092308,-5.733183,20.000000,77.745830,75.300142,42,2.115247,0.792786,0
42,0.077133,0.051968,52.178469,6,99.447345,80.743574,0.041188,-6.768645,20.000000,77.614449,77.535217,52,1.917640,1.321853,0
43,0.088028,0.083448,60.174551,13,122.756813,84.373805,0.074985,-5.881037,20.000000,95.539783,86.131013,37,2.701456,2.951152,100
44,0.103779,0.064185,55.945461,13,129.516101,81.114252,0.040010,-4.439221,20.000000,102.444235,92.088131,34,3.359509,2.984523,139
45,0.116372,0.087109,57.097798,15,111.559325,94.772340,0.028110,-7.081805,20.000000,99.698820,82.577357,33,3.244326,3.710913,13
46,0.098584,0.023864,77.604053,12,115.622189,98.755636,0.047519,-10.048675,20.000000,106.068209,105.001782,47,2.849466,0.679265,122
47,0.098619,0.024689,65.380552,6,108.065025,98.699157,0.077020,-16.252740,20.000000,98.814038,98.813608,146,2.663777,0.825454,69
48,0.124835,0.068855,73.258761,2,126.940269,99.757445,0.072721,-7.342941,20.000000,103.642539,103.642539,95,3.960700,2.092070,130
49,0.107214,0.021512,62.034760,10,120.623438,80.877356,0.020543,-16.869982,20.000000,105.631266,105.313186,46,3.231865,0.937851,139
50,0.098784,0.026997,56.780229,11,121.080939,93.852163,0.041250,-10.771881,20.000000,103.563499,102.225278,42,2.989563,1.262990,128
51,0.070338,0.089236,72.455416,13,122.563669,86.952448,0.087375,-16.593614,20.000000,96.345730,89.874123,46,2.154685,2.131870,97
52,0.061804,0.036020,63.579016,4,96.814863,82.335770,0.046429,-4.827442,20.000000,83.012409,83.012409,160,1.495891,0.699988,79
53,0.101707,0.093918,64.833135,8,98.290362,99.780990,0.110829,-10.247213,20.000000,85.142996,80.607498,35,2.498346,1.907458,0
54,0.131731,0.022322,63.311742,12,82.488897,76.182708,0.100697,-15.345216,20.000000,78.860254,78.201311,35,2.716148,0.347075,120
55,0.111670,0.075373,63.763920,16,104.581616,79.482499,0.091684,-15.058982,20.000000,90.861342,83.708105,35,2.919426,2.042427,124
56,0.118025,0.058634,61.665612,5,86.114047,91.768769,0.071006,-17.462971,20.000000,77.636738,77.411974,36,2.540086,0.936456,0
57,0.101105,0.077893,60.239445,4,125.228444,104.447151,0.057810,-6.832632,20.000000,92.035531,91.953642,40,3.164739,2.476698,0
58,0.107396,0.063690,53.617276,9,120.594971,90.594036,0.110285,-8.850502,20.000000,94.903068,90.882380,31,3.236788,2.629477,105
59,0.066916,0.026732,56.953835,5,123.247902,91.474495,0.077355,-17.828848,20.000000,96.186165,96.186165,95,2.061745,1.048756,102
60,0.069506,0.038981,55.891493,8,101.804579,81.348341,0.092085,-4.332428,20.000000,82.517510,82.178761,52,1.768479,1.037918,102
61,0.075789,0.028028,72.194679,4,83.191120,78.677062,0.097268,-15.735005,20.000000,79.410086,79.410084,95,1.575985,0.202236,81
62,0.134102,0.032494,51.908089,10,122.081676,97.131400,0.078872,-10.133337,20.000000,105.434680,103.176556,31,4.088971,1.739318,134
63,0.113681,0.058065,57.554814,7,108.125425,87.121148,0.067002,-16.916692,20.000000,89.861389,88.179409,32,3.072044,1.875886,119
64,0.101021,0.073222,51.290658,8,85.789114,91.237393,0.022422,-12.427258,20.000000,72.584647,69.540916,33,2.166613,1.559189,0
65,0.080965,0.092954,51.729723,3,95.597539,76.825784,0.060157,-11.687197,20.000000,68.603037,68.603037,80,1.934587,1.568447,0
66,0.081961,0.028912,67.528946,7,126.869344,101.300641,0.062043,-6.703957,20.000000,106.239095,106.172861,56,2.599335,1.119200,119
67,0.068460,0.064737,52.635649,13,112.878129,91.715244,0.054833,-17.534711,20.000000,86.626357,76.397669,46,1.931710,2.200458,0
68,0.068230,0.061720,72.974131,15,86.801762,100.467325,0.061472,-16.884055,20.000000,82.573293,79.075202,64,1.480575,0.592460,0
69,0.091981,0.022796,60.584685,5,76.206043,79.829810,0.051585,-5.574767,20.000000,72.993977,72.993977,160,1.751892,0.282877,0
70,0.110863,0.090080,66.266138,13,76.973986,99.910332,0.100448,-7.067095,20.000000,74.826760,72.286723,42,2.132217,0.771137,0
71,0.105632,0.052950,62.317623,14,125.554660,86.376415,0.086699,-11.252046,20.000000,101.723594,94.858108,34,3.315597,2.086546,134
72,0.105480,0.071941,50.178351,9,110.827393,72.277697,0.068473,-6.657484,20.000000,83.550053,78.243044,29,2.921299,2.400801,138
73,0.061658,0.082582,69.896290,4,111.648661,77.182686,0.106854,-10.552127,20.000000,81.642103,81.212150,46,1.720991,0.969993,116
74,0.113219,0.059547,52.010967,6,92.386200,81.781014,0.111149,-4.006585,20.000000,77.532536,76.731931,33,2.613335,1.519735,0
75,0.133134,0.065863,60.677599,14,105.575469,101.960609,0.079323,-4.648004,20.000000,98.310845,88.916054,32,3.513476,2.478631,0
76,0.092463,0.075302,75.183077,13,126.928506,94.192956,0.075665,-14.443784,20.000000,105.922081,98.602407,40,2.932770,2.314697,117
77,0.132808,0.041969,55.198656,6,79.910590,79.500715,0.114302,-7.055005,20.000000,73.778786,73.597537,34,2.651252,0.779798,0
78,0.085969,0.075756,75.447493,9,92.932120,85.536606,0.064952,-16.335059,20.000000,86.331552,84.421509,121,1.997084,0.824534,20
79,0.129756,0.023798,76.861026,13,119.030037,82.954467,0.114593,-13.231943,20.000000,99.588726,98.088872,33,3.858909,0.540875,142
80,0.089245,0.056399,71.753536,14,104.377073,84.550827,0.067275,-13.302403,20.000000,92.548563,88.490517,43,2.328128,1.172827,114
81,0.087734,0.061693,55.258630,7,89.692824,102.848120,0.078048,-12.743713,20.000000,75.055363,73.832127,39,1.966633,1.221317,0
82,0.130537,0.093307,50.308103,2,84.356278,73.398384,0.068894,-14.048561,20.000000,68.404623,68.404622,95,2.752744,1.688529,0
83,0.066270,0.046190,64.331997,9,91.960799,103.374440,0.065660,-6.304617,20.000000,80.502185,79.629141,57,1.523176,0.746907,0
84,0.102530,0.084375,67.511329,11,92.164660,83.466333,0.037098,-12.522932,20.000000,84.918202,80.619745,38,2.361906,1.468707,13
85,0.082196,0.082510,59.470969,2,103.141735,82.302502,0.069112,-15.793761,20.000000,78.272139,78.271820,95,2.118805,1.551280,0
86,0.104022,0.093253,63.747647,10,123.248659,95.052310,0.041347,-13.923111,20.000000,100.630732,91.293580,33,3.205075,3.439456,18
87,0.075516,0.094595,69.173031,11,89.592043,95.583871,0.063733,-4.535593,20.000000,81.562328,77.722543,50,1.691181,1.171966,0
88,0.078200,0.080000,67.397329,7,111.211281,87.460929,0.089155,-12.231412,20.000000,88.778732,86.321364,41,2.173830,1.710516,17
89,0.103621,0.033407,69.688822,13,83.378300,97.830728,0.085746,-16.972070,20.000000,80.950931,79.882079,48,2.159448,0.376232,0
90,0.091724,0.066766,53.026066,4,78.971536,72.123842,0.087947,-16.754820,20.000000,66.994427,66.989578,129,1.810886,0.932610,0
91,0.131572,0.043175,56.096138,12,120.417520,95.584555,0.110988,-13.972664,20.000000,103.897971,99.365108,30,3.957620,2.063833,128
92,0.126006,0.074574,71.539554,13,94.650297,74.515511,0.056279,-10.401006,20.000000,86.597090,82.937072,35,2.980251,1.122908,138
93,0.093392,0.079430,76.410729,4,120.448258,79.637483,0.081761,-9.606897,20.000000,91.483809,90.952126,35,2.811153,1.197252,136
94,0.132057,0.060458,77.238546,2,123.841537,104.895201,0.066241,-15.057999,20.000000,106.922937,106.922937,95,4.087687,1.794667,121
95,0.115713,0.077730,51.708530,13,124.864387,86.366480,0.100566,-12.286374,20.000000,98.770639,88.361599,29,3.610486,3.658126,108
96,0.060768,0.090926,56.660670,10,112.115778,77.780306,0.076021,-15.561979,20.000000,80.121416,73.350537,44,1.703009,2.133194,21
97,0.091341,0.057410,76.381036,2,103.807416,94.113993,0.106625,-11.135419,20.000000,92.460364,92.460221,95,2.370442,0.923121,0
98,0.095496,0.075222,67.226324,10,105.794526,90.984230,0.038176,-14.941155,20.000000,92.262161,87.126328,39,2.524325,1.883247,9
99,0.098901,0.066656,51.861901,15,126.661488,80.081879,0.053214,-10.749975,20.000000,98.899201,86.510089,35,3.131275,3.135314,131
100,0.098127,0.088279,56.399103,2,129.903910,103.050761,0.100063,-8.516546,20.000000,87.965888,87.965738,95,3.186052,2.786683,0
101,0.122810,0.030313,51.322801,4,114.917410,83.436232,0.108706,-14.041235,20.000000,92.418232,92.418232,91,3.528220,1.245740,136
102,0.095051,0.043961,65.965448,4,91.385005,86.199556,0.056609,-4.747126,20.000000,82.794143,82.794127,95,2.170689,0.739800,0
103,0.077913,0.077079,60.059515,10,117.596824,73.454275,0.088298,-15.534918,20.000000,84.453708,79.486373,37,2.290124,1.880290,121
104,0.095063,0.026181,55.644243,4,96.060489,101.443922,0.112505,-12.378872,20.000000,86.600625,86.598090,95,2.282601,0.810460,0
105,0.087287,0.025564,50.730271,16,96.491865,93.180004,0.036295,-7.615884,20.000000,87.501591,85.075248,49,2.104924,0.940016,0
106,0.123523,0.063511,71.446630,4,84.815822,85.980018,0.079304,-13.067440,20.000000,80.150593,80.103108,40,2.618197,0.552799,0
107,0.128011,0.061483,54.544668,12,118.341591,99.559490,0.040993,-10.718371,20.000000,103.454417,94.341860,31,3.786157,3.007140,13
108,0.102912,0.030949,70.565796,5,79.678612,88.252592,0.092547,-6.722471,20.000000,77.527026,77.527010,95,2.049673,0.215441,0
109,0.104320,0.090813,60.642520,14,82.782986,92.842104,0.063743,-9.316219,20.000000,77.843748,71.318914,39,2.158891,1.562093,0
110,0.074583,0.053677,67.865971,5,115.710630,96.052540,0.061044,-4.199789,20.000000,93.123825,93.123662,80,2.157285,1.355774,0
111,0.076908,0.028015,66.279662,7,126.863872,84.489021,0.113165,-4.225661,20.000000,94.321715,94.111436,45,2.439165,0.785585,129
112,0.111657,0.020210,68.189367,4,96.707136,90.374567,0.024003,-12.506768,20.000000,91.860348,91.860189,95,2.698971,0.478383,105
113,0.131954,0.049454,65.844056,2,98.571409,96.954345,0.104129,-4.277310,20.000000,88.969051,88.969039,95,3.249352,1.143634,0
114,0.067615,0.065317,66.313842,7,111.740413,83.288232,0.060390,-15.550478,20.000000,86.768707,85.323589,46,1.888736,1.336043,106
115,0.087307,0.081002,64.603908,14,99.885660,82.966198,0.102564,-12.701931,20.000000,87.449292,80.111967,41,2.180136,1.850529,32
116,0.125863,0.024526,54.360171,16,85.423979,71.187318,0.089596,-8.372916,20.000000,78.298461,76.438735,34,2.686119,0.587120,135
117,0.124963,0.035190,71.642719,4,124.749320,83.553139,0.036229,-11.910962,20.000000,105.801857,105.801853,95,3.894362,1.202050,141
118,0.075284,0.071936,74.966468,5,104.361801,98.627204,0.070578,-13.271420,20.000000,89.137962,88.813962,50,1.963821,1.019443,0
119,0.127744,0.084163,76.733488,11,85.004101,85.558893,0.092225,-15.454465,20.000000,83.429724,81.815653,121,2.712962,0.563577,0
120,0.094059,0.072628,59.674014,2,114.365223,100.620122,0.085312,-16.069241,20.000000,86.781114,86.780441,95,2.688956,1.968729,0
121,0.091286,0.037896,57.875006,11,129.077626,72.859633,0.040412,-7.501461,20.000000,97.768929,94.890761,40,2.945705,1.511821,139
122,0.104277,0.088654,71.393611,5,112.455647,97.917596,0.100121,-6.382387,20.000000,93.039092,91.470477,34,2.931628,1.918955,0
123,0.093478,0.032115,59.276387,10,76.265222,71.367238,0.050927,-6.782253,20.000000,72.029169,71.611070,47,1.782134,0.409550,100
124,0.063034,0.064902,56.075553,16,118.310623,87.714617,0.023048,-10.364831,20.000000,92.258394,79.138544,50,1.864035,2.348354,18
125,0.091904,0.075698,67.529516,10,126.027509,75.279630,0.088096,-11.303797,20.000000,92.095332,86.876734,34,2.894274,1.859575,138
126,0.062426,0.065144,53.330040,6,122.928222,71.374657,0.107764,-11.057050,20.000000,76.188341,75.123268,40,1.918088,1.489085,118
127,0.108401,0.080929,56.572514,8,83.145819,83.464956,0.026323,-9.878889,20.000000,73.794317,70.746442,33,2.252902,1.393742,0
128,0.065543,0.033012,50.221089,8,128.019306,96.478083,0.096107,-15.499904,20.000000,96.700692,96.668248,75,2.097676,1.534387,56
129,0.066556,0.036832,55.495541,5,122.190942,75.507908,0.045324,-13.826205,20.000000,86.876247,86.876071,95,2.033041,1.155821,124
130,0.127722,0.061610,62.037579,9,75.704856,73.818479,0.104699,-5.454227,20.000000,72.555159,71.070708,35,2.417081,0.647988,0
131,0.084596,0.025462,55.222307,14,81.346295,75.589868,0.113895,-5.579364,20.000000,75.848994,74.902427,50,1.719907,0.525198,11
132,0.077533,0.058953,56.042516,6,103.139743,76.549808,0.059202,-6.058073,20.000000,79.175969,78.592155,41,1.998742,1.363793,117
133,0.074110,0.052414,59.860946,13,97.992499,98.819324,0.046083,-4.321847,20.000000,84.841878,80.192805,49,1.815114,1.309353,0
134,0.083250,0.040048,53.520452,7,101.836717,72.673044,0.101509,-14.429561,20.000000,78.582081,77.993788,38,2.119390,1.003671,123
135,0.109100,0.057796,66.789969,14,88.032463,81.939452,0.094704,-6.322121,20.000000,83.578311,80.147581,39,2.399932,0.970300,14
136,0.090096,0.036880,52.521121,11,122.052491,77.212352,0.020206,-16.178767,20.000000,97.295043,94.689869,42,2.748237,1.651267,136
137,0.104739,0.094531,71.598031,7,127.231977,96.555019,0.039277,-17.683756,20.000000,102.125704,96.938582,33,3.330410,2.885820,98
138,0.125890,0.076352,73.480367,11,115.296407,90.839786,0.096515,-8.905385,20.000000,101.006200,95.234896,31,3.627215,2.101662,133
139,0.104782,0.063040,58.458972,11,90.955194,101.715449,0.051578,-10.825546,20.000000,81.928179,77.548616,36,2.382112,1.479505,0
140,0.067538,0.025770,54.893950,4,79.701453,72.352231,0.101693,-6.569086,20.000000,72.344132,72.344132,160,1.345542,0.449485,0
141,0.130642,0.036692,66.234097,4,96.342951,100.224955,0.086879,-5.166465,20.000000,89.343938,89.343933,95,3.143704,0.847942,0
142,0.116990,0.072275,55.848998,2,119.960490,97.381460,0.083977,-12.997366,20.000000,91.222512,91.222331,95,3.508505,2.556626,0
143,0.109529,0.037935,53.899737,7,103.106626,97.480580,0.075014,-11.541813,20.000000,89.210037,89.017979,43,2.822784,1.339512,0
144,0.079027,0.088280,69.253875,6,109.785371,96.546718,0.059572,-16.826449,20.000000,88.092901,85.961356,41,2.168757,1.663117,0
145,0.105000,0.029408,66.787127,12,126.201130,104.413703,0.061383,-5.091221,20.000000,111.446034,109.222012,41,3.312360,1.313316,129
146,0.126078,0.063743,64.980516,12,100.475362,94.279732,0.074868,-5.992920,20.000000,93.355098,87.478926,33,3.166009,1.808692,0
147,0.087747,0.059019,62.924934,13,75.404846,84.909180,0.047734,-11.843237,20.000000,72.177295,69.971835,49,1.653918,0.546064,0
148,0.117620,0.090515,63.423994,5,77.811736,97.824240,0.066168,-12.376206,20.000000,72.062967,71.240974,113,2.287838,0.781958,0
149,0.128135,0.042834,55.963081,13,109.584050,77.574062,0.082424,-8.770561,20.000000,92.590861,87.959930,30,3.510370,1.568929,142
150,0.128290,0.092123,50.285240,6,108.015743,75.218780,0.050401,-10.167916,20.000000,82.384742,78.434848,24,3.463800,2.957097,133
151,0.076890,0.073578,64.091057,12,113.045065,101.377650,0.048903,-8.973569,20.000000,93.670342,85.213608,45,2.172793,2.176370,0
152,0.113461,0.090025,66.798768,9,101.713727,84.338982,0.064925,-10.708583,20.000000,89.288002,84.555927,32,2.883914,2.024587,93
153,0.067536,0.021971,75.136970,9,104.695446,94.908978,0.064641,-10.646988,20.000000,96.115122,96.066664,73,1.767387,0.460912,81
154,0.085693,0.052245,51.198530,11,86.888668,76.506091,0.067742,-15.260542,20.000000,74.906253,71.581686,41,1.861190,1.238601,0
155,0.113500,0.078626,76.027715,7,83.705358,71.511667,0.020357,-5.701521,20.000000,80.207161,79.585913,42,2.374104,0.328614,135
156,0.122625,0.045320,57.871377,6,90.218846,104.613049,0.102367,-17.231744,20.000000,81.009366,80.766957,36,2.763856,1.048603,0
157,0.120256,0.054741,72.057913,4,90.137980,78.150659,0.095611,-5.937894,20.000000,82.035961,81.911599,34,2.708508,0.546204,132
158,0.086164,0.077767,63.111233,12,85.420184,103.013877,0.109143,-17.431679,20.000000,78.311300,73.793148,44,1.840016,1.182059,0
159,0.101334,0.032508,77.293250,10,98.729879,80.270488,0.081753,-8.905287,20.000000,88.667171,87.944710,42,2.500754,0.369741,131
160,0.127134,0.022682,69.599963,2,102.439869,99.278011,0.053415,-16.037168,20.000000,97.244056,97.243343,95,3.254046,0.627035,0
161,0.081429,0.052735,50.587165,7,123.965040,96.827985,0.109403,-8.177653,20.000000,89.803323,89.205733,46,2.522735,2.068051,0
162,0.100971,0.056086,73.708082,9,90.495428,103.715166,0.022464,-17.909948,20.000000,85.607838,84.242011,44,2.283709,0.667409,0
163,0.069372,0.070577,56.137231,13,108.016906,72.761644,0.109686,-13.105469,20.000000,80.300038,75.236945,41,1.873016,1.705330,112
164,0.126897,0.063972,60.405105,15,112.924040,97.278776,0.089770,-7.086791,20.000000,102.619143,92.664729,32,3.580377,2.700537,15
165,0.133924,0.088571,74.437879,11,95.189768,99.837436,0.048949,-13.897635,20.000000,91.122712,86.759966,34,3.186921,1.477792,0
166,0.133279,0.070827,66.597815,8,93.758004,80.938489,0.037554,-14.072052,20.000000,85.841903,83.135167,30,3.123983,1.363008,126
167,0.106571,0.078309,65.121980,2,109.811783,92.054801,0.067276,-6.679362,20.000000,88.498096,88.498076,95,2.924648,1.830560,0
168,0.100111,0.052446,70.821723,12,104.200582,99.456072,0.111076,-14.939787,20.000000,95.789195,91.668960,42,2.606858,1.309451,0
169,0.117325,0.052711,66.314708,13,116.258043,101.028771,0.059511,-15.315422,20.000000,105.162089,98.880355,35,3.408786,2.047666,22
170,0.116406,0.072856,54.278968,3,120.795377,100.442678,0.059134,-13.780095,20.000000,90.524413,90.524392,95,3.514882,2.640690,0
171,0.113767,0.067950,56.070081,3,97.166871,84.172073,0.028943,-6.262381,20.000000,79.872117,79.872114,95,2.763523,1.617359,0
172,0.108105,0.092498,75.558555,2,79.600085,85.500345,0.110961,-4.319155,20.000000,77.712414,77.712414,160,2.150916,0.199228,0
173,0.088795,0.055630,69.362676,8,108.554498,72.666727,0.078074,-10.185852,20.000000,85.552452,83.934475,38,2.409777,0.900630,136
174,0.064389,0.027351,54.805353,4,111.126760,88.067685,0.020643,-17.891371,20.000000,91.087206,91.087206,160,1.788760,0.992181,82
175,0.116766,0.069542,67.545604,10,90.576233,84.870374,0.024379,-11.523329,20.000000,84.731057,81.484762,36,2.644063,1.195116,0
176,0.114714,0.039491,65.689461,10,76.359864,86.517219,0.065392,-17.166443,20.000000,74.193250,73.549708,43,2.189699,0.335827,0
177,0.100559,0.038539,51.726765,8,91.923253,91.998272,0.023230,-4.902665,20.000000,80.075258,79.589293,41,2.310901,1.092535,0
178,0.112391,0.072641,62.703820,12,103.603462,103.638854,0.034410,-5.940493,20.000000,93.302763,85.706118,35,2.911026,2.222737,0
179,0.113322,0.025677,75.285330,13,76.506152,102.104535,0.060074,-6.682664,20.000000,76.344473,76.276463,133,2.166844,0.027195,0
180,0.133079,0.026143,71.135107,12,82.983011,82.710982,0.027549,-9.679725,20.000000,81.556845,80.996719,42,2.760232,0.272455,0
181,0.101171,0.075367,66.156891,13,92.840987,92.395328,0.103305,-4.937451,20.000000,86.232963,80.454746,40,2.348199,1.513066,0
182,0.115928,0.039120,64.699071,3,94.894604,96.504012,0.095783,-4.884868,20.000000,86.753810,86.753769,95,2.748740,0.862781,0
183,0.119946,0.080768,73.419732,4,106.386256,76.866623,0.068350,-16.910479,20.000000,88.130683,87.496237,30,3.187840,1.188170,136
184,0.126080,0.088898,73.328359,7,115.528357,74.211923,0.063385,-16.005073,20.000000,93.718725,90.104929,28,3.640007,1.812655,142
185,0.109640,0.073293,57.339693,4,113.231720,102.557041,0.043795,-8.846175,20.000000,87.328632,87.270961,39,3.102772,2.197989,0
186,0.069361,0.067271,54.618730,3,81.865040,103.270434,0.078356,-6.904514,20.000000,67.097993,67.097905,95,1.419248,0.839488,0
187,0.070991,0.086141,64.792669,16,100.940091,102.074139,0.040199,-8.166226,20.000000,88.744318,77.607531,50,1.791454,2.063208,0
188,0.095790,0.043970,68.354096,4,115.385282,103.110894,0.071806,-5.769088,20.000000,98.992434,98.992412,95,2.762131,1.347163,0
189,0.089614,0.066465,70.320242,9,84.453757,81.727598,0.074441,-15.673740,20.000000,79.631854,78.210156,122,1.891867,0.618900,0
190,0.073914,0.088580,51.223574,4,79.899302,82.735782,0.060489,-5.949939,20.000000,62.719916,62.554770,41,1.476427,1.018342,0
191,0.131713,0.026135,54.918248,13,90.932338,81.211931,0.099119,-7.058023,20.000000,84.722452,83.182507,33,2.993739,0.778932,127
192,0.110637,0.062615,61.374528,6,113.784468,97.416645,0.089239,-10.473203,20.000000,93.393829,92.237770,35,3.146620,2.004902,0
193,0.104460,0.031833,59.938571,5,94.964841,74.969536,0.114454,-17.450305,20.000000,80.505531,80.469527,38,2.479857,0.654700,127
194,0.065724,0.081048,58.871443,6,129.613042,71.088227,0.066475,-4.438058,20.000000,80.252875,78.195813,38,2.129573,1.732913,131
195,0.101490,0.025212,76.825519,11,121.180806,82.760266,0.110274,-5.687699,20.000000,97.446595,96.416032,38,3.074052,0.519898,137
196,0.127801,0.026694,58.701934,13,102.837324,74.957521,0.075259,-10.266646,20.000000,89.359655,87.267173,32,3.283965,0.818363,142
197,0.111576,0.052752,70.057918,9,107.417109,86.409628,0.053843,-9.510378,20.000000,94.620738,92.081582,35,2.994199,1.295738,130
198,0.066726,0.085422,70.102721,2,113.163196,76.159799,0.111700,-15.358084,20.000000,81.285847,81.285847,95,1.887493,0.955286,119
199,0.069610,0.041001,74.530128,12,109.222704,99.303519,0.041146,-6.410655,20.000000,97.438420,95.180127,58,1.900603,0.939257,0
200,0.084291,0.031307,58.878657,8,79.013007,104.495141,0.106031,-10.460774,20.000000,73.309712,73.253907,58,1.665022,0.451800,0
