scenario,time,stock,delayed_stock,inflow,outflow,threshold_penalty,shock,next_stock
baseline_system_dynamics,61,83.429439,83.458999,1.244225,1.180245,0.057178,0.0,83.436242
baseline_system_dynamics,62,83.436242,83.439146,1.243816,1.179153,0.05745,0.0,83.443455
baseline_system_dynamics,63,83.443455,83.426544,1.243382,1.17846,0.057738,0.0,83.450638
baseline_system_dynamics,64,83.450638,83.41988,1.242949,1.178093,0.058026,0.0,83.457469
baseline_system_dynamics,65,83.457469,83.417906,1.242538,1.177985,0.058299,0.0,83.463723
baseline_system_dynamics,66,83.463723,83.419486,1.242161,1.178072,0.058549,0.0,83.469264
baseline_system_dynamics,67,83.469264,83.423616,1.241828,1.178299,0.058771,0.0,83.474022
baseline_system_dynamics,68,83.474022,83.429439,1.241541,1.178619,0.058961,0.0,83.477983
baseline_system_dynamics,69,83.477983,83.436242,1.241302,1.178993,0.059119,0.0,83.481172
baseline_system_dynamics,70,83.481172,83.443455,1.24111,1.17939,0.059247,0.0,83.483646
baseline_system_dynamics,71,83.483646,83.450638,1.240961,1.179785,0.059346,0.0,83.485476
baseline_system_dynamics,72,83.485476,83.457469,1.240851,1.180161,0.059419,0.0,83.486746
baseline_system_dynamics,73,83.486746,83.463723,1.240774,1.180505,0.05947,0.0,83.487546
baseline_system_dynamics,74,83.487546,83.469264,1.240726,1.18081,0.059502,0.0,83.48796
baseline_system_dynamics,75,83.48796,83.474022,1.240701,1.181071,0.059518,0.0,83.488072
baseline_system_dynamics,76,83.488072,83.477983,1.240694,1.181289,0.059523,0.0,83.487954
baseline_system_dynamics,77,83.487954,83.481172,1.240701,1.181464,0.059518,0.0,83.487672
baseline_system_dynamics,78,83.487672,83.483646,1.240718,1.181601,0.059507,0.0,83.487283
baseline_system_dynamics,79,83.487283,83.485476,1.240742,1.181701,0.059491,0.0,83.486832
baseline_system_dynamics,80,83.486832,83.486746,1.240769,1.181771,0.059473,0.0,83.486357
baseline_system_dynamics,81,83.486357,83.487546,1.240798,1.181815,0.059454,0.0,83.485885
baseline_system_dynamics,82,83.485885,83.48796,1.240826,1.181838,0.059435,0.0,83.485438
baseline_system_dynamics,83,83.485438,83.488072,1.240853,1.181844,0.059418,0.0,83.485029
baseline_system_dynamics,84,83.485029,83.487954,1.240878,1.181837,0.059401,0.0,83.484668
baseline_system_dynamics,85,83.484668,83.487672,1.240899,1.181822,0.059387,0.0,83.484359
baseline_system_dynamics,86,83.484359,83.487283,1.240918,1.181801,0.059374,0.0,83.484102
baseline_system_dynamics,87,83.484102,83.486832,1.240933,1.181776,0.059364,0.0,83.483895
baseline_system_dynamics,88,83.483895,83.486357,1.240946,1.18175,0.059356,0.0,83.483736
baseline_system_dynamics,89,83.483736,83.485885,1.240955,1.181724,0.059349,0.0,83.483618
baseline_system_dynamics,90,83.483618,83.485438,1.240963,1.181699,0.059345,0.0,83.483537
baseline_system_dynamics,91,83.483537,83.485029,1.240967,1.181677,0.059341,0.0,83.483486
baseline_system_dynamics,92,83.483486,83.484668,1.240971,1.181657,0.059339,0.0,83.483461
baseline_system_dynamics,93,83.483461,83.484359,1.240972,1.18164,0.059338,0.0,83.483455
baseline_system_dynamics,94,83.483455,83.484102,1.240972,1.181626,0.059338,0.0,83.483463
baseline_system_dynamics,95,83.483463,83.483895,1.240972,1.181614,0.059339,-10.0,73.483482
baseline_system_dynamics,96,73.483482,83.483736,1.753673,1.181605,0.0,0.0,74.05555
baseline_system_dynamics,97,74.05555,83.483618,1.729197,1.181599,0.0,0.0,74.603149
baseline_system_dynamics,98,74.603149,83.483537,1.705217,1.181595,0.0,0.0,75.126771
baseline_system_dynamics,99,75.126771,83.483486,1.681781,1.181592,0.0,0.0,75.62696
baseline_system_dynamics,100,75.62696,83.483461,1.658933,1.18159,0.0,0.0,76.104303
baseline_system_dynamics,101,76.104303,83.483455,1.636709,1.18159,0.0,0.0,76.559421
baseline_system_dynamics,102,76.559421,83.483463,1.615137,1.18159,0.0,0.0,76.992968
baseline_system_dynamics,103,76.992968,73.483482,1.594242,0.631592,0.0,0.0,77.955619
baseline_system_dynamics,104,77.955619,74.05555,1.546635,0.663055,0.0,0.0,78.839198
baseline_system_dynamics,105,78.839198,74.603149,1.501471,0.693173,0.0,0.0,79.647496
baseline_system_dynamics,106,79.647496,75.126771,1.458923,0.721972,0.0,0.0,80.384447
baseline_system_dynamics,107,80.384447,75.62696,1.419107,0.749483,0.0,0.0,81.054071
baseline_system_dynamics,108,81.054071,76.104303,1.38208,0.775737,0.0,0.0,81.660414
baseline_system_dynamics,109,81.660414,76.559421,1.347856,0.800768,0.0,0.0,82.207503
baseline_system_dynamics,110,82.207503,76.992968,1.316409,0.824613,0.0083,0.0,82.690998
baseline_system_dynamics,111,82.690998,77.955619,1.288169,0.877559,0.02764,0.0,83.073968
baseline_system_dynamics,112,83.073968,78.839198,1.265501,0.926156,0.042959,0.0,83.370355
baseline_system_dynamics,113,83.370355,79.647496,1.247777,0.970612,0.054814,0.0,83.592706
baseline_system_dynamics,114,83.592706,80.384447,1.234377,1.011145,0.063708,0.0,83.75223
baseline_system_dynamics,115,83.75223,81.054071,1.224708,1.047974,0.070089,0.0,83.858875
baseline_system_dynamics,116,83.858875,81.660414,1.218219,1.081323,0.074355,0.0,83.921416
baseline_system_dynamics,117,83.921416,82.207503,1.214404,1.111413,0.076857,0.0,83.947551
baseline_system_dynamics,118,83.947551,82.690998,1.212807,1.138005,0.077902,0.0,83.944451
baseline_system_dynamics,119,83.944451,83.073968,1.212997,1.159068,0.077778,0.0,83.920602
baseline_system_dynamics,120,83.920602,83.370355,1.214453,1.17537,0.076824,0.0,83.882862
baseline_system_dynamics,121,83.882862,83.592706,1.216757,1.187599,0.075314,0.0,83.836705
baseline_system_dynamics,122,83.836705,83.75223,1.21957,1.196373,0.073468,0.0,83.786434
baseline_system_dynamics,123,83.786434,83.858875,1.222629,1.202238,0.071457,0.0,83.735367
baseline_system_dynamics,124,83.735367,83.921416,1.225732,1.205678,0.069415,0.0,83.686007
baseline_system_dynamics,125,83.686007,83.947551,1.228728,1.207115,0.06744,0.0,83.640179
baseline_system_dynamics,126,83.640179,83.944451,1.231504,1.206945,0.065607,0.0,83.599132
baseline_system_dynamics,127,83.599132,83.920602,1.233989,1.205633,0.063965,0.0,83.563522
baseline_system_dynamics,128,83.563522,83.882862,1.236141,1.203557,0.062541,0.0,83.533565
baseline_system_dynamics,129,83.533565,83.836705,1.23795,1.201019,0.061343,0.0,83.509153
baseline_system_dynamics,130,83.509153,83.786434,1.239423,1.198254,0.060366,0.0,83.489956
baseline_system_dynamics,131,83.489956,83.735367,1.240581,1.195445,0.059598,0.0,83.475493
baseline_system_dynamics,132,83.475493,83.686007,1.241452,1.19273,0.05902,0.0,83.465196
baseline_system_dynamics,133,83.465196,83.640179,1.242073,1.19021,0.058608,0.0,83.45845
baseline_system_dynamics,134,83.45845,83.599132,1.242479,1.187952,0.058338,0.0,83.454639
baseline_system_dynamics,135,83.454639,83.563522,1.242708,1.185994,0.058186,0.0,83.453168
baseline_system_dynamics,136,83.453168,83.533565,1.242797,1.184346,0.058127,0.0,83.453492
baseline_system_dynamics,137,83.453492,83.509153,1.242777,1.183003,0.05814,0.0,83.455127
baseline_system_dynamics,138,83.455127,83.489956,1.242679,1.181948,0.058205,0.0,83.457653
baseline_system_dynamics,139,83.457653,83.475493,1.242527,1.181152,0.058306,0.0,83.460722
baseline_system_dynamics,140,83.460722,83.465196,1.242342,1.180586,0.058429,0.0,83.464049
baseline_system_dynamics,141,83.464049,83.45845,1.242142,1.180215,0.058562,0.0,83.467414
baseline_system_dynamics,142,83.467414,83.454639,1.241939,1.180005,0.058697,0.0,83.470651
baseline_system_dynamics,143,83.470651,83.453168,1.241744,1.179924,0.058826,0.0,83.473645
baseline_system_dynamics,144,83.473645,83.453492,1.241564,1.179942,0.058946,0.0,83.476321
baseline_system_dynamics,145,83.476321,83.455127,1.241402,1.180032,0.059053,0.0,83.478638
baseline_system_dynamics,146,83.478638,83.457653,1.241263,1.180171,0.059146,0.0,83.480585
baseline_system_dynamics,147,83.480585,83.460722,1.241145,1.18034,0.059223,0.0,83.482167
baseline_system_dynamics,148,83.482167,83.464049,1.24105,1.180523,0.059287,0.0,83.483408
baseline_system_dynamics,149,83.483408,83.467414,1.240975,1.180708,0.059336,0.0,83.484339
baseline_system_dynamics,150,83.484339,83.470651,1.240919,1.180886,0.059374,0.0,83.484999
baseline_system_dynamics,151,83.484999,83.473645,1.240879,1.18105,0.0594,0.0,83.485427
baseline_system_dynamics,152,83.485427,83.476321,1.240854,1.181198,0.059417,0.0,83.485666
baseline_system_dynamics,153,83.485666,83.478638,1.240839,1.181325,0.059427,0.0,83.485754
baseline_system_dynamics,154,83.485754,83.480585,1.240834,1.181432,0.05943,0.0,83.485725
baseline_system_dynamics,155,83.485725,83.482167,1.240836,1.181519,0.059429,0.0,83.485613
baseline_system_dynamics,156,83.485613,83.483408,1.240842,1.181587,0.059425,0.0,83.485443
baseline_system_dynamics,157,83.485443,83.484339,1.240853,1.181639,0.059418,0.0,83.485239
baseline_system_dynamics,158,83.485239,83.484999,1.240865,1.181675,0.05941,0.0,83.48502
baseline_system_dynamics,159,83.48502,83.485427,1.240878,1.181699,0.059401,0.0,83.484799
baseline_system_dynamics,160,83.484799,83.485666,1.240891,1.181712,0.059392,0.0,83.484586
short_delay,0,20.0,20.0,1.44,0.0,0.0,0.0,21.44
short_delay,1,21.44,20.0,1.515894,0.0,0.0,0.0,22.955894
short_delay,2,22.955894,20.0,1.591755,0.0,0.0,0.0,24.547648
short_delay,3,24.547648,21.44,1.66696,0.0,0.0,0.0,26.214608
short_delay,4,26.214608,22.955894,1.74083,0.0,0.0,0.0,27.955438
short_delay,5,27.955438,24.547648,1.812634,0.0,0.0,0.0,29.768072
short_delay,6,29.768072,26.214608,1.881602,0.0,0.0,0.0,31.649674
short_delay,7,31.649674,27.955438,1.946939,0.0,0.0,0.0,33.596613
short_delay,8,33.596613,29.768072,2.007836,0.0,0.0,0.0,35.604449
short_delay,9,35.604449,31.649674,2.063491,0.0,0.0,0.0,37.66794
short_delay,10,37.66794,33.596613,2.113128,0.0,0.0,0.0,39.781068
short_delay,11,39.781068,35.604449,2.156016,0.0,0.0,0.0,41.937084
short_delay,12,41.937084,37.66794,2.19149,0.0,0.0,0.0,44.128575
short_delay,13,44.128575,39.781068,2.218974,0.0,0.0,0.0,46.347549
short_delay,14,46.347549,41.937084,2.237994,0.0,0.0,0.0,48.585542
short_delay,15,48.585542,44.128575,2.248199,0.0,0.0,0.0,50.833742
short_delay,16,50.833742,46.347549,2.249374,0.0,0.0,0.0,53.083116
short_delay,17,53.083116,48.585542,2.241445,0.0,0.0,0.0,55.324561
short_delay,18,55.324561,50.833742,2.224484,0.0,0.0,0.0,57.549045
short_delay,19,57.549045,53.083116,2.198711,0.0,0.0,0.0,59.747756
short_delay,20,59.747756,55.324561,2.164483,0.0,0.0,0.0,61.912239
short_delay,21,61.912239,57.549045,2.122289,0.0,0.0,0.0,64.034528
short_delay,22,64.034528,59.747756,2.072729,0.0,0.0,0.0,66.107257
short_delay,23,66.107257,61.912239,2.016501,0.0,0.0,0.0,68.123757
short_delay,24,68.123757,64.034528,1.954376,0.111899,0.0,0.0,69.966235
short_delay,25,69.966235,66.107257,1.891215,0.225899,0.0,0.0,71.63155
short_delay,26,71.63155,68.123757,1.828868,0.336807,0.0,0.0,73.123612
short_delay,27,73.123612,69.966235,1.768769,0.438143,0.0,0.0,74.454238
short_delay,28,74.454238,71.63155,1.711791,0.529735,0.0,0.0,75.636294
short_delay,29,75.636294,73.123612,1.658502,0.611799,0.0,0.0,76.682997
short_delay,30,76.682997,74.454238,1.609216,0.684983,0.0,0.0,77.60723
short_delay,31,77.60723,75.636294,1.564057,0.749996,0.0,0.0,78.421291
short_delay,32,78.421291,76.682997,1.523007,0.807565,0.0,0.0,79.136733
short_delay,33,79.136733,77.60723,1.485946,0.858398,0.0,0.0,79.764281
short_delay,34,79.764281,78.421291,1.452679,0.903171,0.0,0.0,80.313789
short_delay,35,80.313789,79.136733,1.422967,0.94252,0.0,0.0,80.794235
short_delay,36,80.794235,79.764281,1.396544,0.977035,0.0,0.0,81.213744
short_delay,37,81.213744,80.313789,1.373132,1.007258,0.0,0.0,81.579617
short_delay,38,81.579617,80.794235,1.352455,1.033683,0.0,0.0,81.898389
short_delay,39,81.898389,81.213744,1.334243,1.056756,0.0,0.0,82.175877
short_delay,40,82.175877,81.579617,1.318242,1.076879,0.007035,0.0,82.410204
short_delay,41,82.410204,81.898389,1.304621,1.094411,0.016408,0.0,82.604006
short_delay,42,82.604006,82.175877,1.293281,1.109673,0.02416,0.0,82.763453
short_delay,43,82.763453,82.410204,1.283901,1.122561,0.030538,0.0,82.894254
short_delay,44,82.894254,82.604006,1.276171,1.13322,0.03577,0.0,83.001435
short_delay,45,83.001435,82.763453,1.269815,1.14199,0.040057,0.0,83.089202
short_delay,46,83.089202,82.894254,1.264594,1.149184,0.043568,0.0,83.161045
short_delay,47,83.161045,83.001435,1.260311,1.155079,0.046442,0.0,83.219834
short_delay,48,83.219834,83.089202,1.256798,1.159906,0.048793,0.0,83.267933
short_delay,49,83.267933,83.161045,1.25392,1.163857,0.050717,0.0,83.307279
short_delay,50,83.307279,83.219834,1.251563,1.167091,0.052291,0.0,83.339459
short_delay,51,83.339459,83.267933,1.249632,1.169736,0.053578,0.0,83.365777
short_delay,52,83.365777,83.307279,1.248052,1.1719,0.054631,0.0,83.387298
short_delay,53,83.387298,83.339459,1.246759,1.17367,0.055492,0.0,83.404895
short_delay,54,83.404895,83.365777,1.245702,1.175118,0.056196,0.0,83.419283
short_delay,55,83.419283,83.387298,1.244836,1.176301,0.056771,0.0,83.431047
short_delay,56,83.431047,83.404895,1.244129,1.177269,0.057242,0.0,83.440665
short_delay,57,83.440665,83.419283,1.24355,1.178061,0.057627,0.0,83.448527
short_delay,58,83.448527,83.431047,1.243076,1.178708,0.057941,0.0,83.454955
short_delay,59,83.454955,83.440665,1.242689,1.179237,0.058198,0.0,83.46021
short_delay,60,83.46021,83.448527,1.242373,1.179669,0.058408,0.0,83.464505
short_delay,61,83.464505,83.454955,1.242114,1.180023,0.05858,0.0,83.468017
short_delay,62,83.468017,83.46021,1.241903,1.180312,0.058721,0.0,83.470887
short_delay,63,83.470887,83.464505,1.24173,1.180548,0.058835,0.0,83.473234
short_delay,64,83.473234,83.468017,1.241588,1.180741,0.058929,0.0,83.475152
short_delay,65,83.475152,83.470887,1.241473,1.180899,0.059006,0.0,83.47672
short_delay,66,83.47672,83.473234,1.241378,1.181028,0.059069,0.0,83.478001
short_delay,67,83.478001,83.475152,1.241301,1.181133,0.05912,0.0,83.479049
short_delay,68,83.479049,83.47672,1.241238,1.18122,0.059162,0.0,83.479905
short_delay,69,83.479905,83.478001,1.241186,1.18129,0.059196,0.0,83.480605
short_delay,70,83.480605,83.479049,1.241144,1.181348,0.059224,0.0,83.481178
short_delay,71,83.481178,83.479905,1.24111,1.181395,0.059247,0.0,83.481645
short_delay,72,83.481645,83.480605,1.241081,1.181433,0.059266,0.0,83.482028
short_delay,73,83.482028,83.481178,1.241058,1.181465,0.059281,0.0,83.48234
short_delay,74,83.48234,83.481645,1.24104,1.181491,0.059294,0.0,83.482596
short_delay,75,83.482596,83.482028,1.241024,1.181512,0.059304,0.0,83.482805
short_delay,76,83.482805,83.48234,1.241012,1.181529,0.059312,0.0,83.482975
short_delay,77,83.482975,83.482596,1.241001,1.181543,0.059319,0.0,83.483115
short_delay,78,83.483115,83.482805,1.240993,1.181554,0.059325,0.0,83.483229
short_delay,79,83.483229,83.482975,1.240986,1.181564,0.059329,0.0,83.483322
short_delay,80,83.483322,83.483115,1.24098,1.181571,0.059333,0.0,83.483398
short_delay,81,83.483398,83.483229,1.240976,1.181578,0.059336,0.0,83.483461
short_delay,82,83.483461,83.483322,1.240972,1.181583,0.059338,0.0,83.483512
short_delay,83,83.483512,83.483398,1.240969,1.181587,0.05934,0.0,83.483553
short_delay,84,83.483553,83.483461,1.240966,1.18159,0.059342,0.0,83.483587
short_delay,85,83.483587,83.483512,1.240964,1.181593,0.059343,0.0,83.483615
short_delay,86,83.483615,83.483553,1.240963,1.181595,0.059345,0.0,83.483638
short_delay,87,83.483638,83.483587,1.240961,1.181597,0.059346,0.0,83.483656
short_delay,88,83.483656,83.483615,1.24096,1.181599,0.059346,0.0,83.483672
short_delay,89,83.483672,83.483638,1.240959,1.1816,0.059347,0.0,83.483684
short_delay,90,83.483684,83.483656,1.240959,1.181601,0.059347,0.0,83.483694
short_delay,91,83.483694,83.483672,1.240958,1.181602,0.059348,0.0,83.483702
short_delay,92,83.483702,83.483684,1.240958,1.181603,0.059348,0.0,83.483709
short_delay,93,83.483709,83.483694,1.240957,1.181603,0.059348,0.0,83.483715
short_delay,94,83.483715,83.483702,1.240957,1.181604,0.059349,0.0,83.483719
short_delay,95,83.483719,83.483709,1.240956,1.181604,0.059349,-10.0,73.483723
short_delay,96,73.483723,83.483715,1.753663,1.181604,0.0,0.0,74.055782
short_delay,97,74.055782,83.483719,1.729187,1.181605,0.0,0.0,74.603365
short_delay,98,74.603365,73.483723,1.705207,0.631605,0.0,0.0,75.676967
short_delay,99,75.676967,74.055782,1.656624,0.663068,0.0,0.0,76.670523
short_delay,100,76.670523,74.603365,1.609815,0.693185,0.0,0.0,77.587153
short_delay,101,77.587153,75.676967,1.565054,0.752233,0.0,0.0,78.399974
short_delay,102,78.399974,76.670523,1.524097,0.806879,0.0,0.0,79.117192
short_delay,103,79.117192,77.587153,1.48697,0.857293,0.0,0.0,79.746869
short_delay,104,79.746869,78.399974,1.453611,0.901999,0.0,0.0,80.298482
short_delay,105,80.298482,79.117192,1.423802,0.941446,0.0,0.0,80.780838
short_delay,106,80.780838,79.746869,1.397286,0.976078,0.0,0.0,81.202046
short_delay,107,81.202046,80.298482,1.373789,1.006417,0.0,0.0,81.569419
short_delay,108,81.569419,80.780838,1.353035,1.032946,0.0,0.0,81.889507
short_delay,109,81.889507,81.202046,1.334753,1.056113,0.0,0.0,82.168148
short_delay,110,82.168148,81.569419,1.318689,1.076318,0.006726,0.0,82.403794
short_delay,111,82.403794,81.889507,1.304995,1.093923,0.016152,0.0,82.598714
short_delay,112,82.598714,82.168148,1.293591,1.109248,0.023949,0.0,82.759108
short_delay,113,82.759108,82.403794,1.284157,1.122209,0.030364,0.0,82.890692
short_delay,114,82.890692,82.598714,1.276382,1.132929,0.035628,0.0,82.998517
short_delay,115,82.998517,82.759108,1.269988,1.141751,0.039941,0.0,83.086814
short_delay,116,83.086814,82.890692,1.264736,1.148988,0.043473,0.0,83.15909
short_delay,117,83.15909,82.998517,1.260427,1.154918,0.046364,0.0,83.218235
short_delay,118,83.218235,83.086814,1.256894,1.159775,0.048729,0.0,83.266625
short_delay,119,83.266625,83.15909,1.253999,1.16375,0.050665,0.0,83.306208
short_delay,120,83.306208,83.218235,1.251627,1.167003,0.052248,0.0,83.338584
short_delay,121,83.338584,83.266625,1.249685,1.169664,0.053543,0.0,83.365061
short_delay,122,83.365061,83.306208,1.248095,1.171841,0.054602,0.0,83.386713
short_delay,123,83.386713,83.338584,1.246795,1.173622,0.055469,0.0,83.404417
short_delay,124,83.404417,83.365061,1.24573,1.175078,0.056177,0.0,83.418892
short_delay,125,83.418892,83.386713,1.24486,1.176269,0.056756,0.0,83.430727
short_delay,126,83.430727,83.404417,1.244148,1.177243,0.057229,0.0,83.440403
short_delay,127,83.440403,83.418892,1.243566,1.178039,0.057616,0.0,83.448313
short_delay,128,83.448313,83.430727,1.243089,1.17869,0.057933,0.0,83.45478
short_delay,129,83.45478,83.440403,1.2427,1.179222,0.058191,0.0,83.460067
short_delay,130,83.460067,83.448313,1.242382,1.179657,0.058403,0.0,83.464388
short_delay,131,83.464388,83.45478,1.242121,1.180013,0.058576,0.0,83.467921
short_delay,132,83.467921,83.460067,1.241908,1.180304,0.058717,0.0,83.470809
short_delay,133,83.470809,83.464388,1.241734,1.180541,0.058832,0.0,83.47317
short_delay,134,83.47317,83.467921,1.241592,1.180736,0.058927,0.0,83.4751
short_delay,135,83.4751,83.470809,1.241476,1.180894,0.059004,0.0,83.476677
short_delay,136,83.476677,83.47317,1.241381,1.181024,0.059067,0.0,83.477966
short_delay,137,83.477966,83.4751,1.241303,1.18113,0.059119,0.0,83.479021
short_delay,138,83.479021,83.476677,1.24124,1.181217,0.059161,0.0,83.479882
short_delay,139,83.479882,83.477966,1.241188,1.181288,0.059195,0.0,83.480586
short_delay,140,83.480586,83.479021,1.241145,1.181346,0.059223,0.0,83.481162
short_delay,141,83.481162,83.479882,1.241111,1.181394,0.059246,0.0,83.481633
short_delay,142,83.481633,83.480586,1.241082,1.181432,0.059265,0.0,83.482017
short_delay,143,83.482017,83.481162,1.241059,1.181464,0.059281,0.0,83.482332
short_delay,144,83.482332,83.481633,1.24104,1.18149,0.059293,0.0,83.482589
short_delay,145,83.482589,83.482017,1.241025,1.181511,0.059304,0.0,83.482799
short_delay,146,83.482799,83.482332,1.241012,1.181528,0.059312,0.0,83.482971
short_delay,147,83.482971,83.482589,1.241002,1.181542,0.059319,0.0,83.483111
short_delay,148,83.483111,83.482799,1.240993,1.181554,0.059324,0.0,83.483226
short_delay,149,83.483226,83.482971,1.240986,1.181563,0.059329,0.0,83.48332
short_delay,150,83.48332,83.483111,1.240981,1.181571,0.059333,0.0,83.483396
short_delay,151,83.483396,83.483226,1.240976,1.181577,0.059336,0.0,83.483459
short_delay,152,83.483459,83.48332,1.240972,1.181583,0.059338,0.0,83.48351
short_delay,153,83.48351,83.483396,1.240969,1.181587,0.05934,0.0,83.483552
short_delay,154,83.483552,83.483459,1.240967,1.18159,0.059342,0.0,83.483586
short_delay,155,83.483586,83.48351,1.240964,1.181593,0.059343,0.0,83.483614
short_delay,156,83.483614,83.483552,1.240963,1.181595,0.059345,0.0,83.483637
short_delay,157,83.483637,83.483586,1.240961,1.181597,0.059345,0.0,83.483656
short_delay,158,83.483656,83.483614,1.24096,1.181599,0.059346,0.0,83.483671
