scenario,time,arrivals,served,queue_length,queue_pressure,arrival_share,utilization,mean_effective_propensity,coupling_residual
baseline_hybrid_agent_queue,46,31,28,18,0.535714,0.19375,1.0,0.168428,3
baseline_hybrid_agent_queue,47,31,28,21,0.642857,0.19375,1.0,0.149452,3
baseline_hybrid_agent_queue,48,20,28,13,0.75,0.125,1.0,0.131467,8
baseline_hybrid_agent_queue,49,23,28,8,0.464286,0.14375,1.0,0.181285,5
baseline_hybrid_agent_queue,50,34,28,14,0.285714,0.2125,1.0,0.213428,6
baseline_hybrid_agent_queue,51,26,28,12,0.5,0.1625,1.0,0.174856,2
baseline_hybrid_agent_queue,52,32,28,16,0.428571,0.2,1.0,0.187713,4
baseline_hybrid_agent_queue,53,32,28,20,0.571429,0.2,1.0,0.162018,4
baseline_hybrid_agent_queue,54,29,28,21,0.714286,0.18125,1.0,0.137351,1
baseline_hybrid_agent_queue,55,24,28,17,0.75,0.15,1.0,0.131467,4
baseline_hybrid_agent_queue,56,20,28,9,0.607143,0.125,1.0,0.155678,8
baseline_hybrid_agent_queue,57,34,28,15,0.321429,0.2125,1.0,0.206999,6
baseline_hybrid_agent_queue,58,25,28,12,0.535714,0.15625,1.0,0.168428,3
baseline_hybrid_agent_queue,59,27,28,11,0.428571,0.16875,1.0,0.187713,1
baseline_hybrid_agent_queue,60,27,28,10,0.392857,0.16875,1.0,0.194142,1
baseline_hybrid_agent_queue,61,37,28,19,0.357143,0.23125,1.0,0.20057,9
baseline_hybrid_agent_queue,62,20,28,11,0.678571,0.125,1.0,0.143323,8
baseline_hybrid_agent_queue,63,34,28,17,0.392857,0.2125,1.0,0.194142,6
baseline_hybrid_agent_queue,64,21,28,10,0.607143,0.13125,1.0,0.155678,7
baseline_hybrid_agent_queue,65,31,28,13,0.357143,0.19375,1.0,0.20057,3
baseline_hybrid_agent_queue,66,26,28,11,0.464286,0.1625,1.0,0.181285,2
baseline_hybrid_agent_queue,67,27,28,10,0.392857,0.16875,1.0,0.194142,1
baseline_hybrid_agent_queue,68,36,28,18,0.357143,0.225,1.0,0.20057,8
baseline_hybrid_agent_queue,69,18,28,8,0.642857,0.1125,1.0,0.149452,10
baseline_hybrid_agent_queue,70,40,28,20,0.285714,0.25,1.0,0.213428,12
baseline_hybrid_agent_queue,71,26,28,18,0.714286,0.1625,1.0,0.137351,2
baseline_hybrid_agent_queue,72,33,28,23,0.642857,0.20625,1.0,0.149452,5
baseline_hybrid_agent_queue,73,21,28,16,0.821429,0.13125,1.0,0.119801,7
baseline_hybrid_agent_queue,74,31,28,19,0.571429,0.19375,1.0,0.162018,3
baseline_hybrid_agent_queue,75,23,28,14,0.678571,0.14375,1.0,0.143323,5
baseline_hybrid_agent_queue,76,32,28,18,0.5,0.2,1.0,0.174856,4
baseline_hybrid_agent_queue,77,21,28,11,0.642857,0.13125,1.0,0.149452,7
baseline_hybrid_agent_queue,78,29,28,12,0.392857,0.18125,1.0,0.194142,1
baseline_hybrid_agent_queue,79,28,28,12,0.428571,0.175,1.0,0.187713,0
low_capacity,0,41,18,23,0.0,0.25625,1.0,0.259587,23
low_capacity,1,9,18,14,1.277778,0.05625,1.0,0.053285,9
low_capacity,2,18,18,14,0.777778,0.1125,1.0,0.121899,0
low_capacity,3,20,18,16,0.777778,0.125,1.0,0.121899,2
low_capacity,4,13,18,11,0.888889,0.08125,1.0,0.104386,5
low_capacity,5,29,18,22,0.611111,0.18125,1.0,0.149727,11
low_capacity,6,11,18,15,1.222222,0.06875,1.0,0.059561,7
low_capacity,7,18,18,15,0.833333,0.1125,1.0,0.113028,0
low_capacity,8,18,18,15,0.833333,0.1125,1.0,0.113028,0
low_capacity,9,22,18,19,0.833333,0.1375,1.0,0.113028,4
low_capacity,10,16,18,17,1.055556,0.1,1.0,0.080199,2
low_capacity,11,12,18,11,0.944444,0.075,1.0,0.096029,6
low_capacity,12,20,18,13,0.611111,0.125,1.0,0.149727,2
low_capacity,13,18,18,13,0.722222,0.1125,1.0,0.130987,0
low_capacity,14,23,18,18,0.722222,0.14375,1.0,0.130987,5
low_capacity,15,16,18,16,1.0,0.1,1.0,0.087845,2
low_capacity,16,16,18,14,0.888889,0.1,1.0,0.104386,2
low_capacity,17,24,18,20,0.777778,0.15,1.0,0.121899,6
low_capacity,18,17,18,19,1.111111,0.10625,1.0,0.07295,1
low_capacity,19,16,18,17,1.055556,0.1,1.0,0.080199,2
low_capacity,20,13,18,12,0.944444,0.08125,1.0,0.096029,5
low_capacity,21,24,18,18,0.666667,0.15,1.0,0.140276,6
low_capacity,22,16,18,16,1.0,0.1,1.0,0.087845,2
low_capacity,23,16,18,14,0.888889,0.1,1.0,0.104386,2
low_capacity,24,22,18,18,0.777778,0.1375,1.0,0.121899,4
low_capacity,25,15,18,15,1.0,0.09375,1.0,0.087845,3
low_capacity,26,23,18,20,0.833333,0.14375,1.0,0.113028,5
low_capacity,27,9,18,11,1.111111,0.05625,1.0,0.07295,9
low_capacity,28,27,18,20,0.611111,0.16875,1.0,0.149727,9
low_capacity,29,16,18,18,1.111111,0.1,1.0,0.07295,2
low_capacity,30,17,18,17,1.0,0.10625,1.0,0.087845,1
low_capacity,31,14,18,13,0.944444,0.0875,1.0,0.096029,4
low_capacity,32,13,18,8,0.722222,0.08125,1.0,0.130987,5
low_capacity,33,29,18,19,0.444444,0.18125,1.0,0.179587,11
low_capacity,34,16,18,17,1.055556,0.1,1.0,0.080199,2
low_capacity,35,14,18,13,0.944444,0.0875,1.0,0.096029,4
low_capacity,36,15,18,10,0.722222,0.09375,1.0,0.130987,3
low_capacity,37,30,18,22,0.555556,0.1875,1.0,0.159587,12
low_capacity,38,11,18,15,1.222222,0.06875,1.0,0.059561,7
low_capacity,39,18,18,15,0.833333,0.1125,1.0,0.113028,0
low_capacity,40,17,18,14,0.833333,0.10625,1.0,0.113028,1
low_capacity,41,14,18,10,0.777778,0.0875,1.0,0.121899,4
low_capacity,42,29,18,21,0.555556,0.18125,1.0,0.159587,11
low_capacity,43,16,18,19,1.166667,0.1,1.0,0.066039,2
low_capacity,44,16,18,17,1.055556,0.1,1.0,0.080199,2
low_capacity,45,14,18,13,0.944444,0.0875,1.0,0.096029,4
low_capacity,46,16,18,11,0.722222,0.1,1.0,0.130987,2
low_capacity,47,25,18,18,0.611111,0.15625,1.0,0.149727,7
low_capacity,48,15,18,15,1.0,0.09375,1.0,0.087845,3
low_capacity,49,14,18,11,0.833333,0.0875,1.0,0.113028,4
low_capacity,50,27,18,20,0.611111,0.16875,1.0,0.149727,9
low_capacity,51,8,18,10,1.111111,0.05,1.0,0.07295,10
low_capacity,52,23,18,15,0.555556,0.14375,1.0,0.159587,5
low_capacity,53,24,18,21,0.833333,0.15,1.0,0.113028,6
low_capacity,54,10,18,13,1.166667,0.0625,1.0,0.066039,8
low_capacity,55,17,18,12,0.722222,0.10625,1.0,0.130987,1
low_capacity,56,22,18,16,0.666667,0.1375,1.0,0.140276,4
low_capacity,57,11,18,9,0.888889,0.06875,1.0,0.104386,7
low_capacity,58,22,18,13,0.5,0.1375,1.0,0.169587,4
low_capacity,59,20,18,15,0.722222,0.125,1.0,0.130987,2
low_capacity,60,13,18,10,0.833333,0.08125,1.0,0.113028,5
low_capacity,61,21,18,13,0.555556,0.13125,1.0,0.159587,3
low_capacity,62,27,18,22,0.722222,0.16875,1.0,0.130987,9
low_capacity,63,7,18,11,1.222222,0.04375,1.0,0.059561,11
low_capacity,64,21,18,14,0.611111,0.13125,1.0,0.149727,3
low_capacity,65,14,18,10,0.777778,0.0875,1.0,0.121899,4
low_capacity,66,25,18,17,0.555556,0.15625,1.0,0.159587,7
low_capacity,67,19,18,18,0.944444,0.11875,1.0,0.096029,1
low_capacity,68,20,18,20,1.0,0.125,1.0,0.087845,2
low_capacity,69,9,18,11,1.111111,0.05625,1.0,0.07295,9
low_capacity,70,18,18,11,0.611111,0.1125,1.0,0.149727,0
low_capacity,71,27,18,20,0.611111,0.16875,1.0,0.149727,9
low_capacity,72,12,18,14,1.111111,0.075,1.0,0.07295,6
low_capacity,73,18,18,14,0.777778,0.1125,1.0,0.121899,0
low_capacity,74,21,18,17,0.777778,0.13125,1.0,0.121899,3
low_capacity,75,26,18,25,0.944444,0.1625,1.0,0.096029,8
low_capacity,76,6,18,13,1.388889,0.0375,1.0,0.041646,12
low_capacity,77,18,18,13,0.722222,0.1125,1.0,0.130987,0
low_capacity,78,21,18,16,0.722222,0.13125,1.0,0.130987,3
low_capacity,79,9,18,7,0.888889,0.05625,1.0,0.104386,9
high_capacity,0,46,42,4,0.0,0.2875,1.0,0.254434,4
high_capacity,1,28,32,0,0.095238,0.175,0.761905,0.237292,4
high_capacity,2,42,42,0,0.0,0.2625,1.0,0.254434,0
high_capacity,3,41,41,0,0.0,0.25625,0.97619,0.254434,0
high_capacity,4,38,38,0,0.0,0.2375,0.904762,0.254434,0
high_capacity,5,44,42,2,0.0,0.275,1.0,0.254434,2
high_capacity,6,41,42,1,0.047619,0.25625,1.0,0.245863,1
high_capacity,7,49,42,8,0.02381,0.30625,1.0,0.250149,7
high_capacity,8,36,42,2,0.190476,0.225,1.0,0.220149,6
high_capacity,9,54,42,14,0.047619,0.3375,1.0,0.245863,12
high_capacity,10,31,42,3,0.333333,0.19375,1.0,0.194434,11
high_capacity,11,41,42,2,0.071429,0.25625,1.0,0.241577,1
high_capacity,12,40,42,0,0.047619,0.25,1.0,0.245863,2
high_capacity,13,44,42,2,0.0,0.275,1.0,0.254434,2
high_capacity,14,34,36,0,0.047619,0.2125,0.857143,0.245863,2
high_capacity,15,40,40,0,0.0,0.25,0.952381,0.254434,0
high_capacity,16,41,41,0,0.0,0.25625,0.97619,0.254434,0
high_capacity,17,43,42,1,0.0,0.26875,1.0,0.254434,1
high_capacity,18,36,37,0,0.02381,0.225,0.880952,0.250149,1
high_capacity,19,42,42,0,0.0,0.2625,1.0,0.254434,0
high_capacity,20,49,42,7,0.0,0.30625,1.0,0.254434,7
high_capacity,21,47,42,12,0.166667,0.29375,1.0,0.224434,5
high_capacity,22,30,42,0,0.285714,0.1875,1.0,0.203006,12
high_capacity,23,53,42,11,0.0,0.33125,1.0,0.254434,11
high_capacity,24,41,42,10,0.261905,0.25625,1.0,0.207292,1
high_capacity,25,41,42,9,0.238095,0.25625,1.0,0.211577,1
high_capacity,26,40,42,7,0.214286,0.25,1.0,0.215863,2
high_capacity,27,41,42,6,0.166667,0.25625,1.0,0.224434,1
high_capacity,28,32,38,0,0.142857,0.2,0.904762,0.22872,6
high_capacity,29,37,37,0,0.0,0.23125,0.880952,0.254434,0
high_capacity,30,40,40,0,0.0,0.25,0.952381,0.254434,0
high_capacity,31,28,28,0,0.0,0.175,0.666667,0.254434,0
high_capacity,32,38,38,0,0.0,0.2375,0.904762,0.254434,0
high_capacity,33,40,40,0,0.0,0.25,0.952381,0.254434,0
high_capacity,34,35,35,0,0.0,0.21875,0.833333,0.254434,0
high_capacity,35,54,42,12,0.0,0.3375,1.0,0.254434,12
high_capacity,36,33,42,3,0.285714,0.20625,1.0,0.203006,9
high_capacity,37,34,37,0,0.071429,0.2125,0.880952,0.241577,3
high_capacity,38,39,39,0,0.0,0.24375,0.928571,0.254434,0
high_capacity,39,45,42,3,0.0,0.28125,1.0,0.254434,3
high_capacity,40,42,42,3,0.071429,0.2625,1.0,0.241577,0
high_capacity,41,43,42,4,0.071429,0.26875,1.0,0.241577,1
high_capacity,42,41,42,3,0.095238,0.25625,1.0,0.237292,1
high_capacity,43,30,33,0,0.071429,0.1875,0.785714,0.241577,3
high_capacity,44,38,38,0,0.0,0.2375,0.904762,0.254434,0
high_capacity,45,38,38,0,0.0,0.2375,0.904762,0.254434,0
high_capacity,46,40,40,0,0.0,0.25,0.952381,0.254434,0
high_capacity,47,46,42,4,0.0,0.2875,1.0,0.254434,4
high_capacity,48,36,40,0,0.095238,0.225,0.952381,0.237292,4
high_capacity,49,39,39,0,0.0,0.24375,0.928571,0.254434,0
high_capacity,50,40,40,0,0.0,0.25,0.952381,0.254434,0
high_capacity,51,45,42,3,0.0,0.28125,1.0,0.254434,3
high_capacity,52,28,31,0,0.071429,0.175,0.738095,0.241577,3
high_capacity,53,41,41,0,0.0,0.25625,0.97619,0.254434,0
high_capacity,54,37,37,0,0.0,0.23125,0.880952,0.254434,0
high_capacity,55,38,38,0,0.0,0.2375,0.904762,0.254434,0
high_capacity,56,36,36,0,0.0,0.225,0.857143,0.254434,0
high_capacity,57,41,41,0,0.0,0.25625,0.97619,0.254434,0
high_capacity,58,40,40,0,0.0,0.25,0.952381,0.254434,0
high_capacity,59,35,35,0,0.0,0.21875,0.833333,0.254434,0
high_capacity,60,36,36,0,0.0,0.225,0.857143,0.254434,0
high_capacity,61,52,42,10,0.0,0.325,1.0,0.254434,10
high_capacity,62,35,42,3,0.238095,0.21875,1.0,0.211577,7
high_capacity,63,38,41,0,0.071429,0.2375,0.97619,0.241577,3
high_capacity,64,46,42,4,0.0,0.2875,1.0,0.254434,4
high_capacity,65,30,34,0,0.095238,0.1875,0.809524,0.237292,4
high_capacity,66,39,39,0,0.0,0.24375,0.928571,0.254434,0
high_capacity,67,43,42,1,0.0,0.26875,1.0,0.254434,1
high_capacity,68,37,38,0,0.02381,0.23125,0.904762,0.250149,1
high_capacity,69,41,41,0,0.0,0.25625,0.97619,0.254434,0
high_capacity,70,41,41,0,0.0,0.25625,0.97619,0.254434,0
high_capacity,71,47,42,5,0.0,0.29375,1.0,0.254434,5
high_capacity,72,32,37,0,0.119048,0.2,0.880952,0.233006,5
high_capacity,73,46,42,4,0.0,0.2875,1.0,0.254434,4
high_capacity,74,38,42,0,0.095238,0.2375,1.0,0.237292,4
high_capacity,75,33,33,0,0.0,0.20625,0.785714,0.254434,0
high_capacity,76,42,42,0,0.0,0.2625,1.0,0.254434,0
high_capacity,77,44,42,2,0.0,0.275,1.0,0.254434,2
high_capacity,78,37,39,0,0.047619,0.23125,0.928571,0.245863,2
high_capacity,79,51,42,9,0.0,0.31875,1.0,0.254434,9
weak_pressure_feedback,0,46,28,18,0.0,0.2875,1.0,0.261423,18
weak_pressure_feedback,1,34,28,24,0.642857,0.2125,1.0,0.22928,6
weak_pressure_feedback,2,35,28,31,0.857143,0.21875,1.0,0.218566,7
weak_pressure_feedback,3,29,28,32,1.107143,0.18125,1.0,0.206066,1
weak_pressure_feedback,4,22,28,26,1.142857,0.1375,1.0,0.20428,6
weak_pressure_feedback,5,30,28,28,0.928571,0.1875,1.0,0.214994,2
weak_pressure_feedback,6,33,28,33,1.0,0.20625,1.0,0.211423,5
weak_pressure_feedback,7,28,28,33,1.178571,0.175,1.0,0.202494,0
weak_pressure_feedback,8,33,28,38,1.178571,0.20625,1.0,0.202494,5
weak_pressure_feedback,9,37,28,47,1.357143,0.23125,1.0,0.193566,9
weak_pressure_feedback,10,28,28,47,1.678571,0.175,1.0,0.177494,0
weak_pressure_feedback,11,23,28,42,1.678571,0.14375,1.0,0.177494,5
weak_pressure_feedback,12,30,28,44,1.5,0.1875,1.0,0.186423,2
weak_pressure_feedback,13,29,28,45,1.571429,0.18125,1.0,0.182851,1
weak_pressure_feedback,14,26,28,43,1.607143,0.1625,1.0,0.181066,2
weak_pressure_feedback,15,23,28,38,1.535714,0.14375,1.0,0.184637,5
weak_pressure_feedback,16,28,28,38,1.357143,0.175,1.0,0.193566,0
weak_pressure_feedback,17,33,28,43,1.357143,0.20625,1.0,0.193566,5
weak_pressure_feedback,18,29,28,44,1.535714,0.18125,1.0,0.184637,1
weak_pressure_feedback,19,33,28,49,1.571429,0.20625,1.0,0.182851,5
weak_pressure_feedback,20,27,28,48,1.75,0.16875,1.0,0.173923,1
weak_pressure_feedback,21,32,28,52,1.714286,0.2,1.0,0.175708,4
weak_pressure_feedback,22,23,28,47,1.857143,0.14375,1.0,0.168566,5
weak_pressure_feedback,23,24,28,43,1.678571,0.15,1.0,0.177494,4
weak_pressure_feedback,24,34,28,49,1.535714,0.2125,1.0,0.184637,6
weak_pressure_feedback,25,18,28,39,1.75,0.1125,1.0,0.173923,10
weak_pressure_feedback,26,28,28,39,1.392857,0.175,1.0,0.19178,0
weak_pressure_feedback,27,30,28,41,1.392857,0.1875,1.0,0.19178,2
weak_pressure_feedback,28,27,28,40,1.464286,0.16875,1.0,0.188208,1
weak_pressure_feedback,29,30,28,42,1.428571,0.1875,1.0,0.189994,2
weak_pressure_feedback,30,31,28,45,1.5,0.19375,1.0,0.186423,3
weak_pressure_feedback,31,32,28,49,1.607143,0.2,1.0,0.181066,4
weak_pressure_feedback,32,21,28,42,1.75,0.13125,1.0,0.173923,7
weak_pressure_feedback,33,37,28,51,1.5,0.23125,1.0,0.186423,9
weak_pressure_feedback,34,24,28,47,1.821429,0.15,1.0,0.170351,4
weak_pressure_feedback,35,32,28,51,1.678571,0.2,1.0,0.177494,4
weak_pressure_feedback,36,34,28,57,1.821429,0.2125,1.0,0.170351,6
weak_pressure_feedback,37,27,28,56,2.035714,0.16875,1.0,0.159637,1
weak_pressure_feedback,38,21,28,49,2.0,0.13125,1.0,0.161423,7
weak_pressure_feedback,39,39,28,60,1.75,0.24375,1.0,0.173923,11
weak_pressure_feedback,40,26,28,58,2.142857,0.1625,1.0,0.154317,2
weak_pressure_feedback,41,24,28,54,2.071429,0.15,1.0,0.157854,4
weak_pressure_feedback,42,27,28,53,1.928571,0.16875,1.0,0.164994,1
weak_pressure_feedback,43,27,28,52,1.892857,0.16875,1.0,0.16678,1
weak_pressure_feedback,44,31,28,55,1.857143,0.19375,1.0,0.168566,3
weak_pressure_feedback,45,28,28,55,1.964286,0.175,1.0,0.163208,0
weak_pressure_feedback,46,17,28,44,1.964286,0.10625,1.0,0.163208,11
weak_pressure_feedback,47,27,28,43,1.571429,0.16875,1.0,0.182851,1
weak_pressure_feedback,48,38,28,53,1.535714,0.2375,1.0,0.184637,10
weak_pressure_feedback,49,28,28,53,1.892857,0.175,1.0,0.16678,0
weak_pressure_feedback,50,32,28,57,1.892857,0.2,1.0,0.16678,4
weak_pressure_feedback,51,22,28,51,2.035714,0.1375,1.0,0.159637,6
weak_pressure_feedback,52,29,28,52,1.821429,0.18125,1.0,0.170351,1
weak_pressure_feedback,53,32,28,56,1.857143,0.2,1.0,0.168566,4
weak_pressure_feedback,54,36,28,64,2.0,0.225,1.0,0.161423,8
weak_pressure_feedback,55,22,28,58,2.285714,0.1375,1.0,0.147354,6
weak_pressure_feedback,56,33,28,63,2.071429,0.20625,1.0,0.157854,5
weak_pressure_feedback,57,22,28,57,2.25,0.1375,1.0,0.149073,6
weak_pressure_feedback,58,27,28,56,2.035714,0.16875,1.0,0.159637,1
weak_pressure_feedback,59,28,28,56,2.0,0.175,1.0,0.161423,0
weak_pressure_feedback,60,29,28,57,2.0,0.18125,1.0,0.161423,1
weak_pressure_feedback,61,29,28,58,2.035714,0.18125,1.0,0.159637,1
weak_pressure_feedback,62,22,28,52,2.071429,0.1375,1.0,0.157854,6
weak_pressure_feedback,63,28,28,52,1.857143,0.175,1.0,0.168566,0
weak_pressure_feedback,64,32,28,56,1.857143,0.2,1.0,0.168566,4
weak_pressure_feedback,65,26,28,54,2.0,0.1625,1.0,0.161423,2
weak_pressure_feedback,66,24,28,50,1.928571,0.15,1.0,0.164994,4
weak_pressure_feedback,67,36,28,58,1.785714,0.225,1.0,0.172137,8
weak_pressure_feedback,68,19,28,49,2.071429,0.11875,1.0,0.157854,9
weak_pressure_feedback,69,24,28,45,1.75,0.15,1.0,0.173923,4
weak_pressure_feedback,70,41,28,58,1.607143,0.25625,1.0,0.181066,13
weak_pressure_feedback,71,36,28,66,2.071429,0.225,1.0,0.157854,8
weak_pressure_feedback,72,17,28,55,2.357143,0.10625,1.0,0.143936,11
weak_pressure_feedback,73,29,28,56,1.964286,0.18125,1.0,0.163208,1
weak_pressure_feedback,74,25,28,53,2.0,0.15625,1.0,0.161423,3
weak_pressure_feedback,75,33,28,58,1.892857,0.20625,1.0,0.16678,5
weak_pressure_feedback,76,19,28,49,2.071429,0.11875,1.0,0.157854,9
weak_pressure_feedback,77,32,28,53,1.75,0.2,1.0,0.173923,4
weak_pressure_feedback,78,35,28,60,1.892857,0.21875,1.0,0.16678,7
weak_pressure_feedback,79,27,28,59,2.142857,0.16875,1.0,0.154317,1
strong_pressure_feedback,0,42,28,14,0.0,0.2625,1.0,0.250845,14
strong_pressure_feedback,1,18,28,4,0.5,0.1125,1.0,0.088705,10
strong_pressure_feedback,2,25,28,1,0.142857,0.15625,1.0,0.200845,3
strong_pressure_feedback,3,36,28,9,0.035714,0.225,1.0,0.238345,8
strong_pressure_feedback,4,34,28,15,0.321429,0.2125,1.0,0.13882,6
strong_pressure_feedback,5,12,27,0,0.535714,0.075,0.964286,0.080241,15
strong_pressure_feedback,6,33,28,5,0.0,0.20625,1.0,0.250845,5
strong_pressure_feedback,7,28,28,5,0.178571,0.175,1.0,0.188345,0
strong_pressure_feedback,8,32,28,9,0.178571,0.2,1.0,0.188345,4
strong_pressure_feedback,9,22,28,3,0.321429,0.1375,1.0,0.13882,6
strong_pressure_feedback,10,39,28,14,0.107143,0.24375,1.0,0.213345,11
strong_pressure_feedback,11,16,28,2,0.5,0.1,1.0,0.088705,12
strong_pressure_feedback,12,33,28,7,0.071429,0.20625,1.0,0.225845,5
strong_pressure_feedback,13,29,28,8,0.25,0.18125,1.0,0.163345,1
strong_pressure_feedback,14,29,28,9,0.285714,0.18125,1.0,0.150845,1
strong_pressure_feedback,15,25,28,6,0.321429,0.15625,1.0,0.13882,3
strong_pressure_feedback,16,29,28,7,0.214286,0.18125,1.0,0.175845,1
strong_pressure_feedback,17,24,28,3,0.25,0.15,1.0,0.163345,4
strong_pressure_feedback,18,36,28,11,0.107143,0.225,1.0,0.213345,8
strong_pressure_feedback,19,23,28,6,0.392857,0.14375,1.0,0.117112,5
strong_pressure_feedback,20,37,28,15,0.214286,0.23125,1.0,0.175845,9
strong_pressure_feedback,21,17,28,4,0.535714,0.10625,1.0,0.080241,11
strong_pressure_feedback,22,30,28,6,0.142857,0.1875,1.0,0.200845,2
strong_pressure_feedback,23,28,28,6,0.214286,0.175,1.0,0.175845,0
strong_pressure_feedback,24,35,28,13,0.214286,0.21875,1.0,0.175845,7
strong_pressure_feedback,25,13,26,0,0.464286,0.08125,0.928571,0.09767,13
strong_pressure_feedback,26,38,28,10,0.0,0.2375,1.0,0.250845,10
strong_pressure_feedback,27,19,28,1,0.357143,0.11875,1.0,0.127607,9
strong_pressure_feedback,28,38,28,11,0.035714,0.2375,1.0,0.238345,10
strong_pressure_feedback,29,23,28,6,0.392857,0.14375,1.0,0.117112,5
strong_pressure_feedback,30,36,28,14,0.214286,0.225,1.0,0.175845,8
strong_pressure_feedback,31,14,28,0,0.5,0.0875,1.0,0.088705,14
strong_pressure_feedback,32,47,28,19,0.0,0.29375,1.0,0.250845,19
strong_pressure_feedback,33,8,27,0,0.678571,0.05,0.964286,0.050868,19
strong_pressure_feedback,34,45,28,17,0.0,0.28125,1.0,0.250845,17
strong_pressure_feedback,35,12,28,1,0.607143,0.075,1.0,0.064923,16
strong_pressure_feedback,36,47,28,20,0.035714,0.29375,1.0,0.238345,19
strong_pressure_feedback,37,5,25,0,0.714286,0.03125,0.892857,0.044397,20
strong_pressure_feedback,38,27,27,0,0.0,0.16875,0.964286,0.250845,0
strong_pressure_feedback,39,32,28,4,0.0,0.2,1.0,0.250845,4
strong_pressure_feedback,40,35,28,11,0.142857,0.21875,1.0,0.200845,7
strong_pressure_feedback,41,16,27,0,0.392857,0.1,0.964286,0.117112,11
strong_pressure_feedback,42,37,28,9,0.0,0.23125,1.0,0.250845,9
