"scenario","time","demand","adoption_rate","new_adopters","mean_threshold","threshold_low","threshold_high","adoption_feedback","saturation_pressure"
"baseline_hybrid_feedback",31,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",32,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",33,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",34,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",35,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",36,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",37,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",38,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",39,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",40,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",41,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",42,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",43,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",44,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",45,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",46,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",47,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",48,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",49,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",50,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",51,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",52,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",53,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",54,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",55,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",56,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",57,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",58,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",59,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"baseline_hybrid_feedback",60,1.5,1,0,0.52251697266195,0.2,0.8,0.25,0.04
"weak_adoption_feedback",1,0.3,0,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",2,0.326733333333333,0.213333333333333,32,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",3,0.357598479822222,0.253333333333333,6,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",4,0.393211367306042,0.3,7,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",5,0.432823101150076,0.34,6,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",6,0.478981027375678,0.406666666666667,10,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",7,0.532173545213514,0.48,11,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",8,0.594810404280915,0.58,15,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",9,0.669169406394376,0.706666666666667,19,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",10,0.753332980808039,0.82,17,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",11,0.845899213700022,0.926666666666667,16,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",12,0.94265437092149,1,11,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",13,1.03539011152844,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",14,1.12357050755226,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",15,1.20678119536118,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",16,1.28473179708292,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",17,1.35725231937797,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",18,1.42428453462103,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",19,1.48586961323724,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",20,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",21,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",22,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",23,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",24,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",25,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",26,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",27,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",28,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",29,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",30,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",31,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",32,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",33,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",34,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",35,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",36,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",37,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",38,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",39,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",40,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",41,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",42,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",43,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",44,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",45,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",46,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",47,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",48,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",49,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",50,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",51,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",52,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",53,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",54,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",55,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",56,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",57,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",58,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",59,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"weak_adoption_feedback",60,1.5,1,0,0.483934237056412,0.2,0.8,0.1,0.04
"strong_adoption_feedback",1,0.3,0,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",2,0.380066666666667,0.186666666666667,28,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",3,0.521690639822222,0.34,23,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",4,0.774454914069764,0.62,42,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",5,1.16036401160145,0.966666666666667,52,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",6,1.5,1,5,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",7,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",8,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",9,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",10,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",11,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",12,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",13,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",14,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",15,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",16,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",17,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",18,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",19,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",20,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",21,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",22,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",23,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",24,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",25,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",26,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",27,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",28,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",29,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",30,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",31,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",32,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",33,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",34,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",35,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",36,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",37,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",38,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",39,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",40,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",41,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",42,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",43,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",44,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",45,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",46,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",47,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",48,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",49,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",50,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",51,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",52,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",53,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",54,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",55,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",56,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",57,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",58,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",59,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"strong_adoption_feedback",60,1.5,1,0,0.47842719481606,0.2,0.8,0.4,0.04
"low_threshold_population",1,0.3,0,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",2,0.427066666666667,0.486666666666667,73,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",3,0.634249895822222,0.806666666666667,48,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",4,0.887186475482869,1,29,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",5,1.13231807605617,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",6,1.36500184932331,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",7,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",8,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",9,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",10,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",11,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",12,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",13,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",14,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",15,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",16,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",17,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",18,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",19,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",20,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",21,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",22,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",23,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",24,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",25,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",26,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",27,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",28,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",29,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",30,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",31,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",32,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",33,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",34,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",35,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",36,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",37,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",38,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",39,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",40,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",41,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",42,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",43,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",44,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",45,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",46,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",47,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",48,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",49,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",50,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",51,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",52,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",53,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",54,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",55,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",56,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",57,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",58,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",59,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"low_threshold_population",60,1.5,1,0,0.306466374638801,0.1,0.5,0.25,0.04
"high_threshold_population",1,0.3,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",2,0.3054,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",3,0.3108312336,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",4,0.316291528376748,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",5,0.321778660991135,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",6,0.327290360554099,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",7,0.332824312166256,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",8,0.338378160620486,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",9,0.343949514255705,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",10,0.349535948949107,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",11,0.35513501223327,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",12,0.360744227523711,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",13,0.366361098441755,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",14,0.37198311321695,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",15,0.377607749152715,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",16,0.38323247713849,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",17,0.388854766191296,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",18,0.394472088009447,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",19,0.40008192152099,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",20,0.405681757409502,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",21,0.411269102599993,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",22,0.416841484687856,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",23,0.422396456294221,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",24,0.427931599331451,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",25,0.43344452916314,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",26,0.438932898643576,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",27,0.444394402022417,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",28,0.449826778701135,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",29,0.455227816828703,0,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",30,0.463928690058313,0.0133333333333333,2,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",31,0.47590402424836,0.0266666666666667,2,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",32,0.489455092697313,0.0333333333333333,1,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",33,0.506222760634205,0.0466666666666667,2,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",34,0.532825650784534,0.0866666666666667,6,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",35,0.570787626676044,0.133333333333333,7,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",36,0.631545981552334,0.226666666666667,14,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",37,0.736205014592974,0.406666666666667,27,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",38,0.879944585423623,0.573333333333333,25,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",39,1.09037082404968,0.86,43,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",40,1.32552560741362,1,21,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",41,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",42,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",43,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",44,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",45,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",46,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",47,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",48,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",49,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",50,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",51,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",52,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",53,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",54,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",55,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",56,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
"high_threshold_population",57,1.5,1,0,0.696795443159838,0.45,0.95,0.25,0.04
