step,control_parameter,stable_state_positive,stable_state_negative,neutral_state,order_parameter_magnitude,phase_label
88,-0.63,0.0,0.0,0.0,0.0,single neutral phase
89,-0.62,0.0,0.0,0.0,0.0,single neutral phase
90,-0.61,0.0,0.0,0.0,0.0,single neutral phase
91,-0.6,0.0,0.0,0.0,0.0,single neutral phase
92,-0.59,0.0,0.0,0.0,0.0,single neutral phase
93,-0.58,0.0,0.0,0.0,0.0,single neutral phase
94,-0.57,0.0,0.0,0.0,0.0,single neutral phase
95,-0.56,0.0,0.0,0.0,0.0,single neutral phase
96,-0.55,0.0,0.0,0.0,0.0,single neutral phase
97,-0.54,0.0,0.0,0.0,0.0,single neutral phase
98,-0.53,0.0,0.0,0.0,0.0,single neutral phase
99,-0.52,0.0,0.0,0.0,0.0,single neutral phase
100,-0.51,0.0,0.0,0.0,0.0,single neutral phase
101,-0.5,0.0,0.0,0.0,0.0,single neutral phase
102,-0.49,0.0,0.0,0.0,0.0,single neutral phase
103,-0.48,0.0,0.0,0.0,0.0,single neutral phase
104,-0.47,0.0,0.0,0.0,0.0,single neutral phase
105,-0.46,0.0,0.0,0.0,0.0,single neutral phase
106,-0.45,0.0,0.0,0.0,0.0,single neutral phase
107,-0.44,0.0,0.0,0.0,0.0,single neutral phase
108,-0.43,0.0,0.0,0.0,0.0,single neutral phase
109,-0.42,0.0,0.0,0.0,0.0,single neutral phase
110,-0.41,0.0,0.0,0.0,0.0,single neutral phase
111,-0.4,0.0,0.0,0.0,0.0,single neutral phase
112,-0.39,0.0,0.0,0.0,0.0,single neutral phase
113,-0.38,0.0,0.0,0.0,0.0,single neutral phase
114,-0.37,0.0,0.0,0.0,0.0,single neutral phase
115,-0.36,0.0,0.0,0.0,0.0,single neutral phase
116,-0.35,0.0,0.0,0.0,0.0,single neutral phase
117,-0.34,0.0,0.0,0.0,0.0,single neutral phase
118,-0.33,0.0,0.0,0.0,0.0,single neutral phase
119,-0.32,0.0,0.0,0.0,0.0,single neutral phase
120,-0.31,0.0,0.0,0.0,0.0,single neutral phase
121,-0.3,0.0,0.0,0.0,0.0,single neutral phase
122,-0.29,0.0,0.0,0.0,0.0,single neutral phase
123,-0.28,0.0,0.0,0.0,0.0,single neutral phase
124,-0.27,0.0,0.0,0.0,0.0,single neutral phase
125,-0.26,0.0,0.0,0.0,0.0,single neutral phase
126,-0.25,0.0,0.0,0.0,0.0,single neutral phase
127,-0.24,0.0,0.0,0.0,0.0,single neutral phase
128,-0.23,0.0,0.0,0.0,0.0,single neutral phase
129,-0.22,0.0,0.0,0.0,0.0,single neutral phase
130,-0.21,0.0,0.0,0.0,0.0,single neutral phase
131,-0.2,0.0,0.0,0.0,0.0,single neutral phase
132,-0.19,0.0,0.0,0.0,0.0,single neutral phase
133,-0.18,0.0,0.0,0.0,0.0,single neutral phase
134,-0.17,0.0,0.0,0.0,0.0,single neutral phase
135,-0.16,0.0,0.0,0.0,0.0,single neutral phase
136,-0.15,0.0,0.0,0.0,0.0,single neutral phase
137,-0.14,0.0,0.0,0.0,0.0,single neutral phase
138,-0.13,0.0,0.0,0.0,0.0,single neutral phase
139,-0.12,0.0,0.0,0.0,0.0,single neutral phase
140,-0.11,0.0,0.0,0.0,0.0,single neutral phase
141,-0.1,0.0,0.0,0.0,0.0,single neutral phase
142,-0.09,0.0,0.0,0.0,0.0,single neutral phase
143,-0.08,0.0,0.0,0.0,0.0,single neutral phase
144,-0.07,0.0,0.0,0.0,0.0,single neutral phase
145,-0.06,0.0,0.0,0.0,0.0,single neutral phase
146,-0.05,0.0,0.0,0.0,0.0,single neutral phase
147,-0.04,0.0,0.0,0.0,0.0,single neutral phase
148,-0.03,0.0,0.0,0.0,0.0,single neutral phase
149,-0.02,0.0,0.0,0.0,0.0,single neutral phase
150,-0.01,0.0,0.0,0.0,0.0,single neutral phase
151,0.0,0.0,0.0,0.0,0.0,single neutral phase
152,0.01,0.1,-0.1,0.0,0.1,two ordered phases
153,0.02,0.141421,-0.141421,0.0,0.141421,two ordered phases
154,0.03,0.173205,-0.173205,0.0,0.173205,two ordered phases
155,0.04,0.2,-0.2,0.0,0.2,two ordered phases
156,0.05,0.223607,-0.223607,0.0,0.223607,two ordered phases
157,0.06,0.244949,-0.244949,0.0,0.244949,two ordered phases
158,0.07,0.264575,-0.264575,0.0,0.264575,two ordered phases
159,0.08,0.282843,-0.282843,0.0,0.282843,two ordered phases
160,0.09,0.3,-0.3,0.0,0.3,two ordered phases
161,0.1,0.316228,-0.316228,0.0,0.316228,two ordered phases
162,0.11,0.331662,-0.331662,0.0,0.331662,two ordered phases
163,0.12,0.34641,-0.34641,0.0,0.34641,two ordered phases
164,0.13,0.360555,-0.360555,0.0,0.360555,two ordered phases
165,0.14,0.374166,-0.374166,0.0,0.374166,two ordered phases
166,0.15,0.387298,-0.387298,0.0,0.387298,two ordered phases
167,0.16,0.4,-0.4,0.0,0.4,two ordered phases
168,0.17,0.412311,-0.412311,0.0,0.412311,two ordered phases
169,0.18,0.424264,-0.424264,0.0,0.424264,two ordered phases
170,0.19,0.43589,-0.43589,0.0,0.43589,two ordered phases
171,0.2,0.447214,-0.447214,0.0,0.447214,two ordered phases
172,0.21,0.458258,-0.458258,0.0,0.458258,two ordered phases
173,0.22,0.469042,-0.469042,0.0,0.469042,two ordered phases
174,0.23,0.479583,-0.479583,0.0,0.479583,two ordered phases
175,0.24,0.489898,-0.489898,0.0,0.489898,two ordered phases
176,0.25,0.5,-0.5,0.0,0.5,two ordered phases
177,0.26,0.509902,-0.509902,0.0,0.509902,two ordered phases
178,0.27,0.519615,-0.519615,0.0,0.519615,two ordered phases
179,0.28,0.52915,-0.52915,0.0,0.52915,two ordered phases
180,0.29,0.538516,-0.538516,0.0,0.538516,two ordered phases
181,0.3,0.547723,-0.547723,0.0,0.547723,two ordered phases
182,0.31,0.556776,-0.556776,0.0,0.556776,two ordered phases
183,0.32,0.565685,-0.565685,0.0,0.565685,two ordered phases
184,0.33,0.574456,-0.574456,0.0,0.574456,two ordered phases
185,0.34,0.583095,-0.583095,0.0,0.583095,two ordered phases
186,0.35,0.591608,-0.591608,0.0,0.591608,two ordered phases
187,0.36,0.6,-0.6,0.0,0.6,two ordered phases
188,0.37,0.608276,-0.608276,0.0,0.608276,two ordered phases
189,0.38,0.616441,-0.616441,0.0,0.616441,two ordered phases
190,0.39,0.6245,-0.6245,0.0,0.6245,two ordered phases
191,0.4,0.632456,-0.632456,0.0,0.632456,two ordered phases
192,0.41,0.640312,-0.640312,0.0,0.640312,two ordered phases
193,0.42,0.648074,-0.648074,0.0,0.648074,two ordered phases
194,0.43,0.655744,-0.655744,0.0,0.655744,two ordered phases
195,0.44,0.663325,-0.663325,0.0,0.663325,two ordered phases
196,0.45,0.67082,-0.67082,0.0,0.67082,two ordered phases
197,0.46,0.678233,-0.678233,0.0,0.678233,two ordered phases
198,0.47,0.685565,-0.685565,0.0,0.685565,two ordered phases
199,0.48,0.69282,-0.69282,0.0,0.69282,two ordered phases
200,0.49,0.7,-0.7,0.0,0.7,two ordered phases
201,0.5,0.707107,-0.707107,0.0,0.707107,two ordered phases
202,0.51,0.714143,-0.714143,0.0,0.714143,two ordered phases
203,0.52,0.72111,-0.72111,0.0,0.72111,two ordered phases
204,0.53,0.728011,-0.728011,0.0,0.728011,two ordered phases
205,0.54,0.734847,-0.734847,0.0,0.734847,two ordered phases
206,0.55,0.74162,-0.74162,0.0,0.74162,two ordered phases
207,0.56,0.748331,-0.748331,0.0,0.748331,two ordered phases
208,0.57,0.754983,-0.754983,0.0,0.754983,two ordered phases
209,0.58,0.761577,-0.761577,0.0,0.761577,two ordered phases
210,0.59,0.768115,-0.768115,0.0,0.768115,two ordered phases
211,0.6,0.774597,-0.774597,0.0,0.774597,two ordered phases
212,0.61,0.781025,-0.781025,0.0,0.781025,two ordered phases
213,0.62,0.787401,-0.787401,0.0,0.787401,two ordered phases
214,0.63,0.793725,-0.793725,0.0,0.793725,two ordered phases
215,0.64,0.8,-0.8,0.0,0.8,two ordered phases
216,0.65,0.806226,-0.806226,0.0,0.806226,two ordered phases
217,0.66,0.812404,-0.812404,0.0,0.812404,two ordered phases
218,0.67,0.818535,-0.818535,0.0,0.818535,two ordered phases
219,0.68,0.824621,-0.824621,0.0,0.824621,two ordered phases
220,0.69,0.830662,-0.830662,0.0,0.830662,two ordered phases
221,0.7,0.83666,-0.83666,0.0,0.83666,two ordered phases
222,0.71,0.842615,-0.842615,0.0,0.842615,two ordered phases
223,0.72,0.848528,-0.848528,0.0,0.848528,two ordered phases
224,0.73,0.8544,-0.8544,0.0,0.8544,two ordered phases
225,0.74,0.860233,-0.860233,0.0,0.860233,two ordered phases
226,0.75,0.866025,-0.866025,0.0,0.866025,two ordered phases
227,0.76,0.87178,-0.87178,0.0,0.87178,two ordered phases
228,0.77,0.877496,-0.877496,0.0,0.877496,two ordered phases
229,0.78,0.883176,-0.883176,0.0,0.883176,two ordered phases
230,0.79,0.888819,-0.888819,0.0,0.888819,two ordered phases
231,0.8,0.894427,-0.894427,0.0,0.894427,two ordered phases
232,0.81,0.9,-0.9,0.0,0.9,two ordered phases
233,0.82,0.905539,-0.905539,0.0,0.905539,two ordered phases
234,0.83,0.911043,-0.911043,0.0,0.911043,two ordered phases
235,0.84,0.916515,-0.916515,0.0,0.916515,two ordered phases
236,0.85,0.921954,-0.921954,0.0,0.921954,two ordered phases
237,0.86,0.927362,-0.927362,0.0,0.927362,two ordered phases
238,0.87,0.932738,-0.932738,0.0,0.932738,two ordered phases
239,0.88,0.938083,-0.938083,0.0,0.938083,two ordered phases
240,0.89,0.943398,-0.943398,0.0,0.943398,two ordered phases
241,0.9,0.948683,-0.948683,0.0,0.948683,two ordered phases
242,0.91,0.953939,-0.953939,0.0,0.953939,two ordered phases
243,0.92,0.959166,-0.959166,0.0,0.959166,two ordered phases
244,0.93,0.964365,-0.964365,0.0,0.964365,two ordered phases
245,0.94,0.969536,-0.969536,0.0,0.969536,two ordered phases
246,0.95,0.974679,-0.974679,0.0,0.974679,two ordered phases
247,0.96,0.979796,-0.979796,0.0,0.979796,two ordered phases
248,0.97,0.984886,-0.984886,0.0,0.984886,two ordered phases
249,0.98,0.989949,-0.989949,0.0,0.989949,two ordered phases
250,0.99,0.994987,-0.994987,0.0,0.994987,two ordered phases
251,1.0,1.0,-1.0,0.0,1.0,two ordered phases
252,1.01,1.004988,-1.004988,0.0,1.004988,two ordered phases
253,1.02,1.00995,-1.00995,0.0,1.00995,two ordered phases
254,1.03,1.014889,-1.014889,0.0,1.014889,two ordered phases
255,1.04,1.019804,-1.019804,0.0,1.019804,two ordered phases
256,1.05,1.024695,-1.024695,0.0,1.024695,two ordered phases
257,1.06,1.029563,-1.029563,0.0,1.029563,two ordered phases
258,1.07,1.034408,-1.034408,0.0,1.034408,two ordered phases
259,1.08,1.03923,-1.03923,0.0,1.03923,two ordered phases
260,1.09,1.044031,-1.044031,0.0,1.044031,two ordered phases
261,1.1,1.048809,-1.048809,0.0,1.048809,two ordered phases
262,1.11,1.053565,-1.053565,0.0,1.053565,two ordered phases
263,1.12,1.058301,-1.058301,0.0,1.058301,two ordered phases
264,1.13,1.063015,-1.063015,0.0,1.063015,two ordered phases
265,1.14,1.067708,-1.067708,0.0,1.067708,two ordered phases
266,1.15,1.072381,-1.072381,0.0,1.072381,two ordered phases
267,1.16,1.077033,-1.077033,0.0,1.077033,two ordered phases
268,1.17,1.081665,-1.081665,0.0,1.081665,two ordered phases
269,1.18,1.086278,-1.086278,0.0,1.086278,two ordered phases
270,1.19,1.090871,-1.090871,0.0,1.090871,two ordered phases
271,1.2,1.095445,-1.095445,0.0,1.095445,two ordered phases
272,1.21,1.1,-1.1,0.0,1.1,two ordered phases
273,1.22,1.104536,-1.104536,0.0,1.104536,two ordered phases
274,1.23,1.109054,-1.109054,0.0,1.109054,two ordered phases
275,1.24,1.113553,-1.113553,0.0,1.113553,two ordered phases
276,1.25,1.118034,-1.118034,0.0,1.118034,two ordered phases
277,1.26,1.122497,-1.122497,0.0,1.122497,two ordered phases
278,1.27,1.126943,-1.126943,0.0,1.126943,two ordered phases
279,1.28,1.131371,-1.131371,0.0,1.131371,two ordered phases
280,1.29,1.135782,-1.135782,0.0,1.135782,two ordered phases
281,1.3,1.140175,-1.140175,0.0,1.140175,two ordered phases
282,1.31,1.144552,-1.144552,0.0,1.144552,two ordered phases
283,1.32,1.148913,-1.148913,0.0,1.148913,two ordered phases
284,1.33,1.153256,-1.153256,0.0,1.153256,two ordered phases
285,1.34,1.157584,-1.157584,0.0,1.157584,two ordered phases
286,1.35,1.161895,-1.161895,0.0,1.161895,two ordered phases
287,1.36,1.16619,-1.16619,0.0,1.16619,two ordered phases
288,1.37,1.17047,-1.17047,0.0,1.17047,two ordered phases
289,1.38,1.174734,-1.174734,0.0,1.174734,two ordered phases
290,1.39,1.178983,-1.178983,0.0,1.178983,two ordered phases
291,1.4,1.183216,-1.183216,0.0,1.183216,two ordered phases
292,1.41,1.187434,-1.187434,0.0,1.187434,two ordered phases
293,1.42,1.191638,-1.191638,0.0,1.191638,two ordered phases
294,1.43,1.195826,-1.195826,0.0,1.195826,two ordered phases
295,1.44,1.2,-1.2,0.0,1.2,two ordered phases
296,1.45,1.204159,-1.204159,0.0,1.204159,two ordered phases
297,1.46,1.208305,-1.208305,0.0,1.208305,two ordered phases
298,1.47,1.212436,-1.212436,0.0,1.212436,two ordered phases
299,1.48,1.216553,-1.216553,0.0,1.216553,two ordered phases
300,1.49,1.220656,-1.220656,0.0,1.220656,two ordered phases
301,1.5,1.224745,-1.224745,0.0,1.224745,two ordered phases
