scenario,time,event_type,event_entity_id,queue_length,busy_servers
baseline_single_server,510.425138,departure,82,0,1
baseline_single_server,510.759197,departure,83,0,0
baseline_single_server,512.271642,arrival,84,0,1
baseline_single_server,513.781724,arrival,85,1,1
baseline_single_server,515.121167,arrival,86,2,1
baseline_single_server,515.909628,arrival,87,3,1
baseline_single_server,517.296959,departure,84,2,1
baseline_single_server,521.144226,departure,85,1,1
baseline_single_server,524.053002,departure,86,0,1
baseline_single_server,531.03186,departure,87,0,0
baseline_single_server,531.139133,arrival,88,0,1
baseline_single_server,532.099257,departure,88,0,0
baseline_single_server,540.292708,arrival,89,0,1
baseline_single_server,540.859131,arrival,90,1,1
baseline_single_server,542.856184,departure,89,0,1
baseline_single_server,543.919777,arrival,91,1,1
baseline_single_server,545.716549,departure,90,0,1
baseline_single_server,550.802506,departure,91,0,0
baseline_single_server,551.174868,arrival,92,0,1
baseline_single_server,551.645796,departure,92,0,0
baseline_single_server,574.205679,arrival,93,0,1
baseline_single_server,576.089585,departure,93,0,0
baseline_single_server,577.067923,arrival,94,0,1
baseline_single_server,578.367433,departure,94,0,0
baseline_single_server,588.057543,arrival,95,0,1
baseline_single_server,589.229648,arrival,96,1,1
baseline_single_server,590.76354,departure,95,0,1
baseline_single_server,592.247565,departure,96,0,0
baseline_single_server,592.273963,arrival,97,0,1
baseline_single_server,593.870763,arrival,98,1,1
baseline_single_server,597.123123,arrival,99,2,1
higher_arrival_pressure,0.0,arrival,1,0,1
higher_arrival_pressure,0.187213,arrival,2,1,1
higher_arrival_pressure,0.927245,arrival,3,2,1
higher_arrival_pressure,3.883848,arrival,4,3,1
higher_arrival_pressure,5.415753,departure,1,2,1
higher_arrival_pressure,9.187016,arrival,5,3,1
higher_arrival_pressure,12.061552,arrival,6,4,1
higher_arrival_pressure,12.57394,departure,2,3,1
higher_arrival_pressure,12.661863,departure,3,2,1
higher_arrival_pressure,15.236039,departure,4,1,1
higher_arrival_pressure,15.345826,arrival,7,2,1
higher_arrival_pressure,17.353366,departure,5,1,1
higher_arrival_pressure,20.952582,departure,6,0,1
higher_arrival_pressure,24.452946,arrival,8,1,1
higher_arrival_pressure,27.16381,arrival,9,2,1
higher_arrival_pressure,27.351633,departure,7,1,1
higher_arrival_pressure,28.08673,arrival,10,2,1
higher_arrival_pressure,36.001506,departure,8,1,1
higher_arrival_pressure,36.25826,arrival,11,2,1
higher_arrival_pressure,36.737506,arrival,12,3,1
higher_arrival_pressure,38.144132,departure,9,2,1
higher_arrival_pressure,40.158088,arrival,13,3,1
higher_arrival_pressure,41.258377,departure,10,2,1
higher_arrival_pressure,45.391818,departure,11,1,1
higher_arrival_pressure,47.204424,arrival,14,2,1
higher_arrival_pressure,48.603587,departure,12,1,1
higher_arrival_pressure,50.75399,departure,13,0,1
higher_arrival_pressure,50.981976,departure,14,0,0
higher_arrival_pressure,51.280806,arrival,15,0,1
higher_arrival_pressure,51.581588,arrival,16,1,1
higher_arrival_pressure,60.281402,arrival,17,2,1
higher_arrival_pressure,61.953802,arrival,18,3,1
higher_arrival_pressure,64.215587,departure,15,2,1
higher_arrival_pressure,67.573193,departure,16,1,1
higher_arrival_pressure,68.067488,departure,17,0,1
higher_arrival_pressure,72.410925,arrival,19,1,1
higher_arrival_pressure,76.591767,arrival,20,2,1
higher_arrival_pressure,76.866477,departure,18,1,1
higher_arrival_pressure,82.035107,departure,19,0,1
higher_arrival_pressure,82.484311,departure,20,0,0
higher_arrival_pressure,89.448398,arrival,21,0,1
higher_arrival_pressure,94.090497,arrival,22,1,1
higher_arrival_pressure,96.475346,departure,21,0,1
higher_arrival_pressure,98.304357,departure,22,0,0
higher_arrival_pressure,105.003717,arrival,23,0,1
higher_arrival_pressure,108.587844,arrival,24,1,1
higher_arrival_pressure,109.456909,arrival,25,2,1
higher_arrival_pressure,110.493857,departure,23,1,1
higher_arrival_pressure,117.394169,departure,24,0,1
higher_arrival_pressure,117.627785,departure,25,0,0
higher_arrival_pressure,118.439024,arrival,26,0,1
higher_arrival_pressure,120.525153,departure,26,0,0
higher_arrival_pressure,122.701114,arrival,27,0,1
higher_arrival_pressure,123.681137,arrival,28,1,1
higher_arrival_pressure,126.917273,departure,27,0,1
higher_arrival_pressure,130.566794,departure,28,0,0
higher_arrival_pressure,140.249762,arrival,29,0,1
higher_arrival_pressure,140.822384,arrival,30,1,1
higher_arrival_pressure,143.354555,departure,29,0,1
higher_arrival_pressure,148.013774,arrival,31,1,1
higher_arrival_pressure,153.994208,arrival,32,2,1
higher_arrival_pressure,154.195265,arrival,33,3,1
higher_arrival_pressure,157.473605,departure,30,2,1
higher_arrival_pressure,161.659763,departure,31,1,1
higher_arrival_pressure,162.056831,departure,32,0,1
higher_arrival_pressure,162.675009,departure,33,0,0
higher_arrival_pressure,170.375509,arrival,34,0,1
higher_arrival_pressure,170.804909,arrival,35,1,1
higher_arrival_pressure,171.601859,arrival,36,2,1
higher_arrival_pressure,175.343866,departure,34,1,1
higher_arrival_pressure,175.868159,departure,35,0,1
higher_arrival_pressure,179.350541,departure,36,0,0
higher_arrival_pressure,179.447091,arrival,37,0,1
higher_arrival_pressure,179.623063,departure,37,0,0
higher_arrival_pressure,182.234366,arrival,38,0,1
higher_arrival_pressure,182.246378,arrival,39,1,1
higher_arrival_pressure,192.864028,departure,38,0,1
higher_arrival_pressure,193.467457,departure,39,0,0
higher_arrival_pressure,200.128981,arrival,40,0,1
higher_arrival_pressure,206.445563,arrival,41,1,1
higher_arrival_pressure,217.595627,arrival,42,2,1
higher_arrival_pressure,220.704572,departure,40,1,1
higher_arrival_pressure,222.577061,departure,41,0,1
higher_arrival_pressure,227.8964,arrival,43,1,1
higher_arrival_pressure,228.31931,departure,42,0,1
higher_arrival_pressure,231.179148,arrival,44,1,1
higher_arrival_pressure,236.960522,arrival,45,2,1
higher_arrival_pressure,240.91067,departure,43,1,1
higher_arrival_pressure,245.798051,arrival,46,2,1
higher_arrival_pressure,248.117579,arrival,47,3,1
higher_arrival_pressure,249.757899,departure,44,2,1
higher_arrival_pressure,250.201358,departure,45,1,1
higher_arrival_pressure,251.250403,departure,46,0,1
higher_arrival_pressure,254.0512,arrival,48,1,1
higher_arrival_pressure,256.520833,arrival,49,2,1
higher_arrival_pressure,262.022415,arrival,50,3,1
higher_arrival_pressure,263.786056,departure,47,2,1
higher_arrival_pressure,265.156686,departure,48,1,1
higher_arrival_pressure,266.10409,arrival,51,2,1
higher_arrival_pressure,269.168831,departure,49,1,1
higher_arrival_pressure,270.97124,departure,50,0,1
higher_arrival_pressure,272.908392,departure,51,0,0
higher_arrival_pressure,277.702129,arrival,52,0,1
higher_arrival_pressure,278.592168,departure,52,0,0
higher_arrival_pressure,278.680961,arrival,53,0,1
higher_arrival_pressure,284.248654,departure,53,0,0
higher_arrival_pressure,287.045669,arrival,54,0,1
higher_arrival_pressure,292.080258,departure,54,0,0
higher_arrival_pressure,303.009248,arrival,55,0,1
higher_arrival_pressure,304.149909,departure,55,0,0
higher_arrival_pressure,318.198771,arrival,56,0,1
higher_arrival_pressure,319.189199,arrival,57,1,1
higher_arrival_pressure,319.307923,departure,56,0,1
higher_arrival_pressure,321.494661,arrival,58,1,1
higher_arrival_pressure,322.707598,arrival,59,2,1
higher_arrival_pressure,325.627005,arrival,60,3,1
higher_arrival_pressure,325.927839,arrival,61,4,1
higher_arrival_pressure,326.059185,arrival,62,5,1
higher_arrival_pressure,329.817494,arrival,63,6,1
higher_arrival_pressure,334.341183,arrival,64,7,1
higher_arrival_pressure,337.746227,arrival,65,8,1
higher_arrival_pressure,340.058108,departure,57,7,1
higher_arrival_pressure,349.027318,departure,58,6,1
higher_arrival_pressure,349.466696,arrival,66,7,1
higher_arrival_pressure,353.585634,arrival,67,8,1
higher_arrival_pressure,355.041995,arrival,68,9,1
higher_arrival_pressure,355.704839,arrival,69,10,1
higher_arrival_pressure,362.585063,arrival,70,11,1
higher_arrival_pressure,362.747268,departure,59,10,1
higher_arrival_pressure,362.775152,departure,60,9,1
higher_arrival_pressure,363.384858,arrival,71,10,1
higher_arrival_pressure,364.018095,arrival,72,11,1
higher_arrival_pressure,368.236402,departure,61,10,1
higher_arrival_pressure,368.656383,arrival,73,11,1
higher_arrival_pressure,369.25646,departure,62,10,1
higher_arrival_pressure,369.323946,departure,63,9,1
higher_arrival_pressure,371.292358,arrival,74,10,1
higher_arrival_pressure,371.468594,departure,64,9,1
higher_arrival_pressure,372.844252,departure,65,8,1
higher_arrival_pressure,373.187904,arrival,75,9,1
higher_arrival_pressure,373.497487,departure,66,8,1
higher_arrival_pressure,377.269751,arrival,76,9,1
higher_arrival_pressure,378.330509,arrival,77,10,1
higher_arrival_pressure,378.544033,arrival,78,11,1
higher_arrival_pressure,378.858852,departure,67,10,1
higher_arrival_pressure,380.031149,arrival,79,11,1
higher_arrival_pressure,381.551227,arrival,80,12,1
higher_arrival_pressure,384.321564,departure,68,11,1
higher_arrival_pressure,384.668843,departure,69,10,1
higher_arrival_pressure,386.516691,arrival,81,11,1
higher_arrival_pressure,387.247189,arrival,82,12,1
higher_arrival_pressure,388.450458,arrival,83,13,1
higher_arrival_pressure,390.192309,departure,70,12,1
higher_arrival_pressure,393.121646,departure,71,11,1
higher_arrival_pressure,394.678493,arrival,84,12,1
higher_arrival_pressure,396.283103,arrival,85,13,1
higher_arrival_pressure,397.77024,departure,72,12,1
higher_arrival_pressure,399.385176,departure,73,11,1
higher_arrival_pressure,401.540186,arrival,86,12,1
higher_arrival_pressure,402.365806,departure,74,11,1
higher_arrival_pressure,404.335845,arrival,87,12,1
higher_arrival_pressure,410.979756,arrival,88,13,1
higher_arrival_pressure,413.425024,departure,75,12,1
higher_arrival_pressure,414.766436,arrival,89,13,1
higher_arrival_pressure,419.250991,arrival,90,14,1
higher_arrival_pressure,421.910173,departure,76,13,1
higher_arrival_pressure,425.227858,departure,77,12,1
higher_arrival_pressure,425.377835,arrival,91,13,1
higher_arrival_pressure,426.522667,arrival,92,14,1
higher_arrival_pressure,429.118313,departure,78,13,1
higher_arrival_pressure,433.752462,departure,79,12,1
higher_arrival_pressure,439.234856,arrival,93,13,1
higher_arrival_pressure,441.536368,departure,80,12,1
higher_arrival_pressure,441.650608,departure,81,11,1
higher_arrival_pressure,442.170961,departure,82,10,1
higher_arrival_pressure,443.674581,arrival,94,11,1
higher_arrival_pressure,449.402159,arrival,95,12,1
higher_arrival_pressure,451.876911,departure,83,11,1
higher_arrival_pressure,460.580961,arrival,96,12,1
higher_arrival_pressure,461.834028,arrival,97,13,1
higher_arrival_pressure,462.056972,departure,84,12,1
higher_arrival_pressure,466.34507,departure,85,11,1
higher_arrival_pressure,472.297174,departure,86,10,1
higher_arrival_pressure,475.601212,departure,87,9,1
higher_arrival_pressure,476.946797,departure,88,8,1
higher_arrival_pressure,479.972178,departure,89,7,1
higher_arrival_pressure,481.885678,arrival,98,8,1
higher_arrival_pressure,482.790402,departure,90,7,1
higher_arrival_pressure,483.565289,arrival,99,8,1
higher_arrival_pressure,484.691623,departure,91,7,1
higher_arrival_pressure,486.10181,departure,92,6,1
higher_arrival_pressure,486.350471,arrival,100,7,1
higher_arrival_pressure,486.783907,departure,93,6,1
higher_arrival_pressure,488.799508,departure,94,5,1
higher_arrival_pressure,490.862494,departure,95,4,1
higher_arrival_pressure,494.119173,arrival,101,5,1
higher_arrival_pressure,497.816158,departure,96,4,1
higher_arrival_pressure,499.824717,arrival,102,5,1
higher_arrival_pressure,500.51288,departure,97,4,1
higher_arrival_pressure,501.589172,arrival,103,5,1
higher_arrival_pressure,502.874941,arrival,104,6,1
higher_arrival_pressure,505.835823,arrival,105,7,1
higher_arrival_pressure,507.738384,departure,98,6,1
higher_arrival_pressure,508.069712,arrival,106,7,1
higher_arrival_pressure,509.375992,arrival,107,8,1
higher_arrival_pressure,513.661785,arrival,108,9,1
higher_arrival_pressure,517.228356,arrival,109,10,1
higher_arrival_pressure,517.465775,arrival,110,11,1
higher_arrival_pressure,518.419603,arrival,111,12,1
higher_arrival_pressure,528.756991,arrival,112,13,1
higher_arrival_pressure,531.679459,departure,99,12,1
higher_arrival_pressure,532.771295,departure,100,11,1
higher_arrival_pressure,533.665414,departure,101,10,1
higher_arrival_pressure,536.159452,arrival,113,11,1
higher_arrival_pressure,540.389792,arrival,114,12,1
higher_arrival_pressure,546.333376,departure,102,11,1
higher_arrival_pressure,546.390283,arrival,115,12,1
higher_arrival_pressure,547.830195,arrival,116,13,1
higher_arrival_pressure,551.129083,arrival,117,14,1
higher_arrival_pressure,557.134616,departure,103,13,1
higher_arrival_pressure,558.071344,departure,104,12,1
higher_arrival_pressure,559.407512,departure,105,11,1
higher_arrival_pressure,562.797026,arrival,118,12,1
higher_arrival_pressure,569.108596,departure,106,11,1
higher_arrival_pressure,571.5715,arrival,119,12,1
higher_arrival_pressure,572.255072,arrival,120,13,1
higher_arrival_pressure,572.401435,departure,107,12,1
higher_arrival_pressure,574.077174,departure,108,11,1
higher_arrival_pressure,580.514744,departure,109,10,1
higher_arrival_pressure,580.785133,arrival,121,11,1
higher_arrival_pressure,581.581976,arrival,122,12,1
higher_arrival_pressure,581.851735,departure,110,11,1
higher_arrival_pressure,584.121974,departure,111,10,1
higher_arrival_pressure,586.265978,departure,112,9,1
higher_arrival_pressure,587.207834,arrival,123,10,1
higher_arrival_pressure,588.895638,departure,113,9,1
higher_arrival_pressure,590.134602,arrival,124,10,1
higher_arrival_pressure,591.788207,departure,114,9,1
higher_arrival_pressure,592.300357,departure,115,8,1
higher_arrival_pressure,595.110488,arrival,125,9,1
higher_arrival_pressure,597.414113,departure,116,8,1
higher_arrival_pressure,598.28574,arrival,126,9,1
higher_arrival_pressure,599.898198,arrival,127,10,1
two_servers,0.0,arrival,1,0,1
two_servers,1.750514,arrival,2,0,2
two_servers,2.634118,departure,2,0,1
two_servers,3.549204,departure,1,0,0
two_servers,8.353071,arrival,3,0,1
two_servers,8.487293,departure,3,0,0
two_servers,9.203398,arrival,4,0,1
two_servers,9.243601,departure,4,0,0
two_servers,9.616846,arrival,5,0,1
two_servers,10.184916,arrival,6,0,2
two_servers,12.893922,departure,5,0,1
two_servers,15.560239,departure,6,0,0
two_servers,25.370599,arrival,7,0,1
two_servers,26.955603,arrival,8,0,2
two_servers,27.730936,departure,7,0,1
two_servers,28.749708,departure,8,0,0
two_servers,30.873659,arrival,9,0,1
two_servers,31.128322,arrival,10,0,2
two_servers,31.668297,departure,10,0,1
two_servers,34.329304,arrival,11,0,2
two_servers,34.571445,arrival,12,1,2
two_servers,34.781163,departure,11,0,2
two_servers,35.299216,departure,12,0,1
two_servers,39.247046,departure,9,0,0
two_servers,45.212488,arrival,13,0,1
two_servers,48.484738,arrival,14,0,2
two_servers,48.603507,arrival,15,1,2
two_servers,50.700934,departure,14,0,2
two_servers,50.765877,arrival,16,1,2
two_servers,51.462496,arrival,17,2,2
two_servers,52.458742,arrival,18,3,2
two_servers,53.408648,arrival,19,4,2
two_servers,53.576837,arrival,20,5,2
two_servers,57.310135,arrival,21,6,2
two_servers,61.086323,departure,13,5,2
two_servers,62.008133,departure,15,4,2
two_servers,62.183441,departure,17,3,2
two_servers,62.965671,arrival,22,4,2
two_servers,63.692452,departure,16,3,2
two_servers,67.418259,arrival,23,4,2
two_servers,67.866604,departure,18,3,2
two_servers,68.509346,departure,19,2,2
two_servers,68.746489,arrival,24,3,2
two_servers,71.718268,arrival,25,4,2
two_servers,73.035538,departure,21,3,2
two_servers,74.242853,departure,22,2,2
two_servers,74.310535,arrival,26,3,2
two_servers,75.933851,departure,20,2,2
two_servers,77.006583,departure,23,1,2
two_servers,78.936157,departure,25,0,2
two_servers,79.577765,arrival,27,1,2
two_servers,81.166756,departure,24,0,2
two_servers,81.369498,departure,27,0,1
two_servers,85.674229,arrival,28,0,2
two_servers,86.244588,arrival,29,1,2
two_servers,86.293575,arrival,30,2,2
two_servers,86.720957,departure,26,1,2
two_servers,86.821972,departure,28,0,2
two_servers,90.383397,departure,30,0,1
two_servers,90.960947,arrival,31,0,2
two_servers,91.451383,departure,29,0,1
two_servers,92.965992,departure,31,0,0
two_servers,108.406135,arrival,32,0,1
two_servers,108.9436,departure,32,0,0
two_servers,109.145979,arrival,33,0,1
two_servers,110.531689,arrival,34,0,2
two_servers,110.809425,departure,34,0,1
two_servers,113.642527,arrival,35,0,2
two_servers,113.866031,departure,35,0,1
two_servers,115.535224,arrival,36,0,2
two_servers,116.129163,departure,36,0,1
two_servers,117.421014,departure,33,0,0
two_servers,118.787701,arrival,37,0,1
two_servers,119.446929,arrival,38,0,2
two_servers,123.462592,departure,37,0,1
two_servers,123.8407,departure,38,0,0
two_servers,125.464191,arrival,39,0,1
two_servers,126.623235,arrival,40,0,2
two_servers,126.653971,departure,40,0,1
two_servers,127.68164,arrival,41,0,2
two_servers,128.748589,arrival,42,1,2
two_servers,130.175682,departure,39,0,2
two_servers,131.148281,departure,42,0,1
two_servers,132.03116,arrival,43,0,2
two_servers,132.979405,departure,41,0,1
two_servers,138.152798,arrival,44,0,2
two_servers,139.244914,arrival,45,1,2
two_servers,140.10358,departure,43,0,2
two_servers,140.260168,arrival,46,1,2
two_servers,140.408474,departure,45,0,2
two_servers,142.653237,arrival,47,1,2
two_servers,145.705003,arrival,48,2,2
two_servers,148.339714,arrival,49,3,2
two_servers,149.508651,departure,46,2,2
two_servers,150.568879,arrival,50,3,2
two_servers,151.028055,departure,47,2,2
two_servers,151.75722,arrival,51,3,2
two_servers,152.891086,departure,44,2,2
two_servers,153.373432,departure,48,1,2
two_servers,153.716873,departure,50,0,2
two_servers,154.397537,arrival,52,1,2
two_servers,155.037553,departure,51,0,2
two_servers,159.905314,departure,52,0,1
two_servers,163.975137,arrival,53,0,2
two_servers,164.232704,arrival,54,1,2
two_servers,165.900949,departure,49,0,2
two_servers,166.623887,departure,53,0,1
two_servers,167.74162,arrival,55,0,2
two_servers,168.03491,arrival,56,1,2
two_servers,172.943926,arrival,57,2,2
two_servers,174.03244,arrival,58,3,2
two_servers,176.573482,arrival,59,4,2
two_servers,176.946398,departure,54,3,2
two_servers,178.212611,departure,56,2,2
two_servers,178.313361,departure,55,1,2
two_servers,182.045673,departure,58,0,2
two_servers,182.390276,departure,59,0,1
two_servers,182.391505,arrival,60,0,2
two_servers,183.448413,arrival,61,1,2
two_servers,183.705592,departure,57,0,2
two_servers,183.949453,arrival,62,1,2
two_servers,184.808683,departure,60,0,2
two_servers,184.908757,arrival,63,1,2
two_servers,186.007039,departure,62,0,2
two_servers,187.939618,arrival,64,1,2
two_servers,189.220776,arrival,65,2,2
two_servers,189.415539,departure,63,1,2
two_servers,190.533045,arrival,66,2,2
two_servers,192.534808,departure,64,1,2
two_servers,192.908736,departure,65,0,2
two_servers,196.794144,departure,61,0,1
two_servers,198.531986,arrival,67,0,2
two_servers,203.758515,departure,67,0,1
two_servers,203.958412,departure,66,0,0
two_servers,207.800772,arrival,68,0,1
two_servers,209.989024,departure,68,0,0
two_servers,213.210555,arrival,69,0,1
two_servers,219.375952,departure,69,0,0
two_servers,224.167301,arrival,70,0,1
two_servers,226.876378,departure,70,0,0
two_servers,228.036285,arrival,71,0,1
two_servers,228.867395,arrival,72,0,2
two_servers,228.890643,departure,72,0,1
two_servers,233.304045,arrival,73,0,2
two_servers,233.381888,departure,71,0,1
two_servers,234.546905,arrival,74,0,2
two_servers,235.17656,departure,74,0,1
two_servers,235.340543,arrival,75,0,2
two_servers,235.412228,departure,75,0,1
two_servers,236.034541,arrival,76,0,2
two_servers,236.46303,arrival,77,1,2
two_servers,236.791341,departure,73,0,2
two_servers,238.291609,departure,76,0,1
two_servers,238.783089,arrival,78,0,2
two_servers,239.406764,departure,78,0,1
two_servers,240.010941,arrival,79,0,2
two_servers,241.413305,departure,77,0,1
two_servers,244.553414,departure,79,0,0
two_servers,248.43742,arrival,80,0,1
two_servers,252.223746,arrival,81,0,2
two_servers,253.518273,arrival,82,1,2
two_servers,253.747084,departure,80,0,2
two_servers,254.797872,arrival,83,1,2
two_servers,256.317828,departure,81,0,2
two_servers,256.392563,departure,83,0,1
two_servers,258.556619,departure,82,0,0
two_servers,260.474388,arrival,84,0,1
two_servers,261.040763,departure,84,0,0
two_servers,265.767964,arrival,85,0,1
two_servers,265.822071,arrival,86,0,2
two_servers,266.123663,departure,85,0,1
two_servers,268.576844,arrival,87,0,2
