scenario,entity_id,arrival_time,service_start,departure_time,service_time,waiting_time,time_in_system,met_service_level
baseline_single_server,47,276.182639,280.02548,282.518472,2.492992,3.842841,6.335832,True
baseline_single_server,48,284.908188,284.908188,287.092965,2.184777,0.0,2.184777,True
baseline_single_server,49,285.272829,287.092965,290.516329,3.423364,1.820136,5.2435,True
baseline_single_server,50,316.118806,316.118806,325.081069,8.962262,0.0,8.962262,True
baseline_single_server,51,335.803061,335.803061,341.601001,5.797941,0.0,5.797941,True
baseline_single_server,52,335.867213,341.601001,345.100838,3.499837,5.733788,9.233625,True
baseline_single_server,53,342.227177,345.100838,345.638472,0.537633,2.873661,3.411295,True
baseline_single_server,54,343.951461,345.638472,348.231718,2.593246,1.687011,4.280257,True
baseline_single_server,55,349.642164,349.642164,363.619983,13.97782,0.0,13.97782,True
baseline_single_server,56,353.001222,363.619983,365.009508,1.389525,10.618762,12.008286,True
baseline_single_server,57,364.591713,365.009508,365.904091,0.894583,0.417795,1.312378,True
baseline_single_server,58,368.449047,368.449047,377.740946,9.291899,0.0,9.291899,True
baseline_single_server,59,381.99115,381.99115,386.621775,4.630625,0.0,4.630625,True
baseline_single_server,60,383.960348,386.621775,387.375706,0.753931,2.661426,3.415358,True
baseline_single_server,61,389.176857,389.176857,392.700401,3.523544,0.0,3.523544,True
baseline_single_server,62,397.163708,397.163708,400.59905,3.435343,0.0,3.435343,True
baseline_single_server,63,405.540951,405.540951,407.321829,1.780878,0.0,1.780878,True
baseline_single_server,64,405.544129,407.321829,416.911233,9.589404,1.7777,11.367103,True
baseline_single_server,65,405.653401,416.911233,425.010335,8.099102,11.257832,19.356933,True
baseline_single_server,66,420.355986,425.010335,438.358107,13.347773,4.654348,18.002121,True
baseline_single_server,67,422.397472,438.358107,438.684127,0.32602,15.960635,16.286654,False
baseline_single_server,68,422.728975,438.684127,445.282885,6.598758,15.955151,22.55391,False
baseline_single_server,69,434.416825,445.282885,445.907498,0.624613,10.86606,11.490673,True
baseline_single_server,70,434.9143,445.907498,448.838839,2.931341,10.993198,13.924539,True
baseline_single_server,71,438.611597,448.838839,450.238666,1.399826,10.227242,11.627068,True
baseline_single_server,72,446.553978,450.238666,459.598274,9.359609,3.684687,13.044296,True
baseline_single_server,73,450.987708,459.598274,465.548629,5.950355,8.610566,14.560921,True
baseline_single_server,74,454.044108,465.548629,470.318964,4.770335,11.504521,16.274856,True
baseline_single_server,75,455.366337,470.318964,472.939108,2.620143,14.952627,17.572771,False
baseline_single_server,76,459.671891,472.939108,476.252433,3.313325,13.267217,16.580542,False
baseline_single_server,77,460.919577,476.252433,476.838684,0.586251,15.332856,15.919107,False
baseline_single_server,78,462.994877,476.838684,477.99551,1.156826,13.843806,15.000632,False
baseline_single_server,79,492.598455,492.598455,496.632462,4.034007,0.0,4.034007,True
baseline_single_server,80,494.890783,496.632462,496.967185,0.334723,1.741679,2.076402,True
baseline_single_server,81,496.343637,496.967185,501.500084,4.532899,0.623548,5.156447,True
baseline_single_server,82,497.725526,501.500084,510.425138,8.925054,3.774557,12.699612,True
baseline_single_server,83,499.169923,510.425138,510.759197,0.334059,11.255215,11.589274,True
baseline_single_server,84,512.271642,512.271642,517.296959,5.025317,0.0,5.025317,True
baseline_single_server,85,513.781724,517.296959,521.144226,3.847267,3.515235,7.362502,True
baseline_single_server,86,515.121167,521.144226,524.053002,2.908776,6.023059,8.931835,True
baseline_single_server,87,515.909628,524.053002,531.03186,6.978858,8.143374,15.122232,True
baseline_single_server,88,531.139133,531.139133,532.099257,0.960124,0.0,0.960124,True
baseline_single_server,89,540.292708,540.292708,542.856184,2.563476,0.0,2.563476,True
baseline_single_server,90,540.859131,542.856184,545.716549,2.860364,1.997054,4.857418,True
baseline_single_server,91,543.919777,545.716549,550.802506,5.085957,1.796772,6.882729,True
baseline_single_server,92,551.174868,551.174868,551.645796,0.470928,0.0,0.470928,True
baseline_single_server,93,574.205679,574.205679,576.089585,1.883906,0.0,1.883906,True
baseline_single_server,94,577.067923,577.067923,578.367433,1.29951,0.0,1.29951,True
baseline_single_server,95,588.057543,588.057543,590.76354,2.705997,0.0,2.705997,True
baseline_single_server,96,589.229648,590.76354,592.247565,1.484025,1.533892,3.017917,True
higher_arrival_pressure,1,0.0,0.0,5.415753,5.415753,0.0,5.415753,True
higher_arrival_pressure,2,0.187213,5.415753,12.57394,7.158187,5.228541,12.386728,True
higher_arrival_pressure,3,0.927245,12.57394,12.661863,0.087923,11.646695,11.734618,True
higher_arrival_pressure,4,3.883848,12.661863,15.236039,2.574176,8.778015,11.352191,True
higher_arrival_pressure,5,9.187016,15.236039,17.353366,2.117327,6.049023,8.16635,True
higher_arrival_pressure,6,12.061552,17.353366,20.952582,3.599216,5.291814,8.89103,True
higher_arrival_pressure,7,15.345826,20.952582,27.351633,6.399051,5.606756,12.005807,True
higher_arrival_pressure,8,24.452946,27.351633,36.001506,8.649873,2.898687,11.54856,True
higher_arrival_pressure,9,27.16381,36.001506,38.144132,2.142627,8.837695,10.980322,True
higher_arrival_pressure,10,28.08673,38.144132,41.258377,3.114245,10.057403,13.171647,True
higher_arrival_pressure,11,36.25826,41.258377,45.391818,4.133441,5.000117,9.133559,True
higher_arrival_pressure,12,36.737506,45.391818,48.603587,3.211769,8.654312,11.866081,True
higher_arrival_pressure,13,40.158088,48.603587,50.75399,2.150403,8.445499,10.595903,True
higher_arrival_pressure,14,47.204424,50.75399,50.981976,0.227986,3.549566,3.777552,True
higher_arrival_pressure,15,51.280806,51.280806,64.215587,12.934781,0.0,12.934781,True
higher_arrival_pressure,16,51.581588,64.215587,67.573193,3.357606,12.633999,15.991606,False
higher_arrival_pressure,17,60.281402,67.573193,68.067488,0.494295,7.291791,7.786086,True
higher_arrival_pressure,18,61.953802,68.067488,76.866477,8.798989,6.113686,14.912675,True
higher_arrival_pressure,19,72.410925,76.866477,82.035107,5.16863,4.455553,9.624182,True
higher_arrival_pressure,20,76.591767,82.035107,82.484311,0.449204,5.44334,5.892544,True
higher_arrival_pressure,21,89.448398,89.448398,96.475346,7.026948,0.0,7.026948,True
higher_arrival_pressure,22,94.090497,96.475346,98.304357,1.829011,2.384849,4.213859,True
higher_arrival_pressure,23,105.003717,105.003717,110.493857,5.49014,0.0,5.49014,True
higher_arrival_pressure,24,108.587844,110.493857,117.394169,6.900312,1.906013,8.806324,True
higher_arrival_pressure,25,109.456909,117.394169,117.627785,0.233617,7.93726,8.170876,True
higher_arrival_pressure,26,118.439024,118.439024,120.525153,2.086129,0.0,2.086129,True
higher_arrival_pressure,27,122.701114,122.701114,126.917273,4.216158,0.0,4.216158,True
higher_arrival_pressure,28,123.681137,126.917273,130.566794,3.649521,3.236136,6.885657,True
higher_arrival_pressure,29,140.249762,140.249762,143.354555,3.104793,0.0,3.104793,True
higher_arrival_pressure,30,140.822384,143.354555,157.473605,14.11905,2.532171,16.651221,True
higher_arrival_pressure,31,148.013774,157.473605,161.659763,4.186158,9.459831,13.64599,True
higher_arrival_pressure,32,153.994208,161.659763,162.056831,0.397067,7.665555,8.062623,True
higher_arrival_pressure,33,154.195265,162.056831,162.675009,0.618179,7.861566,8.479744,True
higher_arrival_pressure,34,170.375509,170.375509,175.343866,4.968357,0.0,4.968357,True
higher_arrival_pressure,35,170.804909,175.343866,175.868159,0.524293,4.538957,5.06325,True
higher_arrival_pressure,36,171.601859,175.868159,179.350541,3.482382,4.2663,7.748682,True
higher_arrival_pressure,37,179.447091,179.447091,179.623063,0.175972,0.0,0.175972,True
higher_arrival_pressure,38,182.234366,182.234366,192.864028,10.629662,0.0,10.629662,True
higher_arrival_pressure,39,182.246378,192.864028,193.467457,0.603429,10.61765,11.221079,True
higher_arrival_pressure,40,200.128981,200.128981,220.704572,20.575591,0.0,20.575591,True
higher_arrival_pressure,41,206.445563,220.704572,222.577061,1.872489,14.259009,16.131499,False
higher_arrival_pressure,42,217.595627,222.577061,228.31931,5.742249,4.981434,10.723683,True
higher_arrival_pressure,43,227.8964,228.31931,240.91067,12.59136,0.42291,13.01427,True
higher_arrival_pressure,44,231.179148,240.91067,249.757899,8.847229,9.731522,18.578751,True
higher_arrival_pressure,45,236.960522,249.757899,250.201358,0.443459,12.797377,13.240836,False
higher_arrival_pressure,46,245.798051,250.201358,251.250403,1.049045,4.403306,5.452352,True
higher_arrival_pressure,47,248.117579,251.250403,263.786056,12.535653,3.132824,15.668477,True
higher_arrival_pressure,48,254.0512,263.786056,265.156686,1.37063,9.734856,11.105486,True
higher_arrival_pressure,49,256.520833,265.156686,269.168831,4.012144,8.635853,12.647997,True
higher_arrival_pressure,50,262.022415,269.168831,270.97124,1.802409,7.146416,8.948824,True
higher_arrival_pressure,51,266.10409,270.97124,272.908392,1.937152,4.86715,6.804302,True
higher_arrival_pressure,52,277.702129,277.702129,278.592168,0.890039,0.0,0.890039,True
higher_arrival_pressure,53,278.680961,278.680961,284.248654,5.567693,0.0,5.567693,True
higher_arrival_pressure,54,287.045669,287.045669,292.080258,5.034589,0.0,5.034589,True
higher_arrival_pressure,55,303.009248,303.009248,304.149909,1.140661,0.0,1.140661,True
higher_arrival_pressure,56,318.198771,318.198771,319.307923,1.109152,0.0,1.109152,True
higher_arrival_pressure,57,319.189199,319.307923,340.058108,20.750185,0.118725,20.868909,True
higher_arrival_pressure,58,321.494661,340.058108,349.027318,8.96921,18.563447,27.532657,False
higher_arrival_pressure,59,322.707598,349.027318,362.747268,13.71995,26.31972,40.03967,False
higher_arrival_pressure,60,325.627005,362.747268,362.775152,0.027884,37.120262,37.148146,False
higher_arrival_pressure,61,325.927839,362.775152,368.236402,5.46125,36.847313,42.308563,False
higher_arrival_pressure,62,326.059185,368.236402,369.25646,1.020058,42.177217,43.197275,False
higher_arrival_pressure,63,329.817494,369.25646,369.323946,0.067486,39.438966,39.506451,False
higher_arrival_pressure,64,334.341183,369.323946,371.468594,2.144648,34.982763,37.127411,False
higher_arrival_pressure,65,337.746227,371.468594,372.844252,1.375658,33.722367,35.098025,False
higher_arrival_pressure,66,349.466696,372.844252,373.497487,0.653235,23.377556,24.030791,False
higher_arrival_pressure,67,353.585634,373.497487,378.858852,5.361365,19.911853,25.273218,False
higher_arrival_pressure,68,355.041995,378.858852,384.321564,5.462711,23.816857,29.279569,False
higher_arrival_pressure,69,355.704839,384.321564,384.668843,0.347279,28.616725,28.964004,False
higher_arrival_pressure,70,362.585063,384.668843,390.192309,5.523467,22.083779,27.607246,False
higher_arrival_pressure,71,363.384858,390.192309,393.121646,2.929336,26.807451,29.736787,False
higher_arrival_pressure,72,364.018095,393.121646,397.77024,4.648594,29.103551,33.752145,False
higher_arrival_pressure,73,368.656383,397.77024,399.385176,1.614937,29.113857,30.728793,False
higher_arrival_pressure,74,371.292358,399.385176,402.365806,2.98063,28.092819,31.073449,False
higher_arrival_pressure,75,373.187904,402.365806,413.425024,11.059218,29.177902,40.23712,False
higher_arrival_pressure,76,377.269751,413.425024,421.910173,8.485149,36.155272,44.640421,False
higher_arrival_pressure,77,378.330509,421.910173,425.227858,3.317685,43.579664,46.897349,False
higher_arrival_pressure,78,378.544033,425.227858,429.118313,3.890456,46.683825,50.574281,False
higher_arrival_pressure,79,380.031149,429.118313,433.752462,4.634148,49.087164,53.721312,False
higher_arrival_pressure,80,381.551227,433.752462,441.536368,7.783907,52.201235,59.985142,False
higher_arrival_pressure,81,386.516691,441.536368,441.650608,0.114239,55.019677,55.133917,False
higher_arrival_pressure,82,387.247189,441.650608,442.170961,0.520353,54.403419,54.923773,False
higher_arrival_pressure,83,388.450458,442.170961,451.876911,9.70595,53.720504,63.426453,False
higher_arrival_pressure,84,394.678493,451.876911,462.056972,10.180061,57.198418,67.378479,False
higher_arrival_pressure,85,396.283103,462.056972,466.34507,4.288098,65.773869,70.061967,False
higher_arrival_pressure,86,401.540186,466.34507,472.297174,5.952104,64.804884,70.756988,False
higher_arrival_pressure,87,404.335845,472.297174,475.601212,3.304038,67.961329,71.265367,False
higher_arrival_pressure,88,410.979756,475.601212,476.946797,1.345585,64.621456,65.967041,False
higher_arrival_pressure,89,414.766436,476.946797,479.972178,3.025381,62.18036,65.205741,False
higher_arrival_pressure,90,419.250991,479.972178,482.790402,2.818225,60.721187,63.539411,False
higher_arrival_pressure,91,425.377835,482.790402,484.691623,1.901221,57.412567,59.313788,False
higher_arrival_pressure,92,426.522667,484.691623,486.10181,1.410187,58.168956,59.579143,False
higher_arrival_pressure,93,439.234856,486.10181,486.783907,0.682097,46.866954,47.54905,False
higher_arrival_pressure,94,443.674581,486.783907,488.799508,2.015602,43.109326,45.124928,False
higher_arrival_pressure,95,449.402159,488.799508,490.862494,2.062986,39.397349,41.460335,False
higher_arrival_pressure,96,460.580961,490.862494,497.816158,6.953664,30.281533,37.235196,False
higher_arrival_pressure,97,461.834028,497.816158,500.51288,2.696722,35.982129,38.678851,False
higher_arrival_pressure,98,481.885678,500.51288,507.738384,7.225504,18.627201,25.852705,False
higher_arrival_pressure,99,483.565289,507.738384,531.679459,23.941076,24.173094,48.11417,False
higher_arrival_pressure,100,486.350471,531.679459,532.771295,1.091835,45.328988,46.420824,False
higher_arrival_pressure,101,494.119173,532.771295,533.665414,0.894119,38.652121,39.54624,False
higher_arrival_pressure,102,499.824717,533.665414,546.333376,12.667962,33.840696,46.508658,False
higher_arrival_pressure,103,501.589172,546.333376,557.134616,10.80124,44.744204,55.545444,False
higher_arrival_pressure,104,502.874941,557.134616,558.071344,0.936729,54.259674,55.196403,False
higher_arrival_pressure,105,505.835823,558.071344,559.407512,1.336168,52.235522,53.571689,False
higher_arrival_pressure,106,508.069712,559.407512,569.108596,9.701084,51.3378,61.038884,False
higher_arrival_pressure,107,509.375992,569.108596,572.401435,3.292839,59.732604,63.025443,False
higher_arrival_pressure,108,513.661785,572.401435,574.077174,1.675739,58.739649,60.415389,False
higher_arrival_pressure,109,517.228356,574.077174,580.514744,6.43757,56.848818,63.286387,False
higher_arrival_pressure,110,517.465775,580.514744,581.851735,1.336991,63.048969,64.38596,False
higher_arrival_pressure,111,518.419603,581.851735,584.121974,2.270239,63.432132,65.702371,False
higher_arrival_pressure,112,528.756991,584.121974,586.265978,2.144004,55.364982,57.508987,False
higher_arrival_pressure,113,536.159452,586.265978,588.895638,2.62966,50.106526,52.736186,False
higher_arrival_pressure,114,540.389792,588.895638,591.788207,2.892568,48.505846,51.398415,False
higher_arrival_pressure,115,546.390283,591.788207,592.300357,0.512151,45.397924,45.910074,False
higher_arrival_pressure,116,547.830195,592.300357,597.414113,5.113756,44.470162,49.583918,False
two_servers,1,0.0,0.0,3.549204,3.549204,0.0,3.549204,True
two_servers,2,1.750514,1.750514,2.634118,0.883604,0.0,0.883604,True
two_servers,3,8.353071,8.353071,8.487293,0.134223,0.0,0.134223,True
two_servers,4,9.203398,9.203398,9.243601,0.040203,0.0,0.040203,True
two_servers,5,9.616846,9.616846,12.893922,3.277076,0.0,3.277076,True
two_servers,6,10.184916,10.184916,15.560239,5.375323,0.0,5.375323,True
two_servers,7,25.370599,25.370599,27.730936,2.360337,0.0,2.360337,True
two_servers,8,26.955603,26.955603,28.749708,1.794105,0.0,1.794105,True
two_servers,9,30.873659,30.873659,39.247046,8.373387,0.0,8.373387,True
two_servers,10,31.128322,31.128322,31.668297,0.539975,0.0,0.539975,True
two_servers,11,34.329304,34.329304,34.781163,0.451858,0.0,0.451858,True
two_servers,12,34.571445,34.781163,35.299216,0.518054,0.209717,0.727771,True
two_servers,13,45.212488,45.212488,61.086323,15.873834,0.0,15.873834,True
two_servers,14,48.484738,48.484738,50.700934,2.216196,0.0,2.216196,True
two_servers,15,48.603507,50.700934,62.008133,11.307199,2.097427,13.404626,True
two_servers,16,50.765877,61.086323,63.692452,2.60613,10.320445,12.926575,True
two_servers,17,51.462496,62.008133,62.183441,0.175308,10.545636,10.720944,True
two_servers,18,52.458742,62.183441,67.866604,5.683163,9.724699,15.407862,True
two_servers,19,53.408648,63.692452,68.509346,4.816894,10.283804,15.100698,True
two_servers,20,53.576837,67.866604,75.933851,8.067247,14.289767,22.357014,False
two_servers,21,57.310135,68.509346,73.035538,4.526191,11.199211,15.725402,True
two_servers,22,62.965671,73.035538,74.242853,1.207316,10.069866,11.277182,True
two_servers,23,67.418259,74.242853,77.006583,2.76373,6.824595,9.588324,True
two_servers,24,68.746489,75.933851,81.166756,5.232905,7.187363,12.420267,True
two_servers,25,71.718268,77.006583,78.936157,1.929574,5.288315,7.217889,True
two_servers,26,74.310535,78.936157,86.720957,7.7848,4.625622,12.410422,True
two_servers,27,79.577765,81.166756,81.369498,0.202742,1.588991,1.791733,True
two_servers,28,85.674229,85.674229,86.821972,1.147743,0.0,1.147743,True
two_servers,29,86.244588,86.720957,91.451383,4.730425,0.476369,5.206794,True
two_servers,30,86.293575,86.821972,90.383397,3.561424,0.528398,4.089822,True
two_servers,31,90.960947,90.960947,92.965992,2.005045,0.0,2.005045,True
two_servers,32,108.406135,108.406135,108.9436,0.537465,0.0,0.537465,True
two_servers,33,109.145979,109.145979,117.421014,8.275036,0.0,8.275036,True
two_servers,34,110.531689,110.531689,110.809425,0.277735,0.0,0.277735,True
two_servers,35,113.642527,113.642527,113.866031,0.223504,0.0,0.223504,True
two_servers,36,115.535224,115.535224,116.129163,0.593938,0.0,0.593938,True
two_servers,37,118.787701,118.787701,123.462592,4.674891,0.0,4.674891,True
two_servers,38,119.446929,119.446929,123.8407,4.39377,0.0,4.39377,True
two_servers,39,125.464191,125.464191,130.175682,4.711491,0.0,4.711491,True
two_servers,40,126.623235,126.623235,126.653971,0.030737,0.0,0.030737,True
two_servers,41,127.68164,127.68164,132.979405,5.297765,0.0,5.297765,True
two_servers,42,128.748589,130.175682,131.148281,0.972599,1.427093,2.399692,True
two_servers,43,132.03116,132.03116,140.10358,8.072421,0.0,8.072421,True
two_servers,44,138.152798,138.152798,152.891086,14.738288,0.0,14.738288,True
two_servers,45,139.244914,140.10358,140.408474,0.304893,0.858666,1.163559,True
two_servers,46,140.260168,140.408474,149.508651,9.100178,0.148305,9.248483,True
two_servers,47,142.653237,149.508651,151.028055,1.519403,6.855414,8.374818,True
two_servers,48,145.705003,151.028055,153.373432,2.345377,5.323052,7.668429,True
two_servers,49,148.339714,152.891086,165.900949,13.009862,4.551372,17.561235,True
two_servers,50,150.568879,153.373432,153.716873,0.343442,2.804553,3.147995,True
two_servers,51,151.75722,153.716873,155.037553,1.32068,1.959653,3.280332,True
two_servers,52,154.397537,155.037553,159.905314,4.867762,0.640016,5.507777,True
two_servers,53,163.975137,163.975137,166.623887,2.64875,0.0,2.64875,True
two_servers,54,164.232704,165.900949,176.946398,11.04545,1.668245,12.713695,True
two_servers,55,167.74162,167.74162,178.313361,10.571741,0.0,10.571741,True
two_servers,56,168.03491,176.946398,178.212611,1.266213,8.911488,10.177701,True
two_servers,57,172.943926,178.212611,183.705592,5.492981,5.268685,10.761665,True
two_servers,58,174.03244,178.313361,182.045673,3.732312,4.280921,8.013233,True
two_servers,59,176.573482,182.045673,182.390276,0.344603,5.472191,5.816794,True
two_servers,60,182.391505,182.391505,184.808683,2.417178,0.0,2.417178,True
two_servers,61,183.448413,183.705592,196.794144,13.088552,0.257179,13.345731,True
two_servers,62,183.949453,184.808683,186.007039,1.198357,0.85923,2.057586,True
two_servers,63,184.908757,186.007039,189.415539,3.408499,1.098282,4.506782,True
two_servers,64,187.939618,189.415539,192.534808,3.11927,1.475921,4.595191,True
two_servers,65,189.220776,192.534808,192.908736,0.373927,3.314033,3.68796,True
two_servers,66,190.533045,192.908736,203.958412,11.049677,2.37569,13.425367,True
two_servers,67,198.531986,198.531986,203.758515,5.226529,0.0,5.226529,True
two_servers,68,207.800772,207.800772,209.989024,2.188252,0.0,2.188252,True
two_servers,69,213.210555,213.210555,219.375952,6.165397,0.0,6.165397,True
two_servers,70,224.167301,224.167301,226.876378,2.709077,0.0,2.709077,True
two_servers,71,228.036285,228.036285,233.381888,5.345602,0.0,5.345602,True
two_servers,72,228.867395,228.867395,228.890643,0.023248,0.0,0.023248,True
two_servers,73,233.304045,233.304045,236.791341,3.487296,0.0,3.487296,True
two_servers,74,234.546905,234.546905,235.17656,0.629654,0.0,0.629654,True
two_servers,75,235.340543,235.340543,235.412228,0.071685,0.0,0.071685,True
two_servers,76,236.034541,236.034541,238.291609,2.257068,0.0,2.257068,True
two_servers,77,236.46303,236.791341,241.413305,4.621964,0.328311,4.950275,True
two_servers,78,238.783089,238.783089,239.406764,0.623675,0.0,0.623675,True
two_servers,79,240.010941,240.010941,244.553414,4.542473,0.0,4.542473,True
two_servers,80,248.43742,248.43742,253.747084,5.309664,0.0,5.309664,True
two_servers,81,252.223746,252.223746,256.317828,4.094082,0.0,4.094082,True
two_servers,82,253.518273,253.747084,258.556619,4.809535,0.228811,5.038346,True
two_servers,83,254.797872,256.317828,256.392563,0.074735,1.519956,1.59469,True
two_servers,84,260.474388,260.474388,261.040763,0.566375,0.0,0.566375,True
two_servers,85,265.767964,265.767964,266.123663,0.355699,0.0,0.355699,True
two_servers,86,265.822071,265.822071,274.68673,8.864659,0.0,8.864659,True
two_servers,87,268.576844,268.576844,269.356859,0.780015,0.0,0.780015,True
two_servers,88,277.227642,277.227642,290.161996,12.934354,0.0,12.934354,True
two_servers,89,279.095486,279.095486,287.051439,7.955953,0.0,7.955953,True
two_servers,90,286.378454,287.051439,288.511038,1.459598,0.672985,2.132584,True
two_servers,91,287.32974,288.511038,290.867897,2.356859,1.181297,3.538157,True
two_servers,92,287.8677,290.161996,295.065236,4.90324,2.294296,7.197536,True
two_servers,93,288.886587,290.867897,291.72574,0.857843,1.98131,2.839153,True
two_servers,94,294.199739,294.199739,296.921898,2.722159,0.0,2.722159,True
two_servers,95,294.85604,295.065236,297.971324,2.906089,0.209196,3.115285,True
two_servers,96,302.227678,302.227678,307.5328,5.305122,0.0,5.305122,True
two_servers,97,307.413949,307.413949,310.531353,3.117404,0.0,3.117404,True
two_servers,98,314.425521,314.425521,317.206287,2.780765,0.0,2.780765,True
two_servers,99,316.00782,316.00782,317.492266,1.484446,0.0,1.484446,True
two_servers,100,321.406802,321.406802,329.647511,8.240709,0.0,8.240709,True
two_servers,101,322.122795,322.122795,326.785261,4.662467,0.0,4.662467,True
two_servers,102,324.30468,326.785261,326.937804,0.152543,2.480581,2.633124,True
two_servers,103,324.942511,326.937804,328.386956,1.449152,1.995294,3.444446,True
two_servers,104,325.083475,328.386956,330.998918,2.611962,3.303481,5.915443,True
two_servers,105,325.933244,329.647511,329.668222,0.02071,3.714268,3.734978,True
two_servers,106,327.803407,329.668222,337.041278,7.373056,1.864815,9.237871,True
two_servers,107,337.354416,337.354416,338.216756,0.86234,0.0,0.86234,True
two_servers,108,338.551524,338.551524,343.517004,4.96548,0.0,4.96548,True
two_servers,109,341.938073,341.938073,347.572012,5.633938,0.0,5.633938,True
two_servers,110,343.244491,343.517004,345.403418,1.886414,0.272514,2.158927,True
two_servers,111,350.18923,350.18923,350.214125,0.024896,0.0,0.024896,True
two_servers,112,352.480338,352.480338,354.05186,1.571522,0.0,1.571522,True
two_servers,113,355.463901,355.463901,361.915195,6.451295,0.0,6.451295,True
two_servers,114,358.986196,358.986196,363.987985,5.001789,0.0,5.001789,True
two_servers,115,360.373927,361.915195,362.756813,0.841618,1.541268,2.382886,True
two_servers,116,369.903163,369.903163,372.851606,2.948443,0.0,2.948443,True
two_servers,117,375.227356,375.227356,375.571945,0.344589,0.0,0.344589,True
two_servers,118,384.811962,384.811962,385.615946,0.803985,0.0,0.803985,True
two_servers,119,386.4218,386.4218,396.46113,10.03933,0.0,10.03933,True
two_servers,120,387.420976,387.420976,389.434371,2.013396,0.0,2.013396,True
two_servers,121,389.943466,389.943466,390.188694,0.245228,0.0,0.245228,True
two_servers,122,400.91418,400.91418,407.552667,6.638487,0.0,6.638487,True
