entity,arrival_time,service_time,service_start,departure_time,waiting_time,time_in_system
52,276.305155,0.056608,308.137118,308.193725,31.831962,31.888570
53,276.445008,0.127937,308.193725,308.321662,31.748717,31.876654
54,276.816898,1.506916,308.321662,309.828578,31.504765,33.011680
55,280.882186,0.172232,309.828578,310.000810,28.946392,29.118624
56,284.225063,1.069614,310.000810,311.070424,25.775747,26.845361
57,287.096964,13.079650,311.070424,324.150074,23.973459,37.053109
58,291.745015,3.088225,324.150074,327.238298,32.405059,35.493283
59,292.248263,8.974645,327.238298,336.212944,34.990035,43.964681
60,294.646841,3.067892,336.212944,339.280836,41.566103,44.633995
61,295.381788,15.273957,339.280836,354.554792,43.899047,59.173004
62,299.072179,1.058137,354.554792,355.612929,55.482613,56.540750
63,306.708438,3.000400,355.612929,358.613329,48.904491,51.904890
64,310.299811,0.107976,358.613329,358.721305,48.313518,48.421494
65,313.213177,0.050214,358.721305,358.771519,45.508128,45.558342
66,313.234510,2.515093,358.771519,361.286611,45.537009,48.052101
67,314.212143,0.156425,361.286611,361.443037,47.074469,47.230894
68,325.910604,1.373950,361.443037,362.816986,35.532433,36.906382
69,332.674023,1.641007,362.816986,364.457994,30.142963,31.783970
70,345.268515,2.487799,364.457994,366.945792,19.189478,21.677277
71,354.149928,13.189085,366.945792,380.134878,12.795865,25.984950
72,358.674665,2.473231,380.134878,382.608109,21.460213,23.933444
73,361.931077,0.781640,382.608109,383.389749,20.677032,21.458672
74,365.983383,20.459417,383.389749,403.849166,17.406366,37.865783
75,381.781355,3.506151,403.849166,407.355317,22.067811,25.573962
76,382.410949,6.872861,407.355317,414.228178,24.944368,31.817229
77,384.077819,8.992429,414.228178,423.220608,30.150359,39.142788
78,385.114254,0.692976,423.220608,423.913583,38.106353,38.799329
79,391.840758,2.579588,423.913583,426.493171,32.072825,34.652413
80,401.685537,1.309447,426.493171,427.802618,24.807635,26.117081
81,402.873871,0.122757,427.802618,427.925375,24.928747,25.051504
82,413.670183,5.938969,427.925375,433.864344,14.255192,20.194161
83,417.929591,1.227224,433.864344,435.091568,15.934753,17.161976
84,422.275314,2.654331,435.091568,437.745898,12.816253,15.470584
85,438.237320,3.424107,438.237320,441.661427,0.000000,3.424107
86,439.867093,3.075184,441.661427,444.736611,1.794334,4.869518
87,445.392984,2.015643,445.392984,447.408627,0.000000,2.015643
88,445.848451,1.710024,447.408627,449.118651,1.560176,3.270200
89,449.704009,1.535446,449.704009,451.239456,0.000000,1.535446
90,449.718185,8.314748,451.239456,459.554204,1.521271,9.836019
91,449.876312,2.320376,459.554204,461.874580,9.677892,11.998267
92,454.687864,6.159834,461.874580,468.034413,7.186716,13.346550
93,469.637659,3.624520,469.637659,473.262180,0.000000,3.624520
94,480.943025,1.694237,480.943025,482.637261,0.000000,1.694237
95,482.393368,1.443502,482.637261,484.080763,0.243893,1.687395
96,490.005377,1.462112,490.005377,491.467490,0.000000,1.462112
97,491.845977,10.996435,491.845977,502.842412,0.000000,10.996435
98,494.801819,0.566010,502.842412,503.408422,8.040593,8.606603
99,497.973623,3.663868,503.408422,507.072290,5.434799,9.098666
100,505.624252,17.121207,507.072290,524.193497,1.448038,18.569245
101,518.003507,8.582343,524.193497,532.775839,6.189990,14.772333
102,523.832410,0.090708,532.775839,532.866547,8.943430,9.034137
103,535.282351,1.091588,535.282351,536.373939,0.000000,1.091588
104,539.707420,3.394451,539.707420,543.101871,0.000000,3.394451
105,547.920663,12.898975,547.920663,560.819638,0.000000,12.898975
106,552.335827,3.657117,560.819638,564.476755,8.483811,12.140928
107,554.332623,8.029456,564.476755,572.506211,10.144132,18.173588
108,555.368804,0.354010,572.506211,572.860222,17.137408,17.491418
109,557.994577,1.627178,572.860222,574.487400,14.865644,16.492823
110,596.821783,7.056753,596.821783,603.878536,0.000000,7.056753
111,604.299498,1.326458,604.299498,605.625956,0.000000,1.326458
112,614.082918,14.224983,614.082918,628.307901,0.000000,14.224983
113,614.726449,7.449933,628.307901,635.757834,13.581452,21.031385
114,619.118224,2.480362,635.757834,638.238196,16.639610,19.119972
115,621.744093,2.259336,638.238196,640.497532,16.494103,18.753439
116,623.406306,7.680035,640.497532,648.177567,17.091226,24.771261
117,627.912145,1.929824,648.177567,650.107390,20.265421,22.195245
118,651.117065,0.162222,651.117065,651.279286,0.000000,0.162222
119,651.799205,5.481051,651.799205,657.280255,0.000000,5.481051
120,652.454893,0.967230,657.280255,658.247485,4.825362,5.792592
121,657.777447,1.043210,658.247485,659.290695,0.470038,1.513248
122,659.646746,0.036962,659.646746,659.683708,0.000000,0.036962
123,671.335267,1.886716,671.335267,673.221983,0.000000,1.886716
124,687.305268,3.272914,687.305268,690.578181,0.000000,3.272914
125,697.268420,4.121020,697.268420,701.389440,0.000000,4.121020
126,700.347489,0.371572,701.389440,701.761012,1.041950,1.413523
127,718.433869,0.996921,718.433869,719.430790,0.000000,0.996921
128,718.907305,4.059974,719.430790,723.490763,0.523485,4.583458
129,731.875273,1.547901,731.875273,733.423175,0.000000,1.547901
130,734.081722,9.878946,734.081722,743.960668,0.000000,9.878946
131,757.261261,3.832743,757.261261,761.094004,0.000000,3.832743
132,758.935235,0.156160,761.094004,761.250164,2.158769,2.314929
133,759.245403,7.817806,761.250164,769.067970,2.004760,9.822567
134,767.916562,1.537608,769.067970,770.605578,1.151408,2.689016
135,768.009743,0.544819,770.605578,771.150397,2.595835,3.140654
136,776.106056,4.395352,776.106056,780.501408,0.000000,4.395352
137,776.635553,3.939607,780.501408,784.441015,3.865855,7.805462
138,782.129289,0.224428,784.441015,784.665442,2.311725,2.536153
139,808.782301,3.408968,808.782301,812.191269,0.000000,3.408968
140,808.882843,5.856531,812.191269,818.047800,3.308426,9.164957
141,814.866321,6.437373,818.047800,824.485173,3.181479,9.618852
142,818.536117,14.109449,824.485173,838.594622,5.949056,20.058505
143,823.369049,8.712298,838.594622,847.306920,15.225573,23.937871
144,843.613265,3.921065,847.306920,851.227985,3.693655,7.614719
145,865.169643,0.976452,865.169643,866.146095,0.000000,0.976452
146,877.088038,3.256602,877.088038,880.344640,0.000000,3.256602
147,888.597250,3.998836,888.597250,892.596086,0.000000,3.998836
148,894.789851,2.492752,894.789851,897.282603,0.000000,2.492752
149,904.234185,2.099890,904.234185,906.334075,0.000000,2.099890
150,907.249525,0.327255,907.249525,907.576780,0.000000,0.327255
151,932.623352,2.129645,932.623352,934.752997,0.000000,2.129645
152,934.941996,2.431243,934.941996,937.373240,0.000000,2.431243
153,946.450945,4.242497,946.450945,950.693442,0.000000,4.242497
154,948.102747,1.302003,950.693442,951.995445,2.590695,3.892698
155,951.674406,0.087809,951.995445,952.083253,0.321039,0.408847
156,955.461701,0.176839,955.461701,955.638540,0.000000,0.176839
157,961.523871,1.412206,961.523871,962.936077,0.000000,1.412206
158,963.492748,6.928499,963.492748,970.421247,0.000000,6.928499
159,973.528176,0.082572,973.528176,973.610748,0.000000,0.082572
160,977.721229,0.090022,977.721229,977.811251,0.000000,0.090022
161,977.849797,10.065337,977.849797,987.915135,0.000000,10.065337
162,980.515676,6.674961,987.915135,994.590096,7.399459,14.074420
163,998.176126,1.578857,998.176126,999.754982,0.000000,1.578857
164,1008.016975,1.306504,1008.016975,1009.323479,0.000000,1.306504
165,1019.970205,6.676508,1019.970205,1026.646713,0.000000,6.676508
166,1025.552699,2.771235,1026.646713,1029.417948,1.094014,3.865249
167,1029.081816,0.796073,1029.417948,1030.214021,0.336132,1.132204
168,1033.759893,1.527673,1033.759893,1035.287566,0.000000,1.527673
169,1034.781862,0.953733,1035.287566,1036.241299,0.505704,1.459437
170,1036.668911,2.929199,1036.668911,1039.598110,0.000000,2.929199
171,1038.318596,3.927249,1039.598110,1043.525359,1.279513,5.206762
172,1045.399842,3.006339,1045.399842,1048.406181,0.000000,3.006339
173,1048.058561,2.488462,1048.406181,1050.894643,0.347621,2.836082
174,1048.495174,1.341924,1050.894643,1052.236567,2.399469,3.741392
175,1051.632884,6.668665,1052.236567,1058.905232,0.603682,7.272348
176,1064.304434,8.182760,1064.304434,1072.487194,0.000000,8.182760
177,1069.223813,4.631174,1072.487194,1077.118368,3.263381,7.894556
178,1076.333899,1.294378,1077.118368,1078.412746,0.784469,2.078847
179,1082.953001,1.347456,1082.953001,1084.300457,0.000000,1.347456
180,1087.979016,3.661037,1087.979016,1091.640054,0.000000,3.661037
181,1089.617120,1.735076,1091.640054,1093.375130,2.022934,3.758010
182,1106.001947,0.449390,1106.001947,1106.451336,0.000000,0.449390
183,1109.674359,1.329543,1109.674359,1111.003902,0.000000,1.329543
184,1117.151792,0.307724,1117.151792,1117.459517,0.000000,0.307724
185,1118.153030,0.730759,1118.153030,1118.883789,0.000000,0.730759
186,1120.643865,6.396672,1120.643865,1127.040537,0.000000,6.396672
187,1126.325555,3.970532,1127.040537,1131.011069,0.714982,4.685514
188,1127.446419,13.778594,1131.011069,1144.789664,3.564650,17.343244
189,1128.430334,1.753026,1144.789664,1146.542690,16.359330,18.112356
190,1139.858272,0.078741,1146.542690,1146.621430,6.684418,6.763159
191,1140.344290,3.716102,1146.621430,1150.337532,6.277141,9.993243
192,1148.671997,2.510370,1150.337532,1152.847903,1.665535,4.175906
193,1152.168967,7.389837,1152.847903,1160.237739,0.678936,8.068772
194,1154.315486,8.401047,1160.237739,1168.638786,5.922253,14.323300
195,1157.639148,6.506278,1168.638786,1175.145065,10.999638,17.505917
196,1160.314034,8.201413,1175.145065,1183.346478,14.831031,23.032444
197,1172.159611,7.620709,1183.346478,1190.967187,11.186867,18.807576
198,1182.997815,2.378915,1190.967187,1193.346102,7.969372,10.348287
199,1188.248215,7.962423,1193.346102,1201.308525,5.097887,13.060311
200,1189.614463,0.344478,1201.308525,1201.653003,11.694062,12.038540
201,1193.631865,2.534783,1201.653003,1204.187786,8.021138,10.555920
202,1194.711567,1.806600,1204.187786,1205.994386,9.476219,11.282819
203,1195.647787,3.104753,1205.994386,1209.099138,10.346598,13.451351
204,1201.990175,0.154032,1209.099138,1209.253170,7.108963,7.262996
205,1202.556924,10.828316,1209.253170,1220.081487,6.696246,17.524562
206,1203.104805,3.128594,1220.081487,1223.210081,16.976682,20.105276
207,1211.898224,5.219690,1223.210081,1228.429771,11.311857,16.531547
208,1227.269782,6.099620,1228.429771,1234.529391,1.159989,7.259609
209,1239.288092,1.699181,1239.288092,1240.987273,0.000000,1.699181
210,1239.754626,4.828764,1240.987273,1245.816037,1.232647,6.061411
211,1245.746154,4.365086,1245.816037,1250.181123,0.069883,4.434969
212,1258.249516,19.477189,1258.249516,1277.726706,0.000000,19.477189
213,1260.814018,6.988557,1277.726706,1284.715262,16.912687,23.901244
214,1269.389327,0.843693,1284.715262,1285.558955,15.325935,16.169628
215,1276.112300,8.292572,1285.558955,1293.851527,9.446655,17.739227
216,1292.846739,18.790021,1293.851527,1312.641548,1.004787,19.794808
217,1312.399648,4.212115,1312.641548,1316.853663,0.241899,4.454014
218,1317.543529,2.184495,1317.543529,1319.728023,0.000000,2.184495
219,1326.749033,6.767442,1326.749033,1333.516474,0.000000,6.767442
220,1333.184189,0.982121,1333.516474,1334.498596,0.332286,1.314407
221,1339.100094,10.117812,1339.100094,1349.217906,0.000000,10.117812
222,1343.633117,4.409263,1349.217906,1353.627169,5.584789,9.994051
223,1349.709259,7.242516,1353.627169,1360.869684,3.917910,11.160426
224,1357.988331,7.309421,1360.869684,1368.179106,2.881354,10.190775
225,1363.356004,4.824482,1368.179106,1373.003587,4.823102,9.647584
226,1364.702844,4.055183,1373.003587,1377.058770,8.300743,12.355926
227,1379.925077,1.870900,1379.925077,1381.795977,0.000000,1.870900
228,1384.352629,3.310545,1384.352629,1387.663174,0.000000,3.310545
229,1397.771256,8.201029,1397.771256,1405.972285,0.000000,8.201029
230,1398.148918,8.423367,1405.972285,1414.395653,7.823367,16.246735
231,1407.039211,3.430905,1414.395653,1417.826558,7.356441,10.787347
232,1413.729346,6.319727,1417.826558,1424.146285,4.097211,10.416938
233,1439.221059,0.033116,1439.221059,1439.254175,0.000000,0.033116
234,1439.347476,0.360417,1439.347476,1439.707893,0.000000,0.360417
235,1441.846813,7.867383,1441.846813,1449.714196,0.000000,7.867383
236,1454.510876,2.442942,1454.510876,1456.953818,0.000000,2.442942
237,1464.794443,7.783611,1464.794443,1472.578054,0.000000,7.783611
238,1467.996439,4.830968,1472.578054,1477.409022,4.581615,9.412583
239,1473.125432,4.629431,1477.409022,1482.038453,4.283590,8.913021
240,1476.136619,1.661436,1482.038453,1483.699889,5.901834,7.563270
