scenario,time,state,absolute_state,stability,noise_sd,window,rolling_variance,rolling_autocorrelation
baseline_destabilization,92,1.405798,1.405798,0.674091,1.0,25,1.626579,0.730673
baseline_destabilization,93,1.842908,1.842908,0.675455,1.0,25,1.732982,0.7468
baseline_destabilization,94,1.521007,1.521007,0.676818,1.0,25,1.805956,0.759041
baseline_destabilization,95,0.020575,0.020575,0.678182,1.0,25,1.789986,0.74397
baseline_destabilization,96,0.917367,0.917367,0.679545,1.0,25,1.808612,0.736824
baseline_destabilization,97,1.005691,1.005691,0.680909,1.0,25,1.817117,0.770749
baseline_destabilization,98,1.913097,1.913097,0.682273,1.0,25,1.64093,0.726833
baseline_destabilization,99,1.277956,1.277956,0.683636,1.0,25,1.467285,0.744914
baseline_destabilization,100,2.828501,2.828501,0.685,1.0,25,1.731056,0.75733
baseline_destabilization,101,1.582504,1.582504,0.686364,1.0,25,1.804829,0.766279
baseline_destabilization,102,2.681391,2.681391,0.687727,1.0,25,1.981408,0.786143
baseline_destabilization,103,1.962841,1.962841,0.689091,1.0,25,2.077802,0.800703
baseline_destabilization,104,0.838984,0.838984,0.690455,1.0,25,2.058302,0.788608
baseline_destabilization,105,-0.548024,0.548024,0.691818,1.0,25,2.080955,0.777636
baseline_destabilization,106,-0.530911,0.530911,0.693182,1.0,25,2.123282,0.788899
baseline_destabilization,107,1.054579,1.054579,0.694545,1.0,25,2.108331,0.764122
baseline_destabilization,108,1.550266,1.550266,0.695909,1.0,25,2.101422,0.778876
baseline_destabilization,109,1.769842,1.769842,0.697273,1.0,25,1.810041,0.735068
baseline_destabilization,110,-1.139397,1.139397,0.698636,1.0,25,1.505493,0.500434
baseline_destabilization,111,-0.086613,0.086613,0.7,1.0,25,1.13933,0.413089
baseline_destabilization,112,0.495105,0.495105,0.701364,1.0,25,0.977293,0.416448
baseline_destabilization,113,-0.202003,0.202003,0.702727,1.0,25,1.022743,0.418055
baseline_destabilization,114,-0.769613,0.769613,0.704091,1.0,25,1.124827,0.455013
baseline_destabilization,115,-0.545237,0.545237,0.705455,1.0,25,1.201468,0.498371
baseline_destabilization,116,1.339493,1.339493,0.706818,1.0,25,1.204181,0.466372
baseline_destabilization,117,-0.106496,0.106496,0.708182,1.0,25,1.230337,0.433664
baseline_destabilization,118,-0.503369,0.503369,0.709545,1.0,25,1.251895,0.440624
baseline_destabilization,119,1.003935,1.003935,0.710909,1.0,25,1.228639,0.443122
baseline_destabilization,120,0.268925,0.268925,0.712273,1.0,25,1.216788,0.445005
baseline_destabilization,121,-0.172337,0.172337,0.713636,1.0,25,1.246577,0.45024
baseline_destabilization,122,-0.025445,0.025445,0.715,1.0,25,1.261014,0.460151
baseline_destabilization,123,-1.259517,1.259517,0.716364,1.0,25,1.326391,0.456406
baseline_destabilization,124,-0.684044,0.684044,0.717727,1.0,25,1.354908,0.478527
baseline_destabilization,125,-1.701508,1.701508,0.719091,1.0,25,1.271117,0.46123
baseline_destabilization,126,-0.340661,0.340661,0.720455,1.0,25,1.205657,0.406177
baseline_destabilization,127,-0.242714,0.242714,0.721818,1.0,25,0.936685,0.267436
baseline_destabilization,128,2.107905,2.107905,0.723182,1.0,25,0.960565,0.160772
baseline_destabilization,129,1.808113,1.808113,0.724545,1.0,25,1.060815,0.314622
baseline_destabilization,130,2.678216,2.678216,0.725909,1.0,25,1.302504,0.407585
baseline_destabilization,131,0.644529,0.644529,0.727273,1.0,25,1.283172,0.422209
baseline_destabilization,132,0.347488,0.347488,0.728636,1.0,25,1.257392,0.403868
baseline_destabilization,133,0.576812,0.576812,0.73,1.0,25,1.189769,0.358519
baseline_destabilization,134,2.16758,2.16758,0.731364,1.0,25,1.247782,0.470766
baseline_destabilization,135,-0.092671,0.092671,0.732727,1.0,25,1.172476,0.409677
baseline_destabilization,136,0.922591,0.922591,0.734091,1.0,25,1.183373,0.401319
baseline_destabilization,137,1.269878,1.269878,0.735455,1.0,25,1.219425,0.419095
baseline_destabilization,138,2.469215,2.469215,0.736818,1.0,25,1.384281,0.438608
baseline_destabilization,139,2.535115,2.535115,0.738182,1.0,25,1.486236,0.484513
baseline_destabilization,140,1.926904,1.926904,0.739545,1.0,25,1.499165,0.552641
baseline_destabilization,141,0.906011,0.906011,0.740909,1.0,25,1.482768,0.571794
baseline_destabilization,142,-0.575672,0.575672,0.742273,1.0,25,1.521549,0.539844
baseline_destabilization,143,-0.232668,0.232668,0.743636,1.0,25,1.498655,0.576715
baseline_destabilization,144,-0.365035,0.365035,0.745,1.0,25,1.533497,0.592273
baseline_destabilization,145,1.747819,1.747819,0.746364,1.0,25,1.58049,0.543928
baseline_destabilization,146,0.695867,0.695867,0.747727,1.0,25,1.550665,0.527393
baseline_destabilization,147,0.841659,0.841659,0.749091,1.0,25,1.528944,0.520734
baseline_destabilization,148,-0.937374,0.937374,0.750455,1.0,25,1.479792,0.450343
baseline_destabilization,149,-1.100198,1.100198,0.751818,1.0,25,1.536068,0.450831
baseline_destabilization,150,-0.567501,0.567501,0.753182,1.0,25,1.358456,0.457082
baseline_destabilization,151,0.395755,0.395755,0.754545,1.0,25,1.312134,0.439116
baseline_destabilization,152,1.747256,1.747256,0.755909,1.0,25,1.298099,0.484262
baseline_destabilization,153,1.279001,1.279001,0.757273,1.0,25,1.240537,0.468359
baseline_destabilization,154,-0.146948,0.146948,0.758636,1.0,25,1.236279,0.415297
baseline_destabilization,155,0.34617,0.34617,0.76,1.0,25,1.082074,0.451445
baseline_destabilization,156,0.780548,0.780548,0.761364,1.0,25,1.082502,0.449665
baseline_destabilization,157,1.087004,1.087004,0.762727,1.0,25,1.08404,0.449249
baseline_destabilization,158,0.130282,0.130282,0.764091,1.0,25,1.096863,0.465102
baseline_destabilization,159,1.233109,1.233109,0.765455,1.0,25,1.016669,0.519647
baseline_destabilization,160,1.033467,1.033467,0.766818,1.0,25,0.997528,0.53727
baseline_destabilization,161,1.493715,1.493715,0.768182,1.0,25,1.021317,0.539013
baseline_destabilization,162,2.423555,2.423555,0.769545,1.0,25,1.127446,0.552283
baseline_destabilization,163,2.477613,2.477613,0.770909,1.0,25,1.128641,0.54887
baseline_destabilization,164,2.199909,2.199909,0.772273,1.0,25,1.083724,0.560047
baseline_destabilization,165,3.854725,3.854725,0.773636,1.0,25,1.421003,0.622472
baseline_destabilization,166,3.231115,3.231115,0.775,1.0,25,1.65199,0.712419
baseline_destabilization,167,2.212556,2.212556,0.776364,1.0,25,1.614756,0.706133
baseline_destabilization,168,1.832732,1.832732,0.777727,1.0,25,1.567298,0.69588
baseline_destabilization,169,2.910633,2.910633,0.779091,1.0,25,1.591924,0.742831
baseline_destabilization,170,2.39033,2.39033,0.780455,1.0,25,1.635193,0.766086
baseline_destabilization,171,2.388181,2.388181,0.781818,1.0,25,1.668247,0.771539
baseline_destabilization,172,3.066111,3.066111,0.783182,1.0,25,1.77352,0.808436
baseline_destabilization,173,1.892645,1.892645,0.784545,1.0,25,1.53546,0.757805
baseline_destabilization,174,-0.239123,0.239123,0.785909,1.0,25,1.375404,0.637119
baseline_destabilization,175,0.111168,0.111168,0.787273,1.0,25,1.27248,0.647541
baseline_destabilization,176,0.317406,0.317406,0.788636,1.0,25,1.280623,0.693745
baseline_destabilization,177,-0.357259,0.357259,0.79,1.0,25,1.43233,0.71633
baseline_destabilization,178,0.588364,0.588364,0.791364,1.0,25,1.465161,0.738372
baseline_destabilization,179,1.07398,1.07398,0.792727,1.0,25,1.358205,0.725097
baseline_destabilization,180,-0.142155,0.142155,0.794091,1.0,25,1.416291,0.7101
baseline_destabilization,181,0.405141,0.405141,0.795455,1.0,25,1.445049,0.720943
baseline_destabilization,182,0.126719,0.126719,0.796818,1.0,25,1.515354,0.737111
baseline_destabilization,183,-1.381881,1.381881,0.798182,1.0,25,1.775162,0.758757
baseline_destabilization,184,-0.651926,0.651926,0.799545,1.0,25,1.94441,0.781195
baseline_destabilization,185,-0.567348,0.567348,0.800909,1.0,25,2.086514,0.800579
baseline_destabilization,186,-1.200451,1.200451,0.802273,1.0,25,2.325792,0.823265
baseline_destabilization,187,-0.44178,0.44178,0.803636,1.0,25,2.352133,0.82258
baseline_destabilization,188,0.13246,0.13246,0.805,1.0,25,2.291932,0.817347
baseline_destabilization,189,-0.470726,0.470726,0.806364,1.0,25,2.299073,0.834018
baseline_destabilization,190,0.020134,0.020134,0.807727,1.0,25,1.924926,0.803832
baseline_destabilization,191,1.031355,1.031355,0.809091,1.0,25,1.652642,0.774655
baseline_destabilization,192,0.1232,0.1232,0.810455,1.0,25,1.546821,0.752944
baseline_destabilization,193,0.480906,0.480906,0.811818,1.0,25,1.471846,0.74401
baseline_destabilization,194,0.39382,0.39382,0.813182,1.0,25,1.212128,0.695508
baseline_destabilization,195,2.586794,2.586794,0.814545,1.0,25,1.246854,0.574251
baseline_destabilization,196,0.248286,0.248286,0.815909,1.0,25,1.070384,0.402638
baseline_destabilization,197,0.898201,0.898201,0.817273,1.0,25,0.756095,0.222506
baseline_destabilization,198,0.429055,0.429055,0.818636,1.0,25,0.635226,0.298679
baseline_destabilization,199,0.251628,0.251628,0.82,1.0,25,0.629331,0.29978
baseline_destabilization,200,2.108267,2.108267,0.821364,1.0,25,0.780707,0.279933
baseline_destabilization,201,1.725955,1.725955,0.822727,1.0,25,0.869143,0.385723
baseline_destabilization,202,3.663288,3.663288,0.824091,1.0,25,1.296719,0.492333
baseline_destabilization,203,2.58173,2.58173,0.825455,1.0,25,1.477439,0.579439
baseline_destabilization,204,2.485133,2.485133,0.826818,1.0,25,1.620242,0.642998
baseline_destabilization,205,1.567295,1.567295,0.828182,1.0,25,1.632343,0.650676
baseline_destabilization,206,0.609454,0.609454,0.829545,1.0,25,1.629643,0.64143
baseline_destabilization,207,0.568884,0.568884,0.830909,1.0,25,1.617445,0.652468
baseline_destabilization,208,0.190895,0.190895,0.832273,1.0,25,1.445145,0.623247
baseline_destabilization,209,0.361629,0.361629,0.833636,1.0,25,1.367777,0.602534
baseline_destabilization,210,-1.803068,1.803068,0.835,1.0,25,1.568748,0.542882
baseline_destabilization,211,0.494447,0.494447,0.836364,1.0,25,1.409344,0.480419
baseline_destabilization,212,0.247215,0.247215,0.837727,1.0,25,1.356489,0.470302
baseline_destabilization,213,1.950341,1.950341,0.839091,1.0,25,1.381939,0.425589
baseline_destabilization,214,0.632061,0.632061,0.840455,1.0,25,1.303718,0.382086
baseline_destabilization,215,0.824616,0.824616,0.841818,1.0,25,1.267008,0.390157
baseline_destabilization,216,3.860244,3.860244,0.843182,1.0,25,1.597791,0.339448
baseline_destabilization,217,2.390422,2.390422,0.844545,1.0,25,1.619,0.374519
baseline_destabilization,218,0.52678,0.52678,0.845909,1.0,25,1.616374,0.333529
baseline_destabilization,219,-0.100183,0.100183,0.847273,1.0,25,1.658983,0.390414
baseline_destabilization,220,0.387469,0.387469,0.848636,1.0,25,1.593161,0.45091
baseline_destabilization,221,1.022689,1.022689,0.85,1.0,25,1.563217,0.449238
baseline_destabilization,222,2.161047,2.161047,0.851364,1.0,25,1.604195,0.439751
baseline_destabilization,223,1.585771,1.585771,0.852727,1.0,25,1.586727,0.43251
baseline_destabilization,224,-0.247858,0.247858,0.854091,1.0,25,1.636671,0.43928
baseline_destabilization,225,-0.647061,0.647061,0.855455,1.0,25,1.729909,0.467324
baseline_destabilization,226,0.685809,0.685809,0.856818,1.0,25,1.717331,0.4663
baseline_destabilization,227,1.054211,1.054211,0.858182,1.0,25,1.419251,0.395489
baseline_destabilization,228,-1.050796,1.050796,0.859545,1.0,25,1.448759,0.30991
baseline_destabilization,229,-0.939691,0.939691,0.860909,1.0,25,1.434227,0.343187
baseline_destabilization,230,0.587898,0.587898,0.862273,1.0,25,1.397999,0.335421
baseline_destabilization,231,2.634278,2.634278,0.863636,1.0,25,1.561207,0.31596
baseline_destabilization,232,2.840337,2.840337,0.865,1.0,25,1.743691,0.387465
baseline_destabilization,233,2.770067,2.770067,0.866364,1.0,25,1.881874,0.439687
baseline_destabilization,234,1.163457,1.163457,0.867727,1.0,25,1.872343,0.439237
baseline_destabilization,235,0.167907,0.167907,0.869091,1.0,25,1.580274,0.435527
baseline_destabilization,236,0.193071,0.193071,0.870455,1.0,25,1.596606,0.440319
baseline_destabilization,237,0.671521,0.671521,0.871818,1.0,25,1.577614,0.471574
baseline_destabilization,238,1.166544,1.166544,0.873182,1.0,25,1.540439,0.484586
baseline_destabilization,239,0.541987,0.541987,0.874545,1.0,25,1.543328,0.480293
baseline_destabilization,240,-0.677211,0.677211,0.875909,1.0,25,1.651745,0.561591
baseline_destabilization,241,-1.37188,1.37188,0.877273,1.0,25,1.46039,0.546903
baseline_destabilization,242,-2.362358,2.362358,0.878636,1.0,25,1.694693,0.64511
baseline_destabilization,243,-1.435466,1.435466,0.88,1.0,25,1.846056,0.683042
baseline_destabilization,244,-3.577449,3.577449,0.881364,1.0,25,2.483941,0.712257
baseline_destabilization,245,-3.49119,3.49119,0.882727,1.0,25,3.055157,0.776138
baseline_destabilization,246,-2.636651,2.636651,0.884091,1.0,25,3.320953,0.800585
baseline_destabilization,247,-0.812622,0.812622,0.885455,1.0,25,3.137023,0.77496
baseline_destabilization,248,-0.649348,0.649348,0.886818,1.0,25,3.01774,0.792594
baseline_destabilization,249,0.424545,0.424545,0.888182,1.0,25,3.034091,0.786553
baseline_destabilization,250,-0.021352,0.021352,0.889545,1.0,25,3.025919,0.796474
baseline_destabilization,251,-0.763427,0.763427,0.890909,1.0,25,3.007182,0.791365
baseline_destabilization,252,-1.355578,1.355578,0.892273,1.0,25,2.982992,0.817994
baseline_destabilization,253,0.315942,0.315942,0.893636,1.0,25,2.974401,0.799388
baseline_destabilization,254,1.276989,1.276989,0.895,1.0,25,3.046255,0.811002
baseline_destabilization,255,1.632045,1.632045,0.896364,1.0,25,3.156333,0.836306
baseline_destabilization,256,4.7954,4.7954,0.897727,1.0,25,3.841742,0.786962
baseline_destabilization,257,4.279159,4.279159,0.899091,1.0,25,4.270842,0.815128
baseline_destabilization,258,4.473538,4.473538,0.900455,1.0,25,4.778756,0.857912
baseline_destabilization,259,4.341909,4.341909,0.901818,1.0,25,5.47039,0.883643
baseline_destabilization,260,3.699648,3.699648,0.903182,1.0,25,5.958389,0.8926
baseline_destabilization,261,5.662671,5.662671,0.904545,1.0,25,7.085203,0.898647
baseline_destabilization,262,6.63647,6.63647,0.905909,1.0,25,8.56133,0.915419
baseline_destabilization,263,4.621609,4.621609,0.907273,1.0,25,9.143302,0.912187
baseline_destabilization,264,3.799515,3.799515,0.908636,1.0,25,9.459202,0.91758
baseline_destabilization,265,3.885895,3.885895,0.91,1.0,25,9.626852,0.920145
baseline_destabilization,266,4.324647,4.324647,0.911364,1.0,25,9.677994,0.922402
baseline_destabilization,267,2.598776,2.598776,0.912727,1.0,25,9.072903,0.911748
baseline_destabilization,268,0.119956,0.119956,0.914091,1.0,25,8.765721,0.90119
baseline_destabilization,269,-1.796553,1.796553,0.915455,1.0,25,8.102951,0.875672
baseline_destabilization,270,-1.718224,1.718224,0.916818,1.0,25,7.44479,0.86787
baseline_destabilization,271,-1.680845,1.680845,0.918182,1.0,25,7.121149,0.877281
baseline_destabilization,272,-1.200394,1.200394,0.919545,1.0,25,7.215584,0.879858
baseline_destabilization,273,-1.875128,1.875128,0.920909,1.0,25,7.536927,0.888457
baseline_destabilization,274,-2.953617,2.953617,0.922273,1.0,25,8.397249,0.896421
baseline_destabilization,275,-4.751114,4.751114,0.923636,1.0,25,9.979985,0.906195
baseline_destabilization,276,-4.065593,4.065593,0.925,1.0,25,11.048576,0.914776
baseline_destabilization,277,-3.396163,3.396163,0.926364,1.0,25,11.684175,0.926701
baseline_destabilization,278,-2.15772,2.15772,0.927727,1.0,25,12.136129,0.929318
baseline_destabilization,279,-1.213922,1.213922,0.929091,1.0,25,12.372924,0.92968
baseline_destabilization,280,-1.320215,1.320215,0.930455,1.0,25,12.596193,0.948495
baseline_destabilization,281,0.119061,0.119061,0.931818,1.0,25,11.993581,0.941935
baseline_destabilization,282,-0.025262,0.025262,0.933182,1.0,25,11.49294,0.939428
baseline_destabilization,283,-0.684444,0.684444,0.934545,1.0,25,10.911572,0.935515
baseline_destabilization,284,-1.161156,1.161156,0.935909,1.0,25,10.333017,0.932205
baseline_destabilization,285,-1.673132,1.673132,0.937273,1.0,25,9.929164,0.938891
baseline_destabilization,286,-3.736199,3.736199,0.938636,1.0,25,9.030468,0.927081
baseline_destabilization,287,-3.355701,3.355701,0.94,1.0,25,7.188263,0.915304
baseline_destabilization,288,-2.909049,2.909049,0.941364,1.0,25,6.072013,0.899669
baseline_destabilization,289,-3.104706,3.104706,0.942727,1.0,25,5.175297,0.881199
baseline_destabilization,290,-3.644966,3.644966,0.944091,1.0,25,4.158434,0.851082
baseline_destabilization,291,-3.074346,3.074346,0.945455,1.0,25,2.664086,0.774613
baseline_destabilization,292,-1.193976,1.193976,0.946818,1.0,25,1.802916,0.70494
baseline_destabilization,293,-1.093851,1.093851,0.948182,1.0,25,1.637488,0.738294
baseline_destabilization,294,-1.546295,1.546295,0.949545,1.0,25,1.647295,0.739481
baseline_destabilization,295,-2.061833,2.061833,0.950909,1.0,25,1.640035,0.736039
baseline_destabilization,296,-2.033184,2.033184,0.952273,1.0,25,1.631214,0.735362
baseline_destabilization,297,-3.203684,3.203684,0.953636,1.0,25,1.630789,0.723611
baseline_destabilization,298,-3.184779,3.184779,0.955,1.0,25,1.659068,0.741696
baseline_destabilization,299,-2.984624,2.984624,0.956364,1.0,25,1.660803,0.770458
baseline_destabilization,300,-1.013777,1.013777,0.957727,1.0,25,1.455586,0.690145
baseline_destabilization,301,-0.028831,0.028831,0.959091,1.0,25,1.462595,0.680424
baseline_destabilization,302,1.006338,1.006338,0.960455,1.0,25,1.721002,0.733442
baseline_destabilization,303,0.254966,0.254966,0.961818,1.0,25,1.884176,0.767253
baseline_destabilization,304,0.9155,0.9155,0.963182,1.0,25,2.154418,0.790426
baseline_destabilization,305,-0.256341,0.256341,0.964545,1.0,25,2.227114,0.804782
baseline_destabilization,306,0.064359,0.064359,0.965909,1.0,25,2.219456,0.802152
baseline_destabilization,307,0.48099,0.48099,0.967273,1.0,25,2.295685,0.812916
baseline_destabilization,308,-0.300505,0.300505,0.968636,1.0,25,2.32988,0.817389
baseline_destabilization,309,1.70789,1.70789,0.97,1.0,25,2.752954,0.810482
baseline_destabilization,310,2.226356,2.226356,0.971364,1.0,25,3.285042,0.867942
baseline_destabilization,311,0.262908,0.262908,0.972727,1.0,25,3.107143,0.837604
baseline_destabilization,312,0.808957,0.808957,0.974091,1.0,25,3.025995,0.832292
baseline_destabilization,313,0.381689,0.381689,0.975455,1.0,25,2.923643,0.825214
baseline_destabilization,314,0.374217,0.374217,0.976818,1.0,25,2.746742,0.813297
baseline_destabilization,315,0.831817,0.831817,0.978182,1.0,25,2.444321,0.790634
baseline_destabilization,316,1.205335,1.205335,0.979545,1.0,25,2.261116,0.811809
baseline_destabilization,317,-0.856827,0.856827,0.980909,1.0,25,2.241535,0.772147
baseline_destabilization,318,-1.999958,1.999958,0.982273,1.0,25,2.332678,0.764174
baseline_destabilization,319,-1.194607,1.194607,0.983636,1.0,25,2.302799,0.758748
baseline_destabilization,320,0.124516,0.124516,0.985,1.0,25,2.181005,0.730334
moderate_destabilization,1,0.0,0.0,0.45,1.0,25,,
moderate_destabilization,2,-0.14409,0.14409,0.451411,1.0,25,,
moderate_destabilization,3,-0.238151,0.238151,0.452821,1.0,25,,
moderate_destabilization,4,-0.219492,0.219492,0.454232,1.0,25,,
moderate_destabilization,5,0.601974,0.601974,0.455643,1.0,25,,
moderate_destabilization,6,0.147546,0.147546,0.457053,1.0,25,,
moderate_destabilization,7,-1.429709,1.429709,0.458464,1.0,25,,
moderate_destabilization,8,-0.325168,0.325168,0.459875,1.0,25,,
moderate_destabilization,9,-0.417333,0.417333,0.461285,1.0,25,,
moderate_destabilization,10,-0.410057,0.410057,0.462696,1.0,25,,
moderate_destabilization,11,-0.074425,0.074425,0.464107,1.0,25,,
moderate_destabilization,12,0.197651,0.197651,0.465517,1.0,25,,
moderate_destabilization,13,1.255848,1.255848,0.466928,1.0,25,,
moderate_destabilization,14,1.244798,1.244798,0.468339,1.0,25,,
moderate_destabilization,15,0.69525,0.69525,0.469749,1.0,25,,
moderate_destabilization,16,-0.410748,0.410748,0.47116,1.0,25,,
