scenario,time,state,absolute_state,stability,rolling_variance
baseline_destabilization,68,0.709842,0.709842,0.641364,0.355522
baseline_destabilization,69,0.385725,0.385725,0.642727,0.360450
baseline_destabilization,70,-0.744627,0.744627,0.644091,0.355362
baseline_destabilization,71,-0.316327,0.316327,0.645455,0.358758
baseline_destabilization,72,0.772946,0.772946,0.646818,0.355272
baseline_destabilization,73,0.244394,0.244394,0.648182,0.357013
baseline_destabilization,74,-0.794573,0.794573,0.649545,0.355223
baseline_destabilization,75,-0.170547,0.170547,0.650909,0.355243
baseline_destabilization,76,0.809337,0.809337,0.652273,0.355186
baseline_destabilization,77,0.095425,0.095425,0.653636,0.353478
baseline_destabilization,78,-0.817129,0.817129,0.655000,0.355131
baseline_destabilization,79,-0.019674,0.019674,0.656364,0.351747
baseline_destabilization,80,0.817899,0.817899,0.657727,0.355029
baseline_destabilization,81,-0.056055,0.056055,0.659091,0.350079
baseline_destabilization,82,-0.811657,0.811657,0.660455,0.354854
baseline_destabilization,83,0.131112,0.131112,0.661818,0.348499
baseline_destabilization,84,0.798474,0.798474,0.663182,0.354581
baseline_destabilization,85,-0.204855,0.204855,0.664545,0.347030
baseline_destabilization,86,-0.778479,0.778479,0.665909,0.354189
baseline_destabilization,87,0.276656,0.276656,0.667273,0.345691
baseline_destabilization,88,0.751861,0.751861,0.668636,0.353661
baseline_destabilization,89,-0.345903,0.345903,0.670000,0.344496
baseline_destabilization,90,-0.718865,0.718865,0.671364,0.352986
baseline_destabilization,91,0.412009,0.412009,0.672727,0.343455
baseline_destabilization,92,0.679788,0.679788,0.674091,0.352157
baseline_destabilization,93,-0.474413,0.474413,0.675455,0.342571
baseline_destabilization,94,-0.634980,0.634980,0.676818,0.351172
baseline_destabilization,95,0.532590,0.532590,0.678182,0.341845
baseline_destabilization,96,0.584841,0.584841,0.679545,0.350036
baseline_destabilization,97,-0.586051,0.586051,0.680909,0.341268
baseline_destabilization,98,-0.529814,0.529814,0.682273,0.348757
baseline_destabilization,99,0.634349,0.634349,0.683636,0.340830
baseline_destabilization,100,0.470382,0.470382,0.685000,0.347349
baseline_destabilization,101,-0.677082,0.677082,0.686364,0.340514
baseline_destabilization,102,-0.407067,0.407067,0.687727,0.345832
baseline_destabilization,103,0.713897,0.713897,0.689091,0.340300
baseline_destabilization,104,0.340421,0.340421,0.690455,0.344226
baseline_destabilization,105,-0.744492,0.744492,0.691818,0.340165
baseline_destabilization,106,-0.271024,0.271024,0.693182,0.342556
baseline_destabilization,107,0.768621,0.768621,0.694545,0.340082
baseline_destabilization,108,0.199480,0.199480,0.695909,0.340851
baseline_destabilization,109,-0.786091,0.786091,0.697273,0.340023
baseline_destabilization,110,-0.126407,0.126407,0.698636,0.339138
baseline_destabilization,111,0.796770,0.796770,0.700000,0.339961
baseline_destabilization,112,0.052437,0.052437,0.701364,0.337445
baseline_destabilization,113,-0.800583,0.800583,0.702727,0.339868
baseline_destabilization,114,0.021793,0.021793,0.704091,0.335801
baseline_destabilization,115,0.797513,0.797513,0.705455,0.339715
baseline_destabilization,116,-0.095644,0.095644,0.706818,0.334230
baseline_destabilization,117,-0.787605,0.787605,0.708182,0.339479
baseline_destabilization,118,0.168485,0.168485,0.709545,0.332756
baseline_destabilization,119,0.770959,0.770959,0.710909,0.339139
baseline_destabilization,120,-0.239690,0.239690,0.712273,0.331399
baseline_destabilization,121,-0.747737,0.747737,0.713636,0.338676
baseline_destabilization,122,0.308654,0.308654,0.715000,0.330175
baseline_destabilization,123,0.718154,0.718154,0.716364,0.338077
baseline_destabilization,124,-0.374788,0.374788,0.717727,0.329094
baseline_destabilization,125,-0.682479,0.682479,0.719091,0.337334
baseline_destabilization,126,0.437533,0.437533,0.720455,0.328164
baseline_destabilization,127,0.641035,0.641035,0.721818,0.336442
baseline_destabilization,128,-0.496357,0.496357,0.723182,0.327384
baseline_destabilization,129,-0.594192,0.594192,0.724545,0.335403
baseline_destabilization,130,0.550764,0.550764,0.725909,0.326752
baseline_destabilization,131,0.542365,0.542365,0.727273,0.334223
baseline_destabilization,132,-0.600299,0.600299,0.728636,0.326258
baseline_destabilization,133,-0.486014,0.486014,0.730000,0.332914
baseline_destabilization,134,0.644547,0.644547,0.731364,0.325889
baseline_destabilization,135,0.425633,0.425633,0.732727,0.331492
baseline_destabilization,136,-0.683142,0.683142,0.734091,0.325627
baseline_destabilization,137,-0.361751,0.361751,0.735455,0.329977
baseline_destabilization,138,0.715765,0.715765,0.736818,0.325450
baseline_destabilization,139,0.294927,0.294927,0.738182,0.328390
baseline_destabilization,140,-0.742152,0.742152,0.739545,0.325335
baseline_destabilization,141,-0.225742,0.225742,0.740909,0.326757
baseline_destabilization,142,0.762092,0.762092,0.742273,0.325256
baseline_destabilization,143,0.154797,0.154797,0.743636,0.325105
baseline_destabilization,144,-0.775428,0.775428,0.745000,0.325185
baseline_destabilization,145,-0.082706,0.082706,0.746364,0.323461
baseline_destabilization,146,0.782063,0.782063,0.747727,0.325096
baseline_destabilization,147,0.010093,0.010093,0.749091,0.321852
baseline_destabilization,148,-0.781957,0.781957,0.750455,0.324963
baseline_destabilization,149,0.062417,0.062417,0.751818,0.320303
baseline_destabilization,150,0.775128,0.775128,0.753182,0.324760
baseline_destabilization,151,-0.134201,0.134201,0.754545,0.318837
baseline_destabilization,152,-0.761651,0.761651,0.755909,0.324467
baseline_destabilization,153,0.204643,0.204643,0.757273,0.317476
baseline_destabilization,154,0.741659,0.741659,0.758636,0.324063
baseline_destabilization,155,-0.273140,0.273140,0.760000,0.316235
baseline_destabilization,156,-0.715341,0.715341,0.761364,0.323535
baseline_destabilization,157,0.339108,0.339108,0.762727,0.315128
baseline_destabilization,158,0.682939,0.682939,0.764091,0.322872
baseline_destabilization,159,-0.401987,0.401987,0.765455,0.314163
baseline_destabilization,160,-0.644747,0.644747,0.766818,0.322068
baseline_destabilization,161,0.461241,0.461241,0.768182,0.313342
baseline_destabilization,162,0.601108,0.601108,0.769545,0.321123
baseline_destabilization,163,-0.516372,0.516372,0.770909,0.312664
baseline_destabilization,164,-0.552412,0.552412,0.772273,0.320041
baseline_destabilization,165,0.566915,0.566915,0.773636,0.312124
baseline_destabilization,166,0.499091,0.499091,0.775000,0.318831
baseline_destabilization,167,-0.612446,0.612446,0.776364,0.311708
baseline_destabilization,168,-0.441615,0.441615,0.777727,0.317505
baseline_destabilization,169,0.652586,0.652586,0.779091,0.311403
baseline_destabilization,170,0.380490,0.380490,0.780455,0.316082
baseline_destabilization,171,-0.687004,0.687004,0.781818,0.311189
baseline_destabilization,172,-0.316251,0.316251,0.783182,0.314581
baseline_destabilization,173,0.715418,0.715418,0.784545,0.311044
baseline_destabilization,174,0.249459,0.249459,0.785909,0.313026
baseline_destabilization,175,-0.737599,0.737599,0.787273,0.310945
baseline_destabilization,176,-0.180696,0.180696,0.788636,0.311442
baseline_destabilization,177,0.753370,0.753370,0.790000,0.310865
baseline_destabilization,178,0.110559,0.110559,0.791364,0.309855
baseline_destabilization,179,-0.762614,0.762614,0.792727,0.310779
baseline_destabilization,180,-0.039656,0.039656,0.794091,0.308291
baseline_destabilization,181,0.765267,0.765267,0.795455,0.310661
baseline_destabilization,182,-0.031402,0.031402,0.796818,0.306773
baseline_destabilization,183,-0.761322,0.761322,0.798182,0.310487
baseline_destabilization,184,0.102001,0.102001,0.799545,0.305327
baseline_destabilization,185,0.750831,0.750831,0.800909,0.310234
baseline_destabilization,186,-0.171534,0.171534,0.802273,0.303973
baseline_destabilization,187,-0.733901,0.733901,0.803636,0.309885
baseline_destabilization,188,0.239406,0.239406,0.805000,0.302727
baseline_destabilization,189,0.710695,0.710695,0.806364,0.309422
baseline_destabilization,190,-0.305036,0.305036,0.807727,0.301605
baseline_destabilization,191,-0.681427,0.681427,0.809091,0.308834
baseline_destabilization,192,0.367864,0.367864,0.810455,0.300616
baseline_destabilization,193,0.646367,0.646367,0.811818,0.308114
baseline_destabilization,194,-0.427356,0.427356,0.813182,0.299764
baseline_destabilization,195,-0.605830,0.605830,0.814545,0.307259
baseline_destabilization,196,0.483007,0.483007,0.815909,0.299051
baseline_destabilization,197,0.560181,0.560181,0.817273,0.306270
baseline_destabilization,198,-0.534348,0.534348,0.818636,0.298471
baseline_destabilization,199,-0.509825,0.509825,0.820000,0.305156
baseline_destabilization,200,0.580948,0.580948,0.821364,0.298016
baseline_destabilization,201,0.455210,0.455210,0.822727,0.303926
baseline_destabilization,202,-0.622417,0.622417,0.824091,0.297674
baseline_destabilization,203,-0.396816,0.396816,0.825455,0.302595
baseline_destabilization,204,0.658411,0.658411,0.826818,0.297426
baseline_destabilization,205,0.335157,0.335157,0.828182,0.301183
baseline_destabilization,206,-0.688633,0.688633,0.829545,0.297254
baseline_destabilization,207,-0.270773,0.270773,0.830909,0.299710
baseline_destabilization,208,0.712838,0.712838,0.832273,0.297135
baseline_destabilization,209,0.204226,0.204226,0.833636,0.298198
baseline_destabilization,210,-0.730833,0.730833,0.835000,0.297045
baseline_destabilization,211,-0.136095,0.136095,0.836364,0.296674
baseline_destabilization,212,0.742478,0.742478,0.837727,0.296960
baseline_destabilization,213,0.066973,0.066973,0.839091,0.295161
baseline_destabilization,214,-0.747689,0.747689,0.840455,0.296854
baseline_destabilization,215,0.002543,0.002543,0.841818,0.293684
baseline_destabilization,216,0.746438,0.746438,0.843182,0.296705
baseline_destabilization,217,-0.071852,0.071852,0.844545,0.292266
baseline_destabilization,218,-0.738753,0.738753,0.845909,0.296489
baseline_destabilization,219,0.140355,0.140355,0.847273,0.290928
baseline_destabilization,220,0.724716,0.724716,0.848636,0.296188
baseline_destabilization,221,-0.207466,0.207466,0.850000,0.289688
baseline_destabilization,222,-0.704465,0.704465,0.851364,0.295785
baseline_destabilization,223,0.272607,0.272607,0.852727,0.288561
baseline_destabilization,224,0.678190,0.678190,0.854091,0.295266
baseline_destabilization,225,-0.335222,0.335222,0.855455,0.287557
baseline_destabilization,226,-0.646135,0.646135,0.856818,0.294624
baseline_destabilization,227,0.394777,0.394777,0.858182,0.286684
baseline_destabilization,228,0.608590,0.608590,0.859545,0.293854
baseline_destabilization,229,-0.450767,0.450767,0.860909,0.285943
baseline_destabilization,230,-0.565893,0.565893,0.862273,0.292955
baseline_destabilization,231,0.502717,0.502717,0.863636,0.285332
baseline_destabilization,232,0.518427,0.518427,0.865000,0.291933
baseline_destabilization,233,-0.550190,0.550190,0.866364,0.284844
baseline_destabilization,234,-0.466614,0.466614,0.867727,0.290797
baseline_destabilization,235,0.592786,0.592786,0.869091,0.284469
baseline_destabilization,236,0.410912,0.410912,0.870455,0.289558
baseline_destabilization,237,-0.630152,0.630152,0.871818,0.284192
baseline_destabilization,238,-0.351811,0.351811,0.873182,0.288234
baseline_destabilization,239,0.661978,0.661978,0.874545,0.283995
baseline_destabilization,240,0.289832,0.289832,0.875909,0.286844
baseline_destabilization,241,-0.688003,0.688003,0.877273,0.283857
baseline_destabilization,242,-0.225517,0.225517,0.878636,0.285408
baseline_destabilization,243,0.708019,0.708019,0.880000,0.283757
baseline_destabilization,244,0.159427,0.159427,0.881364,0.283951
baseline_destabilization,245,-0.721867,0.721867,0.882727,0.283671
baseline_destabilization,246,-0.092137,0.092137,0.884091,0.282496
baseline_destabilization,247,0.729444,0.729444,0.885455,0.283575
baseline_destabilization,248,0.024232,0.024232,0.886818,0.281065
baseline_destabilization,249,-0.730702,0.730702,0.888182,0.283446
baseline_destabilization,250,0.043701,0.043701,0.889545,0.279683
baseline_destabilization,251,0.725644,0.725644,0.890909,0.283263
baseline_destabilization,252,-0.111073,0.111073,0.892273,0.278369
baseline_destabilization,253,-0.714333,0.714333,0.893636,0.283005
baseline_destabilization,254,0.177306,0.177306,0.895000,0.277142
baseline_destabilization,255,0.696881,0.696881,0.896364,0.282655
baseline_destabilization,256,-0.241829,0.241829,0.897727,0.276018
baseline_destabilization,257,-0.673456,0.673456,0.899091,0.282201
baseline_destabilization,258,0.304089,0.304089,0.900455,0.275008
baseline_destabilization,259,0.644275,0.644275,0.901818,0.281631
baseline_destabilization,260,-0.363555,0.363555,0.903182,0.274121
baseline_destabilization,261,-0.609605,0.609605,0.904545,0.280940
baseline_destabilization,262,0.419720,0.419720,0.905909,0.273360
baseline_destabilization,263,0.569761,0.569761,0.907273,0.280127
baseline_destabilization,264,-0.472107,0.472107,0.908636,0.272724
baseline_destabilization,265,-0.525099,0.525099,0.910000,0.279194
baseline_destabilization,266,0.520273,0.520273,0.911364,0.272210
baseline_destabilization,267,0.476020,0.476020,0.912727,0.278147
baseline_destabilization,268,-0.563813,0.563813,0.914091,0.271807
baseline_destabilization,269,-0.422958,0.422958,0.915455,0.276999
baseline_destabilization,270,0.602362,0.602362,0.916818,0.271504
baseline_destabilization,271,0.366382,0.366382,0.918182,0.275762
baseline_destabilization,272,-0.635601,0.635601,0.919545,0.271285
baseline_destabilization,273,-0.306791,0.306791,0.920909,0.274455
baseline_destabilization,274,0.663256,0.663256,0.922273,0.271130
baseline_destabilization,275,0.244708,0.244708,0.923636,0.273097
baseline_destabilization,276,-0.685101,0.685101,0.925000,0.271020
baseline_destabilization,277,-0.180676,0.180676,0.926364,0.271709
baseline_destabilization,278,0.700965,0.700965,0.927727,0.270931
baseline_destabilization,279,0.115253,0.115253,0.929091,0.270314
baseline_destabilization,280,-0.710724,0.710724,0.930455,0.270843
baseline_destabilization,281,-0.049010,0.049010,0.931818,0.268935
baseline_destabilization,282,0.714310,0.714310,0.933182,0.270731
baseline_destabilization,283,-0.017478,0.017478,0.934545,0.267594
baseline_destabilization,284,-0.711709,0.711709,0.935909,0.270575
baseline_destabilization,285,0.083637,0.083637,0.937273,0.266310
baseline_destabilization,286,0.702960,0.702960,0.938636,0.270356
baseline_destabilization,287,-0.148895,0.148895,0.940000,0.265104
baseline_destabilization,288,-0.688153,0.688153,0.941364,0.270055
baseline_destabilization,289,0.212688,0.212688,0.942727,0.263990
baseline_destabilization,290,0.667432,0.667432,0.944091,0.269659
baseline_destabilization,291,-0.274471,0.274471,0.945455,0.262981
baseline_destabilization,292,-0.640994,0.640994,0.946818,0.269156
baseline_destabilization,293,0.333712,0.333712,0.948182,0.262087
baseline_destabilization,294,0.609080,0.609080,0.949545,0.268539
baseline_destabilization,295,-0.389907,0.389907,0.950909,0.261313
baseline_destabilization,296,-0.571982,0.571982,0.952273,0.267805
baseline_destabilization,297,0.442576,0.442576,0.953636,0.260659
baseline_destabilization,298,0.530034,0.530034,0.955000,0.266956
baseline_destabilization,299,-0.491274,0.491274,0.956364,0.260123
baseline_destabilization,300,-0.483612,0.483612,0.957727,0.265996
baseline_destabilization,301,0.535589,0.535589,0.959091,0.259698
baseline_destabilization,302,0.433130,0.433130,0.960455,0.264934
baseline_destabilization,303,-0.575150,0.575150,0.961818,0.259372
baseline_destabilization,304,-0.379034,0.379034,0.963182,0.263783
baseline_destabilization,305,0.609625,0.609625,0.964545,0.259133
baseline_destabilization,306,0.321802,0.321802,0.965909,0.262558
baseline_destabilization,307,-0.638730,0.638730,0.967273,0.258962
baseline_destabilization,308,-0.261939,0.261939,0.968636,0.261277
baseline_destabilization,309,0.662228,0.662228,0.970000,0.258841
baseline_destabilization,310,0.199969,0.199969,0.971364,0.259961
baseline_destabilization,311,-0.679928,0.679928,0.972727,0.258750
baseline_destabilization,312,-0.136435,0.136435,0.974091,0.258629
baseline_destabilization,313,0.691694,0.691694,0.975455,0.258666
baseline_destabilization,314,0.071890,0.071890,0.976818,0.257305
baseline_destabilization,315,-0.697438,0.697438,0.978182,0.258569
baseline_destabilization,316,-0.006896,0.006896,0.979545,0.256008
baseline_destabilization,317,0.697128,0.697128,0.980909,0.258437
baseline_destabilization,318,-0.057983,0.057983,0.982273,0.254760
baseline_destabilization,319,-0.690780,0.690780,0.983636,0.258251
baseline_destabilization,320,0.122185,0.122185,0.985000,0.253579
moderate_destabilization,1,0.000000,0.000000,0.450000,-1.000000
moderate_destabilization,2,0.998885,0.998885,0.451411,-1.000000
moderate_destabilization,3,0.357981,0.357981,0.452821,-1.000000
moderate_destabilization,4,-0.827369,0.827369,0.454232,-1.000000
moderate_destabilization,5,-0.189156,0.189156,0.455643,-1.000000
moderate_destabilization,6,0.885782,0.885782,0.457053,-1.000000
moderate_destabilization,7,0.126453,0.126453,0.458464,-1.000000
moderate_destabilization,8,-0.887675,0.887675,0.459875,-1.000000
moderate_destabilization,9,-0.040501,0.040501,0.461285,-1.000000
moderate_destabilization,10,0.892242,0.892242,0.462696,-1.000000
moderate_destabilization,11,-0.040909,0.040909,0.464107,-1.000000
moderate_destabilization,12,-0.887054,0.887054,0.465517,-1.000000
moderate_destabilization,13,0.122789,0.122789,0.466928,-1.000000
moderate_destabilization,14,0.874805,0.874805,0.468339,-1.000000
moderate_destabilization,15,-0.203226,0.203226,0.469749,-1.000000
moderate_destabilization,16,-0.855048,0.855048,0.471160,-1.000000
moderate_destabilization,17,0.281802,0.281802,0.472571,-1.000000
moderate_destabilization,18,0.828092,0.828092,0.473981,-1.000000
moderate_destabilization,19,-0.357796,0.357796,0.475392,-1.000000
moderate_destabilization,20,-0.794152,0.794152,0.476803,-1.000000
moderate_destabilization,21,0.430578,0.430578,0.478213,-1.000000
moderate_destabilization,22,0.753540,0.753540,0.479624,-1.000000
moderate_destabilization,23,-0.499535,0.499535,0.481034,-1.000000
moderate_destabilization,24,-0.706614,0.706614,0.482445,-1.000000
moderate_destabilization,25,0.564087,0.564087,0.483856,0.412105
moderate_destabilization,26,0.653787,0.653787,0.485266,0.427398
moderate_destabilization,27,-0.623696,0.623696,0.486677,0.405659
moderate_destabilization,28,-0.595521,0.595521,0.488088,0.413134
moderate_destabilization,29,0.677864,0.677864,0.489498,0.405471
moderate_destabilization,30,0.532325,0.532325,0.490909,0.413932
moderate_destabilization,31,-0.726142,0.726142,0.492320,0.404964
moderate_destabilization,32,-0.464747,0.464747,0.493730,0.411770
moderate_destabilization,33,0.768134,0.768134,0.495141,0.404862
moderate_destabilization,34,0.393371,0.393371,0.496552,0.410082
moderate_destabilization,35,-0.803493,0.803493,0.497962,0.404778
moderate_destabilization,36,-0.318815,0.318815,0.499373,0.408188
moderate_destabilization,37,0.831936,0.831936,0.500784,0.404785
moderate_destabilization,38,0.241719,0.241719,0.502194,0.406265
moderate_destabilization,39,-0.853234,0.853234,0.503605,0.404823
moderate_destabilization,40,-0.162746,0.162746,0.505016,0.404317
moderate_destabilization,41,0.867221,0.867221,0.506426,0.404864
moderate_destabilization,42,0.082573,0.082573,0.507837,0.402383
moderate_destabilization,43,-0.873796,0.873796,0.509248,0.404874
moderate_destabilization,44,-0.001884,0.001884,0.510658,0.400495
moderate_destabilization,45,0.872919,0.872919,0.512069,0.404820
moderate_destabilization,46,-0.078631,0.078631,0.513480,0.398686
moderate_destabilization,47,-0.864614,0.864614,0.514890,0.404673
moderate_destabilization,48,0.158287,0.158287,0.516301,0.396983
moderate_destabilization,49,0.848968,0.848968,0.517712,0.404405
moderate_destabilization,50,-0.236407,0.236407,0.519122,0.395411
moderate_destabilization,51,-0.826131,0.826131,0.520533,0.403993
moderate_destabilization,52,0.312330,0.312330,0.521944,0.393992
moderate_destabilization,53,0.796314,0.796314,0.523354,0.403422
moderate_destabilization,54,-0.385413,0.385413,0.524765,0.392739
moderate_destabilization,55,-0.759786,0.759786,0.526176,0.402677
moderate_destabilization,56,0.455040,0.455040,0.527586,0.391663
moderate_destabilization,57,0.716876,0.716876,0.528997,0.401753
moderate_destabilization,58,-0.520625,0.520625,0.530408,0.390766
moderate_destabilization,59,-0.667961,0.667961,0.531818,0.400650
moderate_destabilization,60,0.581619,0.581619,0.533229,0.390046
moderate_destabilization,61,0.613474,0.613474,0.534639,0.399373
moderate_destabilization,62,-0.637512,0.637512,0.536050,0.389494
moderate_destabilization,63,-0.553892,0.553892,0.537461,0.397935
moderate_destabilization,64,0.687840,0.687840,0.538871,0.389095
moderate_destabilization,65,0.489734,0.489734,0.540282,0.396352
moderate_destabilization,66,-0.732185,0.732185,0.541693,0.388829
moderate_destabilization,67,-0.421557,0.421557,0.543103,0.394648
moderate_destabilization,68,0.770184,0.770184,0.544514,0.388674
moderate_destabilization,69,0.349953,0.349953,0.545925,0.392846
moderate_destabilization,70,-0.801527,0.801527,0.547335,0.388600
moderate_destabilization,71,-0.275540,0.275540,0.548746,0.390978
moderate_destabilization,72,0.825963,0.825963,0.550157,0.388578
moderate_destabilization,73,0.198958,0.198958,0.551567,0.389074
moderate_destabilization,74,-0.843298,0.843298,0.552978,0.388576
moderate_destabilization,75,-0.120868,0.120868,0.554389,0.387166
moderate_destabilization,76,0.853402,0.853402,0.555799,0.388561
moderate_destabilization,77,0.041937,0.041937,0.557210,0.385287
moderate_destabilization,78,-0.856205,0.856205,0.558621,0.388502
moderate_destabilization,79,0.037158,0.037158,0.560031,0.383469
moderate_destabilization,80,0.851701,0.851701,0.561442,0.388368
moderate_destabilization,81,-0.115742,0.115742,0.562853,0.381739
moderate_destabilization,82,-0.839944,0.839944,0.564263,0.388132
moderate_destabilization,83,0.193146,0.193146,0.565674,0.380124
moderate_destabilization,84,0.821053,0.821053,0.567085,0.387769
moderate_destabilization,85,-0.268713,0.268713,0.568495,0.378646
moderate_destabilization,86,-0.795205,0.795205,0.569906,0.387262
moderate_destabilization,87,0.341800,0.341800,0.571317,0.377322
moderate_destabilization,88,0.762637,0.762637,0.572727,0.386595
moderate_destabilization,89,-0.411791,0.411791,0.574138,0.376164
moderate_destabilization,90,-0.723644,0.723644,0.575549,0.385758
moderate_destabilization,91,0.478095,0.478095,0.576959,0.375177
moderate_destabilization,92,0.678572,0.678572,0.578370,0.384750
moderate_destabilization,93,-0.540156,0.540156,0.579781,0.374362
moderate_destabilization,94,-0.627823,0.627823,0.581191,0.383573
moderate_destabilization,95,0.597452,0.597452,0.582602,0.373713
moderate_destabilization,96,0.571841,0.571841,0.584013,0.382235
moderate_destabilization,97,-0.649506,0.649506,0.585423,0.373220
moderate_destabilization,98,-0.511119,0.511119,0.586834,0.380751
moderate_destabilization,99,0.695886,0.695886,0.588245,0.372865
moderate_destabilization,100,0.446186,0.446186,0.589655,0.379138
moderate_destabilization,101,-0.736210,0.736210,0.591066,0.372628
moderate_destabilization,102,-0.377606,0.377606,0.592476,0.377421
moderate_destabilization,103,0.770148,0.770148,0.593887,0.372484
moderate_destabilization,104,0.305974,0.305974,0.595298,0.375626
moderate_destabilization,105,-0.797424,0.797424,0.596708,0.372405
moderate_destabilization,106,-0.231910,0.231910,0.598119,0.373781
moderate_destabilization,107,0.817822,0.817822,0.599530,0.372360
moderate_destabilization,108,0.156052,0.156052,0.600940,0.371919
moderate_destabilization,109,-0.831185,0.831185,0.602351,0.372320
moderate_destabilization,110,-0.079053,0.079053,0.603762,0.370068
moderate_destabilization,111,0.837415,0.837415,0.605172,0.372253
moderate_destabilization,112,0.001573,0.001573,0.606583,0.368261
moderate_destabilization,113,-0.836475,0.836475,0.607994,0.372129
moderate_destabilization,114,0.075724,0.075724,0.609404,0.366527
moderate_destabilization,115,0.828393,0.828393,0.610815,0.371921
moderate_destabilization,116,-0.152178,0.152178,0.612226,0.364891
moderate_destabilization,117,-0.813253,0.813253,0.613636,0.371604
moderate_destabilization,118,0.227137,0.227137,0.615047,0.363376
moderate_destabilization,119,0.791203,0.791203,0.616458,0.371156
moderate_destabilization,120,-0.299965,0.299965,0.617868,0.362001
moderate_destabilization,121,-0.762447,0.762447,0.619279,0.370563
