sample_type,run_id,growth_rate,carrying_capacity,extraction_pressure,recovery_delay,feedback_strength,shock_intensity,final_state,maximum_state,minimum_state,mean_state
monte_carlo,208,0.104496,65.76604,0.052397,1,0.02463,11.034102,46.972122,46.972122,10.0,33.377533
monte_carlo,209,0.046229,85.04485,0.028611,7,0.036927,10.024655,73.298097,73.298097,10.0,37.848278
monte_carlo,210,0.049214,61.668525,0.022862,10,0.025704,16.550641,44.821131,44.821131,10.0,25.989706
monte_carlo,211,0.068948,94.936942,0.010822,7,0.031499,12.575101,118.565283,118.565283,10.0,69.746143
monte_carlo,212,0.071661,84.821965,0.023673,6,0.04006,1.833105,101.208541,101.208541,10.0,62.587714
monte_carlo,213,0.090658,102.448386,0.015665,6,0.020799,22.99736,105.727734,105.727734,10.0,66.319173
monte_carlo,214,0.091635,71.815187,0.010654,5,0.013877,14.457576,73.343249,73.343249,10.0,50.754984
monte_carlo,215,0.100817,112.440721,0.014743,11,0.027235,18.1067,124.103481,124.103481,10.0,79.843259
monte_carlo,216,0.10079,95.912421,0.055828,10,0.033935,23.676767,65.800411,65.800411,10.0,38.73829
monte_carlo,217,0.065857,137.677845,0.022388,8,0.008073,10.612994,82.178281,82.178281,10.0,41.603896
monte_carlo,218,0.064226,81.973893,0.008089,9,0.008339,11.08182,74.820962,74.820962,10.0,43.604577
monte_carlo,219,0.043009,89.499008,0.020789,11,0.043891,20.527041,91.76573,91.76573,10.0,43.824134
monte_carlo,220,0.089201,100.565425,0.030449,9,0.04794,17.734105,115.837768,115.837768,10.0,70.416251
monte_carlo,221,0.043282,132.723997,0.036441,4,0.019469,11.415097,24.393166,24.393166,10.0,16.343635
monte_carlo,222,0.052069,64.949896,0.010693,6,0.049207,2.023899,109.259781,109.259781,10.0,66.128829
monte_carlo,223,0.09169,63.13137,0.043919,8,0.028583,14.63533,48.870117,48.870117,10.0,32.311487
monte_carlo,224,0.069112,133.434943,0.026308,6,0.03555,1.256772,140.856237,140.856237,10.0,75.296279
monte_carlo,225,0.090471,86.771948,0.023133,9,0.035527,6.819527,96.651772,96.651772,10.0,63.110619
monte_carlo,226,0.097899,112.525127,0.054849,3,0.020001,13.985748,65.319126,65.319126,10.0,38.701676
monte_carlo,227,0.051314,87.985663,0.058223,12,0.034796,3.09484,25.078489,25.078489,10.0,17.128471
monte_carlo,228,0.096707,66.777521,0.035741,11,0.040625,19.516435,66.882843,66.882843,10.0,44.058799
monte_carlo,229,0.093609,126.316718,0.045633,11,0.04606,2.242871,118.514766,118.514766,10.0,67.999026
monte_carlo,230,0.093636,100.679079,0.006003,5,0.013112,5.140624,107.66962,107.66962,10.0,73.107222
monte_carlo,231,0.115813,98.901674,0.01746,3,0.011973,7.09901,93.973308,93.973308,10.0,68.036059
monte_carlo,232,0.10305,100.615177,0.034687,12,0.044766,0.90594,107.55458,107.55458,10.0,69.344545
monte_carlo,233,0.066941,121.304608,0.012208,7,0.011941,4.340303,110.656479,110.656479,10.0,60.017173
monte_carlo,234,0.095428,109.979238,0.054646,12,0.024695,9.860607,65.070711,65.070711,10.0,37.986884
monte_carlo,235,0.094109,79.002416,0.029431,5,0.038858,18.811209,85.528865,85.528865,10.0,57.411993
monte_carlo,236,0.05872,79.13348,0.058108,8,0.045679,4.656388,44.59801,44.59801,10.0,26.33182
monte_carlo,237,0.094265,105.633551,0.029233,5,0.040016,12.069761,116.259802,116.259802,10.0,75.390505
monte_carlo,238,0.073493,72.964654,0.015983,10,0.011228,6.000077,64.520296,64.520296,10.0,40.896391
monte_carlo,239,0.091294,129.929356,0.0355,2,0.037013,12.381825,130.165139,130.165139,10.0,80.995599
monte_carlo,240,0.049974,66.71001,0.013817,8,0.045739,3.536368,101.40562,101.40562,10.0,57.99984
monte_carlo,241,0.074998,135.713061,0.017212,8,0.044808,22.331326,176.687262,176.687262,10.0,96.471452
monte_carlo,242,0.073192,91.716317,0.025568,7,0.049754,8.997904,117.66552,117.66552,10.0,70.458694
monte_carlo,243,0.042255,134.466072,0.051155,11,0.020088,3.505183,12.829056,12.878751,9.450342,11.381267
monte_carlo,244,0.043064,133.391694,0.030985,3,0.039148,11.258643,105.917255,105.917255,10.0,47.8546
monte_carlo,245,0.089228,132.468599,0.006045,4,0.042573,13.171302,186.049001,186.049001,10.0,122.447595
monte_carlo,246,0.098179,102.22172,0.011115,5,0.015694,2.92436,106.459515,106.459515,10.0,73.097194
monte_carlo,247,0.059075,111.116139,0.039255,2,0.009989,21.723525,4.717209,22.724853,1.40022,9.376487
monte_carlo,248,0.087739,61.314828,0.033346,4,0.037334,6.990528,63.26373,63.26373,10.0,44.68649
monte_carlo,249,0.040125,88.225283,0.036387,3,0.034897,2.054735,57.34352,57.34352,10.0,30.837538
monte_carlo,250,0.117972,65.414346,0.033933,9,0.040389,12.182942,68.351637,68.351637,10.0,50.180598
monte_carlo,251,0.041627,129.866515,0.007394,7,0.049147,6.087606,224.743282,224.743282,10.0,101.713554
