run_id,growth_rate,carrying_capacity,extraction_pressure,recovery_delay,feedback_strength,shock_intensity,final_state,maximum_state,minimum_state,mean_state
66,0.090377,138.442347,0.028724,6,0.038771,5.113959,150.734798,150.734798,10.000000,90.540225
67,0.080239,61.753381,0.044655,5,0.034214,8.110616,50.672244,50.672244,10.000000,33.576575
68,0.043030,137.946899,0.019186,11,0.021104,23.378652,52.083677,52.083677,10.000000,26.357024
69,0.061909,83.539346,0.042295,5,0.030236,2.865515,56.214918,56.214918,10.000000,32.814264
70,0.104773,72.643595,0.051006,11,0.024676,5.464732,52.060972,52.060972,10.000000,35.541215
71,0.110858,67.974743,0.026174,2,0.038903,10.340121,75.653822,75.653822,10.000000,57.956375
72,0.110273,105.338789,0.045598,6,0.030253,7.706533,89.189626,89.189626,10.000000,58.946483
73,0.104614,131.636104,0.058388,6,0.027008,21.193185,82.850170,82.850170,10.000000,46.754730
74,0.060374,131.483876,0.036168,3,0.025675,16.078042,74.752861,74.752861,10.000000,37.148603
75,0.043651,78.703068,0.016552,8,0.030655,13.108769,78.096563,78.096563,10.000000,40.060777
76,0.105854,92.669507,0.007059,10,0.036884,19.886369,117.789850,117.789850,10.000000,81.502097
77,0.067602,115.393432,0.027156,1,0.023100,13.425679,97.971230,97.971230,10.000000,53.173626
78,0.118099,64.887544,0.008505,12,0.034118,21.937438,78.250919,78.250919,10.000000,57.854711
79,0.057369,98.123616,0.028408,5,0.007736,19.112199,24.944701,26.991820,8.427486,16.862497
80,0.117391,81.142339,0.031667,6,0.038812,13.284786,85.654605,85.654605,10.000000,62.162516
81,0.107864,111.267490,0.027507,5,0.032438,4.266419,115.823236,115.823236,10.000000,79.517021
82,0.119158,120.335214,0.034151,12,0.015372,14.885803,99.437275,99.437275,10.000000,65.085640
83,0.070232,99.673049,0.022436,1,0.007433,21.765411,60.978254,60.978254,10.000000,33.354531
84,0.073794,95.415571,0.024945,7,0.016682,2.502787,78.908724,78.908724,10.000000,46.823761
85,0.109922,131.726007,0.023842,4,0.034098,7.497259,143.586189,143.586189,10.000000,98.010047
86,0.083427,66.375761,0.027483,2,0.015641,18.588360,53.130607,53.130607,10.000000,34.280060
87,0.082975,76.371003,0.052546,7,0.047188,19.124703,63.930126,63.930126,10.000000,38.345217
88,0.069131,136.063480,0.013336,1,0.040308,12.166527,187.052378,187.052378,10.000000,112.337434
89,0.119061,98.180701,0.054973,8,0.010088,6.072045,59.252783,59.252783,10.000000,39.848851
90,0.058765,94.573605,0.025855,3,0.011661,19.918969,41.866954,41.866954,10.000000,23.875262
91,0.040151,71.559316,0.052093,10,0.009149,11.540395,0.534700,10.000000,0.000000,4.588399
92,0.055168,122.148349,0.027750,7,0.010549,10.725704,46.890362,46.890362,10.000000,25.692348
93,0.108101,63.557654,0.057476,10,0.032532,21.437347,44.222411,44.222411,10.000000,29.263710
94,0.059251,124.294560,0.008970,6,0.043767,0.625195,189.443867,189.443867,10.000000,102.952521
95,0.084353,128.880912,0.059045,7,0.036010,11.329582,76.302739,76.302739,10.000000,40.945196
96,0.042463,112.542388,0.052845,6,0.040720,1.855142,39.282245,39.282245,10.000000,22.726397
97,0.086282,93.031162,0.032113,5,0.048041,23.631484,107.521598,107.521598,10.000000,67.253263
98,0.100272,126.693396,0.008983,9,0.046404,2.067126,172.769667,172.769667,10.000000,113.993025
99,0.057994,85.417601,0.033696,10,0.046096,12.663668,83.548227,83.548227,10.000000,44.297687
100,0.070582,128.573438,0.028548,4,0.044554,23.932906,148.845703,148.845703,10.000000,80.033030
101,0.045052,73.703709,0.035154,4,0.043292,17.820156,61.486475,61.486475,10.000000,32.562109
102,0.082095,109.791462,0.040054,4,0.037471,20.114205,99.687661,99.687661,10.000000,57.038957
103,0.068248,71.312537,0.047110,5,0.048062,10.763478,65.541684,65.541684,10.000000,39.290094
104,0.102083,109.323733,0.008917,9,0.036960,16.428869,138.201494,138.201494,10.000000,92.642337
105,0.075726,67.252046,0.040213,7,0.049384,11.880554,71.109511,71.109511,10.000000,44.498543
106,0.105724,131.187635,0.055994,11,0.034672,6.923202,97.208773,97.208773,10.000000,56.689765
107,0.103152,65.861326,0.025765,6,0.010016,12.026384,54.775206,54.775206,10.000000,38.989736
108,0.076159,96.129134,0.029726,9,0.006960,5.525519,58.994515,58.994515,10.000000,35.005368
109,0.096488,122.985888,0.011197,9,0.043047,1.551467,162.093971,162.093971,10.000000,105.340185
110,0.098031,119.492837,0.057414,8,0.045454,2.529913,99.270994,99.270994,10.000000,58.835739
111,0.057716,79.782646,0.044956,4,0.012604,19.782546,1.535958,17.828735,0.000000,7.384285
112,0.047073,70.412528,0.058004,8,0.014939,15.480269,0.976371,10.000000,0.000000,5.204272
113,0.060993,73.487321,0.040344,11,0.036866,2.984021,56.438989,56.438989,10.000000,33.055889
114,0.085082,83.666558,0.024041,4,0.020696,10.249137,78.275826,78.275826,10.000000,50.711835
115,0.117966,107.601691,0.047017,6,0.034890,5.300787,95.690001,95.690001,10.000000,65.289152
116,0.056254,72.831383,0.012903,6,0.042240,7.431718,105.903303,105.903303,10.000000,62.611429
117,0.111262,80.391573,0.057991,10,0.005800,4.190074,40.329039,40.329039,10.000000,28.013646
118,0.051901,63.053308,0.055558,4,0.034464,15.107659,13.482036,19.489531,4.642638,11.960840
119,0.056794,138.664830,0.005673,12,0.045231,7.691293,208.430526,208.430526,10.000000,101.770291
120,0.051968,112.413131,0.027288,4,0.022984,20.407174,60.546699,60.546699,10.000000,30.719661
121,0.078870,86.090144,0.023771,2,0.012409,8.142939,70.120610,70.120610,10.000000,43.817733
122,0.087120,138.092570,0.035436,10,0.030620,6.851705,120.530049,120.530049,10.000000,66.601346
123,0.051550,106.549884,0.059644,11,0.047102,22.832688,19.237335,24.029165,1.652572,14.398180
124,0.061811,126.660663,0.045770,7,0.025101,8.473874,50.948012,50.948012,10.000000,27.679285
125,0.107973,108.067801,0.037085,11,0.047844,12.410943,115.705314,115.705314,10.000000,73.797120
126,0.110557,90.059398,0.013506,4,0.039079,21.168749,110.637123,110.637123,10.000000,80.537507
127,0.040767,83.262169,0.035967,10,0.007951,7.498046,8.456971,12.990129,5.569556,9.323596
128,0.080231,88.433324,0.059700,4,0.024237,20.213884,26.799250,27.823106,8.115333,17.844486
129,0.100363,88.969443,0.048282,5,0.017753,21.541930,55.457246,55.457246,10.000000,34.008189
130,0.085376,73.222916,0.050390,8,0.040393,21.965953,56.134421,56.134421,10.000000,33.862313
131,0.108184,116.045622,0.037147,8,0.012431,0.422825,87.938115,87.938115,10.000000,57.405114
132,0.099000,68.916111,0.044256,4,0.044284,2.120915,68.485321,68.485321,10.000000,49.373387
133,0.108880,136.472370,0.054382,10,0.006059,3.202160,70.181449,70.181449,10.000000,42.191024
134,0.075993,87.903831,0.018088,6,0.039844,4.381899,111.000292,111.000292,10.000000,70.370473
135,0.042360,64.253328,0.054162,2,0.019147,16.794554,0.251888,10.257929,0.000000,5.174745
136,0.107586,71.031382,0.032589,11,0.034936,12.051887,71.118082,71.118082,10.000000,49.508314
137,0.047486,71.376503,0.031666,12,0.016949,5.038635,30.420075,30.420075,10.000000,19.624222
138,0.065221,81.694184,0.043098,7,0.017264,21.001883,18.053925,25.046562,4.484851,14.164036
139,0.077678,131.036944,0.057629,5,0.028980,12.982270,58.420830,58.420830,10.000000,31.457439
140,0.070645,97.812595,0.051108,3,0.007478,1.443556,26.916965,26.916965,10.000000,18.401230
141,0.044079,87.135544,0.052931,6,0.019898,20.547736,1.537612,12.146372,0.000000,6.147498
142,0.101749,83.998234,0.045621,10,0.018119,22.916247,54.484783,54.484783,10.000000,33.612223
143,0.058905,66.380558,0.017092,3,0.049831,11.710558,101.274410,101.274410,10.000000,64.359184
144,0.059529,64.044832,0.044127,10,0.018037,11.580325,19.305420,19.673886,8.349733,14.488894
145,0.098444,138.955902,0.052546,7,0.030710,3.898905,101.519759,101.519759,10.000000,58.477433
146,0.093247,66.503058,0.037767,11,0.008110,2.865267,43.443905,43.443905,10.000000,30.325384
147,0.067532,137.629299,0.030532,5,0.040181,15.027743,142.205855,142.205855,10.000000,72.441970
148,0.041958,108.056228,0.050801,6,0.048939,6.663408,53.078138,53.078138,10.000000,27.902571
149,0.077024,97.191651,0.010647,3,0.023555,16.939144,111.134153,111.134153,10.000000,69.167783
150,0.080096,131.448611,0.027552,6,0.035445,22.963286,136.024380,136.024380,10.000000,74.625431
151,0.066379,106.440326,0.045757,3,0.013301,16.939841,21.367070,24.376001,7.880746,15.389836
152,0.116886,83.379429,0.008030,10,0.035824,5.872378,102.886680,102.886680,10.000000,75.906509
153,0.089900,131.319383,0.037955,12,0.034880,19.531355,113.543660,113.543660,10.000000,61.729415
154,0.117703,101.902307,0.013767,11,0.018838,0.949530,105.933591,105.933591,10.000000,76.093636
155,0.065978,118.234157,0.051332,2,0.013665,7.249359,27.558188,27.558188,10.000000,18.049237
156,0.040978,129.107785,0.031816,11,0.024212,6.410266,42.539943,42.539943,10.000000,23.563858
157,0.092521,100.123760,0.053237,2,0.046330,14.964836,90.410043,90.410043,10.000000,57.476303
158,0.079604,100.528428,0.020581,10,0.031188,5.060026,109.035504,109.035504,10.000000,65.358041
159,0.080083,112.973741,0.030706,11,0.006129,19.649371,60.488334,60.488334,10.000000,33.216828
160,0.106478,82.632141,0.017981,12,0.017938,6.597199,81.744735,81.744735,10.000000,57.515225
161,0.064330,91.340420,0.044829,3,0.039673,6.474493,74.433878,74.433878,10.000000,42.205437
162,0.086570,86.969490,0.037639,1,0.015527,4.647919,61.987475,61.987475,10.000000,40.030135
163,0.045328,117.735415,0.029161,6,0.009877,17.328753,11.582015,21.185253,4.218110,11.472211
164,0.048104,99.548470,0.046493,1,0.039260,14.333971,50.663285,50.663285,10.000000,27.280590
165,0.057645,129.472749,0.030318,8,0.039737,10.893408,118.522867,118.522867,10.000000,56.738037
166,0.075752,85.565703,0.011536,7,0.015233,6.771535,86.849573,86.849573,10.000000,54.405747
167,0.113559,123.549458,0.022590,1,0.013588,7.292403,113.355095,113.355095,10.000000,78.586738
168,0.060466,65.784871,0.021907,3,0.031009,15.425505,70.037404,70.037404,10.000000,42.126951
169,0.117709,137.877482,0.055913,6,0.008126,2.379609,78.837910,78.837910,10.000000,49.249750
170,0.112707,117.644931,0.040603,8,0.006709,3.460103,80.506416,80.506416,10.000000,52.535169
171,0.044647,120.940518,0.042134,6,0.044734,14.205548,66.972343,66.972343,10.000000,32.643690
172,0.046001,111.443510,0.058994,11,0.013772,7.594505,2.274917,10.000000,1.349815,5.812020
173,0.057330,135.518192,0.053353,3,0.039347,13.337477,59.689638,59.689638,10.000000,30.492803
174,0.043012,78.812503,0.045573,3,0.025538,6.623983,19.924256,19.924256,10.000000,14.670365
175,0.088198,103.045551,0.048512,8,0.044198,6.833486,91.869587,91.869587,10.000000,54.350594
176,0.076284,126.572339,0.013197,10,0.049374,3.710382,179.737255,179.737255,10.000000,102.984356
177,0.054794,139.065914,0.028429,1,0.040205,10.134620,152.579960,152.579960,10.000000,75.813596
178,0.088397,77.440869,0.047943,6,0.010042,7.201839,38.670744,38.670744,10.000000,25.395781
179,0.061129,139.981783,0.015698,1,0.048229,21.240933,210.665512,210.665512,10.000000,119.603789
180,0.108183,139.313860,0.041252,9,0.035129,22.911953,126.519646,126.519646,10.000000,75.192306
181,0.046768,82.540189,0.058023,3,0.008518,6.071919,1.251662,10.000000,1.251662,4.980038
182,0.043416,101.083950,0.012865,5,0.030561,2.269863,119.625359,119.625359,10.000000,59.053209
183,0.056829,80.401275,0.058027,3,0.047206,22.156309,34.401470,34.401470,9.903773,20.811192
184,0.079421,112.033951,0.025405,3,0.040844,0.262995,132.303462,132.303462,10.000000,83.386363
185,0.083570,136.425475,0.059099,2,0.038867,2.350083,95.572713,95.572713,10.000000,53.707221
186,0.040560,134.328292,0.057620,2,0.005684,12.434213,0.021461,10.000000,0.000000,3.870824
187,0.118847,129.911521,0.056472,7,0.020244,23.400599,85.098383,85.098383,10.000000,50.948362
188,0.092125,126.297673,0.013771,9,0.037755,3.776704,156.885598,156.885598,10.000000,98.439022
189,0.045955,88.830912,0.029130,7,0.031265,11.904554,60.132378,60.132378,10.000000,31.521236
190,0.073512,82.238702,0.057787,5,0.007605,23.461191,1.016263,15.677481,0.000000,6.747060
191,0.098305,124.471078,0.037704,4,0.031445,17.850661,113.745554,113.745554,10.000000,69.856720
192,0.112838,65.680504,0.019513,4,0.008530,13.354288,58.833600,58.833600,10.000000,43.670276
193,0.084030,137.711674,0.027166,7,0.029682,22.945245,132.896547,132.896547,10.000000,72.663479
194,0.109086,126.214796,0.022716,7,0.010369,17.148126,110.314955,110.314955,10.000000,71.170508
195,0.085048,112.237357,0.033021,2,0.022074,6.516684,94.351536,94.351536,10.000000,57.337555
196,0.090690,78.476445,0.049980,3,0.041491,10.323781,69.231773,69.231773,10.000000,45.792983
197,0.110838,77.219875,0.024943,10,0.009681,20.373120,65.104965,65.104965,10.000000,44.821745
198,0.098067,81.080374,0.041166,1,0.013991,13.335269,55.893953,55.893953,10.000000,36.821297
199,0.112006,93.392479,0.040611,8,0.019617,1.907806,74.906394,74.906394,10.000000,51.562424
200,0.088869,102.595087,0.024651,4,0.016707,18.135473,89.789296,89.789296,10.000000,54.894851
201,0.097485,105.986714,0.013757,3,0.020363,8.796978,112.568263,112.568263,10.000000,76.626531
202,0.070406,99.206271,0.029111,5,0.046643,17.471374,117.826165,117.826165,10.000000,67.475337
203,0.060658,95.570780,0.018526,10,0.030653,0.116566,103.335063,103.335063,10.000000,56.917370
204,0.063200,134.804777,0.024373,1,0.042952,10.183753,169.054554,169.054554,10.000000,94.115065
205,0.104810,124.089965,0.028940,12,0.015334,22.709756,103.483378,103.483378,10.000000,62.647232
206,0.086352,118.728093,0.025104,5,0.017279,17.051270,102.526125,102.526125,10.000000,59.639614
207,0.073093,107.364813,0.013779,4,0.046840,6.067571,154.319377,154.319377,10.000000,96.610908
208,0.073178,61.866978,0.019681,10,0.032946,13.218220,69.079154,69.079154,10.000000,43.973857
209,0.046622,104.829532,0.014551,9,0.018829,19.151676,69.675180,69.675180,10.000000,34.369282
210,0.075760,97.394217,0.026151,2,0.011817,7.339654,73.001291,73.001291,10.000000,43.336463
211,0.112635,99.785311,0.015865,7,0.010048,0.427512,94.372377,94.372377,10.000000,67.670533
212,0.046081,95.907945,0.034119,7,0.015205,11.731112,20.462303,20.524786,9.119869,14.838118
213,0.107569,82.340172,0.028870,1,0.028505,12.678766,81.734066,81.734066,10.000000,59.527616
214,0.080830,127.231144,0.049623,10,0.008502,15.211860,34.639215,34.639215,10.000000,20.964036
215,0.092391,110.638903,0.026724,2,0.017320,23.906801,95.745191,95.745191,10.000000,58.125208
216,0.116383,61.003973,0.045656,3,0.020843,8.145163,47.513108,47.513108,10.000000,35.772701
217,0.115144,66.893024,0.046376,1,0.021918,19.422604,51.501737,51.501737,10.000000,36.605383
218,0.096337,66.856202,0.036423,6,0.029424,21.526123,59.376013,59.376013,10.000000,39.383959
219,0.073250,132.961226,0.037664,8,0.042141,9.419101,124.483815,124.483815,10.000000,64.376199
220,0.068376,113.306051,0.019262,4,0.034209,16.443789,131.545478,131.545478,10.000000,73.644362
221,0.076348,61.653989,0.056694,11,0.028823,13.168146,27.538617,27.538617,10.000000,18.691337
222,0.113012,97.756809,0.031440,10,0.010984,14.175338,78.506582,78.506582,10.000000,52.694740
223,0.049137,89.707223,0.026914,8,0.016734,8.402738,43.962427,43.962427,10.000000,25.066516
224,0.083945,80.512713,0.053507,3,0.033494,3.122610,58.175814,58.175814,10.000000,37.505953
225,0.077201,78.662406,0.044506,8,0.046677,2.539749,75.793443,75.793443,10.000000,46.431879
226,0.104654,101.536137,0.035553,7,0.014920,21.987549,77.910799,77.910799,10.000000,48.658053
227,0.107744,136.810301,0.039581,11,0.021239,21.607812,107.439936,107.439936,10.000000,63.011743
228,0.070785,106.209286,0.026195,3,0.006836,0.712882,68.524006,68.524006,10.000000,39.589127
229,0.052617,95.264387,0.020323,4,0.021513,19.163385,71.219638,71.219638,10.000000,36.560262
230,0.090418,104.086275,0.025519,1,0.035363,6.408416,114.878674,114.878674,10.000000,78.176364
231,0.091463,85.583225,0.019476,3,0.037073,17.837716,101.332129,101.332129,10.000000,69.543800
232,0.064706,129.401130,0.017026,12,0.028068,2.423897,132.855528,132.855528,10.000000,68.331569
233,0.055862,66.099281,0.009756,12,0.032229,0.779281,85.559391,85.559391,10.000000,50.787026
234,0.055133,107.111172,0.011230,9,0.007929,11.094510,77.482663,77.482663,10.000000,39.980985
235,0.082328,62.687079,0.051465,4,0.014730,17.617959,20.657948,23.959190,6.664931,15.254010
236,0.105739,66.990926,0.006689,3,0.009237,21.815848,68.033336,68.033336,10.000000,49.325445
237,0.099562,94.599771,0.053492,8,0.030208,22.299142,64.740134,64.740134,10.000000,38.591506
238,0.096204,73.761417,0.043425,2,0.005180,16.045267,38.127027,38.127027,10.000000,24.834954
239,0.091844,129.099968,0.017498,12,0.036509,14.271243,150.351730,150.351730,10.000000,89.478798
240,0.063358,107.222647,0.038136,7,0.018081,1.016938,56.317918,56.317918,10.000000,31.728374
241,0.049145,120.998665,0.045930,3,0.011015,20.949313,0.512004,14.268094,0.000000,6.231458
242,0.069802,128.952056,0.047314,10,0.044980,16.647949,91.695853,91.695853,10.000000,45.376124
243,0.094971,130.070882,0.013187,3,0.011325,22.778605,125.225012,125.225012,10.000000,77.360539
244,0.045725,94.888854,0.039947,2,0.036274,15.449387,50.547208,50.547208,10.000000,27.085866
245,0.082532,105.513997,0.012153,6,0.024998,15.528064,119.298986,119.298986,10.000000,73.718626
246,0.066318,139.256598,0.045843,10,0.007279,17.533204,11.957822,21.271665,4.091143,11.589393
247,0.088227,60.558193,0.029631,3,0.030677,12.180107,60.230328,60.230328,10.000000,42.303120
248,0.065932,81.563383,0.043409,12,0.028137,0.665371,50.462861,50.462861,10.000000,30.193563
249,0.100685,107.563246,0.038306,9,0.020828,7.888029,85.603137,85.603137,10.000000,53.630169
250,0.083546,84.493872,0.053907,9,0.026195,20.342510,39.798670,39.798670,10.000000,24.014906
251,0.088640,118.466442,0.051164,5,0.020375,1.009934,70.172053,70.172053,10.000000,41.270580
252,0.112094,108.208071,0.021004,4,0.005246,8.257737,92.352390,92.352390,10.000000,63.645487
253,0.057209,131.267702,0.034978,3,0.035235,22.845786,95.492340,95.492340,10.000000,45.172927
254,0.095107,79.581681,0.029324,10,0.026411,20.103542,73.694221,73.694221,10.000000,47.218452
255,0.069174,82.288636,0.022697,4,0.049647,16.609964,111.697922,111.697922,10.000000,69.200580
256,0.069824,98.096557,0.006856,11,0.035970,9.362674,132.584655,132.584655,10.000000,77.298644
257,0.096155,69.952743,0.053491,9,0.042427,22.952572,55.915826,55.915826,10.000000,35.102434
258,0.113045,130.664008,0.059469,9,0.040774,8.458954,104.393379,104.393379,10.000000,63.152123
259,0.107446,61.390139,0.006919,12,0.018153,9.438689,67.376593,67.376593,10.000000,50.460808
260,0.105985,106.309442,0.021280,2,0.049759,10.081587,134.765168,134.765168,10.000000,98.294392
261,0.045901,68.381128,0.020346,6,0.045833,0.641099,96.935226,96.935226,10.000000,54.105008
262,0.047753,112.495245,0.045213,10,0.005216,12.547183,0.640694,11.289397,0.000000,5.576612
263,0.079078,136.646098,0.013052,8,0.014538,19.326500,130.698587,130.698587,10.000000,71.549326
264,0.069901,108.749448,0.039024,9,0.027216,16.854482,67.219475,67.219475,10.000000,35.672962
265,0.094312,134.132193,0.053775,2,0.044739,0.495442,119.268303,119.268303,10.000000,74.012594
266,0.056956,129.571395,0.035446,10,0.043878,17.083650,101.745924,101.745924,10.000000,47.704513
267,0.065014,138.103534,0.052753,9,0.024915,16.995107,30.182125,30.182125,9.820865,18.739296
268,0.104670,64.197715,0.026175,3,0.022626,14.142542,61.458620,61.458620,10.000000,44.884029
269,0.076975,101.325971,0.028233,5,0.010480,11.038114,68.936617,68.936617,10.000000,39.681317
270,0.112030,108.364374,0.010697,2,0.039373,18.906140,135.989449,135.989449,10.000000,100.039072
271,0.095418,126.799795,0.050451,12,0.007113,14.243634,53.990919,53.990919,10.000000,30.781353
272,0.104971,82.282768,0.042285,4,0.035535,12.281316,76.035695,76.035695,10.000000,52.543469
273,0.103140,94.869501,0.034885,5,0.048748,13.926774,106.800436,106.800436,10.000000,72.854414
274,0.047187,80.594837,0.058552,7,0.035683,1.004450,24.502892,24.502892,10.000000,16.962287
275,0.043444,92.368692,0.006850,10,0.017433,19.907392,75.478203,75.478203,10.000000,37.133520
276,0.088605,82.176641,0.049280,9,0.025415,3.222773,55.406507,55.406507,10.000000,35.237453
277,0.049361,73.303371,0.036647,5,0.046844,4.913886,75.140626,75.140626,10.000000,41.440411
278,0.097974,115.804615,0.009913,4,0.043303,20.851692,154.814036,154.814036,10.000000,106.011193
279,0.103006,76.802878,0.018776,8,0.043372,5.407315,94.618579,94.618579,10.000000,67.614033
280,0.061790,86.337203,0.030412,9,0.029626,19.331131,64.605844,64.605844,10.000000,34.901510
281,0.083352,65.480483,0.044903,5,0.029412,16.806228,47.785865,47.785865,10.000000,30.418999
282,0.086187,74.299827,0.015491,3,0.039298,23.036155,93.996112,93.996112,10.000000,64.608388
