"analysis_type","parameter","value","final_state","maximum_state","minimum_state","mean_state"
"local_one_at_a_time","carrying_capacity",112,99.8844018104356,99.8844018104356,10,58.4451501598469
"local_one_at_a_time","carrying_capacity",114,101.595590125268,101.595590125268,10,59.1789378270145
"local_one_at_a_time","carrying_capacity",116,103.303979886789,103.303979886789,10,59.9071424288406
"local_one_at_a_time","carrying_capacity",118,105.009577043793,105.009577043793,10,60.6298699274562
"local_one_at_a_time","carrying_capacity",120,106.712387488168,106.712387488168,10,61.3472226211022
"local_one_at_a_time","carrying_capacity",122,108.412417060808,108.412417060808,10,62.0592993311968
"local_one_at_a_time","carrying_capacity",124,110.109671556823,110.109671556823,10,62.7661955768074
"local_one_at_a_time","carrying_capacity",126,111.804156730153,111.804156730153,10,63.4680037375743
"local_one_at_a_time","carrying_capacity",128,113.495878297651,113.495878297651,10,64.164813206032
"local_one_at_a_time","carrying_capacity",130,115.1848419427,115.1848419427,10,64.8567105301833
"local_one_at_a_time","carrying_capacity",132,116.871053318417,116.871053318417,10,65.5437795470941
"local_one_at_a_time","carrying_capacity",134,118.554518050498,118.554518050498,10,66.2261015082127
"local_one_at_a_time","carrying_capacity",136,120.235241739747,120.235241739747,10,66.9037551970451
"local_one_at_a_time","carrying_capacity",138,121.91322996431,121.91322996431,10,67.5768170397637
"local_one_at_a_time","carrying_capacity",140,123.588488281668,123.588488281668,10,68.2453612092758
"local_one_at_a_time","extraction_pressure",0.005,117.203706455104,117.203706455104,10,74.8972456745191
"local_one_at_a_time","extraction_pressure",0.006375,115.369426990663,115.369426990663,10,73.4240723405723
"local_one_at_a_time","extraction_pressure",0.00775,113.527258478,113.527258478,10,71.9545370019673
"local_one_at_a_time","extraction_pressure",0.009125,111.676760785149,111.676760785149,10,70.4888184547361
"local_one_at_a_time","extraction_pressure",0.0105,109.817482674099,109.817482674099,10,69.0271081809215
"local_one_at_a_time","extraction_pressure",0.011875,107.948963657023,107.948963657023,10,67.5696112201554
"local_one_at_a_time","extraction_pressure",0.01325,106.070736269152,106.070736269152,10,66.1165470811949
"local_one_at_a_time","extraction_pressure",0.014625,104.182328808732,104.182328808732,10,64.6681506914803
"local_one_at_a_time","extraction_pressure",0.016,102.283268597391,102.283268597391,10,63.224673381898
"local_one_at_a_time","extraction_pressure",0.017375,100.373085816636,100.373085816636,10,61.7863839029087
"local_one_at_a_time","extraction_pressure",0.01875,98.4513179778457,98.4513179778457,10,60.3535694670089
"local_one_at_a_time","extraction_pressure",0.020125,96.5175150838546,96.5175150838546,10,58.9265368111434
"local_one_at_a_time","extraction_pressure",0.0215,94.5712455396636,94.5712455396636,10,57.5056132711377
"local_one_at_a_time","extraction_pressure",0.022875,92.612102867645,92.612102867645,10,56.0911478584975
"local_one_at_a_time","extraction_pressure",0.02425,90.6397132784871,90.6397132784871,10,54.6835123279907
"local_one_at_a_time","extraction_pressure",0.025625,88.653744142554,88.653744142554,10,53.2831022223153
"local_one_at_a_time","extraction_pressure",0.027,86.6539133969188,86.6539133969188,10,51.8903378778517
"local_one_at_a_time","extraction_pressure",0.028375,84.6399999105375,84.6399999105375,10,50.5056653730277
"local_one_at_a_time","extraction_pressure",0.02975,82.6118548133976,82.6118548133976,10,49.1295573982161
"local_one_at_a_time","extraction_pressure",0.031125,80.5694137745259,80.5694137745259,10,47.76251402337
"local_one_at_a_time","extraction_pressure",0.0325,78.5127101880438,78.5127101880438,10,46.4050633368486
"local_one_at_a_time","extraction_pressure",0.033875,76.4418891957036,76.4418891957036,10,45.0577619261553
"local_one_at_a_time","extraction_pressure",0.03525,74.3572224383243,74.3572224383243,10,43.7211951687033
"local_one_at_a_time","extraction_pressure",0.036625,72.2591233872943,72.2591233872943,10,42.3959772983459
"local_one_at_a_time","extraction_pressure",0.038,70.148163061105,70.148163061105,10,41.0827512113994
"local_one_at_a_time","extraction_pressure",0.039375,68.0250858813314,68.0250858813314,10,39.7821879743958
"local_one_at_a_time","extraction_pressure",0.04075,65.8908253686334,65.8908253686334,10,38.4949859950073
"local_one_at_a_time","extraction_pressure",0.042125,63.7465193236918,63.7465193236918,10,37.2218698176733
"local_one_at_a_time","extraction_pressure",0.0435,61.5935240825757,61.5935240825757,10,35.9635885066335
"local_one_at_a_time","extraction_pressure",0.044875,59.4334273834105,59.4334273834105,10,34.7209135815273
"local_one_at_a_time","extraction_pressure",0.04625,57.26805933454,57.26805933454,10,33.4946364746542
"local_one_at_a_time","extraction_pressure",0.047625,55.0995009372356,55.0995009372356,10,32.285565484569
"local_one_at_a_time","extraction_pressure",0.049,52.9300895924223,52.9300895924223,10,31.0945222080443
"local_one_at_a_time","extraction_pressure",0.050375,50.7624210150303,50.7624210150303,10,29.922337441639
"local_one_at_a_time","extraction_pressure",0.05175,48.5993469955972,48.5993469955972,10,28.7698465551685
"local_one_at_a_time","extraction_pressure",0.053125,46.4439684903853,46.4439684903853,10,27.6378843521904
"local_one_at_a_time","extraction_pressure",0.0545,44.2996235915631,44.2996235915631,10,26.5272794469814
"local_one_at_a_time","extraction_pressure",0.055875,42.1698700297696,42.1698700297696,10,25.4388482030807
"local_one_at_a_time","extraction_pressure",0.05725,40.0584619929283,40.0584619929283,10,24.3733882948468
"local_one_at_a_time","extraction_pressure",0.058625,37.9693212058303,37.9693212058303,10,23.3316719700543
"local_one_at_a_time","extraction_pressure",0.06,35.9065024009102,35.9065024009102,10,22.314439107658
"local_one_at_a_time","recovery_delay",1,90.9382423734347,90.9382423734347,10,56.3184986260451
"local_one_at_a_time","recovery_delay",2,90.6238953162422,90.6238953162422,10,55.6711660928854
"local_one_at_a_time","recovery_delay",3,90.288231077093,90.288231077093,10,55.0569630470277
"local_one_at_a_time","recovery_delay",4,89.9324713239857,89.9324713239857,10,54.4734944222877
"local_one_at_a_time","recovery_delay",5,89.5581601062396,89.5581601062396,10,53.9187303004158
"local_one_at_a_time","recovery_delay",6,89.1670850987272,89.1670850987272,10,53.3909102430633
"local_one_at_a_time","recovery_delay",7,88.7611958509461,88.7611958509461,10,52.8884757620538
"local_one_at_a_time","recovery_delay",8,88.3425263415527,88.3425263415527,10,52.4100226148698
"local_one_at_a_time","recovery_delay",9,87.9131267405608,87.9131267405608,10,51.9542671597808
"local_one_at_a_time","recovery_delay",10,87.4750121927005,87.4750121927005,10,51.5200225941608
"local_one_at_a_time","recovery_delay",11,87.0301002364014,87.0301002364014,10,51.1061819704437
"local_one_at_a_time","recovery_delay",12,86.58012221454,86.58012221454,10,50.7117084255837
"local_one_at_a_time","feedback_strength",0.005,68.5614780521755,68.5614780521755,10,40.6536517172608
"local_one_at_a_time","feedback_strength",0.006125,70.1714836538253,70.1714836538253,10,41.6292664787937
"local_one_at_a_time","feedback_strength",0.00725,71.7754831143365,71.7754831143365,10,42.6085637444921
"local_one_at_a_time","feedback_strength",0.008375,73.3735138062834,73.3735138062834,10,43.5913740276764
"local_one_at_a_time","feedback_strength",0.0095,74.9656328290239,74.9656328290239,10,44.5775370768948
"local_one_at_a_time","feedback_strength",0.010625,76.5519142238013,76.5519142238013,10,45.5669014105354
"local_one_at_a_time","feedback_strength",0.01175,78.1324464525373,78.1324464525373,10,46.5593238647755
"local_one_at_a_time","feedback_strength",0.012875,79.707330123802,79.707330123802,10,47.5546691561774
"local_one_at_a_time","feedback_strength",0.014,81.2766759492274,81.2766759492274,10,48.5528094599017
"local_one_at_a_time","feedback_strength",0.015125,82.8406029137076,82.8406029137076,10,49.5536240042193
"local_one_at_a_time","feedback_strength",0.01625,84.3992366430461,84.3992366430461,10,50.5569986817516
"local_one_at_a_time","feedback_strength",0.017375,85.9527079532022,85.9527079532022,10,51.5628256776559
"local_one_at_a_time","feedback_strength",0.0185,87.5011515659245,87.5011515659245,10,52.571003114795
"local_one_at_a_time","feedback_strength",0.019625,89.0447049762838,89.0447049762838,10,53.58143471578
"local_one_at_a_time","feedback_strength",0.02075,90.5835074584154,90.5835074584154,10,54.5940294816545
"local_one_at_a_time","feedback_strength",0.021875,92.1176991966081,92.1176991966081,10,55.6087013868844
"local_one_at_a_time","feedback_strength",0.023,93.6474205297291,93.6474205297291,10,56.6253690902457
"local_one_at_a_time","feedback_strength",0.024125,95.1728112978218,95.1728112978218,10,57.6439556611323
"local_one_at_a_time","feedback_strength",0.02525,96.6940102805458,96.6940102805458,10,58.6643883207657
"local_one_at_a_time","feedback_strength",0.026375,98.211154717944,98.211154717944,10,59.6865981977509
"local_one_at_a_time","feedback_strength",0.0275,99.724379904796,99.724379904796,10,60.7105200974015
"local_one_at_a_time","feedback_strength",0.028625,101.233818850566,101.233818850566,10,61.7360922842419
"local_one_at_a_time","feedback_strength",0.02975,102.739601997651,102.739601997651,10,62.7632562770902
"local_one_at_a_time","feedback_strength",0.030875,104.241856991299,104.241856991299,10,63.7919566561246
"local_one_at_a_time","feedback_strength",0.032,105.74070849518,105.74070849518,10,64.8221408813411
"local_one_at_a_time","feedback_strength",0.033125,107.236278047175,107.236278047175,10,65.8537591218235
"local_one_at_a_time","feedback_strength",0.03425,108.728683950466,108.728683950466,10,66.8867640952542
"local_one_at_a_time","feedback_strength",0.035375,110.218041195516,110.218041195516,10,67.9211109171169
"local_one_at_a_time","feedback_strength",0.0365,111.704461408958,111.704461408958,10,68.956756959055
"local_one_at_a_time","feedback_strength",0.037625,113.188052825843,113.188052825843,10,69.9936617158716
"local_one_at_a_time","feedback_strength",0.03875,114.668920282067,114.668920282067,10,71.0317866806764
"local_one_at_a_time","feedback_strength",0.039875,116.14716522413,116.14716522413,10,72.0710952277067
"local_one_at_a_time","feedback_strength",0.041,117.622885733701,117.622885733701,10,73.1115525023706
"local_one_at_a_time","feedback_strength",0.042125,119.096176564755,119.096176564755,10,74.1531253180813
"local_one_at_a_time","feedback_strength",0.04325,120.567129191263,120.567129191263,10,75.1957820594742
"local_one_at_a_time","feedback_strength",0.044375,122.035831863711,122.035831863711,10,76.2394925916193
"local_one_at_a_time","feedback_strength",0.0455,123.502369672856,123.502369672856,10,77.2842281748596
"local_one_at_a_time","feedback_strength",0.046625,124.966824619382,124.966824619382,10,78.3299613849303
"local_one_at_a_time","feedback_strength",0.04775,126.429275688235,126.429275688235,10,79.3766660380295
"local_one_at_a_time","feedback_strength",0.048875,127.889798926595,127.889798926595,10,80.424317120531
"local_one_at_a_time","feedback_strength",0.05,129.348467524562,129.348467524562,10,81.4728907230484
"local_one_at_a_time","shock_intensity",0,90.7090030275157,90.7090030275157,10,55.982475534761
"local_one_at_a_time","shock_intensity",0.6,90.6322094538726,90.6322094538726,10,55.8362895309353
"local_one_at_a_time","shock_intensity",1.2,90.5540270256346,90.5540270256346,10,55.6888019227339
"local_one_at_a_time","shock_intensity",1.8,90.4744185023065,90.4744185023065,10,55.5399899758833
"local_one_at_a_time","shock_intensity",2.4,90.3933453106457,90.3933453106457,10,55.389830355415
"local_one_at_a_time","shock_intensity",3,90.3107674847861,90.3107674847861,10,55.238299104343
"local_one_at_a_time","shock_intensity",3.6,90.2266436031148,90.2266436031148,10,55.0853716213891
"local_one_at_a_time","shock_intensity",4.2,90.1409307216946,90.1409307216946,10,54.9310226377011
"local_one_at_a_time","shock_intensity",4.8,90.0535843040125,90.0535843040125,10,54.7752261925133
"local_one_at_a_time","shock_intensity",5.4,89.9645581468116,89.9645581468116,10,54.6179556076864
"local_one_at_a_time","shock_intensity",6,89.8738043017551,89.8738043017551,10,54.4591834610685
"local_one_at_a_time","shock_intensity",6.6,89.7812729926436,89.7812729926436,10,54.2988815586088
"local_one_at_a_time","shock_intensity",7.2,89.6869125278896,89.6869125278896,10,54.1370209051534
"local_one_at_a_time","shock_intensity",7.8,89.5906692079325,89.5906692079325,10,53.9735716738493
"local_one_at_a_time","shock_intensity",8.4,89.4924872272467,89.4924872272467,10,53.8085031740745
"local_one_at_a_time","shock_intensity",9,89.3923085705741,89.3923085705741,10,53.6417838178095
"local_one_at_a_time","shock_intensity",9.6,89.2900729029809,89.2900729029809,10,53.4733810843581
"local_one_at_a_time","shock_intensity",10.2,89.1857174533052,89.1857174533052,10,53.3032614833194
"local_one_at_a_time","shock_intensity",10.8,89.0791768905297,89.0791768905297,10,53.1313905157057
"local_one_at_a_time","shock_intensity",11.4,88.9703831925741,88.9703831925741,10,52.957732633095
"local_one_at_a_time","shock_intensity",12,88.8592655069611,88.8592655069611,10,52.7822511946961
"local_one_at_a_time","shock_intensity",12.6,88.7457500027631,88.7457500027631,10,52.6049084221988
"local_one_at_a_time","shock_intensity",13.2,88.6297597131896,88.6297597131896,10,52.4256653522695
"local_one_at_a_time","shock_intensity",13.8,88.5112143681178,88.5112143681178,10,52.2444817865444
"local_one_at_a_time","shock_intensity",14.4,88.3900302158123,88.3900302158123,10,52.06131623896
"local_one_at_a_time","shock_intensity",15,88.2661198330113,88.2661198330113,10,51.8761258802494
"local_one_at_a_time","shock_intensity",15.6,88.1393919224875,88.1393919224875,10,51.6888664794195
"local_one_at_a_time","shock_intensity",16.2,88.0097510971116,88.0097510971116,10,51.49949234201
"local_one_at_a_time","shock_intensity",16.8,87.8770976493584,87.8770976493584,10,51.3079562449206
"local_one_at_a_time","shock_intensity",17.4,87.7413273051023,87.7413273051023,10,51.114209367573
"local_one_at_a_time","shock_intensity",18,87.6023309604402,87.6023309604402,10,50.9182012191613
"local_one_at_a_time","shock_intensity",18.6,87.459994400166,87.459994400166,10,50.7198795617171
"local_one_at_a_time","shock_intensity",19.2,87.3141979963891,87.3141979963891,10,50.5191903287018
"local_one_at_a_time","shock_intensity",19.8,87.1648163856506,87.1648163856506,10,50.3160775388069
"local_one_at_a_time","shock_intensity",20.4,87.0117181227277,87.0117181227277,10,50.1104832046224
"local_one_at_a_time","shock_intensity",21,86.8547653091466,86.8547653091466,10,49.9023472358032
"local_one_at_a_time","shock_intensity",21.6,86.6938131942268,86.6938131942268,10,49.6916073363285
"local_one_at_a_time","shock_intensity",22.2,86.5287097462639,86.5287097462639,10,49.4781988954211
"local_one_at_a_time","shock_intensity",22.8,86.3592951912185,86.3592951912185,10,49.2620548716482
"local_one_at_a_time","shock_intensity",23.4,86.1854015160092,86.1854015160092,10,49.0431056696887
"local_one_at_a_time","shock_intensity",24,86.00685193321,86.00685193321,10,48.8212790092033
