scenario,time,true_state,observed_state,twin_state,residual,anomaly_flag,intervention_flag
baseline_twin,102,3.528846,1.743711,2.752545,-1.552052,0,0
baseline_twin,103,3.372749,3.687641,3.063068,0.960882,0,0
baseline_twin,104,2.719243,4.474640,3.524604,1.461593,0,0
baseline_twin,105,6.824017,6.343345,4.457525,2.901262,0,0
baseline_twin,106,7.140565,5.430564,4.707581,1.112281,0,0
baseline_twin,107,6.655270,7.297435,5.508470,2.752254,0,0
baseline_twin,108,5.829214,7.478570,6.059161,2.183706,0,0
baseline_twin,109,5.841652,5.043722,5.539482,-0.762708,0,0
baseline_twin,110,6.119011,4.545012,5.036272,-0.755785,0,0
baseline_twin,111,5.535311,6.481889,5.395513,1.671347,0,0
baseline_twin,112,4.769783,6.254387,5.529668,1.114952,0,0
baseline_twin,113,4.883796,3.797012,4.744315,-1.457390,0,0
baseline_twin,114,5.097618,3.715650,4.222765,-0.780177,0,0
baseline_twin,115,4.423448,5.640746,4.566424,1.652804,0,0
baseline_twin,116,3.734423,5.001428,4.546912,0.699256,0,0
baseline_twin,117,3.936169,2.599215,3.686290,-1.672424,0,0
baseline_twin,118,4.070478,2.929734,3.262956,-0.512649,0,0
baseline_twin,119,3.322816,4.767502,3.637453,1.738538,0,0
high_noise_twin,0,50.000000,50.000000,50.000000,0.000000,0,0
high_noise_twin,1,48.111816,44.919651,46.734635,-2.592834,0,0
high_noise_twin,2,45.674509,46.048786,44.910587,1.625998,0,0
high_noise_twin,3,42.833909,45.990727,43.688736,3.288559,0,0
high_noise_twin,4,40.853990,40.181582,41.141840,-1.371796,0,0
high_noise_twin,5,39.455339,36.362023,38.310425,-2.783431,0,0
high_noise_twin,6,37.386698,38.351239,37.032144,1.884421,0,0
high_noise_twin,7,35.032489,38.034713,36.094625,2.771555,0,0
high_noise_twin,8,33.595002,32.346931,33.771934,-2.035718,0,0
high_noise_twin,9,32.564087,29.679730,31.433827,-2.505853,0,0
high_noise_twin,10,30.773906,32.294377,30.669526,2.321215,0,0
high_noise_twin,11,28.833441,31.574204,29.950822,2.319117,0,0
high_noise_twin,12,27.840177,26.060869,27.823912,-2.518633,0,0
high_noise_twin,13,27.071076,24.498351,25.945177,-2.066893,0,0
high_noise_twin,14,25.486940,27.509217,25.602849,2.723383,0,0
high_noise_twin,15,23.899363,26.281103,25.009869,1.816049,0,0
high_noise_twin,16,23.261709,21.014500,23.037967,-2.890666,0,0
high_noise_twin,17,22.663559,20.494045,21.572217,-1.540245,0,0
high_noise_twin,18,21.229127,23.681226,21.554629,3.037995,0,0
high_noise_twin,19,19.943526,21.881463,21.003259,1.254578,0,0
high_noise_twin,20,19.581873,16.946755,19.155712,-3.155652,0,0
high_noise_twin,21,19.078592,17.389516,18.058721,-0.956008,0,0
high_noise_twin,22,17.752314,20.546948,18.274536,3.246303,0,0
high_noise_twin,23,16.726446,18.151596,17.696828,0.649670,0,0
high_noise_twin,24,16.570110,13.640885,15.956132,-3.307496,0,0
high_noise_twin,25,16.100363,14.951849,15.187890,-0.337202,0,0
high_noise_twin,26,14.854366,17.892058,15.554469,3.339413,0,0
high_noise_twin,27,14.053697,14.915331,14.900019,0.021874,0,0
high_noise_twin,28,14.041098,10.922033,13.261046,-3.341447,0,0
high_noise_twin,29,13.558238,12.991170,12.785570,0.293714,0,0
high_noise_twin,30,12.377167,15.549785,13.230179,3.313723,0,0
high_noise_twin,31,11.774028,12.041474,12.466131,-0.606653,0,0
high_noise_twin,32,11.852867,8.654991,10.934488,-3.256424,0,0
high_noise_twin,33,11.324645,11.359207,10.719271,0.914194,0,0
high_noise_twin,34,10.204296,13.398908,11.179845,3.170090,0,0
high_noise_twin,35,13.776993,13.440731,11.490235,2.786424,0,0
high_noise_twin,36,13.704268,10.541412,10.818247,-0.395479,0,0
high_noise_twin,37,12.922143,13.557106,11.267380,3.271037,0,0
high_noise_twin,38,11.687297,14.790186,11.927231,4.089936,0,0
high_noise_twin,39,11.247593,10.319593,11.016126,-0.995048,0,0
high_noise_twin,40,11.226412,8.211164,9.769063,-2.225571,0,0
high_noise_twin,41,10.409648,11.622409,9.954630,2.382542,0,0
high_noise_twin,42,9.287040,12.187756,10.239323,2.783475,0,0
high_noise_twin,43,9.025158,7.538453,9.025797,-2.124777,0,0
high_noise_twin,44,9.023039,6.262728,7.828339,-2.236587,0,0
high_noise_twin,45,8.170038,9.917428,8.121060,2.566240,0,0
high_noise_twin,46,7.171378,9.766665,8.263527,2.147340,0,0
high_noise_twin,47,7.070657,5.078168,6.945220,-2.667218,0,0
high_noise_twin,48,7.063816,4.656700,5.936117,-1.827739,0,0
high_noise_twin,49,6.183062,8.402879,6.383480,2.884856,0,0
high_noise_twin,50,5.323853,7.521328,6.411664,1.585235,0,0
high_noise_twin,51,5.369526,2.942178,5.052436,-3.014654,0,0
high_noise_twin,52,5.341410,3.373173,4.274275,-1.287289,0,0
high_noise_twin,53,4.448876,7.062104,4.860582,3.145031,0,0
high_noise_twin,54,3.745608,5.467051,4.769762,0.996127,0,0
high_noise_twin,55,3.923111,1.147310,3.411958,-3.235212,0,0
high_noise_twin,56,3.862809,2.403513,2.885115,-0.688004,0,0
high_noise_twin,57,2.979257,5.892875,3.581538,3.301909,0,0
high_noise_twin,58,2.446740,3.630873,3.366752,0.377316,0,0
high_noise_twin,59,2.740199,-0.285248,2.050499,-3.336781,0,0
high_noise_twin,60,2.640861,1.742452,1.785630,-0.061683,0,0
high_noise_twin,61,1.789201,4.899494,2.559434,3.342943,0,0
high_noise_twin,62,1.438202,2.042875,2.220535,-0.253801,0,0
high_noise_twin,63,1.829242,-1.338157,0.985021,-3.318825,0,0
high_noise_twin,64,1.686644,1.381101,0.983969,0.567330,0,0
high_noise_twin,65,0.889517,4.085772,1.800053,3.265313,0,0
high_noise_twin,66,0.724868,0.728556,1.341520,-0.875663,0,0
high_noise_twin,67,1.191845,-2.004757,0.223053,-3.182586,0,0
high_noise_twin,68,1.003217,1.301417,0.478044,1.176247,0,0
high_noise_twin,69,0.280973,3.449414,1.299354,3.071513,0,0
high_noise_twin,70,0.300277,-0.297151,0.729268,-1.466312,0,0
high_noise_twin,71,0.818040,-2.293979,-0.240859,-2.933029,0,0
high_noise_twin,72,0.581256,1.472584,0.252265,1.743312,0,0
high_noise_twin,73,-0.049576,2.978266,1.040391,2.768393,0,0
high_noise_twin,74,0.143453,-1.033825,0.369506,-2.004758,0,0
high_noise_twin,75,0.683652,-2.233008,-0.427665,-2.579062,0,0
high_noise_twin,76,0.396836,1.849563,0.275735,2.248326,0,0
high_noise_twin,77,-0.130823,2.648641,0.991930,2.366730,0,0
high_noise_twin,78,0.217982,-1.497238,0.233050,-2.471840,0,0
high_noise_twin,79,0.749936,-1.867542,-0.374240,-2.133289,0,0
high_noise_twin,80,4.411487,6.373903,0.702587,6.673308,1,1
high_noise_twin,81,3.793638,6.225785,1.382211,5.490821,1,1
high_noise_twin,82,4.083347,1.891239,1.541437,0.499717,0,0
high_noise_twin,83,4.394886,2.169762,1.738139,0.616604,0,0
high_noise_twin,84,3.832404,6.234653,3.095242,4.484872,0,0
high_noise_twin,85,3.363164,5.361419,3.742095,2.313320,0,0
high_noise_twin,86,3.788617,1.197652,2.928949,-2.473281,0,0
high_noise_twin,87,4.062776,2.309211,2.726938,-0.596752,0,0
high_noise_twin,88,3.479971,6.236543,3.775464,3.515827,0,0
high_noise_twin,89,3.149874,4.643107,3.998734,0.920532,0,0
high_noise_twin,90,3.670445,0.772852,2.989504,-3.166645,0,0
high_noise_twin,91,3.872696,2.653113,2.885132,-0.331456,0,0
high_noise_twin,92,3.266290,6.279061,3.905494,3.390810,0,0
high_noise_twin,93,3.063832,3.998889,3.901253,0.139480,0,0
high_noise_twin,94,3.638542,0.537465,2.860550,-3.318694,0,0
high_noise_twin,95,3.740074,3.097883,2.936425,0.230655,0,0
high_noise_twin,96,3.110909,6.272635,3.938396,3.334628,0,0
high_noise_twin,97,3.023455,3.367052,3.731399,-0.520496,0,0
high_noise_twin,98,3.612939,0.418763,2.706918,-3.268793,0,0
high_noise_twin,99,3.592194,3.550256,2.962051,0.840293,0,0
high_noise_twin,100,2.945717,6.143853,3.906086,3.196811,0,0
high_noise_twin,101,2.960454,2.700359,3.496466,-1.137296,0,0
high_noise_twin,102,3.528846,0.355273,2.515573,-3.086143,0,0
high_noise_twin,103,3.372749,3.932556,2.930912,1.430921,0,0
high_noise_twin,104,2.719243,5.839948,3.773234,2.952449,0,0
high_noise_twin,105,6.824017,5.969489,4.365643,2.291209,0,0
high_noise_twin,106,7.140565,4.100563,4.191865,-0.130433,0,0
high_noise_twin,107,6.655270,7.796896,5.177745,3.741645,0,0
high_noise_twin,108,5.829214,8.761402,6.114893,3.780727,0,0
high_noise_twin,109,5.841652,4.423110,5.428496,-1.436266,0,0
high_noise_twin,110,6.119011,3.320791,4.632989,-1.874569,0,0
high_noise_twin,111,5.535311,7.218117,5.264631,2.790694,0,0
high_noise_twin,112,4.769783,7.409079,5.733292,2.393982,0,0
high_noise_twin,113,4.883796,2.951734,4.699011,-2.496109,0,0
high_noise_twin,114,5.097618,2.640786,3.909187,-1.812001,0,0
high_noise_twin,115,4.423448,6.587534,4.559291,2.897490,0,0
high_noise_twin,116,3.734423,5.986877,4.802840,1.691481,0,0
high_noise_twin,117,3.936169,1.559361,3.628148,-2.955409,0,0
high_noise_twin,118,4.070478,2.042489,2.983750,-1.344659,0,0
high_noise_twin,119,3.322816,5.891147,3.701947,3.127428,0,0
slow_update_twin,0,50.000000,50.000000,50.000000,0.000000,0,0
slow_update_twin,1,48.111816,46.316223,47.297158,-1.196262,0,0
slow_update_twin,2,45.674509,45.885040,45.124199,0.927855,0,0
slow_update_twin,3,42.833909,44.609619,43.211913,1.704520,0,0
slow_update_twin,4,40.853990,40.475761,40.987962,-0.624636,0,0
slow_update_twin,5,39.455339,37.715349,38.768165,-1.283922,0,0
slow_update_twin,6,37.386698,37.929252,37.086635,1.027582,0,0
slow_update_twin,7,35.032489,36.721240,35.568062,1.406315,0,0
slow_update_twin,8,33.595002,32.892962,33.704313,-0.989452,0,0
slow_update_twin,9,32.564087,30.941636,31.908996,-1.179707,0,0
slow_update_twin,10,30.773906,31.629171,30.641400,1.204599,0,0
slow_update_twin,11,28.833441,30.375120,29.434782,1.146754,0,0
slow_update_twin,12,27.840177,26.839316,27.864273,-1.249948,0,0
slow_update_twin,13,27.071076,25.623918,26.427248,-0.979670,0,0
slow_update_twin,14,25.486940,26.624471,25.492322,1.380669,0,0
slow_update_twin,15,23.899363,25.239092,24.518281,0.879038,0,0
slow_update_twin,16,23.261709,21.997654,23.178867,-1.440503,0,0
slow_update_twin,17,22.663559,21.443208,22.037657,-0.724938,0,0
slow_update_twin,18,21.229127,22.608432,21.359544,1.523034,0,0
slow_update_twin,19,19.943526,21.033616,20.548126,0.592061,0,0
slow_update_twin,20,19.581873,18.099619,19.387357,-1.570412,0,0
slow_update_twin,21,19.078592,18.128486,18.486909,-0.437101,0,0
slow_update_twin,22,17.752314,19.324296,17.998461,1.616872,0,0
slow_update_twin,23,16.726446,17.528093,17.291574,0.288438,0,0
slow_update_twin,24,16.570110,14.922421,16.268015,-1.640969,0,0
slow_update_twin,25,16.100363,15.454324,15.561757,-0.131016,0,0
slow_update_twin,26,14.854366,16.563068,15.205763,1.655250,0,0
slow_update_twin,27,14.053697,14.538366,14.557898,-0.023820,0,0
slow_update_twin,28,14.041098,12.286624,13.641135,-1.651842,0,0
slow_update_twin,29,13.558238,13.239262,13.091070,0.180722,0,0
slow_update_twin,30,12.377167,14.161765,12.820673,1.635478,0,0
slow_update_twin,31,11.774028,11.924467,12.198863,-0.334630,0,0
slow_update_twin,32,11.852867,10.054062,11.368890,-1.603449,0,0
slow_update_twin,33,11.324645,11.344086,10.945245,0.486392,0,0
slow_update_twin,34,10.204296,12.001265,10.723892,1.557773,0,0
slow_update_twin,35,13.776993,13.587846,10.827157,3.366694,0,0
slow_update_twin,36,13.704268,11.925161,10.598242,1.618194,0,0
slow_update_twin,37,12.922143,13.279310,10.653468,3.202246,0,0
slow_update_twin,38,11.687297,13.432672,10.713849,3.315638,0,0
slow_update_twin,39,11.247593,10.725593,10.263387,0.563665,0,0
slow_update_twin,40,11.226412,9.530335,9.687199,-0.191298,0,0
slow_update_twin,41,10.409648,11.091826,9.509448,1.929730,0,0
slow_update_twin,42,9.287040,10.918693,9.330078,1.937335,0,0
slow_update_twin,43,9.025158,8.188886,8.689546,-0.610561,0,0
slow_update_twin,44,9.023039,7.470364,8.052165,-0.709513,0,0
slow_update_twin,45,8.170038,9.152945,7.849865,1.589122,0,0
slow_update_twin,46,7.171378,8.631227,7.590206,1.269538,0,0
slow_update_twin,47,7.070657,5.949882,6.897678,-1.155849,0,0
slow_update_twin,48,7.063816,5.709813,6.307971,-0.729460,0,0
slow_update_twin,49,6.183062,7.431709,6.152161,1.560425,0,0
slow_update_twin,50,5.323853,6.559933,5.868187,0.843593,0,0
slow_update_twin,51,5.369526,4.004143,5.181980,-1.436386,0,0
slow_update_twin,52,5.341410,4.234277,4.684663,-0.549252,0,0
slow_update_twin,53,4.448876,5.918817,4.597079,1.611876,0,0
slow_update_twin,54,3.745608,4.713920,4.309394,0.493324,0,0
slow_update_twin,55,3.923111,2.361723,3.660151,-1.583449,0,0
slow_update_twin,56,3.862809,3.041955,3.275938,-0.285345,0,0
slow_update_twin,57,2.979257,4.618167,3.260313,1.655920,0,0
slow_update_twin,58,2.446740,3.112815,2.977989,0.164422,0,0
slow_update_twin,59,2.740199,1.038385,2.386320,-1.643823,0,0
slow_update_twin,60,2.640861,2.135506,2.125387,0.012341,0,0
slow_update_twin,61,1.789201,3.538741,2.178015,1.659422,0,0
slow_update_twin,62,1.438202,1.778330,1.906248,-0.155997,0,0
slow_update_twin,63,1.829242,0.047580,1.387883,-1.634516,0,0
slow_update_twin,64,1.686644,1.514776,1.253781,0.318286,0,0
slow_update_twin,65,0.889517,2.687410,1.366693,1.610630,0,0
slow_update_twin,66,0.724868,0.726942,1.108722,-0.465585,0,0
slow_update_twin,67,1.191845,-0.606244,0.675346,-1.562914,0,0
slow_update_twin,68,1.003217,1.170955,0.665748,0.616106,0,0
slow_update_twin,69,0.280973,2.063221,0.827479,1.507002,0,0
slow_update_twin,70,0.300277,-0.035776,0.584682,-0.756656,0,0
slow_update_twin,71,0.818040,-0.932471,0.243543,-1.434164,0,0
slow_update_twin,72,0.581256,1.082628,0.350225,0.893174,0,0
slow_update_twin,73,-0.049576,1.653585,0.546052,1.350650,0,0
slow_update_twin,74,0.143453,-0.518766,0.317697,-1.020077,0,0
slow_update_twin,75,0.683652,-0.956970,0.071151,-1.253805,0,0
slow_update_twin,76,0.396836,1.213995,0.280111,1.138883,0,0
slow_update_twin,77,-0.130823,1.432626,0.492449,1.146557,0,0
slow_update_twin,78,0.217982,-0.746829,0.275648,-1.246924,0,0
slow_update_twin,79,0.749936,-0.722396,0.121065,-1.028611,0,0
slow_update_twin,80,4.411487,5.515346,0.133092,5.344211,1,1
slow_update_twin,81,3.793638,5.161721,0.088144,4.967777,1,1
slow_update_twin,82,4.083347,2.850286,0.646022,2.688127,0,0
slow_update_twin,83,4.394886,3.143254,1.141847,2.440740,0,0
slow_update_twin,84,3.832404,5.183669,0.903369,4.000366,1,1
slow_update_twin,85,3.363164,4.487182,0.599664,3.521363,1,1
slow_update_twin,86,3.788617,2.331199,0.981828,1.645575,0,0
slow_update_twin,87,4.062776,3.076396,1.419834,2.020197,0,0
slow_update_twin,88,3.479971,5.030543,1.118250,3.551576,1,1
slow_update_twin,89,3.149874,3.989817,1.700709,2.791595,0,0
slow_update_twin,90,3.670445,2.040549,1.807525,0.284176,0,0
slow_update_twin,91,3.872696,3.186681,2.100187,1.324992,0,0
slow_update_twin,92,3.266290,4.960974,2.649869,2.818420,0,0
slow_update_twin,93,3.063832,3.589802,2.832748,0.923236,0,0
slow_update_twin,94,3.638542,1.894186,2.670638,-0.946893,0,0
slow_update_twin,95,3.740074,3.378842,2.811377,0.692030,0,0
slow_update_twin,96,3.110909,4.889380,3.191842,2.070168,0,0
slow_update_twin,97,3.023455,3.216728,3.185235,0.038406,0,0
slow_update_twin,98,3.612939,1.816215,2.925253,-1.352485,0,0
slow_update_twin,99,3.592194,3.568604,3.034601,0.651223,0,0
slow_update_twin,100,2.945717,4.744669,3.327132,1.728704,0,0
slow_update_twin,101,2.960454,2.814151,3.202419,-0.473498,0,0
slow_update_twin,102,3.528846,1.743711,2.906767,-1.418360,0,0
slow_update_twin,103,3.372749,3.687641,3.019856,0.814371,0,0
slow_update_twin,104,2.719243,4.474640,3.242472,1.502644,0,0
slow_update_twin,105,6.824017,6.343345,3.744529,3.169288,0,0
slow_update_twin,106,7.140565,5.430564,3.963069,1.789627,0,0
slow_update_twin,107,6.655270,7.297435,4.460612,3.459540,0,0
slow_update_twin,108,5.829214,7.478570,4.871650,3.179171,0,0
slow_update_twin,109,5.841652,5.043722,4.744072,0.365427,0,0
slow_update_twin,110,6.119011,4.545012,4.545130,-0.000144,0,0
slow_update_twin,111,5.535311,6.481889,4.728785,2.137932,0,0
slow_update_twin,112,4.769783,6.254387,4.820745,1.748344,0,0
slow_update_twin,113,4.883796,3.797012,4.439820,-0.783913,0,0
slow_update_twin,114,5.097618,3.715650,4.118193,-0.490907,0,0
slow_update_twin,115,4.423448,5.640746,4.203986,1.752146,0,0
slow_update_twin,116,3.734423,5.001428,4.145699,1.043572,0,0
slow_update_twin,117,3.936169,2.599215,3.658058,-1.291272,0,0
slow_update_twin,118,4.070478,2.929734,3.328113,-0.485828,0,0
slow_update_twin,119,3.322816,4.767502,3.392659,1.676638,0,0
resilient_twin,0,50.000000,50.000000,50.000000,0.000000,0,0
resilient_twin,1,47.961984,46.715044,47.153637,-0.797441,0,0
resilient_twin,2,45.546318,45.692520,45.213096,0.871680,0,0
resilient_twin,3,42.860624,44.093756,43.486443,1.104204,0,0
resilient_twin,4,40.851195,40.588536,41.013501,-0.772665,0,0
resilient_twin,5,39.306849,38.098522,38.607278,-0.925011,0,0
resilient_twin,6,37.287579,37.664353,37.160814,0.915524,0,0
resilient_twin,7,35.080199,36.252943,35.775792,0.867548,0,0
resilient_twin,8,33.584982,33.097454,33.637721,-0.982304,0,0
resilient_twin,9,32.417920,31.291218,31.712993,-0.766862,0,0
resilient_twin,10,30.703299,31.297232,30.714858,1.058863,0,0
resilient_twin,11,28.896566,29.967176,29.599213,0.669025,0,0
resilient_twin,12,27.819599,27.124556,27.741060,-1.120916,0,0
resilient_twin,13,26.928932,25.923961,26.233377,-0.562575,0,0
resilient_twin,14,25.444028,26.233980,25.588085,1.174354,0,0
resilient_twin,15,23.972490,24.902858,24.654351,0.451830,0,0
resilient_twin,16,23.228299,22.350483,23.019801,-1.216941,0,0
resilient_twin,17,22.527641,21.680175,21.865447,-0.336858,0,0
resilient_twin,18,21.212725,22.170576,21.483748,1.248777,0,0
resilient_twin,19,20.021477,20.778484,20.658070,0.218935,0,0
resilient_twin,20,19.534373,18.505031,19.203226,-1.269447,0,0
resilient_twin,21,18.951414,18.291618,18.346093,-0.099045,0,0
resilient_twin,22,17.760797,18.852451,18.149110,1.278803,0,0
resilient_twin,23,16.804347,17.361047,17.372995,-0.021725,0,0
resilient_twin,24,16.508218,15.363990,16.066202,-1.276750,0,0
resilient_twin,25,15.984557,15.535919,15.457653,0.142301,0,0
resilient_twin,26,14.885633,16.072231,15.377410,1.263312,0,0
resilient_twin,27,14.127066,14.463642,14.607526,-0.261609,0,0
resilient_twin,28,13.965392,12.747008,13.428241,-1.238605,0,0
resilient_twin,29,13.456385,13.234874,13.026653,0.378583,0,0
resilient_twin,30,12.428639,13.667943,13.006374,1.202852,0,0
resilient_twin,31,11.838861,11.943332,12.214031,-0.492180,0,0
resilient_twin,32,11.764721,10.515550,11.151554,-1.156370,0,0
resilient_twin,33,11.239113,11.252614,10.921850,0.601388,0,0
resilient_twin,34,10.272947,11.520842,10.916076,1.099575,0,0
resilient_twin,35,13.329848,13.198495,11.661373,2.794768,0,0
resilient_twin,36,13.130740,11.895250,11.457572,0.795777,0,0
resilient_twin,37,12.403704,12.651736,11.684666,1.758308,0,0
resilient_twin,38,11.341024,12.553090,11.752060,1.456417,0,0
resilient_twin,39,10.878411,10.515911,10.863685,-0.632317,0,0
resilient_twin,40,10.733243,9.555412,9.960489,-0.736504,0,0
resilient_twin,41,9.994813,10.468548,9.892793,1.046826,0,0
resilient_twin,42,9.030324,10.163416,9.713582,0.817880,0,0
resilient_twin,43,8.714628,8.133884,8.700324,-1.029892,0,0
resilient_twin,44,8.596953,7.518706,7.887982,-0.671410,0,0
resilient_twin,45,7.844285,8.526859,7.911403,1.119010,0,0
resilient_twin,46,6.985532,7.999316,7.680775,0.579164,0,0
resilient_twin,47,6.803399,6.025083,6.666762,-1.166688,0,0
