scenario,time,true_state,observed_state,prediction_before_update,twin_state,residual,anomaly_flag,intervention_flag
baseline_twin,46,8.184327,8.676975,8.348349,8.463368,0.328626,0,0
baseline_twin,47,7.063578,8.689672,7.935234,8.199287,0.754438,0,0
baseline_twin,48,6.825507,9.034002,7.675803,8.151172,1.3582,0,0
baseline_twin,49,6.345,9.860582,7.622326,8.405716,2.238256,0,0
baseline_twin,50,5.684212,8.55172,7.857217,8.100293,0.694503,0,0
baseline_twin,51,5.334824,4.40554,7.56103,6.456609,-3.15549,0,0
baseline_twin,52,4.251662,3.979807,5.994426,5.289309,-2.014619,0,0
baseline_twin,53,4.749583,6.219057,4.881355,5.349551,1.337702,0,0
baseline_twin,54,4.778804,0.502234,4.935444,3.38382,-4.43321,1,0
baseline_twin,55,4.81769,5.818224,3.065877,4.029198,2.752348,0,0
baseline_twin,56,4.097007,2.967715,3.677895,3.429332,-0.71018,0,0
baseline_twin,57,3.740876,6.845653,2.107972,3.41616,3.737682,1,1
baseline_twin,58,2.771868,2.001819,3.096448,2.713328,-1.094629,0,0
baseline_twin,59,3.303464,2.500392,2.43078,2.455144,0.069612,0,0
baseline_twin,60,2.775901,2.951899,2.188549,2.455721,0.76335,0,0
baseline_twin,61,1.752535,2.148436,2.193137,2.177492,-0.044701,0,0
baseline_twin,62,0.804351,2.397708,1.933831,2.096188,0.463877,0,0
baseline_twin,63,0.637201,4.747378,1.862538,2.872232,2.88484,0,0
baseline_twin,64,0.651846,3.110087,2.606621,2.782834,0.503466,0,0
baseline_twin,65,-0.277016,-0.496867,2.529381,1.470194,-3.026248,0,0
baseline_twin,66,-0.175109,2.967188,1.290853,1.877571,1.676335,0,0
baseline_twin,67,-1.271519,0.511596,1.687076,1.275658,-1.17548,0,0
baseline_twin,68,-0.93986,1.820523,1.125146,1.368528,0.695377,0,0
baseline_twin,69,-0.541678,-0.44795,1.223859,0.638726,-1.671809,0,0
baseline_twin,70,-0.892809,-3.139532,0.541565,-0.746819,-3.681097,1,0
baseline_twin,71,-0.78467,-1.129724,-0.763233,-0.891505,-0.366491,0,0
baseline_twin,72,0.424812,-0.675033,-0.888842,-0.814009,0.213809,0,0
baseline_twin,73,0.566028,-2.258175,-0.803087,-1.312368,-1.455088,0,0
baseline_twin,74,0.283011,0.753077,-1.264188,-0.558145,2.017264,0,0
baseline_twin,75,0.758259,3.364842,-1.535215,-0.170195,3.900057,1,1
baseline_twin,76,0.701376,-1.309664,-0.154166,-0.55859,-1.155498,0,0
baseline_twin,77,0.960981,1.891557,-0.510698,0.330091,2.402255,0,0
baseline_twin,78,1.240195,-0.020323,0.345855,0.217692,-0.366178,0,0
baseline_twin,79,1.902565,2.060777,0.251157,0.884524,1.80962,0,0
baseline_twin,80,6.283454,8.576786,-0.103579,2.584548,7.680365,1,1
baseline_twin,81,6.402351,6.91808,1.522828,3.061166,4.395252,1,1
baseline_twin,82,7.452333,7.890998,1.98653,3.703094,4.904469,1,1
baseline_twin,83,6.990931,7.192471,2.606732,3.861741,3.585739,1,1
baseline_twin,84,7.629593,7.843276,2.767202,4.193828,4.076074,1,1
baseline_twin,85,7.667359,9.819676,3.091755,5.096527,5.727921,1,1
baseline_twin,86,7.092219,3.984393,4.957644,4.617006,-0.973251,0,0
baseline_twin,87,7.040724,7.454247,4.509618,5.540238,2.944629,0,0
baseline_twin,88,6.454006,8.021962,5.393351,6.313365,2.628611,0,0
baseline_twin,89,6.63173,4.840744,6.13358,5.681087,-1.292836,0,0
baseline_twin,90,6.751775,6.398786,5.537733,5.839102,0.861053,0,0
baseline_twin,91,5.668911,6.484221,5.691686,5.969073,0.792535,0,0
baseline_twin,92,5.505712,4.164203,5.817996,5.239168,-1.653793,0,0
baseline_twin,93,5.693384,6.571952,5.1264,5.632343,1.445552,0,0
baseline_twin,94,5.21216,5.932794,5.500694,5.651929,0.432101,0,0
baseline_twin,95,5.710297,4.427497,5.519038,5.136999,-1.091541,0,0
baseline_twin,96,5.80172,5.80668,5.028552,5.300897,0.778128,0,0
baseline_twin,97,7.017312,3.665167,5.181924,4.651059,-1.516758,0,0
baseline_twin,98,7.226343,6.675102,4.561233,5.301087,2.11387,0,0
baseline_twin,99,6.943298,10.366158,4.174423,5.991531,5.191735,1,1
baseline_twin,100,6.724084,10.757782,4.825048,6.551505,4.932734,1,1
baseline_twin,101,6.249465,6.880386,6.350804,6.536158,0.529582,0,0
baseline_twin,102,5.762256,4.519017,6.329123,5.695586,-1.810105,0,0
baseline_twin,103,5.623474,5.114845,5.522648,5.379917,-0.407802,0,0
baseline_twin,104,5.566928,1.777878,5.214054,4.011392,-3.436176,0,0
baseline_twin,105,10.583771,10.283176,2.904531,5.137057,6.378645,1,1
baseline_twin,106,11.18396,9.371158,3.963838,5.5064,4.40732,1,1
baseline_twin,107,10.873262,16.570158,4.304059,8.247194,11.266099,1,1
baseline_twin,108,9.869579,7.17804,7.896652,7.645138,-0.718612,0,0
baseline_twin,109,9.098422,9.948901,7.313108,8.235636,2.635793,0,0
baseline_twin,110,9.097793,11.420453,6.862142,8.107551,3.558311,1,1
baseline_twin,111,8.514779,5.630728,7.728257,6.994122,-2.097529,0,0
baseline_twin,112,7.84172,10.074121,6.658113,7.853716,3.416008,0,0
baseline_twin,113,7.730248,4.207759,7.462247,6.323176,-3.254488,0,0
baseline_twin,114,7.311432,9.828135,4.995745,6.337081,3.83239,1,1
baseline_twin,115,8.198106,9.209142,5.996543,7.120953,3.212599,0,0
baseline_twin,116,7.937852,5.705481,6.728975,6.370752,-1.023493,0,0
baseline_twin,117,6.987085,7.071534,6.004287,6.377823,1.067247,0,0
baseline_twin,118,6.880057,7.924389,5.999339,6.673107,1.925049,0,0
baseline_twin,119,6.178285,4.104789,6.268608,5.511271,-2.163818,0,0
high_noise_twin,0,50.0,54.795547,54.795547,54.795547,0.0,0,0
high_noise_twin,1,47.734651,49.939063,52.068255,51.429497,-2.129193,0,0
high_noise_twin,2,45.898349,43.214071,48.882907,47.182256,-5.668836,1,0
high_noise_twin,3,42.702169,39.105237,44.860254,43.133749,-5.755017,1,0
high_noise_twin,4,40.820428,44.2014,41.026141,41.978718,3.17526,0,0
high_noise_twin,5,38.916789,34.56501,39.94049,38.327846,-5.37548,1,0
high_noise_twin,6,37.886195,32.748969,36.483367,35.363048,-3.734399,0,0
high_noise_twin,7,35.781594,33.957808,33.677517,33.761604,0.280291,0,0
high_noise_twin,8,34.235632,37.746491,31.16628,32.840343,5.580212,1,1
high_noise_twin,9,31.730443,30.709813,31.300572,31.123344,-0.590759,0,0
high_noise_twin,10,30.444263,26.709812,29.678203,28.787686,-2.968391,0,0
high_noise_twin,11,28.986287,29.589005,27.467338,28.103838,2.121667,0,0
high_noise_twin,12,26.861966,22.678561,26.824867,25.580975,-4.146306,0,0
high_noise_twin,13,25.618474,24.893195,24.434455,24.572077,0.45874,0,0
high_noise_twin,14,24.608206,31.684598,22.48139,24.942352,8.203208,1,1
high_noise_twin,15,24.057181,25.481368,23.837582,24.330718,1.643786,0,0
high_noise_twin,16,22.574015,25.55138,23.259973,23.947395,2.291407,0,0
high_noise_twin,17,21.124287,26.146553,22.898247,23.872739,3.248306,0,0
high_noise_twin,18,20.929742,14.514515,22.828726,20.334463,-8.314211,1,0
high_noise_twin,19,19.328216,18.716435,19.467728,19.24234,-0.751292,0,0
high_noise_twin,20,18.270293,14.235655,18.429534,17.171371,-4.193879,0,0
high_noise_twin,21,16.768996,19.079848,16.4604,17.246234,2.619448,0,0
high_noise_twin,22,15.756064,10.864219,16.528783,14.829414,-5.664564,1,0
high_noise_twin,23,14.941021,18.043554,14.22906,15.373408,3.814494,0,0
high_noise_twin,24,15.340163,15.537884,14.741132,14.980158,0.796751,0,0
high_noise_twin,25,14.51512,11.941198,14.361875,13.635672,-2.420677,0,0
high_noise_twin,26,13.601214,15.306806,13.078038,13.746668,2.228769,0,0
high_noise_twin,27,13.789908,17.769119,13.176046,14.553968,4.593073,0,0
high_noise_twin,28,13.062534,15.894315,13.934732,14.522607,1.959583,0,0
high_noise_twin,29,12.966997,14.418799,13.895939,14.052797,0.52286,0,0
high_noise_twin,30,10.937923,10.736088,13.439928,12.628776,-2.70384,0,0
high_noise_twin,31,10.300284,14.547689,12.076794,12.818062,2.470895,0,0
high_noise_twin,32,9.683999,11.127665,12.24575,11.910325,-1.118085,0,0
high_noise_twin,33,9.414044,13.467793,11.372057,12.000778,2.095736,0,0
high_noise_twin,34,9.446312,12.738254,11.446249,11.833851,1.292005,0,0
high_noise_twin,35,13.904789,16.973596,10.275613,11.985008,5.697983,1,1
high_noise_twin,36,13.700316,12.866237,11.406926,11.844719,1.459311,0,0
high_noise_twin,37,13.082482,20.002092,10.261217,12.88348,8.740875,1,1
high_noise_twin,38,12.445138,14.076241,12.235545,12.787754,1.840696,0,0
high_noise_twin,39,11.761374,10.830618,12.132137,11.741681,-1.301519,0,0
high_noise_twin,40,9.347857,14.824922,11.126012,12.235685,3.698911,0,0
high_noise_twin,41,8.130602,5.469081,11.583158,9.748935,-6.114077,1,0
high_noise_twin,42,8.484188,0.952678,9.208871,6.732013,-8.256193,1,0
high_noise_twin,43,8.01261,6.219064,6.331285,6.297619,-0.112222,0,0
high_noise_twin,44,6.43083,8.401157,5.907546,6.655629,2.49361,0,0
high_noise_twin,45,5.560705,5.229552,6.237114,5.934845,-1.007562,0,0
high_noise_twin,46,4.929328,6.976399,5.542421,5.972614,1.433978,0,0
high_noise_twin,47,5.933745,1.91644,5.569018,4.473245,-3.652578,0,0
high_noise_twin,48,6.037795,3.828082,4.136062,4.043668,-0.30798,0,0
high_noise_twin,49,5.401438,-0.647557,3.720197,2.409871,-4.367754,0,0
high_noise_twin,50,4.3196,2.939648,2.161165,2.39471,0.778483,0,0
high_noise_twin,51,4.459166,5.24517,2.140726,3.072059,3.104445,0,0
high_noise_twin,52,4.4422,6.782167,2.779104,3.980023,4.003063,0,0
high_noise_twin,53,3.246284,7.894324,3.637533,4.91457,4.256791,0,0
high_noise_twin,54,2.742524,4.934077,4.522212,4.645772,0.411865,0,0
high_noise_twin,55,2.347886,3.199674,4.264731,3.945214,-1.065056,0,0
high_noise_twin,56,2.468182,-4.735408,3.59811,1.098055,-8.333517,1,0
high_noise_twin,57,3.404222,3.961526,0.893258,1.813738,3.068268,0,0
high_noise_twin,58,3.741228,4.437899,1.574147,2.433273,2.863751,0,0
high_noise_twin,59,3.460167,-0.769195,2.164728,1.284551,-2.933923,0,0
high_noise_twin,60,2.908534,-4.17483,1.076485,-0.49891,-5.251315,1,0
high_noise_twin,61,2.532737,7.582065,-1.613762,0.844986,8.195827,1,1
high_noise_twin,62,1.141311,-1.059814,0.66795,0.149621,-1.727764,0,0
high_noise_twin,63,0.732086,4.457232,0.013299,1.346479,4.443933,0,0
high_noise_twin,64,1.316743,1.51669,1.157156,1.265016,0.359534,0,0
high_noise_twin,65,1.191469,0.674111,1.087453,0.963451,-0.413342,0,0
high_noise_twin,66,0.732235,-0.80781,0.809447,0.32427,-1.617257,0,0
high_noise_twin,67,0.319373,-0.172099,0.211441,0.096379,-0.38354,0,0
high_noise_twin,68,0.263557,-1.769756,0.00483,-0.527546,-1.774586,0,0
high_noise_twin,69,0.54998,0.430013,-0.57741,-0.275183,1.007423,0,0
high_noise_twin,70,0.77814,-3.591964,-0.326649,-1.306243,-3.265315,0,0
high_noise_twin,71,0.263776,0.561666,-1.294686,-0.737781,1.856352,0,0
high_noise_twin,72,0.379453,-0.187689,-0.742804,-0.57627,0.555115,0,0
high_noise_twin,73,1.254815,0.581223,-0.577235,-0.229697,1.158458,0,0
high_noise_twin,74,2.031856,6.497137,-1.235651,0.784185,6.732788,1,1
high_noise_twin,75,2.342355,3.767851,0.739999,1.648355,3.027851,0,0
high_noise_twin,76,2.565165,2.100988,1.573456,1.731716,0.527532,0,0
high_noise_twin,77,1.781272,0.111523,1.665093,1.199022,-1.55357,0,0
high_noise_twin,78,1.344215,0.0218,1.171339,0.826477,-1.149538,0,0
high_noise_twin,79,0.88053,-2.562141,0.829503,-0.18799,-3.391643,0,0
high_noise_twin,80,4.970295,9.523307,-1.122468,1.771264,9.645775,1,1
high_noise_twin,81,4.264146,-1.633954,1.750208,0.734959,-3.384161,0,0
high_noise_twin,82,3.781443,-0.172614,0.776633,0.491859,-0.949248,0,0
high_noise_twin,83,3.067384,-1.0925,0.556059,0.061491,-1.648559,0,0
high_noise_twin,84,2.923781,4.595716,0.156965,1.48859,4.438751,0,0
high_noise_twin,85,4.235695,0.438759,1.52178,1.196873,-1.083021,0,0
high_noise_twin,86,3.287719,2.724636,1.252973,1.694472,1.471663,0,0
high_noise_twin,87,3.163436,8.306979,0.73321,2.705341,6.573769,1,1
high_noise_twin,88,3.9147,1.757347,2.700198,2.417343,-0.942851,0,0
high_noise_twin,89,2.619288,4.440116,2.43236,3.034686,2.007756,0,0
high_noise_twin,90,2.359012,6.735438,3.023652,4.137188,3.711786,0,0
high_noise_twin,91,2.308898,1.826162,4.074868,3.400256,-2.248706,0,0
high_noise_twin,92,1.623078,1.478502,3.37762,2.807885,-1.899117,0,0
high_noise_twin,93,2.38284,-0.228845,2.81668,1.903022,-3.045526,0,0
high_noise_twin,94,2.532661,0.64497,1.957839,1.563979,-1.312869,0,0
high_noise_twin,95,3.09965,2.915711,1.635485,2.019553,1.280226,0,0
high_noise_twin,96,3.419957,4.429172,2.066979,2.775637,2.362193,0,0
high_noise_twin,97,2.862618,-0.834399,2.782927,1.697729,-3.617326,0,0
high_noise_twin,98,3.650216,2.536727,1.755569,1.989917,0.781158,0,0
high_noise_twin,99,2.986763,0.898507,2.028812,1.68972,-1.130305,0,0
high_noise_twin,100,3.966115,4.265553,1.738328,2.496496,2.527225,0,0
high_noise_twin,101,4.561416,-2.756961,2.498545,0.921893,-5.255506,1,0
high_noise_twin,102,5.834909,6.106904,-0.004429,1.528971,5.111333,1,1
high_noise_twin,103,6.458379,5.462558,1.564364,2.733822,3.898194,0,0
high_noise_twin,104,6.206427,8.98775,1.700263,3.586509,6.287487,1,1
high_noise_twin,105,11.126059,11.660195,2.500893,4.948683,8.159302,1,1
high_noise_twin,106,10.249761,13.527862,3.784883,6.407777,8.742979,1,1
high_noise_twin,107,11.086504,6.774761,6.160367,6.344685,0.614394,0,0
high_noise_twin,108,10.09033,12.166853,5.089269,6.912544,6.077584,1,1
high_noise_twin,109,9.378897,2.295013,6.617144,5.320505,-4.322131,0,0
high_noise_twin,110,8.949829,9.906814,4.092768,5.536982,4.814046,1,1
high_noise_twin,111,8.952039,13.473897,4.286216,6.74252,8.187681,1,1
high_noise_twin,112,7.738485,6.031886,6.419092,6.30293,-0.387206,0,0
high_noise_twin,113,7.321725,8.694494,5.989,6.800649,2.705494,0,0
high_noise_twin,114,6.498064,6.611857,6.449343,6.498097,0.162514,0,0
high_noise_twin,115,5.689777,8.477944,6.149509,6.84804,2.328436,0,0
high_noise_twin,116,6.12918,3.695796,6.469707,5.637534,-2.773911,0,0
high_noise_twin,117,6.137336,2.844583,5.307729,4.568785,-2.463146,0,0
high_noise_twin,118,6.018577,1.470239,4.280753,3.437599,-2.810515,0,0
high_noise_twin,119,5.805119,9.568938,2.194875,4.107094,6.374063,1,1
shock_heavy_twin,0,50.0,48.111947,48.111947,48.111947,0.0,0,0
shock_heavy_twin,1,48.021945,48.748364,45.718835,46.77917,3.029529,0,0
shock_heavy_twin,2,45.289249,45.357246,44.465096,44.777349,0.89215,0,0
shock_heavy_twin,3,43.241946,43.419872,42.575592,42.87109,0.84428,0,0
shock_heavy_twin,4,41.195666,42.391518,40.776615,41.341831,1.614904,0,0
shock_heavy_twin,5,39.946791,42.708984,39.335446,40.516185,3.373538,0,0
shock_heavy_twin,6,37.945274,36.620558,38.562289,37.882684,-1.941731,0,0
shock_heavy_twin,7,36.659326,36.08285,36.071171,36.075259,0.011679,0,0
shock_heavy_twin,8,34.297549,37.390115,34.364251,35.423303,3.025864,0,0
shock_heavy_twin,9,33.326791,32.676818,33.754384,33.377236,-1.077566,0,0
shock_heavy_twin,10,31.525919,32.251991,31.819401,31.970807,0.43259,0,0
shock_heavy_twin,11,30.211174,31.042092,30.491304,30.68408,0.550788,0,0
shock_heavy_twin,12,28.735442,25.37839,29.276096,27.911899,-3.897707,1,0
shock_heavy_twin,13,26.026844,27.761501,26.648833,27.038267,1.112668,0,0
shock_heavy_twin,14,25.024993,21.050915,25.82427,24.153596,-4.773355,1,0
shock_heavy_twin,15,24.154082,24.677801,23.088264,23.644602,1.589537,0,0
shock_heavy_twin,16,23.629397,23.636709,22.608162,22.968154,1.028547,0,0
shock_heavy_twin,17,22.83438,21.30528,21.967968,21.736027,-0.662688,0,0
shock_heavy_twin,18,20.616392,20.155903,20.79885,20.573818,-0.642947,0,0
shock_heavy_twin,19,19.816644,19.149257,19.695116,19.504065,-0.545858,0,0
shock_heavy_twin,20,17.781213,16.865077,18.678173,18.043589,-1.813097,0,0
shock_heavy_twin,21,16.489691,17.720166,17.289008,17.439913,0.431158,0,0
shock_heavy_twin,22,14.884122,12.98853,16.712778,15.409291,-3.724247,1,0
shock_heavy_twin,23,13.779976,13.988349,14.779944,14.502885,-0.791595,0,0
shock_heavy_twin,24,14.049858,14.796359,13.914136,14.222914,0.882223,0,0
shock_heavy_twin,25,17.883378,15.995193,13.642494,14.465939,2.3527,0,0
shock_heavy_twin,26,18.256937,18.543338,12.866791,14.503582,4.676547,1,1
shock_heavy_twin,27,17.271227,17.975059,12.895114,14.323095,4.079945,1,1
shock_heavy_twin,28,16.961172,19.96073,12.715403,14.901268,6.245328,1,1
shock_heavy_twin,29,16.327458,14.966536,14.255666,14.504471,0.71087,0,0
shock_heavy_twin,30,14.852587,16.542315,13.869018,14.804672,2.673297,0,0
shock_heavy_twin,31,14.165807,14.44128,14.143895,14.24798,0.297385,0,0
shock_heavy_twin,32,13.872298,12.029538,13.604172,13.05305,-1.574634,0,0
shock_heavy_twin,33,14.443628,13.950647,12.457647,12.980197,1.493,0,0
shock_heavy_twin,34,13.604025,13.088498,12.376697,12.625827,0.711801,0,0
shock_heavy_twin,35,13.053076,12.394645,12.027991,12.15632,0.366654,0,0
shock_heavy_twin,36,12.153758,13.261148,11.569672,12.161688,1.691476,0,0
shock_heavy_twin,37,12.52647,13.807976,11.562338,12.348311,2.245638,0,0
shock_heavy_twin,38,11.000649,10.297974,11.727135,11.226929,-1.429161,0,0
shock_heavy_twin,39,11.473797,11.44489,10.649353,10.927791,0.795537,0,0
shock_heavy_twin,40,10.957906,10.546555,10.352816,10.420625,0.193739,0,0
shock_heavy_twin,41,11.501443,10.67657,9.858851,10.145052,0.817719,0,0
shock_heavy_twin,42,10.523625,12.35256,9.585182,10.553765,2.767378,0,0
shock_heavy_twin,43,8.742857,7.901665,9.961949,9.24085,-2.060285,0,0
shock_heavy_twin,44,10.107988,10.055996,8.703616,9.176949,1.352381,0,0
shock_heavy_twin,45,15.290701,11.699503,8.632367,9.705865,3.067136,0,0
shock_heavy_twin,46,14.315231,12.481757,9.12489,10.299793,3.356868,0,0
shock_heavy_twin,47,12.941694,11.474367,9.679838,10.307923,1.794529,0,0
shock_heavy_twin,48,12.228622,11.66489,9.679007,10.374066,1.985883,0,0
shock_heavy_twin,49,12.220685,8.101331,9.734075,9.162615,-1.632745,0,0
shock_heavy_twin,50,10.958064,12.189243,7.576271,8.840811,3.612972,1,1
shock_heavy_twin,51,10.528317,12.998273,7.264522,8.921335,4.733751,1,1
shock_heavy_twin,52,9.480941,11.215885,8.335916,9.343905,2.879969,0,0
shock_heavy_twin,53,9.228084,6.915809,8.733221,8.097127,-1.817413,0,0
shock_heavy_twin,54,7.276355,10.62744,7.545641,8.62427,3.081799,0,0
shock_heavy_twin,55,7.580421,7.769045,8.044304,7.947964,-0.275259,0,0
shock_heavy_twin,56,6.45056,3.161337,7.400722,5.916937,-4.239386,1,0
shock_heavy_twin,57,5.686103,5.806817,5.471197,5.588664,0.335621,0,0
shock_heavy_twin,58,6.417789,5.766197,5.160326,5.372381,0.605871,0,0
shock_heavy_twin,59,5.842414,5.589843,4.956881,5.178418,0.632962,0,0
shock_heavy_twin,60,6.172729,8.935332,3.775658,5.231544,4.159674,1,1
shock_heavy_twin,61,7.107921,7.107248,4.830169,5.627147,2.277079,0,0
shock_heavy_twin,62,7.162342,5.356286,5.211003,5.261852,0.145283,0,0
shock_heavy_twin,63,6.14878,5.476862,4.869919,5.082349,0.606943,0,0
shock_heavy_twin,64,6.323088,2.380682,4.706232,3.89229,-2.32555,0,0
shock_heavy_twin,65,11.4284,14.918688,2.583363,6.550727,11.335325,1,1
shock_heavy_twin,66,11.538451,14.063586,5.11736,7.898539,7.946226,1,1
shock_heavy_twin,67,10.432977,11.006993,6.406996,7.666995,3.599997,1,1
shock_heavy_twin,68,9.128618,12.011981,6.196915,7.882188,4.815065,1,1
shock_heavy_twin,69,8.308593,7.547783,7.411837,7.459418,0.135946,0,0
shock_heavy_twin,70,7.072952,7.578646,7.021222,7.216321,0.557424,0,0
shock_heavy_twin,71,7.796319,7.780081,6.801749,7.144166,0.978332,0,0
shock_heavy_twin,72,7.289039,6.452149,6.745045,6.642531,-0.292896,0,0
shock_heavy_twin,73,7.755919,7.980742,6.280626,6.875667,1.700116,0,0
shock_heavy_twin,74,7.734174,7.855664,6.514445,6.983872,1.341219,0,0
shock_heavy_twin,75,7.465693,8.768456,6.629701,7.378266,2.138755,0,0
shock_heavy_twin,76,7.61371,5.046896,7.016871,6.32738,-1.969976,0,0
shock_heavy_twin,77,7.243356,6.906573,6.030974,6.337433,0.875599,0,0
shock_heavy_twin,78,7.280428,9.511771,6.05283,7.263459,3.458941,0,0
shock_heavy_twin,79,6.45098,5.261846,6.944635,6.355659,-1.682789,0,0
shock_heavy_twin,80,5.150799,4.097087,6.093999,5.39508,-1.996911,0,0
shock_heavy_twin,81,5.866593,4.769791,5.192832,5.044768,-0.423041,0,0
shock_heavy_twin,82,6.642397,6.777383,4.870951,5.538202,1.906431,0,0
shock_heavy_twin,83,6.275242,6.529625,5.350085,5.762924,1.179539,0,0
shock_heavy_twin,84,5.700942,6.409399,5.573326,5.865951,0.836073,0,0
shock_heavy_twin,85,11.053479,7.768239,5.680273,6.411061,2.087966,0,0
shock_heavy_twin,86,10.050839,10.991529,5.206451,6.881228,4.785079,1,1
shock_heavy_twin,87,9.473201,5.599441,6.660629,6.289213,-1.061188,0,0
shock_heavy_twin,88,9.901703,12.462726,5.104877,7.330124,6.357849,1,1
shock_heavy_twin,89,8.631233,8.646858,7.099502,7.641077,1.547356,0,0
shock_heavy_twin,90,8.941377,9.77548,7.399723,8.231238,2.375758,0,0
shock_heavy_twin,91,9.11117,6.4577,7.964216,7.436935,-1.506515,0,0
shock_heavy_twin,92,9.558507,8.965761,7.212465,7.826118,1.753296,0,0
shock_heavy_twin,93,8.840775,9.693856,7.584002,8.322451,2.109853,0,0
shock_heavy_twin,94,9.288562,10.860644,8.056296,9.037818,2.804348,0,0
shock_heavy_twin,95,8.435149,9.102262,8.735633,8.863953,0.36663,0,0
shock_heavy_twin,96,7.050151,8.568355,8.569159,8.568878,-0.000805,0,0
shock_heavy_twin,97,6.234294,4.800804,8.286506,7.06651,-3.485702,0,0
shock_heavy_twin,98,6.641055,7.108294,6.855911,6.944245,0.252382,0,0
shock_heavy_twin,99,5.873373,7.068879,6.735424,6.852133,0.333456,0,0
shock_heavy_twin,100,7.051247,4.492766,6.64262,5.890172,-2.149854,0,0
shock_heavy_twin,101,6.957969,7.198097,5.722537,6.238983,1.47556,0,0
shock_heavy_twin,102,6.923661,7.221587,6.046807,6.45798,1.17478,0,0
shock_heavy_twin,103,7.474029,8.880566,6.246922,7.168697,2.633644,0,0
shock_heavy_twin,104,7.326758,9.134132,6.913395,7.690653,2.220737,0,0
shock_heavy_twin,105,12.272451,15.5132,6.399829,9.239509,8.113371,1,1
shock_heavy_twin,106,11.781041,11.427052,8.861167,9.759227,2.565885,0,0
shock_heavy_twin,107,11.702774,9.980543,9.344245,9.566949,0.636298,0,0
shock_heavy_twin,108,10.334462,9.059824,9.150419,9.118711,-0.090595,0,0
