"scenario","time","power_capacity","water_capacity","power_demand","water_demand","power_availability","water_dependency_factor","unmet_power","unmet_water","total_unmet"
"baseline_shock",48,82,79.6708860759494,94.8,62.2,0.864978902953586,0.885232067510549,12.8,0,12.8
"baseline_shock",49,84,81.0354703100368,95.15,62.2875,0.882816605359958,0.900394114555964,11.15,0,11.15
"baseline_shock",50,86,82.3900523560209,95.5,62.375,0.900523560209424,0.91544502617801,9.5,0,9.5
"baseline_shock",51,88,83.7347417840376,95.85,62.4625,0.918101199791341,0.93038601982264,7.84999999999999,0,7.84999999999999
"baseline_shock",52,90,85.0696465696466,96.2,62.55,0.935550935550935,0.945218295218295,6.2,0,6.2
"baseline_shock",53,92,86.3948731227343,96.55,62.6375,0.952874158467116,0.959943034697048,4.55,0,4.55
"baseline_shock",54,94,87.7105263157895,96.9,62.725,0.970072239422085,0.974561403508772,2.90000000000001,0,2.90000000000001
"baseline_shock",55,96,89.0167095115681,97.25,62.8125,0.987146529562982,0.989074550128535,1.25,0,1.25
"baseline_shock",56,98,90,97.6,62.9,1,1,0,0,0
"baseline_shock",57,100,90,97.95,62.9875,1,1,0,0,0
"baseline_shock",58,100,90,98.3,63.075,1,1,0,0,0
"baseline_shock",59,100,90,98.65,63.1625,1,1,0,0,0
"baseline_shock",60,100,90,99,63.25,1,1,0,0,0
"baseline_shock",61,100,90,99.35,63.3375,1,1,0,0,0
"baseline_shock",62,100,90,99.7,63.425,1,1,0,0,0
"baseline_shock",63,100,89.9617691154423,100.05,63.5125,0.999500249875062,0.999575212393803,0.0499999999999972,0,0.0499999999999972
"baseline_shock",64,100,89.695219123506,100.4,63.6,0.99601593625498,0.996613545816733,0.400000000000006,0,0.400000000000006
"baseline_shock",65,100,89.4305210918114,100.75,63.6875,0.992555831265509,0.993672456575682,0.75,0,0.75
"baseline_shock",66,100,89.1676557863502,101.1,63.775,0.989119683481701,0.990751730959446,1.09999999999999,0,1.09999999999999
"baseline_shock",67,100,88.9066042385411,101.45,63.8625,0.98570724494825,0.987851158206013,1.45,0,1.45
"baseline_shock",68,100,88.647347740668,101.8,63.95,0.982318271119843,0.984970530451866,1.8,0,1.8
"baseline_shock",69,100,88.3898678414097,102.15,64.0375,0.978952520802741,0.98210964268233,2.15000000000001,0,2.15000000000001
"baseline_shock",70,100,88.1341463414634,102.5,64.125,0.975609756097561,0.979268292682927,2.5,0,2.5
"baseline_shock",71,100,87.8801652892562,102.85,64.2125,0.972289742343218,0.976446280991736,2.84999999999999,0,2.84999999999999
"baseline_shock",72,100,87.6279069767442,103.2,64.3,0.968992248062015,0.973643410852713,3.2,0,3.2
"baseline_shock",73,100,87.377353935297,103.55,64.3875,0.965717044905843,0.970859488169966,3.55,0,3.55
"baseline_shock",74,100,87.1284889316651,103.9,64.475,0.962463907603465,0.968094321462945,3.90000000000001,0,3.90000000000001
"baseline_shock",75,100,86.8812949640288,104.25,64.5625,0.959232613908873,0.965347721822542,4.25,0,4.25
"baseline_shock",76,100,86.6357552581262,104.6,64.65,0.956022944550669,0.962619502868069,4.59999999999999,0,4.59999999999999
"baseline_shock",77,100,86.3918532634588,104.95,64.7375,0.952834683182468,0.959909480705098,4.95,0,4.95
"baseline_shock",78,100,86.1495726495726,105.3,64.825,0.949667616334283,0.957217473884141,5.3,0,5.3
"baseline_shock",79,100,85.9088973024136,105.65,64.9125,0.946521533364884,0.954543303360151,5.65000000000001,0,5.65000000000001
"baseline_shock",80,100,85.6698113207547,106,65,0.943396226415094,0.95188679245283,6,0,6
"larger_power_loss",1,100,90,78.35,58.0875,1,1,0,0,0
"larger_power_loss",2,100,90,78.7,58.175,1,1,0,0,0
"larger_power_loss",3,100,90,79.05,58.2625,1,1,0,0,0
"larger_power_loss",4,100,90,79.4,58.35,1,1,0,0,0
"larger_power_loss",5,100,90,79.75,58.4375,1,1,0,0,0
"larger_power_loss",6,100,90,80.1,58.525,1,1,0,0,0
"larger_power_loss",7,100,90,80.45,58.6125,1,1,0,0,0
"larger_power_loss",8,100,90,80.8,58.7,1,1,0,0,0
"larger_power_loss",9,100,90,81.15,58.7875,1,1,0,0,0
"larger_power_loss",10,100,90,81.5,58.875,1,1,0,0,0
"larger_power_loss",11,100,90,81.85,58.9625,1,1,0,0,0
"larger_power_loss",12,100,90,82.2,59.05,1,1,0,0,0
"larger_power_loss",13,100,90,82.55,59.1375,1,1,0,0,0
"larger_power_loss",14,100,90,82.9,59.225,1,1,0,0,0
"larger_power_loss",15,100,90,83.25,59.3125,1,1,0,0,0
"larger_power_loss",16,100,90,83.6,59.4,1,1,0,0,0
"larger_power_loss",17,100,90,83.95,59.4875,1,1,0,0,0
"larger_power_loss",18,100,90,84.3,59.575,1,1,0,0,0
"larger_power_loss",19,100,90,84.65,59.6625,1,1,0,0,0
"larger_power_loss",20,100,90,85,59.75,1,1,0,0,0
"larger_power_loss",21,100,90,85.35,59.8375,1,1,0,0,0
"larger_power_loss",22,100,90,85.7,59.925,1,1,0,0,0
"larger_power_loss",23,100,90,86.05,60.0125,1,1,0,0,0
"larger_power_loss",24,100,90,86.4,60.1,1,1,0,0,0
"larger_power_loss",25,55,62.0014409221902,86.75,60.1875,0.634005763688761,0.688904899135447,31.75,0,31.75
"larger_power_loss",26,55,61.8065442020666,87.1,60.275,0.631458094144661,0.686739380022962,32.1,0,32.1
"larger_power_loss",27,55,61.6132075471698,87.45,60.3625,0.628930817610063,0.684591194968553,32.45,0,32.45
"larger_power_loss",28,55,61.4214123006834,87.8,60.45,0.626423690205011,0.68246013667426,32.8,0,32.8
"larger_power_loss",29,55,61.2311401020987,88.15,60.5375,0.623936471922859,0.68034600113443,33.15,0,33.15
"larger_power_loss",30,55,61.0423728813559,88.5,60.625,0.621468926553672,0.678248587570622,33.5,0,33.5
"larger_power_loss",31,55,60.8550928531232,88.85,60.7125,0.619020821609454,0.676167698368036,33.85,0,33.85
"larger_power_loss",32,55,60.6692825112108,89.2,60.8,0.616591928251121,0.674103139013453,34.2,0.13071748878923,34.3307174887892
"larger_power_loss",33,55,60.4849246231156,89.55,60.8875,0.614182021217197,0.672054718034618,34.55,0.402575376884421,34.9525753768844
"larger_power_loss",34,55,60.3020022246941,89.9,60.975,0.611790878754171,0.670022246941046,34.9,0.672997775305895,35.5729977753059
"larger_power_loss",35,55,60.1204986149584,90.25,61.0625,0.609418282548476,0.668005540166205,35.25,0.942001385041557,36.1920013850416
"larger_power_loss",36,55,59.9403973509934,90.6,61.15,0.607064017660044,0.666004415011038,35.6,1.20960264900662,36.8096026490066
"larger_power_loss",37,55,59.7616822429907,90.95,61.2375,0.604727872457394,0.664018691588785,35.95,1.47581775700935,37.4258177570093
"larger_power_loss",38,55,59.5843373493976,91.3,61.325,0.602409638554217,0.662048192771084,36.3,1.74066265060241,38.0406626506024
"larger_power_loss",39,55,59.4083469721768,91.65,61.4125,0.600109110747409,0.660092744135297,36.65,2.00415302782324,38.6541530278232
"larger_power_loss",40,55,59.2336956521739,92,61.5,0.597826086956522,0.658152173913043,37,2.26630434782609,39.2663043478261
"larger_power_loss",41,55,59.0603681645912,92.35,61.5875,0.595560368164591,0.656226312939903,37.35,2.52713183540877,39.8771318354088
"larger_power_loss",42,55,58.8883495145631,92.7,61.675,0.593311758360302,0.654314994606257,37.7,2.78665048543689,40.4866504854369
"larger_power_loss",43,57,60.3619022031166,93.05,61.7625,0.61257388500806,0.670687802256851,36.05,1.4005977968834,37.4505977968834
"larger_power_loss",44,59,61.8244111349036,93.4,61.85,0.63169164882227,0.686937901498929,34.4,0.0255888650963669,34.4255888650964
"larger_power_loss",45,61,63.276,93.75,61.9375,0.650666666666667,0.703066666666667,32.75,0,32.75
"larger_power_loss",46,63,64.7167906482465,94.1,62.025,0.669500531349628,0.719075451647184,31.1,0,31.1
"larger_power_loss",47,65,66.1469031233457,94.45,62.1125,0.688194812069878,0.734965590259396,29.45,0,29.45
"larger_power_loss",48,67,67.5664556962025,94.8,62.2,0.706751054852321,0.750738396624473,27.8,0,27.8
"larger_power_loss",49,69,68.9755648975302,95.15,62.2875,0.725170782974251,0.766395165528113,26.15,0,26.15
"larger_power_loss",50,71,70.3743455497382,95.5,62.375,0.743455497382199,0.781937172774869,24.5,0,24.5
"larger_power_loss",51,73,71.7629107981221,95.85,62.4625,0.761606677099635,0.79736567553469,22.85,0,22.85
"larger_power_loss",52,75,73.1413721413721,96.2,62.55,0.77962577962578,0.812681912681913,21.2,0,21.2
"larger_power_loss",53,77,74.509839461419,96.55,62.6375,0.797514241325738,0.827887105126877,19.55,0,19.55
"larger_power_loss",54,79,75.8684210526316,96.9,62.725,0.815273477812177,0.842982456140351,17.9,0,17.9
"larger_power_loss",55,81,77.2172236503856,97.25,62.8125,0.832904884318766,0.857969151670951,16.25,0,16.25
"larger_power_loss",56,83,78.5563524590164,97.6,62.9,0.850409836065574,0.872848360655738,14.6,0,14.6
"larger_power_loss",57,85,79.885911179173,97.95,62.9875,0.867789688616641,0.887621235324145,12.95,0,12.95
"larger_power_loss",58,87,81.206002034588,98.3,63.075,0.885045778229908,0.902288911495422,11.3,0,11.3
"larger_power_loss",59,89,82.5167257982767,98.65,63.1625,0.902179422199696,0.916852508869741,9.65000000000001,0,9.65000000000001
"larger_power_loss",60,91,83.8181818181818,99,63.25,0.919191919191919,0.931313131313131,8,0,8
"larger_power_loss",61,93,85.1104680422748,99.35,63.3375,0.936084549572219,0.945671867136387,6.34999999999999,0,6.34999999999999
"larger_power_loss",62,95,86.3936810431294,99.7,63.425,0.952858575727181,0.959929789368104,4.7,0,4.7
"larger_power_loss",63,97,87.667916041979,100.05,63.5125,0.969515242378811,0.974087956021989,3.05,0,3.05
"larger_power_loss",64,99,88.9332669322709,100.4,63.6,0.98605577689243,0.988147410358566,1.40000000000001,0,1.40000000000001
"larger_power_loss",65,100,89.4305210918114,100.75,63.6875,0.992555831265509,0.993672456575682,0.75,0,0.75
"larger_power_loss",66,100,89.1676557863502,101.1,63.775,0.989119683481701,0.990751730959446,1.09999999999999,0,1.09999999999999
"larger_power_loss",67,100,88.9066042385411,101.45,63.8625,0.98570724494825,0.987851158206013,1.45,0,1.45
"larger_power_loss",68,100,88.647347740668,101.8,63.95,0.982318271119843,0.984970530451866,1.8,0,1.8
"larger_power_loss",69,100,88.3898678414097,102.15,64.0375,0.978952520802741,0.98210964268233,2.15000000000001,0,2.15000000000001
"larger_power_loss",70,100,88.1341463414634,102.5,64.125,0.975609756097561,0.979268292682927,2.5,0,2.5
"larger_power_loss",71,100,87.8801652892562,102.85,64.2125,0.972289742343218,0.976446280991736,2.84999999999999,0,2.84999999999999
"larger_power_loss",72,100,87.6279069767442,103.2,64.3,0.968992248062015,0.973643410852713,3.2,0,3.2
"larger_power_loss",73,100,87.377353935297,103.55,64.3875,0.965717044905843,0.970859488169966,3.55,0,3.55
"larger_power_loss",74,100,87.1284889316651,103.9,64.475,0.962463907603465,0.968094321462945,3.90000000000001,0,3.90000000000001
"larger_power_loss",75,100,86.8812949640288,104.25,64.5625,0.959232613908873,0.965347721822542,4.25,0,4.25
"larger_power_loss",76,100,86.6357552581262,104.6,64.65,0.956022944550669,0.962619502868069,4.59999999999999,0,4.59999999999999
"larger_power_loss",77,100,86.3918532634588,104.95,64.7375,0.952834683182468,0.959909480705098,4.95,0,4.95
"larger_power_loss",78,100,86.1495726495726,105.3,64.825,0.949667616334283,0.957217473884141,5.3,0,5.3
"larger_power_loss",79,100,85.9088973024136,105.65,64.9125,0.946521533364884,0.954543303360151,5.65000000000001,0,5.65000000000001
"larger_power_loss",80,100,85.6698113207547,106,65,0.943396226415094,0.95188679245283,6,0,6
"faster_recovery",1,100,90,78.35,58.0875,1,1,0,0,0
"faster_recovery",2,100,90,78.7,58.175,1,1,0,0,0
"faster_recovery",3,100,90,79.05,58.2625,1,1,0,0,0
"faster_recovery",4,100,90,79.4,58.35,1,1,0,0,0
"faster_recovery",5,100,90,79.75,58.4375,1,1,0,0,0
"faster_recovery",6,100,90,80.1,58.525,1,1,0,0,0
"faster_recovery",7,100,90,80.45,58.6125,1,1,0,0,0
"faster_recovery",8,100,90,80.8,58.7,1,1,0,0,0
"faster_recovery",9,100,90,81.15,58.7875,1,1,0,0,0
"faster_recovery",10,100,90,81.5,58.875,1,1,0,0,0
"faster_recovery",11,100,90,81.85,58.9625,1,1,0,0,0
"faster_recovery",12,100,90,82.2,59.05,1,1,0,0,0
"faster_recovery",13,100,90,82.55,59.1375,1,1,0,0,0
"faster_recovery",14,100,90,82.9,59.225,1,1,0,0,0
"faster_recovery",15,100,90,83.25,59.3125,1,1,0,0,0
"faster_recovery",16,100,90,83.6,59.4,1,1,0,0,0
"faster_recovery",17,100,90,83.95,59.4875,1,1,0,0,0
"faster_recovery",18,100,90,84.3,59.575,1,1,0,0,0
"faster_recovery",19,100,90,84.65,59.6625,1,1,0,0,0
"faster_recovery",20,100,90,85,59.75,1,1,0,0,0
"faster_recovery",21,100,90,85.35,59.8375,1,1,0,0,0
"faster_recovery",22,100,90,85.7,59.925,1,1,0,0,0
"faster_recovery",23,100,90,86.05,60.0125,1,1,0,0,0
"faster_recovery",24,100,90,86.4,60.1,1,1,0,0,0
"faster_recovery",25,70,75.2291066282421,86.75,60.1875,0.806916426512968,0.835878962536023,16.75,0,16.75
"faster_recovery",26,70,74.9810562571757,87.1,60.275,0.803673938002296,0.833122847301952,17.1,0,17.1
"faster_recovery",27,70,74.7349914236707,87.45,60.3625,0.800457404230989,0.830388793596341,17.45,0,17.45
"faster_recovery",28,70,74.4908883826879,87.8,60.45,0.797266514806378,0.827676537585421,17.8,0,17.8
"faster_recovery",29,70,74.2487237663074,88.15,60.5375,0.794100964265457,0.824985819625638,18.15,0,18.15
"faster_recovery",30,70,74.0084745762712,88.5,60.625,0.790960451977401,0.822316384180791,18.5,0,18.5
"faster_recovery",31,70,73.7701181767023,88.85,60.7125,0.787844682048396,0.819667979741137,18.85,0,18.85
"faster_recovery",32,70,73.5336322869955,89.2,60.8,0.7847533632287,0.817040358744395,19.2,0,19.2
"faster_recovery",33,70,73.2989949748744,89.55,60.8875,0.781686208821887,0.814433277498604,19.55,0,19.55
"faster_recovery",34,70,73.0661846496107,89.9,60.975,0.778642936596218,0.811846496106785,19.9,0,19.9
"faster_recovery",35,70,72.8351800554017,90.25,61.0625,0.775623268698061,0.809279778393352,20.25,0,20.25
"faster_recovery",36,70,72.6059602649007,90.6,61.15,0.772626931567329,0.80673289183223,20.6,0,20.6
"faster_recovery",37,70,72.3785046728972,90.95,61.2375,0.769653655854865,0.804205607476635,20.95,0,20.95
"faster_recovery",38,70,72.1527929901424,91.3,61.325,0.766703176341731,0.801697699890471,21.3,0,21.3
"faster_recovery",39,70,71.9288052373159,91.65,61.4125,0.763775231860338,0.799208947081288,21.65,0,21.65
"faster_recovery",40,70,71.7065217391304,92,61.5,0.760869565217391,0.796739130434783,22,0,22
"faster_recovery",41,70,71.4859231185707,92.35,61.5875,0.757985923118571,0.794288034650785,22.35,0,22.35
"faster_recovery",42,70,71.2669902912621,92.7,61.675,0.75512405609493,0.79185544768069,22.7,0,22.7
"faster_recovery",43,74,74.3382590005373,93.05,61.7625,0.795271359484148,0.825980655561526,19.05,0,19.05
"faster_recovery",44,78,77.3865096359743,93.4,61.85,0.835117773019272,0.859850107066381,15.4,0,15.4
"faster_recovery",45,82,80.412,93.75,61.9375,0.874666666666667,0.893466666666667,11.75,0,11.75
"faster_recovery",46,86,83.4149840595112,94.1,62.025,0.913921360255048,0.926833156216791,8.09999999999999,0,8.09999999999999
"faster_recovery",47,90,86.3957120169402,94.45,62.1125,0.952885124404447,0.95995235574378,4.45,0,4.45
"faster_recovery",48,94,89.3544303797468,94.8,62.2,0.991561181434599,0.992827004219409,0.799999999999997,0,0.799999999999997
"faster_recovery",49,98,90,95.15,62.2875,1,1,0,0,0
"faster_recovery",50,100,90,95.5,62.375,1,1,0,0,0
"faster_recovery",51,100,90,95.85,62.4625,1,1,0,0,0
"faster_recovery",52,100,90,96.2,62.55,1,1,0,0,0
"faster_recovery",53,100,90,96.55,62.6375,1,1,0,0,0
"faster_recovery",54,100,90,96.9,62.725,1,1,0,0,0
"faster_recovery",55,100,90,97.25,62.8125,1,1,0,0,0
"faster_recovery",56,100,90,97.6,62.9,1,1,0,0,0
"faster_recovery",57,100,90,97.95,62.9875,1,1,0,0,0
"faster_recovery",58,100,90,98.3,63.075,1,1,0,0,0
"faster_recovery",59,100,90,98.65,63.1625,1,1,0,0,0
"faster_recovery",60,100,90,99,63.25,1,1,0,0,0
"faster_recovery",61,100,90,99.35,63.3375,1,1,0,0,0
"faster_recovery",62,100,90,99.7,63.425,1,1,0,0,0
"faster_recovery",63,100,89.9617691154423,100.05,63.5125,0.999500249875062,0.999575212393803,0.0499999999999972,0,0.0499999999999972
"faster_recovery",64,100,89.695219123506,100.4,63.6,0.99601593625498,0.996613545816733,0.400000000000006,0,0.400000000000006
"faster_recovery",65,100,89.4305210918114,100.75,63.6875,0.992555831265509,0.993672456575682,0.75,0,0.75
"faster_recovery",66,100,89.1676557863502,101.1,63.775,0.989119683481701,0.990751730959446,1.09999999999999,0,1.09999999999999
"faster_recovery",67,100,88.9066042385411,101.45,63.8625,0.98570724494825,0.987851158206013,1.45,0,1.45
"faster_recovery",68,100,88.647347740668,101.8,63.95,0.982318271119843,0.984970530451866,1.8,0,1.8
"faster_recovery",69,100,88.3898678414097,102.15,64.0375,0.978952520802741,0.98210964268233,2.15000000000001,0,2.15000000000001
"faster_recovery",70,100,88.1341463414634,102.5,64.125,0.975609756097561,0.979268292682927,2.5,0,2.5
"faster_recovery",71,100,87.8801652892562,102.85,64.2125,0.972289742343218,0.976446280991736,2.84999999999999,0,2.84999999999999
"faster_recovery",72,100,87.6279069767442,103.2,64.3,0.968992248062015,0.973643410852713,3.2,0,3.2
"faster_recovery",73,100,87.377353935297,103.55,64.3875,0.965717044905843,0.970859488169966,3.55,0,3.55
"faster_recovery",74,100,87.1284889316651,103.9,64.475,0.962463907603465,0.968094321462945,3.90000000000001,0,3.90000000000001
"faster_recovery",75,100,86.8812949640288,104.25,64.5625,0.959232613908873,0.965347721822542,4.25,0,4.25
"faster_recovery",76,100,86.6357552581262,104.6,64.65,0.956022944550669,0.962619502868069,4.59999999999999,0,4.59999999999999
"faster_recovery",77,100,86.3918532634588,104.95,64.7375,0.952834683182468,0.959909480705098,4.95,0,4.95
"faster_recovery",78,100,86.1495726495726,105.3,64.825,0.949667616334283,0.957217473884141,5.3,0,5.3
"faster_recovery",79,100,85.9088973024136,105.65,64.9125,0.946521533364884,0.954543303360151,5.65000000000001,0,5.65000000000001
"faster_recovery",80,100,85.6698113207547,106,65,0.943396226415094,0.95188679245283,6,0,6
"stronger_interdependence",1,100,90,78.35,58.0875,1,1,0,0,0
"stronger_interdependence",2,100,90,78.7,58.175,1,1,0,0,0
"stronger_interdependence",3,100,90,79.05,58.2625,1,1,0,0,0
"stronger_interdependence",4,100,90,79.4,58.35,1,1,0,0,0
"stronger_interdependence",5,100,90,79.75,58.4375,1,1,0,0,0
"stronger_interdependence",6,100,90,80.1,58.525,1,1,0,0,0
"stronger_interdependence",7,100,90,80.45,58.6125,1,1,0,0,0
"stronger_interdependence",8,100,90,80.8,58.7,1,1,0,0,0
"stronger_interdependence",9,100,90,81.15,58.7875,1,1,0,0,0
"stronger_interdependence",10,100,90,81.5,58.875,1,1,0,0,0
"stronger_interdependence",11,100,90,81.85,58.9625,1,1,0,0,0
"stronger_interdependence",12,100,90,82.2,59.05,1,1,0,0,0
"stronger_interdependence",13,100,90,82.55,59.1375,1,1,0,0,0
"stronger_interdependence",14,100,90,82.9,59.225,1,1,0,0,0
"stronger_interdependence",15,100,90,83.25,59.3125,1,1,0,0,0
"stronger_interdependence",16,100,90,83.6,59.4,1,1,0,0,0
"stronger_interdependence",17,100,90,83.95,59.4875,1,1,0,0,0
"stronger_interdependence",18,100,90,84.3,59.575,1,1,0,0,0
"stronger_interdependence",19,100,90,84.65,59.6625,1,1,0,0,0
"stronger_interdependence",20,100,90,85,59.75,1,1,0,0,0
"stronger_interdependence",21,100,90,85.35,59.8375,1,1,0,0,0
"stronger_interdependence",22,100,90,85.7,59.925,1,1,0,0,0
"stronger_interdependence",23,100,90,86.05,60.0125,1,1,0,0,0
"stronger_interdependence",24,100,90,86.4,60.1,1,1,0,0,0
"stronger_interdependence",25,70,72.6224783861671,86.75,60.1875,0.806916426512968,0.806916426512968,16.75,0,16.75
"stronger_interdependence",26,70,72.3306544202067,87.1,60.275,0.803673938002296,0.803673938002296,17.1,0,17.1
"stronger_interdependence",27,70,72.041166380789,87.45,60.3625,0.800457404230989,0.800457404230989,17.45,0,17.45
"stronger_interdependence",28,70,71.753986332574,87.8,60.45,0.797266514806378,0.797266514806378,17.8,0,17.8
"stronger_interdependence",29,70,71.4690867838911,88.15,60.5375,0.794100964265457,0.794100964265457,18.15,0,18.15
"stronger_interdependence",30,70,71.1864406779661,88.5,60.625,0.790960451977401,0.790960451977401,18.5,0,18.5
"stronger_interdependence",31,70,70.9060213843557,88.85,60.7125,0.787844682048396,0.787844682048396,18.85,0,18.85
"stronger_interdependence",32,70,70.627802690583,89.2,60.8,0.7847533632287,0.7847533632287,19.2,0,19.2
"stronger_interdependence",33,70,70.3517587939699,89.55,60.8875,0.781686208821887,0.781686208821887,19.55,0,19.55
"stronger_interdependence",34,70,70.0778642936596,89.9,60.975,0.778642936596218,0.778642936596218,19.9,0,19.9
"stronger_interdependence",35,70,69.8060941828255,90.25,61.0625,0.775623268698061,0.775623268698061,20.25,0,20.25
"stronger_interdependence",36,70,69.5364238410596,90.6,61.15,0.772626931567329,0.772626931567329,20.6,0,20.6
"stronger_interdependence",37,70,69.2688290269379,90.95,61.2375,0.769653655854865,0.769653655854865,20.95,0,20.95
"stronger_interdependence",38,70,69.0032858707557,91.3,61.325,0.766703176341731,0.766703176341731,21.3,0,21.3
"stronger_interdependence",39,70,68.7397708674304,91.65,61.4125,0.763775231860338,0.763775231860338,21.65,0,21.65
"stronger_interdependence",40,70,68.4782608695652,92,61.5,0.760869565217391,0.760869565217391,22,0,22
"stronger_interdependence",41,70,68.2187330806714,92.35,61.5875,0.757985923118571,0.757985923118571,22.35,0,22.35
"stronger_interdependence",42,70,67.9611650485437,92.7,61.675,0.75512405609493,0.75512405609493,22.7,0,22.7
"stronger_interdependence",43,72,69.6399785061795,93.05,61.7625,0.77377753895755,0.77377753895755,21.05,0,21.05
"stronger_interdependence",44,74,71.3062098501071,93.4,61.85,0.792291220556745,0.792291220556745,19.4,0,19.4
"stronger_interdependence",45,76,72.96,93.75,61.9375,0.810666666666667,0.810666666666667,17.75,0,17.75
"stronger_interdependence",46,78,74.6014877789586,94.1,62.025,0.828905419766206,0.828905419766206,16.1,0,16.1
"stronger_interdependence",47,80,76.2308099523557,94.45,62.1125,0.847008999470619,0.847008999470619,14.45,0,14.45
"stronger_interdependence",48,82,77.8481012658228,94.8,62.2,0.864978902953586,0.864978902953586,12.8,0,12.8
"stronger_interdependence",49,84,79.4534944823962,95.15,62.2875,0.882816605359958,0.882816605359958,11.15,0,11.15
"stronger_interdependence",50,86,81.0471204188482,95.5,62.375,0.900523560209424,0.900523560209424,9.5,0,9.5
"stronger_interdependence",51,88,82.6291079812207,95.85,62.4625,0.918101199791341,0.918101199791341,7.84999999999999,0,7.84999999999999
"stronger_interdependence",52,90,84.1995841995842,96.2,62.55,0.935550935550935,0.935550935550935,6.2,0,6.2
"stronger_interdependence",53,92,85.7586742620404,96.55,62.6375,0.952874158467116,0.952874158467116,4.55,0,4.55
