scenario,time,power,communications,water,transport,composite_service,unmet_service,shock_active
baseline_cascade,39,0.525000,0.515558,0.515964,0.504040,0.515140,0.484860,0
baseline_cascade,40,0.550000,0.540356,0.540782,0.526907,0.539511,0.460489,0
baseline_cascade,41,0.575000,0.565300,0.565731,0.550933,0.564241,0.435759,0
baseline_cascade,42,0.600000,0.590284,0.590717,0.575491,0.589123,0.410877,0
baseline_cascade,43,0.625000,0.615279,0.615713,0.600291,0.614071,0.385929,0
baseline_cascade,44,0.650000,0.640278,0.640712,0.625200,0.639048,0.360952,0
baseline_cascade,45,0.675000,0.665278,0.665712,0.650160,0.664037,0.335963,0
baseline_cascade,46,0.700000,0.690278,0.690712,0.675141,0.689033,0.310967,0
baseline_cascade,47,0.725000,0.715278,0.715712,0.700133,0.714031,0.285969,0
baseline_cascade,48,0.750000,0.740278,0.740712,0.725129,0.739030,0.260970,0
baseline_cascade,49,0.775000,0.765278,0.765712,0.750128,0.764029,0.235971,0
baseline_cascade,50,0.800000,0.790278,0.790712,0.775127,0.789029,0.210971,0
baseline_cascade,51,0.825000,0.815278,0.815712,0.800127,0.814029,0.185971,0
baseline_cascade,52,0.850000,0.840278,0.840712,0.825126,0.839029,0.160971,0
baseline_cascade,53,0.875000,0.865278,0.865712,0.850126,0.864029,0.135971,0
baseline_cascade,54,0.900000,0.890278,0.890712,0.875126,0.889029,0.110971,0
baseline_cascade,55,0.925000,0.915278,0.915712,0.900126,0.914029,0.085971,0
baseline_cascade,56,0.950000,0.940278,0.940712,0.925126,0.939029,0.060971,0
baseline_cascade,57,0.975000,0.965278,0.965712,0.950126,0.964029,0.035971,0
baseline_cascade,58,1.000000,0.990278,0.990712,0.975126,0.989029,0.010971,0
baseline_cascade,59,1.000000,0.997278,0.997462,0.988126,0.995716,0.004284,0
baseline_cascade,60,1.000000,0.999238,0.999302,0.994466,0.998251,0.001749,0
baseline_cascade,61,1.000000,0.999787,0.999807,0.997456,0.999263,0.000737,0
baseline_cascade,62,1.000000,0.999940,0.999946,0.998840,0.999682,0.000318,0
baseline_cascade,63,1.000000,0.999983,0.999985,0.999474,0.999861,0.000139,0
baseline_cascade,64,1.000000,0.999995,0.999996,0.999762,0.999938,0.000062,0
baseline_cascade,65,1.000000,0.999999,0.999999,0.999893,0.999973,0.000027,0
baseline_cascade,66,1.000000,1.000000,1.000000,0.999952,0.999988,0.000012,0
baseline_cascade,67,1.000000,1.000000,1.000000,0.999978,0.999994,0.000006,0
baseline_cascade,68,1.000000,1.000000,1.000000,0.999990,0.999998,0.000002,0
baseline_cascade,69,1.000000,1.000000,1.000000,0.999996,0.999999,0.000001,0
baseline_cascade,70,1.000000,1.000000,1.000000,0.999998,1.000000,0.000000,0
baseline_cascade,71,1.000000,1.000000,1.000000,0.999999,1.000000,0.000000,0
baseline_cascade,72,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,73,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,74,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,75,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,76,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,77,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,78,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
baseline_cascade,79,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,0,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,2,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,3,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,4,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,5,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,6,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,7,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,8,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,9,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,10,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,11,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,12,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,13,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,14,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,15,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,16,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,17,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,18,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,19,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,20,0.945000,0.960400,0.959850,0.973600,0.959712,0.040288,1
larger_power_loss,21,0.890000,0.909712,0.908898,0.932548,0.910289,0.089711,1
larger_power_loss,22,0.835000,0.855919,0.855009,0.884126,0.857514,0.142486,1
larger_power_loss,23,0.780000,0.801257,0.800316,0.832171,0.803436,0.196564,1
larger_power_loss,24,0.725000,0.746352,0.745401,0.778565,0.748830,0.251170,1
larger_power_loss,25,0.670000,0.691379,0.690425,0.724199,0.694001,0.305999,1
larger_power_loss,26,0.615000,0.636386,0.635431,0.669486,0.639076,0.360924,1
larger_power_loss,27,0.560000,0.581388,0.580433,0.614616,0.584109,0.415891,1
larger_power_loss,28,0.505000,0.526389,0.525434,0.559674,0.529124,0.470876,1
larger_power_loss,29,0.450000,0.471389,0.470434,0.504701,0.474131,0.525869,1
larger_power_loss,30,0.450000,0.455989,0.455584,0.476112,0.459421,0.540579,1
larger_power_loss,31,0.450000,0.451677,0.451536,0.462170,0.453846,0.546154,1
larger_power_loss,32,0.450000,0.450470,0.450425,0.455594,0.451622,0.548378,1
larger_power_loss,33,0.450000,0.450131,0.450118,0.452550,0.450700,0.549300,1
larger_power_loss,34,0.450000,0.450037,0.450033,0.451157,0.450307,0.549693,1
larger_power_loss,35,0.450000,0.450010,0.450009,0.450523,0.450136,0.549864,1
larger_power_loss,36,0.450000,0.450003,0.450003,0.450236,0.450060,0.549940,1
larger_power_loss,37,0.475000,0.468001,0.468251,0.462106,0.468339,0.531661,0
larger_power_loss,38,0.500000,0.491040,0.491410,0.480708,0.490790,0.509210,0
larger_power_loss,39,0.525000,0.515491,0.515905,0.502691,0.514772,0.485228,0
larger_power_loss,40,0.550000,0.540338,0.540765,0.526296,0.539350,0.460650,0
larger_power_loss,41,0.575000,0.565295,0.565727,0.550657,0.564169,0.435831,0
larger_power_loss,42,0.600000,0.590282,0.590716,0.575366,0.589091,0.410909,0
larger_power_loss,43,0.625000,0.615279,0.615713,0.600235,0.614057,0.385943,0
larger_power_loss,44,0.650000,0.640278,0.640712,0.625175,0.639041,0.360959,0
larger_power_loss,45,0.675000,0.665278,0.665712,0.650148,0.664035,0.335965,0
larger_power_loss,46,0.700000,0.690278,0.690712,0.675136,0.689031,0.310969,0
larger_power_loss,47,0.725000,0.715278,0.715712,0.700131,0.714030,0.285970,0
larger_power_loss,48,0.750000,0.740278,0.740712,0.725128,0.739029,0.260971,0
larger_power_loss,49,0.775000,0.765278,0.765712,0.750127,0.764029,0.235971,0
larger_power_loss,50,0.800000,0.790278,0.790712,0.775127,0.789029,0.210971,0
larger_power_loss,51,0.825000,0.815278,0.815712,0.800126,0.814029,0.185971,0
larger_power_loss,52,0.850000,0.840278,0.840712,0.825126,0.839029,0.160971,0
larger_power_loss,53,0.875000,0.865278,0.865712,0.850126,0.864029,0.135971,0
larger_power_loss,54,0.900000,0.890278,0.890712,0.875126,0.889029,0.110971,0
larger_power_loss,55,0.925000,0.915278,0.915712,0.900126,0.914029,0.085971,0
larger_power_loss,56,0.950000,0.940278,0.940712,0.925126,0.939029,0.060971,0
larger_power_loss,57,0.975000,0.965278,0.965712,0.950126,0.964029,0.035971,0
larger_power_loss,58,1.000000,0.990278,0.990712,0.975126,0.989029,0.010971,0
larger_power_loss,59,1.000000,0.997278,0.997462,0.988126,0.995716,0.004284,0
larger_power_loss,60,1.000000,0.999238,0.999302,0.994466,0.998251,0.001749,0
larger_power_loss,61,1.000000,0.999787,0.999807,0.997456,0.999263,0.000737,0
larger_power_loss,62,1.000000,0.999940,0.999946,0.998840,0.999682,0.000318,0
larger_power_loss,63,1.000000,0.999983,0.999985,0.999474,0.999861,0.000139,0
larger_power_loss,64,1.000000,0.999995,0.999996,0.999762,0.999938,0.000062,0
larger_power_loss,65,1.000000,0.999999,0.999999,0.999893,0.999973,0.000027,0
larger_power_loss,66,1.000000,1.000000,1.000000,0.999952,0.999988,0.000012,0
larger_power_loss,67,1.000000,1.000000,1.000000,0.999978,0.999994,0.000006,0
larger_power_loss,68,1.000000,1.000000,1.000000,0.999990,0.999998,0.000002,0
larger_power_loss,69,1.000000,1.000000,1.000000,0.999996,0.999999,0.000001,0
larger_power_loss,70,1.000000,1.000000,1.000000,0.999998,1.000000,0.000000,0
larger_power_loss,71,1.000000,1.000000,1.000000,0.999999,1.000000,0.000000,0
larger_power_loss,72,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,73,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,74,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,75,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,76,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,77,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,78,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
larger_power_loss,79,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,0,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,2,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,3,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,4,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,5,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,6,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,7,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,8,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,9,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,10,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,11,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,12,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,13,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,14,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,15,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,16,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,17,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,18,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,19,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,20,0.965000,0.974800,0.974450,0.983200,0.974363,0.025637,1
faster_recovery,21,0.930000,0.942544,0.942026,0.957076,0.942911,0.057089,1
faster_recovery,22,0.895000,0.908312,0.907733,0.926262,0.909327,0.090673,1
faster_recovery,23,0.860000,0.873527,0.872929,0.893200,0.874914,0.125086,1
faster_recovery,24,0.825000,0.838588,0.837983,0.859087,0.840164,0.159836,1
faster_recovery,25,0.790000,0.803605,0.802998,0.824490,0.805273,0.194727,1
faster_recovery,26,0.755000,0.768609,0.768002,0.789673,0.770321,0.229679,1
faster_recovery,27,0.720000,0.733611,0.733003,0.754755,0.735342,0.264658,1
faster_recovery,28,0.685000,0.698611,0.698003,0.719793,0.700352,0.299648,1
faster_recovery,29,0.650000,0.663611,0.663003,0.684809,0.665356,0.334644,1
faster_recovery,30,0.615000,0.628611,0.628003,0.649817,0.630358,0.369642,1
faster_recovery,31,0.580000,0.593611,0.593003,0.614820,0.595359,0.404641,1
faster_recovery,32,0.545000,0.558611,0.558003,0.579822,0.560359,0.439641,1
faster_recovery,33,0.510000,0.523611,0.523003,0.544823,0.525359,0.474641,1
faster_recovery,34,0.475000,0.488611,0.488003,0.509823,0.490359,0.509641,1
faster_recovery,35,0.450000,0.460811,0.460303,0.479623,0.462684,0.537316,1
faster_recovery,36,0.450000,0.453027,0.452817,0.464087,0.454983,0.545017,1
faster_recovery,37,0.495000,0.483248,0.483625,0.478151,0.485006,0.514994,0
faster_recovery,38,0.540000,0.524109,0.524752,0.508195,0.524264,0.475736,0
faster_recovery,39,0.585000,0.567951,0.568688,0.546176,0.566954,0.433046,0
faster_recovery,40,0.630000,0.612626,0.613394,0.587936,0.610989,0.389011,0
faster_recovery,41,0.675000,0.657535,0.658313,0.631455,0.655576,0.344424,0
faster_recovery,42,0.720000,0.702510,0.703290,0.675782,0.700396,0.299604,0
faster_recovery,43,0.765000,0.747503,0.748284,0.720478,0.745316,0.254684,0
faster_recovery,44,0.810000,0.792501,0.793282,0.765340,0.790281,0.209719,0
faster_recovery,45,0.855000,0.837500,0.838281,0.810278,0.835265,0.164735,0
faster_recovery,46,0.900000,0.882500,0.883281,0.855250,0.880258,0.119742,0
faster_recovery,47,0.945000,0.927500,0.928281,0.900238,0.925255,0.074745,0
faster_recovery,48,0.990000,0.972500,0.973281,0.945232,0.970253,0.029747,0
faster_recovery,49,1.000000,0.992300,0.992731,0.973429,0.989615,0.010385,0
faster_recovery,50,1.000000,0.997844,0.998007,0.987504,0.995839,0.004161,0
faster_recovery,51,1.000000,0.999396,0.999451,0.994226,0.998268,0.001732,0
faster_recovery,52,1.000000,0.999831,0.999848,0.997359,0.999260,0.000740,0
faster_recovery,53,1.000000,0.999953,0.999958,0.998800,0.999678,0.000322,0
faster_recovery,54,1.000000,0.999987,0.999988,0.999457,0.999858,0.000142,0
faster_recovery,55,1.000000,0.999996,0.999997,0.999755,0.999937,0.000063,0
faster_recovery,56,1.000000,0.999999,0.999999,0.999889,0.999972,0.000028,0
faster_recovery,57,1.000000,1.000000,1.000000,0.999950,0.999987,0.000013,0
faster_recovery,58,1.000000,1.000000,1.000000,0.999978,0.999994,0.000006,0
faster_recovery,59,1.000000,1.000000,1.000000,0.999990,0.999997,0.000003,0
faster_recovery,60,1.000000,1.000000,1.000000,0.999995,0.999999,0.000001,0
faster_recovery,61,1.000000,1.000000,1.000000,0.999998,0.999999,0.000001,0
faster_recovery,62,1.000000,1.000000,1.000000,0.999999,1.000000,0.000000,0
faster_recovery,63,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,64,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,65,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,66,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,67,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,68,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,69,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,70,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,71,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,72,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,73,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,74,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,75,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,76,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,77,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,78,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
faster_recovery,79,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,0,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,1,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,2,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,3,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,4,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,5,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,6,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,7,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,8,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,9,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,10,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,11,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,12,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,13,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,14,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,15,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,16,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,17,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,18,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,19,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0
longer_shock,20,0.965000,0.974800,0.974450,0.983200,0.974363,0.025637,1
longer_shock,21,0.930000,0.942544,0.942026,0.957076,0.942911,0.057089,1
longer_shock,22,0.895000,0.908312,0.907733,0.926262,0.909327,0.090673,1
longer_shock,23,0.860000,0.873527,0.872929,0.893200,0.874914,0.125086,1
longer_shock,24,0.825000,0.838588,0.837983,0.859087,0.840164,0.159836,1
longer_shock,25,0.790000,0.803605,0.802998,0.824490,0.805273,0.194727,1
longer_shock,26,0.755000,0.768609,0.768002,0.789673,0.770321,0.229679,1
longer_shock,27,0.720000,0.733611,0.733003,0.754755,0.735342,0.264658,1
longer_shock,28,0.685000,0.698611,0.698003,0.719793,0.700352,0.299648,1
longer_shock,29,0.650000,0.663611,0.663003,0.684809,0.665356,0.334644,1
longer_shock,30,0.615000,0.628611,0.628003,0.649817,0.630358,0.369642,1
longer_shock,31,0.580000,0.593611,0.593003,0.614820,0.595359,0.404641,1
longer_shock,32,0.545000,0.558611,0.558003,0.579822,0.560359,0.439641,1
longer_shock,33,0.510000,0.523611,0.523003,0.544823,0.525359,0.474641,1
longer_shock,34,0.475000,0.488611,0.488003,0.509823,0.490359,0.509641,1
longer_shock,35,0.450000,0.460811,0.460303,0.479623,0.462684,0.537316,1
longer_shock,36,0.450000,0.453027,0.452817,0.464087,0.454983,0.545017,1
longer_shock,37,0.450000,0.450848,0.450775,0.456551,0.452044,0.547956,1
longer_shock,38,0.450000,0.450237,0.450214,0.453007,0.450865,0.549135,1
longer_shock,39,0.450000,0.450066,0.450059,0.451370,0.450374,0.549626,1
longer_shock,40,0.450000,0.450019,0.450017,0.450621,0.450164,0.549836,1
longer_shock,41,0.450000,0.450005,0.450005,0.450281,0.450073,0.549927,1
longer_shock,42,0.450000,0.450001,0.450001,0.450127,0.450032,0.549968,1
longer_shock,43,0.450000,0.450000,0.450000,0.450057,0.450014,0.549986,1
longer_shock,44,0.450000,0.450000,0.450000,0.450026,0.450006,0.549994,1
longer_shock,45,0.450000,0.450000,0.450000,0.450012,0.450003,0.549997,1
longer_shock,46,0.450000,0.450000,0.450000,0.450005,0.450001,0.549999,1
longer_shock,47,0.450000,0.450000,0.450000,0.450002,0.450001,0.549999,1
longer_shock,48,0.450000,0.450000,0.450000,0.450001,0.450000,0.550000,1
longer_shock,49,0.475000,0.468000,0.468250,0.462000,0.468313,0.531687,0
longer_shock,50,0.500000,0.491040,0.491410,0.480660,0.490778,0.509222,0
longer_shock,51,0.525000,0.515491,0.515905,0.502670,0.514766,0.485234,0
longer_shock,52,0.550000,0.540338,0.540765,0.526286,0.539347,0.460653,0
longer_shock,53,0.575000,0.565295,0.565727,0.550652,0.564168,0.435832,0
longer_shock,54,0.600000,0.590282,0.590716,0.575364,0.589091,0.410909,0
longer_shock,55,0.625000,0.615279,0.615713,0.600234,0.614056,0.385944,0
longer_shock,56,0.650000,0.640278,0.640712,0.625175,0.639041,0.360959,0
longer_shock,57,0.675000,0.665278,0.665712,0.650148,0.664034,0.335966,0
longer_shock,58,0.700000,0.690278,0.690712,0.675136,0.689031,0.310969,0
longer_shock,59,0.725000,0.715278,0.715712,0.700131,0.714030,0.285970,0
longer_shock,60,0.750000,0.740278,0.740712,0.725128,0.739029,0.260971,0
longer_shock,61,0.775000,0.765278,0.765712,0.750127,0.764029,0.235971,0
longer_shock,62,0.800000,0.790278,0.790712,0.775127,0.789029,0.210971,0
longer_shock,63,0.825000,0.815278,0.815712,0.800126,0.814029,0.185971,0
longer_shock,64,0.850000,0.840278,0.840712,0.825126,0.839029,0.160971,0
longer_shock,65,0.875000,0.865278,0.865712,0.850126,0.864029,0.135971,0
longer_shock,66,0.900000,0.890278,0.890712,0.875126,0.889029,0.110971,0
longer_shock,67,0.925000,0.915278,0.915712,0.900126,0.914029,0.085971,0
longer_shock,68,0.950000,0.940278,0.940712,0.925126,0.939029,0.060971,0
longer_shock,69,0.975000,0.965278,0.965712,0.950126,0.964029,0.035971,0
longer_shock,70,1.000000,0.990278,0.990712,0.975126,0.989029,0.010971,0
longer_shock,71,1.000000,0.997278,0.997462,0.988126,0.995716,0.004284,0
longer_shock,72,1.000000,0.999238,0.999302,0.994466,0.998251,0.001749,0
longer_shock,73,1.000000,0.999787,0.999807,0.997456,0.999263,0.000737,0
longer_shock,74,1.000000,0.999940,0.999946,0.998840,0.999682,0.000318,0
longer_shock,75,1.000000,0.999983,0.999985,0.999474,0.999861,0.000139,0
longer_shock,76,1.000000,0.999995,0.999996,0.999762,0.999938,0.000062,0
longer_shock,77,1.000000,0.999999,0.999999,0.999893,0.999973,0.000027,0
longer_shock,78,1.000000,1.000000,1.000000,0.999952,0.999988,0.000012,0
longer_shock,79,1.000000,1.000000,1.000000,0.999978,0.999994,0.000006,0
