"time","true_state","observed_state","estimated_state","absolute_error_observed","absolute_error_estimated","drift_indicator","capacity_margin","intervention_flag"
34,4.37011887335698,5.29084744164762,3.58056266952297,0.920728568290646,0.789556203834011,1.0099126635949,14.419437330477,0
35,8.81941466534854,7.77629572678068,5.3867018352543,1.04311893856786,3.43271283009424,1.14419037027726,12.6132981647457,1
36,8.02420631248033,8.64772447447987,6.66802932662191,0.623518161999543,1.35617698585842,1.21210288108506,11.3319706733781,1
37,6.82679934944799,6.28397053487413,6.11481266250232,0.542828814573856,0.711986686945668,1.21814669930894,11.8851873374977,0
38,6.45586427654465,7.22404301437924,6.01946579050481,0.768178737834591,0.436398486039842,1.28014069468329,11.9805342094952,0
39,6.02950772370142,5.14373142629174,5.31736076407752,0.885776297409679,0.7121469596239,1.13810315063929,12.6826392359225,0
40,4.83051098512601,6.34321799493094,5.20563873187908,1.51270700980493,0.375127746753068,1.17651614521201,12.7943612681209,0
41,4.37585280161389,4.46429303077347,4.5563205303618,0.0884402291595867,0.180467728747912,1.0655516386847,13.4436794696382,0
42,3.74762210500729,2.55329320984677,3.54912171601271,1.19432889516053,0.198500388994587,1.12670198518827,14.4508782839873,0
43,3.51643722565214,3.29929737990562,3.10787260437857,0.217139845746521,0.408564621273568,1.00437982898742,14.8921273956214,0
44,2.89342764452368,3.82677397309484,2.9714208218621,0.93334632857116,0.0779931773384277,0.918886666898227,15.0285791781379,0
45,2.80851522936161,4.20063160529588,2.98930311191132,1.39211637593427,0.18078788254971,0.801060127084045,15.0106968880887,0
46,2.07572490068892,2.72607346141523,2.55518325351581,0.650348560726305,0.479458352826889,0.62017963308819,15.4448167464842,0
47,2.32600240856647,1.21521352911857,1.8180044726859,1.1107888794479,0.507997935880565,0.663542940207743,16.1819955273141,0
48,1.43393656387714,0.302197883023373,1.06498570877001,1.13173868085377,0.368950855107134,0.619364000394963,16.93501429123,0
49,0.309218220867246,0.389200774108407,0.603750879990688,0.0799825532411612,0.294532659123443,0.623456077204613,17.3962491200093,0
50,0.326497832832192,1.52746320843069,0.649906687723885,1.20096537559849,0.323408854891693,0.597453802970107,17.3500933122761,0
51,0.548274123419481,-0.454934523420367,0.0921878133933153,1.00320864683985,0.456086310026166,0.642963286692643,17.9078121866067,0
52,1.16909948890045,0.502326080142628,0.0251866128606045,0.666773408757817,1.14391287603984,0.591094382804251,17.9748133871394,0
53,0.890339198238279,0.468083316369423,-0.017954682983939,0.422255881868856,0.908293881222218,0.620555705186883,18.0179546829839,0
54,0.535011022117317,0.723204056618815,0.042992175976343,0.188193034501498,0.492018846140974,0.603041578127857,17.9570078240237,0
55,0.345478631896491,0.320386081029088,-0.0240597375004566,0.0250925508674029,0.369538369396947,0.516353310642355,18.0240597375005,0
56,0.185951500273056,-0.299483735573611,-0.238074003738068,0.485435235846668,0.424025504011124,0.505405263035968,18.2380740037381,0
57,-0.244379332869301,-1.90547841278411,-0.84227366421422,1.66109907991481,0.597894331344919,0.551446643536224,18.8422736642142,0
58,-0.557820296829486,-1.07047055470729,-0.967027779492532,0.5126502578778,0.409207482663046,0.485512138483036,18.9670277794925,0
59,0.720009624671906,-0.642106606517813,-0.900681166019332,1.36211623118972,1.62069079069124,0.489914583844959,18.9006811660193,0
60,0.654412410764498,-0.839212656551792,-0.896784490665897,1.49362506731629,1.5511969014304,0.40791611518569,18.8967844906659,0
61,-0.181263079989044,-0.0565606937920368,-0.63902903745825,0.124702386197007,0.457765957469206,0.411450715870943,18.6390290374583,0
62,-0.691821052677078,-0.693643666981786,-0.641549778071531,0.0018226143047082,0.0502712746055471,0.368946158033766,18.6415497780715,0
63,-0.852478849557285,-1.46615045600678,-0.853963123224887,0.613671606449495,0.00148427366760207,0.381561091376619,18.8539631232249,0
64,-1.77017949134268,-2.99492744170267,-1.4299328927116,1.22474795035999,0.340246598631083,0.470039358211479,19.4299328927116,0
65,-1.49197270996338,-0.924352115539845,-1.16301675031876,0.567620594423535,0.328955959644617,0.459461239836416,19.1630167503188,0
66,-1.54051088798867,-1.54044800392332,-1.1538346192967,6.28840653511542e-05,0.386676268691968,0.491981605115524,19.1538346192967,0
67,-0.749775327954499,0.690080415021691,-0.459103729326159,1.43985574297619,0.29067159862834,0.500579544693319,18.4591037293262,0
68,-1.09761393385901,-1.21493349410919,-0.559592772284978,0.117319560250177,0.538021161574034,0.555769339354265,18.559592772285,0
69,-0.24649982871257,-0.716229409278871,-0.45769136701966,0.469729580566301,0.21119153830709,0.555765687630034,18.4576913670197,0
70,4.44161639644345,4.35550909820636,1.94887440099888,0.0861072982370894,2.49274199544457,0.790671973939371,16.0511255990011,1
71,3.90555445177695,3.46087044689222,2.46006186754437,0.444684004884738,1.44549258423258,0.832505997507535,15.5399381324556,0
72,3.8555435597632,3.44167471070527,2.80067294039129,0.413868849057923,1.05487061937191,0.891396785647908,15.1993270596087,0
73,4.39747950845244,3.91648666679846,3.17677577456627,0.480992841653982,1.22070373388618,0.904149141592938,14.8232242254337,0
74,4.1426838553039,4.839546431856,3.70867365891988,0.696862576552102,0.434010196384016,0.860736963987443,14.2913263410801,0
75,3.60591177187959,3.56521329672838,3.68089053609805,0.0406984751512147,0.0749787642184585,0.848438224446518,14.319109463902,0
76,2.86810143828367,4.03527098751935,3.81010416638225,1.16716954923568,0.942002728098577,0.832293568097567,14.1898958336178,0
77,2.82696195707987,2.35911663240762,3.3956281311513,0.467845324672254,0.568666174071426,0.82102630353715,14.6043718688487,0
78,2.30951145970356,2.30174942592623,3.11077284368603,0.00776203377732676,0.801261383982475,0.836394573130709,14.889227156314,0
79,2.04738697110041,1.51389464114997,2.68905919537095,0.533492329950437,0.641672224270541,0.928057224326886,15.310940804629,0
80,2.84471497990269,2.66918910966056,2.75909950087557,0.175525870242127,0.0856154790271217,0.696384793727639,15.2409004991244,0
81,2.40066068248769,2.56386756495507,2.76901090483398,0.163206882467382,0.368350222346295,0.616818269780745,15.230989095166,0
82,2.33346439390351,2.92347794189085,2.87722289851693,0.590013547987339,0.543758504613421,0.557343597086739,15.1227771014831,0
83,3.15698440032265,2.16429188921315,2.71181575878729,0.992692511109493,0.445168641535358,0.538124894820933,15.2881842412127,0
84,3.41970031351669,3.50459837219517,2.99623734132762,0.0848980586784873,0.423462972189071,0.475873720614077,15.0037626586724,0
85,3.86765021648984,3.63787207754357,3.20959442611828,0.229778138946267,0.658055790371556,0.507133761819638,14.7904055738817,0
86,4.23554336492809,2.4904875035914,2.99081561303398,1.74505586133669,1.24472775189411,0.534649890650187,15.009184386966,0
87,4.98267555906447,5.84745353758304,3.8404805636773,0.864777978518578,1.14219499538717,0.631696038166394,14.1595194363227,0
88,4.73397543335461,3.28496830321544,3.60847594842582,1.44900713013917,1.12549948492879,0.583144460911451,14.3915240515742,0
89,4.87440775997814,5.35760162379291,4.06161270941924,0.483193863814767,0.812795050558904,0.595226896926721,13.9383872905808,0
90,4.6536569491415,4.80511284200393,4.17218860833387,0.151455892862424,0.481468340807633,0.649528281172226,13.8278113916661,0
91,4.1315759862315,4.50038271886175,4.13322025577724,0.368806732630242,0.00164426954573482,0.665730193492785,13.8667797442228,0
92,4.05655981128513,3.77730043794256,3.8707233998548,0.279259373342575,0.18583641143033,0.670446985346618,14.1292766001452,0
93,3.14181862410071,3.84256744254075,3.69874659500418,0.700748818440034,0.55692797090347,0.630076683142861,14.3012534049958,0
94,3.20642225918669,2.37011566638527,3.12412157260851,0.836306592801415,0.0823006865781775,0.654641170678429,14.8758784273915,0
95,6.66213328390196,6.86709186448959,4.77538469198592,0.204958580587633,1.88674859191603,0.820984122786267,13.2246153080141,1
96,5.97094193067548,6.22355363403993,4.93923290063799,0.252611703364455,1.03170903003749,0.899383385182202,13.060767099362,0
97,4.82444657486264,3.86527613048227,4.31795372591372,0.959170444380363,0.506492848948921,0.743953847334771,13.6820462740863,0
98,4.91967900268662,5.32345390740234,4.33106343064763,0.403774904715714,0.588615572038998,0.810842130489205,13.6689365693524,0
99,4.73128447272561,6.54651291887957,4.68739363132266,1.81522844615395,0.0438908414029573,0.867155167807528,13.3126063686773,0
100,4.3012989406692,2.30036970293769,3.62735973158559,2.00092923773151,0.673939209083613,0.936561747305312,14.3726402684144,0
101,3.97957541887128,5.15090054623007,3.77541651286373,1.1713251273588,0.204158906007543,1.0373939043335,14.2245834871363,0
102,4.52081235442188,3.14395075618136,3.25400769233405,1.37686159824052,1.26680466208782,1.03905730175754,14.7459923076659,0
103,3.39862196386972,2.6928005691096,2.764985158392,0.705821394760121,0.633636805477723,1.03189367593212,15.235014841608,0
104,2.38534259463455,1.73959887149206,2.14804144105282,0.645743723142491,0.237301153581729,0.997337342265877,15.8519585589472,0
105,1.86177090118038,0.660548850440392,1.41180352366345,1.20122205073999,0.449967377516925,0.863292092337816,16.5881964763365,0
106,2.47310039510548,2.58087513999103,1.49956379736353,0.107774744885547,0.973536597741957,0.842991153260372,16.5004362026365,0
107,1.97093881231425,2.46655845391885,1.51529021484257,0.495619641604594,0.455648597471682,0.892850217624856,16.4847097851574,0
108,1.55739981949129,1.42531178253538,1.20805085630916,0.13208803695591,0.349348963182126,0.815337262572006,16.7919491436908,0
109,1.88814466791104,1.67111445781893,1.07873383160861,0.217030210092104,0.809410836302429,0.688663396437348,16.9212661683914,0
110,0.81417637714594,1.19984426758934,0.852211061278358,0.385667890443402,0.0380346841324182,0.590727714203656,17.1477889387216,0
111,0.283061817519981,-0.238734275836288,0.274313074618487,0.521796093356269,0.00874874290149413,0.5044840459125,17.7256869253815,0
112,-0.564571428795398,-0.136205525528706,-0.0679111692037536,0.428365903266692,0.496660259591645,0.500307787929725,18.0679111692038,0
113,-0.898266320963844,-0.382598592315815,-0.359333791325827,0.515667728648029,0.538932529638018,0.495415809100484,18.3593337913258,0
114,-1.22836887484874,-1.88687230067051,-0.993046978743848,0.658503425821771,0.235321896104891,0.543954084337074,18.9930469787438,0
115,-0.779900403976498,-1.05166411908789,-1.14581777557318,0.271763715111397,0.365917371596686,0.478243982663297,19.1458177755732,0
116,-0.498179956251157,-1.6997623863601,-1.4286500927496,1.20158243010894,0.930470136498442,0.397224077761596,19.4286500927496,0
117,-0.924960482677037,-1.19431187783022,-1.44836132635205,0.26935139515318,0.523400843675014,0.327502198706152,19.4483613263521,0
118,-1.26375347838821,0.0849535336035017,-1.06303743117733,1.34870701199171,0.200716047210881,0.420575202561614,19.0630374311773,0
119,-1.37211421922135,-1.1278883681179,-1.16021267170159,0.24422585110345,0.211901547519763,0.36456957029895,19.1602126717016,0
