scenario,time,exponential,logistic,delayed_feedback,delayed_state,delayed_feedback_inflow,delayed_feedback_outflow,shock
baseline_historical_dynamics,47,250.0,68.746447,250.0,194.687541,20.0,8.381252,0.0
baseline_historical_dynamics,48,250.0,69.520089,250.0,206.053762,20.0,9.063226,0.0
baseline_historical_dynamics,49,250.0,70.248653,250.0,217.796848,20.0,9.767811,0.0
baseline_historical_dynamics,50,250.0,70.933672,250.0,229.925653,20.0,10.495539,0.0
baseline_historical_dynamics,51,250.0,71.57678,250.0,242.449743,20.0,11.246985,0.0
baseline_historical_dynamics,52,250.0,72.179687,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,53,250.0,72.744155,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,54,250.0,73.271975,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,55,250.0,73.764951,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,56,250.0,74.224879,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,57,250.0,74.653537,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,58,250.0,75.052669,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,59,250.0,75.423979,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,60,250.0,75.769121,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,61,250.0,76.089691,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,62,250.0,76.387225,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,63,250.0,76.663195,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,64,250.0,76.919005,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,65,250.0,77.155992,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,66,250.0,77.375424,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,67,250.0,77.578502,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,68,250.0,77.766358,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,69,250.0,77.94006,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,70,250.0,78.100612,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,71,250.0,78.248956,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,72,250.0,78.385973,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,73,250.0,78.51249,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,74,250.0,78.629278,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,75,250.0,78.737057,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,76,250.0,78.836497,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,77,250.0,78.928224,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,78,250.0,79.012817,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,79,250.0,79.090817,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,80,250.0,79.162725,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,81,250.0,79.229006,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,82,250.0,79.290091,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,83,250.0,79.34638,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,84,250.0,79.398242,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,85,250.0,79.446021,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,86,250.0,79.490032,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,87,250.0,79.53057,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,88,250.0,79.567904,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,89,250.0,79.602285,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,90,250.0,79.633944,250.0,250.0,20.0,11.7,-8.0
baseline_historical_dynamics,91,250.0,79.663094,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,92,250.0,79.689933,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,93,250.0,79.714642,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,94,250.0,79.73739,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,95,250.0,79.75833,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,96,250.0,79.777605,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,97,250.0,79.795347,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,98,250.0,79.811677,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,99,250.0,79.826708,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,100,250.0,79.840541,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,101,250.0,79.853272,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,102,250.0,79.864989,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,103,250.0,79.875772,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,104,250.0,79.885694,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,105,250.0,79.894826,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,106,250.0,79.903229,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,107,250.0,79.910961,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,108,250.0,79.918076,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,109,250.0,79.924623,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,110,250.0,79.930648,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,111,250.0,79.936191,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,112,250.0,79.941292,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,113,250.0,79.945985,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,114,250.0,79.950303,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,115,250.0,79.954277,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,116,250.0,79.957932,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,117,250.0,79.961296,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,118,250.0,79.964391,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,119,250.0,79.967238,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,120,250.0,79.969858,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,121,250.0,79.972269,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,122,250.0,79.974486,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,123,250.0,79.976527,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,124,250.0,79.978404,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,125,250.0,79.980131,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,126,250.0,79.98172,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,127,250.0,79.983182,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,128,250.0,79.984528,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,129,250.0,79.985765,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,130,250.0,79.986904,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,131,250.0,79.987951,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,132,250.0,79.988915,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,133,250.0,79.989802,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,134,250.0,79.990617,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,135,250.0,79.991368,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,136,250.0,79.992058,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,137,250.0,79.992694,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,138,250.0,79.993278,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,139,250.0,79.993816,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,140,250.0,79.994311,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,141,250.0,79.994766,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,142,250.0,79.995184,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,143,250.0,79.99557,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,144,250.0,79.995924,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,145,250.0,79.99625,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,146,250.0,79.99655,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,147,250.0,79.996826,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,148,250.0,79.99708,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,149,250.0,79.997314,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,150,250.0,79.997528,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,151,250.0,79.997726,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,152,250.0,79.997908,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,153,250.0,79.998075,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,154,250.0,79.998229,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,155,250.0,79.998371,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,156,250.0,79.998501,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,157,250.0,79.998621,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,158,250.0,79.998732,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,159,250.0,79.998833,250.0,250.0,20.0,11.7,0.0
baseline_historical_dynamics,160,250.0,79.998926,250.0,250.0,20.0,11.7,0.0
short_delay,0,10.0,10.0,10.0,10.0,0.8,0.0,0.0
short_delay,1,10.8,10.7,10.8,10.0,0.864,0.0,0.0
short_delay,2,11.664,11.44151,11.664,10.0,0.93312,0.0,0.0
short_delay,3,12.59712,12.225923,12.59712,10.8,1.00777,0.0,0.0
short_delay,4,13.60489,13.054523,13.60489,11.664,1.088391,0.0,0.0
short_delay,5,14.693281,13.928465,14.693281,12.59712,1.175462,0.0,0.0
short_delay,6,15.868743,14.84874,15.868743,13.60489,1.269499,0.0,0.0
short_delay,7,17.138243,15.816154,17.138243,14.693281,1.371059,0.0,0.0
short_delay,8,18.509302,16.831295,18.509302,15.868743,1.480744,0.0,0.0
short_delay,9,19.990046,17.894506,19.990046,17.138243,1.599204,0.0,0.0
short_delay,10,21.58925,19.005854,21.58925,18.509302,1.72714,0.0,0.0
short_delay,11,23.31639,20.165099,23.31639,19.990046,1.865311,0.0,0.0
short_delay,12,25.181701,21.371676,25.181701,21.58925,2.014536,0.0,0.0
short_delay,13,27.196237,22.624662,27.196237,23.31639,2.175699,0.0,0.0
short_delay,14,29.371936,23.922759,29.371936,25.181701,2.349755,0.0,0.0
short_delay,15,31.721691,25.264282,31.721691,27.196237,2.537735,0.0,0.0
short_delay,16,34.259426,26.64714,34.259426,29.371936,2.740754,0.0,0.0
short_delay,17,37.000181,28.068841,37.000181,31.721691,2.960014,0.0,0.0
short_delay,18,39.960195,29.526489,39.960195,34.259426,3.196816,0.0,0.0
short_delay,19,43.157011,31.016794,43.157011,37.000181,3.452561,0.0,0.0
short_delay,20,46.609571,32.536096,46.609571,39.960195,3.728766,0.0,0.0
short_delay,21,50.338337,34.080386,50.338337,43.157011,4.027067,0.0,0.0
short_delay,22,54.365404,35.645345,54.365404,46.609571,4.349232,0.0,0.0
short_delay,23,58.714636,37.226382,58.714636,50.338337,4.697171,0.0,0.0
short_delay,24,63.411807,38.818689,63.411807,54.365404,5.072945,0.0,0.0
short_delay,25,68.484752,40.417293,68.484752,58.714636,5.47878,0.222878,0.0
short_delay,26,73.963532,42.017119,73.740654,63.411807,5.899252,0.504708,0.0
short_delay,27,79.880615,43.61305,79.135198,68.484752,6.330816,0.809085,0.0
short_delay,28,86.271064,45.199996,84.656929,73.740654,6.772554,1.124439,0.0
short_delay,29,93.172749,46.772956,90.305044,79.135198,7.224403,1.448112,0.0
short_delay,30,100.626569,48.327083,96.081335,84.656929,7.686507,1.779416,0.0
short_delay,31,108.676694,49.857743,101.988426,90.305044,8.159074,2.118303,0.0
short_delay,32,117.37083,51.360568,108.029198,96.081335,8.642336,2.46488,0.0
short_delay,33,126.760496,52.831505,114.206653,101.988426,9.136532,2.819306,0.0
short_delay,34,136.901336,54.266858,120.52388,108.029198,9.64191,3.181752,0.0
short_delay,35,147.853443,55.663315,126.984039,114.206653,10.158723,3.552399,0.0
short_delay,36,159.681718,57.017975,133.590363,120.52388,10.687229,3.931433,0.0
short_delay,37,172.456256,58.328364,140.346159,126.984039,11.227693,4.319042,0.0
short_delay,38,186.252756,59.592435,147.254809,133.590363,11.780385,4.715422,0.0
short_delay,39,201.152977,60.808571,154.319772,140.346159,12.345582,5.12077,0.0
short_delay,40,217.245215,61.975575,161.544584,147.254809,12.923567,5.535289,0.0
short_delay,41,234.624832,63.092649,168.932863,154.319772,13.514629,5.959186,0.0
short_delay,42,250.0,64.159378,176.488305,161.544584,14.119064,6.392675,0.0
short_delay,43,250.0,65.175703,184.214695,168.932863,14.737176,6.835972,0.0
short_delay,44,250.0,66.141887,192.115898,176.488305,15.369272,7.289298,0.0
short_delay,45,250.0,67.058489,200.195872,184.214695,16.01567,7.752882,0.0
short_delay,46,250.0,67.926327,208.45866,192.115898,16.676693,8.226954,0.0
short_delay,47,250.0,68.746447,216.908399,200.195872,17.352672,8.711752,0.0
short_delay,48,250.0,69.520089,225.549319,208.45866,18.043945,9.20752,0.0
short_delay,49,250.0,70.248653,234.385744,216.908399,18.75086,9.714504,0.0
short_delay,50,250.0,70.933672,243.4221,225.549319,19.473768,10.232959,0.0
short_delay,51,250.0,71.57678,250.0,234.385744,20.0,10.763145,0.0
short_delay,52,250.0,72.179687,250.0,243.4221,20.0,11.305326,0.0
short_delay,53,250.0,72.744155,250.0,250.0,20.0,11.7,0.0
short_delay,54,250.0,73.271975,250.0,250.0,20.0,11.7,0.0
short_delay,55,250.0,73.764951,250.0,250.0,20.0,11.7,0.0
short_delay,56,250.0,74.224879,250.0,250.0,20.0,11.7,0.0
short_delay,57,250.0,74.653537,250.0,250.0,20.0,11.7,0.0
short_delay,58,250.0,75.052669,250.0,250.0,20.0,11.7,0.0
short_delay,59,250.0,75.423979,250.0,250.0,20.0,11.7,0.0
short_delay,60,250.0,75.769121,250.0,250.0,20.0,11.7,0.0
short_delay,61,250.0,76.089691,250.0,250.0,20.0,11.7,0.0
short_delay,62,250.0,76.387225,250.0,250.0,20.0,11.7,0.0
short_delay,63,250.0,76.663195,250.0,250.0,20.0,11.7,0.0
short_delay,64,250.0,76.919005,250.0,250.0,20.0,11.7,0.0
short_delay,65,250.0,77.155992,250.0,250.0,20.0,11.7,0.0
short_delay,66,250.0,77.375424,250.0,250.0,20.0,11.7,0.0
short_delay,67,250.0,77.578502,250.0,250.0,20.0,11.7,0.0
short_delay,68,250.0,77.766358,250.0,250.0,20.0,11.7,0.0
short_delay,69,250.0,77.94006,250.0,250.0,20.0,11.7,0.0
short_delay,70,250.0,78.100612,250.0,250.0,20.0,11.7,0.0
short_delay,71,250.0,78.248956,250.0,250.0,20.0,11.7,0.0
short_delay,72,250.0,78.385973,250.0,250.0,20.0,11.7,0.0
short_delay,73,250.0,78.51249,250.0,250.0,20.0,11.7,0.0
short_delay,74,250.0,78.629278,250.0,250.0,20.0,11.7,0.0
short_delay,75,250.0,78.737057,250.0,250.0,20.0,11.7,0.0
short_delay,76,250.0,78.836497,250.0,250.0,20.0,11.7,0.0
short_delay,77,250.0,78.928224,250.0,250.0,20.0,11.7,0.0
short_delay,78,250.0,79.012817,250.0,250.0,20.0,11.7,0.0
short_delay,79,250.0,79.090817,250.0,250.0,20.0,11.7,0.0
short_delay,80,250.0,79.162725,250.0,250.0,20.0,11.7,0.0
short_delay,81,250.0,79.229006,250.0,250.0,20.0,11.7,0.0
short_delay,82,250.0,79.290091,250.0,250.0,20.0,11.7,0.0
short_delay,83,250.0,79.34638,250.0,250.0,20.0,11.7,0.0
short_delay,84,250.0,79.398242,250.0,250.0,20.0,11.7,0.0
short_delay,85,250.0,79.446021,250.0,250.0,20.0,11.7,0.0
short_delay,86,250.0,79.490032,250.0,250.0,20.0,11.7,0.0
short_delay,87,250.0,79.53057,250.0,250.0,20.0,11.7,0.0
short_delay,88,250.0,79.567904,250.0,250.0,20.0,11.7,0.0
short_delay,89,250.0,79.602285,250.0,250.0,20.0,11.7,0.0
short_delay,90,250.0,79.633944,250.0,250.0,20.0,11.7,-8.0
short_delay,91,250.0,79.663094,250.0,250.0,20.0,11.7,0.0
short_delay,92,250.0,79.689933,250.0,250.0,20.0,11.7,0.0
short_delay,93,250.0,79.714642,250.0,250.0,20.0,11.7,0.0
short_delay,94,250.0,79.73739,250.0,250.0,20.0,11.7,0.0
short_delay,95,250.0,79.75833,250.0,250.0,20.0,11.7,0.0
short_delay,96,250.0,79.777605,250.0,250.0,20.0,11.7,0.0
short_delay,97,250.0,79.795347,250.0,250.0,20.0,11.7,0.0
short_delay,98,250.0,79.811677,250.0,250.0,20.0,11.7,0.0
short_delay,99,250.0,79.826708,250.0,250.0,20.0,11.7,0.0
short_delay,100,250.0,79.840541,250.0,250.0,20.0,11.7,0.0
short_delay,101,250.0,79.853272,250.0,250.0,20.0,11.7,0.0
short_delay,102,250.0,79.864989,250.0,250.0,20.0,11.7,0.0
short_delay,103,250.0,79.875772,250.0,250.0,20.0,11.7,0.0
short_delay,104,250.0,79.885694,250.0,250.0,20.0,11.7,0.0
short_delay,105,250.0,79.894826,250.0,250.0,20.0,11.7,0.0
short_delay,106,250.0,79.903229,250.0,250.0,20.0,11.7,0.0
short_delay,107,250.0,79.910961,250.0,250.0,20.0,11.7,0.0
short_delay,108,250.0,79.918076,250.0,250.0,20.0,11.7,0.0
short_delay,109,250.0,79.924623,250.0,250.0,20.0,11.7,0.0
short_delay,110,250.0,79.930648,250.0,250.0,20.0,11.7,0.0
short_delay,111,250.0,79.936191,250.0,250.0,20.0,11.7,0.0
short_delay,112,250.0,79.941292,250.0,250.0,20.0,11.7,0.0
short_delay,113,250.0,79.945985,250.0,250.0,20.0,11.7,0.0
short_delay,114,250.0,79.950303,250.0,250.0,20.0,11.7,0.0
short_delay,115,250.0,79.954277,250.0,250.0,20.0,11.7,0.0
short_delay,116,250.0,79.957932,250.0,250.0,20.0,11.7,0.0
short_delay,117,250.0,79.961296,250.0,250.0,20.0,11.7,0.0
short_delay,118,250.0,79.964391,250.0,250.0,20.0,11.7,0.0
short_delay,119,250.0,79.967238,250.0,250.0,20.0,11.7,0.0
short_delay,120,250.0,79.969858,250.0,250.0,20.0,11.7,0.0
short_delay,121,250.0,79.972269,250.0,250.0,20.0,11.7,0.0
short_delay,122,250.0,79.974486,250.0,250.0,20.0,11.7,0.0
short_delay,123,250.0,79.976527,250.0,250.0,20.0,11.7,0.0
short_delay,124,250.0,79.978404,250.0,250.0,20.0,11.7,0.0
short_delay,125,250.0,79.980131,250.0,250.0,20.0,11.7,0.0
short_delay,126,250.0,79.98172,250.0,250.0,20.0,11.7,0.0
short_delay,127,250.0,79.983182,250.0,250.0,20.0,11.7,0.0
short_delay,128,250.0,79.984528,250.0,250.0,20.0,11.7,0.0
short_delay,129,250.0,79.985765,250.0,250.0,20.0,11.7,0.0
short_delay,130,250.0,79.986904,250.0,250.0,20.0,11.7,0.0
short_delay,131,250.0,79.987951,250.0,250.0,20.0,11.7,0.0
short_delay,132,250.0,79.988915,250.0,250.0,20.0,11.7,0.0
short_delay,133,250.0,79.989802,250.0,250.0,20.0,11.7,0.0
short_delay,134,250.0,79.990617,250.0,250.0,20.0,11.7,0.0
short_delay,135,250.0,79.991368,250.0,250.0,20.0,11.7,0.0
short_delay,136,250.0,79.992058,250.0,250.0,20.0,11.7,0.0
short_delay,137,250.0,79.992694,250.0,250.0,20.0,11.7,0.0
short_delay,138,250.0,79.993278,250.0,250.0,20.0,11.7,0.0
short_delay,139,250.0,79.993816,250.0,250.0,20.0,11.7,0.0
short_delay,140,250.0,79.994311,250.0,250.0,20.0,11.7,0.0
short_delay,141,250.0,79.994766,250.0,250.0,20.0,11.7,0.0
short_delay,142,250.0,79.995184,250.0,250.0,20.0,11.7,0.0
short_delay,143,250.0,79.99557,250.0,250.0,20.0,11.7,0.0
short_delay,144,250.0,79.995924,250.0,250.0,20.0,11.7,0.0
short_delay,145,250.0,79.99625,250.0,250.0,20.0,11.7,0.0
short_delay,146,250.0,79.99655,250.0,250.0,20.0,11.7,0.0
short_delay,147,250.0,79.996826,250.0,250.0,20.0,11.7,0.0
short_delay,148,250.0,79.99708,250.0,250.0,20.0,11.7,0.0
short_delay,149,250.0,79.997314,250.0,250.0,20.0,11.7,0.0
short_delay,150,250.0,79.997528,250.0,250.0,20.0,11.7,0.0
short_delay,151,250.0,79.997726,250.0,250.0,20.0,11.7,0.0
short_delay,152,250.0,79.997908,250.0,250.0,20.0,11.7,0.0
short_delay,153,250.0,79.998075,250.0,250.0,20.0,11.7,0.0
short_delay,154,250.0,79.998229,250.0,250.0,20.0,11.7,0.0
short_delay,155,250.0,79.998371,250.0,250.0,20.0,11.7,0.0
short_delay,156,250.0,79.998501,250.0,250.0,20.0,11.7,0.0
short_delay,157,250.0,79.998621,250.0,250.0,20.0,11.7,0.0
short_delay,158,250.0,79.998732,250.0,250.0,20.0,11.7,0.0
short_delay,159,250.0,79.998833,250.0,250.0,20.0,11.7,0.0
short_delay,160,250.0,79.998926,250.0,250.0,20.0,11.7,0.0
long_delay,0,10.0,10.0,10.0,10.0,0.8,0.0,0.0
long_delay,1,10.8,10.7,10.8,10.0,0.864,0.0,0.0
long_delay,2,11.664,11.44151,11.664,10.0,0.93312,0.0,0.0
long_delay,3,12.59712,12.225923,12.59712,10.0,1.00777,0.0,0.0
long_delay,4,13.60489,13.054523,13.60489,10.0,1.088391,0.0,0.0
long_delay,5,14.693281,13.928465,14.693281,10.0,1.175462,0.0,0.0
long_delay,6,15.868743,14.84874,15.868743,10.0,1.269499,0.0,0.0
long_delay,7,17.138243,15.816154,17.138243,10.0,1.371059,0.0,0.0
long_delay,8,18.509302,16.831295,18.509302,10.0,1.480744,0.0,0.0
long_delay,9,19.990046,17.894506,19.990046,10.0,1.599204,0.0,0.0
long_delay,10,21.58925,19.005854,21.58925,10.0,1.72714,0.0,0.0
long_delay,11,23.31639,20.165099,23.31639,10.0,1.865311,0.0,0.0
long_delay,12,25.181701,21.371676,25.181701,10.0,2.014536,0.0,0.0
long_delay,13,27.196237,22.624662,27.196237,10.0,2.175699,0.0,0.0
long_delay,14,29.371936,23.922759,29.371936,10.0,2.349755,0.0,0.0
long_delay,15,31.721691,25.264282,31.721691,10.8,2.537735,0.0,0.0
long_delay,16,34.259426,26.64714,34.259426,11.664,2.740754,0.0,0.0
long_delay,17,37.000181,28.068841,37.000181,12.59712,2.960014,0.0,0.0
long_delay,18,39.960195,29.526489,39.960195,13.60489,3.196816,0.0,0.0
long_delay,19,43.157011,31.016794,43.157011,14.693281,3.452561,0.0,0.0
