run_id,growth_rate,carrying_capacity,balancing_strength,target,delay,shock_size,final_exponential,final_logistic,final_delayed_feedback,maximum_delayed_feedback,time_to_peak,maximum_outflow
30,0.084213,97.824551,0.087363,49.354528,10,-12.716509,250.000000,97.823738,250.000000,250.000000,42,17.528970
31,0.108472,98.976941,0.040185,53.965429,9,-10.275941,250.000000,98.976929,250.000000,250.000000,32,7.877735
32,0.070018,91.275208,0.079251,47.419555,3,-13.584865,250.000000,91.267321,250.000000,250.000000,100,16.054761
33,0.104506,81.452834,0.029339,45.294182,16,-11.538269,250.000000,81.452818,250.000000,250.000000,33,6.005850
34,0.061975,62.647194,0.051103,58.026070,2,-6.833818,250.000000,62.633884,250.000000,250.000000,68,9.810428
35,0.087846,86.351398,0.031747,62.294198,15,-15.491374,250.000000,86.351068,250.000000,250.000000,39,5.959108
36,0.066217,65.595102,0.031791,48.000748,9,-11.709787,250.000000,65.587891,250.000000,250.000000,53,6.421793
37,0.085974,94.354108,0.092757,59.888164,8,-15.187878,250.000000,94.353554,250.000000,250.000000,42,17.634142
38,0.100555,87.819821,0.035629,46.462092,10,-5.400650,250.000000,87.819784,250.000000,250.000000,34,7.251866
39,0.087951,101.795783,0.041942,56.714357,10,-7.724061,250.000000,101.795317,250.000000,250.000000,39,8.106841
40,0.058644,83.557529,0.061018,48.671522,9,-13.014991,250.000000,83.513334,250.000000,250.000000,68,12.284602
41,0.064130,97.757873,0.032498,61.489625,10,-10.195455,250.000000,97.733081,250.000000,250.000000,53,6.126142
42,0.059362,78.397024,0.026929,51.866171,4,-9.907158,250.000000,78.362970,250.000000,250.000000,61,5.335625
43,0.062985,73.815290,0.038788,53.338296,16,-7.929924,250.000000,73.799083,250.000000,250.000000,54,7.628052
44,0.066794,88.232177,0.049360,56.033188,9,-9.719091,250.000000,88.219539,250.000000,250.000000,53,9.574146
45,0.065170,68.927784,0.079753,63.793556,9,-9.525400,250.000000,68.918163,250.000000,250.000000,57,14.850450
46,0.065511,59.405935,0.078355,48.759203,3,-14.272714,250.000000,59.399438,250.000000,250.000000,135,15.768265
47,0.095097,63.824492,0.085628,49.206636,16,-13.384172,250.000000,63.824445,250.000000,250.000000,36,17.193582
48,0.055690,100.513997,0.046312,61.814811,15,-15.849192,250.000000,100.405641,250.000000,250.000000,61,8.715182
49,0.094421,61.805258,0.044132,50.764542,12,-14.402658,250.000000,61.805209,250.000000,250.000000,36,8.792574
50,0.092781,98.906644,0.044031,63.049208,11,-15.621260,250.000000,98.906454,250.000000,250.000000,37,8.231670
51,0.101132,92.955862,0.059479,66.094624,9,-7.500923,250.000000,92.955823,250.000000,250.000000,34,10.938565
52,0.065630,61.445065,0.027590,52.397609,4,-9.684075,250.000000,61.438191,250.000000,250.000000,55,5.451835
53,0.078157,90.362190,0.061313,69.863677,13,-7.903143,250.000000,90.360261,250.000000,250.000000,43,11.044615
54,0.061322,88.455102,0.028235,50.007534,15,-7.660568,250.000000,88.423148,250.000000,250.000000,55,5.646763
55,0.088267,102.175070,0.053733,47.639433,14,-11.381623,250.000000,102.174626,250.000000,250.000000,39,10.873445
56,0.101309,102.755449,0.047805,50.714119,9,-13.362724,250.000000,102.755402,250.000000,250.000000,34,9.526917
57,0.088680,99.657465,0.035386,46.018263,7,-13.221134,250.000000,99.657073,250.000000,250.000000,40,7.218119
58,0.076937,97.378268,0.052944,54.736836,10,-9.583958,250.000000,97.375468,250.000000,250.000000,45,10.337951
59,0.061570,70.937372,0.035453,50.512373,4,-15.742974,250.000000,70.918544,250.000000,250.000000,61,7.072472
60,0.068714,77.990947,0.089153,60.672021,4,-9.447459,250.000000,77.983993,250.000000,250.000000,122,16.879228
61,0.084399,63.840990,0.046529,68.806884,3,-5.653428,250.000000,63.840687,250.000000,250.000000,43,8.430701
62,0.108894,90.452492,0.031153,46.432160,2,-11.397385,250.000000,90.452483,250.000000,250.000000,33,6.341648
63,0.064823,73.219309,0.087471,51.581505,14,-7.593950,250.000000,73.207637,250.000000,250.000000,54,17.355912
64,0.055562,87.557162,0.029983,63.411888,14,-4.703615,250.000000,87.475183,250.000000,250.000000,61,5.594478
65,0.110277,96.397055,0.079685,52.222669,12,-15.273285,250.000000,96.397046,250.000000,250.000000,31,15.759792
66,0.065378,102.823707,0.066094,68.105721,7,-12.589176,250.000000,102.801281,250.000000,250.000000,56,12.022085
67,0.104580,82.769367,0.027695,69.938491,14,-15.211440,250.000000,82.769351,250.000000,250.000000,33,4.986890
68,0.114240,64.161627,0.081451,59.780908,14,-12.743891,250.000000,64.161626,250.000000,250.000000,30,15.493601
69,0.107851,77.577281,0.052867,56.341990,4,-13.492373,250.000000,77.577273,250.000000,250.000000,33,10.238207
70,0.090295,56.711692,0.078870,53.842851,8,-10.178212,250.000000,56.711609,250.000000,250.000000,40,15.470992
71,0.106826,67.117017,0.082466,66.986481,11,-5.335122,250.000000,67.117010,250.000000,250.000000,32,15.092381
72,0.064623,63.761512,0.054745,63.603520,8,-15.901923,250.000000,63.752652,250.000000,250.000000,55,10.204357
73,0.064986,56.665042,0.078937,52.306215,7,-13.224188,250.000000,56.658666,250.000000,250.000000,77,15.605271
74,0.102999,63.033923,0.077409,69.115654,9,-11.366635,250.000000,63.033912,250.000000,250.000000,34,14.002056
75,0.065831,78.380852,0.029354,45.146240,9,-14.892336,250.000000,78.369399,250.000000,250.000000,53,6.013294
76,0.099313,89.162240,0.080423,48.422909,7,-12.416190,250.000000,89.162192,250.000000,250.000000,37,16.211407
77,0.068848,61.526490,0.051169,63.185039,3,-13.831488,250.000000,61.522494,250.000000,250.000000,56,9.559070
78,0.060638,77.259966,0.081532,52.011406,14,-6.189318,250.000000,77.233351,222.190557,250.000000,59,16.142332
79,0.067004,81.885649,0.075375,67.350009,11,-4.007627,250.000000,81.875302,250.000000,250.000000,52,13.767261
80,0.097542,79.762523,0.067703,61.605142,13,-7.057545,250.000000,79.762471,250.000000,250.000000,35,12.754859
81,0.077703,62.707007,0.070163,51.000914,2,-8.171728,250.000000,62.706086,250.000000,250.000000,59,13.962372
82,0.083252,93.826329,0.073189,67.412584,8,-6.934631,250.000000,93.825455,250.000000,250.000000,42,13.363345
83,0.091134,80.417424,0.093436,47.833849,16,-14.820494,250.000000,80.417265,250.000000,250.000000,37,18.889632
84,0.072451,85.389908,0.077798,61.036013,5,-13.940758,250.000000,85.385403,250.000000,250.000000,57,14.700969
85,0.062841,63.678331,0.067463,62.528519,3,-5.705994,250.000000,63.666398,250.000000,250.000000,74,12.647307
86,0.059154,72.722265,0.032439,50.473325,7,-12.636802,250.000000,72.692403,250.000000,250.000000,61,6.472464
87,0.065750,75.811926,0.064111,65.658076,9,-8.693002,250.000000,75.801142,250.000000,250.000000,54,11.818289
88,0.082809,73.893581,0.060288,51.237328,13,-9.795885,250.000000,73.893026,250.000000,250.000000,41,11.982934
89,0.100584,63.041924,0.040571,68.444354,4,-14.406097,250.000000,63.041907,250.000000,250.000000,35,7.365871
90,0.068297,104.770196,0.035091,56.065470,8,-13.093568,250.000000,104.755927,250.000000,250.000000,51,6.805424
91,0.101057,85.720065,0.088119,46.257657,7,-15.155422,250.000000,85.720032,250.000000,250.000000,36,17.953650
92,0.111936,70.643490,0.026944,66.302937,7,-14.949802,250.000000,70.643487,250.000000,250.000000,31,4.949565
93,0.077015,75.110311,0.031762,56.597102,3,-10.957497,250.000000,75.108756,250.000000,250.000000,47,6.142827
94,0.080043,93.877996,0.073014,50.266289,2,-10.381512,250.000000,93.876478,250.000000,250.000000,58,14.583365
95,0.114272,102.310589,0.093862,57.421548,4,-13.418554,250.000000,102.310585,250.000000,250.000000,33,18.075762
96,0.055754,72.206882,0.051851,56.725768,16,-7.343828,250.000000,72.154934,250.000000,250.000000,61,10.021467
97,0.070547,55.502181,0.079800,56.175114,16,-11.771683,250.000000,55.499814,250.000000,250.000000,48,15.467225
98,0.091542,73.126959,0.046409,68.234384,13,-12.510211,250.000000,73.126840,250.000000,250.000000,37,8.435648
99,0.086574,78.475005,0.066534,56.924511,8,-15.454063,250.000000,78.474674,250.000000,250.000000,41,12.846053
100,0.102797,102.959646,0.079519,58.005927,2,-5.318082,250.000000,102.959611,250.000000,250.000000,39,15.267204
101,0.098905,89.481593,0.053964,61.027240,11,-5.928418,250.000000,89.481541,250.000000,250.000000,35,10.197664
102,0.095483,81.714722,0.040322,52.169878,16,-11.998640,250.000000,81.714645,250.000000,250.000000,36,7.976914
103,0.057844,67.192933,0.071828,65.821840,5,-11.960991,250.000000,67.161740,250.000000,250.000000,85,13.229136
104,0.072877,87.293396,0.060140,54.636787,3,-7.283153,250.000000,87.288996,250.000000,250.000000,57,11.749059
105,0.111171,104.876331,0.039880,50.764699,12,-6.835229,250.000000,104.876322,250.000000,250.000000,31,7.945498
106,0.091455,77.059768,0.041915,68.621619,16,-10.273040,250.000000,77.059631,250.000000,250.000000,37,7.602401
107,0.070836,61.384057,0.070577,66.875226,4,-9.368691,250.000000,61.381222,250.000000,250.000000,57,12.924371
108,0.093134,61.217127,0.055640,65.906414,11,-8.333872,250.000000,61.217066,250.000000,250.000000,37,10.243039
109,0.062343,71.402427,0.056294,59.676253,4,-5.807892,250.000000,71.385656,250.000000,250.000000,66,10.714117
110,0.110705,96.925242,0.085120,60.217306,12,-11.739654,250.000000,96.925234,250.000000,250.000000,31,16.154380
111,0.081513,102.513247,0.036531,48.704148,3,-7.545434,250.000000,102.511815,250.000000,250.000000,45,7.353543
112,0.107136,67.766654,0.057092,63.299120,5,-7.799199,250.000000,67.766647,250.000000,250.000000,33,10.659078
113,0.069692,74.316204,0.085360,52.847052,8,-11.231447,250.000000,74.310914,250.000000,250.000000,60,16.828907
114,0.114500,103.204849,0.089818,59.280162,10,-10.319147,250.000000,103.204845,250.000000,250.000000,30,17.130123
115,0.096937,101.327624,0.039698,59.367639,7,-13.881222,250.000000,101.327527,250.000000,250.000000,36,7.567677
116,0.114109,90.359283,0.044146,48.378719,5,-7.148350,250.000000,90.359280,250.000000,250.000000,31,8.900842
117,0.060900,56.326291,0.032787,53.132242,3,-6.845542,250.000000,56.313753,250.000000,250.000000,62,6.454700
118,0.063159,104.000144,0.091021,65.574701,14,-12.996591,250.000000,103.966743,250.000000,250.000000,54,16.786623
119,0.094497,75.611702,0.076836,46.422630,5,-5.603735,250.000000,75.611625,250.000000,250.000000,41,15.642065
120,0.076321,61.089351,0.069529,58.986194,5,-11.111559,250.000000,61.088251,250.000000,250.000000,51,13.280932
121,0.111295,70.497266,0.082753,63.987631,9,-7.726245,250.000000,70.497263,250.000000,250.000000,31,15.393004
122,0.078423,91.662608,0.061869,68.183112,12,-8.464395,250.000000,91.660706,250.000000,250.000000,43,11.248919
123,0.058555,88.631331,0.073188,68.285219,3,-12.196173,250.000000,88.580286,250.000000,250.000000,100,13.299298
124,0.108232,104.804011,0.062819,52.741233,12,-15.299679,250.000000,104.803997,250.000000,250.000000,32,12.391545
125,0.094312,87.321556,0.084432,49.260942,5,-5.033412,250.000000,87.321446,250.000000,250.000000,42,16.948725
126,0.096902,66.424686,0.082406,54.098933,5,-8.321719,250.000000,66.424649,250.000000,250.000000,39,16.143378
127,0.073898,59.059444,0.025947,68.380668,4,-9.264167,250.000000,59.057903,250.000000,250.000000,47,4.712437
128,0.084304,92.405316,0.054625,65.109654,10,-12.254489,250.000000,92.404610,250.000000,250.000000,41,10.099671
129,0.076346,58.473087,0.051937,49.873632,2,-7.921443,250.000000,58.472096,250.000000,250.000000,53,10.394048
130,0.096982,103.835481,0.074874,59.645627,14,-5.687880,250.000000,103.835379,250.000000,250.000000,35,14.252566
131,0.074020,104.191540,0.037279,51.726352,4,-4.852464,250.000000,104.186200,250.000000,250.000000,50,7.391449
132,0.084581,67.351085,0.039241,59.942070,2,-6.477786,250.000000,67.350753,250.000000,250.000000,43,7.457983
133,0.085550,93.714770,0.050358,63.161777,14,-9.017879,250.000000,93.714182,250.000000,250.000000,40,9.408825
134,0.091378,89.092914,0.057445,52.513237,6,-11.127829,250.000000,89.092722,250.000000,250.000000,39,11.344586
135,0.071511,60.305136,0.038700,54.962766,10,-14.797016,250.000000,60.302708,250.000000,250.000000,48,7.547890
136,0.079169,70.928522,0.084083,51.560344,7,-11.330034,250.000000,70.927576,250.000000,250.000000,50,16.685389
137,0.094581,56.569645,0.053287,55.569305,4,-11.542520,250.000000,56.569606,250.000000,250.000000,39,10.360608
138,0.089456,99.524294,0.031869,45.595389,14,-4.488669,250.000000,99.523952,250.000000,250.000000,38,6.514120
139,0.097546,103.667843,0.045482,55.864215,2,-11.409440,250.000000,103.667752,250.000000,250.000000,38,8.829728
140,0.062139,92.528142,0.053816,50.759686,5,-8.036876,250.000000,92.497407,250.000000,250.000000,66,10.722233
141,0.101068,95.648392,0.031219,55.312208,12,-9.062496,250.000000,95.648351,250.000000,250.000000,34,6.077986
142,0.098841,69.515838,0.038415,47.618444,16,-4.100483,250.000000,69.515808,250.000000,250.000000,35,7.774565
143,0.108118,96.464437,0.060120,66.246760,15,-15.897939,250.000000,96.464424,250.000000,250.000000,32,11.047218
144,0.083913,74.373353,0.050647,60.109412,7,-6.950288,250.000000,74.372888,250.000000,250.000000,42,9.617440
145,0.109992,96.359761,0.063709,65.226368,3,-10.161357,250.000000,96.359753,250.000000,250.000000,33,11.771698
146,0.079205,98.496816,0.069639,68.233193,3,-8.272136,250.000000,98.494867,250.000000,250.000000,50,12.658027
147,0.062191,76.728260,0.036429,62.524246,5,-5.102369,250.000000,76.708074,250.000000,250.000000,58,6.829495
148,0.096838,101.056474,0.048876,57.610149,2,-8.532354,250.000000,101.056377,250.000000,250.000000,39,9.403242
149,0.095607,56.280221,0.079081,55.510889,4,-10.109735,250.000000,56.280188,250.000000,250.000000,41,15.380383
150,0.065972,63.663445,0.040047,67.023668,16,-7.974579,250.000000,63.656417,250.000000,250.000000,51,7.327634
151,0.109987,101.770851,0.052144,58.310182,4,-15.404878,250.000000,101.770841,250.000000,250.000000,33,9.995461
152,0.114244,99.577951,0.033796,67.580144,13,-6.043774,250.000000,99.577946,250.000000,250.000000,30,6.164973
153,0.068315,76.669441,0.053050,61.212716,15,-15.419314,250.000000,76.662278,250.000000,250.000000,50,10.015124
154,0.104176,83.916454,0.052633,64.636970,12,-9.334632,250.000000,83.916436,250.000000,250.000000,33,9.756207
155,0.080219,78.512252,0.085008,66.417596,4,-15.547697,250.000000,78.511260,250.000000,250.000000,51,15.606041
156,0.093710,87.326541,0.053796,61.852831,2,-10.055899,250.000000,87.326419,250.000000,250.000000,40,10.121645
157,0.068375,55.030061,0.084067,68.394008,11,-8.898698,250.000000,55.026703,250.000000,250.000000,51,15.266980
158,0.108155,100.287956,0.087042,56.609680,11,-5.830891,250.000000,100.287943,250.000000,250.000000,32,16.833021
159,0.102516,104.144848,0.094391,57.516206,11,-11.051659,250.000000,104.144809,250.000000,250.000000,34,18.168723
160,0.100204,56.345891,0.027599,53.601670,14,-10.975203,250.000000,56.345876,250.000000,250.000000,34,5.420424
161,0.076774,76.333690,0.063920,68.078532,7,-8.379263,250.000000,76.332010,250.000000,250.000000,46,11.628423
162,0.110889,57.260756,0.076149,63.455971,5,-13.500350,250.000000,57.260753,250.000000,250.000000,32,14.205097
163,0.076952,101.839009,0.033874,58.614010,8,-5.158602,250.000000,101.835928,250.000000,250.000000,45,6.482990
164,0.108026,65.417921,0.073799,65.363739,16,-6.520293,250.000000,65.417916,250.000000,250.000000,32,13.625932
165,0.058477,93.542860,0.086092,60.074414,7,-6.043624,250.000000,93.484678,187.497682,191.463354,80,11.311571
166,0.078991,83.037275,0.048255,57.942342,11,-9.787010,250.000000,83.035889,250.000000,250.000000,43,9.267797
167,0.099814,83.973202,0.067712,49.429620,11,-14.565828,250.000000,83.973164,250.000000,250.000000,35,13.581028
168,0.084553,75.875221,0.064556,50.519162,5,-13.819360,250.000000,75.874785,250.000000,250.000000,45,12.877683
169,0.055127,60.390855,0.029163,52.430410,6,-13.149144,250.000000,60.352158,250.000000,250.000000,66,5.761719
170,0.107696,65.354405,0.093621,65.045977,4,-6.736601,250.000000,65.354399,250.000000,250.000000,35,17.315551
171,0.060545,100.810597,0.051663,45.456840,5,-9.474949,250.000000,100.762181,250.000000,250.000000,70,10.567375
172,0.066073,98.282707,0.051488,69.500764,7,-10.854348,250.000000,98.264633,250.000000,250.000000,54,9.293472
173,0.111618,81.889873,0.042743,53.810049,11,-15.828882,250.000000,81.889869,250.000000,250.000000,31,8.385722
174,0.100529,78.873943,0.068886,68.540547,5,-11.671890,250.000000,78.873913,250.000000,250.000000,35,12.499944
175,0.098076,71.323846,0.071817,63.334687,9,-4.710187,250.000000,71.323810,250.000000,250.000000,35,13.405744
176,0.112162,60.228099,0.046729,49.908684,15,-15.556393,250.000000,60.228097,250.000000,250.000000,31,9.350008
177,0.070284,97.949909,0.084215,52.145166,13,-15.688857,250.000000,97.941108,250.000000,250.000000,50,16.662302
178,0.063261,61.510528,0.048707,57.418334,13,-10.298729,250.000000,61.500247,250.000000,250.000000,54,9.380120
179,0.076794,59.232639,0.046146,62.316239,5,-6.278240,250.000000,59.231694,250.000000,250.000000,47,8.660912
180,0.078438,86.029774,0.040690,51.158660,10,-7.409112,250.000000,86.028126,250.000000,250.000000,44,8.090928
181,0.061676,92.747985,0.093107,56.926009,13,-4.453916,250.000000,92.714588,247.961055,250.000000,58,17.976561
182,0.059674,96.178941,0.082949,50.429060,8,-6.464898,250.000000,96.128358,180.324976,189.117837,78,11.504050
183,0.112165,95.109184,0.049287,56.476489,8,-14.809493,250.000000,95.109178,250.000000,250.000000,31,9.538233
184,0.071406,55.607164,0.085960,59.386330,10,-4.333692,250.000000,55.605111,250.000000,250.000000,50,16.385142
185,0.097263,71.013380,0.084536,60.507046,11,-7.421072,250.000000,71.013339,250.000000,250.000000,35,16.018976
186,0.066871,80.190582,0.049724,56.651436,8,-10.331853,250.000000,80.180478,250.000000,250.000000,54,9.614076
187,0.056859,66.991292,0.081956,66.106545,12,-13.767246,250.000000,66.954749,244.901470,250.000000,63,15.071230
188,0.104214,74.250918,0.070131,69.711310,10,-9.342059,250.000000,74.250904,250.000000,250.000000,33,12.643910
189,0.068782,84.722699,0.067626,47.219243,6,-10.652086,250.000000,84.714444,250.000000,250.000000,62,13.713154
190,0.104013,83.556276,0.062310,66.595592,2,-10.066195,250.000000,83.556257,250.000000,250.000000,36,11.427838
191,0.057068,79.861880,0.090382,47.825302,11,-7.748593,250.000000,79.809784,157.044577,184.978354,67,12.396190
192,0.072020,98.601026,0.029496,54.152306,10,-8.584795,250.000000,98.594375,250.000000,250.000000,48,5.776792
193,0.061263,76.904529,0.057693,62.762194,9,-8.518711,250.000000,76.880811,250.000000,250.000000,59,10.802257
194,0.081242,55.587769,0.028604,48.476733,3,-8.700788,250.000000,55.587389,250.000000,250.000000,44,5.764417
195,0.098345,67.923472,0.076780,52.850183,8,-8.806305,250.000000,67.923441,250.000000,250.000000,36,15.137102
196,0.084404,97.893101,0.039200,66.351227,14,-9.115609,250.000000,97.892314,250.000000,250.000000,40,7.199120
197,0.074827,104.162010,0.083508,58.431505,2,-8.405475,250.000000,104.157358,250.000000,250.000000,71,15.997444
198,0.062227,61.341283,0.030312,55.709753,13,-15.852654,250.000000,61.329117,250.000000,250.000000,55,5.889269
199,0.066068,88.598274,0.081747,49.374112,9,-8.352411,250.000000,88.583856,250.000000,250.000000,65,16.400623
200,0.098471,83.098428,0.052305,51.171067,11,-14.319161,250.000000,83.098380,250.000000,250.000000,35,10.399656
201,0.098018,73.897146,0.092091,63.330616,15,-4.530156,250.000000,73.897107,250.000000,250.000000,35,17.190581
202,0.088058,69.711060,0.060075,66.043620,10,-4.760239,250.000000,69.710863,250.000000,250.000000,39,11.051234
203,0.114086,95.979613,0.054756,65.616159,3,-8.423739,250.000000,95.979609,250.000000,250.000000,32,10.096036
204,0.111817,57.404143,0.054504,59.252218,11,-13.402542,250.000000,57.404141,250.000000,250.000000,31,10.396521
205,0.109238,83.903882,0.079311,56.608992,15,-7.725675,250.000000,83.903874,250.000000,250.000000,32,15.338023
206,0.074193,94.550788,0.070614,46.568368,10,-5.187187,250.000000,94.546596,250.000000,250.000000,49,14.365191
207,0.090410,56.304286,0.066083,62.500514,14,-13.523012,250.000000,56.304206,250.000000,250.000000,38,12.390610
208,0.091948,103.633606,0.087911,66.504850,15,-6.120708,250.000000,103.633363,250.000000,250.000000,37,16.131323
209,0.084454,103.163043,0.082235,50.290842,13,-6.909843,250.000000,103.162167,250.000000,250.000000,41,16.423033
210,0.071928,59.248333,0.043516,66.822820,3,-4.707821,250.000000,59.246161,250.000000,250.000000,51,7.971074
211,0.080594,78.881884,0.051741,58.774456,9,-7.971760,250.000000,78.880945,250.000000,250.000000,43,9.894295
212,0.064991,79.745210,0.063573,46.585260,15,-9.344354,250.000000,79.731497,250.000000,250.000000,53,12.931707
213,0.110958,59.049603,0.042281,65.784159,2,-5.542902,250.000000,59.049600,250.000000,250.000000,33,7.788910
214,0.090779,70.041174,0.062846,47.056314,2,-9.411330,250.000000,70.041051,250.000000,250.000000,46,12.754105
215,0.099625,60.002935,0.086882,51.198949,4,-14.318105,250.000000,60.002916,250.000000,250.000000,40,17.272186
216,0.085267,60.071735,0.038098,62.852577,5,-9.047292,250.000000,60.071508,250.000000,250.000000,41,7.129852
217,0.105324,75.399609,0.081248,49.781926,14,-12.931524,250.000000,75.399598,250.000000,250.000000,33,16.267224
218,0.105455,70.409540,0.088747,45.460715,14,-13.219102,250.000000,70.409530,250.000000,250.000000,33,18.152189
219,0.087950,64.940125,0.049009,52.131272,16,-10.443080,250.000000,64.939955,250.000000,250.000000,39,9.697372
220,0.087808,57.320407,0.049646,52.433892,6,-5.844946,250.000000,57.320275,250.000000,250.000000,41,9.808386
221,0.079651,59.856459,0.071941,53.060298,7,-7.985161,250.000000,59.855866,250.000000,250.000000,47,14.168097
222,0.112149,63.177355,0.080832,52.444188,11,-14.057803,250.000000,63.177352,250.000000,250.000000,31,15.968836
223,0.103619,68.487906,0.050623,59.414727,15,-4.702940,250.000000,68.487894,250.000000,250.000000,33,9.648034
224,0.063748,93.569325,0.034677,45.912184,15,-4.572410,250.000000,93.545298,250.000000,250.000000,53,7.077158
225,0.086235,55.115429,0.064426,53.346337,5,-7.531846,250.000000,55.115271,250.000000,250.000000,44,12.669598
226,0.076052,69.903666,0.038992,56.751106,16,-13.310356,250.000000,69.902105,250.000000,250.000000,44,7.535122
227,0.110385,56.420258,0.037794,54.413789,10,-7.556565,250.000000,56.420255,250.000000,250.000000,31,7.392069
228,0.060153,95.026595,0.055583,47.091045,10,-9.521424,250.000000,94.981124,250.000000,250.000000,62,11.278286
229,0.075367,86.613283,0.053075,67.087824,7,-10.772308,250.000000,86.610454,250.000000,250.000000,47,9.708125
230,0.110764,85.976600,0.068995,65.913785,7,-7.806624,250.000000,85.976594,250.000000,250.000000,32,12.700983
231,0.108005,93.291101,0.078281,69.612788,16,-4.027665,250.000000,93.291089,250.000000,250.000000,32,14.120887
232,0.081577,84.560853,0.041939,67.220971,7,-5.617668,250.000000,84.559927,250.000000,250.000000,42,7.665551
233,0.099076,57.182095,0.047464,55.948429,12,-12.782489,250.000000,57.182077,250.000000,250.000000,35,9.210387
234,0.113297,94.684630,0.050195,56.382455,3,-13.789674,250.000000,94.684626,250.000000,250.000000,32,9.718675
235,0.081364,83.673580,0.092591,60.683429,16,-4.545576,250.000000,83.672641,250.000000,250.000000,42,17.528980
236,0.078437,69.725144,0.052022,51.919780,13,-12.233577,250.000000,69.724112,250.000000,250.000000,44,10.304554
237,0.073783,79.035577,0.064817,54.059724,15,-10.476732,250.000000,79.032551,250.000000,250.000000,46,12.700258
238,0.114253,89.725324,0.062667,67.648591,3,-14.900986,250.000000,89.725320,250.000000,250.000000,32,11.427441
239,0.075178,104.444347,0.056374,66.388840,10,-8.973838,250.000000,104.439940,250.000000,250.000000,46,10.350986
240,0.099466,62.158597,0.029502,45.857366,7,-5.545142,250.000000,62.158576,250.000000,250.000000,35,6.022670
241,0.059863,63.850971,0.056498,68.655291,5,-5.459902,250.000000,63.831146,250.000000,250.000000,65,10.245656
242,0.070751,73.823663,0.052281,64.940132,10,-9.559367,250.000000,73.819308,250.000000,250.000000,49,9.675034
