scenario,step,adoption_share,adopter_count,adoption_gap,early_access_adoption,mainstream_adoption,high_barrier_adoption,seed_count
network_fragmentation,24,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,25,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,26,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,27,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,28,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,29,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,30,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,31,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,32,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,33,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,34,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,35,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,36,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,37,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,38,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,39,0.066667,8,0.075,0.1,0.025,0.075,6
network_fragmentation,40,0.066667,8,0.075,0.1,0.025,0.075,6
trust_and_resistance,0,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,1,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,2,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,3,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,4,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,5,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,6,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,7,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,8,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,9,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,10,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,11,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,12,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,13,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,14,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,15,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,16,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,17,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,18,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,19,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,20,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,21,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,22,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,23,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,24,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,25,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,26,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,27,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,28,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,29,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,30,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,31,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,32,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,33,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,34,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,35,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,36,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,37,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,38,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,39,0.05,6,0.05,0.05,0.025,0.075,6
trust_and_resistance,40,0.05,6,0.05,0.05,0.025,0.075,6
bridge_and_equity_seeding,0,0.066667,8,0.075,0.025,0.075,0.1,8
bridge_and_equity_seeding,1,0.116667,14,0.1,0.175,0.075,0.1,8
bridge_and_equity_seeding,2,0.158333,19,0.225,0.3,0.075,0.1,8
bridge_and_equity_seeding,3,0.175,21,0.275,0.35,0.075,0.1,8
bridge_and_equity_seeding,4,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,5,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,6,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,7,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,8,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,9,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,10,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,11,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,12,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,13,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,14,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,15,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,16,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,17,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,18,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,19,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,20,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,21,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,22,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,23,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,24,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,25,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,26,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,27,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,28,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,29,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,30,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,31,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,32,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,33,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,34,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,35,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,36,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,37,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,38,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,39,0.183333,22,0.3,0.375,0.075,0.1,8
bridge_and_equity_seeding,40,0.183333,22,0.3,0.375,0.075,0.1,8
