"scenario","step","adoption_share","adopter_count","adoption_gap","early_access_adoption","mainstream_adoption","high_barrier_adoption","seed_count"
"high_cost_barrier",5,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",6,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",7,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",8,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",9,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",10,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",11,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",12,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",13,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",14,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",15,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",16,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",17,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",18,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",19,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",20,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",21,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",22,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",23,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",24,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",25,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",26,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",27,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",28,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",29,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",30,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",31,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",32,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",33,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",34,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",35,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",36,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",37,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",38,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",39,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"high_cost_barrier",40,0.0666666666666667,8,0.1,0.125,0.025,0.05,6
"targeted_seeding",0,0.05,6,0.075,0.025,0.1,0.025,6
"targeted_seeding",1,0.0916666666666667,11,0.125,0.15,0.1,0.025,6
"targeted_seeding",2,0.125,15,0.225,0.25,0.1,0.025,6
"targeted_seeding",3,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",4,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",5,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",6,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",7,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",8,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",9,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",10,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",11,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",12,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",13,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",14,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",15,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",16,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",17,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",18,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",19,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",20,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",21,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",22,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",23,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",24,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",25,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",26,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",27,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",28,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",29,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",30,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",31,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",32,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",33,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",34,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",35,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",36,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",37,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",38,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",39,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"targeted_seeding",40,0.141666666666667,17,0.275,0.3,0.1,0.025,6
"network_fragmentation",0,0.05,6,0.05,0.025,0.075,0.05,6
"network_fragmentation",1,0.0583333333333333,7,0.025,0.05,0.075,0.05,6
"network_fragmentation",2,0.0666666666666667,8,0.025,0.075,0.075,0.05,6
"network_fragmentation",3,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",4,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",5,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",6,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",7,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",8,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",9,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",10,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",11,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",12,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",13,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",14,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",15,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",16,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",17,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",18,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",19,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",20,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",21,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",22,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",23,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",24,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",25,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",26,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",27,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",28,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",29,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",30,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",31,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",32,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",33,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",34,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",35,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",36,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",37,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",38,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",39,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"network_fragmentation",40,0.0833333333333333,10,0.075,0.125,0.075,0.05,6
"trust_and_resistance",0,0.05,6,0.075,0.025,0.1,0.025,6
"trust_and_resistance",1,0.0666666666666667,8,0.075,0.075,0.1,0.025,6
"trust_and_resistance",2,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",3,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",4,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",5,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",6,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",7,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",8,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",9,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",10,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",11,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",12,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",13,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",14,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",15,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",16,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",17,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",18,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",19,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",20,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",21,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",22,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",23,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",24,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",25,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",26,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",27,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",28,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",29,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",30,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",31,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",32,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",33,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",34,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",35,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",36,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",37,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",38,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",39,0.075,9,0.075,0.1,0.1,0.025,6
"trust_and_resistance",40,0.075,9,0.075,0.1,0.1,0.025,6
"bridge_and_equity_seeding",0,0.0666666666666666,8,0.1,0.025,0.05,0.125,8
"bridge_and_equity_seeding",1,0.133333333333333,16,0.175,0.225,0.05,0.125,8
"bridge_and_equity_seeding",2,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",3,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",4,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",5,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",6,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",7,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",8,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",9,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",10,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",11,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",12,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",13,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",14,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",15,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",16,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",17,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",18,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",19,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",20,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",21,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",22,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",23,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",24,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",25,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",26,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",27,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",28,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",29,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",30,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",31,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",32,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",33,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",34,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",35,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",36,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",37,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",38,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",39,0.158333333333333,19,0.2,0.275,0.075,0.125,8
"bridge_and_equity_seeding",40,0.158333333333333,19,0.2,0.275,0.075,0.125,8
