scenario,year,output,emissions_intensity,mitigation_rate,emissions,atmospheric_pressure,temperature_proxy,damages,mitigation_cost,consumption_proxy,discounted_welfare_proxy
accelerated_decarbonization,2050,134.745048,0.266708,0.325,24.257893,2.676765,1.4349,2.219455,0.782785,131.742809,3.369123
accelerated_decarbonization,2055,143.026126,0.243553,0.37,21.945721,2.913346,1.505082,2.591944,1.076915,139.357267,3.163108
accelerated_decarbonization,2060,151.816137,0.222408,0.415,19.752641,3.121244,1.580658,3.034477,1.438059,147.343601,2.969052
accelerated_decarbonization,2065,161.14636,0.203099,0.46,17.67352,3.302114,1.660754,3.555666,1.875421,155.715273,2.786317
accelerated_decarbonization,2070,171.049994,0.185467,0.505,15.703429,3.457534,1.744551,4.164667,2.399211,164.486116,2.614294
accelerated_decarbonization,2075,181.562279,0.169365,0.55,13.837633,3.58901,1.831286,4.871113,3.020742,173.670424,2.452402
accelerated_decarbonization,2080,192.720622,0.154661,0.595,12.071586,3.697979,1.92025,5.685045,3.752535,183.283041,2.300089
accelerated_decarbonization,2085,204.564727,0.141234,0.64,10.400921,3.78581,2.010782,6.616839,4.608434,193.339454,2.156829
accelerated_decarbonization,2090,217.13674,0.128972,0.685,8.821448,3.853809,2.102267,7.677129,5.603729,203.855881,2.022121
accelerated_decarbonization,2095,230.481396,0.117775,0.73,7.329141,3.903221,2.194136,8.876729,6.755294,214.849373,1.895491
accelerated_decarbonization,2100,244.646179,0.10755,0.775,5.920138,3.935231,2.285863,10.226545,8.081734,226.337901,1.776485
high_innovation_pathway,2025,100.0,0.42,0.08,38.64,1.0,1.2,1.152,0.02432,98.82368,4.603405
high_innovation_pathway,2030,106.671211,0.368166,0.12,34.560019,1.40472,1.227742,1.286326,0.05837,105.326514,4.33174
high_innovation_pathway,2035,113.787473,0.32273,0.16,30.846976,1.760837,1.265834,1.458605,0.110692,112.218175,4.075097
high_innovation_pathway,2040,121.378476,0.2829,0.2,27.470421,2.072873,1.31283,1.673588,0.184495,119.520392,3.832744
high_innovation_pathway,2045,129.475891,0.247987,0.24,24.402309,2.344972,1.367425,1.936806,0.283397,127.255688,3.603971
high_innovation_pathway,2050,138.113501,0.217382,0.28,21.616822,2.580925,1.428444,2.254512,0.411468,135.447522,3.388095
high_innovation_pathway,2055,147.327344,0.190554,0.32,19.090191,2.784198,1.494828,2.633638,0.57328,144.120426,3.184458
high_innovation_pathway,2060,157.155863,0.167037,0.36,16.800544,2.957962,1.565629,3.081758,0.773961,153.300144,2.992432
high_innovation_pathway,2065,167.640063,0.146422,0.4,14.727758,3.105116,1.639995,3.607057,1.019252,163.013754,2.81141
high_innovation_pathway,2070,178.823685,0.128352,0.44,12.853323,3.228304,1.717164,4.218313,1.31557,173.289802,2.640817
high_innovation_pathway,2075,190.753391,0.112512,0.48,11.16022,3.329944,1.796457,4.924882,1.670084,184.158425,2.4801
high_innovation_pathway,2080,203.478953,0.098626,0.52,9.632802,3.412238,1.877266,5.736689,2.090787,195.651477,2.328732
high_innovation_pathway,2085,217.053464,0.086454,0.56,8.256692,3.477196,1.959055,6.664231,2.586583,207.802651,2.186209
high_innovation_pathway,2090,231.533559,0.075785,0.6,7.01868,3.526648,2.041346,7.718576,3.167379,220.647605,2.052053
high_innovation_pathway,2095,246.979652,0.066432,0.64,5.906632,3.562261,2.123718,8.911375,3.844189,234.224089,1.925806
high_innovation_pathway,2100,263.456187,0.058233,0.68,4.909412,3.585552,2.2058,10.254878,4.629241,248.572068,1.807033
high_damage_sensitivity,2025,100.0,0.42,0.06,39.48,1.0,1.2,2.88,0.0144,97.1056,4.586044
high_damage_sensitivity,2030,106.145738,0.395398,0.085,38.402338,1.450828,1.229125,3.207189,0.030676,102.907873,4.310381
high_damage_sensitivity,2035,112.669178,0.372236,0.11,37.326208,1.884234,1.270902,3.639649,0.054532,108.974997,4.050054
high_damage_sensitivity,2040,119.593531,0.350432,0.135,36.251606,2.300411,1.324664,4.197098,0.087184,115.309249,3.804296
high_damage_sensitivity,2045,126.943436,0.329904,0.16,35.178532,2.699549,1.389754,4.903615,0.12999,121.909831,3.57236
high_damage_sensitivity,2050,134.745048,0.31058,0.185,34.106985,3.081838,1.465532,5.788069,0.184466,128.772513,3.353526
high_damage_sensitivity,2055,143.026126,0.292387,0.21,33.036961,3.447463,1.55137,6.884559,0.252298,135.889269,3.147102
high_damage_sensitivity,2060,151.816137,0.27526,0.235,31.968461,3.79661,1.646652,8.232875,0.335362,143.247901,2.952425
high_damage_sensitivity,2065,161.14636,0.259136,0.26,30.901481,4.129462,1.750776,9.878968,0.43574,150.831652,2.768865
high_damage_sensitivity,2070,171.049994,0.243956,0.285,29.836021,4.446199,1.863153,11.875445,0.555741,158.618808,2.595822
high_damage_sensitivity,2075,181.562279,0.229666,0.31,28.772078,4.747002,1.983205,14.282056,0.697925,166.582298,2.432724
high_damage_sensitivity,2080,192.720622,0.216213,0.335,27.709652,5.032048,2.110368,17.166212,0.865123,174.689287,2.279032
high_damage_sensitivity,2085,204.564727,0.203548,0.36,26.648741,5.301512,2.244089,20.60349,1.060464,182.900774,2.134231
high_damage_sensitivity,2090,217.13674,0.191624,0.385,25.589342,5.555569,2.383827,24.678154,1.287404,191.171182,1.997836
high_damage_sensitivity,2095,230.481396,0.1804,0.41,24.531454,5.794391,2.529053,29.483672,1.549757,199.447967,1.869383
high_damage_sensitivity,2100,244.646179,0.169832,0.435,23.475077,6.018148,2.679248,35.123224,1.851727,207.671229,1.748437
low_discount_rate_pathway,2025,100.0,0.42,0.1,37.8,1.0,1.2,1.44,0.05,98.51,4.600258
low_discount_rate_pathway,2030,106.145738,0.383537,0.14,35.01126,1.410135,1.227904,1.600411,0.104023,104.441305,4.543427
low_discount_rate_pathway,2035,112.669178,0.350239,0.18,32.35811,1.784331,1.266699,1.807807,0.182524,110.678847,4.486202
low_discount_rate_pathway,2040,119.593531,0.319832,0.22,29.834853,2.124506,1.315234,2.068777,0.289416,117.235337,4.428648
low_discount_rate_pathway,2045,126.943436,0.292065,0.26,27.436014,2.432493,1.372426,2.391047,0.429069,124.123321,4.37082
low_discount_rate_pathway,2050,134.745048,0.266708,0.3,25.156333,2.710044,1.437258,2.783443,0.606353,131.355252,4.312773
low_discount_rate_pathway,2055,143.026126,0.243553,0.34,22.990755,2.958833,1.508776,3.255854,0.826691,138.943581,4.254554
low_discount_rate_pathway,2060,151.816137,0.222408,0.38,20.934423,3.180458,1.586084,3.819184,1.096113,146.900841,4.196212
low_discount_rate_pathway,2065,161.14636,0.203099,0.42,18.98267,3.376445,1.668345,4.485306,1.421311,155.239743,4.137791
low_discount_rate_pathway,2070,171.049994,0.185467,0.46,17.131014,3.548253,1.754772,5.267015,1.809709,163.97327,4.079337
low_discount_rate_pathway,2075,181.562279,0.169365,0.5,15.375148,3.697272,1.844633,6.177968,2.269528,173.114783,4.020894
low_discount_rate_pathway,2080,192.720622,0.154661,0.54,13.710937,3.824831,1.937242,7.232628,2.809867,182.678127,3.962504
low_discount_rate_pathway,2085,204.564727,0.141234,0.58,12.134408,3.932195,2.031961,8.446205,3.440779,192.677743,3.904211
low_discount_rate_pathway,2090,217.13674,0.128972,0.62,10.641746,4.020574,2.128195,9.834588,4.173368,203.128784,3.846056
low_discount_rate_pathway,2095,230.481396,0.117775,0.66,9.229289,4.09112,2.22539,11.414273,5.019885,214.047238,3.788082
low_discount_rate_pathway,2100,244.646179,0.10755,0.7,7.893517,4.144931,2.323034,13.202294,5.993831,225.450054,3.730327
resilient_transition_pathway,2025,100.0,0.4,0.12,35.2,1.0,1.2,1.008,0.05184,98.94016,4.604572
resilient_transition_pathway,2030,105.622338,0.354249,0.165,31.2429,1.364915,1.226547,1.112301,0.10352,104.406516,4.43176
resilient_transition_pathway,2035,111.560784,0.313732,0.21,27.650107,1.683067,1.262321,1.244369,0.177114,110.139301,4.264612
resilient_transition_pathway,2040,117.833108,0.277848,0.255,24.391071,1.958929,1.305941,1.406735,0.275836,116.150537,4.103004
resilient_transition_pathway,2045,124.458084,0.246069,0.3,21.437666,2.196592,1.356167,1.602314,0.403244,122.452526,3.946809
resilient_transition_pathway,2050,131.455539,0.217924,0.345,18.764009,2.399794,1.411887,1.834328,0.563274,129.057937,3.795897
resilient_transition_pathway,2055,138.846414,0.192999,0.39,16.346283,2.571951,1.472103,2.106246,0.760267,135.9799,3.650138
resilient_transition_pathway,2060,146.652829,0.170924,0.435,14.162584,2.716183,1.535923,2.42174,0.999014,143.232075,3.509399
resilient_transition_pathway,2065,154.898147,0.151374,0.48,12.192767,2.835334,1.602552,2.784638,1.284787,150.828723,3.373548
resilient_transition_pathway,2070,163.607045,0.134061,0.525,10.418313,2.932001,1.671282,3.19889,1.623391,158.784764,3.242455
resilient_transition_pathway,2075,172.805587,0.118727,0.57,8.822204,3.008547,1.741483,3.668548,2.021203,167.115836,3.115988
resilient_transition_pathway,2080,182.521302,0.105148,0.615,7.388806,3.067127,1.812599,4.197734,2.485228,175.838339,2.994019
resilient_transition_pathway,2085,192.783267,0.093121,0.66,6.103758,3.109701,1.884139,4.790635,3.02315,184.969482,2.87642
resilient_transition_pathway,2090,203.622194,0.08247,0.705,4.953878,3.138051,1.95567,5.451481,3.643392,194.527322,2.763063
resilient_transition_pathway,2095,215.070523,0.073038,0.75,3.927065,3.153795,2.026816,6.184544,4.355178,204.530801,2.653824
resilient_transition_pathway,2100,227.162516,0.064684,0.795,3.012221,3.158404,2.097247,6.99413,5.168606,214.99978,2.548578
