"scenario","year","output","emissions_intensity","mitigation_rate","emissions","atmospheric_pressure","temperature_proxy","damages","mitigation_cost","consumption_proxy","discounted_welfare_proxy"
"moderate_transition",2100,244.646179367113,0.169832238712209,0.435,23.4750767088825,6.01814807983265,2.67924833201537,17.5616119203744,1.85172693162968,225.232840515109,1.77489014977075
"accelerated_decarbonization",2025,100,0.42,0.1,37.8,1,1.2,1.152,0.055,98.793,4.60309804057691
"accelerated_decarbonization",2030,106.145738392883,0.383536525255981,0.145,34.807706361216,1.40769247633459,1.22783077429004,1.28017569670726,0.12274427823407,104.742818417942,4.32663057083613
"accelerated_decarbonization",2035,112.669177789704,0.350238729060553,0.19,31.9634988030243,1.77717753720754,1.26641213111478,1.44559033553904,0.223704652501457,110.999882801664,4.06577495865221
"accelerated_decarbonization",2040,119.593530706072,0.319831774176084,0.235,29.2611054958643,2.11053902778583,1.31453135637498,1.65325397167849,0.363250400328355,117.577026334065,3.819741060911
"accelerated_decarbonization",2045,126.943436238079,0.292064684128455,0.28,26.6945001170798,2.40976763891293,1.37105000926587,1.90900395937454,0.547380097058598,124.487052181646,3.5877674730257
"accelerated_decarbonization",2050,134.745047736208,0.266708271668127,0.325,24.2578926883553,2.67676467478407,1.4349003493982,2.21945468442094,0.782784511692534,131.742808540095,3.36912308369054
"accelerated_decarbonization",2055,143.026125867441,0.243553247077671,0.37,21.9457207443316,2.91334567696821,1.50508191551447,2.59194413631411,1.0769152147189,139.357266516408,3.16310769652503
"accelerated_decarbonization",2060,151.81613739673,0.222408490711861,0.415,19.752640820705,3.12124391004699,1.5806582498297,3.03447727431408,1.43805938447335,147.343600737943,2.96905200809533
"accelerated_decarbonization",2065,161.146360039313,0.203099475512034,0.46,17.6735202505153,3.3021137139527,1.66075376225033,3.55566614834823,1.87542133813753,155.715272552827,2.78631715317831
"accelerated_decarbonization",2070,171.049993756983,0.18546682647428,0.505,15.7034292577238,3.45753372790586,1.7445507289405,4.16466674321396,2.3992113561831,164.486115657586,2.61429396914055
"accelerated_decarbonization",2075,181.56227889433,0.169365005181428,0.55,13.8376333375605,3.58900999067753,1.83128641991354,4.87111252291365,3.02074241510442,173.670423956312,2.4524020873245
"accelerated_decarbonization",2080,192.720621575333,0.154661108541062,0.595,12.0715859134832,3.69797892173255,1.92025035052655,5.6850446612564,3.7525354929264,183.28304142115,2.30008892681484
"accelerated_decarbonization",2085,204.564726806491,0.141233771814469,0.64,10.4009212609478,3.7858101876466,2.01078165194963,6.61683895515443,4.60843416549664,193.33945368584,2.15682864215278
"accelerated_decarbonization",2090,217.136739760134,0.128972166882185,0.685,8.82144768852825,3.85380945803247,2.10226655586721,7.67712942839766,5.6037292692672,203.85588106247,2.02212105934763
"accelerated_decarbonization",2095,230.481395740628,0.117775087477923,0.73,7.3291409672543,3.9032210550592,2.19413598884858,8.87672864618543,6.75529446845994,214.849372625983,1.89549062225701
"accelerated_decarbonization",2100,244.646179367113,0.107550113840481,0.775,5.92013799935363,3.93523050050085,2.28586327199742,10.2265447744095,8.08173363153047,226.337900961173,1.77648536280244
"high_innovation_pathway",2025,100,0.42,0.08,38.64,1,1.2,1.152,0.02432,98.82368,4.60340542972136
"high_innovation_pathway",2030,106.145738392883,0.368166335459422,0.12,34.3897730252932,1.40267727630352,1.22768031828911,1.27986197543749,0.0580829480485857,104.807793469397,4.32720077731075
"high_innovation_pathway",2035,112.669177789704,0.322729644203856,0.16,30.5438142750823,1.75517627484147,1.26560344271488,1.44374471379513,0.109604576153824,111.115828499755,4.0666665214707
"high_innovation_pathway",2040,119.593530706072,0.282900453453945,0.2,27.0664512535248,2.06242192713535,1.31228885921636,1.64761811518768,0.181782166673229,117.764130424211,3.82100216135497
"high_innovation_pathway",2045,126.943436238079,0.247986722018923,0.24,23.9250178422196,2.32889792197063,1.36640833056489,1.8961000046458,0.277853793237908,124.769482440196,3.58943665309952
"high_innovation_pathway",2050,134.745047736208,0.217381815924527,0.28,21.0896086778885,2.55868424688559,1.42677195800467,2.19438047159574,0.401432446215712,132.149234818397,3.37123004090453
"high_innovation_pathway",2055,143.026125867441,0.19055396801059,0.32,18.5328531529916,2.75549164225263,1.4923154437762,2.54815961857006,0.556543260975387,139.921422987896,3.16567402388995
"high_innovation_pathway",2060,151.81613739673,0.167037038356454,0.36,16.2297074978984,2.92269321580489,1.56208845492503,2.96359715964272,0.747664113451416,148.104876123636,2.9720918395447
"high_innovation_pathway",2065,161.146360039313,0.146422414994502,0.4,14.1572635227178,3.06335344591945,1.63524399684351,3.44727249363437,0.979769869039024,156.71931767664,2.78983772085565
"high_innovation_pathway",2070,171.049993756983,0.128351914184868,0.44,12.2945727072103,3.18025478394678,1.71102871239979,4.00615404185454,1.25838059407137,165.785459121057,2.61829609815284
"high_innovation_pathway",2075,181.56227889433,0.112511556892012,0.48,10.6224844290566,3.27592204925599,1.78877402932868,4.64757678712444,1.58961406417564,175.32508804303,2.45688065744186
"high_innovation_pathway",2080,192.720621575333,0.0986261133280148,0.52,9.12349721478443,3.35264479534085,1.86788808483696,5.37922708193243,1.98024293081086,185.36115156259,2.30503332666177
"high_innovation_pathway",2085,204.564726806491,0.0864543207728116,0.56,7.78162198445762,3.41249781120093,1.94784836215494,6.20913391049863,2.43775693640759,195.917835959585,2.16222323425604
"high_innovation_pathway",2090,217.136739760134,0.0757846915799034,0.6,6.58225634135501,3.45735990918518,2.02819497908464,7.14566589377929,2.97043059991864,207.020643266437,2.0279456666243
"high_innovation_pathway",2095,230.481395740628,0.0664318385307037,0.64,5.51206903182214,3.4889311384752,2.10852457348988,8.19753341938407,3.58739682842373,218.69646549282,1.90172103954402
"high_innovation_pathway",2100,244.646179367113,0.0582332536897172,0.68,4.55889376873764,3.5087485523153,2.18848473517746,9.37379536123096,4.29872694689541,230.973657058986,1.7830938914707
"resilient_transition_pathway",2025,100,0.4,0.12,35.2,1,1.2,1.008,0.05184,98.94016,4.60457160687535
"resilient_transition_pathway",2030,106.145738392883,0.35424936436695,0.165,31.3977203972095,1.36677264476651,1.226603179343,1.11791497716492,0.104033438198865,104.923789977519,4.43641797013713
"resilient_transition_pathway",2035,112.669177789704,0.313731530385971,0.21,27.9248201244814,1.68820275981263,1.26253002398526,1.25714853793698,0.178873586658934,111.233155665108,4.27347809343844
"resilient_transition_pathway",2040,119.593530706072,0.277847988052752,0.255,24.7554723086512,1.96838639991831,1.30643125569498,1.42882437952364,0.279956496029843,117.884749830518,4.11566089937456
"resilient_transition_pathway",2045,126.943436238079,0.246068682895809,0.3,21.8657629101606,2.21109169084106,1.35708683135188,1.63652846140811,0.411296733411377,124.89561104326,3.96286883311362
"resilient_transition_pathway",2050,134.745047736208,0.217924186266132,0.345,19.2335541972543,2.4197834242997,1.41339529210464,1.88424830547208,0.577369055044878,132.283430375691,3.81499988709693
"resilient_transition_pathway",2055,143.026125867441,0.192998761162405,0.39,16.8383577148274,2.59764588263463,1.47436392507843,2.17632027010081,0.78315385479976,140.066651742541,3.67194900688013
"resilient_transition_pathway",2060,151.81613739673,0.170924221163478,0.435,14.6612161001897,2.74760401701056,1.5390996784878,2.51738402887362,1.03418670956026,148.264566658296,3.53360906947883
"resilient_transition_pathway",2065,161.146360039313,0.151374491755195,0.48,12.6845931415584,2.87234309453916,1.60680077518212,2.91234355537057,1.33661236871008,156.897404115233,3.3998715711017
"resilient_transition_pathway",2070,171.049993756983,0.13406079371412,0.525,10.8922715157318,2.97432692178255,1.67674897353342,3.36633398056065,1.69724356305366,165.986416213369,3.27062712096421
"resilient_transition_pathway",2075,181.56227889433,0.11872737739939,0.57,9.26925767934557,3.05581474471687,1.74830242819252,3.8846937486711,2.12362503885964,175.5539601068,3.1457658084433
"resilient_transition_pathway",2080,192.720621575333,0.105147744941722,0.615,7.80169342352909,3.11887691835205,1.82088910660477,4.47294155181989,2.62410325543189,185.623576768081,3.02517748947433
"resilient_transition_pathway",2085,204.564726806491,0.0931213045255581,0.66,6.47677363484586,3.16540943278668,1.89400072030911,5.1367575734419,3.20790221988867,196.220067013161,2.9087520227618
"resilient_transition_pathway",2090,217.136739760134,0.0824704073430005,0.705,5.28266983625906,3.19714737649392,1.96718713296022,5.88196861603466,3.88520597085411,207.369565173246,2.79637947552122
"resilient_transition_pathway",2095,230.481395740628,0.0730377234508535,0.75,4.20845911066767,3.21567741205699,2.04005120972641,6.71453673034642,4.66724826374772,219.099610746534,2.68795031090981
"resilient_transition_pathway",2100,244.646179367113,0.0646839177681849,0.795,3.244058036439,3.22244933437369,2.1122440752409,7.64055100115045,5.56641005452198,231.43921831144,2.58335556414868
