"scenario","time","demand","effective_capacity","backlog","pressure","burnout","attrition","served","unmet_need","access_gap"
"baseline_health_system",80,739.079071163397,0,8441.09898184404,739.079071163397,614.868356113077,0,0.5,738.579071163397,871.613303972808
"baseline_health_system",81,794.422918547523,0.5,9179.67805300744,794.422918547523,677.605077161966,11.1756903785776,0,794.422918547523,937.419043886078
"baseline_health_system",82,853.844244240595,0,9974.10097155496,853.844244240595,745.046025238505,0,0.5,853.344244240595,1007.0362082039
"baseline_health_system",83,917.733077724397,0.5,10827.4452157956,917.733077724397,817.537785998956,13.4319014640829,0,917.733077724397,1082.92503171479
"baseline_health_system",84,986.335617263645,0,11745.17829352,986.335617263645,895.46009760553,0,0.5,985.835617263645,1163.3760283711
"baseline_health_system",85,1060.0892634816,0.5,12731.0139107836,1060.0892634816,979.21362507294,16.0385431870331,0,1060.0892634816,1250.90533090828
"baseline_health_system",86,1139.29111286269,0,13791.1031742652,1139.29111286269,1069.23621246888,0,0.5,1138.79111286269,1343.86351317797
"baseline_health_system",87,1224.43325394122,0.5,14929.8942871279,1224.43325394122,1165.9909570622,19.0497417547081,0,1224.43325394122,1444.83123965063
"baseline_health_system",88,1315.87154297023,0,16154.3275410691,1315.87154297023,1269.98278364721,0,0.5,1315.37154297023,1552.22842070487
"baseline_health_system",89,1414.16120328553,0.5,17469.6990840393,1414.16120328553,1381.74686479968,22.5279835061842,0,1414.16120328553,1668.71021987692
"baseline_health_system",90,1519.72592672315,0,18883.8602873249,1519.72592672315,1501.86556707895,0,0.5,1519.22592672315,1792.77659353331
"baseline_health_system",91,1633.19382298599,0.5,20403.086214048,1633.19382298599,1630.95727085041,26.5454061870633,0,1633.19382298599,1927.16871112347
"baseline_health_system",92,1755.06689712384,0,22036.280037034,1755.06689712384,1769.69374580422,0,0.5,1754.56689712384,2070.47893860613
"baseline_health_system",93,1886.05740296272,0.5,23790.8469341578,1886.05740296272,1918.78943205975,31.1852896696737,0,1886.05740296272,2225.54773549601
"baseline_health_system",94,2026.75775473263,0,25676.9043371206,2026.75775473263,2079.01931131158,0,0.5,2026.25775473263,2391.0741505845
"baseline_health_system",95,2177.97734696964,0.5,27703.1620918532,2177.97734696964,2251.20872046385,36.5437769243441,0,2177.97734696964,2570.01326942418
"baseline_health_system",96,2340.41296734825,0,29881.1394388228,2340.41296734825,2436.25179495627,0,0.5,2339.91296734825,2761.18730147094
"baseline_health_system",97,2514.98615510583,0.5,32221.0524061711,2514.98615510583,2635.10189718087,42.731860805473,0,2514.98615510583,2967.68366302487
"baseline_health_system",98,2702.51419249369,0,34736.0385612769,2702.51419249369,2848.79072036487,0,0.5,2702.01419249369,3188.46674714255
"baseline_health_system",99,2904.04808490215,0.5,37438.0527537706,2904.04808490215,3078.41942672683,49.8776777091527,0,2904.04808490215,3426.77674018454
"baseline_health_system",100,3120.54422030165,0,40342.1008386727,3120.54422030165,3325.17851394352,0,0.5,3120.04422030165,3681.74217995594
"baseline_health_system",101,3353.20306709382,0.5,43462.1450589744,3353.20306709382,3590.33977266916,58.129155500582,0,3353.20306709382,3956.77961917071
"baseline_health_system",102,3603.14160471795,0,46815.3481260682,3603.14160471795,3875.27703337213,0,0.5,3602.64160471795,4251.20709356718
"baseline_health_system",103,3871.73285008546,0.5,50417.9897307862,3871.73285008546,4181.45906977316,67.6570704304563,0,3871.73285008546,4568.64476310084
"baseline_health_system",104,4160.27917846289,0,54289.7225808716,4160.27917846289,4510.47136203042,0,0.5,4159.77917846289,4908.62943058621
"baseline_health_system",105,4470.35280646973,0.5,58449.5017593345,4470.35280646973,4864.01009219977,78.6585762112454,0,4470.35280646973,5275.01631163428
"baseline_health_system",106,4803.47014074676,0,62919.8545658042,4803.47014074676,5243.90508074969,0,0.5,4802.97014074676,5667.59476608118
"baseline_health_system",107,5161.43336526434,0.5,67722.824706551,5161.43336526434,5652.11504271317,91.3612781814095,0,5161.43336526434,6090.49137101192
"baseline_health_system",108,5546.00597652408,0,72884.2580718153,5546.00597652408,6090.75187876064,0,0.5,5545.50597652408,6543.78705229842
"baseline_health_system",109,5959.25564574523,0.5,78429.7640483394,5959.25564574523,6562.07738676518,106.027936749803,0,5959.25564574523,7031.92166197937
"baseline_health_system",110,6403.23112386716,0,84389.0196940847,6403.23112386716,7068.52911665353,0,0.5,6402.73112386716,7555.31272616324
"baseline_health_system",111,6880.30657552677,0.5,90791.7508179518,6880.30657552677,7612.71876218224,122.96189731653,0,6880.30657552677,8118.76175912159
"baseline_health_system",112,7392.86006543615,0,97672.0573934786,7392.86006543615,8197.45982110201,0,0.5,7392.36006543615,8723.07487721465
"baseline_health_system",113,7943.61959147829,0.5,105064.417458915,7943.61959147829,8825.76792666408,142.513358879096,0,7943.61959147829,9373.47111794438
"baseline_health_system",114,8535.34339671318,0,113008.037050393,8535.34339671318,9500.89059193974,0,0.5,8534.84339671318,10071.2052081216
"baseline_health_system",115,9171.16796403144,0.5,121542.880447106,9171.16796403144,10226.3097806604,165.086610864045,0,9171.16796403144,10821.9781975571
"baseline_health_system",116,9854.2904357685,0,130714.048411138,9854.2904357685,11005.774057603,0,0.5,9853.7904357685,11627.5627142068
"baseline_health_system",117,10588.318872891,0.5,140567.838846906,10588.318872891,11843.3037446434,191.148387732586,0,10588.318872891,12494.2162700114
"baseline_health_system",118,11376.9571077525,0,151156.157719797,11376.9571077525,12743.2258488391,0,0.5,11376.4571077525,13424.3093871479
"baseline_health_system",119,12224.3576175838,0.5,162532.61482755,12224.3576175838,13710.182202998,221.23751400739,0,12224.3576175838,14424.7419887489
"baseline_health_system",120,13134.809186204,0,174756.972445133,13134.809186204,14749.1676004927,0,0,13134.809186204,15499.0748397207
"higher_demand_growth",1,92,100,0,0.92,0.12,0.3516,92,0,16.56
"higher_demand_growth",2,93.27,100.1484,0,0.931317924200487,0.1172,0.3448994544,93.27,0,16.7886
"higher_demand_growth",3,93.905,100.3035005456,0,0.936208601785626,0.114796127347017,0.338715177086649,93.905,0,16.9029
"higher_demand_growth",4,94.54,100.464785368513,0,0.941026247686881,0.112563428409514,0.333038795628236,94.54,0,17.0172
"higher_demand_growth",5,95.175,100.631746572885,0,0.945775098229733,0.110499347078555,0.327862684848823,95.175,0,17.1315
"higher_demand_growth",6,95.81,100.803883888036,0,0.950459409941158,0.108601475516595,0.323179937758891,95.81,0,17.2458
"higher_demand_growth",7,96.445,100.980703950277,0,0.955083458791189,0.106867554864536,0.318984338442181,96.445,0,17.3601
"higher_demand_growth",8,97.08,101.161719611835,0,0.959651539856212,0.105295475922228,0.315270336756747,97.08,0,17.4744
"higher_demand_growth",9,97.715,101.346449275078,0,0.964167967392505,0.103883279817195,0.312033024716832,97.715,0,17.5887
"higher_demand_growth",10,98.35,101.534416250362,0,0.968637075309425,0.102629158675933,0.309268114429917,98.35,0,17.703
"higher_demand_growth",11,98.985,101.725148135932,0,0.973063218032672,0.101531456311763,0.306971917470399,98.985,0,17.8173
"higher_demand_growth",12,99.62,101.918176218461,0,0.977450771749141,0.100588668942906,0.305141325577723,99.62,0,17.9316
"higher_demand_growth",13,100.255,102.113034892884,0,0.981804136025996,0.099799445954126,0.303773792572596,100.255,0,18.0459
"higher_demand_growth",14,100.89,102.309261100311,0,0.986127735797843,0.0991625907150359,0.30286731739011,100.89,0,18.1602
"higher_demand_growth",15,101.525,102.506393782921,0,0.990426023717124,0.0986770614679604,0.30242042813322,101.525,0,18.2745
"higher_demand_growth",16,102.16,102.703973354788,0,0.994703482864207,0.0983419722980597,0.302432167054189,102.16,0,18.3888
"higher_demand_growth",17,102.795,102.901541187733,0,0.998964629815028,0.098156594198307,0.302902076375222,102.795,0,18.5031
"higher_demand_growth",18,103.43,103.098639111358,0,1.00321401806559,0.0981203562418329,0.304327226195676,103.261175796298,0.168824203701618,18.7862242037016
"higher_demand_growth",19,104.065,103.261175796298,0.168824203701618,1.00778437972939,0.0983935477774082,0.306856754747372,103.373936621181,0.691063378819138,19.4227633788191
"higher_demand_growth",20,104.713505936296,103.373936621181,0.859887582520756,1.01295848217548,0.0990552200544063,0.310607742950583,103.429371946719,1.28413398957738,20.1325650581107
"higher_demand_growth",21,105.403791006602,103.429371946719,2.14402157209814,1.01908953929354,0.100156691039322,0.315809078116462,103.416120962614,1.98767004398766,20.960352425176
"higher_demand_growth",22,106.141521725768,103.416120962614,4.1316916160858,1.02635373225939,0.101779301879273,0.322718389785162,103.320862496513,2.82065922925439,21.9261331398926
"higher_demand_growth",23,106.935535329287,103.320862496513,6.95235084534019,1.03498492700732,0.104019369121322,0.331638543742317,103.127756669494,3.80777865979306,23.0561750190647
"higher_demand_growth",24,107.796188067627,103.127756669494,10.7601295051332,1.04526842771432,0.106993087916944,0.34292321414573,102.817990315535,4.97819775209247,24.3815116042654
"higher_demand_growth",25,108.735810360411,102.817990315535,15.7383272572257,1.05755627032502,0.110840904272661,0.356983611776581,102.369224699271,6.36658566114009,25.939031526014
"higher_demand_growth",26,109.769066180578,102.369224699271,22.1049129183658,1.07228580174409,0.115733187250288,0.374295095300958,101.754945455839,8.0141207247392,27.7725526372433
"higher_demand_growth",27,110.913393033469,101.754945455839,30.119033643105,1.09000493820328,0.121877480398535,0.395403132430398,100.943697565645,9.96969546782384,29.9341062138483
"higher_demand_growth",28,112.189522691448,100.943697565645,40.0887291109289,1.11140690698882,0.129527900145813,0.420927609429761,99.8981874436354,12.2913352478131,32.4854493322738
"higher_demand_growth",29,113.622098328874,99.8981874436354,52.3800643587419,1.1373789779017,0.138997487239863,0.451563883791823,98.5742324713196,15.0478658575547,35.499843556752
"higher_demand_growth",30,115.240405148699,98.5742324713196,67.4279302162966,1.16907230479556,0.150674700361507,0.488078028556767,96.9195371750249,18.3208679736745,39.0641409004403
"higher_demand_growth",31,117.079234417304,96.9195371750249,85.748798189971,1.20800447288427,0.16504584626913,0.531292238959743,94.8722752118373,22.2069592054665,43.2812214005811
"higher_demand_growth",32,119.179903855198,94.8722752118373,107.955757395438,1.25621424793581,0.182726226464293,0.582054038406797,92.3594583090944,26.8204455461033,48.2728282400388
"higher_demand_growth",33,121.591460591635,92.3594583090944,134.776202941541,1.31650253063104,0.204504437538838,0.64117917800727,89.2950789028331,32.2963816888019,54.1828445952962
"higher_demand_growth",34,124.372096235323,89.2950789028331,167.072584630343,1.39282139355809,0.231407152642476,0.709351992814545,85.5780251767695,38.7940710585537,61.1810483809119
"higher_demand_growth",35,127.590806770427,85.5780251767695,205.866655688896,1.49092955238073,0.264796971094913,0.786956648836612,81.0897903685671,46.5010164018603,69.4673616205372
"higher_demand_growth",36,131.329332455112,81.0897903685671,252.367672090757,1.61955446990549,0.306525983047275,0.873794663555364,75.6920414963573,55.6372909587544,79.2765708006745
"higher_demand_growth",37,135.684413767261,75.6920414963573,308.004963049511,1.79258494136124,0.359188112989241,0.968610995892201,69.2241932733748,66.4602204938858,90.8834149719927
"higher_demand_growth",38,140.770397043961,69.2241932733748,374.465183543397,2.03354333777559,0.426557833004947,1.06828647584119,61.501286420475,79.2691106234859,104.607782091399
"higher_demand_growth",39,146.722214683472,61.501286420475,453.734294166883,2.38567716584584,0.514409016715872,1.16641785530017,52.3127757388751,94.4094389445966,120.819437587622
"higher_demand_growth",40,153.698743533351,52.3127757388751,548.143733111479,2.93807280081169,0.632191575812768,1.25068510176089,41.4234938576667,112.275249675684,139.941023511687
"higher_demand_growth",41,161.886498648918,41.4234938576667,660.418982787163,3.90808412262782,0.796927763881762,1.2975266321825,28.579666746359,133.306831902559,162.446401659365
"higher_demand_growth",42,171.503518622973,28.579666746359,793.725814689722,6.00089287761979,1.04411491430513,1.25966951115768,13.5276120475399,157.975906575433,188.846539927568
"higher_demand_growth",43,182.803065175178,13.5276120475399,951.701721265155,13.5133284819786,1.46919080890281,1.02789170407493,0,182.803065175178,215.70761690671
"higher_demand_growth",44,196.076137701212,0,1134.50478644033,196.076137701212,2.53282372987099,0,0.5,195.576137701212,230.869842487431
"higher_demand_growth",45,229.335382915227,0.5,1330.08092414155,229.335382915227,19.114295434474,0.577842044734025,0,229.335382915227,270.615751839967
"higher_demand_growth",46,245.616473931324,0,1559.41630705677,245.616473931324,38.5228029822683,0,0.5,245.116473931324,289.327439238962
"higher_demand_growth",47,264.598304564542,0.5,1804.5327809881,264.598304564542,59.3152032664308,1.22581588731625,0,264.598304564542,312.225999386159
"higher_demand_growth",48,284.842622479048,0,2069.13108555264,284.842622479048,81.7210591544169,0,0.5,284.342622479048,335.614294525276
"higher_demand_growth",49,306.645486844211,0.5,2353.47370803169,306.645486844211,105.847682065136,1.97741322670341,0,306.645486844211,361.841674476169
"higher_demand_growth",50,330.027896642535,0,2660.1191948759,330.027896642535,131.827548446894,0,0.5,329.527896642535,388.932918038191
"higher_demand_growth",51,355.194535590072,0.5,2989.64709151843,355.194535590072,159.794919661509,2.84852182779998,0,355.194535590072,419.129551996285
"higher_demand_growth",52,382.191767321475,0,3344.8416271085,382.191767321475,189.901455186665,0,0.5,381.691767321475,450.48628543934
"higher_demand_growth",53,411.24233016868,0.5,3726.53339442998,411.24233016868,222.302755408991,3.85760030209993,0,411.24233016868,485.265949599043
"higher_demand_growth",54,442.412671554398,0,4137.77572459866,442.412671554398,257.173353473329,0,0.5,441.912671554398,521.54695243419
"higher_demand_growth",55,475.947057967893,0.5,4579.68839615306,475.947057967893,294.693430555452,5.02595895724085,0,475.947057967893,561.617528402113
"higher_demand_growth",56,511.935071692245,0,5055.63545412095,511.935071692245,335.063930482723,0,0.5,511.435071692245,603.583384596849
"higher_demand_growth",57,550.645836329676,0.5,5567.07052581319,550.645836329676,378.493411576564,6.3781996149688,0,550.645836329676,649.762086869018
"higher_demand_growth",58,592.195642065055,0,6117.71636214287,592.195642065055,425.213307664587,0,0.5,591.695642065055,698.290857636766
"higher_demand_growth",59,636.88230897143,0.5,6709.41200420793,636.88230897143,475.464937240116,7.94272400254032,0,636.88230897143,751.521124586287
"higher_demand_growth",60,684.852960336634,0,7346.29431317936,684.852960336634,529.514933502688,0,0.5,684.352960336634,807.626493197228
"higher_demand_growth",61,736.438545054348,0.5,8030.64727351599,736.438545054348,587.642435131302,9.75232067191382,0,736.438545054348,868.997483164131
"higher_demand_growth",62,791.821781881279,0,8767.08581857034,791.821781881279,650.154711460921,0,0.5,791.321781881279,933.84970261991
"higher_demand_growth",63,851.371865485627,0.5,9558.40760045162,851.371865485627,717.37456292083,11.8448425723066,0,851.371865485627,1004.61880127304
"higher_demand_growth",64,915.312608036129,0,10409.7794659372,915.312608036129,789.656171487109,0,0.5,914.812608036129,1079.56887748263
"higher_demand_growth",65,984.05735727498,0.5,11324.5920739734,984.05735727498,867.37274317018,14.2639892780783,0,984.05735727498,1161.18768158448
"higher_demand_growth",66,1039.87736591787,0,12308.6494312484,1039.87736591787,950.932618538553,0,0.5,1039.37736591787,1226.55529178309
"higher_demand_growth",67,1119.23695449987,0.5,13348.0267971662,1119.23695449987,1039.23719464157,17.0143100366109,0,1119.23695449987,1320.69960630984
"higher_demand_growth",68,1203.0221437733,0,14467.2637516661,1203.0221437733,1134.28733577406,0,0.5,1202.5221437733,1419.06612965249
"higher_demand_growth",69,1293.19610013329,0.5,15669.7858954394,1293.19610013329,1236.45921799479,20.1944382975918,0,1293.19610013329,1525.97139815728
"higher_demand_growth",70,1390.03287163515,0,16962.9819955727,1390.03287163515,1346.29588650612,0,0.5,1389.53287163515,1639.73878852948
"higher_demand_growth",71,1494.12355964581,0.5,18352.5148672078,1494.12355964581,1464.36368059511,23.869187747475,0,1494.12355964581,1763.06580038206
"higher_demand_growth",72,1605.92118937663,0,19846.6384268536,1605.92118937663,1591.279183165,0,0.5,1605.42118937663,1894.48700346442
"higher_demand_growth",73,1726.08607414829,0.5,21452.0596162303,1726.08607414829,1727.69748426202,28.1149470084693,0,1726.08607414829,2036.78156749498
"higher_demand_growth",74,1855.15476929842,0,23178.1456903786,1855.15476929842,1874.32980056462,0,0.5,1854.65476929842,2188.58262777214
"higher_demand_growth",75,1993.87665523028,0.5,25032.800459677,1993.87665523028,2031.93295595499,33.0199120747434,0,1993.87665523028,2352.77445317174
"higher_demand_growth",76,2142.88403677416,0,27026.6771149073,2142.88403677416,2201.32747164956,0,0.5,2142.38403677416,2528.10316339351
"higher_demand_growth",77,2303.02916919258,0.5,29169.0611516814,2303.02916919258,2383.38761477536,38.685901412351,0,2303.02916919258,2717.57441964725
"higher_demand_growth",78,2475.05489213451,0,31472.090320874,2475.05489213451,2579.06009415673,0,0.5,2474.55489213451,2920.06477271873
"higher_demand_growth",79,2659.93222566992,0.5,33946.6452130085,2659.93222566992,2789.35475998817,45.2304599875516,0,2659.93222566992,3138.7200262905
"higher_demand_growth",80,2858.53161704068,0,36606.5774386784,2858.53161704068,3015.36399917011,0,0.5,2858.03161704068,3372.567308108
"higher_demand_growth",81,3071.96119509427,0.5,39464.6090557191,3071.96119509427,3258.25418661857,52.7892883230237,0,3071.96119509427,3624.91421021124
"higher_demand_growth",82,3301.23872445753,0,42536.5702508134,3301.23872445753,3519.28588820158,0,0.5,3300.73872445753,3894.96169485988
"higher_demand_growth",83,3547.63062006507,0.5,45837.3089752709,3547.63062006507,3799.80617978047,61.51904673729,0,3547.63062006507,4186.20413167678
"higher_demand_growth",84,3812.32471802167,0,49384.939595336,3812.32471802167,4101.269782486,0,0.5,3811.82471802167,4498.04316726557
"higher_demand_growth",85,4096.77016762688,0.5,53196.7643133577,4096.77016762688,4425.23238351784,71.6005927164919,0,4096.77016762688,4834.18879779972
