scenario,time,demand,capacity,effective_capacity,pressure,slack,burnout,attrition,served,unmet_need,backlog,access_gap,trust,surge_active
baseline_health_system,96,2913.361199,0.5,0.0,2913.361199,0.0,3098.038079,46.470571,0.0,2913.361199,37777.18591,3437.766215,0.0,0
baseline_health_system,97,3147.236375,0.0,0.5,3147.236375,0.0,3365.468171,0.0,0.5,3146.736375,40923.922285,3713.238923,0.0,0
baseline_health_system,98,3398.917604,0.5,0.0,3398.917604,0.0,3654.291167,54.814368,0.0,3398.917604,44322.839889,4010.722772,0.0,0
baseline_health_system,99,3670.967142,0.0,0.5,3670.967142,0.0,3966.238374,0.0,0.5,3670.467142,47993.307031,4331.241227,0.0,0
baseline_health_system,100,3964.962419,0.5,0.0,3964.962419,0.0,4303.17518,64.547628,0.0,3964.962419,51958.26945,4678.655655,0.0,0
baseline_health_system,101,4282.386019,0.0,0.5,4282.386019,0.0,4667.092991,0.0,0.5,4281.886019,56240.155469,5052.715502,0.0,0
baseline_health_system,102,4625.259726,0.5,0.0,4625.259726,0.0,5060.155068,75.902326,0.0,4625.259726,60865.415194,5457.806476,0.0,0
baseline_health_system,103,4995.753836,0.0,0.5,4995.753836,0.0,5484.709144,0.0,0.5,4995.253836,65860.669031,5894.489527,0.0,0
baseline_health_system,104,5395.744145,0.5,0.0,5395.744145,0.0,5943.262396,89.148936,0.0,5395.744145,71256.413176,6366.978092,0.0,0
baseline_health_system,105,5828.188671,0.0,0.5,5828.188671,0.0,6438.573433,0.0,0.5,5827.688671,77084.101847,6876.762632,0.0,0
baseline_health_system,106,6294.673874,0.5,0.0,6294.673874,0.0,6973.535713,104.603036,0.0,6294.673874,83378.775721,7427.715171,0.0,0
baseline_health_system,107,6798.220192,0.0,0.5,6798.220192,0.0,7551.299429,0.0,0.5,6797.720192,90176.495913,8021.399826,0.0,0
baseline_health_system,108,7342.082241,0.5,0.0,7342.082241,0.0,8175.291419,122.629371,0.0,7342.082241,97518.578154,8663.657044,0.0,0
baseline_health_system,109,7929.864625,0.0,0.5,7929.864625,0.0,8849.244913,0.0,0.5,7929.364625,105447.942779,9356.740257,0.0,0
baseline_health_system,110,8564.858757,0.5,0.0,8564.858757,0.0,9577.172907,143.657594,0.0,8564.858757,114012.801536,10106.533334,0.0,0
baseline_health_system,111,9250.14487,0.0,0.5,9250.14487,0.0,10363.350221,0.0,0.5,9249.64487,123262.446406,10914.670946,0.0,0
baseline_health_system,112,9990.406955,0.5,0.0,9990.406955,0.0,11212.449812,168.186747,0.0,9990.406955,133252.853361,11788.680207,0.0,0
baseline_health_system,113,10790.199685,0.0,0.5,10790.199685,0.0,12129.531785,0.0,0.5,10789.699685,144042.553045,12731.935628,0.0,0
baseline_health_system,114,11653.585481,0.5,0.0,11653.585481,0.0,13120.001551,196.800023,0.0,11653.585481,155696.138526,13751.230867,0.0,0
baseline_health_system,115,12586.747719,0.0,0.5,12586.747719,0.0,14189.790107,0.0,0.5,12586.247719,168282.386245,14851.862309,0.0,0
baseline_health_system,116,13593.528225,0.5,0.0,13593.528225,0.0,15345.155006,230.177325,0.0,13593.528225,181875.91447,16040.363306,0.0,0
baseline_health_system,117,14681.057347,0.0,0.5,14681.057347,0.0,16592.959881,0.0,0.5,14680.557347,196556.471817,17323.147669,0.0,0
baseline_health_system,118,15856.173545,0.5,0.0,15856.173545,0.0,17940.649632,269.109744,0.0,15856.173545,212412.645362,18710.284783,0.0,0
baseline_health_system,119,17124.757077,0.0,0.5,17124.757077,0.0,19396.168984,0.0,0.5,17124.257077,229536.902439,20206.713351,0.0,0
higher_demand_growth,0,92.0,100.0,100.1484,0.92,0.08,0.1172,0.3516,92.0,0.0,0.0,16.56,0.646234,0
higher_demand_growth,1,92.727569,100.1484,100.30407,0.925902,0.074098,0.114607,0.34433,92.727569,0.0,0.0,16.690962,0.649159,0
higher_demand_growth,2,93.488978,100.30407,100.466361,0.932056,0.067944,0.112229,0.337709,93.488978,0.0,0.0,16.828016,0.645899,0
higher_demand_growth,3,93.514011,100.466361,100.635405,0.930799,0.069201,0.109806,0.330956,93.514011,0.0,0.0,16.832522,0.641513,0
higher_demand_growth,4,94.62512,100.635405,100.810203,0.940277,0.059723,0.107716,0.325202,94.62512,0.0,0.0,17.032522,0.645736,0
higher_demand_growth,5,95.206948,100.810203,100.99032,0.944418,0.055582,0.105771,0.319883,95.206948,0.0,0.0,17.137251,0.640244,0
higher_demand_growth,6,96.161388,100.99032,101.174936,0.952184,0.047816,0.104097,0.315384,96.161388,0.0,0.0,17.30905,0.633676,0
higher_demand_growth,7,96.322953,101.174936,101.364069,0.952044,0.047956,0.102419,0.310866,96.322953,0.0,0.0,17.338132,0.631252,0
higher_demand_growth,8,97.142651,101.364069,101.557054,0.958354,0.041646,0.100961,0.307015,97.142651,0.0,0.0,17.485677,0.63542,0
higher_demand_growth,9,97.341811,101.557054,101.753881,0.958494,0.041506,0.099508,0.303173,97.341811,0.0,0.0,17.521526,0.633922,0
higher_demand_growth,10,98.428881,101.753881,101.953611,0.967323,0.032677,0.098365,0.30027,98.428881,0.0,0.0,17.717199,0.628926,0
higher_demand_growth,11,98.962167,101.953611,102.155893,0.970659,0.029341,0.097338,0.297718,98.962167,0.0,0.0,17.81319,0.629312,0
higher_demand_growth,12,99.286155,102.155893,102.360597,0.971908,0.028092,0.096355,0.295296,99.286155,0.0,0.0,17.871508,0.6237,0
higher_demand_growth,13,100.241283,102.360597,102.566935,0.979296,0.020704,0.09563,0.293662,100.241283,0.0,0.0,18.043431,0.622321,0
higher_demand_growth,14,100.945308,102.566935,102.774384,0.98419,0.01581,0.095077,0.292551,100.945308,0.0,0.0,18.170155,0.630637,0
higher_demand_growth,15,101.748766,102.774384,102.982318,0.990021,0.009979,0.094727,0.292066,101.748766,0.0,0.0,18.314778,0.631817,0
higher_demand_growth,16,101.982459,102.982318,103.19071,0.990291,0.009709,0.094387,0.291607,101.982459,0.0,0.0,18.356843,0.634935,0
higher_demand_growth,17,102.599479,103.19071,103.399134,0.994271,0.005729,0.094187,0.291577,102.599479,0.0,0.0,18.467906,0.640561,0
higher_demand_growth,18,103.726685,103.399134,103.573378,1.003168,0.0,0.094456,0.293001,103.573378,0.153307,0.153307,18.824111,0.631753,0
higher_demand_growth,19,103.783504,103.573378,103.758335,1.002029,0.0,0.094629,0.29403,103.758335,0.025168,0.178476,18.706199,0.630227,0
higher_demand_growth,20,104.613935,103.758335,103.876038,1.008246,0.0,0.09533,0.296737,103.876038,0.737897,0.916373,19.568405,0.62427,0
higher_demand_growth,21,105.101901,103.876038,103.953252,1.011801,0.0,0.096333,0.3002,103.953252,1.148649,2.065022,20.066991,0.626159,0
higher_demand_growth,22,106.002142,103.953252,103.942716,1.01971,0.0,0.098008,0.305648,103.942716,2.059427,4.124449,21.139812,0.618852,0
higher_demand_growth,23,106.864807,103.942716,103.837439,1.028113,0.0,0.100398,0.313068,103.837439,3.027369,7.151818,22.263034,0.621335,0
higher_demand_growth,24,108.232895,103.837439,103.573934,1.04233,0.0,0.103996,0.323959,103.573934,4.658961,11.810778,24.140882,0.619843,0
higher_demand_growth,25,108.741212,103.573934,103.220892,1.04989,0.0,0.108236,0.336314,103.220892,5.52032,17.331098,25.093738,0.614705,0
higher_demand_growth,26,109.766364,103.220892,102.714487,1.063412,0.0,0.113626,0.351858,102.714487,7.051877,24.382975,26.809822,0.614592,0
higher_demand_growth,27,111.408989,102.714487,101.972734,1.084647,0.0,0.120821,0.372303,101.972734,9.436256,33.81923,29.489874,0.616814,0
higher_demand_growth,28,112.424563,101.972734,101.031284,1.102496,0.0,0.129534,0.396267,101.031284,11.393279,45.212509,31.6297,0.617179,0
higher_demand_growth,29,114.222888,101.031284,99.785877,1.130569,0.0,0.140632,0.426247,99.785877,14.43701,59.649519,34.99713,0.615156,0
higher_demand_growth,30,115.209255,99.785877,98.283217,1.154565,0.0,0.15377,0.460322,98.283217,16.926038,76.575557,37.663703,0.610505,0
higher_demand_growth,31,117.740128,98.283217,96.334521,1.197968,0.0,0.170597,0.503005,96.334521,21.405607,97.981164,42.59883,0.610408,0
higher_demand_growth,32,120.087717,96.334521,93.905599,1.24657,0.0,0.191556,0.553603,93.905599,26.182118,124.163283,47.797908,0.605689,0
higher_demand_growth,33,122.953478,93.905599,90.887095,1.309331,0.0,0.217849,0.613716,90.887095,32.066383,156.229666,54.198009,0.602806,0
higher_demand_growth,34,126.278981,90.887095,87.163667,1.389405,0.0,0.250948,0.684238,87.163667,39.115314,195.34498,61.845531,0.597174,0
higher_demand_growth,35,130.226489,87.163667,82.591368,1.494046,0.0,0.292942,0.766017,82.591368,47.635121,242.980101,71.075889,0.588946,0
higher_demand_growth,36,134.494074,82.591368,77.042911,1.628428,0.0,0.346358,0.858186,77.042911,57.451163,300.431263,81.660096,0.572906,0
higher_demand_growth,37,139.553854,77.042911,70.33188,1.811378,0.0,0.415326,0.959937,70.33188,69.221974,369.653237,94.341668,0.562624,0
higher_demand_growth,38,145.710817,70.33188,62.225452,2.071761,0.0,0.506425,1.068535,62.225452,83.485366,453.138603,109.713313,0.540216,0
higher_demand_growth,39,152.997223,62.225452,52.471431,2.458756,0.0,0.630419,1.176844,52.471431,100.525792,553.664395,128.065292,0.506529,0
higher_demand_growth,40,160.944459,52.471431,40.855151,3.067278,0.0,0.806138,1.268977,40.855151,120.089307,673.753702,149.05931,0.468325,0
higher_demand_growth,41,171.63983,40.855151,26.955136,4.20118,0.0,1.078238,1.321548,26.955136,144.684694,818.438396,175.579863,0.396883,0
higher_demand_growth,42,184.483711,26.955136,10.428658,6.844102,0.0,1.574987,1.27362,10.428658,174.055052,992.493449,207.26212,0.266093,0
higher_demand_growth,43,198.711459,10.428658,0.0,19.054365,0.0,3.109608,0.972871,0.0,198.711459,1191.204907,234.479521,0.0,0
higher_demand_growth,44,214.775577,0.0,0.5,214.775577,0.0,21.280532,0.0,0.5,214.275577,1405.480484,252.93518,0.0,0
higher_demand_growth,45,232.820585,0.5,0.0,232.820585,0.0,40.985282,0.614779,0.0,232.820585,1638.301069,274.72829,0.0,1
higher_demand_growth,46,270.166727,0.0,0.5,270.166727,0.0,63.864454,0.0,0.5,269.666727,1907.967796,318.296738,0.0,1
higher_demand_growth,47,293.047361,0.5,0.0,293.047361,0.0,88.688479,1.330327,0.0,293.047361,2201.015157,345.795886,0.0,1
higher_demand_growth,48,316.775487,0.0,0.5,316.775487,0.0,115.529396,0.0,0.5,316.275487,2517.290644,373.295075,0.0,1
higher_demand_growth,49,342.409426,0.5,0.0,342.409426,0.0,144.549197,2.168238,0.0,342.409426,2859.70007,404.043123,0.0,1
higher_demand_growth,50,370.241192,0.0,0.5,370.241192,0.0,175.934698,0.0,0.5,369.741192,3229.441262,436.384607,0.0,1
higher_demand_growth,51,400.944382,0.5,0.0,400.944382,0.0,209.929971,3.14895,0.0,400.944382,3630.385644,473.11437,0.0,1
higher_demand_growth,52,433.594745,0.0,0.5,433.594745,0.0,246.700524,0.0,0.5,433.094745,4063.480389,511.141799,0.0,1
higher_demand_growth,53,468.387466,0.5,0.0,468.387466,0.0,286.428459,4.296427,0.0,468.387466,4531.867855,552.69721,0.0,1
higher_demand_growth,54,506.758255,0.0,0.5,506.758255,0.0,329.41791,0.0,0.5,506.258255,5038.12611,597.474741,0.0,1
higher_demand_growth,55,547.929772,0.5,0.0,547.929772,0.0,375.906941,5.638604,0.0,547.929772,5586.055882,646.557131,0.0,1
higher_demand_growth,56,592.605943,0.0,0.5,592.605943,0.0,426.193446,0.0,0.5,592.105943,6178.161825,698.775013,0.0,1
higher_demand_growth,57,640.951839,0.5,0.0,640.951839,0.0,480.589352,7.20884,0.0,640.951839,6819.113664,756.32317,0.0,1
higher_demand_growth,58,692.632477,0.0,0.5,692.632477,0.0,539.378113,0.0,0.5,692.132477,7511.246141,816.806323,0.0,1
higher_demand_growth,59,748.386725,0.5,0.0,748.386725,0.0,602.905985,9.04359,0.0,748.386725,8259.632866,883.096336,0.0,1
higher_demand_growth,60,808.772802,0.0,0.5,808.772802,0.0,671.566673,0.0,0.5,808.272802,9067.905668,953.851906,0.0,1
higher_demand_growth,61,874.129715,0.5,0.0,874.129715,0.0,745.782698,11.18674,0.0,874.129715,9942.035383,1031.473064,0.0,1
higher_demand_growth,62,944.261996,0.0,0.5,944.261996,0.0,825.959968,0.0,0.5,943.761996,10885.797379,1113.729155,0.0,1
higher_demand_growth,63,1020.775741,0.5,0.0,1020.775741,0.0,912.640906,13.689614,0.0,1020.775741,11906.573119,1204.515374,0.0,1
higher_demand_growth,64,1103.475542,0.0,0.5,1103.475542,0.0,1006.351327,0.0,0.5,1102.975542,13009.548661,1301.601139,0.0,1
higher_demand_growth,65,1192.061758,0.5,0.0,1192.061758,0.0,1107.591576,16.613874,0.0,1192.061758,14201.610419,1406.632874,0.0,1
higher_demand_growth,66,1287.916405,0.0,0.5,1287.916405,0.0,1216.979471,0.0,0.5,1287.416405,15489.026823,1519.241358,0.0,0
higher_demand_growth,67,1373.550631,0.5,0.0,1373.550631,0.0,1333.646275,20.004694,0.0,1373.550631,16862.577455,1620.789745,0.0,0
higher_demand_growth,68,1484.205731,0.0,0.5,1484.205731,0.0,1459.718762,0.0,0.5,1483.705731,18346.283185,1750.862762,0.0,0
higher_demand_growth,69,1603.674256,0.5,0.0,1603.674256,0.0,1595.946073,23.939191,0.0,1603.674256,19949.957441,1892.335622,0.0,0
higher_demand_growth,70,1732.580297,0.0,0.5,1732.580297,0.0,1743.130399,0.0,0.5,1732.080297,21682.037738,2043.94475,0.0,0
higher_demand_growth,71,1871.47231,0.5,0.0,1871.47231,0.0,1902.120545,28.531808,0.0,1871.47231,23553.510048,2208.337326,0.0,0
higher_demand_growth,72,2022.071961,0.0,0.5,2022.071961,0.0,2073.911662,0.0,0.5,2021.571961,25575.082009,2385.544914,0.0,0
higher_demand_growth,73,2184.746608,0.5,0.0,2184.746608,0.0,2259.530123,33.892952,0.0,2184.746608,27759.828617,2578.000997,0.0,0
higher_demand_growth,74,2360.133465,0.0,0.5,2360.133465,0.0,2460.056468,0.0,0.5,2359.633465,30119.462082,2784.457488,0.0,0
higher_demand_growth,75,2549.355745,0.5,0.0,2549.355745,0.0,2676.666706,40.150001,0.0,2549.355745,32668.817827,3008.239779,0.0,0
