scenario,time,stock,regeneration,extraction,restoration,disturbance,resilience_index
baseline_pressure,30,55.307221,1.605512,2.219019,0.445245,0.000000,0.553072
baseline_pressure,31,55.148551,1.606692,2.212289,0.446928,0.000000,0.551486
baseline_pressure,32,54.998894,1.607770,2.205942,0.448514,0.000000,0.549989
baseline_pressure,33,54.857706,1.608757,2.199956,0.450011,0.000000,0.548577
baseline_pressure,34,54.724483,1.609662,2.194308,0.451423,0.000000,0.547245
baseline_pressure,35,54.598750,1.610492,2.188979,0.452755,0.000000,0.545988
baseline_pressure,36,54.480066,1.611253,2.183950,0.454012,0.000000,0.544801
baseline_pressure,37,54.368017,1.611954,2.179203,0.455199,0.000000,0.543680
baseline_pressure,38,54.262214,1.612598,2.174721,0.456320,0.000000,0.542622
baseline_pressure,39,54.162295,1.613192,2.170489,0.457378,0.000000,0.541623
baseline_pressure,40,54.067919,1.613739,2.166492,0.458377,0.000000,0.540679
baseline_pressure,41,53.978767,1.614244,2.162717,0.459321,0.000000,0.539788
baseline_pressure,42,53.894539,1.614710,2.159151,0.460212,0.000000,0.538945
baseline_pressure,43,53.814953,1.615141,2.155782,0.461055,0.000000,0.538150
baseline_pressure,44,53.739746,1.615540,2.152598,0.461850,0.000000,0.537397
baseline_pressure,45,53.668668,1.615909,2.149590,0.462603,0.000000,0.536687
baseline_pressure,46,53.601486,1.616252,2.146747,0.463313,0.000000,0.536015
baseline_pressure,47,53.537981,1.616569,2.144059,0.463985,0.000000,0.535380
baseline_pressure,48,53.477945,1.616864,2.141519,0.464620,0.000000,0.534779
baseline_pressure,49,53.421186,1.617138,2.139118,0.465221,0.000000,0.534212
baseline_pressure,50,53.367518,1.617392,2.136847,0.465788,0.000000,0.533675
baseline_pressure,51,53.316771,1.617629,2.134701,0.466325,0.000000,0.533168
baseline_pressure,52,53.268782,1.617849,2.132671,0.466832,0.000000,0.532688
baseline_pressure,53,53.223398,1.618055,2.130751,0.467312,0.000000,0.532234
baseline_pressure,54,53.180474,1.618246,2.128936,0.467766,0.000000,0.531805
baseline_pressure,55,53.139875,1.618425,2.127219,0.468195,0.000000,0.531399
baseline_pressure,56,53.101473,1.618592,2.125595,0.468601,0.000000,0.531015
baseline_pressure,57,53.065147,1.618748,2.124059,0.468985,0.000000,0.530651
baseline_pressure,58,53.030783,1.618893,2.122606,0.469349,0.000000,0.530308
baseline_pressure,59,52.998273,1.619029,2.121231,0.469692,0.000000,0.529983
baseline_pressure,60,52.967516,1.619157,2.119931,0.470017,0.000000,0.529675
baseline_pressure,61,52.938417,1.619276,2.118701,0.470325,0.000000,0.529384
baseline_pressure,62,52.910883,1.619388,2.117537,0.470616,0.000000,0.529109
baseline_pressure,63,52.884832,1.619492,2.116435,0.470891,0.000000,0.528848
baseline_pressure,64,52.860181,1.619591,2.115393,0.471152,0.000000,0.528602
baseline_pressure,65,40.836854,1.619683,2.114407,0.471398,12.000000,0.408369
baseline_pressure,66,41.365435,1.570424,1.633474,0.591631,0.000000,0.413654
baseline_pressure,67,41.873702,1.576539,1.654617,0.586346,0.000000,0.418737
baseline_pressure,68,42.362093,1.582076,1.674948,0.581263,0.000000,0.423621
baseline_pressure,69,42.831069,1.587081,1.694484,0.576379,0.000000,0.428311
baseline_pressure,70,43.281110,1.591594,1.713243,0.571689,0.000000,0.432811
baseline_pressure,71,43.712711,1.595657,1.731244,0.567189,0.000000,0.437127
baseline_pressure,72,44.126381,1.599306,1.748508,0.562873,0.000000,0.441264
baseline_pressure,73,44.522638,1.602575,1.765055,0.558736,0.000000,0.445226
baseline_pressure,74,44.902005,1.605499,1.780906,0.554774,0.000000,0.449020
baseline_pressure,75,45.265011,1.608107,1.796080,0.550980,0.000000,0.452650
baseline_pressure,76,45.612188,1.610427,1.810600,0.547350,0.000000,0.456122
baseline_pressure,77,45.944064,1.612486,1.824488,0.543878,0.000000,0.459441
baseline_pressure,78,46.261168,1.614307,1.837763,0.540559,0.000000,0.462612
baseline_pressure,79,46.564023,1.615914,1.850447,0.537388,0.000000,0.465640
baseline_pressure,80,46.853148,1.617326,1.862561,0.534360,0.000000,0.468531
baseline_pressure,81,47.129054,1.618563,1.874126,0.531469,0.000000,0.471291
baseline_pressure,82,47.392244,1.619642,1.885162,0.528709,0.000000,0.473922
baseline_pressure,83,47.643211,1.620580,1.895690,0.526078,0.000000,0.476432
baseline_pressure,84,47.882440,1.621390,1.905728,0.523568,0.000000,0.478824
baseline_pressure,85,48.110404,1.622085,1.915298,0.521176,0.000000,0.481104
baseline_pressure,86,48.327563,1.622679,1.924416,0.518896,0.000000,0.483276
baseline_pressure,87,48.534366,1.623182,1.933103,0.516724,0.000000,0.485344
baseline_pressure,88,48.731252,1.623604,1.941375,0.514656,0.000000,0.487313
baseline_pressure,89,48.918643,1.623954,1.949250,0.512687,0.000000,0.489186
baseline_pressure,90,49.096951,1.624240,1.956746,0.510814,0.000000,0.490970
baseline_pressure,91,49.266573,1.624470,1.963878,0.509030,0.000000,0.492666
baseline_pressure,92,49.427895,1.624650,1.970663,0.507334,0.000000,0.494279
baseline_pressure,93,49.581287,1.624787,1.977116,0.505721,0.000000,0.495813
baseline_pressure,94,49.727109,1.624886,1.983251,0.504187,0.000000,0.497271
baseline_pressure,95,49.865705,1.624952,1.989084,0.502729,0.000000,0.498657
baseline_pressure,96,49.997408,1.624988,1.994628,0.501343,0.000000,0.499974
baseline_pressure,97,50.122538,1.625000,1.999896,0.500026,0.000000,0.501225
baseline_pressure,98,50.241401,1.624990,2.004902,0.498775,0.000000,0.502414
baseline_pressure,99,50.354293,1.624962,2.009656,0.497586,0.000000,0.503543
baseline_pressure,100,50.461497,1.624918,2.014172,0.496457,0.000000,0.504615
baseline_pressure,101,50.563284,1.624862,2.018460,0.495385,0.000000,0.505633
baseline_pressure,102,50.659913,1.624794,2.022531,0.494367,0.000000,0.506599
baseline_pressure,103,50.751634,1.624717,2.026397,0.493401,0.000000,0.507516
baseline_pressure,104,50.838686,1.624633,2.030065,0.492484,0.000000,0.508387
baseline_pressure,105,50.921294,1.624543,2.033547,0.491613,0.000000,0.509213
baseline_pressure,106,50.999678,1.624448,2.036852,0.490787,0.000000,0.509997
baseline_pressure,107,51.074044,1.624350,2.039987,0.490003,0.000000,0.510740
baseline_pressure,108,51.144592,1.624250,2.042962,0.489260,0.000000,0.511446
baseline_pressure,109,51.211511,1.624148,2.045784,0.488554,0.000000,0.512115
baseline_pressure,110,51.274981,1.624046,2.048460,0.487885,0.000000,0.512750
baseline_pressure,111,51.335176,1.623943,2.050999,0.487250,0.000000,0.513352
baseline_pressure,112,51.392258,1.623841,2.053407,0.486648,0.000000,0.513923
baseline_pressure,113,51.446385,1.623740,2.055690,0.486077,0.000000,0.514464
baseline_pressure,114,51.497706,1.623640,2.057855,0.485536,0.000000,0.514977
baseline_pressure,115,51.546363,1.623542,2.059908,0.485023,0.000000,0.515464
baseline_pressure,116,51.592490,1.623446,2.061855,0.484536,0.000000,0.515925
baseline_pressure,117,51.636217,1.623352,2.063700,0.484075,0.000000,0.516362
baseline_pressure,118,51.677666,1.623260,2.065449,0.483638,0.000000,0.516777
baseline_pressure,119,51.716954,1.623171,2.067107,0.483223,0.000000,0.517170
baseline_pressure,120,51.754190,1.623084,2.068678,0.482830,0.000000,0.517542
high_extraction,1,67.115000,1.365000,4.550000,0.300000,0.000000,0.671150
high_extraction,2,64.515975,1.434600,4.362475,0.328850,0.000000,0.645160
high_extraction,3,62.165313,1.488036,4.193538,0.354840,0.000000,0.621653
high_extraction,4,60.031718,1.528803,4.040745,0.378347,0.000000,0.600317
high_extraction,5,58.088926,1.559587,3.902062,0.399683,0.000000,0.580889
high_extraction,6,56.314727,1.582470,3.775780,0.419111,0.000000,0.563147
high_extraction,7,54.690203,1.599081,3.660457,0.436853,0.000000,0.546902
high_extraction,8,53.199139,1.610701,3.554863,0.453098,0.000000,0.531991
high_extraction,9,51.827551,1.618348,3.457944,0.468009,0.000000,0.518276
high_extraction,10,50.563314,1.622829,3.368791,0.481724,0.000000,0.505633
high_extraction,11,49.395859,1.624794,3.286615,0.494367,0.000000,0.493959
high_extraction,12,48.315932,1.624763,3.210731,0.506041,0.000000,0.483159
high_extraction,13,47.315394,1.623157,3.140536,0.516841,0.000000,0.473154
high_extraction,14,46.387055,1.620315,3.075501,0.526846,0.000000,0.463871
high_extraction,15,45.524541,1.616515,3.015159,0.536129,0.000000,0.455245
high_extraction,16,44.722181,1.611981,2.959095,0.544755,0.000000,0.447222
high_extraction,17,43.974912,1.606894,2.906942,0.552778,0.000000,0.439749
high_extraction,18,43.278197,1.601404,2.858369,0.560251,0.000000,0.432782
high_extraction,19,42.627964,1.595631,2.813083,0.567218,0.000000,0.426280
high_extraction,20,42.020541,1.589675,2.770818,0.573720,0.000000,0.420205
high_extraction,21,41.452614,1.583613,2.731335,0.579795,0.000000,0.414526
high_extraction,22,40.921180,1.577512,2.694420,0.585474,0.000000,0.409212
high_extraction,23,40.423515,1.571424,2.659877,0.590788,0.000000,0.404235
high_extraction,24,39.957141,1.565389,2.627528,0.595765,0.000000,0.399571
high_extraction,25,39.519797,1.559442,2.597214,0.600429,0.000000,0.395198
high_extraction,26,39.109420,1.553607,2.568787,0.604802,0.000000,0.391094
high_extraction,27,38.724120,1.547907,2.542112,0.608906,0.000000,0.387241
high_extraction,28,38.362166,1.542355,2.517068,0.612759,0.000000,0.383622
high_extraction,29,38.021968,1.536965,2.493541,0.616378,0.000000,0.380220
high_extraction,30,37.702063,1.531742,2.471428,0.619780,0.000000,0.377021
high_extraction,31,37.401103,1.526694,2.450634,0.622979,0.000000,0.374011
high_extraction,32,37.117844,1.521824,2.431072,0.625989,0.000000,0.371178
high_extraction,33,36.851139,1.517133,2.412660,0.628822,0.000000,0.368511
high_extraction,34,36.599923,1.512620,2.395324,0.631489,0.000000,0.365999
high_extraction,35,36.363213,1.508285,2.378995,0.634001,0.000000,0.363632
high_extraction,36,36.140097,1.504125,2.363609,0.636368,0.000000,0.361401
high_extraction,37,35.929727,1.500137,2.349106,0.638599,0.000000,0.359297
high_extraction,38,35.731315,1.496318,2.335432,0.640703,0.000000,0.357313
high_extraction,39,35.544130,1.492663,2.322535,0.642687,0.000000,0.355441
high_extraction,40,35.367488,1.489168,2.310368,0.644559,0.000000,0.353675
high_extraction,41,35.200755,1.485828,2.298887,0.646325,0.000000,0.352008
high_extraction,42,35.043336,1.482639,2.288049,0.647992,0.000000,0.350433
high_extraction,43,34.894680,1.479594,2.277817,0.649567,0.000000,0.348947
high_extraction,44,34.754268,1.476689,2.268154,0.651053,0.000000,0.347543
high_extraction,45,34.621617,1.473919,2.259027,0.652457,0.000000,0.346216
high_extraction,46,34.496274,1.471278,2.250405,0.653784,0.000000,0.344963
high_extraction,47,34.377816,1.468762,2.242258,0.655037,0.000000,0.343778
high_extraction,48,34.265846,1.466366,2.234558,0.656222,0.000000,0.342658
high_extraction,49,34.159991,1.464084,2.227280,0.657342,0.000000,0.341600
high_extraction,50,34.059903,1.461911,2.220399,0.658400,0.000000,0.340599
high_extraction,51,33.965254,1.459844,2.213894,0.659401,0.000000,0.339653
high_extraction,52,33.875736,1.457876,2.207741,0.660347,0.000000,0.338757
high_extraction,53,33.791061,1.456005,2.201923,0.661243,0.000000,0.337911
high_extraction,54,33.710957,1.454226,2.196419,0.662089,0.000000,0.337110
high_extraction,55,33.635169,1.452534,2.191212,0.662890,0.000000,0.336352
high_extraction,56,33.563456,1.450925,2.186286,0.663648,0.000000,0.335635
high_extraction,57,33.495593,1.449396,2.181625,0.664365,0.000000,0.334956
high_extraction,58,33.431367,1.447943,2.177214,0.665044,0.000000,0.334314
high_extraction,59,33.370576,1.446562,2.173039,0.665686,0.000000,0.333706
high_extraction,60,33.313034,1.445250,2.169087,0.666294,0.000000,0.333130
high_extraction,61,33.258561,1.444004,2.165347,0.666870,0.000000,0.332586
high_extraction,62,33.206989,1.442821,2.161806,0.667414,0.000000,0.332070
high_extraction,63,33.158162,1.441697,2.158454,0.667930,0.000000,0.331582
high_extraction,64,33.111929,1.440629,2.155281,0.668418,0.000000,0.331119
high_extraction,65,21.068149,1.439615,2.152275,0.668881,12.000000,0.210681
high_extraction,66,21.568954,1.080916,1.369430,0.789319,0.000000,0.215690
high_extraction,67,22.050872,1.099589,1.401982,0.784310,0.000000,0.220509
high_extraction,68,22.514307,1.117250,1.433307,0.779491,0.000000,0.225143
high_extraction,69,22.959683,1.133949,1.463430,0.774857,0.000000,0.229597
high_extraction,70,23.387440,1.149734,1.492379,0.770403,0.000000,0.233874
high_extraction,71,23.798034,1.164652,1.520184,0.766126,0.000000,0.237980
high_extraction,72,24.191928,1.178747,1.546872,0.762020,0.000000,0.241919
high_extraction,73,24.569597,1.192063,1.572475,0.758081,0.000000,0.245696
high_extraction,74,24.931519,1.204641,1.597024,0.754304,0.000000,0.249315
high_extraction,75,25.278176,1.216521,1.620549,0.750685,0.000000,0.252782
high_extraction,76,25.610053,1.227740,1.643081,0.747218,0.000000,0.256101
high_extraction,77,25.927634,1.238335,1.664653,0.743899,0.000000,0.259276
high_extraction,78,26.231400,1.248339,1.685296,0.740724,0.000000,0.262314
high_extraction,79,26.521830,1.257785,1.705041,0.737686,0.000000,0.265218
high_extraction,80,26.799397,1.266704,1.723919,0.734782,0.000000,0.267994
high_extraction,81,27.064568,1.275126,1.741961,0.732006,0.000000,0.270646
high_extraction,82,27.317803,1.283078,1.759197,0.729354,0.000000,0.273178
high_extraction,83,27.559555,1.290587,1.775657,0.726822,0.000000,0.275596
high_extraction,84,27.790265,1.297677,1.791371,0.724404,0.000000,0.277903
high_extraction,85,28.010368,1.304373,1.806367,0.722097,0.000000,0.280104
high_extraction,86,28.220287,1.310696,1.820674,0.719896,0.000000,0.282203
high_extraction,87,28.420434,1.316669,1.834319,0.717797,0.000000,0.284204
high_extraction,88,28.611211,1.322310,1.847328,0.715796,0.000000,0.286112
high_extraction,89,28.793008,1.327638,1.859729,0.713888,0.000000,0.287930
high_extraction,90,28.966204,1.332671,1.871546,0.712070,0.000000,0.289662
high_extraction,91,29.131165,1.337427,1.882803,0.710338,0.000000,0.291312
high_extraction,92,29.288247,1.341920,1.893526,0.708688,0.000000,0.292882
high_extraction,93,29.437794,1.346165,1.903736,0.707118,0.000000,0.294378
high_extraction,94,29.580137,1.350177,1.913457,0.705622,0.000000,0.295801
high_extraction,95,29.715595,1.353969,1.922709,0.704199,0.000000,0.297156
high_extraction,96,29.844479,1.357553,1.931514,0.702844,0.000000,0.298445
high_extraction,97,29.967083,1.360941,1.939891,0.701555,0.000000,0.299671
high_extraction,98,30.083696,1.364143,1.947860,0.700329,0.000000,0.300837
high_extraction,99,30.194590,1.367172,1.955440,0.699163,0.000000,0.301946
high_extraction,100,30.300031,1.370035,1.962648,0.698054,0.000000,0.303000
high_extraction,101,30.400271,1.372742,1.969502,0.697000,0.000000,0.304003
high_extraction,102,30.495553,1.375303,1.976018,0.695997,0.000000,0.304956
high_extraction,103,30.586111,1.377725,1.982211,0.695044,0.000000,0.305861
high_extraction,104,30.672169,1.380016,1.988097,0.694139,0.000000,0.306722
high_extraction,105,30.753939,1.382183,1.993691,0.693278,0.000000,0.307539
high_extraction,106,30.831626,1.384233,1.999006,0.692461,0.000000,0.308316
high_extraction,107,30.905427,1.386173,2.004056,0.691684,0.000000,0.309054
high_extraction,108,30.975528,1.388008,2.008853,0.690946,0.000000,0.309755
high_extraction,109,31.042109,1.389745,2.013409,0.690245,0.000000,0.310421
high_extraction,110,31.105340,1.391389,2.017737,0.689579,0.000000,0.311053
high_extraction,111,31.165384,1.392945,2.021847,0.688947,0.000000,0.311654
high_extraction,112,31.222397,1.394417,2.025750,0.688346,0.000000,0.312224
high_extraction,113,31.276528,1.395811,2.029456,0.687776,0.000000,0.312765
high_extraction,114,31.327919,1.397131,2.032974,0.687235,0.000000,0.313279
high_extraction,115,31.376705,1.398380,2.036315,0.686721,0.000000,0.313767
high_extraction,116,31.423015,1.399562,2.039486,0.686233,0.000000,0.314230
high_extraction,117,31.466971,1.400682,2.042496,0.685770,0.000000,0.314670
high_extraction,118,31.508690,1.401742,2.045353,0.685330,0.000000,0.315087
high_extraction,119,31.548285,1.402746,2.048065,0.684913,0.000000,0.315483
high_extraction,120,31.585861,1.403697,2.050639,0.684517,0.000000,0.315859
restoration_investment,1,69.615000,1.365000,2.800000,1.050000,0.000000,0.696150
restoration_investment,2,69.268789,1.374914,2.784600,1.063475,0.000000,0.692688
restoration_investment,3,68.957293,1.383664,2.770752,1.075592,0.000000,0.689573
restoration_investment,4,68.676900,1.391404,2.758292,1.086495,0.000000,0.686769
restoration_investment,5,68.424395,1.398263,2.747076,1.096308,0.000000,0.684244
restoration_investment,6,68.196918,1.404352,2.736976,1.105146,0.000000,0.681969
restoration_investment,7,67.991916,1.409767,2.727877,1.113108,0.000000,0.679919
restoration_investment,8,67.807111,1.414589,2.719677,1.120283,0.000000,0.678071
restoration_investment,9,67.640467,1.418889,2.712284,1.126751,0.000000,0.676405
restoration_investment,10,67.490161,1.422729,2.705619,1.132584,0.000000,0.674902
restoration_investment,11,67.354561,1.426161,2.699606,1.137844,0.000000,0.673546
restoration_investment,12,67.232201,1.429232,2.694182,1.142590,0.000000,0.672322
restoration_investment,13,67.121769,1.431983,2.689288,1.146873,0.000000,0.671218
restoration_investment,14,67.022086,1.434449,2.684871,1.150738,0.000000,0.670221
restoration_investment,15,66.932091,1.436662,2.680883,1.154227,0.000000,0.669321
restoration_investment,16,66.850832,1.438648,2.677284,1.157377,0.000000,0.668508
restoration_investment,17,66.777452,1.440432,2.674033,1.160221,0.000000,0.667775
restoration_investment,18,66.711179,1.442036,2.671098,1.162789,0.000000,0.667112
restoration_investment,19,66.651319,1.443479,2.668447,1.165109,0.000000,0.666513
restoration_investment,20,66.597247,1.444777,2.666053,1.167204,0.000000,0.665972
restoration_investment,21,66.548399,1.445945,2.663890,1.169096,0.000000,0.665484
restoration_investment,22,66.504267,1.446998,2.661936,1.170806,0.000000,0.665043
restoration_investment,23,66.464393,1.447946,2.660171,1.172351,0.000000,0.664644
restoration_investment,24,66.428364,1.448800,2.658576,1.173746,0.000000,0.664284
restoration_investment,25,66.395807,1.449571,2.657135,1.175007,0.000000,0.663958
restoration_investment,26,66.366387,1.450265,2.655832,1.176147,0.000000,0.663664
restoration_investment,27,66.339800,1.450892,2.654655,1.177176,0.000000,0.663398
restoration_investment,28,66.315772,1.451457,2.653592,1.178107,0.000000,0.663158
restoration_investment,29,66.294056,1.451967,2.652631,1.178948,0.000000,0.662941
restoration_investment,30,66.274430,1.452427,2.651762,1.179708,0.000000,0.662744
restoration_investment,31,66.256690,1.452843,2.650977,1.180395,0.000000,0.662567
restoration_investment,32,66.240656,1.453218,2.650268,1.181016,0.000000,0.662407
restoration_investment,33,66.226164,1.453557,2.649626,1.181577,0.000000,0.662262
restoration_investment,34,66.213064,1.453863,2.649047,1.182084,0.000000,0.662131
restoration_investment,35,66.201223,1.454139,2.648523,1.182543,0.000000,0.662012
restoration_investment,36,66.190520,1.454388,2.648049,1.182957,0.000000,0.661905
restoration_investment,37,66.180844,1.454614,2.647621,1.183332,0.000000,0.661808
restoration_investment,38,66.172098,1.454817,2.647234,1.183670,0.000000,0.661721
restoration_investment,39,66.164192,1.455001,2.646884,1.183977,0.000000,0.661642
restoration_investment,40,66.157045,1.455167,2.646568,1.184253,0.000000,0.661570
restoration_investment,41,66.150584,1.455317,2.646282,1.184503,0.000000,0.661506
restoration_investment,42,66.144743,1.455453,2.646023,1.184730,0.000000,0.661447
restoration_investment,43,66.139463,1.455576,2.645790,1.184934,0.000000,0.661395
restoration_investment,44,66.134690,1.455687,2.645579,1.185119,0.000000,0.661347
restoration_investment,45,66.130375,1.455787,2.645388,1.185286,0.000000,0.661304
restoration_investment,46,66.126474,1.455877,2.645215,1.185437,0.000000,0.661265
restoration_investment,47,66.122947,1.455959,2.645059,1.185573,0.000000,0.661229
restoration_investment,48,66.119759,1.456033,2.644918,1.185697,0.000000,0.661198
restoration_investment,49,66.116877,1.456100,2.644790,1.185808,0.000000,0.661169
restoration_investment,50,66.114271,1.456160,2.644675,1.185909,0.000000,0.661143
restoration_investment,51,66.111916,1.456215,2.644571,1.186001,0.000000,0.661119
restoration_investment,52,66.109786,1.456264,2.644477,1.186083,0.000000,0.661098
restoration_investment,53,66.107861,1.456309,2.644391,1.186157,0.000000,0.661079
restoration_investment,54,66.106120,1.456349,2.644314,1.186225,0.000000,0.661061
restoration_investment,55,66.104546,1.456385,2.644245,1.186286,0.000000,0.661045
restoration_investment,56,66.103124,1.456418,2.644182,1.186341,0.000000,0.661031
restoration_investment,57,66.101838,1.456448,2.644125,1.186391,0.000000,0.661018
restoration_investment,58,66.100675,1.456475,2.644074,1.186436,0.000000,0.661007
restoration_investment,59,66.099624,1.456499,2.644027,1.186476,0.000000,0.660996
restoration_investment,60,66.098673,1.456521,2.643985,1.186513,0.000000,0.660987
restoration_investment,61,66.097814,1.456541,2.643947,1.186546,0.000000,0.660978
restoration_investment,62,66.097037,1.456559,2.643913,1.186577,0.000000,0.660970
restoration_investment,63,66.096335,1.456576,2.643881,1.186604,0.000000,0.660963
restoration_investment,64,66.095700,1.456590,2.643853,1.186628,0.000000,0.660957
restoration_investment,65,54.095126,1.456603,2.643828,1.186651,12.000000,0.540951
restoration_investment,66,55.152091,1.614099,2.163805,1.606671,0.000000,0.551521
restoration_investment,67,56.123431,1.607746,2.206084,1.569677,0.000000,0.561234
restoration_investment,68,57.014801,1.600627,2.244937,1.535680,0.000000,0.570148
restoration_investment,69,57.831706,1.593015,2.280592,1.504482,0.000000,0.578317
restoration_investment,70,58.579460,1.585132,2.313268,1.475890,0.000000,0.585795
restoration_investment,71,59.263156,1.577155,2.343178,1.449719,0.000000,0.592632
restoration_investment,72,59.887645,1.569226,2.370526,1.425790,0.000000,0.598876
restoration_investment,73,60.457524,1.561452,2.395506,1.403932,0.000000,0.604575
restoration_investment,74,60.977126,1.553916,2.418301,1.383987,0.000000,0.609771
restoration_investment,75,61.450518,1.546677,2.439085,1.365801,0.000000,0.614505
restoration_investment,76,61.881505,1.539776,2.458021,1.349232,0.000000,0.618815
restoration_investment,77,62.273631,1.533239,2.475260,1.334147,0.000000,0.622736
restoration_investment,78,62.630192,1.527083,2.490945,1.320423,0.000000,0.626302
restoration_investment,79,62.954238,1.521311,2.505208,1.307943,0.000000,0.629542
restoration_investment,80,63.248592,1.515922,2.518170,1.296602,0.000000,0.632486
restoration_investment,81,63.515857,1.510909,2.529944,1.286299,0.000000,0.635159
restoration_investment,82,63.758426,1.506259,2.540634,1.276945,0.000000,0.637584
restoration_investment,83,63.978503,1.501959,2.550337,1.268455,0.000000,0.639785
restoration_investment,84,64.178106,1.497991,2.559140,1.260752,0.000000,0.641781
restoration_investment,85,64.359086,1.494338,2.567124,1.253766,0.000000,0.643591
restoration_investment,86,64.523136,1.490981,2.574363,1.247432,0.000000,0.645231
restoration_investment,87,64.671801,1.487901,2.580925,1.241690,0.000000,0.646718
restoration_investment,88,64.806496,1.485080,2.586872,1.236487,0.000000,0.648065
restoration_investment,89,64.928508,1.482499,2.592260,1.231773,0.000000,0.649285
restoration_investment,90,65.039011,1.480141,2.597140,1.227502,0.000000,0.650390
restoration_investment,91,65.139073,1.477988,2.601560,1.223635,0.000000,0.651391
restoration_investment,92,65.229668,1.476026,2.605563,1.220132,0.000000,0.652297
restoration_investment,93,65.311680,1.474237,2.609187,1.216962,0.000000,0.653117
restoration_investment,94,65.385913,1.472609,2.612467,1.214091,0.000000,0.653859
restoration_investment,95,65.453098,1.471128,2.615437,1.211493,0.000000,0.654531
restoration_investment,96,65.513897,1.469781,2.618124,1.209142,0.000000,0.655139
restoration_investment,97,65.568912,1.468557,2.620556,1.207014,0.000000,0.655689
restoration_investment,98,65.618689,1.467446,2.622756,1.205088,0.000000,0.656187
restoration_investment,99,65.663724,1.466437,2.624748,1.203346,0.000000,0.656637
restoration_investment,100,65.704466,1.465521,2.626549,1.201770,0.000000,0.657045
restoration_investment,101,65.741321,1.464690,2.628179,1.200344,0.000000,0.657413
restoration_investment,102,65.774659,1.463937,2.629653,1.199054,0.000000,0.657747
restoration_investment,103,65.804814,1.463254,2.630986,1.197887,0.000000,0.658048
restoration_investment,104,65.832088,1.462635,2.632193,1.196832,0.000000,0.658321
restoration_investment,105,65.856756,1.462074,2.633284,1.195877,0.000000,0.658568
restoration_investment,106,65.879065,1.461566,2.634270,1.195014,0.000000,0.658791
restoration_investment,107,65.899241,1.461106,2.635163,1.194233,0.000000,0.658992
restoration_investment,108,65.917487,1.460689,2.635970,1.193527,0.000000,0.659175
restoration_investment,109,65.933988,1.460312,2.636699,1.192888,0.000000,0.659340
restoration_investment,110,65.948909,1.459970,2.637360,1.192310,0.000000,0.659489
restoration_investment,111,65.962402,1.459661,2.637956,1.191788,0.000000,0.659624
restoration_investment,112,65.974603,1.459381,2.638496,1.191316,0.000000,0.659746
restoration_investment,113,65.985635,1.459128,2.638984,1.190889,0.000000,0.659856
restoration_investment,114,65.995611,1.458899,2.639425,1.190503,0.000000,0.659956
restoration_investment,115,66.004632,1.458691,2.639824,1.190154,0.000000,0.660046
restoration_investment,116,66.012788,1.458504,2.640185,1.189838,0.000000,0.660128
restoration_investment,117,66.020163,1.458334,2.640512,1.189552,0.000000,0.660202
