scenario,time,active_load,concentration,decay_loss,flow_loss,exposure_weight,exposure,cumulative_exposure,intervention_active
baseline_pressure,79,4.2,0.785149,0.02767,0.019765,1.0,0.785149,230.999334,1
baseline_pressure,80,4.2,0.78004,0.02748,0.019629,1.0,0.78004,231.779374,1
baseline_pressure,81,4.2,0.775238,0.027301,0.019501,1.0,0.775238,232.554612,1
baseline_pressure,82,4.2,0.770723,0.027133,0.019381,1.0,0.770723,233.325335,1
baseline_pressure,83,4.2,0.76648,0.026975,0.019268,1.0,0.76648,234.091815,1
baseline_pressure,84,4.2,0.762491,0.026827,0.019162,1.0,0.762491,234.854306,1
baseline_pressure,85,4.2,0.758742,0.026687,0.019062,1.0,0.758742,235.613048,1
baseline_pressure,86,4.2,0.755217,0.026556,0.018969,1.0,0.755217,236.368265,1
baseline_pressure,87,4.2,0.751904,0.026433,0.01888,1.0,0.751904,237.120169,1
baseline_pressure,88,4.2,0.74879,0.026317,0.018798,1.0,0.74879,237.868959,1
baseline_pressure,89,4.2,0.745862,0.026208,0.01872,1.0,0.745862,238.614821,1
baseline_pressure,90,4.2,0.743111,0.026105,0.018647,1.0,0.743111,239.357932,1
baseline_pressure,91,4.2,0.740524,0.026009,0.018578,1.0,0.740524,240.098456,1
baseline_pressure,92,4.2,0.738093,0.025918,0.018513,1.0,0.738093,240.836549,1
baseline_pressure,93,4.2,0.735807,0.025833,0.018452,1.0,0.735807,241.572356,1
baseline_pressure,94,4.2,0.733659,0.025753,0.018395,1.0,0.733659,242.306014,1
baseline_pressure,95,4.2,0.731639,0.025678,0.018341,1.0,0.731639,243.037654,1
baseline_pressure,96,4.2,0.729741,0.025607,0.018291,1.0,0.729741,243.767394,1
baseline_pressure,97,4.2,0.727956,0.025541,0.018244,1.0,0.727956,244.495351,1
baseline_pressure,98,4.2,0.726279,0.025478,0.018199,1.0,0.726279,245.22163,1
baseline_pressure,99,4.2,0.724702,0.02542,0.018157,1.0,0.724702,245.946332,1
baseline_pressure,100,4.2,0.72322,0.025365,0.018118,1.0,0.72322,246.669552,1
baseline_pressure,101,4.2,0.721827,0.025313,0.018081,1.0,0.721827,247.391379,1
baseline_pressure,102,4.2,0.720517,0.025264,0.018046,1.0,0.720517,248.111896,1
baseline_pressure,103,4.2,0.719286,0.025218,0.018013,1.0,0.719286,248.831182,1
baseline_pressure,104,4.2,0.718129,0.025175,0.017982,1.0,0.718129,249.549311,1
baseline_pressure,105,4.2,0.717041,0.025135,0.017953,1.0,0.717041,250.266353,1
baseline_pressure,106,4.2,0.716019,0.025096,0.017926,1.0,0.716019,250.982372,1
baseline_pressure,107,4.2,0.715058,0.025061,0.0179,1.0,0.715058,251.697429,1
baseline_pressure,108,4.2,0.714154,0.025027,0.017876,1.0,0.714154,252.411584,1
baseline_pressure,109,4.2,0.713305,0.024995,0.017854,1.0,0.713305,253.124889,1
baseline_pressure,110,4.2,0.712507,0.024966,0.017833,1.0,0.712507,253.837395,1
baseline_pressure,111,4.2,0.711756,0.024938,0.017813,1.0,0.711756,254.549151,1
baseline_pressure,112,4.2,0.711051,0.024911,0.017794,1.0,0.711051,255.260202,1
baseline_pressure,113,4.2,0.710388,0.024887,0.017776,1.0,0.710388,255.97059,1
baseline_pressure,114,4.2,0.709765,0.024864,0.01776,1.0,0.709765,256.680355,1
baseline_pressure,115,4.2,0.709179,0.024842,0.017744,1.0,0.709179,257.389534,1
baseline_pressure,116,4.2,0.708628,0.024821,0.017729,1.0,0.708628,258.098162,1
baseline_pressure,117,4.2,0.70811,0.024802,0.017716,1.0,0.70811,258.806272,1
baseline_pressure,118,4.2,0.707624,0.024784,0.017703,1.0,0.707624,259.513896,1
baseline_pressure,119,4.2,0.707166,0.024767,0.017691,1.0,0.707166,260.221062,1
baseline_pressure,120,4.2,0.706736,0.024751,0.017679,1.0,0.706736,260.927798,1
high_extraction,1,4.2,11.322,0.42,0.3,1.0,11.322,11.322,0
high_extraction,2,4.2,10.68468,0.39627,0.28305,1.0,10.68468,22.00668,0
high_extraction,3,4.2,10.085599,0.373964,0.267117,1.0,10.085599,32.092279,0
high_extraction,4,4.2,9.522463,0.352996,0.25214,1.0,9.522463,41.614742,0
high_extraction,5,4.2,8.993115,0.333286,0.238062,1.0,8.993115,50.607858,0
high_extraction,6,4.2,8.495529,0.314759,0.224828,1.0,8.495529,59.103386,0
high_extraction,7,4.2,8.027797,0.297343,0.212388,1.0,8.027797,67.131183,0
high_extraction,8,4.2,7.588129,0.280973,0.200695,1.0,7.588129,74.719312,0
high_extraction,9,4.2,7.174841,0.265585,0.189703,1.0,7.174841,81.894154,0
high_extraction,10,4.2,6.786351,0.251119,0.179371,1.0,6.786351,88.680504,0
high_extraction,11,4.2,6.42117,0.237522,0.169659,1.0,6.42117,95.101674,0
high_extraction,12,4.2,6.0779,0.224741,0.160529,1.0,6.0779,101.179574,0
high_extraction,13,4.2,5.755226,0.212726,0.151947,1.0,5.755226,106.934799,0
high_extraction,14,4.2,5.451912,0.201433,0.143881,1.0,5.451912,112.386711,0
high_extraction,15,4.2,5.166797,0.190817,0.136298,1.0,5.166797,117.553509,0
high_extraction,16,4.2,4.898789,0.180838,0.12917,1.0,4.898789,122.452298,0
high_extraction,17,4.2,4.646862,0.171458,0.12247,1.0,4.646862,127.09916,0
high_extraction,18,4.2,4.41005,0.16264,0.116172,1.0,4.41005,131.509211,0
high_extraction,19,4.2,4.187447,0.154352,0.110251,1.0,4.187447,135.696658,0
high_extraction,20,4.2,3.978201,0.146561,0.104686,1.0,3.978201,139.674858,0
high_extraction,21,4.2,3.781508,0.139237,0.099455,1.0,3.781508,143.456367,0
high_extraction,22,4.2,3.596618,0.132353,0.094538,1.0,3.596618,147.052985,0
high_extraction,23,4.2,3.422821,0.125882,0.089915,1.0,3.422821,150.475806,0
high_extraction,24,4.2,3.259452,0.119799,0.085571,1.0,3.259452,153.735257,0
high_extraction,25,4.2,3.105885,0.114081,0.081486,1.0,3.105885,156.841142,0
high_extraction,26,4.2,2.961531,0.108706,0.077647,1.0,2.961531,159.802674,0
high_extraction,27,4.2,2.82584,0.103654,0.074038,1.0,2.82584,162.628513,0
high_extraction,28,4.2,2.698289,0.098904,0.070646,1.0,2.698289,165.326802,0
high_extraction,29,4.2,2.578392,0.09444,0.067457,1.0,2.578392,167.905194,0
high_extraction,30,4.2,2.465688,0.090244,0.06446,1.0,2.465688,170.370883,0
high_extraction,31,4.2,2.359747,0.086299,0.061642,1.0,2.359747,172.73063,0
high_extraction,32,4.2,2.260162,0.082591,0.058994,1.0,2.260162,174.990792,0
high_extraction,33,4.2,2.166552,0.079106,0.056504,1.0,2.166552,177.157344,0
high_extraction,34,4.2,2.078559,0.075829,0.054164,1.0,2.078559,179.235904,0
high_extraction,35,4.2,1.995846,0.07275,0.051964,1.0,1.995846,181.231749,0
high_extraction,36,4.2,1.918095,0.069855,0.049896,1.0,1.918095,183.149844,0
high_extraction,37,4.2,1.845009,0.067133,0.047952,1.0,1.845009,184.994854,0
high_extraction,38,4.2,1.776309,0.064575,0.046125,1.0,1.776309,186.771163,0
high_extraction,39,4.2,1.71173,0.062171,0.044408,1.0,1.71173,188.482893,0
high_extraction,40,4.2,1.651026,0.059911,0.042793,1.0,1.651026,190.133919,0
high_extraction,41,4.2,1.593965,0.057786,0.041276,1.0,1.593965,191.727884,0
high_extraction,42,4.2,1.540327,0.055789,0.039849,1.0,1.540327,193.268211,0
high_extraction,43,4.2,1.489907,0.053911,0.038508,1.0,1.489907,194.758118,0
high_extraction,44,4.2,1.442513,0.052147,0.037248,1.0,1.442513,196.200631,0
high_extraction,45,4.2,1.397962,0.050488,0.036063,1.0,1.397962,197.598593,0
high_extraction,46,4.2,1.356084,0.048929,0.034949,1.0,1.356084,198.954678,0
high_extraction,47,4.2,1.316719,0.047463,0.033902,1.0,1.316719,200.271397,0
high_extraction,48,4.2,1.279716,0.046085,0.032918,1.0,1.279716,201.551113,0
high_extraction,49,4.2,1.244933,0.04479,0.031993,1.0,1.244933,202.796046,0
high_extraction,50,4.2,1.212237,0.043573,0.031123,1.0,1.212237,204.008284,0
high_extraction,51,4.2,1.181503,0.042428,0.030306,1.0,1.181503,205.189787,0
high_extraction,52,4.2,1.152613,0.041353,0.029538,1.0,1.152613,206.342399,0
high_extraction,53,4.2,1.125456,0.040341,0.028815,1.0,1.125456,207.467856,0
high_extraction,54,4.2,1.099929,0.039391,0.028136,1.0,1.099929,208.567784,0
high_extraction,55,4.2,1.075933,0.038498,0.027498,1.0,1.075933,209.643717,0
high_extraction,56,4.2,1.053377,0.037658,0.026898,1.0,1.053377,210.697094,0
high_extraction,57,4.2,1.032174,0.036868,0.026334,1.0,1.032174,211.729268,0
high_extraction,58,4.2,1.012244,0.036126,0.025804,1.0,1.012244,212.741512,0
high_extraction,59,4.2,0.993509,0.035429,0.025306,1.0,0.993509,213.735022,0
high_extraction,60,4.2,0.975899,0.034773,0.024838,1.0,0.975899,214.71092,0
high_extraction,61,4.2,0.959345,0.034156,0.024397,1.0,0.959345,215.670265,0
high_extraction,62,4.2,0.943784,0.033577,0.023984,1.0,0.943784,216.614049,0
high_extraction,63,4.2,0.929157,0.033032,0.023595,1.0,0.929157,217.543206,0
high_extraction,64,4.2,0.915408,0.03252,0.023229,1.0,0.915408,218.458614,0
high_extraction,65,4.2,0.902483,0.032039,0.022885,1.0,0.902483,219.361097,0
high_extraction,66,4.2,0.890334,0.031587,0.022562,1.0,0.890334,220.251431,0
high_extraction,67,4.2,0.878914,0.031162,0.022258,1.0,0.878914,221.130345,0
high_extraction,68,4.2,0.868179,0.030762,0.021973,1.0,0.868179,221.998525,0
high_extraction,69,4.2,0.858089,0.030386,0.021704,1.0,0.858089,222.856613,0
high_extraction,70,4.2,0.848603,0.030033,0.021452,1.0,0.848603,223.705216,1
high_extraction,71,4.2,0.839687,0.029701,0.021215,1.0,0.839687,224.544903,1
high_extraction,72,4.2,0.831306,0.029389,0.020992,1.0,0.831306,225.376209,1
high_extraction,73,4.2,0.823427,0.029096,0.020783,1.0,0.823427,226.199637,1
high_extraction,74,4.2,0.816022,0.02882,0.020586,1.0,0.816022,227.015658,1
high_extraction,75,4.2,0.80906,0.028561,0.020401,1.0,0.80906,227.824719,1
high_extraction,76,4.2,0.802517,0.028317,0.020227,1.0,0.802517,228.627236,1
high_extraction,77,4.2,0.796366,0.028088,0.020063,1.0,0.796366,229.423602,1
high_extraction,78,4.2,0.790584,0.027873,0.019909,1.0,0.790584,230.214186,1
high_extraction,79,4.2,0.785149,0.02767,0.019765,1.0,0.785149,230.999334,1
high_extraction,80,4.2,0.78004,0.02748,0.019629,1.0,0.78004,231.779374,1
high_extraction,81,4.2,0.775238,0.027301,0.019501,1.0,0.775238,232.554612,1
high_extraction,82,4.2,0.770723,0.027133,0.019381,1.0,0.770723,233.325335,1
high_extraction,83,4.2,0.76648,0.026975,0.019268,1.0,0.76648,234.091815,1
high_extraction,84,4.2,0.762491,0.026827,0.019162,1.0,0.762491,234.854306,1
high_extraction,85,4.2,0.758742,0.026687,0.019062,1.0,0.758742,235.613048,1
high_extraction,86,4.2,0.755217,0.026556,0.018969,1.0,0.755217,236.368265,1
high_extraction,87,4.2,0.751904,0.026433,0.01888,1.0,0.751904,237.120169,1
high_extraction,88,4.2,0.74879,0.026317,0.018798,1.0,0.74879,237.868959,1
high_extraction,89,4.2,0.745862,0.026208,0.01872,1.0,0.745862,238.614821,1
high_extraction,90,4.2,0.743111,0.026105,0.018647,1.0,0.743111,239.357932,1
high_extraction,91,4.2,0.740524,0.026009,0.018578,1.0,0.740524,240.098456,1
high_extraction,92,4.2,0.738093,0.025918,0.018513,1.0,0.738093,240.836549,1
high_extraction,93,4.2,0.735807,0.025833,0.018452,1.0,0.735807,241.572356,1
high_extraction,94,4.2,0.733659,0.025753,0.018395,1.0,0.733659,242.306014,1
high_extraction,95,4.2,0.731639,0.025678,0.018341,1.0,0.731639,243.037654,1
high_extraction,96,4.2,0.729741,0.025607,0.018291,1.0,0.729741,243.767394,1
high_extraction,97,4.2,0.727956,0.025541,0.018244,1.0,0.727956,244.495351,1
high_extraction,98,4.2,0.726279,0.025478,0.018199,1.0,0.726279,245.22163,1
high_extraction,99,4.2,0.724702,0.02542,0.018157,1.0,0.724702,245.946332,1
high_extraction,100,4.2,0.72322,0.025365,0.018118,1.0,0.72322,246.669552,1
high_extraction,101,4.2,0.721827,0.025313,0.018081,1.0,0.721827,247.391379,1
high_extraction,102,4.2,0.720517,0.025264,0.018046,1.0,0.720517,248.111896,1
high_extraction,103,4.2,0.719286,0.025218,0.018013,1.0,0.719286,248.831182,1
high_extraction,104,4.2,0.718129,0.025175,0.017982,1.0,0.718129,249.549311,1
high_extraction,105,4.2,0.717041,0.025135,0.017953,1.0,0.717041,250.266353,1
high_extraction,106,4.2,0.716019,0.025096,0.017926,1.0,0.716019,250.982372,1
high_extraction,107,4.2,0.715058,0.025061,0.0179,1.0,0.715058,251.697429,1
high_extraction,108,4.2,0.714154,0.025027,0.017876,1.0,0.714154,252.411584,1
high_extraction,109,4.2,0.713305,0.024995,0.017854,1.0,0.713305,253.124889,1
high_extraction,110,4.2,0.712507,0.024966,0.017833,1.0,0.712507,253.837395,1
high_extraction,111,4.2,0.711756,0.024938,0.017813,1.0,0.711756,254.549151,1
high_extraction,112,4.2,0.711051,0.024911,0.017794,1.0,0.711051,255.260202,1
high_extraction,113,4.2,0.710388,0.024887,0.017776,1.0,0.710388,255.97059,1
high_extraction,114,4.2,0.709765,0.024864,0.01776,1.0,0.709765,256.680355,1
high_extraction,115,4.2,0.709179,0.024842,0.017744,1.0,0.709179,257.389534,1
high_extraction,116,4.2,0.708628,0.024821,0.017729,1.0,0.708628,258.098162,1
high_extraction,117,4.2,0.70811,0.024802,0.017716,1.0,0.70811,258.806272,1
high_extraction,118,4.2,0.707624,0.024784,0.017703,1.0,0.707624,259.513896,1
high_extraction,119,4.2,0.707166,0.024767,0.017691,1.0,0.707166,260.221062,1
high_extraction,120,4.2,0.706736,0.024751,0.017679,1.0,0.706736,260.927798,1
restoration_investment,1,4.2,11.322,0.42,0.3,1.0,11.322,11.322,0
restoration_investment,2,4.2,10.68468,0.39627,0.28305,1.0,10.68468,22.00668,0
restoration_investment,3,4.2,10.085599,0.373964,0.267117,1.0,10.085599,32.092279,0
restoration_investment,4,4.2,9.522463,0.352996,0.25214,1.0,9.522463,41.614742,0
restoration_investment,5,4.2,8.993115,0.333286,0.238062,1.0,8.993115,50.607858,0
restoration_investment,6,4.2,8.495529,0.314759,0.224828,1.0,8.495529,59.103386,0
restoration_investment,7,4.2,8.027797,0.297343,0.212388,1.0,8.027797,67.131183,0
restoration_investment,8,4.2,7.588129,0.280973,0.200695,1.0,7.588129,74.719312,0
restoration_investment,9,4.2,7.174841,0.265585,0.189703,1.0,7.174841,81.894154,0
restoration_investment,10,4.2,6.786351,0.251119,0.179371,1.0,6.786351,88.680504,0
restoration_investment,11,4.2,6.42117,0.237522,0.169659,1.0,6.42117,95.101674,0
restoration_investment,12,4.2,6.0779,0.224741,0.160529,1.0,6.0779,101.179574,0
restoration_investment,13,4.2,5.755226,0.212726,0.151947,1.0,5.755226,106.934799,0
restoration_investment,14,4.2,5.451912,0.201433,0.143881,1.0,5.451912,112.386711,0
restoration_investment,15,4.2,5.166797,0.190817,0.136298,1.0,5.166797,117.553509,0
restoration_investment,16,4.2,4.898789,0.180838,0.12917,1.0,4.898789,122.452298,0
restoration_investment,17,4.2,4.646862,0.171458,0.12247,1.0,4.646862,127.09916,0
restoration_investment,18,4.2,4.41005,0.16264,0.116172,1.0,4.41005,131.509211,0
restoration_investment,19,4.2,4.187447,0.154352,0.110251,1.0,4.187447,135.696658,0
restoration_investment,20,4.2,3.978201,0.146561,0.104686,1.0,3.978201,139.674858,0
restoration_investment,21,4.2,3.781508,0.139237,0.099455,1.0,3.781508,143.456367,0
restoration_investment,22,4.2,3.596618,0.132353,0.094538,1.0,3.596618,147.052985,0
restoration_investment,23,4.2,3.422821,0.125882,0.089915,1.0,3.422821,150.475806,0
restoration_investment,24,4.2,3.259452,0.119799,0.085571,1.0,3.259452,153.735257,0
restoration_investment,25,4.2,3.105885,0.114081,0.081486,1.0,3.105885,156.841142,0
restoration_investment,26,4.2,2.961531,0.108706,0.077647,1.0,2.961531,159.802674,0
restoration_investment,27,4.2,2.82584,0.103654,0.074038,1.0,2.82584,162.628513,0
restoration_investment,28,4.2,2.698289,0.098904,0.070646,1.0,2.698289,165.326802,0
restoration_investment,29,4.2,2.578392,0.09444,0.067457,1.0,2.578392,167.905194,0
restoration_investment,30,4.2,2.465688,0.090244,0.06446,1.0,2.465688,170.370883,0
restoration_investment,31,4.2,2.359747,0.086299,0.061642,1.0,2.359747,172.73063,0
restoration_investment,32,4.2,2.260162,0.082591,0.058994,1.0,2.260162,174.990792,0
restoration_investment,33,4.2,2.166552,0.079106,0.056504,1.0,2.166552,177.157344,0
restoration_investment,34,4.2,2.078559,0.075829,0.054164,1.0,2.078559,179.235904,0
restoration_investment,35,4.2,1.995846,0.07275,0.051964,1.0,1.995846,181.231749,0
restoration_investment,36,4.2,1.918095,0.069855,0.049896,1.0,1.918095,183.149844,0
restoration_investment,37,4.2,1.845009,0.067133,0.047952,1.0,1.845009,184.994854,0
restoration_investment,38,4.2,1.776309,0.064575,0.046125,1.0,1.776309,186.771163,0
restoration_investment,39,4.2,1.71173,0.062171,0.044408,1.0,1.71173,188.482893,0
restoration_investment,40,4.2,1.651026,0.059911,0.042793,1.0,1.651026,190.133919,0
restoration_investment,41,4.2,1.593965,0.057786,0.041276,1.0,1.593965,191.727884,0
restoration_investment,42,4.2,1.540327,0.055789,0.039849,1.0,1.540327,193.268211,0
restoration_investment,43,4.2,1.489907,0.053911,0.038508,1.0,1.489907,194.758118,0
restoration_investment,44,4.2,1.442513,0.052147,0.037248,1.0,1.442513,196.200631,0
restoration_investment,45,4.2,1.397962,0.050488,0.036063,1.0,1.397962,197.598593,0
restoration_investment,46,4.2,1.356084,0.048929,0.034949,1.0,1.356084,198.954678,0
restoration_investment,47,4.2,1.316719,0.047463,0.033902,1.0,1.316719,200.271397,0
restoration_investment,48,4.2,1.279716,0.046085,0.032918,1.0,1.279716,201.551113,0
restoration_investment,49,4.2,1.244933,0.04479,0.031993,1.0,1.244933,202.796046,0
restoration_investment,50,4.2,1.212237,0.043573,0.031123,1.0,1.212237,204.008284,0
restoration_investment,51,4.2,1.181503,0.042428,0.030306,1.0,1.181503,205.189787,0
restoration_investment,52,4.2,1.152613,0.041353,0.029538,1.0,1.152613,206.342399,0
restoration_investment,53,4.2,1.125456,0.040341,0.028815,1.0,1.125456,207.467856,0
restoration_investment,54,4.2,1.099929,0.039391,0.028136,1.0,1.099929,208.567784,0
restoration_investment,55,4.2,1.075933,0.038498,0.027498,1.0,1.075933,209.643717,0
restoration_investment,56,4.2,1.053377,0.037658,0.026898,1.0,1.053377,210.697094,0
restoration_investment,57,4.2,1.032174,0.036868,0.026334,1.0,1.032174,211.729268,0
restoration_investment,58,4.2,1.012244,0.036126,0.025804,1.0,1.012244,212.741512,0
restoration_investment,59,4.2,0.993509,0.035429,0.025306,1.0,0.993509,213.735022,0
restoration_investment,60,4.2,0.975899,0.034773,0.024838,1.0,0.975899,214.71092,0
restoration_investment,61,4.2,0.959345,0.034156,0.024397,1.0,0.959345,215.670265,0
restoration_investment,62,4.2,0.943784,0.033577,0.023984,1.0,0.943784,216.614049,0
restoration_investment,63,4.2,0.929157,0.033032,0.023595,1.0,0.929157,217.543206,0
restoration_investment,64,4.2,0.915408,0.03252,0.023229,1.0,0.915408,218.458614,0
restoration_investment,65,4.2,0.902483,0.032039,0.022885,1.0,0.902483,219.361097,0
restoration_investment,66,4.2,0.890334,0.031587,0.022562,1.0,0.890334,220.251431,0
restoration_investment,67,4.2,0.878914,0.031162,0.022258,1.0,0.878914,221.130345,0
restoration_investment,68,4.2,0.868179,0.030762,0.021973,1.0,0.868179,221.998525,0
restoration_investment,69,4.2,0.858089,0.030386,0.021704,1.0,0.858089,222.856613,0
restoration_investment,70,3.15,0.838103,0.030033,0.021452,1.0,0.838103,223.694716,1
restoration_investment,71,3.15,0.819317,0.029334,0.020953,1.0,0.819317,224.514033,1
restoration_investment,72,3.15,0.801658,0.028676,0.020483,1.0,0.801658,225.315691,1
restoration_investment,73,3.15,0.785059,0.028058,0.020041,1.0,0.785059,226.10075,1
restoration_investment,74,3.15,0.769455,0.027477,0.019626,1.0,0.769455,226.870205,1
restoration_investment,75,3.15,0.754788,0.026931,0.019236,1.0,0.754788,227.624993,1
restoration_investment,76,3.15,0.741,0.026418,0.01887,1.0,0.741,228.365993,1
