pathway,year,energy_demand,clean_energy_share,emissions_intensity,annual_emissions,cumulative_emissions,climate_stress,adaptation_capacity,climate_damages,transition_cost,land_pressure,water_stress,equity_score,sustainability_score,land_breach,water_breach,equity_breach
baseline_continuation,14,1.214874,0.36,0.4608,0.559814,8.436102,0.33185,0.300846,0.032337,0.012,0.492677,0.51509,0.482726,0.073313,False,False,False
baseline_continuation,15,1.231883,0.37,0.4536,0.558782,8.994884,0.341908,0.301427,0.034299,0.0168,0.498239,0.52115,0.48143,0.074185,False,False,False
baseline_continuation,16,1.249129,0.384,0.44352,0.554014,9.548897,0.35188,0.301908,0.036304,0.0168,0.504843,0.527233,0.480989,0.076517,False,False,False
baseline_continuation,17,1.266617,0.398,0.43344,0.549002,10.0979,0.361762,0.30229,0.03835,0.0168,0.511491,0.533337,0.480539,0.078858,False,False,False
baseline_continuation,18,1.284349,0.412,0.42336,0.543742,10.641642,0.37155,0.302575,0.040437,0.0168,0.518183,0.539462,0.48008,0.081209,False,False,False
baseline_continuation,19,1.30233,0.426,0.41328,0.538227,11.179869,0.381238,0.302763,0.042562,0.0168,0.524919,0.545607,0.479612,0.083573,False,False,False
baseline_continuation,20,1.320563,0.44,0.4032,0.532451,11.71232,0.390822,0.302854,0.044723,0.0168,0.531701,0.55177,0.479137,0.08595,False,False,False
baseline_continuation,21,1.339051,0.454,0.39312,0.526408,12.238727,0.400297,0.302851,0.046918,0.0168,0.538529,0.55795,0.478654,0.088341,False,False,False
baseline_continuation,22,1.357798,0.468,0.38304,0.520091,12.758818,0.409659,0.302755,0.049145,0.0168,0.545404,0.564146,0.478164,0.09075,False,False,False
baseline_continuation,23,1.376807,0.482,0.37296,0.513494,13.272312,0.418902,0.302566,0.051402,0.0168,0.552325,0.570356,0.477668,0.093176,False,False,False
baseline_continuation,24,1.396082,0.496,0.36288,0.50661,13.778922,0.428021,0.302286,0.053685,0.0168,0.559295,0.57658,0.477165,0.095621,False,False,False
baseline_continuation,25,1.415627,0.51,0.3528,0.499433,14.278355,0.43701,0.301916,0.055994,0.0168,0.566313,0.582816,0.476657,0.098088,False,False,False
baseline_continuation,26,1.435446,0.524,0.34272,0.491956,14.770311,0.445866,0.301457,0.058324,0.0168,0.57338,0.589062,0.476145,0.100577,False,False,False
baseline_continuation,27,1.455542,0.538,0.33264,0.484172,15.254483,0.454581,0.300911,0.060674,0.0168,0.580498,0.595317,0.475628,0.103091,False,False,False
baseline_continuation,28,1.47592,0.552,0.32256,0.476073,15.730556,0.46315,0.30028,0.06304,0.0168,0.587666,0.601579,0.475107,0.105632,False,False,False
baseline_continuation,29,1.496583,0.566,0.31248,0.467652,16.198208,0.471568,0.299564,0.065419,0.0168,0.594885,0.607847,0.474584,0.1082,False,False,False
baseline_continuation,30,1.517535,0.58,0.3024,0.458903,16.65711,0.479828,0.298766,0.067808,0.0168,0.602156,0.61412,0.474058,0.110799,False,False,False
baseline_continuation,31,1.53878,0.594,0.29232,0.449816,17.106927,0.487925,0.297886,0.070204,0.0168,0.60948,0.620395,0.473531,0.11343,False,False,False
baseline_continuation,32,1.560323,0.608,0.28224,0.440386,17.547312,0.495852,0.296928,0.072603,0.0168,0.616858,0.626671,0.473003,0.116096,False,False,False
baseline_continuation,33,1.582168,0.622,0.27216,0.430603,17.977915,0.503602,0.295892,0.075001,0.0168,0.62429,0.632947,0.472476,0.118797,False,False,False
baseline_continuation,34,1.604318,0.636,0.26208,0.42046,18.398375,0.511171,0.29478,0.077394,0.0168,0.631777,0.63922,0.471949,0.121537,False,False,False
baseline_continuation,35,1.626779,0.65,0.252,0.409948,18.808323,0.51855,0.293595,0.079778,0.0168,0.63932,0.645488,0.471425,0.124317,False,False,False
baseline_continuation,36,1.649553,0.664,0.24192,0.39906,19.207383,0.525733,0.292337,0.08215,0.0168,0.64692,0.651751,0.470903,0.127141,False,False,False
baseline_continuation,37,1.672647,0.678,0.23184,0.387787,19.595169,0.532713,0.29101,0.084504,0.0168,0.654576,0.658005,0.470385,0.130009,False,False,False
baseline_continuation,38,1.696064,0.692,0.22176,0.376119,19.971288,0.539483,0.289615,0.086836,0.0168,0.662292,0.664248,0.469872,0.132926,False,False,False
baseline_continuation,39,1.719809,0.706,0.21168,0.364049,20.335338,0.546036,0.288155,0.089141,0.0168,0.670066,0.67048,0.469365,0.135892,False,False,False
baseline_continuation,40,1.743886,0.72,0.2016,0.351568,20.686905,0.552364,0.286631,0.091414,0.0168,0.6779,0.676697,0.468865,0.138911,False,False,False
delayed_transition,0,1.0,0.22,0.5616,0.5616,0.5616,0.190109,0.284099,0.010867,0.0132,0.41,0.434863,0.523233,0.066465,False,False,False
delayed_transition,1,1.011,0.226,0.55728,0.56341,1.12501,0.20025,0.288096,0.01199,0.0132,0.41348,0.439512,0.522986,0.067257,False,False,False
delayed_transition,2,1.022121,0.232,0.55296,0.565192,1.690202,0.210424,0.291992,0.013167,0.0132,0.416982,0.444204,0.522727,0.068025,False,False,False
delayed_transition,3,1.033364,0.238,0.54864,0.566945,2.257147,0.220629,0.295786,0.014397,0.0132,0.420506,0.448942,0.522457,0.068767,False,False,False
delayed_transition,4,1.044731,0.244,0.54432,0.568668,2.825815,0.230865,0.299477,0.015681,0.0132,0.424052,0.453724,0.522174,0.069485,False,False,False
delayed_transition,5,1.056223,0.25,0.54,0.570361,3.396176,0.241131,0.303066,0.01702,0.0132,0.42762,0.458551,0.52188,0.070177,False,False,False
delayed_transition,6,1.067842,0.256,0.53568,0.572022,3.968197,0.251428,0.306552,0.018411,0.0132,0.431212,0.463423,0.521573,0.070845,False,False,False
delayed_transition,7,1.079588,0.262,0.53136,0.57365,4.541847,0.261753,0.309934,0.019857,0.0132,0.434826,0.468339,0.521255,0.071488,False,False,False
delayed_transition,8,1.091464,0.268,0.52704,0.575245,5.117092,0.272108,0.313213,0.021358,0.0132,0.438463,0.473301,0.520925,0.072106,False,False,False
delayed_transition,9,1.10347,0.274,0.52272,0.576806,5.693898,0.28249,0.316388,0.022912,0.0132,0.442125,0.478307,0.520583,0.072699,False,False,False
delayed_transition,10,1.115608,0.28,0.5184,0.578331,6.272229,0.2929,0.319459,0.024521,0.0132,0.445809,0.483359,0.520229,0.073267,False,False,False
delayed_transition,11,1.12788,0.286,0.51408,0.57982,6.852049,0.303337,0.322426,0.026185,0.0132,0.449518,0.488456,0.519863,0.07381,False,False,False
delayed_transition,12,1.140286,0.292,0.50976,0.581272,7.433322,0.3138,0.325288,0.027904,0.0132,0.453252,0.493597,0.519485,0.074329,False,False,False
delayed_transition,13,1.152829,0.298,0.50544,0.582686,8.016008,0.324288,0.328045,0.029679,0.0132,0.457009,0.498784,0.519095,0.074823,False,False,False
delayed_transition,14,1.16551,0.304,0.50112,0.584061,8.600068,0.334801,0.330697,0.03151,0.0132,0.460792,0.504017,0.518692,0.075293,False,False,False
delayed_transition,15,1.178331,0.31,0.4968,0.585395,9.185463,0.345338,0.333243,0.033397,0.0704,0.4646,0.509294,0.507981,0.073267,False,False,False
delayed_transition,16,1.191293,0.342,0.47376,0.564387,9.74985,0.355497,0.335689,0.035261,0.0704,0.474933,0.51448,0.507571,0.081735,False,False,False
delayed_transition,17,1.204397,0.374,0.45072,0.542846,10.292696,0.365269,0.338036,0.037094,0.0704,0.485291,0.51957,0.507167,0.090276,False,False,False
delayed_transition,18,1.217645,0.406,0.42768,0.520763,10.813458,0.374642,0.340289,0.03889,0.0704,0.495676,0.524561,0.506772,0.098895,False,False,False
delayed_transition,19,1.231039,0.438,0.40464,0.498128,11.311586,0.383609,0.342453,0.04064,0.0704,0.506087,0.52945,0.506387,0.107594,False,False,False
delayed_transition,20,1.244581,0.47,0.3816,0.474932,11.786518,0.392157,0.344532,0.042337,0.0704,0.516525,0.534232,0.506014,0.116377,False,False,False
delayed_transition,21,1.258271,0.502,0.35856,0.451166,12.237684,0.400278,0.346529,0.043974,0.0704,0.526989,0.538904,0.505654,0.125247,False,False,False
delayed_transition,22,1.272112,0.534,0.33552,0.426819,12.664503,0.407961,0.348449,0.045544,0.0704,0.53748,0.543462,0.505308,0.134208,False,False,False
delayed_transition,23,1.286105,0.566,0.31248,0.401882,13.066385,0.415195,0.350297,0.04704,0.0704,0.547999,0.547902,0.504979,0.143263,False,False,False
delayed_transition,24,1.300253,0.598,0.28944,0.376345,13.44273,0.421969,0.352078,0.048454,0.0704,0.558545,0.552219,0.504668,0.152417,False,False,False
delayed_transition,25,1.314555,0.63,0.2664,0.350198,13.792928,0.428273,0.353795,0.049781,0.0704,0.56912,0.55641,0.504376,0.161671,False,False,False
delayed_transition,26,1.329015,0.662,0.24336,0.323429,14.116357,0.434094,0.355454,0.051012,0.0704,0.579723,0.560471,0.504105,0.171032,False,False,False
delayed_transition,27,1.343635,0.694,0.22032,0.29603,14.412387,0.439423,0.35706,0.052142,0.0704,0.590354,0.564397,0.503857,0.1805,False,False,False
delayed_transition,28,1.358415,0.726,0.19728,0.267988,14.680375,0.444247,0.358617,0.053164,0.0704,0.601015,0.568184,0.503632,0.190082,False,False,False
delayed_transition,29,1.373357,0.758,0.17424,0.239294,14.919669,0.448554,0.360132,0.054072,0.0704,0.611704,0.571827,0.503432,0.199779,False,False,False
delayed_transition,30,1.388464,0.79,0.1512,0.209936,15.129604,0.452333,0.361608,0.05486,0.0704,0.622424,0.575322,0.503259,0.209597,False,False,False
delayed_transition,31,1.403737,0.822,0.12816,0.179903,15.309507,0.455571,0.363053,0.055522,0.0704,0.633173,0.578665,0.503113,0.219538,False,False,False
delayed_transition,32,1.419178,0.854,0.10512,0.149184,15.458691,0.458256,0.36447,0.056053,0.0704,0.643952,0.58185,0.502996,0.229606,False,False,False
delayed_transition,33,1.434789,0.886,0.08208,0.117768,15.576459,0.460376,0.365866,0.056449,0.0704,0.654762,0.584873,0.502909,0.239805,False,False,False
delayed_transition,34,1.450572,0.918,0.05904,0.085642,15.662101,0.461918,0.367247,0.056704,0.0704,0.665603,0.587729,0.502853,0.250138,False,False,False
delayed_transition,35,1.466528,0.95,0.036,0.052795,15.714896,0.462868,0.368619,0.056814,0.0704,0.676475,0.590413,0.502829,0.26061,False,False,False
delayed_transition,36,1.48266,0.982,0.01296,0.019215,15.734111,0.463214,0.369986,0.056776,0.0704,0.687379,0.59292,0.502837,0.271224,False,False,False
delayed_transition,37,1.498969,1.0,0.0,0.0,15.734111,0.463214,0.371354,0.056652,0.0704,0.694814,0.595338,0.502864,0.27718,False,False,False
delayed_transition,38,1.515458,1.0,0.0,0.0,15.734111,0.463214,0.372722,0.056529,0.0704,0.697782,0.597785,0.502892,0.277009,False,False,False
delayed_transition,39,1.532128,1.0,0.0,0.0,15.734111,0.463214,0.37409,0.056406,0.0704,0.700783,0.600261,0.502919,0.276833,False,False,False
delayed_transition,40,1.548981,1.0,0.0,0.0,15.734111,0.463214,0.375458,0.056283,0.0704,0.703817,0.602766,0.502946,0.276653,False,False,False
rapid_decarbonization,0,1.0,0.22,0.5616,0.5616,0.5616,0.190109,0.288099,0.010806,0.119,0.392,0.434303,0.576203,0.081303,False,False,False
rapid_decarbonization,1,1.0,0.255,0.5364,0.5364,1.098,0.199764,0.296101,0.011798,0.119,0.40075,0.436466,0.575985,0.09236,False,False,False
rapid_decarbonization,2,1.0,0.29,0.5112,0.5112,1.6092,0.208966,0.304012,0.012764,0.119,0.4095,0.438487,0.575772,0.103417,False,False,False
rapid_decarbonization,3,1.0,0.325,0.486,0.486,2.0952,0.217714,0.311834,0.0137,0.119,0.41825,0.440366,0.575566,0.114474,False,False,False
rapid_decarbonization,4,1.0,0.36,0.4608,0.4608,2.556,0.226008,0.319574,0.014597,0.119,0.427,0.442102,0.575369,0.125533,False,False,False
rapid_decarbonization,5,1.0,0.395,0.4356,0.4356,2.9916,0.233849,0.327236,0.015452,0.119,0.43575,0.443696,0.575181,0.136597,False,False,False
rapid_decarbonization,6,1.0,0.43,0.4104,0.4104,3.402,0.241236,0.334824,0.016258,0.119,0.4445,0.445145,0.575003,0.147667,False,False,False
rapid_decarbonization,7,1.0,0.465,0.3852,0.3852,3.7872,0.24817,0.342342,0.017012,0.119,0.45325,0.44645,0.574837,0.158743,False,False,False
rapid_decarbonization,8,1.0,0.5,0.36,0.36,4.1472,0.25465,0.349795,0.017709,0.119,0.462,0.44761,0.574684,0.169828,False,False,False
rapid_decarbonization,9,1.0,0.535,0.3348,0.3348,4.482,0.260676,0.357189,0.018346,0.119,0.47075,0.448623,0.574544,0.180923,False,False,False
rapid_decarbonization,10,1.0,0.57,0.3096,0.3096,4.7916,0.266249,0.364526,0.01892,0.119,0.4795,0.449491,0.574418,0.192028,False,False,False
rapid_decarbonization,11,1.0,0.605,0.2844,0.2844,5.076,0.271368,0.371812,0.019429,0.119,0.48825,0.450211,0.574306,0.203146,False,False,False
rapid_decarbonization,12,1.0,0.64,0.2592,0.2592,5.3352,0.276034,0.379052,0.019871,0.119,0.497,0.450784,0.574208,0.214276,False,False,False
rapid_decarbonization,13,1.0,0.675,0.234,0.234,5.5692,0.280246,0.38625,0.020245,0.119,0.50575,0.451209,0.574126,0.225421,False,False,False
rapid_decarbonization,14,1.0,0.71,0.2088,0.2088,5.778,0.284004,0.39341,0.020549,0.119,0.5145,0.451484,0.574059,0.236581,False,False,False
rapid_decarbonization,15,1.0,0.745,0.1836,0.1836,5.9616,0.287309,0.400537,0.020783,0.0952,0.52325,0.45161,0.578292,0.248785,False,False,False
rapid_decarbonization,16,1.0,0.773,0.16344,0.16344,6.12504,0.290251,0.407634,0.02096,0.0952,0.53025,0.451616,0.578253,0.257957,False,False,False
rapid_decarbonization,17,1.0,0.801,0.14328,0.14328,6.26832,0.29283,0.414706,0.021079,0.0952,0.53725,0.451503,0.578227,0.267142,False,False,False
rapid_decarbonization,18,1.0,0.829,0.12312,0.12312,6.39144,0.295046,0.421755,0.021142,0.0952,0.54425,0.45127,0.578213,0.276341,False,False,False
rapid_decarbonization,19,1.0,0.857,0.10296,0.10296,6.4944,0.296899,0.428786,0.021148,0.0952,0.55125,0.450916,0.578211,0.285554,False,False,False
rapid_decarbonization,20,1.0,0.885,0.0828,0.0828,6.5772,0.29839,0.435802,0.021098,0.0952,0.55825,0.45044,0.578222,0.294781,False,False,False
rapid_decarbonization,21,1.0,0.913,0.06264,0.06264,6.63984,0.299517,0.442807,0.020994,0.0952,0.56525,0.449843,0.578245,0.304024,False,False,False
rapid_decarbonization,22,1.0,0.941,0.04248,0.04248,6.68232,0.300282,0.449804,0.020836,0.0952,0.57225,0.449123,0.57828,0.313282,False,False,False
rapid_decarbonization,23,1.0,0.969,0.02232,0.02232,6.70464,0.300684,0.456798,0.020627,0.0952,0.57925,0.448281,0.578326,0.322556,False,False,False
rapid_decarbonization,24,1.0,0.997,0.00216,0.00216,6.7068,0.300722,0.46379,0.020366,0.0952,0.58625,0.447315,0.578383,0.331846,False,False,False
rapid_decarbonization,25,1.0,1.0,0.0,0.0,6.7068,0.300722,0.470783,0.020101,0.0952,0.587,0.446336,0.578442,0.333938,False,False,False
rapid_decarbonization,26,1.0,1.0,0.0,0.0,6.7068,0.300722,0.477776,0.019835,0.0952,0.587,0.445357,0.5785,0.335166,False,False,False
rapid_decarbonization,27,1.0,1.0,0.0,0.0,6.7068,0.300722,0.484769,0.01957,0.0952,0.587,0.444378,0.578559,0.336394,False,False,False
rapid_decarbonization,28,1.0,1.0,0.0,0.0,6.7068,0.300722,0.491761,0.019304,0.0952,0.587,0.443399,0.578617,0.337622,False,False,False
rapid_decarbonization,29,1.0,1.0,0.0,0.0,6.7068,0.300722,0.498754,0.019038,0.0952,0.587,0.44242,0.578676,0.33885,False,False,False
rapid_decarbonization,30,1.0,1.0,0.0,0.0,6.7068,0.300722,0.505747,0.018773,0.0952,0.587,0.441441,0.578734,0.340078,False,False,False
rapid_decarbonization,31,1.0,1.0,0.0,0.0,6.7068,0.300722,0.51274,0.018507,0.0952,0.587,0.440462,0.578792,0.341305,False,False,False
rapid_decarbonization,32,1.0,1.0,0.0,0.0,6.7068,0.300722,0.519733,0.018242,0.0952,0.587,0.439483,0.578851,0.342533,False,False,False
rapid_decarbonization,33,1.0,1.0,0.0,0.0,6.7068,0.300722,0.526725,0.017976,0.0952,0.587,0.438504,0.578909,0.343761,False,False,False
rapid_decarbonization,34,1.0,1.0,0.0,0.0,6.7068,0.300722,0.533718,0.01771,0.0952,0.587,0.437525,0.578968,0.344989,False,False,False
rapid_decarbonization,35,1.0,1.0,0.0,0.0,6.7068,0.300722,0.540711,0.017445,0.0952,0.587,0.436546,0.579026,0.346217,False,False,False
rapid_decarbonization,36,1.0,1.0,0.0,0.0,6.7068,0.300722,0.547704,0.017179,0.0952,0.587,0.435567,0.579085,0.347445,False,False,False
rapid_decarbonization,37,1.0,1.0,0.0,0.0,6.7068,0.300722,0.554696,0.016914,0.0952,0.587,0.434588,0.579143,0.348673,False,False,False
rapid_decarbonization,38,1.0,1.0,0.0,0.0,6.7068,0.300722,0.561689,0.016648,0.0952,0.587,0.433609,0.579201,0.349901,False,False,False
rapid_decarbonization,39,1.0,1.0,0.0,0.0,6.7068,0.300722,0.568682,0.016382,0.0952,0.587,0.43263,0.57926,0.351129,False,False,False
rapid_decarbonization,40,1.0,1.0,0.0,0.0,6.7068,0.300722,0.575675,0.016117,0.0952,0.587,0.431651,0.579318,0.352357,False,False,False
adaptation_heavy,0,1.0,0.22,0.5616,0.5616,0.5616,0.190109,0.300099,0.010624,0.03472,0.401,0.432623,0.584213,0.084561,False,False,False
adaptation_heavy,1,1.008,0.234,0.55152,0.555932,1.117532,0.200116,0.320098,0.011436,0.03472,0.40594,0.434506,0.584035,0.09076,False,False,False
adaptation_heavy,2,1.016064,0.248,0.54144,0.550138,1.66767,0.210018,0.339998,0.012227,0.03472,0.410892,0.436377,0.583861,0.096965,False,False,False
adaptation_heavy,3,1.024193,0.262,0.53136,0.544215,2.211885,0.219814,0.359799,0.012992,0.03472,0.415855,0.438236,0.583692,0.103178,False,False,False
adaptation_heavy,4,1.032386,0.276,0.52128,0.538162,2.750047,0.229501,0.379504,0.013726,0.03472,0.420829,0.440081,0.583531,0.109399,False,False,False
adaptation_heavy,5,1.040645,0.29,0.5112,0.531978,3.282025,0.239076,0.399114,0.014425,0.03472,0.425816,0.441913,0.583377,0.11563,False,False,False
adaptation_heavy,6,1.04897,0.304,0.50112,0.52566,3.807685,0.248538,0.418628,0.015083,0.03472,0.430815,0.44373,0.583232,0.121873,False,False,False
adaptation_heavy,7,1.057362,0.318,0.49104,0.519207,4.326892,0.257884,0.438049,0.015696,0.03472,0.435825,0.445532,0.583097,0.128127,False,False,False
adaptation_heavy,8,1.065821,0.332,0.48096,0.512617,4.839509,0.267111,0.457378,0.01626,0.03472,0.440848,0.447316,0.582973,0.134396,False,False,False
adaptation_heavy,9,1.074348,0.346,0.47088,0.505889,5.345398,0.276217,0.476616,0.016771,0.03472,0.445883,0.449083,0.582861,0.140678,False,False,False
adaptation_heavy,10,1.082942,0.36,0.4608,0.49902,5.844418,0.2852,0.495764,0.017226,0.03472,0.45093,0.450832,0.582761,0.146977,False,False,False
adaptation_heavy,11,1.091606,0.374,0.45072,0.492009,6.336426,0.294056,0.514824,0.01762,0.03472,0.455989,0.452561,0.582674,0.153292,False,False,False
adaptation_heavy,12,1.100339,0.388,0.44064,0.484853,6.82128,0.302783,0.533796,0.017951,0.03472,0.461061,0.454269,0.582601,0.159625,False,False,False
adaptation_heavy,13,1.109141,0.402,0.43056,0.477552,7.298831,0.311379,0.552682,0.018216,0.03472,0.466145,0.455956,0.582543,0.165977,False,False,False
adaptation_heavy,14,1.118015,0.416,0.42048,0.470103,7.768934,0.319841,0.571484,0.018411,0.03472,0.471243,0.457621,0.5825,0.172348,False,False,False
adaptation_heavy,15,1.126959,0.43,0.4104,0.462504,8.231438,0.328166,0.590202,0.018536,0.04464,0.476353,0.459262,0.580687,0.178312,False,False,False
adaptation_heavy,16,1.135974,0.448,0.39744,0.451482,8.68292,0.336293,0.608839,0.01858,0.04464,0.482475,0.460858,0.580677,0.185938,False,False,False
adaptation_heavy,17,1.145062,0.466,0.38448,0.440253,9.123173,0.344217,0.627397,0.018542,0.04464,0.488611,0.462408,0.580686,0.193598,False,False,False
adaptation_heavy,18,1.154223,0.484,0.37152,0.428817,9.55199,0.351936,0.645877,0.018422,0.04464,0.49476,0.463911,0.580712,0.201292,False,False,False
adaptation_heavy,19,1.163456,0.502,0.35856,0.417169,9.969159,0.359445,0.664283,0.018217,0.04464,0.500922,0.465365,0.580757,0.209021,False,False,False
adaptation_heavy,20,1.172764,0.52,0.3456,0.405307,10.374466,0.36674,0.682616,0.017929,0.04464,0.507098,0.466768,0.58082,0.216785,False,False,False
adaptation_heavy,21,1.182146,0.538,0.33264,0.393229,10.767695,0.373819,0.700877,0.017556,0.04464,0.513286,0.468119,0.580903,0.224586,False,False,False
adaptation_heavy,22,1.191603,0.556,0.31968,0.380932,11.148627,0.380675,0.719071,0.017098,0.04464,0.519489,0.469416,0.581003,0.232424,False,False,False
adaptation_heavy,23,1.201136,0.574,0.30672,0.368412,11.517039,0.387307,0.737198,0.016557,0.04464,0.525705,0.470658,0.581122,0.240301,False,False,False
adaptation_heavy,24,1.210745,0.592,0.29376,0.355669,11.872708,0.393709,0.755261,0.015933,0.04464,0.531934,0.471844,0.581259,0.248217,False,False,False
adaptation_heavy,25,1.220431,0.61,0.2808,0.342697,12.215405,0.399877,0.773262,0.015227,0.04464,0.538178,0.472971,0.581415,0.256172,False,False,False
adaptation_heavy,26,1.230195,0.628,0.26784,0.329495,12.5449,0.405808,0.791204,0.014442,0.04464,0.544435,0.474037,0.581588,0.264168,False,False,False
adaptation_heavy,27,1.240036,0.646,0.25488,0.31606,12.860961,0.411497,0.809089,0.013577,0.04464,0.550707,0.475042,0.581778,0.272205,False,False,False
adaptation_heavy,28,1.249956,0.664,0.24192,0.302389,13.16335,0.41694,0.826919,0.012637,0.04464,0.556992,0.475984,0.581985,0.280283,False,False,False
adaptation_heavy,29,1.259956,0.682,0.22896,0.28848,13.45183,0.422133,0.844698,0.011623,0.04464,0.563292,0.47686,0.582208,0.288404,False,False,False
adaptation_heavy,30,1.270036,0.7,0.216,0.274328,13.726158,0.427071,0.862427,0.010539,0.04464,0.569606,0.47767,0.582446,0.296567,False,False,False
adaptation_heavy,31,1.280196,0.718,0.20304,0.259931,13.986089,0.43175,0.88011,0.009386,0.04464,0.575935,0.478411,0.5827,0.304774,False,False,False
adaptation_heavy,32,1.290438,0.736,0.19008,0.245286,14.231375,0.436165,0.897748,0.00817,0.04464,0.582279,0.479081,0.582967,0.313024,False,False,False
adaptation_heavy,33,1.300761,0.754,0.17712,0.230391,14.461766,0.440312,0.915345,0.006893,0.04464,0.588637,0.479679,0.583248,0.321318,False,False,False
adaptation_heavy,34,1.311167,0.772,0.16416,0.215241,14.677007,0.444186,0.932903,0.00556,0.04464,0.59501,0.480204,0.583542,0.329657,False,False,False
adaptation_heavy,35,1.321657,0.79,0.1512,0.199834,14.876841,0.447783,0.950425,0.004175,0.04464,0.601398,0.480652,0.583846,0.338041,False,False,False
adaptation_heavy,36,1.33223,0.808,0.13824,0.184167,15.061009,0.451098,0.967914,0.002742,0.04464,0.607801,0.481022,0.584162,0.34647,False,False,False
adaptation_heavy,37,1.342888,0.826,0.12528,0.168237,15.229246,0.454126,0.985373,0.001267,0.04464,0.61422,0.481313,0.584486,0.354945,False,False,False
adaptation_heavy,38,1.353631,0.844,0.11232,0.15204,15.381286,0.456863,1.0,0.0,0.04464,0.620654,0.481914,0.584765,0.362951,False,False,False
adaptation_heavy,39,1.36446,0.862,0.09936,0.135573,15.516858,0.459303,1.0,0.0,0.04464,0.627103,0.484477,0.584765,0.368326,False,False,False
adaptation_heavy,40,1.375376,0.88,0.0864,0.118832,15.635691,0.461442,1.0,0.0,0.04464,0.633568,0.486951,0.584765,0.373747,False,False,False
equity_centered_transition,0,1.0,0.22,0.5616,0.5616,0.5616,0.190109,0.294099,0.010715,0.08112,0.383,0.433463,0.719841,0.117524,False,False,False
equity_centered_transition,1,1.003,0.246,0.54288,0.544509,1.106109,0.19991,0.3081,0.011613,0.08112,0.39004,0.435315,0.719643,0.126697,False,False,False
equity_centered_transition,2,1.006009,0.272,0.52416,0.52731,1.633418,0.209402,0.322006,0.012486,0.08112,0.397082,0.437077,0.719451,0.135882,False,False,False
equity_centered_transition,3,1.009027,0.298,0.50544,0.510003,2.143421,0.218582,0.33582,0.013328,0.08112,0.404125,0.438747,0.719266,0.14508,False,False,False
equity_centered_transition,4,1.012054,0.324,0.48672,0.492587,2.636008,0.227448,0.349545,0.014133,0.08112,0.41117,0.440325,0.719089,0.154291,False,False,False
equity_centered_transition,5,1.01509,0.35,0.468,0.475062,3.11107,0.235999,0.363186,0.014896,0.08112,0.418216,0.441808,0.718921,0.163518,False,False,False
equity_centered_transition,6,1.018136,0.376,0.44928,0.457428,3.568498,0.244233,0.376743,0.015614,0.08112,0.425264,0.443197,0.718763,0.172762,False,False,False
equity_centered_transition,7,1.02119,0.402,0.43056,0.439684,4.008182,0.252147,0.390222,0.016283,0.08112,0.432314,0.444489,0.718616,0.182023,False,False,False
equity_centered_transition,8,1.024254,0.428,0.41184,0.421829,4.43001,0.25974,0.403624,0.016898,0.08112,0.439366,0.445685,0.718481,0.191304,False,False,False
