scenario,time,state,perceived_state,target,intervention,counterresponse
timely_moderate_response,47,70.967783,70.967803,50.000000,3.774208,0.000000
timely_moderate_response,48,70.967773,70.967788,50.000000,3.774205,0.000000
timely_moderate_response,49,70.967766,70.967777,50.000000,3.774202,0.000000
timely_moderate_response,50,70.967760,70.967769,50.000000,3.774200,0.000000
timely_moderate_response,51,70.967756,70.967762,50.000000,3.774198,0.000000
timely_moderate_response,52,70.967752,70.967757,50.000000,3.774197,0.000000
timely_moderate_response,53,70.967750,70.967754,50.000000,3.774196,0.000000
timely_moderate_response,54,70.967748,70.967751,50.000000,3.774196,0.000000
timely_moderate_response,55,70.967747,70.967749,50.000000,3.774195,0.000000
timely_moderate_response,56,70.967745,70.967747,50.000000,3.774195,0.000000
timely_moderate_response,57,70.967745,70.967746,50.000000,3.774194,0.000000
timely_moderate_response,58,70.967744,70.967745,50.000000,3.774194,0.000000
timely_moderate_response,59,70.967743,70.967744,50.000000,3.774194,0.000000
timely_moderate_response,60,70.967743,70.967744,50.000000,3.774194,0.000000
timely_moderate_response,61,70.967743,70.967743,50.000000,3.774194,0.000000
timely_moderate_response,62,70.967743,70.967743,50.000000,3.774194,0.000000
timely_moderate_response,63,70.967742,70.967743,50.000000,3.774194,0.000000
timely_moderate_response,64,70.967742,70.967743,50.000000,3.774194,0.000000
timely_moderate_response,65,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,66,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,67,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,68,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,69,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,70,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,71,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,72,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,73,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,74,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,75,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,76,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,77,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,78,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,79,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,80,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,81,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,82,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,83,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,84,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,85,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,86,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,87,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,88,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,89,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,90,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,91,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,92,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,93,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,94,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,95,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,96,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,97,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,98,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,99,70.967742,70.967742,50.000000,3.774194,0.000000
timely_moderate_response,100,70.967742,70.967742,50.000000,3.774194,0.000000
delayed_response,1,80.000000,80.000000,50.000000,0.000000,0.000000
delayed_response,2,78.600000,80.000000,50.000000,5.400000,0.000000
delayed_response,3,77.165000,79.230000,50.000000,5.400000,0.000000
delayed_response,4,75.694125,78.094250,50.000000,5.400000,0.000000
delayed_response,5,74.186478,76.774181,50.000000,5.400000,0.000000
delayed_response,6,72.641140,75.350945,50.000000,5.400000,0.000000
delayed_response,7,71.057169,73.860552,50.000000,5.400000,0.000000
delayed_response,8,69.433598,72.318691,50.000000,5.400000,0.000000
delayed_response,9,67.908038,70.731890,50.000000,5.261400,0.000000
delayed_response,10,66.548774,69.178771,50.000000,5.056965,0.000000
delayed_response,11,65.393140,67.732273,50.000000,4.819353,0.000000
delayed_response,12,64.464799,66.445750,50.000000,4.563170,0.000000
delayed_response,13,63.781519,65.356227,50.000000,4.294899,0.000000
delayed_response,14,63.358693,64.490138,50.000000,4.017364,0.000000
delayed_response,15,63.210920,63.867843,50.000000,3.731740,0.000000
delayed_response,16,63.339014,63.506536,50.000000,3.452179,0.000000
delayed_response,17,63.730681,63.414399,50.000000,3.191809,0.000000
delayed_response,18,64.363713,63.588354,50.000000,2.960235,0.000000
delayed_response,19,65.208685,64.014801,50.000000,2.764121,0.000000
delayed_response,20,66.230677,64.671437,50.000000,2.608225,0.000000
delayed_response,21,67.390232,65.529019,50.000000,2.496212,0.000000
delayed_response,22,68.643812,66.552686,50.000000,2.431176,0.000000
delayed_response,23,69.945315,67.702805,50.000000,2.414592,0.000000
delayed_response,24,71.248044,68.936186,50.000000,2.445904,0.000000
delayed_response,25,72.506581,70.207708,50.000000,2.522664,0.000000
delayed_response,26,73.678387,71.472088,50.000000,2.640859,0.000000
delayed_response,27,74.725123,72.685553,50.000000,2.795223,0.000000
delayed_response,28,75.613768,73.807316,50.000000,2.979484,0.000000
delayed_response,29,76.317607,74.800865,50.000000,3.186505,0.000000
delayed_response,30,76.817034,75.635073,50.000000,3.408513,0.000000
delayed_response,31,77.100072,76.285151,50.000000,3.637387,0.000000
delayed_response,32,77.162598,76.733358,50.000000,3.864976,0.000000
delayed_response,33,77.008264,76.969440,50.000000,4.083399,0.000000
delayed_response,34,76.648153,76.990793,50.000000,4.285317,0.000000
delayed_response,35,76.100201,76.802341,50.000000,4.464156,0.000000
delayed_response,36,75.388393,76.416164,50.000000,4.614313,0.000000
delayed_response,37,74.541776,75.850890,50.000000,4.731327,0.000000
delayed_response,38,73.593316,75.130877,50.000000,4.812004,0.000000
delayed_response,39,72.578650,74.285219,50.000000,4.854499,0.000000
delayed_response,40,71.534773,73.346606,50.000000,4.858343,0.000000
delayed_response,41,70.498721,72.350098,50.000000,4.824421,0.000000
delayed_response,42,69.506279,71.331841,50.000000,4.754910,0.000000
delayed_response,43,68.590776,70.327782,50.000000,4.653160,0.000000
delayed_response,44,67.781988,69.372429,50.000000,4.523558,0.000000
delayed_response,45,67.105198,68.497686,50.000000,4.371339,0.000000
delayed_response,46,66.580439,67.731818,50.000000,4.202389,0.000000
delayed_response,47,66.221932,67.098559,50.000000,4.023018,0.000000
delayed_response,48,66.037749,66.616415,50.000000,3.839731,0.000000
delayed_response,49,66.029692,66.298149,50.000000,3.659001,0.000000
delayed_response,50,66.193397,66.150498,50.000000,3.487037,0.000000
delayed_response,51,66.518649,66.174093,50.000000,3.329584,0.000000
delayed_response,52,66.989888,66.363599,50.000000,3.191727,0.000000
delayed_response,53,67.586894,66.708058,50.000000,3.077741,0.000000
delayed_response,54,68.285612,67.191418,50.000000,2.990955,0.000000
delayed_response,55,69.059086,67.793225,50.000000,2.933667,0.000000
delayed_response,56,69.878473,68.489448,50.000000,2.907090,0.000000
delayed_response,57,70.714098,69.253412,50.000000,2.911337,0.000000
delayed_response,58,71.536503,70.056790,50.000000,2.945448,0.000000
delayed_response,59,72.317465,70.870632,50.000000,3.007450,0.000000
delayed_response,60,73.030947,71.666390,50.000000,3.094455,0.000000
delayed_response,61,73.653940,72.416896,50.000000,3.202780,0.000000
delayed_response,62,74.167188,73.097270,50.000000,3.328101,0.000000
delayed_response,63,74.555753,73.685725,50.000000,3.465614,0.000000
delayed_response,64,74.809425,74.164241,50.000000,3.610222,0.000000
delayed_response,65,74.922947,74.519092,50.000000,3.756714,0.000000
delayed_response,66,74.896070,74.741212,50.000000,3.899950,0.000000
delayed_response,67,74.733431,74.826384,50.000000,4.035041,0.000000
delayed_response,68,74.444258,74.775260,50.000000,4.157509,0.000000
delayed_response,69,74.041934,74.593209,50.000000,4.263430,0.000000
delayed_response,70,73.543419,74.290007,50.000000,4.349563,0.000000
delayed_response,71,72.968568,73.879384,50.000000,4.413437,0.000000
delayed_response,72,72.339364,73.378435,50.000000,4.453418,0.000000
delayed_response,73,71.679099,72.806946,50.000000,4.468749,0.000000
delayed_response,74,71.011529,72.186630,50.000000,4.459547,0.000000
delayed_response,75,70.360040,71.540325,50.000000,4.426778,0.000000
delayed_response,76,69.746840,70.891168,50.000000,4.372201,0.000000
delayed_response,77,69.192222,70.261787,50.000000,4.298289,0.000000
delayed_response,78,68.713909,69.673526,50.000000,4.208118,0.000000
delayed_response,79,68.326506,69.145737,50.000000,4.105250,0.000000
delayed_response,80,68.041076,68.695160,50.000000,3.993593,0.000000
delayed_response,81,67.864844,68.335414,50.000000,3.877258,0.000000
delayed_response,82,67.801055,68.076600,50.000000,3.760410,0.000000
delayed_response,83,67.848960,67.925050,50.000000,3.647122,0.000000
delayed_response,84,68.003949,67.883200,50.000000,3.541235,0.000000
delayed_response,85,68.257815,67.949612,50.000000,3.446233,0.000000
delayed_response,86,68.599132,68.119124,50.000000,3.365129,0.000000
delayed_response,87,69.013735,68.383128,50.000000,3.300374,0.000000
delayed_response,88,69.485291,68.729962,50.000000,3.253788,0.000000
delayed_response,89,69.995914,69.145393,50.000000,3.226509,0.000000
delayed_response,90,70.526836,69.613179,50.000000,3.218976,0.000000
delayed_response,91,71.059076,70.115690,50.000000,3.230930,0.000000
delayed_response,92,71.574111,70.634553,50.000000,3.261442,0.000000
delayed_response,93,72.054501,71.151310,50.000000,3.308963,0.000000
delayed_response,94,72.484470,71.648065,50.000000,3.371393,0.000000
delayed_response,95,72.850411,72.108088,50.000000,3.446171,0.000000
delayed_response,96,73.141299,72.516366,50.000000,3.530372,0.000000
delayed_response,97,73.349007,72.860079,50.000000,3.620824,0.000000
delayed_response,98,73.468513,73.128990,50.000000,3.714219,0.000000
delayed_response,99,73.497990,73.315728,50.000000,3.807236,0.000000
delayed_response,100,73.438788,73.415972,50.000000,3.896652,0.000000
overcorrection,1,80.000000,80.000000,50.000000,0.000000,0.000000
overcorrection,2,73.800000,80.000000,50.000000,10.200000,0.000000
overcorrection,3,67.445000,76.590000,50.000000,10.200000,0.000000
overcorrection,4,60.931125,71.560250,50.000000,10.200000,0.000000
overcorrection,5,54.254403,65.714231,50.000000,10.200000,0.000000
overcorrection,6,47.410763,59.411326,50.000000,10.200000,0.000000
overcorrection,7,40.396032,52.811016,50.000000,10.200000,0.000000
overcorrection,8,33.205933,45.982775,50.000000,10.200000,0.000000
overcorrection,9,26.995481,38.955512,50.000000,9.040600,0.000000
overcorrection,10,22.339883,32.377495,50.000000,7.330485,0.000000
overcorrection,11,19.555542,26.856809,50.000000,5.342839,0.000000
overcorrection,12,18.844580,22.841112,50.000000,3.199851,0.000000
overcorrection,13,20.359949,20.643019,50.000000,0.955746,0.000000
overcorrection,14,22.868947,20.487330,50.000000,0.000000,0.000000
overcorrection,15,25.440671,21.797220,50.000000,0.000000,0.000000
overcorrection,16,28.076688,23.801118,50.000000,0.000000,0.000000
overcorrection,17,30.778605,26.152681,50.000000,0.000000,0.000000
overcorrection,18,33.548070,28.696939,50.000000,0.000000,0.000000
overcorrection,19,36.386772,31.365061,50.000000,0.000000,0.000000
overcorrection,20,39.296441,34.127002,50.000000,0.000000,0.000000
overcorrection,21,42.278852,36.970194,50.000000,0.000000,0.000000
overcorrection,22,45.335824,39.889956,50.000000,0.000000,0.000000
overcorrection,23,48.469219,42.885183,50.000000,0.000000,0.000000
overcorrection,24,51.680950,45.956403,50.000000,0.000000,0.000000
overcorrection,25,54.972973,49.104904,50.000000,0.000000,0.000000
overcorrection,26,58.347298,52.332342,50.000000,0.000000,0.000000
overcorrection,27,61.805980,55.640568,50.000000,0.000000,0.000000
overcorrection,28,65.351130,59.031544,50.000000,0.000000,0.000000
overcorrection,29,68.984908,62.507316,50.000000,0.000000,0.000000
overcorrection,30,72.709531,66.069992,50.000000,0.000000,0.000000
overcorrection,31,76.527269,69.721738,50.000000,0.000000,0.000000
overcorrection,32,79.647454,73.464780,50.000000,0.792996,0.000000
overcorrection,33,81.720848,76.865251,50.000000,1.917793,0.000000
overcorrection,34,82.693144,79.535829,50.000000,3.070725,0.000000
overcorrection,35,82.507985,81.272352,50.000000,4.252488,0.000000
overcorrection,36,81.106887,81.951950,50.000000,5.463797,0.000000
overcorrection,37,78.429168,81.487166,50.000000,6.705391,0.000000
overcorrection,38,74.411873,79.805267,50.000000,7.978025,0.000000
overcorrection,39,69.137984,76.838900,50.000000,9.134185,0.000000
overcorrection,40,62.824252,72.603396,50.000000,10.042182,0.000000
overcorrection,41,55.762258,67.224867,50.000000,10.632600,0.000000
overcorrection,42,48.292652,60.920432,50.000000,10.863663,0.000000
overcorrection,43,40.794332,53.975153,50.000000,10.705636,0.000000
overcorrection,44,33.680399,46.725701,50.000000,10.133791,0.000000
overcorrection,45,27.397183,39.550785,50.000000,9.125226,0.000000
overcorrection,46,22.396958,32.866304,50.000000,7.685155,0.000000
overcorrection,47,19.100427,27.108164,50.000000,5.856455,0.000000
overcorrection,48,17.864991,22.703909,50.000000,3.712947,0.000000
overcorrection,49,18.960064,20.042504,50.000000,1.351552,0.000000
overcorrection,50,21.434065,19.447162,50.000000,0.000000,0.000000
overcorrection,51,23.969917,20.539959,50.000000,0.000000,0.000000
overcorrection,52,26.569165,22.426436,50.000000,0.000000,0.000000
overcorrection,53,29.233394,24.704937,50.000000,0.000000,0.000000
overcorrection,54,31.964229,27.195588,50.000000,0.000000,0.000000
overcorrection,55,34.763335,29.818341,50.000000,0.000000,0.000000
overcorrection,56,37.632418,32.538087,50.000000,0.000000,0.000000
overcorrection,57,40.573228,35.339969,50.000000,0.000000,0.000000
overcorrection,58,43.587559,38.218262,50.000000,0.000000,0.000000
overcorrection,59,46.677248,41.171375,50.000000,0.000000,0.000000
overcorrection,60,49.844179,44.199605,50.000000,0.000000,0.000000
overcorrection,61,53.090284,47.304121,50.000000,0.000000,0.000000
overcorrection,62,56.417541,50.486511,50.000000,0.000000,0.000000
overcorrection,63,59.827979,53.748577,50.000000,0.000000,0.000000
overcorrection,64,63.323679,57.092249,50.000000,0.000000,0.000000
overcorrection,65,66.906771,60.519535,50.000000,0.000000,0.000000
overcorrection,66,70.579440,64.032515,50.000000,0.000000,0.000000
overcorrection,67,74.343926,67.633324,50.000000,0.000000,0.000000
overcorrection,68,78.037111,71.324155,50.000000,0.165414,0.000000
overcorrection,69,80.713522,75.016281,50.000000,1.274516,0.000000
overcorrection,70,82.319996,78.149764,50.000000,2.411364,0.000000
overcorrection,71,82.801354,80.443391,50.000000,3.576642,0.000000
overcorrection,72,82.100333,81.740271,50.000000,4.771055,0.000000
overcorrection,73,80.157511,81.938305,50.000000,5.995330,0.000000
overcorrection,74,76.911236,80.958868,50.000000,7.250213,0.000000
overcorrection,75,72.328481,78.732670,50.000000,8.505535,0.000000
overcorrection,76,66.565774,75.210366,50.000000,9.570920,0.000000
overcorrection,77,59.879165,70.455840,50.000000,10.350753,0.000000
overcorrection,78,52.584452,64.638669,50.000000,10.791692,0.000000
overcorrection,79,45.040040,58.008850,50.000000,10.859024,0.000000
overcorrection,80,37.640026,50.876004,50.000000,10.526015,0.000000
overcorrection,81,30.811918,43.596216,50.000000,9.769108,0.000000
overcorrection,82,25.010692,36.564852,50.000000,8.571525,0.000000
overcorrection,83,20.680973,30.210064,50.000000,6.954986,0.000000
overcorrection,84,18.220850,24.969064,50.000000,4.977147,0.000000
overcorrection,85,17.953363,21.257547,50.000000,2.723009,0.000000
overcorrection,86,20.104355,19.440245,50.000000,0.297841,0.000000
overcorrection,87,22.606964,19.805506,50.000000,0.000000,0.000000
overcorrection,88,25.172138,21.346308,50.000000,0.000000,0.000000
overcorrection,89,27.801442,23.450515,50.000000,0.000000,0.000000
overcorrection,90,30.496478,25.843525,50.000000,0.000000,0.000000
overcorrection,91,33.258890,28.402649,50.000000,0.000000,0.000000
overcorrection,92,36.090362,31.073581,50.000000,0.000000,0.000000
overcorrection,93,38.992621,33.832811,50.000000,0.000000,0.000000
overcorrection,94,41.967437,36.670706,50.000000,0.000000,0.000000
overcorrection,95,45.016623,39.583908,50.000000,0.000000,0.000000
overcorrection,96,48.142038,42.571901,50.000000,0.000000,0.000000
overcorrection,97,51.345589,45.635476,50.000000,0.000000,0.000000
overcorrection,98,54.629229,48.776038,50.000000,0.000000,0.000000
overcorrection,99,57.994960,51.995293,50.000000,0.000000,0.000000
overcorrection,100,61.444833,55.295110,50.000000,0.000000,0.000000
policy_resistance,1,80.000000,80.000000,50.000000,0.000000,0.000000
policy_resistance,2,79.824000,80.000000,50.000000,7.200000,3.024000
policy_resistance,3,79.643600,79.903200,50.000000,7.200000,3.024000
policy_resistance,4,79.458690,79.760420,50.000000,7.200000,3.024000
policy_resistance,5,79.269157,79.594468,50.000000,7.200000,3.024000
policy_resistance,6,79.074886,79.415547,50.000000,7.200000,3.024000
policy_resistance,7,78.875758,79.228184,50.000000,7.200000,3.024000
policy_resistance,8,78.671652,79.034350,50.000000,7.200000,3.024000
policy_resistance,9,78.475918,78.834866,50.000000,7.176768,3.014243
policy_resistance,10,78.295166,78.637445,50.000000,7.142501,2.999850
policy_resistance,11,78.132995,78.449191,50.000000,7.102672,2.983122
policy_resistance,12,77.991675,78.275283,50.000000,7.059731,2.965087
policy_resistance,13,77.872904,78.119299,50.000000,7.014764,2.946201
policy_resistance,14,77.778145,77.983782,50.000000,6.968244,2.926662
policy_resistance,15,77.708786,77.870682,50.000000,6.920368,2.906555
policy_resistance,16,77.665173,77.781639,50.000000,6.872987,2.886654
policy_resistance,17,77.646675,77.717583,50.000000,6.827806,2.867678
policy_resistance,18,77.651922,77.678583,50.000000,6.786068,2.850149
policy_resistance,19,77.679014,77.663920,50.000000,6.748632,2.834425
policy_resistance,20,77.725647,77.672222,50.000000,6.716108,2.820765
policy_resistance,21,77.789189,77.701605,50.000000,6.688964,2.809365
policy_resistance,22,77.866715,77.749776,50.000000,6.667593,2.800389
policy_resistance,23,77.955095,77.814092,50.000000,6.652220,2.793932
policy_resistance,24,78.051114,77.891644,50.000000,6.642860,2.790001
policy_resistance,25,78.151574,77.979352,50.000000,6.639341,2.788523
policy_resistance,26,78.253390,78.074074,50.000000,6.641333,2.789360
policy_resistance,27,78.353661,78.172698,50.000000,6.648385,2.792322
policy_resistance,28,78.449734,78.272228,50.000000,6.659946,2.797177
policy_resistance,29,78.539256,78.369856,50.000000,6.675382,2.803661
policy_resistance,30,78.620220,78.463026,50.000000,6.693995,2.811478
policy_resistance,31,78.691000,78.549483,50.000000,6.715045,2.820319
policy_resistance,32,78.750364,78.627317,50.000000,6.737778,2.829867
policy_resistance,33,78.797483,78.694993,50.000000,6.761447,2.839808
policy_resistance,34,78.831926,78.751362,50.000000,6.785335,2.849841
policy_resistance,35,78.853640,78.795673,50.000000,6.808765,2.859681
policy_resistance,36,78.862928,78.827555,50.000000,6.831126,2.869073
policy_resistance,37,78.860413,78.847010,50.000000,6.851876,2.877788
policy_resistance,38,78.847001,78.854382,50.000000,6.870556,2.885634
policy_resistance,39,78.823833,78.850323,50.000000,6.886798,2.892455
policy_resistance,40,78.792239,78.835753,50.000000,6.900327,2.898137
policy_resistance,41,78.753688,78.811821,50.000000,6.910961,2.902604
policy_resistance,42,78.709734,78.779848,50.000000,6.918613,2.905818
policy_resistance,43,78.661974,78.741285,50.000000,6.923282,2.907779
policy_resistance,44,78.611993,78.697664,50.000000,6.925052,2.908522
policy_resistance,45,78.561328,78.650545,50.000000,6.924077,2.908113
policy_resistance,46,78.511425,78.601476,50.000000,6.920581,2.906644
policy_resistance,47,78.463605,78.551948,50.000000,6.914837,2.904232
policy_resistance,48,78.419040,78.503359,50.000000,6.907163,2.901009
policy_resistance,49,78.378729,78.456984,50.000000,6.897908,2.897122
policy_resistance,50,78.343483,78.413944,50.000000,6.887439,2.892725
policy_resistance,51,78.313914,78.375190,50.000000,6.876131,2.887975
policy_resistance,52,78.290436,78.341488,50.000000,6.864354,2.883029
policy_resistance,53,78.273266,78.313409,50.000000,6.852467,2.878036
policy_resistance,54,78.262430,78.291331,50.000000,6.840806,2.873139
policy_resistance,55,78.257779,78.275435,50.000000,6.829676,2.868464
policy_resistance,56,78.259002,78.265724,50.000000,6.819346,2.864126
policy_resistance,57,78.265651,78.262027,50.000000,6.810046,2.860219
policy_resistance,58,78.277157,78.264020,50.000000,6.801957,2.856822
policy_resistance,59,78.292859,78.271245,50.000000,6.795218,2.853992
policy_resistance,60,78.312027,78.283133,50.000000,6.789919,2.851766
policy_resistance,61,78.333888,78.299025,50.000000,6.786104,2.850164
policy_resistance,62,78.357646,78.318199,50.000000,6.783774,2.849185
policy_resistance,63,78.382513,78.339895,50.000000,6.782886,2.848812
policy_resistance,64,78.407724,78.363335,50.000000,6.783365,2.849013
policy_resistance,65,78.432560,78.387749,50.000000,6.785099,2.849742
policy_resistance,66,78.456362,78.412395,50.000000,6.787952,2.850940
policy_resistance,67,78.478547,78.436577,50.000000,6.791766,2.852542
policy_resistance,68,78.498617,78.459660,50.000000,6.796368,2.854474
policy_resistance,69,78.516169,78.481086,50.000000,6.801575,2.856661
policy_resistance,70,78.530897,78.500382,50.000000,6.807200,2.859024
policy_resistance,71,78.542595,78.517165,50.000000,6.813060,2.861485
policy_resistance,72,78.551154,78.531151,50.000000,6.818975,2.863969
policy_resistance,73,78.556562,78.542153,50.000000,6.824778,2.866407
policy_resistance,74,78.558891,78.550078,50.000000,6.830318,2.868734
policy_resistance,75,78.558296,78.554925,50.000000,6.835461,2.870894
policy_resistance,76,78.555000,78.556779,50.000000,6.840092,2.872838
policy_resistance,77,78.549286,78.555801,50.000000,6.844120,2.874530
policy_resistance,78,78.541482,78.552218,50.000000,6.847476,2.875940
policy_resistance,79,78.531951,78.546313,50.000000,6.850117,2.877049
policy_resistance,80,78.521079,78.538414,50.000000,6.852019,2.877848
policy_resistance,81,78.509260,78.528880,50.000000,6.853182,2.878336
policy_resistance,82,78.496888,78.518089,50.000000,6.853627,2.878523
policy_resistance,83,78.484343,78.506429,50.000000,6.853392,2.878425
policy_resistance,84,78.471983,78.494282,50.000000,6.852532,2.878064
policy_resistance,85,78.460136,78.482017,50.000000,6.851115,2.877468
policy_resistance,86,78.449092,78.469982,50.000000,6.849219,2.876672
policy_resistance,87,78.439099,78.458493,50.000000,6.846931,2.875711
policy_resistance,88,78.430359,78.447826,50.000000,6.844341,2.874623
policy_resistance,89,78.423023,78.438219,50.000000,6.841543,2.873448
policy_resistance,90,78.417194,78.429861,50.000000,6.838628,2.872224
policy_resistance,91,78.412927,78.422894,50.000000,6.835684,2.870987
policy_resistance,92,78.410229,78.417413,50.000000,6.832796,2.869774
policy_resistance,93,78.409063,78.413462,50.000000,6.830038,2.868616
policy_resistance,94,78.409352,78.411042,50.000000,6.827478,2.867541
policy_resistance,95,78.410985,78.410112,50.000000,6.825173,2.866572
policy_resistance,96,78.413823,78.410593,50.000000,6.823167,2.865730
policy_resistance,97,78.417702,78.412370,50.000000,6.821495,2.865028
policy_resistance,98,78.422441,78.415302,50.000000,6.820179,2.864475
policy_resistance,99,78.427848,78.419229,50.000000,6.819231,2.864077
policy_resistance,100,78.433727,78.423969,50.000000,6.818650,2.863833
slow_recognition_high_resistance,1,80.000000,80.000000,50.000000,0.000000,0.000000
slow_recognition_high_resistance,2,80.760000,80.000000,50.000000,7.200000,3.960000
slow_recognition_high_resistance,3,81.539000,80.266000,50.000000,7.200000,3.960000
slow_recognition_high_resistance,4,82.337475,80.711550,50.000000,7.200000,3.960000
slow_recognition_high_resistance,5,83.155912,81.280624,50.000000,7.200000,3.960000
slow_recognition_high_resistance,6,83.994810,81.936975,50.000000,7.200000,3.960000
slow_recognition_high_resistance,7,84.854680,82.657217,50.000000,7.200000,3.960000
slow_recognition_high_resistance,8,85.736047,83.426329,50.000000,7.200000,3.960000
