scenario,time,state,perceived_state,target,intervention,counterresponse,target_gap,delay,correction_strength,counterresponse_strength,perception_smoothing,natural_pressure_base,natural_pressure_slope
timely_moderate_response,73,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,74,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,75,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,76,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,77,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,78,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,79,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,80,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,81,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,82,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,83,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,84,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,85,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,86,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,87,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,88,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,89,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,90,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,91,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,92,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,93,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,94,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,95,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,96,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,97,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,98,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,99,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
timely_moderate_response,100,70.967742,70.967742,50.0,3.774194,0.0,20.967742,1,0.18,0.0,0.75,2.0,0.025
delayed_response,1,80.0,80.0,50.0,0.0,0.0,30.0,6,0.18,0.0,0.55,2.0,0.025
delayed_response,2,78.6,80.0,50.0,5.4,0.0,28.6,6,0.18,0.0,0.55,2.0,0.025
delayed_response,3,77.165,79.23,50.0,5.4,0.0,27.165,6,0.18,0.0,0.55,2.0,0.025
delayed_response,4,75.694125,78.09425,50.0,5.4,0.0,25.694125,6,0.18,0.0,0.55,2.0,0.025
delayed_response,5,74.186478,76.774181,50.0,5.4,0.0,24.186478,6,0.18,0.0,0.55,2.0,0.025
delayed_response,6,72.64114,75.350945,50.0,5.4,0.0,22.64114,6,0.18,0.0,0.55,2.0,0.025
delayed_response,7,71.057169,73.860552,50.0,5.4,0.0,21.057169,6,0.18,0.0,0.55,2.0,0.025
delayed_response,8,69.433598,72.318691,50.0,5.4,0.0,19.433598,6,0.18,0.0,0.55,2.0,0.025
delayed_response,9,67.908038,70.73189,50.0,5.2614,0.0,17.908038,6,0.18,0.0,0.55,2.0,0.025
delayed_response,10,66.548774,69.178771,50.0,5.056965,0.0,16.548774,6,0.18,0.0,0.55,2.0,0.025
delayed_response,11,65.39314,67.732273,50.0,4.819353,0.0,15.39314,6,0.18,0.0,0.55,2.0,0.025
delayed_response,12,64.464799,66.44575,50.0,4.56317,0.0,14.464799,6,0.18,0.0,0.55,2.0,0.025
delayed_response,13,63.781519,65.356227,50.0,4.294899,0.0,13.781519,6,0.18,0.0,0.55,2.0,0.025
delayed_response,14,63.358693,64.490138,50.0,4.017364,0.0,13.358693,6,0.18,0.0,0.55,2.0,0.025
delayed_response,15,63.21092,63.867843,50.0,3.73174,0.0,13.21092,6,0.18,0.0,0.55,2.0,0.025
delayed_response,16,63.339014,63.506536,50.0,3.452179,0.0,13.339014,6,0.18,0.0,0.55,2.0,0.025
delayed_response,17,63.730681,63.414399,50.0,3.191809,0.0,13.730681,6,0.18,0.0,0.55,2.0,0.025
delayed_response,18,64.363713,63.588354,50.0,2.960235,0.0,14.363713,6,0.18,0.0,0.55,2.0,0.025
delayed_response,19,65.208685,64.014801,50.0,2.764121,0.0,15.208685,6,0.18,0.0,0.55,2.0,0.025
delayed_response,20,66.230677,64.671437,50.0,2.608225,0.0,16.230677,6,0.18,0.0,0.55,2.0,0.025
delayed_response,21,67.390232,65.529019,50.0,2.496212,0.0,17.390232,6,0.18,0.0,0.55,2.0,0.025
delayed_response,22,68.643812,66.552686,50.0,2.431176,0.0,18.643812,6,0.18,0.0,0.55,2.0,0.025
delayed_response,23,69.945315,67.702805,50.0,2.414592,0.0,19.945315,6,0.18,0.0,0.55,2.0,0.025
delayed_response,24,71.248044,68.936186,50.0,2.445904,0.0,21.248044,6,0.18,0.0,0.55,2.0,0.025
delayed_response,25,72.506581,70.207708,50.0,2.522664,0.0,22.506581,6,0.18,0.0,0.55,2.0,0.025
delayed_response,26,73.678387,71.472088,50.0,2.640859,0.0,23.678387,6,0.18,0.0,0.55,2.0,0.025
delayed_response,27,74.725123,72.685553,50.0,2.795223,0.0,24.725123,6,0.18,0.0,0.55,2.0,0.025
delayed_response,28,75.613768,73.807316,50.0,2.979484,0.0,25.613768,6,0.18,0.0,0.55,2.0,0.025
delayed_response,29,76.317607,74.800865,50.0,3.186505,0.0,26.317607,6,0.18,0.0,0.55,2.0,0.025
delayed_response,30,76.817034,75.635073,50.0,3.408513,0.0,26.817034,6,0.18,0.0,0.55,2.0,0.025
delayed_response,31,77.100072,76.285151,50.0,3.637387,0.0,27.100072,6,0.18,0.0,0.55,2.0,0.025
delayed_response,32,77.162598,76.733358,50.0,3.864976,0.0,27.162598,6,0.18,0.0,0.55,2.0,0.025
delayed_response,33,77.008264,76.96944,50.0,4.083399,0.0,27.008264,6,0.18,0.0,0.55,2.0,0.025
delayed_response,34,76.648153,76.990793,50.0,4.285317,0.0,26.648153,6,0.18,0.0,0.55,2.0,0.025
delayed_response,35,76.100201,76.802341,50.0,4.464156,0.0,26.100201,6,0.18,0.0,0.55,2.0,0.025
delayed_response,36,75.388393,76.416164,50.0,4.614313,0.0,25.388393,6,0.18,0.0,0.55,2.0,0.025
delayed_response,37,74.541776,75.85089,50.0,4.731327,0.0,24.541776,6,0.18,0.0,0.55,2.0,0.025
delayed_response,38,73.593316,75.130877,50.0,4.812004,0.0,23.593316,6,0.18,0.0,0.55,2.0,0.025
delayed_response,39,72.57865,74.285219,50.0,4.854499,0.0,22.57865,6,0.18,0.0,0.55,2.0,0.025
delayed_response,40,71.534773,73.346606,50.0,4.858343,0.0,21.534773,6,0.18,0.0,0.55,2.0,0.025
delayed_response,41,70.498721,72.350098,50.0,4.824421,0.0,20.498721,6,0.18,0.0,0.55,2.0,0.025
delayed_response,42,69.506279,71.331841,50.0,4.75491,0.0,19.506279,6,0.18,0.0,0.55,2.0,0.025
delayed_response,43,68.590776,70.327782,50.0,4.65316,0.0,18.590776,6,0.18,0.0,0.55,2.0,0.025
delayed_response,44,67.781988,69.372429,50.0,4.523558,0.0,17.781988,6,0.18,0.0,0.55,2.0,0.025
delayed_response,45,67.105198,68.497686,50.0,4.371339,0.0,17.105198,6,0.18,0.0,0.55,2.0,0.025
delayed_response,46,66.580439,67.731818,50.0,4.202389,0.0,16.580439,6,0.18,0.0,0.55,2.0,0.025
delayed_response,47,66.221932,67.098559,50.0,4.023018,0.0,16.221932,6,0.18,0.0,0.55,2.0,0.025
delayed_response,48,66.037749,66.616415,50.0,3.839731,0.0,16.037749,6,0.18,0.0,0.55,2.0,0.025
delayed_response,49,66.029692,66.298149,50.0,3.659001,0.0,16.029692,6,0.18,0.0,0.55,2.0,0.025
delayed_response,50,66.193397,66.150498,50.0,3.487037,0.0,16.193397,6,0.18,0.0,0.55,2.0,0.025
delayed_response,51,66.518649,66.174093,50.0,3.329584,0.0,16.518649,6,0.18,0.0,0.55,2.0,0.025
delayed_response,52,66.989888,66.363599,50.0,3.191727,0.0,16.989888,6,0.18,0.0,0.55,2.0,0.025
delayed_response,53,67.586894,66.708058,50.0,3.077741,0.0,17.586894,6,0.18,0.0,0.55,2.0,0.025
delayed_response,54,68.285612,67.191418,50.0,2.990955,0.0,18.285612,6,0.18,0.0,0.55,2.0,0.025
delayed_response,55,69.059086,67.793225,50.0,2.933667,0.0,19.059086,6,0.18,0.0,0.55,2.0,0.025
delayed_response,56,69.878473,68.489448,50.0,2.90709,0.0,19.878473,6,0.18,0.0,0.55,2.0,0.025
delayed_response,57,70.714098,69.253412,50.0,2.911337,0.0,20.714098,6,0.18,0.0,0.55,2.0,0.025
delayed_response,58,71.536503,70.05679,50.0,2.945448,0.0,21.536503,6,0.18,0.0,0.55,2.0,0.025
delayed_response,59,72.317465,70.870632,50.0,3.00745,0.0,22.317465,6,0.18,0.0,0.55,2.0,0.025
delayed_response,60,73.030947,71.66639,50.0,3.094455,0.0,23.030947,6,0.18,0.0,0.55,2.0,0.025
delayed_response,61,73.65394,72.416896,50.0,3.20278,0.0,23.65394,6,0.18,0.0,0.55,2.0,0.025
delayed_response,62,74.167188,73.09727,50.0,3.328101,0.0,24.167188,6,0.18,0.0,0.55,2.0,0.025
delayed_response,63,74.555753,73.685725,50.0,3.465614,0.0,24.555753,6,0.18,0.0,0.55,2.0,0.025
delayed_response,64,74.809425,74.164241,50.0,3.610222,0.0,24.809425,6,0.18,0.0,0.55,2.0,0.025
delayed_response,65,74.922947,74.519092,50.0,3.756714,0.0,24.922947,6,0.18,0.0,0.55,2.0,0.025
delayed_response,66,74.89607,74.741212,50.0,3.89995,0.0,24.89607,6,0.18,0.0,0.55,2.0,0.025
delayed_response,67,74.733431,74.826384,50.0,4.035041,0.0,24.733431,6,0.18,0.0,0.55,2.0,0.025
delayed_response,68,74.444258,74.77526,50.0,4.157509,0.0,24.444258,6,0.18,0.0,0.55,2.0,0.025
delayed_response,69,74.041934,74.593209,50.0,4.26343,0.0,24.041934,6,0.18,0.0,0.55,2.0,0.025
delayed_response,70,73.543419,74.290007,50.0,4.349563,0.0,23.543419,6,0.18,0.0,0.55,2.0,0.025
delayed_response,71,72.968568,73.879384,50.0,4.413437,0.0,22.968568,6,0.18,0.0,0.55,2.0,0.025
delayed_response,72,72.339364,73.378435,50.0,4.453418,0.0,22.339364,6,0.18,0.0,0.55,2.0,0.025
delayed_response,73,71.679099,72.806946,50.0,4.468749,0.0,21.679099,6,0.18,0.0,0.55,2.0,0.025
delayed_response,74,71.011529,72.18663,50.0,4.459547,0.0,21.011529,6,0.18,0.0,0.55,2.0,0.025
delayed_response,75,70.36004,71.540325,50.0,4.426778,0.0,20.36004,6,0.18,0.0,0.55,2.0,0.025
delayed_response,76,69.74684,70.891168,50.0,4.372201,0.0,19.74684,6,0.18,0.0,0.55,2.0,0.025
delayed_response,77,69.192222,70.261787,50.0,4.298289,0.0,19.192222,6,0.18,0.0,0.55,2.0,0.025
delayed_response,78,68.713909,69.673526,50.0,4.208118,0.0,18.713909,6,0.18,0.0,0.55,2.0,0.025
delayed_response,79,68.326506,69.145737,50.0,4.10525,0.0,18.326506,6,0.18,0.0,0.55,2.0,0.025
delayed_response,80,68.041076,68.69516,50.0,3.993593,0.0,18.041076,6,0.18,0.0,0.55,2.0,0.025
delayed_response,81,67.864844,68.335414,50.0,3.877258,0.0,17.864844,6,0.18,0.0,0.55,2.0,0.025
delayed_response,82,67.801055,68.0766,50.0,3.76041,0.0,17.801055,6,0.18,0.0,0.55,2.0,0.025
delayed_response,83,67.84896,67.92505,50.0,3.647122,0.0,17.84896,6,0.18,0.0,0.55,2.0,0.025
delayed_response,84,68.003949,67.8832,50.0,3.541235,0.0,18.003949,6,0.18,0.0,0.55,2.0,0.025
delayed_response,85,68.257815,67.949612,50.0,3.446233,0.0,18.257815,6,0.18,0.0,0.55,2.0,0.025
delayed_response,86,68.599132,68.119124,50.0,3.365129,0.0,18.599132,6,0.18,0.0,0.55,2.0,0.025
delayed_response,87,69.013735,68.383128,50.0,3.300374,0.0,19.013735,6,0.18,0.0,0.55,2.0,0.025
delayed_response,88,69.485291,68.729962,50.0,3.253788,0.0,19.485291,6,0.18,0.0,0.55,2.0,0.025
delayed_response,89,69.995914,69.145393,50.0,3.226509,0.0,19.995914,6,0.18,0.0,0.55,2.0,0.025
delayed_response,90,70.526836,69.613179,50.0,3.218976,0.0,20.526836,6,0.18,0.0,0.55,2.0,0.025
delayed_response,91,71.059076,70.11569,50.0,3.23093,0.0,21.059076,6,0.18,0.0,0.55,2.0,0.025
delayed_response,92,71.574111,70.634553,50.0,3.261442,0.0,21.574111,6,0.18,0.0,0.55,2.0,0.025
delayed_response,93,72.054501,71.15131,50.0,3.308963,0.0,22.054501,6,0.18,0.0,0.55,2.0,0.025
delayed_response,94,72.48447,71.648065,50.0,3.371393,0.0,22.48447,6,0.18,0.0,0.55,2.0,0.025
delayed_response,95,72.850411,72.108088,50.0,3.446171,0.0,22.850411,6,0.18,0.0,0.55,2.0,0.025
delayed_response,96,73.141299,72.516366,50.0,3.530372,0.0,23.141299,6,0.18,0.0,0.55,2.0,0.025
delayed_response,97,73.349007,72.860079,50.0,3.620824,0.0,23.349007,6,0.18,0.0,0.55,2.0,0.025
delayed_response,98,73.468513,73.12899,50.0,3.714219,0.0,23.468513,6,0.18,0.0,0.55,2.0,0.025
delayed_response,99,73.49799,73.315728,50.0,3.807236,0.0,23.49799,6,0.18,0.0,0.55,2.0,0.025
delayed_response,100,73.438788,73.415972,50.0,3.896652,0.0,23.438788,6,0.18,0.0,0.55,2.0,0.025
overcorrection,1,80.0,80.0,50.0,0.0,0.0,30.0,6,0.34,0.0,0.55,2.0,0.025
overcorrection,2,73.8,80.0,50.0,10.2,0.0,23.8,6,0.34,0.0,0.55,2.0,0.025
overcorrection,3,67.445,76.59,50.0,10.2,0.0,17.445,6,0.34,0.0,0.55,2.0,0.025
overcorrection,4,60.931125,71.56025,50.0,10.2,0.0,10.931125,6,0.34,0.0,0.55,2.0,0.025
overcorrection,5,54.254403,65.714231,50.0,10.2,0.0,4.254403,6,0.34,0.0,0.55,2.0,0.025
overcorrection,6,47.410763,59.411326,50.0,10.2,0.0,-2.589237,6,0.34,0.0,0.55,2.0,0.025
overcorrection,7,40.396032,52.811016,50.0,10.2,0.0,-9.603968,6,0.34,0.0,0.55,2.0,0.025
overcorrection,8,33.205933,45.982775,50.0,10.2,0.0,-16.794067,6,0.34,0.0,0.55,2.0,0.025
overcorrection,9,26.995481,38.955512,50.0,9.0406,0.0,-23.004519,6,0.34,0.0,0.55,2.0,0.025
overcorrection,10,22.339883,32.377495,50.0,7.330485,0.0,-27.660117,6,0.34,0.0,0.55,2.0,0.025
overcorrection,11,19.555542,26.856809,50.0,5.342839,0.0,-30.444458,6,0.34,0.0,0.55,2.0,0.025
overcorrection,12,18.84458,22.841112,50.0,3.199851,0.0,-31.15542,6,0.34,0.0,0.55,2.0,0.025
overcorrection,13,20.359949,20.643019,50.0,0.955746,0.0,-29.640051,6,0.34,0.0,0.55,2.0,0.025
overcorrection,14,22.868947,20.48733,50.0,0.0,0.0,-27.131053,6,0.34,0.0,0.55,2.0,0.025
overcorrection,15,25.440671,21.79722,50.0,0.0,0.0,-24.559329,6,0.34,0.0,0.55,2.0,0.025
overcorrection,16,28.076688,23.801118,50.0,0.0,0.0,-21.923312,6,0.34,0.0,0.55,2.0,0.025
overcorrection,17,30.778605,26.152681,50.0,0.0,0.0,-19.221395,6,0.34,0.0,0.55,2.0,0.025
overcorrection,18,33.54807,28.696939,50.0,0.0,0.0,-16.45193,6,0.34,0.0,0.55,2.0,0.025
overcorrection,19,36.386772,31.365061,50.0,0.0,0.0,-13.613228,6,0.34,0.0,0.55,2.0,0.025
overcorrection,20,39.296441,34.127002,50.0,0.0,0.0,-10.703559,6,0.34,0.0,0.55,2.0,0.025
overcorrection,21,42.278852,36.970194,50.0,0.0,0.0,-7.721148,6,0.34,0.0,0.55,2.0,0.025
overcorrection,22,45.335824,39.889956,50.0,0.0,0.0,-4.664176,6,0.34,0.0,0.55,2.0,0.025
overcorrection,23,48.469219,42.885183,50.0,0.0,0.0,-1.530781,6,0.34,0.0,0.55,2.0,0.025
overcorrection,24,51.68095,45.956403,50.0,0.0,0.0,1.68095,6,0.34,0.0,0.55,2.0,0.025
overcorrection,25,54.972973,49.104904,50.0,0.0,0.0,4.972973,6,0.34,0.0,0.55,2.0,0.025
overcorrection,26,58.347298,52.332342,50.0,0.0,0.0,8.347298,6,0.34,0.0,0.55,2.0,0.025
overcorrection,27,61.80598,55.640568,50.0,0.0,0.0,11.80598,6,0.34,0.0,0.55,2.0,0.025
overcorrection,28,65.35113,59.031544,50.0,0.0,0.0,15.35113,6,0.34,0.0,0.55,2.0,0.025
overcorrection,29,68.984908,62.507316,50.0,0.0,0.0,18.984908,6,0.34,0.0,0.55,2.0,0.025
overcorrection,30,72.709531,66.069992,50.0,0.0,0.0,22.709531,6,0.34,0.0,0.55,2.0,0.025
overcorrection,31,76.527269,69.721738,50.0,0.0,0.0,26.527269,6,0.34,0.0,0.55,2.0,0.025
overcorrection,32,79.647454,73.46478,50.0,0.792996,0.0,29.647454,6,0.34,0.0,0.55,2.0,0.025
overcorrection,33,81.720848,76.865251,50.0,1.917793,0.0,31.720848,6,0.34,0.0,0.55,2.0,0.025
overcorrection,34,82.693144,79.535829,50.0,3.070725,0.0,32.693144,6,0.34,0.0,0.55,2.0,0.025
