"scenario","time","state","pressure","resilience","learning_capacity","intervention","buffer_remaining"
"baseline",49,647.127231995726,264.592752628751,0,0,29.0167948104231,0
"baseline",50,677.387024489163,276.966238633043,0,0,30.3735749960714,0
"baseline",51,709.06201881502,289.918223319254,0,0,31.7938185035217,0
"baseline",52,742.218358114697,303.475777569073,0,0,33.2804898949979,0
"baseline",53,776.925284550117,317.667234783988,0,0,34.8366929063223,0
"baseline",54,813.255283159362,332.52225051416,0,0,36.4656768592599,0
"baseline",55,851.284232625466,348.071864771887,0,0,38.1708433905136,0
"baseline",56,891.091563248933,364.348567173431,0,0,39.9557535092287,0
"baseline",57,932.760422433908,381.386365056466,0,0,41.8241349959379,0
"baseline",58,976.377848017128,399.220854724685,0,0,43.7798901569072,0
"baseline",59,1022.03494978808,417.889295976007,0,0,45.8271039488512,0
"baseline",60,1069.82709956828,437.43069007634,0,0,47.9700524899731,0
"baseline",61,1119.85413023757,457.885861346968,0,0,50.2132119742719,0
"baseline",62,1172.22054411533,479.297542540256,0,0,52.561268007049,0
"baseline",63,1227.03573112586,501.710464185543,0,0,55.0191253805453,0
"baseline",64,1284.41419719829,525.171448094756,0,0,57.5919183096622,0
"baseline",65,1344.47580337389,549.729505225479,0,0,60.2850211487611,0
"baseline",66,1407.34601611688,575.435938107875,0,0,63.1040596116104,0
"baseline",67,1473.15616934845,602.344448051052,0,0,66.0549225176543,0
"baseline",68,1542.04373874928,630.511247354171,0,0,69.1437740889258,0
"baseline",69,1614.15262890133,659.995176757811,0,0,72.3770668231128,0
"baseline",70,1689.63347386728,690.857828381845,0,0,75.7615549695207,0
"baseline",71,1768.64395183414,723.1636744074,0,0,79.3043086359631,0
"baseline",72,1851.34911447711,756.980201772339,0,0,83.0127285559479,0
"baseline",73,1937.92173173099,792.378053162148,0,0,86.8945615469256,0
"baseline",74,2028.54265268841,829.431174591177,0,0,90.9579166918237,0
"baseline",75,2123.40118337837,868.216969882875,0,0,95.2112822776142,0
"baseline",76,2222.6954822136,908.816462372027,0,0,99.6635435262522,0
"baseline",77,2326.63297393244,951.314464167,0,0,104.324001154988,0
"baseline",78,2435.4307828997,995.799753325803,0,0,109.202390804792,0
"baseline",79,2549.31618667128,1042.36525931622,0,0,114.308903377454,0
"baseline",80,2668.52709076975,1091.10825714761,0,0,119.654206323821,0
"baseline",81,2793.31252566275,1142.13057057992,0,0,125.249465927617,0
"baseline",82,2923.93316698189,1195.5387848347,0,0,131.1063706314,0
"baseline",83,3060.66188006903,1251.4444692523,0,0,137.237155453353,0
"baseline",84,3203.78428998722,1309.96441036066,0,0,143.654627545912,0
"baseline",85,3353.59937818704,1371.22085584241,0,0,150.372192949622,0
"baseline",86,3510.42010707467,1435.34176991026,0,0,157.403884598093,0
"baseline",87,3674.57407378632,1502.4611006238,0,0,164.764391632555,0
"baseline",88,3846.40419453477,1572.71905970653,0,0,172.46909008725,0
"baseline",89,4026.26942095745,1646.26241544745,0,0,180.534075009752,0
"baseline",90,4214.54548996263,1723.2447992992,0,0,188.976194083319,0
"baseline",91,4411.62570863999,1803.82702681321,0,0,197.813082821498,0
"baseline",92,4617.92177587524,1888.17743358226,0,0,207.06320140852,0
"baseline",93,4833.86464238518,1976.4722268924,0,0,216.745873262428,0
"baseline",94,5059.90541096972,2068.89585381859,0,0,226.881325401503,0
"baseline",95,5296.5162788615,2165.64138653331,0,0,237.490730698302,0
"baseline",96,5544.19152414164,2266.91092563274,0,0,248.596252109592,0
"parameter_intervention",1,70,50,30,0,0,0
"parameter_intervention",2,75.03625,47.25,28.75,0,6.5,0
"parameter_intervention",3,79.347592525,45.097156875,27.56875,0,6.67626875,0
"parameter_intervention",4,83.0886357071939,43.4418445114875,26.441321078125,0,6.827165738375,0
"parameter_intervention",5,86.3871160174079,42.2031994869067,25.3552749653378,0,6.95810224975179,0
"parameter_intervention",6,89.3488920670888,41.3157339375073,24.3001949781651,0,7.07354906060928,0
"parameter_intervention",7,92.0620325943484,40.7265691619968,23.2673016297275,0,7.17721122234811,0
"parameter_intervention",8,94.5690403294532,40.3705136865917,22.2491374006775,0,7.34771489080219,0
"parameter_intervention",9,96.9325190254267,40.2169956920114,21.2398745585127,0,7.50013029940586,0
"parameter_intervention",10,99.2053687194137,40.2414571187203,20.2344496662125,0,7.63896770149784,0
"parameter_intervention",11,101.432595293414,40.4243254081138,19.2284132382445,0,7.7679946454406,0
"parameter_intervention",12,103.652803577909,40.75016899751,18.2178051030416,0,7.89037421627581,0
"parameter_intervention",13,105.899430436427,41.2070042498234,17.1990508781039,0,8.00877861414203,0
"parameter_intervention",14,108.201956624171,41.7858672617,16.1688757718583,0,8.12501567021675,0
"parameter_intervention",15,110.586577941874,42.4802042607964,15.1242290903158,0,8.24105626722738,0
"parameter_intervention",16,113.076905633034,43.2854939420163,14.0622239837959,0,8.35861075875678,0
"parameter_intervention",17,115.694549632312,44.1989397342281,12.9800866352455,0,8.47918062655741,0
"parameter_intervention",18,118.459605863905,45.2192197797598,11.8751131418898,0,8.60410129079956,0
"parameter_intervention",19,121.391065055812,46.3462845858443,10.7446326473958,0,8.73457766178309,0
"parameter_intervention",20,124.507156277635,47.5811932332345,9.58597553274966,0,8.871716626316,0
"parameter_intervention",21,127.825639187227,48.9259830187143,8.3964457019188,0,9.01654913884533,0
"parameter_intervention",22,131.36405385105,50.3835661752446,7.17329612645094,0,9.17005095604847,0
"parameter_intervention",23,135.139936224562,51.9576491052066,5.91370697206982,0,9.33316012927144,0
"parameter_intervention",24,139.171005978701,53.6526703858291,4.61476574443966,0,9.50679185581826,0
"parameter_intervention",25,143.47533220854,55.4737544843085,3.27344898479393,0,9.69185118509172,0
"parameter_intervention",26,148.071481623657,57.4266786844877,1.88660512268622,0,9.88924397146343,0
"parameter_intervention",27,152.978653033311,59.5178511782415,0.450938155574023,0,10.0998864446364,0
"parameter_intervention",28,158.170135944433,61.7542986591291,0,0,10.3247136639317,0
"parameter_intervention",29,163.63574945149,64.0994051554907,0,0,10.5630538014236,0
"parameter_intervention",30,169.383005826135,66.540516256956,0,0,10.8148163204826,0
"parameter_intervention",31,175.420588344427,69.0845196455466,0,0,11.0805351870428,0
"parameter_intervention",32,181.758243145062,71.7381162166343,0,0,11.3607928164098,0
"parameter_intervention",33,188.406694543912,74.5078972856186,0,0,11.6562183055769,0
"parameter_intervention",34,195.377868022213,77.4006192435257,0,0,11.9667863482034,0
"parameter_intervention",35,202.684778938393,80.4231857863983,0,0,12.2927616225498,0
"parameter_intervention",36,210.341414354474,83.5826198862393,0,0,12.6347123502358,0
"parameter_intervention",37,218.362715293645,86.886105603019,0,0,12.993258327573,0
"parameter_intervention",38,226.764569465361,90.3410255645664,0,0,13.3690686824535,0
"parameter_intervention",39,235.563812973094,93.9549950214968,0,0,13.7628603494463,0
"parameter_intervention",40,244.778238017364,97.7358919353613,0,0,14.1754014743915,0
"parameter_intervention",41,254.426607567994,101.691885317989,0,0,14.6075100146836,0
"parameter_intervention",42,264.528676404025,105.831462425071,0,0,15.0600524801969,0
"parameter_intervention",43,275.105217410826,110.163454834032,0,0,15.5339444035455,0
"parameter_intervention",44,286.178052628287,114.697063772319,0,0,16.0301511513593,0
"parameter_intervention",45,297.770088652112,119.441885005815,0,0,16.5496890365865,0
"parameter_intervention",46,309.905356091342,124.407933559014,0,0,17.0936266730844,0
"parameter_intervention",47,322.609052849704,129.605668492082,0,0,17.6630865767169,0
"parameter_intervention",48,335.907591059992,135.046017928534,0,0,18.2592469958,0
"parameter_intervention",49,349.828647556308,140.740404504686,0,0,18.8833439482621,0
"parameter_intervention",50,364.40121781382,146.700771392038,0,0,19.5366734538951,0
"parameter_intervention",51,379.655673323816,152.939609027742,0,0,20.2205939532654,0
"parameter_intervention",52,395.623822404388,159.469982675601,0,0,20.9365289077037,0
"parameter_intervention",53,412.338974475275,166.305560930035,0,0,21.6859695768991,0
"parameter_intervention",54,429.836007849884,173.46064526784,0,0,22.4704779725345,0
"parameter_intervention",55,448.15144111917,180.9502007468,0,0,23.2916899880906,0
"parameter_intervention",56,467.323508221278,188.789887946016,0,0,24.1513187063782,0
"parameter_intervention",57,487.392237308262,196.996096240083,0,0,25.051157887602,0
"parameter_intervention",58,508.3995335371,205.585978497498,0,0,25.993085641855,0
"parameter_intervention",59,530.389265927031,214.577487293042,0,0,26.9790682909276,0
"parameter_intervention",60,553.407358439144,223.989412724002,0,0,28.0111644251943,0
"parameter_intervention",61,577.501885447469,233.841421920934,0,0,29.0915291621576,0
"parameter_intervention",62,602.72317178366,244.154100345179,0,0,30.2224186139806,0
"parameter_intervention",63,629.123897549981,254.948994967354,0,0,31.406194572052,0
"parameter_intervention",64,656.759207907761,266.248659423599,0,0,32.6453294173058,0
"parameter_intervention",65,685.686828060956,278.076701249315,0,0,33.9424112656771,0
"parameter_intervention",66,715.967183666999,290.457831293527,0,0,35.3001493587206,0
"parameter_intervention",67,747.663526919888,303.417915420783,0,0,36.721379710057,0
"parameter_intervention",68,780.842068563438,316.984028611619,0,0,38.209071018951,0
"parameter_intervention",69,815.572116106,331.184511577123,0,0,39.76633086297,0
"parameter_intervention",70,851.926218521666,346.049030007904,0,0,41.3964121823264,0
"parameter_intervention",71,889.98031773719,361.608636582958,0,0,43.1027200691726,0
"parameter_intervention",72,929.813907218573,377.895835869353,0,0,44.8888188758066,0
"parameter_intervention",73,971.510197986512,394.944652249476,0,0,46.7584396564484,0
"parameter_intervention",74,1015.15629240582,412.790701018686,0,0,48.7154879579795,0
"parameter_intervention",75,1060.84336611046,431.471262802673,0,0,50.7640519757938,0
"parameter_intervention",76,1108.66685844303,451.025361450658,0,0,52.9084110916911,0
"parameter_intervention",77,1158.72667180561,471.493845567641,0,0,55.1530448115638,0
"parameter_intervention",78,1211.12738033764,492.919473856504,0,0,57.5026421214749,0
"parameter_intervention",79,1265.97844835604,515.347004448569,0,0,59.9621112816152,0
"parameter_intervention",80,1323.39445901339,538.823288409556,0,0,62.5365900785489,0
"parameter_intervention",81,1383.49535365139,563.397367616496,0,0,65.2314565571255,0
"parameter_intervention",82,1446.40668234929,589.120577210275,0,0,68.052340254444,0
"parameter_intervention",83,1512.25986619027,616.046652838008,0,0,71.0051339593092,0
"parameter_intervention",84,1581.19247179353,644.231842909389,0,0,74.0960060217243,0
"parameter_intervention",85,1653.34849868523,673.735026101657,0,0,77.3314132381143,0
"parameter_intervention",86,1728.87868010859,704.617834358719,0,0,80.7181143391838,0
"parameter_intervention",87,1807.94079790128,736.944781641464,0,0,84.2631841085715,0
"parameter_intervention",88,1890.70001209781,770.783398698287,0,0,87.9740281617843,0
"parameter_intervention",89,1977.32920594534,806.204374137405,0,0,91.8583984162776,0
"parameter_intervention",90,2068.0093470536,843.281702095716,0,0,95.92440928499,0
"parameter_intervention",91,2162.92986543328,882.092836812707,0,0,100.180554627155,0
"parameter_intervention",92,2262.2890492125,922.718854432355,0,0,104.635725491794,0
"parameter_intervention",93,2366.29445885812,965.244622371031,0,0,109.299228690957,0
"parameter_intervention",94,2475.16336076695,1009.75897660526,0,0,114.180806241502,0
"parameter_intervention",95,2589.12318113274,1056.35490724966,0,0,119.290655716023,0
"parameter_intervention",96,2708.41198103706,1105.12975281285,0,0,124.63945154545,0
"buffer_intervention",1,70,50,30,0,0,18
"buffer_intervention",2,75.77625,47.75,28.75,0,3.5,13.36
"buffer_intervention",3,80.931836225,46.114186875,27.55625,0,3.70216875,8.945
"buffer_intervention",4,85.6157734361499,44.9931908166375,26.403395328125,0,3.882614267875,4.6935813125
"buffer_intervention",5,89.9514804156876,44.306860822933,25.2785655577091,0,4.04655207026525,0.554262230836246
"buffer_intervention",6,94.4261768518539,44.3008728328271,24.1708940371357,0,4.19830181454907,0.36
"buffer_intervention",7,98.8109703728859,44.6215160390726,23.0633722163151,0,4.35491618981489,0.36
"buffer_intervention",8,103.125970627925,45.1925043190902,21.9478343153382,0,4.59502771305101,0.36
"buffer_intervention",9,107.433033622062,45.9902675471075,20.818021707361,0,4.82338651535236,0.36
"buffer_intervention",10,111.785934915422,46.9966171196235,19.6682650186833,0,5.04439277831443,0.36
"buffer_intervention",11,116.2319809981,48.197872443707,18.4933495906927,0,5.26177992827508,0.36
"buffer_intervention",12,120.81096916056,49.5824150136993,17.2884027796,0,5.48451198771131,0.36
"buffer_intervention",13,125.560329567951,51.1432648496577,16.0488424042576,0,5.71054847621289,0.36
"buffer_intervention",14,130.514677891973,52.8763900584856,14.7702607830161,0,5.94150109429717,0.36
"buffer_intervention",15,135.706300850729,54.7800792051744,13.448351031554,0,6.17950923055,0.36
"buffer_intervention",16,141.16579765614,56.8546262289455,12.0788490514246,0,6.42650955350685,0.36
"buffer_intervention",17,146.92262137045,59.1020769523324,10.657483395701,0,6.68428263293642,0.36
"buffer_intervention",18,153.005553414637,61.5260373011137,9.17993147189266,0,6.95445628537414,0.36
"buffer_intervention",19,159.44308873861,64.1315056302528,7.64178053936482,0,7.23859931303155,0.36
"buffer_intervention",20,166.263774586923,66.9247466313889,6.0384928986085,0,7.53822827423094,0.36
"buffer_intervention",21,173.496507739697,69.9131959527132,4.36537423282378,0,7.85482662330323,0.36
"buffer_intervention",22,181.170797397422,73.1053894687153,2.61754433400595,0,8.1898647357315,0.36
"buffer_intervention",23,189.317000901744,76.5109132921503,0.789909597288066,0,8.54481722946651,0.36
"buffer_intervention",24,197.91600933859,80.1403712752532,0,0,8.9211783327806,0.36
"buffer_intervention",25,206.951995865383,83.9574465168027,0,0,9.31870665792979,0.36
"buffer_intervention",26,216.43954597325,87.9379330986396,0,0,9.73727647409224,0.36
"buffer_intervention",27,226.394814424648,92.0921378203418,0,0,10.1778317251592,0.36
"buffer_intervention",28,236.835416878039,96.4302682864892,0,0,10.641380465824,0.36
"buffer_intervention",29,247.780348023284,100.962524940891,0,0,11.1289946042575,0.36
"buffer_intervention",30,259.250233840026,105.699406361572,0,0,11.6410523208938,0.36
"buffer_intervention",31,271.267315057883,110.651764721118,0,0,12.1780381223816,0.36
"buffer_intervention",32,283.855275686383,115.830733185282,0,0,12.7409492166247,0.36
"buffer_intervention",33,297.039240389583,121.247779437035,0,0,13.3308568653931,0.36
"buffer_intervention",34,310.845784318869,126.914754714931,0,0,13.948904666806,0.36
"buffer_intervention",35,325.30295379175,132.843939391455,0,0,14.5963076715097,0.36
"buffer_intervention",36,340.440294588067,139.048084544553,0,0,15.2743568903116,0.36
"buffer_intervention",37,356.288888363136,145.540451545773,0,0,15.9844200364506,0.36
"buffer_intervention",38,372.88139739677,152.334851023671,0,0,16.7279402280055,0.36
"buffer_intervention",39,390.252116184666,159.445680994896,0,0,17.5064375147307,0.36
"buffer_intervention",40,408.437029355993,166.887964588908,0,0,18.3215108312463,0.36
"buffer_intervention",41,427.473875523405,174.677387730525,0,0,19.174840334336,0.36
"buffer_intervention",42,447.402216786007,182.830337102774,0,0,20.0681900621402,0.36
"buffer_intervention",43,468.263513683679,191.363938664658,0,0,21.0034109129573,0.36
"buffer_intervention",44,490.101205467348,200.296096960732,0,0,21.9824439398803,0.36
"buffer_intervention",45,512.960795615869,209.645535436742,0,0,23.0073239341272,0.36
"buffer_intervention",46,536.889942582765,219.431837954478,0,0,24.0801832868953,0.36
"buffer_intervention",47,561.938555801324,229.675491682394,0,0,25.2032561232478,0.36
"buffer_intervention",48,588.158897015776,240.39793152562,0,0,26.3788827048365,0.36
"buffer_intervention",49,615.605687040672,251.621586249177,0,0,27.6095141008073,0.36
"buffer_intervention",50,644.336218081234,263.369926441068,0,0,28.8977171284338,0.36
"buffer_intervention",51,674.410471774841,275.667514456934,0,0,30.2461795670812,0.36
"buffer_intervention",52,705.891243138904,288.54005648479,0,0,31.6577156508609,0.36
"buffer_intervention",53,738.844270633445,302.014456866818,0,0,33.1352718468815,0.36
"buffer_intervention",54,773.33837256837,316.118874814923,0,0,34.6819329274072,0.36
"buffer_intervention",55,809.445590106016,330.882783657715,0,0,36.300928345503,0.36
"buffer_intervention",56,847.24133712933,346.337032758463,0,0,37.9956389249291,0.36
"buffer_intervention",57,886.804557265405,362.51391224641,0,0,39.7696038761492,0.36
"buffer_intervention",58,928.217888373098,379.4472207074,0,0,41.6265281513727,0.36
"buffer_intervention",59,971.567834822483,397.172335984083,0,0,43.5702901525601,0.36
"buffer_intervention",60,1016.94494791291,415.726289240895,0,0,45.6049498073125,0.36
"buffer_intervention",61,1064.44401479578,435.147842454556,0,0,47.7347570285422,0.36
"buffer_intervention",62,1114.16425628778,455.477569496913,0,0,49.9641605747924,0.36
"buffer_intervention",63,1166.20953398046,476.75794098362,0,0,52.2978173290535,0.36
"buffer_intervention",64,1220.68856707279,499.033413069253,0,0,54.7406020149126,0.36
"buffer_intervention",65,1277.71515937464,522.35052037715,0,0,57.297617369885,0.36
"buffer_intervention",66,1337.40843695123,546.757973260389,0,0,59.974204796806,0.36
"buffer_intervention",67,1399.89309690176,572.306759598971,0,0,62.7759555152298,0.36
"buffer_intervention",68,1465.29966778887,599.050251347423,0,0,65.7087222358782,0.36
"buffer_intervention",69,1533.76478226093,627.044316056681,0,0,68.7786313823173,0.36
"buffer_intervention",70,1605.43146243454,656.347433604277,0,0,71.9920958852244,0.36
"buffer_intervention",71,1680.44941863199,687.020818377562,0,0,75.3558285758285,0.36
"buffer_intervention",72,1758.97536209636,719.128547165904,0,0,78.8768562063883,0.36
"buffer_intervention",73,1841.17333233647,752.737693029648,0,0,82.5625341268989,0.36
"buffer_intervention",74,1927.21503978472,787.91846542595,0,0,86.4205616486096,0.36
"buffer_intervention",75,2017.28022448267,824.744356884631,0,0,90.458998126379,0.36
"buffer_intervention",76,2111.55703154339,863.292296540778,0,0,94.6862797934116,0.36
"buffer_intervention",77,2210.24240417409,903.642810845095,0,0,99.1112373834985,0.36
"buffer_intervention",78,2313.54249507987,945.880191787961,0,0,103.743114577538,0.36
"buffer_intervention",79,2421.67309710762,990.092672988783,0,0,108.591587312843,0.36
"buffer_intervention",80,2534.86009402931,1036.37261401866,0,0,113.666783995537,0.36
"buffer_intervention",81,2653.3399324063,1084.81669334156,0,0,118.979306658266,0.36
"buffer_intervention",82,2777.36011552003,1135.52611027705,0,0,124.540253107371,0.36
"buffer_intervention",83,2907.17972040088,1188.60679640677,0,0,130.361240105812,0.36
"buffer_intervention",84,3043.06993903504,1244.16963686615,0,0,136.454427640229,0.36
"buffer_intervention",85,3185.31464487999,1302.3307019838,0,0,142.832544322841,0.36
"buffer_intervention",86,3334.21098587176,1363.21148975249,0,0,149.508913981239,0.36
"buffer_intervention",87,3490.07000516294,1426.9391796383,0,0,156.497483491606,0.36
"buffer_intervention",88,3653.2172908878,1493.64689825821,0,0,163.812851913503,0.36
"buffer_intervention",89,3823.99365631212,1563.47399748099,0,0,171.470300987086,0.36
"buffer_intervention",90,4002.75585178827,1636.56634553262,0,0,179.48582705645,0.36
"buffer_intervention",91,4189.87731000296,1713.07663171412,0,0,187.876174485789,0.36
"buffer_intervention",92,4385.74892607433,1793.16468536861,0,0,196.65887063818,0.36
"buffer_intervention",93,4590.77987412801,1876.99780976362,0,0,205.852262490046,0.36
"buffer_intervention",94,4805.398462058,1964.75113158652,0,0,215.475554957797,0.36
"buffer_intervention",95,5030.05302625786,2056.60796678278,0,0,225.548851016712,0.36
"buffer_intervention",96,5265.21286819135,2152.76020350162,0,0,236.093193695849,0.36
"delay_intervention",1,70,50,30,0,0,0
"delay_intervention",2,76.27225,48.15,28.75,0,3.5,0
"delay_intervention",3,81.9319042,46.86147375,27.54625,0,3.8136125,0
"delay_intervention",4,87.1265265710088,46.0483458435,26.37471315625,0,4.09659521,0
"delay_intervention",5,91.9790884901616,45.6409651527405,25.2235045101625,0,4.35632632855044,0
"delay_intervention",6,96.5925339431931,45.5831879755462,24.082480381344,0,4.59895442450808,0
"delay_intervention",7,101.053526867992,45.8299912093689,22.9429006819553,0,4.82962669715965,0
"delay_intervention",8,105.435528834176,46.3455199509871,21.7971509017211,0,5.05267634339958,0
"delay_intervention",9,109.801328499245,47.101491205209,20.6385129029464,0,5.27177644170878,0
"delay_intervention",10,114.205122363301,48.0758895480809,19.4609756228162,0,5.49006642496225,0
"delay_intervention",11,118.694228387825,49.2519021938225,18.2590783841142,0,5.71025611816504,0
"delay_intervention",12,123.310499333764,50.6170504223442,17.0277808292686,0,5.93471141939125,0
"delay_intervention",13,128.091490623633,52.1624821145196,15.76235456871,0,6.16552496668822,0
"delay_intervention",14,133.071427661056,53.8823965257642,14.458292515847,0,6.40457453118163,0
"delay_intervention",15,138.282009455455,55.7735776591696,13.1112326027029,0,6.65357138305279,0
"delay_intervention",16,143.753078776827,57.8350168857862,11.7168931612237,0,6.91410047277274,0
"delay_intervention",17,149.513183641652,60.067608972342,10.271017739079,0,7.18765393884137,0
"delay_intervention",18,155.590050489247,62.4739085555589,8.76932751477048,0,7.47565918208259,0
"delay_intervention",19,162.010985771171,65.0579364618764,7.20747980088151,0,7.77950252446236,0
"delay_intervention",20,168.803219699059,67.8250272056867,5.5810313893346,0,8.10054928855853,0
"delay_intervention",21,175.994203459711,70.7817105850497,3.88540570919243,0,8.44016098495293,0
"delay_intervention",22,183.611869212636,73.9356215943116,2.11586294456619,0,8.79971017298553,0
"delay_intervention",23,191.684860554841,77.2954339397359,0.267472404708397,0,9.18059346063182,0
"delay_intervention",24,200.167818699892,80.8708133194876,0,0,9.58424302774204,0
"delay_intervention",25,209.062653869813,84.6016701492278,0,0,10.0083909349946,0
"delay_intervention",26,218.382714390906,88.485965798637,0,0,10.4531326934906,0
"delay_intervention",27,228.142886431007,92.5332781682595,0,0,10.9191357195453,0
"delay_intervention",28,238.359495957277,96.7531418868216,0,0,11.4071443215503,0
"delay_intervention",29,249.05023622243,101.155131394658,0,0,11.9179747978638,0
"delay_intervention",30,260.234116572481,105.748932561372,0,0,12.4525118111215,0
"delay_intervention",31,271.93142913801,110.544405042335,0,0,13.011705828624,0
"delay_intervention",32,284.163730603011,115.551637191116,0,0,13.5965714569005,0
"delay_intervention",33,296.953836765139,120.780995027081,0,0,14.2081865301505,0
"delay_intervention",34,310.32582802874,126.243166496726,0,0,14.8476918382569,0
"delay_intervention",35,324.305064323966,131.949202053602,0,0,15.516291401437,0
"delay_intervention",36,338.918208235083,137.910552406596,0,0,16.2152532161983,0
"delay_intervention",37,354.193255359987,144.139104142932,0,0,16.9459104117541,0
"delay_intervention",38,370.159571120036,150.647213814867,0,0,17.7096627679993,0
"delay_intervention",39,386.847933402145,157.447740983131,0,0,18.5079785560018,0
"delay_intervention",40,404.290580549847,164.554080631767,0,0,19.3423966701072,0
"delay_intervention",41,422.521264331741,171.98019530515,0,0,20.2145290274923,0
"delay_intervention",42,441.575307608656,179.740647265932,0,0,21.1260632165871,0
"delay_intervention",43,461.489666498276,187.850630930474,0,0,22.0787653804328,0
"delay_intervention",44,482.302996900867,196.326005804137,0,0,23.0744833249138,0
"delay_intervention",45,504.055725304233,205.183330111312,0,0,24.1151498450434,0
"delay_intervention",46,526.790123832218,214.439895293027,0,0,25.2027862652116,0
"delay_intervention",47,550.550389540364,224.113761527426,0,0,26.3395061916109,0
"delay_intervention",48,575.382727996086,234.223794414678,0,0,27.5275194770182,0
"delay_intervention",49,601.335441210023,244.789702957142,0,0,28.7691363998043,0
"delay_intervention",50,628.459020010864,255.83207895755,0,0,30.0667720605011,0
"delay_intervention",51,656.806240978717,267.372437951968,0,0,31.4229510005432,0
"delay_intervention",52,686.432268072559,279.43326179012,0,0,32.8403120489358,0
"delay_intervention",53,717.394759105943,292.038042973,0,0,34.3216134036279,0
"delay_intervention",54,749.753977242406,305.211330856257,0,0,35.8697379552971,0
"delay_intervention",55,783.572907698195,318.978779827526,0,0,37.4876988621203,0
"delay_intervention",56,818.917379855346,333.36719956645,0,0,39.1786453849098,0
"delay_intervention",57,855.856195002994,348.404607497513,0,0,40.9458689927673,0
"delay_intervention",58,894.46125993932,364.120283547902,0,0,42.7928097501497,0
"delay_intervention",59,934.807726680839,380.544827325253,0,0,44.723062996966,0
"delay_intervention",60,976.974138540054,397.710217833427,0,0,46.740386334042,0
"delay_intervention",61,1021.04258284682,415.649875848121,0,0,48.8487069270027,0
