scenario_id,time,process,state,target,delay,correction_strength
1,53,delayed_balancing,19.980538,20.0,1,0.12
1,54,delayed_balancing,19.982873,20.0,1,0.12
1,55,delayed_balancing,19.984929,20.0,1,0.12
1,56,delayed_balancing,19.986737,20.0,1,0.12
1,57,delayed_balancing,19.988329,20.0,1,0.12
1,58,delayed_balancing,19.989729,20.0,1,0.12
1,59,delayed_balancing,19.990962,20.0,1,0.12
1,60,delayed_balancing,19.992046,20.0,1,0.12
1,61,delayed_balancing,19.993001,20.0,1,0.12
1,62,delayed_balancing,19.993841,20.0,1,0.12
1,63,delayed_balancing,19.99458,20.0,1,0.12
1,64,delayed_balancing,19.99523,20.0,1,0.12
1,65,delayed_balancing,19.995803,20.0,1,0.12
1,66,delayed_balancing,19.996306,20.0,1,0.12
1,67,delayed_balancing,19.99675,20.0,1,0.12
1,68,delayed_balancing,19.99714,20.0,1,0.12
1,69,delayed_balancing,19.997483,20.0,1,0.12
1,70,delayed_balancing,19.997785,20.0,1,0.12
1,71,delayed_balancing,19.998051,20.0,1,0.12
1,72,delayed_balancing,19.998285,20.0,1,0.12
1,73,delayed_balancing,19.99849,20.0,1,0.12
1,74,delayed_balancing,19.998672,20.0,1,0.12
1,75,delayed_balancing,19.998831,20.0,1,0.12
1,76,delayed_balancing,19.998971,20.0,1,0.12
1,77,delayed_balancing,19.999095,20.0,1,0.12
1,78,delayed_balancing,19.999203,20.0,1,0.12
1,79,delayed_balancing,19.999299,20.0,1,0.12
1,80,delayed_balancing,19.999383,20.0,1,0.12
1,81,delayed_balancing,19.999457,20.0,1,0.12
1,82,delayed_balancing,19.999522,20.0,1,0.12
1,83,delayed_balancing,19.99958,20.0,1,0.12
1,84,delayed_balancing,19.99963,20.0,1,0.12
1,85,delayed_balancing,19.999674,20.0,1,0.12
1,86,delayed_balancing,19.999714,20.0,1,0.12
1,87,delayed_balancing,19.999748,20.0,1,0.12
1,88,delayed_balancing,19.999778,20.0,1,0.12
1,89,delayed_balancing,19.999805,20.0,1,0.12
1,90,delayed_balancing,19.999828,20.0,1,0.12
2,1,delayed_balancing,5.0,20.0,3,0.2
2,2,delayed_balancing,8.0,20.0,3,0.2
2,3,delayed_balancing,11.0,20.0,3,0.2
2,4,delayed_balancing,14.0,20.0,3,0.2
2,5,delayed_balancing,16.4,20.0,3,0.2
2,6,delayed_balancing,18.2,20.0,3,0.2
2,7,delayed_balancing,19.4,20.0,3,0.2
2,8,delayed_balancing,20.12,20.0,3,0.2
2,9,delayed_balancing,20.48,20.0,3,0.2
2,10,delayed_balancing,20.6,20.0,3,0.2
2,11,delayed_balancing,20.576,20.0,3,0.2
2,12,delayed_balancing,20.48,20.0,3,0.2
2,13,delayed_balancing,20.36,20.0,3,0.2
2,14,delayed_balancing,20.2448,20.0,3,0.2
2,15,delayed_balancing,20.1488,20.0,3,0.2
2,16,delayed_balancing,20.0768,20.0,3,0.2
2,17,delayed_balancing,20.02784,20.0,3,0.2
2,18,delayed_balancing,19.99808,20.0,3,0.2
2,19,delayed_balancing,19.98272,20.0,3,0.2
2,20,delayed_balancing,19.977152,20.0,3,0.2
2,21,delayed_balancing,19.977536,20.0,3,0.2
2,22,delayed_balancing,19.980992,20.0,3,0.2
2,23,delayed_balancing,19.985562,20.0,3,0.2
2,24,delayed_balancing,19.990054,20.0,3,0.2
2,25,delayed_balancing,19.993856,20.0,3,0.2
2,26,delayed_balancing,19.996744,20.0,3,0.2
2,27,delayed_balancing,19.998733,20.0,3,0.2
2,28,delayed_balancing,19.999962,20.0,3,0.2
2,29,delayed_balancing,20.000613,20.0,3,0.2
2,30,delayed_balancing,20.000866,20.0,3,0.2
2,31,delayed_balancing,20.000874,20.0,3,0.2
2,32,delayed_balancing,20.000751,20.0,3,0.2
2,33,delayed_balancing,20.000578,20.0,3,0.2
2,34,delayed_balancing,20.000403,20.0,3,0.2
2,35,delayed_balancing,20.000253,20.0,3,0.2
2,36,delayed_balancing,20.000137,20.0,3,0.2
2,37,delayed_balancing,20.000057,20.0,3,0.2
2,38,delayed_balancing,20.000006,20.0,3,0.2
2,39,delayed_balancing,19.999979,20.0,3,0.2
2,40,delayed_balancing,19.999967,20.0,3,0.2
2,41,delayed_balancing,19.999966,20.0,3,0.2
2,42,delayed_balancing,19.99997,20.0,3,0.2
2,43,delayed_balancing,19.999977,20.0,3,0.2
2,44,delayed_balancing,19.999984,20.0,3,0.2
2,45,delayed_balancing,19.99999,20.0,3,0.2
2,46,delayed_balancing,19.999994,20.0,3,0.2
2,47,delayed_balancing,19.999997,20.0,3,0.2
2,48,delayed_balancing,20.0,20.0,3,0.2
2,49,delayed_balancing,20.000001,20.0,3,0.2
2,50,delayed_balancing,20.000001,20.0,3,0.2
2,51,delayed_balancing,20.000001,20.0,3,0.2
2,52,delayed_balancing,20.000001,20.0,3,0.2
2,53,delayed_balancing,20.000001,20.0,3,0.2
2,54,delayed_balancing,20.000001,20.0,3,0.2
2,55,delayed_balancing,20.0,20.0,3,0.2
2,56,delayed_balancing,20.0,20.0,3,0.2
2,57,delayed_balancing,20.0,20.0,3,0.2
2,58,delayed_balancing,20.0,20.0,3,0.2
2,59,delayed_balancing,20.0,20.0,3,0.2
2,60,delayed_balancing,20.0,20.0,3,0.2
2,61,delayed_balancing,20.0,20.0,3,0.2
2,62,delayed_balancing,20.0,20.0,3,0.2
2,63,delayed_balancing,20.0,20.0,3,0.2
2,64,delayed_balancing,20.0,20.0,3,0.2
2,65,delayed_balancing,20.0,20.0,3,0.2
2,66,delayed_balancing,20.0,20.0,3,0.2
2,67,delayed_balancing,20.0,20.0,3,0.2
2,68,delayed_balancing,20.0,20.0,3,0.2
2,69,delayed_balancing,20.0,20.0,3,0.2
2,70,delayed_balancing,20.0,20.0,3,0.2
2,71,delayed_balancing,20.0,20.0,3,0.2
2,72,delayed_balancing,20.0,20.0,3,0.2
2,73,delayed_balancing,20.0,20.0,3,0.2
2,74,delayed_balancing,20.0,20.0,3,0.2
2,75,delayed_balancing,20.0,20.0,3,0.2
2,76,delayed_balancing,20.0,20.0,3,0.2
2,77,delayed_balancing,20.0,20.0,3,0.2
2,78,delayed_balancing,20.0,20.0,3,0.2
2,79,delayed_balancing,20.0,20.0,3,0.2
2,80,delayed_balancing,20.0,20.0,3,0.2
2,81,delayed_balancing,20.0,20.0,3,0.2
2,82,delayed_balancing,20.0,20.0,3,0.2
2,83,delayed_balancing,20.0,20.0,3,0.2
2,84,delayed_balancing,20.0,20.0,3,0.2
2,85,delayed_balancing,20.0,20.0,3,0.2
2,86,delayed_balancing,20.0,20.0,3,0.2
2,87,delayed_balancing,20.0,20.0,3,0.2
2,88,delayed_balancing,20.0,20.0,3,0.2
2,89,delayed_balancing,20.0,20.0,3,0.2
2,90,delayed_balancing,20.0,20.0,3,0.2
3,1,delayed_balancing,5.0,20.0,5,0.28
3,2,delayed_balancing,9.2,20.0,5,0.28
3,3,delayed_balancing,13.4,20.0,5,0.28
3,4,delayed_balancing,17.6,20.0,5,0.28
3,5,delayed_balancing,21.8,20.0,5,0.28
3,6,delayed_balancing,26.0,20.0,5,0.28
3,7,delayed_balancing,29.024,20.0,5,0.28
3,8,delayed_balancing,30.872,20.0,5,0.28
3,9,delayed_balancing,31.544,20.0,5,0.28
3,10,delayed_balancing,31.04,20.0,5,0.28
3,11,delayed_balancing,29.36,20.0,5,0.28
3,12,delayed_balancing,26.83328,20.0,5,0.28
3,13,delayed_balancing,23.78912,20.0,5,0.28
3,14,delayed_balancing,20.5568,20.0,5,0.28
3,15,delayed_balancing,17.4656,20.0,5,0.28
3,16,delayed_balancing,14.8448,20.0,5,0.28
3,17,delayed_balancing,12.931482,20.0,5,0.28
3,18,delayed_balancing,11.870528,20.0,5,0.28
3,19,delayed_balancing,11.714624,20.0,5,0.28
3,20,delayed_balancing,12.424256,20.0,5,0.28
3,21,delayed_balancing,13.867712,20.0,5,0.28
3,22,delayed_balancing,15.846897,20.0,5,0.28
3,23,delayed_balancing,18.123149,20.0,5,0.28
3,24,delayed_balancing,20.443055,20.0,5,0.28
3,25,delayed_balancing,22.564263,20.0,5,0.28
3,26,delayed_balancing,24.281304,20.0,5,0.28
3,27,delayed_balancing,25.444172,20.0,5,0.28
3,28,delayed_balancing,25.969691,20.0,5,0.28
3,29,delayed_balancing,25.845635,20.0,5,0.28
3,30,delayed_balancing,25.127642,20.0,5,0.28
3,31,delayed_balancing,23.928877,20.0,5,0.28
3,32,delayed_balancing,22.404508,20.0,5,0.28
3,33,delayed_balancing,20.732995,20.0,5,0.28
3,34,delayed_balancing,19.096217,20.0,5,0.28
3,35,delayed_balancing,17.660478,20.0,5,0.28
3,36,delayed_balancing,16.560392,20.0,5,0.28
3,37,delayed_balancing,15.88713,20.0,5,0.28
3,38,delayed_balancing,15.681891,20.0,5,0.28
3,39,delayed_balancing,15.93495,20.0,5,0.28
3,40,delayed_balancing,16.590017,20.0,5,0.28
3,41,delayed_balancing,17.553107,20.0,5,0.28
3,42,delayed_balancing,18.70471,20.0,5,0.28
3,43,delayed_balancing,19.913781,20.0,5,0.28
3,44,delayed_balancing,21.051995,20.0,5,0.28
3,45,delayed_balancing,22.00679,20.0,5,0.28
3,46,delayed_balancing,22.69192,20.0,5,0.28
3,47,delayed_balancing,23.054601,20.0,5,0.28
3,48,delayed_balancing,23.078743,20.0,5,0.28
3,49,delayed_balancing,22.784184,20.0,5,0.28
3,50,delayed_balancing,22.222283,20.0,5,0.28
3,51,delayed_balancing,21.468545,20.0,5,0.28
3,52,delayed_balancing,20.613257,20.0,5,0.28
3,53,delayed_balancing,19.751209,20.0,5,0.28
3,54,delayed_balancing,18.971637,20.0,5,0.28
3,55,delayed_balancing,18.349398,20.0,5,0.28
3,56,delayed_balancing,17.938205,20.0,5,0.28
3,57,delayed_balancing,17.766493,20.0,5,0.28
3,58,delayed_balancing,17.836155,20.0,5,0.28
3,59,delayed_balancing,18.124097,20.0,5,0.28
3,60,delayed_balancing,18.586265,20.0,5,0.28
3,61,delayed_balancing,19.163568,20.0,5,0.28
3,62,delayed_balancing,19.788949,20.0,5,0.28
3,63,delayed_balancing,20.394826,20.0,5,0.28
3,64,delayed_balancing,20.920079,20.0,5,0.28
3,65,delayed_balancing,21.315925,20.0,5,0.28
3,66,delayed_balancing,21.550126,20.0,5,0.28
3,67,delayed_balancing,21.60922,20.0,5,0.28
3,68,delayed_balancing,21.498669,20.0,5,0.28
3,69,delayed_balancing,21.241047,20.0,5,0.28
3,70,delayed_balancing,20.872588,20.0,5,0.28
3,71,delayed_balancing,20.438552,20.0,5,0.28
3,72,delayed_balancing,19.987971,20.0,5,0.28
3,73,delayed_balancing,19.568344,20.0,5,0.28
3,74,delayed_balancing,19.220851,20.0,5,0.28
3,75,delayed_balancing,18.976526,20.0,5,0.28
3,76,delayed_balancing,18.853731,20.0,5,0.28
3,77,delayed_balancing,18.857099,20.0,5,0.28
3,78,delayed_balancing,18.977963,20.0,5,0.28
3,79,delayed_balancing,19.196125,20.0,5,0.28
3,80,delayed_balancing,19.482698,20.0,5,0.28
3,81,delayed_balancing,19.803653,20.0,5,0.28
3,82,delayed_balancing,20.123665,20.0,5,0.28
3,83,delayed_balancing,20.409836,20.0,5,0.28
3,84,delayed_balancing,20.63492,20.0,5,0.28
3,85,delayed_balancing,20.779765,20.0,5,0.28
3,86,delayed_balancing,20.834742,20.0,5,0.28
3,87,delayed_balancing,20.800116,20.0,5,0.28
3,88,delayed_balancing,20.685362,20.0,5,0.28
3,89,delayed_balancing,20.507584,20.0,5,0.28
3,90,delayed_balancing,20.28925,20.0,5,0.28
4,1,delayed_balancing,5.0,20.0,8,0.36
4,2,delayed_balancing,10.4,20.0,8,0.36
4,3,delayed_balancing,15.8,20.0,8,0.36
4,4,delayed_balancing,21.2,20.0,8,0.36
4,5,delayed_balancing,26.6,20.0,8,0.36
4,6,delayed_balancing,32.0,20.0,8,0.36
4,7,delayed_balancing,37.4,20.0,8,0.36
4,8,delayed_balancing,42.8,20.0,8,0.36
4,9,delayed_balancing,48.2,20.0,8,0.36
4,10,delayed_balancing,51.656,20.0,8,0.36
4,11,delayed_balancing,53.168,20.0,8,0.36
4,12,delayed_balancing,52.736,20.0,8,0.36
4,13,delayed_balancing,50.36,20.0,8,0.36
4,14,delayed_balancing,46.04,20.0,8,0.36
4,15,delayed_balancing,39.776,20.0,8,0.36
4,16,delayed_balancing,31.568,20.0,8,0.36
4,17,delayed_balancing,21.416,20.0,8,0.36
4,18,delayed_balancing,10.01984,20.0,8,0.36
4,19,delayed_balancing,-1.92064,20.0,8,0.36
4,20,delayed_balancing,-13.7056,20.0,8,0.36
4,21,delayed_balancing,-24.6352,20.0,8,0.36
4,22,delayed_balancing,-34.0096,20.0,8,0.36
4,23,delayed_balancing,-41.12896,20.0,8,0.36
4,24,delayed_balancing,-45.29344,20.0,8,0.36
4,25,delayed_balancing,-45.8032,20.0,8,0.36
4,26,delayed_balancing,-42.210342,20.0,8,0.36
4,27,delayed_balancing,-34.318912,20.0,8,0.36
4,28,delayed_balancing,-22.184896,20.0,8,0.36
4,29,delayed_balancing,-6.116224,20.0,8,0.36
4,30,delayed_balancing,13.327232,20.0,8,0.36
4,31,delayed_balancing,35.333658,20.0,8,0.36
4,32,delayed_balancing,58.839296,20.0,8,0.36
4,33,delayed_balancing,82.528448,20.0,8,0.36
4,34,delayed_balancing,104.924171,20.0,8,0.36
4,35,delayed_balancing,124.47898,20.0,8,0.36
4,36,delayed_balancing,139.665542,20.0,8,0.36
4,37,delayed_balancing,149.067383,20.0,8,0.36
4,38,delayed_balancing,151.469579,20.0,8,0.36
4,39,delayed_balancing,145.949463,20.0,8,0.36
4,40,delayed_balancing,131.967316,20.0,8,0.36
4,41,delayed_balancing,109.457075,20.0,8,0.36
4,42,delayed_balancing,78.884373,20.0,8,0.36
4,43,delayed_balancing,41.27194,20.0,8,0.36
4,44,delayed_balancing,-1.807655,20.0,8,0.36
4,45,delayed_balancing,-48.271913,20.0,8,0.36
4,46,delayed_balancing,-95.600961,20.0,8,0.36
4,47,delayed_balancing,-140.942768,20.0,8,0.36
4,48,delayed_balancing,-181.251001,20.0,8,0.36
4,49,delayed_balancing,-213.455548,20.0,8,0.36
4,50,delayed_balancing,-234.653923,20.0,8,0.36
4,51,delayed_balancing,-242.311821,20.0,8,0.36
4,52,delayed_balancing,-234.461065,20.0,8,0.36
4,53,delayed_balancing,-209.883177,20.0,8,0.36
4,54,delayed_balancing,-168.266831,20.0,8,0.36
4,55,delayed_balancing,-110.327434,20.0,8,0.36
4,56,delayed_balancing,-37.877074,20.0,8,0.36
4,57,delayed_balancing,46.166923,20.0,8,0.36
4,58,delayed_balancing,137.842336,20.0,8,0.36
4,59,delayed_balancing,232.274591,20.0,8,0.36
4,60,delayed_balancing,323.880575,20.0,8,0.36
4,61,delayed_balancing,406.638518,20.0,8,0.36
4,62,delayed_balancing,474.414577,20.0,8,0.36
4,63,delayed_balancing,521.332454,20.0,8,0.36
4,64,delayed_balancing,542.1682,20.0,8,0.36
4,65,delayed_balancing,532.748108,20.0,8,0.36
4,66,delayed_balancing,490.324867,20.0,8,0.36
4,67,delayed_balancing,413.906014,20.0,8,0.36
4,68,delayed_balancing,304.509008,20.0,8,0.36
4,69,delayed_balancing,165.319141,20.0,8,0.36
4,70,delayed_balancing,1.729893,20.0,8,0.36
4,71,delayed_balancing,-178.74979,20.0,8,0.36
4,72,delayed_balancing,-366.730342,20.0,8,0.36
4,73,delayed_balancing,-551.319661,20.0,8,0.36
4,74,delayed_balancing,-720.636614,20.0,8,0.36
4,75,delayed_balancing,-862.442779,20.0,8,0.36
4,76,delayed_balancing,-964.866021,20.0,8,0.36
4,77,delayed_balancing,-1017.180912,20.0,8,0.36
4,78,delayed_balancing,-1010.603674,20.0,8,0.36
4,79,delayed_balancing,-939.053749,20.0,8,0.36
4,80,delayed_balancing,-799.830826,20.0,8,0.36
4,81,delayed_balancing,-594.155748,20.0,8,0.36
4,82,delayed_balancing,-327.526567,20.0,8,0.36
4,83,delayed_balancing,-9.847167,20.0,8,0.36
4,84,delayed_balancing,344.704601,20.0,8,0.36
4,85,delayed_balancing,718.089729,20.0,8,0.36
4,86,delayed_balancing,1089.107052,20.0,8,0.36
4,87,delayed_balancing,1434.366402,20.0,8,0.36
4,88,delayed_balancing,1729.505499,20.0,8,0.36
4,89,delayed_balancing,1950.601568,20.0,8,0.36
4,90,delayed_balancing,2075.711132,20.0,8,0.36
5,1,delayed_balancing,5.0,20.0,12,0.36
5,2,delayed_balancing,10.4,20.0,12,0.36
5,3,delayed_balancing,15.8,20.0,12,0.36
5,4,delayed_balancing,21.2,20.0,12,0.36
5,5,delayed_balancing,26.6,20.0,12,0.36
5,6,delayed_balancing,32.0,20.0,12,0.36
5,7,delayed_balancing,37.4,20.0,12,0.36
5,8,delayed_balancing,42.8,20.0,12,0.36
5,9,delayed_balancing,48.2,20.0,12,0.36
5,10,delayed_balancing,53.6,20.0,12,0.36
5,11,delayed_balancing,59.0,20.0,12,0.36
5,12,delayed_balancing,64.4,20.0,12,0.36
5,13,delayed_balancing,69.8,20.0,12,0.36
5,14,delayed_balancing,73.256,20.0,12,0.36
5,15,delayed_balancing,74.768,20.0,12,0.36
5,16,delayed_balancing,74.336,20.0,12,0.36
5,17,delayed_balancing,71.96,20.0,12,0.36
5,18,delayed_balancing,67.64,20.0,12,0.36
5,19,delayed_balancing,61.376,20.0,12,0.36
5,20,delayed_balancing,53.168,20.0,12,0.36
5,21,delayed_balancing,43.016,20.0,12,0.36
5,22,delayed_balancing,30.92,20.0,12,0.36
5,23,delayed_balancing,16.88,20.0,12,0.36
5,24,delayed_balancing,0.896,20.0,12,0.36
5,25,delayed_balancing,-17.032,20.0,12,0.36
5,26,delayed_balancing,-36.20416,20.0,12,0.36
5,27,delayed_balancing,-55.92064,20.0,12,0.36
5,28,delayed_balancing,-75.4816,20.0,12,0.36
5,29,delayed_balancing,-94.1872,20.0,12,0.36
5,30,delayed_balancing,-111.3376,20.0,12,0.36
5,31,delayed_balancing,-126.23296,20.0,12,0.36
5,32,delayed_balancing,-138.17344,20.0,12,0.36
5,33,delayed_balancing,-146.4592,20.0,12,0.36
5,34,delayed_balancing,-150.3904,20.0,12,0.36
5,35,delayed_balancing,-149.2672,20.0,12,0.36
5,36,delayed_balancing,-142.38976,20.0,12,0.36
5,37,delayed_balancing,-129.05824,20.0,12,0.36
5,38,delayed_balancing,-108.824742,20.0,12,0.36
5,39,delayed_balancing,-81.493312,20.0,12,0.36
5,40,delayed_balancing,-47.119936,20.0,12,0.36
5,41,delayed_balancing,-6.012544,20.0,12,0.36
5,42,delayed_balancing,41.268992,20.0,12,0.36
5,43,delayed_balancing,93.912858,20.0,12,0.36
5,44,delayed_balancing,150.855296,20.0,12,0.36
5,45,delayed_balancing,210.780608,20.0,12,0.36
5,46,delayed_balancing,272.121152,20.0,12,0.36
5,47,delayed_balancing,333.057344,20.0,12,0.36
5,48,delayed_balancing,391.517658,20.0,12,0.36
5,49,delayed_balancing,445.178624,20.0,12,0.36
5,50,delayed_balancing,491.555531,20.0,12,0.36
5,51,delayed_balancing,528.093124,20.0,12,0.36
5,52,delayed_balancing,552.256301,20.0,12,0.36
5,53,delayed_balancing,561.620816,20.0,12,0.36
5,54,delayed_balancing,553.963979,20.0,12,0.36
5,55,delayed_balancing,527.355351,20.0,12,0.36
5,56,delayed_balancing,480.247444,20.0,12,0.36
5,57,delayed_balancing,411.566425,20.0,12,0.36
5,58,delayed_balancing,320.80281,20.0,12,0.36
5,59,delayed_balancing,208.102167,20.0,12,0.36
5,60,delayed_balancing,74.35581,20.0,12,0.36
5,61,delayed_balancing,-78.708495,20.0,12,0.36
5,62,delayed_balancing,-248.468486,20.0,12,0.36
5,63,delayed_balancing,-431.382011,20.0,12,0.36
5,64,delayed_balancing,-622.994279,20.0,12,0.36
5,65,delayed_balancing,-817.977773,20.0,12,0.36
5,66,delayed_balancing,-1010.204805,20.0,12,0.36
5,67,delayed_balancing,-1192.852731,20.0,12,0.36
5,68,delayed_balancing,-1358.541811,20.0,12,0.36
5,69,delayed_balancing,-1499.505724,20.0,12,0.36
5,70,delayed_balancing,-1607.794736,20.0,12,0.36
5,71,delayed_balancing,-1675.511516,20.0,12,0.36
5,72,delayed_balancing,-1695.079607,20.0,12,0.36
5,73,delayed_balancing,-1659.544549,20.0,12,0.36
5,74,delayed_balancing,-1562.895894,20.0,12,0.36
5,75,delayed_balancing,-1400.398371,20.0,12,0.36
5,76,delayed_balancing,-1168.92043,20.0,12,0.36
5,77,delayed_balancing,-867.248432,20.0,12,0.36
5,78,delayed_balancing,-496.374702,20.0,12,0.36
5,79,delayed_balancing,-59.747719,20.0,12,0.36
5,80,delayed_balancing,436.527333,20.0,12,0.36
5,81,delayed_balancing,983.549394,20.0,12,0.36
5,82,delayed_balancing,1569.555499,20.0,12,0.36
5,83,delayed_balancing,2179.939645,20.0,12,0.36
5,84,delayed_balancing,2797.368303,20.0,12,0.36
5,85,delayed_balancing,3402.004341,20.0,12,0.36
5,86,delayed_balancing,3971.846863,20.0,12,0.36
5,87,delayed_balancing,4483.190276,20.0,12,0.36
5,88,delayed_balancing,4911.201631,20.0,12,0.36
5,89,delayed_balancing,5230.611067,20.0,12,0.36
5,90,delayed_balancing,5416.50596,20.0,12,0.36
