"scenario","time","climate_stress","service_level","adaptive_capacity","degradation","vulnerability_pressure","recovery","adaptation_investment","below_threshold","transformed"
"moderate_climate_stress",22,0.368,0.736833872306049,0.664,0,0.028562688,0.0289482740463347,0.006,FALSE,0
"moderate_climate_stress",23,0.372,0.737219458352383,0.67,0,0.02835756,0.0289058595812378,0.006,FALSE,0
"moderate_climate_stress",24,0.376,0.737767757933621,0.676,0,0.028141344,0.0288455466273017,0.006,FALSE,0
"moderate_climate_stress",25,0.38,0.738471960560923,0.682,0,0.02791404,0.0287680843382985,0.006,FALSE,0
"moderate_climate_stress",26,0.384,0.739326004899221,0.688,0,0.027675648,0.0286741394610857,0.006,FALSE,0
"moderate_climate_stress",27,0.388,0.740324496360307,0.694,0,0.027426168,0.0285643054003662,0.006,FALSE,0
"moderate_climate_stress",28,0.392,0.741462633760673,0.7,0,0.0271656,0.0284391102863259,0.006,FALSE,0
"moderate_climate_stress",29,0.396,0.742736144046999,0.706,0,0.026893944,0.0282990241548301,0.006,FALSE,0
"moderate_climate_stress",30,0.4,0.744141224201829,0.712,0,0.0266112,0.0281444653377988,0.006,FALSE,0
"moderate_climate_stress",31,0.404,0.745674489539628,0.718,0,0.026317368,0.0279758061506409,0.006,FALSE,0
"moderate_climate_stress",32,0.408,0.747332927690269,0.724,0,0.026012448,0.0277933779540704,0.006,FALSE,0
"moderate_climate_stress",33,0.412,0.74911385764434,0.73,0,0.02569644,0.0275974756591227,0.006,FALSE,0
"moderate_climate_stress",34,0.416,0.751014893303462,0.736,0,0.025369344,0.0273883617366192,0.006,FALSE,0
"moderate_climate_stress",35,0.42,0.753033911040081,0.742,0,0.02503116,0.0271662697855911,0.006,FALSE,0
"moderate_climate_stress",36,0.584,0.755169020825672,0.748,0,0.033995808,0.026931407709176,0.006,FALSE,0
"moderate_climate_stress",37,0.428,0.748104620534848,0.754,0,0.024321528,0.0277084917411667,0.006,FALSE,0
"moderate_climate_stress",38,0.432,0.751491584276015,0.76,0,0.02395008,0.0273359257296383,0.006,FALSE,0
"moderate_climate_stress",39,0.436,0.754877430005653,0.766,0,0.023567544,0.0269634826993781,0.006,FALSE,0
"moderate_climate_stress",40,0.44,0.758273368705032,0.772,0,0.02317392,0.0265899294424465,0.006,FALSE,0
"moderate_climate_stress",41,0.444,0.761689378147478,0.778,0,0.022769208,0.0262141684037774,0.006,FALSE,0
"moderate_climate_stress",42,0.448,0.765134338551256,0.784,0,0.022353408,0.0258352227593619,0.006,FALSE,0
"moderate_climate_stress",43,0.452,0.768616153310618,0.79,0,0.02192652,0.0254522231358321,0.006,FALSE,0
"moderate_climate_stress",44,0.456,0.77214185644645,0.796,0,0.021488544,0.0250643957908905,0.006,FALSE,0
"moderate_climate_stress",45,0.46,0.77571770823734,0.802,0,0.02103948,0.0246710520938926,0.006,FALSE,0
"moderate_climate_stress",46,0.464,0.779349280331233,0.808,0,0.020579328,0.0242715791635644,0.006,FALSE,0
"moderate_climate_stress",47,0.468,0.783041531494797,0.814,0,0.020108088,0.0238654315355723,0.006,FALSE,0
"moderate_climate_stress",48,0.472,0.78679887503037,0.82,0,0.01962576,0.0234521237466594,0.006,FALSE,0
"moderate_climate_stress",49,0.476,0.790625238777029,0.826,0,0.019132344,0.0230312237345268,0.006,FALSE,0
"moderate_climate_stress",50,0.48,0.794524118511556,0.832,0,0.01862784,0.0226023469637289,0.006,FALSE,0
"moderate_climate_stress",51,0.484,0.798498625475285,0.838,0,0.018112248,0.0221651511977187,0.006,FALSE,0
"moderate_climate_stress",52,0.488,0.802551528673003,0.844,0,0.017585568,0.0217193318459696,0.006,FALSE,0
"moderate_climate_stress",53,0.492,0.806685292518973,0.85,0,0.0170478,0.021264617822913,0.006,FALSE,0
"moderate_climate_stress",54,0.656,0.810902110341886,0.856,0,0.021821184,0.0208007678623925,0.006,FALSE,0
"moderate_climate_stress",55,0.5,0.809881694204279,0.862,0,0.015939,0.0209130136375294,0.006,FALSE,0
"moderate_climate_stress",56,0.504,0.814855707841808,0.868,0,0.015367968,0.0203658721374011,0.006,FALSE,0
"moderate_climate_stress",57,0.508,0.819853611979209,0.874,0,0.014785848,0.019816102682287,0.006,FALSE,0
"moderate_climate_stress",58,0.512,0.824883866661496,0.88,0,0.01419264,0.0192627746672354,0.006,FALSE,0
"moderate_climate_stress",59,0.516,0.829954001328732,0.886,0,0.013588344,0.0187050598538395,0.006,FALSE,0
"moderate_climate_stress",60,0.52,0.835070717182571,0.892,0,0.01297296,0.0181422211099172,0.006,FALSE,0
"repeated_shocks",0,0.28,0.92,0.52,0,0.04368,0.0064,0,FALSE,0
"repeated_shocks",1,0.284,0.88272,0.52,0,0.044304,0.0093824,0,FALSE,0
"repeated_shocks",2,0.288,0.8477984,0.52,0,0.044928,0.012176128,0,FALSE,0
"repeated_shocks",3,0.292,0.815046528,0.52,0,0.045552,0.01479627776,0,FALSE,0
"repeated_shocks",4,0.296,0.78429080576,0.52,0,0.046176,0.0172567355392,0,FALSE,0
"repeated_shocks",5,0.3,0.7553715412992,0.52,0,0.0468,0.019570276696064,0,FALSE,0
"repeated_shocks",6,0.304,0.728141817995264,0.52,0,0.047424,0.0217486545603789,0,FALSE,0
"repeated_shocks",7,0.308,0.702466472555643,0.52,0,0.048048,0.0238026821955486,0,FALSE,0
"repeated_shocks",8,0.312,0.678221154751191,0.52,0,0.048672,0.0257423076199047,0,FALSE,0
"repeated_shocks",9,0.316,0.655291462371096,0.52,0,0.049296,0.0275766830103123,0,FALSE,0
"repeated_shocks",10,0.66,0.633572145381408,0.52,0,0.10296,0.0293142283694873,0,FALSE,0
"repeated_shocks",11,0.324,0.559926373750896,0.5199244,0.0042,0.05055196068,0.0352058900999283,0,FALSE,0
"repeated_shocks",12,0.328,0.544580303170824,0.5198488,0.0042,0.05118411792,0.0364335757463341,0.008,TRUE,0
"repeated_shocks",13,0.332,0.529829760997158,0.5277732,0.0042,0.05095327172,0.0376136191202273,0.008,TRUE,0
"repeated_shocks",14,0.336,0.516490108397386,0.5356976,0.0042,0.05070182208,0.0386807913282092,0.008,TRUE,0
"repeated_shocks",15,0.68,0.504469077645595,0.543622,0.0042,0.100859538,0.0396424737883524,0.008,TRUE,0
"repeated_shocks",16,0.344,0.443252013433947,0.55147275588,0.00829133999999999,0.050145345892616,0.0445398389252842,0.008,TRUE,0
"repeated_shocks",17,0.348,0.437646506466615,0.55932351176,0.00829133999999999,0.049840510819944,0.0449882794826708,0.008,TRUE,0
"repeated_shocks",18,0.352,0.432794275129342,0.56717426764,0.00829133999999999,0.049515263781984,0.0453764579896526,0.008,TRUE,0
"repeated_shocks",19,0.356,0.428655469337011,0.57502502352,0.00829133999999999,0.0491696047787359,0.0457075624530391,0.008,TRUE,0
"repeated_shocks",20,0.36,0.425193427011314,0.582875779400001,0.00829133999999999,0.0488035338101999,0.0459845258390949,0.008,TRUE,0
"repeated_shocks",21,0.704,0.422374419040209,0.590726535280001,0.00829133999999999,0.0936417687279359,0.0462100464767833,0.008,TRUE,0
"repeated_shocks",22,0.368,0.374942696789056,0.598516123489052,0.0116895439416,0.0480174716307094,0.0500045842568755,0.008,TRUE,0
"repeated_shocks",23,0.372,0.376929809415223,0.606305711698103,0.0116895439416,0.0475976394556994,0.0498456152467822,0.008,TRUE,0
"repeated_shocks",24,0.376,0.379177785206305,0.614095299907154,0.0116895439416,0.0471575543513458,0.0496657771834956,0.008,TRUE,0
"repeated_shocks",25,0.38,0.381686008038455,0.621884888116205,0.0116895439416,0.0466972163176486,0.0494651193569236,0.008,TRUE,0
"repeated_shocks",26,0.384,0.38445391107773,0.629674476325257,0.0116895439416,0.046216625354608,0.0492436871137816,0.008,TRUE,0
"repeated_shocks",27,0.388,0.387480972836904,0.637464064534308,0.0116895439416,0.0457157814622238,0.0490015221730477,0.008,TRUE,0
"repeated_shocks",28,0.392,0.390766713547728,0.645253652743359,0.0116895439416,0.0451946846404961,0.0487386629161818,0.008,TRUE,0
"repeated_shocks",29,0.396,0.394310691823413,0.65304324095241,0.0116895439416,0.0446533348894248,0.0484551446541269,0.008,TRUE,0
"repeated_shocks",30,0.4,0.398112501588115,0.660832829161461,0.0116895439416,0.04409173220901,0.0481509998729508,0.008,TRUE,0
"repeated_shocks",31,0.404,0.402171769252056,0.668622417370512,0.0116895439416,0.0435098765992517,0.0478262584598355,0.008,TRUE,0
"repeated_shocks",32,0.408,0.40648815111264,0.676412005579564,0.0116895439416,0.0429077680601499,0.0474809479109888,0.008,TRUE,0
"repeated_shocks",33,0.752,0.411061330963479,0.684201593788615,0.0116895439416,0.0771811304780625,0.0471150935229217,0.008,TRUE,0
"repeated_shocks",34,0.416,0.380995294008338,0.691954570858312,0.0137234961279415,0.0416477420199562,0.049520376479333,0.008,TRUE,0
"repeated_shocks",35,0.42,0.388867928467715,0.699707547928009,0.0137234961279415,0.0409899197078268,0.0488905657225828,0.008,TRUE,0
"repeated_shocks",36,0.424,0.396768574482471,0.707460524997706,0.0137234961279415,0.0403119396553161,0.0482585140414023,0.008,TRUE,0
"repeated_shocks",37,0.428,0.404715148868557,0.715213502067403,0.0137234961279415,0.0396138018624243,0.0476227880905154,0.008,TRUE,0
"repeated_shocks",38,0.432,0.412724135096648,0.7229664791371,0.0137234961279415,0.0388955063291512,0.0469820691922681,0.008,TRUE,0
"repeated_shocks",39,0.436,0.420810697959765,0.730719456206797,0.0137234961279415,0.0381570530554969,0.0463351441632188,0.008,TRUE,0
"repeated_shocks",40,0.44,0.428988789067487,0.738472433276494,0.0137234961279415,0.0373984420414614,0.045680896874601,0.008,TRUE,0
"repeated_shocks",41,0.444,0.437271243900627,0.746225410346191,0.0137234961279415,0.0366196732870447,0.0450183004879499,0.008,TRUE,0
"repeated_shocks",42,0.788,0.445669871101532,0.753978387415888,0.0137234961279415,0.0630061349827911,0.0443464103118775,0.008,TRUE,0
"repeated_shocks",43,0.452,0.427010146430618,0.76171299281479,0.0147441445054649,0.0350043613555074,0.0458391882855505,0.008,TRUE,0
"repeated_shocks",44,0.456,0.437844973360661,0.769447598213691,0.0147441445054649,0.034167865944731,0.0449724021311471,0.008,TRUE,0
"repeated_shocks",45,0.46,0.448649509547077,0.777182203612593,0.0147441445054649,0.0333112605599174,0.0441080392362338,0.008,TRUE,0
"repeated_shocks",46,0.464,0.459446288223394,0.784916809011494,0.0147441445054649,0.0324345452010667,0.0432442969421285,0.008,TRUE,0
"repeated_shocks",47,0.468,0.470256039964456,0.792651414410396,0.0147441445054649,0.0315377198681788,0.0423795168028435,0.008,TRUE,0
"repeated_shocks",48,0.472,0.48109783689912,0.800386019809297,0.0147441445054649,0.0306207845612538,0.0415121730480704,0.008,TRUE,0
"repeated_shocks",49,0.476,0.491989225385937,0.808120625208199,0.0147441445054649,0.0296837392802916,0.040640861969125,0.008,TRUE,0
"repeated_shocks",50,0.48,0.502946348074771,0.815855230607101,0.0147441445054649,0.0287265840252923,0.0397642921540184,0.008,TRUE,0
"repeated_shocks",51,0.484,0.513984056203497,0.823589836006002,0.0147441445054649,0.0277493187962559,0.0388812755037203,0.008,TRUE,0
"repeated_shocks",52,0.488,0.525116012910961,0.831324441404904,0.0147441445054649,0.0267519435931823,0.0379907189671231,0.008,TRUE,0
"repeated_shocks",53,0.492,0.536354788284902,0.839059046803805,0.0147441445054649,0.0257344584160715,0.0370916169372079,0.008,TRUE,0
"repeated_shocks",54,0.496,0.547711946806038,0.846793652202707,0.0147441445054649,0.0246968632649236,0.0361830442555169,0.008,TRUE,0
"repeated_shocks",55,0.5,0.559198127796632,0.854528257601609,0.0147441445054649,0.0236391581397386,0.0352641497762695,0.008,FALSE,0
"repeated_shocks",56,0.504,0.570823119433162,0.86226286300051,0.0147441445054649,0.0225613430405164,0.034334150445347,0.008,FALSE,0
"repeated_shocks",57,0.508,0.582595926837993,0.869997468399412,0.0147441445054649,0.0214634179672571,0.0333923258529606,0.008,FALSE,0
"repeated_shocks",58,0.512,0.594524834723696,0.877732073798313,0.0147441445054649,0.0203453829199607,0.0324380132221043,0.008,FALSE,0
"repeated_shocks",59,0.516,0.60661746502584,0.885466679197215,0.0147441445054649,0.0192072378986271,0.0314706027979328,0.008,FALSE,0
"repeated_shocks",60,0.52,0.618880829925146,0.893201284596116,0.0147441445054649,0.0180489829032563,0.0304895336059883,0.008,FALSE,0
"delayed_adaptation",0,0.28,0.92,0.48,0,0.0492128,0.0056,0,FALSE,0
"delayed_adaptation",1,0.284,0.8763872,0.48,0,0.04991584,0.008652896,0,FALSE,0
"delayed_adaptation",2,0.288,0.835124256,0.48,0,0.05061888,0.01154130208,0,FALSE,0
"delayed_adaptation",3,0.292,0.79604667808,0.48,0,0.05132192,0.0142767325344,0,FALSE,0
"delayed_adaptation",4,0.296,0.7590014906144,0.48,0,0.05202496,0.016869895656992,0,FALSE,0
"delayed_adaptation",5,0.3,0.723846426271392,0.48,0,0.052728,0.0193307501610026,0,FALSE,0
"delayed_adaptation",6,0.304,0.690449176432395,0.48,0,0.05343104,0.0216685576497324,0,FALSE,0
"delayed_adaptation",7,0.308,0.658686694082127,0.48,0,0.05413408,0.0238919314142511,0,FALSE,0
"delayed_adaptation",8,0.312,0.628444545496378,0.48,0,0.05483712,0.0260088818152535,0,FALSE,0
"delayed_adaptation",9,0.316,0.599616307311632,0.48,0,0.05554016,0.0280268584881858,0,FALSE,0
"delayed_adaptation",10,0.32,0.572103005799817,0.48,0,0.0562432,0.0299527895940128,0,FALSE,0
"delayed_adaptation",11,0.324,0.54581259539383,0.48,0,0.05694624,0.0317931183224319,0,TRUE,0
"delayed_adaptation",12,0.628,0.520659473716262,0.48,0,0.11037728,0.0335538368398617,0,TRUE,0
"delayed_adaptation",13,0.332,0.443836030556124,0.47990676,0.00518,0.05836278301984,0.0389314778610713,0,TRUE,0
"delayed_adaptation",14,0.336,0.424404725397355,0.47981352,0.00518,0.05907653816064,0.0402916692221851,0,TRUE,0
"delayed_adaptation",15,0.34,0.4056198564589,0.47972028,0.00518,0.0597905454224,0.041606610047877,0,TRUE,0
"delayed_adaptation",16,0.344,0.387435921084377,0.47962704,0.00518,0.06050480480512,0.0428794855240936,0,TRUE,0
"delayed_adaptation",17,0.348,0.369810601803351,0.4795338,0.00518,0.0612193163088,0.0441132578737655,0,TRUE,0
"delayed_adaptation",18,0.352,0.352704543368316,0.47944056,0.00518,0.06193407993344,0.0453106819642179,0,TRUE,0
"delayed_adaptation",19,0.356,0.336081145399094,0.47934732,0.00518,0.06264909567904,0.0464743198220634,0,TRUE,0
"delayed_adaptation",20,0.36,0.319906369542117,0.47925408,0.00518,0.0633643635456,0.0476065541320518,0,TRUE,0
"delayed_adaptation",21,0.364,0.304148560128569,0.47916084,0.00518,0.06407988353312,0.0487096007910002,0,TRUE,0
"delayed_adaptation",22,0.368,0.288778277386449,0.4790676,0.00518,0.0647956556416,0.0497855205829485,0,TRUE,0
"delayed_adaptation",23,0.372,0.273768142327798,0.47897436,0.00518,0.06551167987104,0.0508362300370541,0,TRUE,0
"delayed_adaptation",24,0.676,0.259092692493812,0.47888112,0.00518,0.11906941065344,0.0518635115254332,0.012,TRUE,0
"delayed_adaptation",25,0.38,0.191886793365805,0.4906636951056,0.0120791608,0.0654191550006367,0.0565679244643936,0.012,TRUE,0
"delayed_adaptation",26,0.384,0.183035562829562,0.5024462702112,0.0120791608,0.0645784936967479,0.0571875106019306,0.012,TRUE,0
"delayed_adaptation",27,0.388,0.175644579734745,0.5142288453168,0.0120791608,0.0637059723097736,0.0577048794185679,0.012,TRUE,0
"delayed_adaptation",28,0.392,0.169643486843539,0.5260114204224,0.0120791608,0.0628015908397137,0.0581249559209523,0.012,TRUE,0
"delayed_adaptation",29,0.396,0.164966851924778,0.537793995528,0.0120791608,0.0618653492865683,0.0584523203652656,0.012,TRUE,0
"delayed_adaptation",30,0.4,0.161553823003475,0.5495765706336,0.0120791608,0.0608972476503373,0.0586912323897568,0.012,TRUE,0
"delayed_adaptation",31,0.404,0.159347807742895,0.5613591457392,0.0120791608,0.0598972859310208,0.0588456534579974,0.012,TRUE,0
"delayed_adaptation",32,0.408,0.158296175269871,0.5731417208448,0.0120791608,0.0588654641286187,0.058919267731109,0.012,TRUE,0
"delayed_adaptation",33,0.412,0.158349978872361,0.5849242959504,0.0120791608,0.0578017822431311,0.0589155014789347,0.012,TRUE,0
"delayed_adaptation",34,0.416,0.159463698108165,0.596706871056,0.0120791608,0.056706240274558,0.0588375411324285,0.012,TRUE,0
"delayed_adaptation",35,0.42,0.161594998966036,0.6084894461616,0.0120791608,0.0555788382228993,0.0586883500723775,0.012,TRUE,0
"delayed_adaptation",36,0.724,0.164704510815514,0.6202720212672,0.0120791608,0.092923993131661,0.058470684242914,0.012,TRUE,0
"delayed_adaptation",37,0.428,0.130251201926767,0.631989247746198,0.015709640055648,0.053237907464044,0.0608824158651263,0.012,TRUE,0
"delayed_adaptation",38,0.432,0.137895710327849,0.643706474225197,0.015709640055648,0.0520245554595337,0.0603473002770506,0.012,TRUE,0
"delayed_adaptation",39,0.436,0.146218455145366,0.655423700704195,0.015709640055648,0.0507795200746242,0.0597647081398244,0.012,TRUE,0
"delayed_adaptation",40,0.44,0.155203643210566,0.667140927183193,0.015709640055648,0.0495028013093155,0.0591357449752604,0.012,TRUE,0
"delayed_adaptation",41,0.444,0.164836586876511,0.678858153662191,0.015709640055648,0.0481943991636076,0.0584614389186442,0.012,TRUE,0
"delayed_adaptation",42,0.448,0.175103626631548,0.69057538014119,0.015709640055648,0.0468543136375005,0.0577427461357917,0.012,TRUE,0
"delayed_adaptation",43,0.452,0.185992059129839,0.702292606620188,0.015709640055648,0.0454825447309941,0.0569805558609113,0.012,TRUE,0
"delayed_adaptation",44,0.456,0.197490070259756,0.714009833099186,0.015709640055648,0.0440790924440886,0.0561756950818171,0.012,TRUE,0
"delayed_adaptation",45,0.46,0.209586672897485,0.725727059578185,0.015709640055648,0.0426439567767838,0.0553289328971761,0.012,TRUE,0
"delayed_adaptation",46,0.464,0.222271649017877,0.737444286057183,0.015709640055648,0.0411771377290799,0.0544409845687486,0.012,TRUE,0
"delayed_adaptation",47,0.468,0.235535495857546,0.749161512536181,0.015709640055648,0.0396786353009767,0.0535125152899718,0.012,TRUE,0
"delayed_adaptation",48,0.772,0.249369375846541,0.76087873901518,0.015709640055648,0.0623953453563351,0.0525441436907422,0.012,TRUE,0
"delayed_adaptation",49,0.476,0.239518174180948,0.772588959099758,0.0160988841901167,0.0365877075483582,0.0532337278073337,0.012,TRUE,0
"delayed_adaptation",50,0.48,0.256164194439923,0.784299179184335,0.0160988841901167,0.0349953011691334,0.0520685063892054,0.012,TRUE,0
"delayed_adaptation",51,0.484,0.273237399659995,0.796009399268913,0.0160988841901167,0.0333712303547999,0.0508733820238003,0.012,TRUE,0
"delayed_adaptation",52,0.488,0.290739551328996,0.807719619353491,0.0160988841901167,0.0317154951053577,0.0496482314069703,0.012,TRUE,0
"delayed_adaptation",53,0.492,0.308672287630608,0.819429839438069,0.0160988841901167,0.0300280954208069,0.0483929398658574,0.012,TRUE,0
"delayed_adaptation",54,0.496,0.327037132075659,0.831140059522647,0.0160988841901167,0.0283090313011473,0.0471074007547039,0.012,TRUE,0
"delayed_adaptation",55,0.5,0.345835501529215,0.842850279607225,0.0160988841901167,0.026558302746379,0.0457915148929549,0.012,TRUE,0
"delayed_adaptation",56,0.504,0.365068713675791,0.854560499691803,0.0160988841901167,0.024775909756502,0.0444451900426946,0.012,TRUE,0
"delayed_adaptation",57,0.508,0.384737993961984,0.866270719776381,0.0160988841901167,0.0229618523315163,0.0430683404226611,0.012,TRUE,0
"delayed_adaptation",58,0.512,0.404844482053129,0.877980939860959,0.0160988841901167,0.021116130471422,0.041660886256281,0.012,TRUE,0
"delayed_adaptation",59,0.516,0.425389237837988,0.889691159945536,0.0160988841901167,0.0192387441762189,0.0402227533513409,0.012,TRUE,0
"delayed_adaptation",60,0.52,0.44637324701311,0.901401380030114,0.0160988841901167,0.0173296934459071,0.0387538727090823,0.012,TRUE,0
"targeted_resilience_investment",0,0.28,0.92,0.54,0,0.03673376,0.0096,0,FALSE,0
"targeted_resilience_investment",1,0.284,0.89286624,0.54,0,0.037258528,0.0128560512,0,FALSE,0
"targeted_resilience_investment",2,0.288,0.8684637632,0.54,0,0.037783296,0.015784348416,0,FALSE,0
"targeted_resilience_investment",3,0.292,0.846464815616,0.54,0,0.038308064,0.01842422212608,0,FALSE,0
"targeted_resilience_investment",4,0.296,0.82658097374208,0.54,0,0.038832832,0.0208102831509504,0,FALSE,0
"targeted_resilience_investment",5,0.3,0.80855842489303,0.54,0,0.0393576,0.0229729890128363,0,FALSE,0
"targeted_resilience_investment",6,0.304,0.792173813905867,0.54,0,0.039882368,0.024939142331296,0.018,FALSE,0
"targeted_resilience_investment",7,0.308,0.777230588237163,0.558,0,0.0388259872,0.0267323294115405,0.018,FALSE,0
"targeted_resilience_investment",8,0.312,0.765136930448703,0.576,0,0.0377285376,0.0281835683461556,0.018,FALSE,0
"targeted_resilience_investment",9,0.316,0.755591961194859,0.594,0,0.0365900192,0.0293289646566169,0.018,FALSE,0
"targeted_resilience_investment",10,0.32,0.748330906651476,0.612,0,0.035410432,0.0302002912018229,0.018,FALSE,0
"targeted_resilience_investment",11,0.324,0.743120765853299,0.63,0,0.034189776,0.0308255080976041,0.018,FALSE,0
"targeted_resilience_investment",12,0.328,0.739756497950903,0.648,0,0.0329280512,0.0312292202458916,0.018,FALSE,0
"targeted_resilience_investment",13,0.332,0.738057666996795,0.666,0,0.0316252576,0.0314330799603846,0.018,FALSE,0
"targeted_resilience_investment",14,0.616,0.737865489357179,0.684,0,0.0555158912,0.0314561412771385,0.018,FALSE,0
"targeted_resilience_investment",15,0.34,0.713805739434318,0.702,0,0.028896464,0.0343433112678819,0.018,FALSE,0
"targeted_resilience_investment",16,0.344,0.7192525867022,0.72,0,0.027470464,0.033689689595736,0.018,FALSE,0
"targeted_resilience_investment",17,0.348,0.725471812297936,0.738,0,0.0260033952,0.0329433825242477,0.018,FALSE,0
"targeted_resilience_investment",18,0.352,0.732411799622184,0.756,0,0.0244952576,0.032110584045338,0.018,FALSE,0
"targeted_resilience_investment",19,0.356,0.740027126067522,0.774,0,0.0229460512,0.0311967448718974,0.018,FALSE,0
"targeted_resilience_investment",20,0.36,0.748277819739419,0.792,0,0.021355776,0.0302066616312697,0.018,FALSE,0
"targeted_resilience_investment",21,0.364,0.757128705370689,0.81,0,0.019724432,0.0291445553555173,0.018,FALSE,0
"targeted_resilience_investment",22,0.368,0.766548828726206,0.828,0,0.0180520192,0.0280141405528553,0.018,FALSE,0
"targeted_resilience_investment",23,0.372,0.776510950079061,0.846,0,0.0163385376,0.0268186859905126,0.018,FALSE,0
"targeted_resilience_investment",24,0.376,0.786991098469574,0.864,0,0.0145839872,0.0255610681836511,0.018,FALSE,0
"targeted_resilience_investment",25,0.38,0.797968179453225,0.882,0,0.012788368,0.024243818465613,0.018,FALSE,0
"targeted_resilience_investment",26,0.384,0.809423629918838,0.9,0,0.01095168,0.0228691644097394,0.018,FALSE,0
"targeted_resilience_investment",27,0.388,0.821341114328578,0.918,0,0.00907392319999996,0.0214390662805707,0.018,FALSE,0
"targeted_resilience_investment",28,0.672,0.833706257409148,0.936,0,0.0122658815999999,0.0199552491109022,0.018,FALSE,0
"targeted_resilience_investment",29,0.396,0.841395624920051,0.954,0,0.00519520319999995,0.0190325250095939,0.018,FALSE,0
"targeted_resilience_investment",30,0.4,0.855232946729645,0.972,0,0.00319423999999995,0.0173720463924427,0.018,FALSE,0
"targeted_resilience_investment",31,0.404,0.869410753122087,0.99,0,0.00115220799999995,0.0156707096253495,0.018,FALSE,0
"targeted_resilience_investment",32,0.408,0.883929254747437,1,0,0,0.0139284894303076,0.018,FALSE,0
"targeted_resilience_investment",33,0.412,0.897857744177744,1,0,0,0.0122570706986707,0.018,FALSE,0
"targeted_resilience_investment",34,0.416,0.910114814876415,1,0,0,0.0107862222148302,0.018,FALSE,0
"targeted_resilience_investment",35,0.42,0.920901037091245,1,0,0,0.00949187554905057,0.018,FALSE,0
"targeted_resilience_investment",36,0.424,0.930392912640296,1,0,0,0.00835285048316449,0.018,FALSE,0
"targeted_resilience_investment",37,0.428,0.93874576312346,1,0,0,0.00735050842518476,0.018,FALSE,0
"targeted_resilience_investment",38,0.432,0.946096271548645,1,0,0,0.00646844741416258,0.018,FALSE,0
"targeted_resilience_investment",39,0.436,0.952564718962808,1,0,0,0.00569223372446308,0.018,FALSE,0
"targeted_resilience_investment",40,0.44,0.958256952687271,1,0,0,0.00500916567752751,0.018,FALSE,0
"targeted_resilience_investment",41,0.444,0.963266118364798,1,0,0,0.00440806579622421,0.018,FALSE,0
"targeted_resilience_investment",42,0.448,0.967674184161022,1,0,0,0.0038790979006773,0.018,FALSE,0
"targeted_resilience_investment",43,0.452,0.9715532820617,1,0,0,0.00341360615259603,0.018,FALSE,0
"targeted_resilience_investment",44,0.736,0.974966888214296,1,0,0,0.00300397341428451,0.018,FALSE,0
"targeted_resilience_investment",45,0.46,0.97797086162858,1,0,0,0.00264349660457037,0.018,FALSE,0
