scenario,time,population,housing,transport,service_capacity,accessibility,congestion,housing_gap,service_pressure,policy_investment
baseline_neighborhood,45,193.033380,240.217203,185.616057,134.935097,63.342974,1.039961,0.000000,1.430565,0.000000
baseline_neighborhood,46,195.243626,243.811207,188.502971,134.880291,63.846584,1.035759,0.000000,1.447533,0.000000
baseline_neighborhood,47,197.456380,247.435089,191.426249,134.825650,64.354393,1.031501,0.000000,1.464531,0.000000
baseline_neighborhood,48,199.671757,251.088784,194.386192,134.771173,64.866370,1.027191,0.000000,1.481561,0.000000
baseline_neighborhood,49,201.889866,254.772226,197.383098,134.716860,65.382486,1.022833,0.000000,1.498624,0.000000
baseline_neighborhood,50,204.110813,258.485354,200.417267,134.662709,65.902710,1.018429,0.000000,1.515719,0.000000
baseline_neighborhood,51,206.334698,262.228106,203.488995,134.608721,66.427015,1.013985,0.000000,1.532848,0.000000
baseline_neighborhood,52,208.561620,266.000426,206.598580,134.554895,66.955372,1.009502,0.000000,1.550011,0.000000
baseline_neighborhood,53,210.791674,269.802258,209.746317,134.501230,67.487753,1.004984,0.000000,1.567210,0.000000
baseline_neighborhood,54,213.024951,273.633548,212.932503,134.447727,68.024131,1.000434,0.000000,1.584444,0.000000
baseline_neighborhood,55,215.261539,277.494245,216.157433,134.394384,68.564479,0.995855,0.000000,1.601715,0.000000
baseline_neighborhood,56,217.498622,281.384240,219.421275,134.341200,69.109363,0.991238,0.000000,1.619002,0.000000
baseline_neighborhood,57,219.735988,285.303423,222.724309,134.288177,69.658818,0.986583,0.000000,1.636302,0.000000
baseline_neighborhood,58,221.973731,289.251684,226.066826,134.235312,70.212817,0.981894,0.000000,1.653617,0.000000
baseline_neighborhood,59,224.211946,293.228916,229.449115,134.182606,70.771333,0.977175,0.000000,1.670946,0.000000
baseline_neighborhood,60,226.450723,297.235015,232.871465,134.130058,71.334339,0.972428,0.000000,1.688292,8.000000
baseline_neighborhood,61,228.690153,301.269878,236.334164,142.077668,71.901808,0.967656,0.000000,1.609614,0.000000
baseline_neighborhood,62,230.997555,305.334749,239.837512,142.001435,72.458998,0.963142,0.000000,1.626727,0.000000
baseline_neighborhood,63,233.305642,309.429523,243.381807,141.925431,73.020608,0.958599,0.000000,1.643861,0.000000
baseline_neighborhood,64,235.614499,313.554095,246.967348,141.849655,73.586615,0.954031,0.000000,1.661016,0.000000
baseline_neighborhood,65,237.924211,317.708363,250.594431,141.774106,74.156992,0.949439,0.000000,1.678192,0.000000
baseline_neighborhood,66,240.234863,321.892227,254.263354,141.698783,74.731717,0.944827,0.000000,1.695391,0.000000
baseline_neighborhood,67,242.546537,326.105589,257.974410,141.623687,75.310763,0.940196,0.000000,1.712613,0.000000
baseline_neighborhood,68,244.859316,330.348352,261.727893,141.548816,75.894105,0.935549,0.000000,1.729858,0.000000
baseline_neighborhood,69,247.173282,334.620425,265.524097,141.474170,76.481720,0.930888,0.000000,1.747127,0.000000
baseline_neighborhood,70,249.488514,338.921713,269.363314,141.399747,77.073581,0.926216,0.000000,1.764420,0.000000
baseline_neighborhood,71,251.805092,343.252128,273.245836,141.325548,77.669665,0.921533,0.000000,1.781738,0.000000
baseline_neighborhood,72,254.123096,347.611582,277.171952,141.251571,78.269945,0.916843,0.000000,1.799082,0.000000
baseline_neighborhood,73,256.442601,351.999987,281.141951,141.177816,78.874397,0.912146,0.000000,1.816451,0.000000
baseline_neighborhood,74,258.763685,356.417261,285.156124,141.104283,79.482996,0.907446,0.000000,1.833847,0.000000
baseline_neighborhood,75,261.086424,360.863321,289.214757,141.030970,80.095716,0.902742,0.000000,1.851270,0.000000
baseline_neighborhood,76,263.410892,365.338085,293.318138,140.957877,80.712534,0.898038,0.000000,1.868721,0.000000
baseline_neighborhood,77,265.737163,369.841476,297.466553,140.885004,81.333423,0.893335,0.000000,1.886199,0.000000
baseline_neighborhood,78,268.065311,374.373416,301.660287,140.812349,81.958359,0.888633,0.000000,1.903706,0.000000
baseline_neighborhood,79,270.395406,378.933831,305.899625,140.739912,82.587316,0.883935,0.000000,1.921242,0.000000
baseline_neighborhood,80,272.727522,383.522646,310.184852,140.667692,83.220271,0.879242,0.000000,1.938807,8.000000
baseline_neighborhood,81,275.061726,388.139790,314.516250,148.595689,83.857197,0.874555,0.000000,1.851075,0.000000
baseline_neighborhood,82,277.471819,392.786667,318.894116,148.499902,84.481569,0.870106,0.000000,1.868498,0.000000
baseline_neighborhood,83,279.883906,397.463199,323.318748,148.404402,85.109883,0.865659,0.000000,1.885954,0.000000
baseline_neighborhood,84,282.298054,402.169307,327.790441,148.309189,85.742116,0.861215,0.000000,1.903443,0.000000
baseline_neighborhood,85,284.714328,406.904916,332.309491,148.214261,86.378246,0.856775,0.000000,1.920964,0.000000
baseline_neighborhood,86,287.132795,411.669952,336.876190,148.119618,87.018252,0.852339,0.000000,1.938520,0.000000
baseline_neighborhood,87,289.553519,416.464343,341.490834,148.025260,87.662110,0.847910,0.000000,1.956109,0.000000
baseline_neighborhood,88,291.976564,421.288017,346.153714,147.931184,88.309799,0.843488,0.000000,1.973732,0.000000
baseline_neighborhood,89,294.401992,426.140905,350.865123,147.837390,88.961296,0.839075,0.000000,1.991391,0.000000
baseline_neighborhood,90,296.829866,431.022938,355.625352,147.743878,89.616579,0.834670,0.000000,2.009084,0.000000
baseline_neighborhood,91,299.260248,435.934052,360.434693,147.650646,90.275627,0.830276,0.000000,2.026813,0.000000
baseline_neighborhood,92,301.693197,440.874179,365.293434,147.557694,90.938417,0.825893,0.000000,2.044578,0.000000
baseline_neighborhood,93,304.128775,445.843258,370.201867,147.465021,91.604926,0.821521,0.000000,2.062379,0.000000
baseline_neighborhood,94,306.567040,450.841226,375.160279,147.372626,92.275134,0.817163,0.000000,2.080217,0.000000
baseline_neighborhood,95,309.008050,455.868022,380.168960,147.280508,92.949016,0.812818,0.000000,2.098092,0.000000
baseline_neighborhood,96,311.451863,460.923587,385.228195,147.188667,93.626553,0.808487,0.000000,2.116004,0.000000
baseline_neighborhood,97,313.898536,466.007863,390.338274,147.097101,94.307720,0.804171,0.000000,2.133955,0.000000
baseline_neighborhood,98,316.348125,471.120795,395.499482,147.005810,94.992497,0.799870,0.000000,2.151943,0.000000
baseline_neighborhood,99,318.800686,476.262325,400.712105,146.914792,95.680862,0.795585,0.000000,2.169970,0.000000
baseline_neighborhood,100,321.256272,481.432401,405.976429,146.824048,96.372792,0.791318,0.000000,2.188036,8.000000
strong_growth_pressure,1,100.000000,112.000000,90.000000,120.000000,45.000000,1.111111,0.000000,0.833333,0.000000
strong_growth_pressure,2,102.594949,114.253899,91.589206,119.990000,45.208040,1.120164,0.000000,0.855029,0.000000
strong_growth_pressure,3,105.188290,116.550649,93.201107,119.980030,45.422235,1.128616,0.000000,0.876715,0.000000
strong_growth_pressure,4,107.780582,118.890058,94.836149,119.970090,45.642450,1.136493,0.000000,0.898395,0.000000
strong_growth_pressure,5,110.372366,121.271945,96.494774,119.960180,45.868560,1.143817,0.000000,0.920075,0.000000
strong_growth_pressure,6,112.964161,123.696141,98.177421,119.950299,46.100443,1.150612,0.000000,0.941758,0.000000
strong_growth_pressure,7,115.556470,126.162486,99.884527,119.940448,46.337986,1.156901,0.000000,0.963449,0.000000
strong_growth_pressure,8,118.149775,128.670831,101.616529,119.930627,46.581083,1.162702,0.000000,0.985151,0.000000
strong_growth_pressure,9,120.744545,131.221039,103.373858,119.920835,46.829632,1.168038,0.000000,1.006869,0.000000
strong_growth_pressure,10,123.336420,133.812883,105.156946,119.911072,47.084549,1.172879,0.000000,1.028566,0.000000
strong_growth_pressure,11,125.915512,136.445942,106.966219,119.901339,47.347886,1.177152,0.000000,1.050159,0.000000
strong_growth_pressure,12,128.482482,139.119808,108.802102,119.891635,47.619450,1.180882,0.000000,1.071655,0.000000
strong_growth_pressure,13,131.037966,141.834088,110.665017,119.881960,47.899061,1.184096,0.000000,1.093058,0.000000
strong_growth_pressure,14,133.582573,144.588403,112.555378,119.872314,48.186548,1.186816,0.000000,1.114374,0.000000
strong_growth_pressure,15,136.116889,147.382387,114.473597,119.862698,48.481749,1.189068,0.000000,1.135607,0.000000
strong_growth_pressure,16,138.641475,150.215687,116.420082,119.853109,48.784513,1.190873,0.000000,1.156762,0.000000
strong_growth_pressure,17,141.156870,153.087962,118.395235,119.843550,49.094697,1.192251,0.000000,1.177843,0.000000
strong_growth_pressure,18,143.663592,155.998882,120.399457,119.834019,49.412165,1.193225,0.000000,1.198855,0.000000
strong_growth_pressure,19,146.162141,158.948129,122.433141,119.824517,49.736788,1.193812,0.000000,1.219802,0.000000
strong_growth_pressure,20,148.652993,161.935396,124.496681,119.815044,50.068443,1.194032,0.000000,1.240687,8.000000
strong_growth_pressure,21,151.136608,164.960387,126.590464,127.805599,50.407013,1.193902,0.000000,1.182551,0.000000
strong_growth_pressure,22,153.668705,168.023919,128.714886,127.772182,50.741334,1.193869,0.000000,1.202677,0.000000
strong_growth_pressure,23,156.194335,171.125710,130.870327,127.738865,51.082444,1.193505,0.000000,1.222763,0.000000
strong_growth_pressure,24,158.713913,174.265486,133.057177,127.705649,51.430236,1.192825,0.000000,1.242810,0.000000
strong_growth_pressure,25,161.227837,177.442981,135.275822,127.672532,51.784612,1.191845,0.000000,1.262823,0.000000
strong_growth_pressure,26,163.736492,180.657938,137.526646,127.639514,52.145475,1.190580,0.000000,1.282804,0.000000
strong_growth_pressure,27,166.240248,183.910112,139.810029,127.606596,52.512733,1.189044,0.000000,1.302756,0.000000
strong_growth_pressure,28,168.739459,187.199260,142.126351,127.573776,52.886298,1.187250,0.000000,1.322681,0.000000
strong_growth_pressure,29,171.234469,190.525153,144.475985,127.541055,53.266086,1.185211,0.000000,1.342583,0.000000
strong_growth_pressure,30,173.725606,193.887564,146.859304,127.508431,53.652015,1.182939,0.000000,1.362464,0.000000
strong_growth_pressure,31,176.213188,197.286278,149.276679,127.475906,54.044008,1.180447,0.000000,1.382325,0.000000
strong_growth_pressure,32,178.697520,200.721083,151.728476,127.443478,54.441990,1.177745,0.000000,1.402171,0.000000
strong_growth_pressure,33,181.178897,204.191777,154.215062,127.411148,54.845888,1.174846,0.000000,1.422002,0.000000
strong_growth_pressure,34,183.657601,207.698162,156.736798,127.378915,55.255631,1.171758,0.000000,1.441821,0.000000
strong_growth_pressure,35,186.133905,211.240047,159.294046,127.346778,55.671153,1.168493,0.000000,1.461630,0.000000
strong_growth_pressure,36,188.608073,214.817248,161.887163,127.314737,56.092389,1.165059,0.000000,1.481432,0.000000
strong_growth_pressure,37,191.080357,218.429586,164.516507,127.282793,56.519275,1.161466,0.000000,1.501227,0.000000
strong_growth_pressure,38,193.551000,222.076888,167.182432,127.250945,56.951750,1.157723,0.000000,1.521018,0.000000
strong_growth_pressure,39,196.020239,225.758985,169.885290,127.219192,57.389755,1.153839,0.000000,1.540807,0.000000
strong_growth_pressure,40,198.488300,229.475715,172.625432,127.187534,57.833232,1.149821,0.000000,1.560596,8.000000
strong_growth_pressure,41,200.955400,233.226920,175.403207,135.155972,58.282126,1.145677,0.000000,1.486841,0.000000
strong_growth_pressure,42,203.487232,237.013757,178.218974,135.100504,58.723714,1.141782,0.000000,1.506192,0.000000
strong_growth_pressure,43,206.018280,240.836068,181.073081,135.045202,59.170675,1.137763,0.000000,1.525551,0.000000
strong_growth_pressure,44,208.548748,244.693699,183.965886,134.990067,59.622956,1.133627,0.000000,1.544919,0.000000
strong_growth_pressure,45,211.078833,248.586501,186.897742,134.935097,60.080508,1.129381,0.000000,1.564299,0.000000
strong_growth_pressure,46,213.608723,252.514329,189.869004,134.880291,60.543279,1.125032,0.000000,1.583691,0.000000
strong_growth_pressure,47,216.138600,256.477044,192.880023,134.825650,61.011222,1.120586,0.000000,1.603097,0.000000
strong_growth_pressure,48,218.668641,260.474508,195.931151,134.771173,61.484290,1.116048,0.000000,1.622518,0.000000
strong_growth_pressure,49,221.199015,264.506591,199.022735,134.716860,61.962436,1.111426,0.000000,1.641955,0.000000
strong_growth_pressure,50,223.729885,268.573162,202.155124,134.662709,62.445617,1.106724,0.000000,1.661409,0.000000
strong_growth_pressure,51,226.261411,272.674098,205.328663,134.608721,62.933788,1.101948,0.000000,1.680882,0.000000
strong_growth_pressure,52,228.793743,276.809276,208.543697,134.554895,63.426906,1.097102,0.000000,1.700375,0.000000
strong_growth_pressure,53,231.327030,280.978579,211.800570,134.501230,63.924929,1.092193,0.000000,1.719888,0.000000
strong_growth_pressure,54,233.861413,285.181893,215.099623,134.447727,64.427818,1.087224,0.000000,1.739423,0.000000
strong_growth_pressure,55,236.397029,289.419106,218.441198,134.394384,64.935531,1.082200,0.000000,1.758980,0.000000
strong_growth_pressure,56,238.934011,293.690110,221.825633,134.341200,65.448030,1.077125,0.000000,1.778561,0.000000
strong_growth_pressure,57,241.472486,297.994799,225.253267,134.288177,65.965276,1.072004,0.000000,1.798166,0.000000
strong_growth_pressure,58,244.012577,302.333072,228.724438,134.235312,66.487231,1.066841,0.000000,1.817797,0.000000
strong_growth_pressure,59,246.554404,306.704828,232.239481,134.182606,67.013859,1.061639,0.000000,1.837454,0.000000
strong_growth_pressure,60,249.098081,311.109970,235.798731,134.130058,67.545124,1.056401,0.000000,1.857138,8.000000
strong_growth_pressure,61,251.643720,315.548404,239.402523,142.077668,68.080989,1.051132,0.000000,1.771170,0.000000
strong_growth_pressure,62,254.265403,320.021519,243.051204,142.001435,68.607096,1.046139,0.000000,1.790583,0.000000
strong_growth_pressure,63,256.888949,324.529212,246.745112,141.925431,69.137784,1.041111,0.000000,1.810028,0.000000
strong_growth_pressure,64,259.514466,329.071384,250.484593,141.849655,69.673022,1.036050,0.000000,1.829504,0.000000
strong_growth_pressure,65,262.142056,333.647940,254.269991,141.774106,70.212776,1.030959,0.000000,1.849012,0.000000
strong_growth_pressure,66,264.771821,338.258785,258.101650,141.698783,70.757014,1.025843,0.000000,1.868554,0.000000
strong_growth_pressure,67,267.403857,342.903827,261.979913,141.623687,71.305706,1.020704,0.000000,1.888129,0.000000
strong_growth_pressure,68,270.038258,347.582976,265.905121,141.548816,71.858819,1.015544,0.000000,1.907739,0.000000
strong_growth_pressure,69,272.675115,352.296147,269.877617,141.474170,72.416323,1.010366,0.000000,1.927384,0.000000
strong_growth_pressure,70,275.314515,357.043253,273.897738,141.399747,72.978189,1.005173,0.000000,1.947065,0.000000
strong_growth_pressure,71,277.956544,361.824210,277.965825,141.325548,73.544387,0.999967,0.000000,1.966782,0.000000
strong_growth_pressure,72,280.601260,366.638939,282.082215,141.251571,74.114892,0.994750,0.000000,1.986535,0.000000
strong_growth_pressure,73,283.245115,371.487285,286.247087,141.177816,74.690342,0.989513,0.000000,2.006300,0.000000
strong_growth_pressure,74,285.888212,376.369100,290.460778,141.104283,75.270705,0.984258,0.000000,2.026077,0.000000
strong_growth_pressure,75,288.530656,381.284237,294.723621,141.030970,75.855950,0.978987,0.000000,2.045867,0.000000
strong_growth_pressure,76,291.172547,386.232551,299.035946,140.957877,76.446046,0.973704,0.000000,2.065671,0.000000
strong_growth_pressure,77,293.813988,391.213901,303.398085,140.885004,77.040962,0.968411,0.000000,2.085488,0.000000
strong_growth_pressure,78,296.455077,396.228147,307.810367,140.812349,77.640667,0.963109,0.000000,2.105320,0.000000
strong_growth_pressure,79,299.095914,401.275152,312.273118,140.739912,78.245130,0.957802,0.000000,2.125168,0.000000
strong_growth_pressure,80,301.736595,406.354784,316.786666,140.667692,78.854321,0.952491,0.000000,2.145031,8.000000
strong_growth_pressure,81,304.377217,411.466909,321.351335,148.595689,79.468210,0.947179,0.000000,2.048358,0.000000
strong_growth_pressure,82,307.099462,416.613030,325.967465,148.499902,80.070719,0.942117,0.000000,2.068011,0.000000
strong_growth_pressure,83,309.821643,421.793011,330.635396,148.404402,80.677876,0.937049,0.000000,2.087685,0.000000
strong_growth_pressure,84,312.543851,427.006716,335.355463,148.309189,81.289652,0.931978,0.000000,2.107380,0.000000
strong_growth_pressure,85,315.266177,432.254013,340.128003,148.214261,81.906021,0.926905,0.000000,2.127097,0.000000
strong_growth_pressure,86,317.988710,437.534771,344.953351,148.119618,82.526954,0.921831,0.000000,2.146837,0.000000
strong_growth_pressure,87,320.711536,442.848863,349.831839,148.025260,83.152424,0.916759,0.000000,2.166600,0.000000
strong_growth_pressure,88,323.434744,448.196162,354.763801,147.931184,83.782402,0.911690,0.000000,2.186387,0.000000
strong_growth_pressure,89,326.158419,453.576546,359.749566,147.837390,84.416862,0.906626,0.000000,2.206197,0.000000
strong_growth_pressure,90,328.882646,458.989892,364.789465,147.743878,85.055777,0.901568,0.000000,2.226032,0.000000
strong_growth_pressure,91,331.607509,464.436083,369.883826,147.650646,85.699117,0.896518,0.000000,2.245893,0.000000
strong_growth_pressure,92,334.333092,469.915001,375.032976,147.557694,86.346858,0.891477,0.000000,2.265779,0.000000
strong_growth_pressure,93,337.059475,475.426530,380.237241,147.465021,86.998970,0.886445,0.000000,2.285691,0.000000
strong_growth_pressure,94,339.786741,480.970559,385.496947,147.372626,87.655427,0.881425,0.000000,2.305630,0.000000
strong_growth_pressure,95,342.514968,486.546976,390.812417,147.280508,88.316203,0.876418,0.000000,2.325596,0.000000
strong_growth_pressure,96,345.244238,492.155673,396.183973,147.188667,88.981269,0.871424,0.000000,2.345590,0.000000
strong_growth_pressure,97,347.974626,497.796543,401.611939,147.097101,89.650600,0.866445,0.000000,2.365612,0.000000
strong_growth_pressure,98,350.706212,503.469481,407.096634,147.005810,90.324168,0.861481,0.000000,2.385662,0.000000
strong_growth_pressure,99,353.439070,509.174384,412.638377,146.914792,91.001946,0.856535,0.000000,2.405742,0.000000
strong_growth_pressure,100,356.173277,514.911152,418.237489,146.824048,91.683908,0.851605,0.000000,2.425851,8.000000
housing_constraint,1,100.000000,106.000000,90.000000,120.000000,45.000000,1.111111,0.000000,0.833333,0.000000
housing_constraint,2,102.044949,107.866899,91.525336,119.990000,45.299492,1.114937,0.000000,0.850445,0.000000
housing_constraint,3,104.094028,109.767312,93.069561,119.980030,45.601315,1.118454,0.000000,0.867595,0.000000
housing_constraint,4,106.147503,111.701193,94.633019,119.970090,45.905489,1.121675,0.000000,0.884783,0.000000
housing_constraint,5,108.205637,113.668501,96.216054,119.960180,46.212031,1.124611,0.000000,0.902013,0.000000
housing_constraint,6,110.268683,115.669200,97.819007,119.950299,46.520959,1.127273,0.000000,0.919286,0.000000
housing_constraint,7,112.336887,117.703261,99.442222,119.940448,46.832288,1.129670,0.000000,0.936606,0.000000
housing_constraint,8,114.410488,119.770658,101.086038,119.930627,47.146032,1.131813,0.000000,0.953972,0.000000
housing_constraint,9,116.489720,121.871370,102.750798,119.920835,47.462206,1.133711,0.000000,0.971388,0.000000
housing_constraint,10,118.574808,124.005381,104.436840,119.911072,47.780822,1.135373,0.000000,0.988856,0.000000
housing_constraint,11,120.665975,126.172678,106.144506,119.901339,48.101891,1.136808,0.000000,1.006377,0.000000
housing_constraint,12,122.758970,128.373167,107.874133,119.891635,48.426393,1.137983,0.000000,1.023916,0.000000
housing_constraint,13,124.846240,130.606599,109.626060,119.881960,48.756012,1.138837,0.000000,1.041410,0.000000
housing_constraint,14,126.928158,132.872736,111.400622,119.872314,49.090700,1.139385,0.000000,1.058861,0.000000
housing_constraint,15,129.005084,135.171347,113.198154,119.862698,49.430411,1.139639,0.000000,1.076274,0.000000
housing_constraint,16,131.077363,137.502209,115.018987,119.853109,49.775099,1.139615,0.000000,1.093650,0.000000
housing_constraint,17,133.145330,139.865106,116.863449,119.843550,50.124722,1.139324,0.000000,1.110993,0.000000
housing_constraint,18,135.209306,142.259832,118.731868,119.834019,50.479239,1.138779,0.000000,1.128305,0.000000
housing_constraint,19,137.269603,144.686185,120.624566,119.824517,50.838609,1.137990,0.000000,1.145589,0.000000
housing_constraint,20,139.326521,147.143971,122.541866,119.815044,51.202794,1.136971,0.000000,1.162847,8.000000
housing_constraint,21,141.380348,149.633002,124.484087,127.805599,51.571757,1.135730,0.000000,1.106214,0.000000
housing_constraint,22,143.483073,152.154131,126.451557,127.772182,51.934434,1.134688,0.000000,1.122960,0.000000
housing_constraint,23,145.583047,154.707175,128.444588,127.738865,52.301895,1.133431,0.000000,1.139693,0.000000
housing_constraint,24,147.680540,157.291958,130.463504,127.705649,52.674104,1.131968,0.000000,1.156414,0.000000
housing_constraint,25,149.775812,159.908306,132.508628,127.672532,53.051025,1.130310,0.000000,1.173125,0.000000
housing_constraint,26,151.869112,162.556055,134.580280,127.639514,53.432626,1.128465,0.000000,1.189828,0.000000
housing_constraint,27,153.960685,165.235044,136.678776,127.606596,53.818872,1.126442,0.000000,1.206526,0.000000
housing_constraint,28,156.050764,167.945120,138.804434,127.573776,54.209733,1.124249,0.000000,1.223220,0.000000
housing_constraint,29,158.139575,170.686131,140.957568,127.541055,54.605176,1.121895,0.000000,1.239911,0.000000
housing_constraint,30,160.227337,173.457933,143.138490,127.508431,55.005170,1.119387,0.000000,1.256602,0.000000
housing_constraint,31,162.314263,176.260386,145.347513,127.475906,55.409687,1.116732,0.000000,1.273294,0.000000
housing_constraint,32,164.400556,179.093356,147.584944,127.443478,55.818697,1.113939,0.000000,1.289988,0.000000
housing_constraint,33,166.486414,181.956711,149.851093,127.411148,56.232170,1.111012,0.000000,1.306686,0.000000
housing_constraint,34,168.572029,184.850324,152.146266,127.378915,56.650079,1.107960,0.000000,1.323390,0.000000
housing_constraint,35,170.657585,187.774075,154.470768,127.346778,57.072396,1.104789,0.000000,1.340101,0.000000
housing_constraint,36,172.743262,190.727844,156.824903,127.314737,57.499093,1.101504,0.000000,1.356821,0.000000
housing_constraint,37,174.829232,193.711517,159.208973,127.282793,57.930145,1.098112,0.000000,1.373550,0.000000
housing_constraint,38,176.915663,196.724984,161.623279,127.250945,58.365525,1.094617,0.000000,1.390290,0.000000
housing_constraint,39,179.002718,199.768139,164.068122,127.219192,58.805206,1.091027,0.000000,1.407042,0.000000
housing_constraint,40,181.090552,202.840877,166.543800,127.187534,59.249163,1.087345,0.000000,1.423807,8.000000
housing_constraint,41,183.179317,205.943100,169.050611,135.155972,59.697372,1.083577,0.000000,1.355318,0.000000
housing_constraint,42,185.328849,209.075905,171.588863,135.100504,60.137229,1.080075,0.000000,1.371785,0.000000
housing_constraint,43,187.479302,212.239187,174.158852,135.045202,60.581354,1.076484,0.000000,1.388271,0.000000
housing_constraint,44,189.630822,215.432847,176.760886,134.990067,61.029722,1.072810,0.000000,1.404776,0.000000
housing_constraint,45,191.783551,218.656786,179.395270,134.935097,61.482311,1.069056,0.000000,1.421302,0.000000
housing_constraint,46,193.937626,221.910912,182.062307,134.880291,61.939096,1.065227,0.000000,1.437850,0.000000
