"scenario","time","adoption_rate","new_adopters","mean_threshold","threshold_low","threshold_high","neighbor_radius"
"low_threshold_population",4,0.572222222222222,16,0.254539954928785,0.05,0.45,2
"low_threshold_population",5,0.622222222222222,9,0.254539954928785,0.05,0.45,2
"low_threshold_population",6,0.677777777777778,10,0.254539954928785,0.05,0.45,2
"low_threshold_population",7,0.727777777777778,9,0.254539954928785,0.05,0.45,2
"low_threshold_population",8,0.766666666666667,7,0.254539954928785,0.05,0.45,2
"low_threshold_population",9,0.788888888888889,4,0.254539954928785,0.05,0.45,2
"low_threshold_population",10,0.827777777777778,7,0.254539954928785,0.05,0.45,2
"low_threshold_population",11,0.872222222222222,8,0.254539954928785,0.05,0.45,2
"low_threshold_population",12,0.905555555555556,6,0.254539954928785,0.05,0.45,2
"low_threshold_population",13,0.933333333333333,5,0.254539954928785,0.05,0.45,2
"low_threshold_population",14,0.966666666666667,6,0.254539954928785,0.05,0.45,2
"low_threshold_population",15,0.983333333333333,3,0.254539954928785,0.05,0.45,2
"low_threshold_population",16,1,3,0.254539954928785,0.05,0.45,2
"low_threshold_population",17,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",18,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",19,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",20,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",21,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",22,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",23,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",24,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",25,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",26,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",27,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",28,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",29,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",30,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",31,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",32,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",33,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",34,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",35,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",36,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",37,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",38,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",39,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",40,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",41,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",42,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",43,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",44,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",45,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",46,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",47,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",48,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",49,1,0,0.254539954928785,0.05,0.45,2
"low_threshold_population",50,1,0,0.254539954928785,0.05,0.45,2
"high_threshold_population",1,0.0777777777777778,2,0.606397984565572,0.35,0.85,2
"high_threshold_population",2,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",3,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",4,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",5,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",6,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",7,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",8,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",9,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",10,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",11,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",12,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",13,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",14,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",15,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",16,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",17,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",18,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",19,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",20,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",21,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",22,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",23,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",24,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",25,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",26,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",27,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",28,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",29,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",30,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",31,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",32,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",33,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",34,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",35,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",36,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",37,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",38,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",39,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",40,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",41,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",42,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",43,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",44,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",45,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",46,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",47,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",48,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",49,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"high_threshold_population",50,0.0777777777777778,0,0.606397984565572,0.35,0.85,2
"wider_neighborhood",1,0.116666666666667,9,0.393712434209107,0.1,0.7,4
"wider_neighborhood",2,0.194444444444444,14,0.393712434209107,0.1,0.7,4
"wider_neighborhood",3,0.277777777777778,15,0.393712434209107,0.1,0.7,4
"wider_neighborhood",4,0.311111111111111,6,0.393712434209107,0.1,0.7,4
"wider_neighborhood",5,0.316666666666667,1,0.393712434209107,0.1,0.7,4
"wider_neighborhood",6,0.327777777777778,2,0.393712434209107,0.1,0.7,4
"wider_neighborhood",7,0.338888888888889,2,0.393712434209107,0.1,0.7,4
"wider_neighborhood",8,0.344444444444444,1,0.393712434209107,0.1,0.7,4
"wider_neighborhood",9,0.35,1,0.393712434209107,0.1,0.7,4
"wider_neighborhood",10,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",11,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",12,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",13,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",14,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",15,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",16,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",17,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",18,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",19,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",20,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",21,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",22,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",23,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",24,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",25,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",26,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",27,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",28,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",29,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",30,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",31,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",32,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",33,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",34,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",35,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",36,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",37,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",38,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",39,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",40,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",41,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",42,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",43,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",44,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",45,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",46,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",47,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",48,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",49,0.35,0,0.393712434209107,0.1,0.7,4
"wider_neighborhood",50,0.35,0,0.393712434209107,0.1,0.7,4
"more_initial_adopters",1,0.305555555555556,27,0.406964767962539,0.1,0.7,2
"more_initial_adopters",2,0.4,17,0.406964767962539,0.1,0.7,2
"more_initial_adopters",3,0.466666666666667,12,0.406964767962539,0.1,0.7,2
"more_initial_adopters",4,0.516666666666667,9,0.406964767962539,0.1,0.7,2
"more_initial_adopters",5,0.533333333333333,3,0.406964767962539,0.1,0.7,2
"more_initial_adopters",6,0.538888888888889,1,0.406964767962539,0.1,0.7,2
"more_initial_adopters",7,0.544444444444444,1,0.406964767962539,0.1,0.7,2
"more_initial_adopters",8,0.55,1,0.406964767962539,0.1,0.7,2
"more_initial_adopters",9,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",10,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",11,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",12,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",13,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",14,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",15,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",16,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",17,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",18,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",19,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",20,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",21,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",22,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",23,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",24,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",25,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",26,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",27,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",28,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",29,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",30,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",31,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",32,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",33,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",34,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",35,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",36,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",37,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",38,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",39,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",40,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",41,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",42,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",43,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",44,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",45,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",46,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",47,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",48,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",49,0.55,0,0.406964767962539,0.1,0.7,2
"more_initial_adopters",50,0.55,0,0.406964767962539,0.1,0.7,2
"sparse_seed_high_threshold",1,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",2,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",3,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",4,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",5,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",6,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",7,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",8,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",9,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",10,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",11,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",12,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",13,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",14,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",15,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",16,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",17,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",18,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",19,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",20,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",21,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",22,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",23,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",24,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",25,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",26,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",27,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",28,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",29,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",30,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",31,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",32,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",33,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",34,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",35,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",36,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",37,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",38,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",39,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",40,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",41,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",42,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",43,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",44,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",45,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",46,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",47,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",48,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",49,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
"sparse_seed_high_threshold",50,0.0333333333333333,0,0.593140377593227,0.35,0.85,2
