scenario,time,system_state,target_state,performance_gap,policy_intensity,institutional_capacity,trust,administrative_burden,uptake,side_effect
baseline_adaptive_policy,35,13.349248,16.0,2.650752,2.0,12.550418,0.580066,0.0,1.0,2.289884
baseline_adaptive_policy,36,13.57998,16.0,2.42002,2.0,12.622312,0.571941,0.0,1.0,2.312491
baseline_adaptive_policy,37,13.76121,16.0,2.23879,2.0,12.708502,0.563604,0.0,1.0,2.333741
baseline_adaptive_policy,38,13.699001,16.0,2.300999,2.0,12.803246,0.555067,0.0,1.0,2.353717
baseline_adaptive_policy,39,13.896967,16.0,2.103033,2.0,12.883864,0.546342,0.0,1.0,2.372494
baseline_adaptive_policy,40,13.85326,16.0,2.14674,2.0,12.975043,0.53744,0.0,1.0,2.390144
baseline_adaptive_policy,41,13.929271,16.0,2.070729,2.0,13.054083,0.528373,0.0,1.0,2.406736
baseline_adaptive_policy,42,13.975195,16.0,2.024805,2.0,13.13285,0.51915,0.0,1.0,2.422331
baseline_adaptive_policy,43,14.068544,16.0,1.931456,2.0,13.208661,0.50978,0.0,1.0,2.436992
baseline_adaptive_policy,44,14.238988,16.0,1.761012,2.0,13.28605,0.500272,0.0,1.0,2.450772
baseline_adaptive_policy,45,14.371222,16.0,1.628778,2.0,13.371815,0.490635,0.0,1.0,2.463726
baseline_adaptive_policy,46,14.457252,16.0,1.542748,2.0,13.461761,0.480876,0.0,1.0,2.475902
baseline_adaptive_policy,47,14.573464,16.0,1.426536,2.0,13.551356,0.471002,0.0,1.0,2.487348
baseline_adaptive_policy,48,14.659635,16.0,1.340365,2.0,13.643345,0.461021,0.0,1.0,2.498107
baseline_adaptive_policy,49,14.607408,16.0,1.392592,2.0,13.734811,0.450939,0.0,1.0,2.508221
baseline_adaptive_policy,50,14.555175,16.0,1.444825,2.0,13.813345,0.440762,0.0,1.0,2.517728
baseline_adaptive_policy,51,14.542825,16.0,1.457175,2.0,13.88011,0.430495,0.0,1.0,2.526664
baseline_adaptive_policy,52,14.651611,16.0,1.348389,2.0,13.939754,0.420144,0.0,1.0,2.535064
baseline_adaptive_policy,53,14.660391,16.0,1.339609,2.0,14.003821,0.409715,0.0,1.0,2.54296
baseline_adaptive_policy,54,14.981626,16.0,1.018374,2.0,14.062913,0.399211,0.0,1.0,2.550383
baseline_adaptive_policy,55,14.888661,16.0,1.111339,2.0,14.145597,0.388637,0.0,1.0,2.55736
baseline_adaptive_policy,56,14.777437,16.0,1.222563,2.0,14.212473,0.377998,0.0,1.0,2.563918
baseline_adaptive_policy,57,14.906985,16.0,1.093015,2.0,14.263319,0.367297,0.0,1.0,2.570083
baseline_adaptive_policy,58,15.101935,16.0,0.898065,2.0,14.321249,0.356539,0.0,1.0,2.575878
baseline_adaptive_policy,59,15.166448,16.0,0.833552,2.0,14.391511,0.345725,0.0,1.0,2.581325
baseline_adaptive_policy,60,15.266348,16.0,0.733652,2.0,14.461255,0.334861,0.0,1.0,2.586446
baseline_adaptive_policy,61,15.42861,16.0,0.57139,2.0,14.533714,0.323948,0.0,1.0,2.591259
baseline_adaptive_policy,62,15.392579,16.0,0.607421,2.0,14.614254,0.312991,0.0,1.0,2.595784
baseline_adaptive_policy,63,15.205428,16.0,0.794572,2.0,14.684304,0.30199,0.0,1.0,2.600036
baseline_adaptive_policy,64,15.151142,16.0,0.848858,2.0,14.731205,0.29095,0.0,1.0,2.604034
baseline_adaptive_policy,65,15.283913,16.0,0.716087,2.0,14.768999,0.279872,0.0,1.0,2.607792
baseline_adaptive_policy,66,15.115052,16.0,0.884948,2.0,14.815341,0.268759,0.0,1.0,2.611325
baseline_adaptive_policy,67,15.146037,16.0,0.853963,2.0,14.842315,0.257612,0.0,1.0,2.614645
baseline_adaptive_policy,68,15.201016,16.0,0.798984,2.0,14.86965,0.246435,0.0,1.0,2.617767
baseline_adaptive_policy,69,15.182506,16.0,0.817494,2.0,14.899473,0.235228,0.0,1.0,2.620701
baseline_adaptive_policy,70,15.292415,16.0,0.707585,2.0,14.924946,0.223993,0.0,1.0,2.623458
baseline_adaptive_policy,71,15.373266,16.0,0.626734,2.0,14.958018,0.212732,0.0,1.0,2.626051
baseline_adaptive_policy,72,15.654944,16.0,0.345056,2.0,14.995391,0.201448,0.0,1.0,2.628488
baseline_adaptive_policy,73,15.700516,16.0,0.299484,2.0,15.05475,0.19014,0.0,1.0,2.630779
baseline_adaptive_policy,74,15.596063,16.0,0.403937,2.0,15.112869,0.17881,0.0,1.0,2.632932
baseline_adaptive_policy,75,15.512764,16.0,0.487236,2.0,15.156357,0.167461,0.0,1.0,2.634956
baseline_adaptive_policy,76,15.40926,16.0,0.59074,2.0,15.188433,0.156092,0.0,0.998423,2.636859
baseline_adaptive_policy,77,15.532108,16.0,0.467892,2.0,15.208308,0.144682,0.0,0.995695,2.638647
baseline_adaptive_policy,78,15.455916,16.0,0.544084,2.0,15.23745,0.133214,0.0,0.993275,2.640328
baseline_adaptive_policy,79,15.44725,16.0,0.55275,2.0,15.257112,0.121694,0.0,0.990507,2.641909
baseline_adaptive_policy,80,15.53591,16.0,0.46409,2.0,15.274224,0.110118,0.0,0.987633,2.643394
baseline_adaptive_policy,81,15.434893,16.0,0.565107,2.0,15.297776,0.098485,0.0,0.984968,2.64479
baseline_adaptive_policy,82,15.39582,16.0,0.60418,2.0,15.310116,0.086798,0.0,0.981894,2.646103
baseline_adaptive_policy,83,15.172956,16.0,0.827044,2.0,15.31783,0.075053,0.0,0.97864,2.647337
baseline_adaptive_policy,84,15.064699,16.0,0.935301,2.0,15.304791,0.063248,0.0,0.974642,2.648497
baseline_adaptive_policy,85,15.026152,16.0,0.973848,2.0,15.283183,0.051372,0.0,0.970323,2.649587
baseline_adaptive_policy,86,15.10442,16.0,0.89558,2.0,15.26005,0.03942,0.0,0.965928,2.650612
baseline_adaptive_policy,87,15.260632,16.0,0.739368,2.0,15.246043,0.027393,0.0,0.96183,2.651575
baseline_adaptive_policy,88,15.247455,16.0,0.752545,2.0,15.247356,0.015296,0.0,0.958246,2.65248
baseline_adaptive_policy,89,15.265562,16.0,0.734438,2.0,15.247365,0.003136,0.0,0.954599,2.653332
baseline_adaptive_policy,90,15.266278,16.0,0.733722,2.0,15.249003,0.0,0.0,0.953715,2.654132
baseline_adaptive_policy,91,15.37603,16.0,0.62397,2.0,15.250558,0.0,0.0,0.95377,2.654884
baseline_adaptive_policy,92,15.449784,16.0,0.550216,2.0,15.26185,0.0,0.0,0.954165,2.655591
baseline_adaptive_policy,93,15.441327,16.0,0.558673,2.0,15.278764,0.0,0.0,0.954757,2.656255
baseline_adaptive_policy,94,15.281225,16.0,0.718775,2.0,15.293395,0.0,0.0,0.955269,2.65688
baseline_adaptive_policy,95,15.371349,16.0,0.628651,2.0,15.2923,0.0,0.0,0.95523,2.657467
baseline_adaptive_policy,96,15.387882,16.0,0.612118,2.0,15.299414,0.0,0.0,0.955479,2.658019
baseline_adaptive_policy,97,15.504567,16.0,0.495433,2.0,15.307376,0.0,0.0,0.955758,2.658538
baseline_adaptive_policy,98,15.457133,16.0,0.542867,2.0,15.325123,0.0,0.0,0.956379,2.659026
baseline_adaptive_policy,99,15.654923,16.0,0.345077,2.0,15.337004,0.0,0.0,0.956795,2.659484
aggressive_policy_rule,0,12.0,16.0,4.0,1.14,7.0,0.58,0.25,0.7265,0.0
aggressive_policy_rule,1,11.545349,16.0,4.454651,1.28,7.45,0.587609,0.132,0.797633,0.0912
aggressive_policy_rule,2,11.138373,16.0,4.861627,1.42,7.818581,0.597517,0.00975,0.868518,0.188128
aggressive_policy_rule,3,10.953676,16.0,5.046324,1.56,8.117363,0.607641,0.0,0.8864,0.29044
aggressive_policy_rule,4,10.910743,16.0,5.089257,1.7,8.372631,0.616958,0.0,0.89813,0.397814
aggressive_policy_rule,5,10.759176,16.0,5.240824,1.84,8.601061,0.625331,0.0,0.908636,0.509945
aggressive_policy_rule,6,10.629994,16.0,5.370006,1.98,8.795291,0.632695,0.0,0.917644,0.626548
aggressive_policy_rule,7,10.658588,16.0,5.341412,2.12,8.960414,0.638986,0.0,0.92531,0.747355
aggressive_policy_rule,8,10.947347,16.0,5.052653,2.26,9.11325,0.644145,0.0,0.932207,0.872114
aggressive_policy_rule,9,11.374848,16.0,4.625152,2.4,9.278319,0.648122,0.0,0.939178,1.000587
aggressive_policy_rule,10,11.728832,16.0,4.271168,2.4,9.467006,0.650884,0.0,0.94661,1.132552
aggressive_policy_rule,11,11.881057,16.0,4.118943,2.4,9.670571,0.652517,0.0,0.954225,1.256599
aggressive_policy_rule,12,12.367102,16.0,3.632898,2.4,9.869514,0.653099,0.0,0.961363,1.373203
aggressive_policy_rule,13,12.452878,16.0,3.547122,2.4,10.094297,0.652691,0.0,0.969108,1.482811
aggressive_policy_rule,14,12.683887,16.0,3.316113,2.4,10.30657,0.651369,0.0,0.976141,1.585842
aggressive_policy_rule,15,12.897263,16.0,3.102737,2.4,10.520528,0.649184,0.0,0.982974,1.682692
aggressive_policy_rule,16,13.203215,16.0,2.796785,2.4,10.734434,0.646192,0.0,0.989563,1.77373
aggressive_policy_rule,17,13.593431,16.0,2.406569,2.4,10.956625,0.642442,0.0,0.996214,1.859306
aggressive_policy_rule,18,13.645923,16.0,2.354077,2.4,11.193937,0.637988,0.0,1.0,1.939748
aggressive_policy_rule,19,13.849836,16.0,2.150164,2.4,11.414616,0.632834,0.0,1.0,2.015363
aggressive_policy_rule,20,14.116449,16.0,1.883551,2.4,11.633786,0.62697,0.0,1.0,2.086441
aggressive_policy_rule,21,14.184123,16.0,1.815877,2.4,11.857225,0.620437,0.0,1.0,2.153255
aggressive_policy_rule,22,14.383929,16.0,1.616071,2.4,12.066646,0.613276,0.0,1.0,2.21606
aggressive_policy_rule,23,14.603792,16.0,1.396208,2.4,12.275202,0.605525,0.0,1.0,2.275096
aggressive_policy_rule,24,14.624851,16.0,1.375149,2.4,12.484775,0.59722,0.0,1.0,2.33059
aggressive_policy_rule,25,14.65723,16.0,1.34277,2.4,12.677382,0.588392,0.0,1.0,2.382755
aggressive_policy_rule,26,14.845647,16.0,1.154353,2.4,12.855568,0.579074,0.0,1.0,2.431789
aggressive_policy_rule,27,14.99975,16.0,1.00025,2.4,13.034675,0.569295,0.0,1.0,2.477882
aggressive_policy_rule,28,15.198062,16.0,0.801938,2.4,13.211532,0.559083,0.0,1.0,2.521209
aggressive_policy_rule,29,15.620236,16.0,0.379764,2.4,13.39032,0.548464,0.0,1.0,2.561937
aggressive_policy_rule,30,15.842731,16.0,0.157269,2.4,13.591012,0.537462,0.0,1.0,2.60022
aggressive_policy_rule,31,15.994561,16.0,0.005439,2.4,13.793667,0.5261,0.0,1.0,2.636207
aggressive_policy_rule,32,15.999677,16.0,0.000323,2.4,13.991747,0.514399,0.0,1.0,2.670035
aggressive_policy_rule,33,16.210955,16.0,-0.210955,2.35,14.172461,0.502381,0.0,1.0,2.701833
aggressive_policy_rule,34,16.172913,16.0,-0.172913,2.3,14.355925,0.490104,0.0,1.0,2.727723
aggressive_policy_rule,35,16.403295,16.0,-0.403295,2.25,14.519454,0.477623,0.0,1.0,2.748059
aggressive_policy_rule,36,16.540781,16.0,-0.540781,2.2,14.689,0.464991,0.0,1.0,2.763176
aggressive_policy_rule,37,16.259766,16.0,-0.259766,2.15,14.85566,0.452257,0.0,1.0,2.773385
aggressive_policy_rule,38,16.092872,16.0,-0.092872,2.1,14.98203,0.439468,0.0,1.0,2.778982
aggressive_policy_rule,39,16.042887,16.0,-0.042887,2.05,15.082006,0.426665,0.0,1.0,2.780243
aggressive_policy_rule,40,15.951176,16.0,0.048824,2.19,15.168485,0.413891,0.0,1.0,2.777429
aggressive_policy_rule,41,15.848661,16.0,0.151339,2.33,15.238927,0.401031,0.0,1.0,2.785983
aggressive_policy_rule,42,15.843192,16.0,0.156808,2.4,15.293803,0.387979,0.0,1.0,2.805224
aggressive_policy_rule,43,16.113356,16.0,-0.113356,2.35,15.343248,0.37469,0.0,1.0,2.82891
aggressive_policy_rule,44,16.175547,16.0,-0.175547,2.3,15.412558,0.361218,0.0,1.0,2.847176
aggressive_policy_rule,45,16.086665,16.0,-0.086665,2.25,15.481227,0.347615,0.0,1.0,2.860345
aggressive_policy_rule,46,16.134155,16.0,-0.134155,2.2,15.535716,0.333927,0.0,1.0,2.868725
aggressive_policy_rule,47,16.301187,16.0,-0.301187,2.15,15.589576,0.320201,0.0,1.0,2.872601
aggressive_policy_rule,48,16.508983,16.0,-0.508983,2.1,15.653621,0.306479,0.0,1.0,2.872245
aggressive_policy_rule,49,16.473001,16.0,-0.473001,2.05,15.730603,0.2928,0.0,1.0,2.86791
aggressive_policy_rule,50,16.372519,16.0,-0.372519,2.0,15.797419,0.279201,0.0,1.0,2.859836
aggressive_policy_rule,51,16.201165,16.0,-0.201165,1.95,15.849178,0.265719,0.0,1.0,2.848246
aggressive_policy_rule,52,16.059525,16.0,-0.059525,1.9,15.880857,0.252385,0.0,1.0,2.833351
aggressive_policy_rule,53,16.035384,16.0,-0.035384,1.85,15.896937,0.239232,0.0,1.0,2.81535
aggressive_policy_rule,54,16.073894,16.0,-0.073894,1.8,15.909397,0.226288,0.0,1.0,2.794429
aggressive_policy_rule,55,16.079717,16.0,-0.079717,1.75,15.924202,0.21358,0.0,1.0,2.770763
aggressive_policy_rule,56,15.879593,16.0,0.120407,1.89,15.938198,0.201135,0.0,1.0,2.744517
aggressive_policy_rule,57,15.916643,16.0,0.083357,2.03,15.932924,0.188824,0.0,1.0,2.731046
aggressive_policy_rule,58,16.011418,16.0,-0.011418,1.98,15.931459,0.176529,0.0,1.0,2.729583
aggressive_policy_rule,59,16.030063,16.0,-0.030063,1.93,15.938655,0.164286,0.0,1.0,2.724208
aggressive_policy_rule,60,15.670789,16.0,0.329211,2.07,15.946882,0.152135,0.0,1.0,2.715156
aggressive_policy_rule,61,15.71857,16.0,0.28143,2.21,15.922033,0.139956,0.0,1.0,2.717847
aggressive_policy_rule,62,15.809903,16.0,0.190097,2.35,15.903722,0.127641,0.0,1.0,2.731576
aggressive_policy_rule,63,16.159679,16.0,-0.159679,2.3,15.895278,0.115084,0.0,1.0,2.755681
aggressive_policy_rule,64,16.246309,16.0,-0.246309,2.25,15.919074,0.10234,0.0,1.0,2.77434
aggressive_policy_rule,65,16.384343,16.0,-0.384343,2.2,15.948525,0.089462,0.0,1.0,2.78788
aggressive_policy_rule,66,16.457047,16.0,-0.457047,2.15,15.987749,0.076496,0.0,1.0,2.796607
aggressive_policy_rule,67,16.616105,16.0,-0.616105,2.1,16.029986,0.063487,0.0,1.0,2.800811
aggressive_policy_rule,68,16.670163,16.0,-0.670163,2.05,16.082736,0.05048,0.0,0.99804,2.800762
aggressive_policy_rule,69,16.722618,16.0,-0.722618,2.0,16.135605,0.037483,0.0,0.995991,2.796716
aggressive_policy_rule,70,16.797742,16.0,-0.797742,1.95,16.188436,0.024534,0.0,0.993955,2.788913
aggressive_policy_rule,71,16.772532,16.0,-0.772532,1.9,16.243273,0.011668,0.0,0.992015,2.777579
aggressive_policy_rule,72,16.702567,16.0,-0.702567,1.85,16.290907,0.0,0.0,0.990182,2.762924
aggressive_policy_rule,73,16.489036,16.0,-0.489036,1.8,16.327956,0.0,0.0,0.991478,2.745148
aggressive_policy_rule,74,16.320003,16.0,-0.320003,1.75,16.342453,0.0,0.0,0.991986,2.72444
aggressive_policy_rule,75,16.392997,16.0,-0.392997,1.7,16.340433,0.0,0.0,0.991915,2.700973
aggressive_policy_rule,76,16.174408,16.0,-0.174408,1.65,16.345164,0.0,0.0,0.992081,2.674915
aggressive_policy_rule,77,16.012217,16.0,-0.012217,1.6,16.329796,0.0,0.0,0.991543,2.64642
aggressive_policy_rule,78,15.770743,16.0,0.229257,1.74,16.301214,0.0,0.0,0.990542,2.615635
aggressive_policy_rule,79,15.60636,16.0,0.39364,1.88,16.253471,0.0,0.0,0.988871,2.597897
aggressive_policy_rule,80,15.209391,16.0,0.790609,2.02,16.195231,0.0,0.0,0.986833,2.592423
aggressive_policy_rule,81,15.495787,16.0,0.504213,2.16,16.106506,0.0,0.0,0.983728,2.598477
aggressive_policy_rule,82,15.468462,16.0,0.531538,2.3,16.051541,0.0,0.0,0.981804,2.615369
aggressive_policy_rule,83,15.556999,16.0,0.443001,2.4,15.999064,0.0,0.0,0.979967,2.642447
aggressive_policy_rule,84,15.946216,16.0,0.053784,2.4,15.959278,0.0,0.0,0.978575,2.6759
aggressive_policy_rule,85,15.839921,16.0,0.160079,2.4,15.958102,0.0,0.0,0.978534,2.707346
aggressive_policy_rule,86,16.032051,16.0,-0.032051,2.35,15.947466,0.0,0.0,0.978161,2.736905
aggressive_policy_rule,87,16.102594,16.0,-0.102594,2.3,15.955079,0.0,0.0,0.978428,2.760691
aggressive_policy_rule,88,15.984556,16.0,0.015444,2.4,15.968355,0.0,0.0,0.978892,2.779049
aggressive_policy_rule,89,16.230853,16.0,-0.230853,2.35,15.969813,0.0,0.0,0.978943,2.804306
aggressive_policy_rule,90,16.254355,16.0,-0.254355,2.3,15.993307,0.0,0.0,0.979766,2.824048
aggressive_policy_rule,91,16.330484,16.0,-0.330484,2.25,16.016801,0.0,0.0,0.980588,2.838605
aggressive_policy_rule,92,16.333611,16.0,-0.333611,2.2,16.045033,0.0,0.0,0.981576,2.848289
aggressive_policy_rule,93,16.440302,16.0,-0.440302,2.15,16.071005,0.0,0.0,0.982485,2.853392
aggressive_policy_rule,94,16.703974,16.0,-0.703974,2.1,16.104241,0.0,0.0,0.983648,2.854188
aggressive_policy_rule,95,16.490175,16.0,-0.490175,2.05,16.158217,0.0,0.0,0.985538,2.850937
aggressive_policy_rule,96,16.53331,16.0,-0.53331,2.0,16.188094,0.0,0.0,0.986583,2.843881
aggressive_policy_rule,97,16.361095,16.0,-0.361095,1.95,16.219163,0.0,0.0,0.987671,2.833248
aggressive_policy_rule,98,16.225362,16.0,-0.225362,1.9,16.231937,0.0,0.0,0.988118,2.819253
aggressive_policy_rule,99,15.895661,16.0,0.104339,2.04,16.231345,0.0,0.0,0.988097,2.802098
low_capacity_learning,0,12.0,16.0,4.0,1.08,7.0,0.58,0.25,0.7265,0.0
low_capacity_learning,1,11.215671,16.0,4.784329,1.16,7.175,0.587711,0.129,0.789388,0.0864
low_capacity_learning,2,10.813684,16.0,5.186316,1.24,7.316423,0.597675,0.007625,0.851946,0.174016
low_capacity_learning,3,10.511318,16.0,5.488682,1.32,7.438828,0.607826,0.0,0.862707,0.262775
low_capacity_learning,4,10.191189,16.0,5.808811,1.4,7.546365,0.617241,0.0,0.869295,0.352609
low_capacity_learning,5,10.019455,16.0,5.980545,1.48,7.638934,0.625846,0.0,0.875116,0.443452
low_capacity_learning,6,9.940219,16.0,6.059781,1.56,7.722252,0.63362,0.0,0.880365,0.535245
low_capacity_learning,7,9.900721,16.0,6.099279,1.64,7.799881,0.640546,0.0,0.88516,0.62793
low_capacity_learning,8,9.91172,16.0,6.08828,1.72,7.87341,0.646609,0.0,0.889552,0.721454
low_capacity_learning,9,10.037224,16.0,5.962776,1.8,7.944751,0.651795,0.0,0.893605,0.815767
low_capacity_learning,10,10.234696,16.0,5.765304,1.88,8.017988,0.656091,0.0,0.897457,0.910821
low_capacity_learning,11,10.519548,16.0,5.480452,1.96,8.095572,0.659487,0.0,0.901191,1.006572
low_capacity_learning,12,10.62129,16.0,5.37871,2.0,8.180411,0.661975,0.0,0.904907,1.102978
low_capacity_learning,13,10.662839,16.0,5.337161,2.0,8.265842,0.66358,0.0,0.908379,1.196799
low_capacity_learning,14,10.880398,16.0,5.119602,2.0,8.349737,0.664356,0.0,0.911548,1.284991
low_capacity_learning,15,10.956508,16.0,5.043492,2.0,8.43831,0.66435,0.0,0.914646,1.367891
low_capacity_learning,16,10.970302,16.0,5.029698,2.0,8.526447,0.663612,0.0,0.917509,1.445818
low_capacity_learning,17,11.29562,16.0,4.70438,2.0,8.611982,0.662184,0.0,0.920075,1.519069
low_capacity_learning,18,11.485526,16.0,4.514474,2.0,8.705909,0.660106,0.0,0.922739,1.587925
low_capacity_learning,19,11.514239,16.0,4.485761,2.0,8.803196,0.65742,0.0,0.925338,1.652649
low_capacity_learning,20,11.551273,16.0,4.448727,2.0,8.898083,0.654166,0.0,0.927683,1.71349
low_capacity_learning,21,11.67888,16.0,4.32112,2.0,8.990944,0.650374,0.0,0.929795,1.770681
low_capacity_learning,22,11.772539,16.0,4.227461,2.0,9.085022,0.646077,0.0,0.931799,1.82444
low_capacity_learning,23,11.894458,16.0,4.105542,2.0,9.179085,0.641304,0.0,0.933659,1.874974
low_capacity_learning,24,11.938479,16.0,4.061521,2.0,9.274123,0.636084,0.0,0.935419,1.922475
low_capacity_learning,25,11.774726,16.0,4.225274,2.0,9.367376,0.630444,0.0,0.936991,1.967127
low_capacity_learning,26,11.636121,16.0,4.363879,2.0,9.451633,0.624408,0.0,0.938129,2.009099
low_capacity_learning,27,11.859955,16.0,4.140045,2.0,9.52809,0.617994,0.0,0.938881,2.048553
low_capacity_learning,28,11.971786,16.0,4.028214,2.0,9.609705,0.611221,0.0,0.939706,2.08564
low_capacity_learning,29,11.784395,16.0,4.215605,2.0,9.692378,0.604112,0.0,0.940467,2.120502
low_capacity_learning,30,11.927478,16.0,4.072522,2.0,9.765599,0.596686,0.0,0.940802,2.153271
low_capacity_learning,31,12.054257,16.0,3.945743,2.0,9.841264,0.588957,0.0,0.941131,2.184075
low_capacity_learning,32,12.221011,16.0,3.778989,2.0,9.918719,0.580944,0.0,0.941438,2.213031
low_capacity_learning,33,12.286495,16.0,3.713505,2.0,9.999299,0.572663,0.0,0.941774,2.240249
low_capacity_learning,34,12.38615,16.0,3.61385,2.0,10.079351,0.564131,0.0,0.942017,2.265834
low_capacity_learning,35,12.338057,16.0,3.661943,2.0,10.160089,0.555363,0.0,0.942212,2.289884
low_capacity_learning,36,12.205785,16.0,3.794215,2.0,10.236318,0.546371,0.0,0.942182,2.312491
low_capacity_learning,37,12.258608,16.0,3.741392,2.0,10.305249,0.537166,0.0,0.941834,2.333741
low_capacity_learning,38,12.351828,16.0,3.648172,2.0,10.373617,0.527757,0.0,0.941404,2.353717
low_capacity_learning,39,12.379341,16.0,3.620659,2.0,10.442854,0.518153,0.0,0.940946,2.372494
low_capacity_learning,40,12.259977,16.0,3.740023,2.0,10.510631,0.508365,0.0,0.940382,2.390144
low_capacity_learning,41,12.287656,16.0,3.712344,2.0,10.571858,0.498404,0.0,0.939536,2.406736
low_capacity_learning,42,12.28721,16.0,3.71279,2.0,10.631911,0.488273,0.0,0.938599,2.422331
low_capacity_learning,43,12.458831,16.0,3.541169,2.0,10.689847,0.477983,0.0,0.937539,2.436992
low_capacity_learning,44,12.381406,16.0,3.618594,2.0,10.751761,0.467538,0.0,0.936573,2.450772
low_capacity_learning,45,12.337083,16.0,3.662917,2.0,10.808799,0.456949,0.0,0.935393,2.463726
low_capacity_learning,46,12.345836,16.0,3.654164,2.0,10.862289,0.446221,0.0,0.934046,2.475902
low_capacity_learning,47,12.448792,16.0,3.551208,2.0,10.914213,0.435358,0.0,0.932605,2.487348
low_capacity_learning,48,12.658111,16.0,3.341889,2.0,10.967923,0.424366,0.0,0.931187,2.498107
low_capacity_learning,49,12.761607,16.0,3.238393,2.0,11.02708,0.413252,0.0,0.929923,2.508221
low_capacity_learning,50,12.62933,16.0,3.37067,2.0,11.087788,0.402024,0.0,0.92868,2.517728
low_capacity_learning,51,12.563868,16.0,3.436132,2.0,11.141742,0.390687,0.0,0.927167,2.526664
low_capacity_learning,52,12.816147,16.0,3.183853,2.0,11.191517,0.379244,0.0,0.925476,2.535064
low_capacity_learning,53,12.874903,16.0,3.125097,2.0,11.248379,0.367696,0.0,0.924002,2.54296
