"time","mean_state","median_state","p05","p10","p90","p95","minimum_state","maximum_state"
54,44.9480854350073,44.0219468299563,0.0822112725796395,6.97917909318684,85.1163092930767,93.6641404714482,0,126.057509018315
55,45.2877021005079,44.3448518067029,0.0823102086134734,6.7654514293847,85.9520519161398,94.6223896375742,0,127.140636395123
56,45.9683205992363,45.043735336996,0.0824095944764384,6.82832703679297,87.1947488846028,95.4087370568799,0,128.130261135641
57,46.6279004642185,45.8313272471026,0.0825094344845047,7.00489497139584,88.3515915760739,96.6945389356021,0,129.032923607805
58,47.2666824607179,46.539584625564,0.0826097329981639,7.21726915256567,89.1388166469586,97.7666021350893,0,129.854990325836
59,47.8849691843131,47.1070945945272,0.0827104944228715,7.43511107321719,89.7818633848157,98.6347434038204,0,130.602598905874
60,48.4831158017056,47.6599138476807,0.0828117232094941,7.56217167256934,90.8403290538542,99.1234568047092,0,131.281617246373
61,49.0615214400773,48.4340173116773,0.0829134238547595,7.58773365259166,91.3168696281339,99.5788310385671,0,131.897615037786
62,49.620621271812,49.2834218915457,0.0830156009017117,7.76193754248226,92.1016253385902,100.010061791157,0,132.455845740962
63,50.1608793161259,50.0262634474847,0.0831182589401696,7.84961151899611,92.725808980643,100.294635177737,0,132.961237275557
64,50.6827819582455,50.9286369205623,0.08322140260719,7.9753660824358,93.1893682286562,100.818550381134,0,133.418389804782
65,51.1868321701472,51.7134108941742,0.0833250365875342,8.03158377350961,93.8965831359899,101.385875141111,0,133.831579171856
66,51.6735444042233,52.5303264204087,0.0834291656141394,8.09369686291786,94.8039121667009,102.234042212891,0,134.20476472195
67,52.1434401221561,53.3332422941261,0.0835337944685938,8.16954345801774,95.3829781482714,103.024009491196,0,134.541600420582
68,52.5970439152616,53.9634324299197,0.083638927981616,8.31985477839052,95.8955250503173,103.455422018727,0,134.845448347997
69,53.0348801691089,54.6094996225919,0.0837445710335387,8.5232450196652,96.3690205769809,103.829752355784,0,135.119393804477
70,53.4574702238116,55.1372002859391,0.0838507285547967,8.73844341335294,96.7986825988477,104.185475944725,0,135.36626140122
71,53.8653299815847,55.6355118379951,0.0843537821423381,8.87312826130697,97.2040550231297,104.586875467919,0,135.588631634331
72,54.2589679145425,56.1805019045161,0.0852178164495037,9.01980319649723,97.5804393177627,105.128218149238,0,135.788857545806
73,54.6388834279429,56.7205370083586,0.086091044128466,9.23042960268211,97.9039524099972,105.846439618683,0,135.969081165839
74,55.0055655368713,57.0022590416609,0.0869735621817899,9.44492330940719,98.2202873394895,106.400601116878,0,136.131249506628
75,55.3594918174811,57.2121690529282,0.0878654686112655,9.6632875033039,98.4893630465228,106.687256960247,0,136.27712994066
76,55.7011275971879,57.7635484162269,0.0887668624276707,9.88552157391468,98.7353771038989,106.949013444475,0,136.408324847634
77,56.0309253515132,58.1861981584534,0.0896778436606168,10.1116209711406,98.9610112907179,107.309444151685,0,136.526285455439
78,56.3493242785084,58.4788705239569,0.0905985133684792,10.3415770666828,99.2337260684294,107.834093332849,0,136.632324833337
79,56.6567500247793,58.711248401824,0.0915289736484115,10.5645557902878,99.5153520248717,108.325045860582,0,136.727630021004
80,56.9536145400404,58.93067384114,0.0924693276464464,10.7120448103269,99.748121148311,108.784145768595,0,136.813273296713
