scenario_id,policy,growth,shock_intensity,shock_timing,final_state,maximum_state,cumulative_stress,resilience_score
46,Policy_C_high_adaptation,0.088765,7.632083,20,139.630526,139.630526,2083.902494,0.000000
46,Policy_D_precautionary,0.088765,7.632083,20,73.592147,73.592147,574.475352,0.000000
47,Policy_A_low_control,0.048676,10.250587,44,60.589440,60.589440,291.719548,19.327022
47,Policy_B_balanced,0.048676,10.250587,44,14.055161,23.418239,0.000000,85.712344
47,Policy_C_high_adaptation,0.048676,10.250587,44,32.375519,35.849842,0.000000,71.612228
47,Policy_D_precautionary,0.048676,10.250587,44,4.407322,20.000000,0.000000,92.355607
48,Policy_A_low_control,0.056154,7.314750,26,92.094900,92.094900,755.782172,0.000000
48,Policy_B_balanced,0.056154,7.314750,26,28.245222,28.245222,0.000000,75.991561
48,Policy_C_high_adaptation,0.056154,7.314750,26,47.733368,47.733368,63.662866,53.060351
48,Policy_D_precautionary,0.056154,7.314750,26,13.825862,20.585129,0.000000,86.558200
49,Policy_A_low_control,0.065645,10.017864,24,144.714776,144.714776,1660.138357,0.000000
49,Policy_B_balanced,0.065645,10.017864,24,45.657964,45.657964,24.878787,58.702852
49,Policy_C_high_adaptation,0.065645,10.017864,24,62.400869,62.400869,330.839622,13.875299
49,Policy_D_precautionary,0.065645,10.017864,24,23.085932,25.515079,0.000000,79.769671
50,Policy_A_low_control,0.042192,8.102764,43,43.790383,43.790383,13.659567,61.412218
50,Policy_B_balanced,0.042192,8.102764,43,9.170351,20.000000,0.000000,89.497789
50,Policy_C_high_adaptation,0.042192,8.102764,43,21.591729,27.023639,0.000000,80.289053
50,Policy_D_precautionary,0.042192,8.102764,43,2.720191,20.000000,0.000000,93.367885
51,Policy_A_low_control,0.045097,5.250341,43,55.067068,55.067068,162.429938,36.949998
51,Policy_B_balanced,0.045097,5.250341,43,14.858245,20.082033,0.000000,86.064545
51,Policy_C_high_adaptation,0.045097,5.250341,43,30.316692,30.499152,0.000000,74.185197
51,Policy_D_precautionary,0.045097,5.250341,43,6.574808,20.000000,0.000000,91.055115
52,Policy_A_low_control,0.059230,1.557414,36,122.452429,122.452429,1407.443025,0.000000
52,Policy_B_balanced,0.059230,1.557414,36,43.087625,43.087625,11.986382,62.176881
52,Policy_C_high_adaptation,0.059230,1.557414,36,55.958299,55.958299,261.863179,26.249128
52,Policy_D_precautionary,0.059230,1.557414,36,24.041283,24.041283,0.000000,79.564910
53,Policy_A_low_control,0.092747,6.042775,26,691.346717,691.346717,9759.554283,0.000000
53,Policy_B_balanced,0.092747,6.042775,26,183.504124,183.504124,2592.267218,0.000000
53,Policy_C_high_adaptation,0.092747,6.042775,26,165.965301,165.965301,2700.148001,0.000000
53,Policy_D_precautionary,0.092747,6.042775,26,85.874619,85.874619,896.214423,0.000000
54,Policy_A_low_control,0.077736,3.554086,36,319.346422,319.346422,4658.803822,0.000000
54,Policy_B_balanced,0.077736,3.554086,36,94.512594,94.512594,971.978971,0.000000
54,Policy_C_high_adaptation,0.077736,3.554086,36,97.887472,97.887472,1291.176200,0.000000
54,Policy_D_precautionary,0.077736,3.554086,36,53.742983,53.742983,184.071325,35.911332
55,Policy_A_low_control,0.037213,14.629544,21,17.945751,25.495884,0.000000,82.858579
55,Policy_B_balanced,0.037213,14.629544,21,1.726960,20.000000,0.000000,93.963824
55,Policy_C_high_adaptation,0.037213,14.629544,21,6.890042,20.904150,0.000000,90.639937
55,Policy_D_precautionary,0.037213,14.629544,21,0.000000,20.000000,0.000000,95.000000
56,Policy_A_low_control,0.059662,0.793218,24,126.119748,126.119748,1464.287703,0.000000
56,Policy_B_balanced,0.059662,0.793218,24,44.575453,44.575453,24.547988,59.656066
56,Policy_C_high_adaptation,0.059662,0.793218,24,57.231856,57.231856,293.548766,21.998046
56,Policy_D_precautionary,0.059662,0.793218,24,25.500536,25.500536,0.000000,78.324544
57,Policy_A_low_control,0.089496,5.749485,21,569.752289,569.752289,8086.325504,0.000000
57,Policy_B_balanced,0.089496,5.749485,21,155.620754,155.620754,2051.893673,0.000000
57,Policy_C_high_adaptation,0.089496,5.749485,21,146.350273,146.350273,2267.608860,0.000000
57,Policy_D_precautionary,0.089496,5.749485,21,77.166288,77.166288,680.169443,0.000000
58,Policy_A_low_control,0.064367,23.655611,25,97.439550,97.439550,710.957440,0.000000
58,Policy_B_balanced,0.064367,23.655611,25,16.929960,31.693147,0.000000,81.918737
58,Policy_C_high_adaptation,0.064367,23.655611,25,44.547535,44.547535,13.669309,60.767665
58,Policy_D_precautionary,0.064367,23.655611,25,2.209443,25.015555,0.000000,92.420445
59,Policy_A_low_control,0.070562,1.940480,30,219.917367,219.917367,3080.331855,0.000000
59,Policy_B_balanced,0.070562,1.940480,30,70.258656,70.258656,461.064987,0.000000
59,Policy_C_high_adaptation,0.070562,1.940480,30,78.516306,78.516306,815.546755,0.000000
59,Policy_D_precautionary,0.070562,1.940480,30,43.590139,43.590139,19.382907,61.010091
60,Policy_A_low_control,0.049258,17.477192,25,43.437244,43.437244,8.068253,62.271517
60,Policy_B_balanced,0.049258,17.477192,25,5.528337,22.147251,0.000000,91.146185
60,Policy_C_high_adaptation,0.049258,17.477192,25,18.081315,28.092811,0.000000,82.128008
60,Policy_D_precautionary,0.049258,17.477192,25,0.000000,20.000000,0.000000,95.000000
61,Policy_A_low_control,0.063218,23.602155,25,90.422190,90.422190,595.578196,0.000000
61,Policy_B_balanced,0.063218,23.602155,25,14.685378,30.846711,0.000000,83.477095
61,Policy_C_high_adaptation,0.063218,23.602155,25,41.598639,41.598639,2.305417,64.410615
61,Policy_D_precautionary,0.063218,23.602155,25,1.250208,24.340927,0.000000,93.164644
62,Policy_A_low_control,0.067146,2.166954,35,183.806456,183.806456,2487.764295,0.000000
62,Policy_B_balanced,0.067146,2.166954,35,60.398056,60.398056,268.292975,21.832355
62,Policy_C_high_adaptation,0.067146,2.166954,35,70.328796,70.328796,618.946475,0.000000
62,Policy_D_precautionary,0.067146,2.166954,35,37.929068,37.929068,0.000000,67.760293
63,Policy_A_low_control,0.044043,12.196771,25,38.356232,38.356232,0.000000,67.397203
63,Policy_B_balanced,0.044043,12.196771,25,7.088650,20.000000,0.000000,90.746810
63,Policy_C_high_adaptation,0.044043,12.196771,25,17.610950,24.823483,0.000000,83.227559
63,Policy_D_precautionary,0.044043,12.196771,25,2.031987,20.000000,0.000000,93.780808
64,Policy_A_low_control,0.037447,14.181431,23,19.597902,26.255235,0.000000,81.677450
64,Policy_B_balanced,0.037447,14.181431,23,1.977542,20.000000,0.000000,93.813475
64,Policy_C_high_adaptation,0.037447,14.181431,23,7.634750,21.104573,0.000000,90.143007
64,Policy_D_precautionary,0.037447,14.181431,23,0.000000,20.000000,0.000000,95.000000
65,Policy_A_low_control,0.077669,19.428025,38,279.167184,279.167184,4059.643971,0.000000
65,Policy_B_balanced,0.077669,19.428025,38,73.402661,73.402661,554.801557,0.000000
65,Policy_C_high_adaptation,0.077669,19.428025,38,82.565789,82.565789,936.670540,0.000000
65,Policy_D_precautionary,0.077669,19.428025,38,40.138010,43.686018,12.207061,63.774984
66,Policy_A_low_control,0.073710,4.184794,28,251.916349,251.916349,3568.092322,0.000000
66,Policy_B_balanced,0.073710,4.184794,28,77.639293,77.639293,586.889255,0.000000
66,Policy_C_high_adaptation,0.073710,4.184794,28,85.092578,85.092578,950.871228,0.000000
66,Policy_D_precautionary,0.073710,4.184794,28,46.860081,46.860081,55.385990,54.630332
67,Policy_A_low_control,0.058854,12.426032,37,101.459799,101.459799,1019.986808,0.000000
67,Policy_B_balanced,0.058854,12.426032,37,28.611087,32.820866,0.000000,74.628131
67,Policy_C_high_adaptation,0.058854,12.426032,37,48.518001,48.518001,77.987566,50.960942
67,Policy_D_precautionary,0.058854,12.426032,37,11.616937,22.970737,0.000000,87.287154
68,Policy_A_low_control,0.043251,8.185592,44,46.544658,46.544658,41.773681,56.259673
68,Policy_B_balanced,0.043251,8.185592,44,10.046654,20.000000,0.000000,88.972008
68,Policy_C_high_adaptation,0.043251,8.185592,44,23.410076,28.476538,0.000000,78.834820
68,Policy_D_precautionary,0.043251,8.185592,44,3.066460,20.000000,0.000000,93.160124
69,Policy_A_low_control,0.047544,12.994751,29,49.030941,49.030941,48.820553,53.441645
69,Policy_B_balanced,0.047544,12.994751,29,9.234225,21.474842,0.000000,89.090755
69,Policy_C_high_adaptation,0.047544,12.994751,29,23.129330,28.354559,0.000000,79.033762
69,Policy_D_precautionary,0.047544,12.994751,29,2.460878,20.000000,0.000000,93.523473
70,Policy_A_low_control,0.048713,4.198918,45,68.313469,68.313469,414.418397,0.491712
70,Policy_B_balanced,0.048713,4.198918,45,20.541652,23.542370,0.000000,81.789416
70,Policy_C_high_adaptation,0.048713,4.198918,45,39.094090,39.094090,0.000000,66.770023
70,Policy_D_precautionary,0.048713,4.198918,45,9.879082,20.000000,0.000000,89.072551
71,Policy_A_low_control,0.068312,12.711614,36,172.505268,172.505268,2288.907177,0.000000
71,Policy_B_balanced,0.068312,12.711614,36,51.958630,51.958630,100.425409,45.792624
71,Policy_C_high_adaptation,0.068312,12.711614,36,64.942148,64.942148,455.982363,0.000000
71,Policy_D_precautionary,0.068312,12.711614,36,26.760637,31.771830,0.000000,76.000660
72,Policy_A_low_control,0.094775,23.170064,31,691.333258,691.333258,9655.978067,0.000000
72,Policy_B_balanced,0.094775,23.170064,31,164.862928,164.862928,2195.482543,0.000000
72,Policy_C_high_adaptation,0.094775,23.170064,31,154.306469,154.306469,2383.654090,0.000000
72,Policy_D_precautionary,0.094775,23.170064,31,75.209500,75.209500,574.441069,0.000000
73,Policy_A_low_control,0.089025,15.194435,42,560.831566,560.831566,8173.764668,0.000000
73,Policy_B_balanced,0.089025,15.194435,42,143.368099,143.368099,2006.882528,0.000000
73,Policy_C_high_adaptation,0.089025,15.194435,42,134.069669,134.069669,2175.856156,0.000000
73,Policy_D_precautionary,0.089025,15.194435,42,66.886235,66.886235,568.291471,0.000000
74,Policy_A_low_control,0.051732,16.808588,35,59.994059,59.994059,207.898829,28.215167
74,Policy_B_balanced,0.051732,16.808588,35,10.035283,25.124985,0.000000,87.697584
74,Policy_C_high_adaptation,0.051732,16.808588,35,28.667147,35.160482,0.000000,74.009591
74,Policy_D_precautionary,0.051732,16.808588,35,0.945966,20.000000,0.000000,94.432420
75,Policy_A_low_control,0.088827,21.290074,41,536.024371,536.024371,7838.348857,0.000000
75,Policy_B_balanced,0.088827,21.290074,41,131.811218,131.811218,1801.638403,0.000000
75,Policy_C_high_adaptation,0.088827,21.290074,41,125.639202,125.639202,2002.230570,0.000000
75,Policy_D_precautionary,0.088827,21.290074,41,61.065676,61.065676,427.545781,5.339598
76,Policy_A_low_control,0.088266,20.422283,30,479.272162,479.272162,6802.199296,0.000000
76,Policy_B_balanced,0.088266,20.422283,30,120.104875,120.104875,1347.487533,0.000000
76,Policy_C_high_adaptation,0.088266,20.422283,30,121.511359,121.511359,1681.881574,0.000000
76,Policy_D_precautionary,0.088266,20.422283,30,61.138594,61.138594,261.946800,21.837515
77,Policy_A_low_control,0.044698,21.565300,27,23.413939,33.211438,0.000000,77.648777
77,Policy_B_balanced,0.044698,21.565300,27,0.000000,20.000000,0.000000,95.000000
77,Policy_C_high_adaptation,0.044698,21.565300,27,6.034053,25.704301,0.000000,89.953493
