scenario_id,policy,growth,shock_intensity,shock_timing,final_state,maximum_state,cumulative_stress,resilience_score
6,Policy_C_high_adaptation,0.062972,17.096781,33,51.994665,51.994665,121.236753,43.680860
6,Policy_D_precautionary,0.062972,17.096781,33,11.021657,25.786000,0.000000,86.940506
7,Policy_A_low_control,0.091500,23.298735,30,563.691643,563.691643,7931.284512,0.000000
7,Policy_B_balanced,0.091500,23.298735,30,136.287504,136.287504,1640.831364,0.000000
7,Policy_C_high_adaptation,0.091500,23.298735,30,134.155921,134.155921,1936.241032,0.000000
7,Policy_D_precautionary,0.091500,23.298735,30,66.067959,66.067959,357.886178,8.053617
8,Policy_A_low_control,0.055410,6.878139,41,92.924721,92.924721,880.797434,0.000000
8,Policy_B_balanced,0.055410,6.878139,41,28.855747,30.264653,0.000000,75.120388
8,Policy_C_high_adaptation,0.055410,6.878139,41,46.765264,46.765264,58.549386,54.394587
8,Policy_D_precautionary,0.055410,6.878139,41,13.566098,20.330649,0.000000,86.777679
9,Policy_A_low_control,0.074154,1.007470,20,267.628601,267.628601,3839.096942,0.000000
9,Policy_B_balanced,0.074154,1.007470,20,83.325584,83.325584,734.103020,0.000000
9,Policy_C_high_adaptation,0.074154,1.007470,20,89.011308,89.011308,1070.212183,0.000000
9,Policy_D_precautionary,0.074154,1.007470,20,49.572416,49.572416,110.700544,46.793392
10,Policy_A_low_control,0.042798,10.818204,31,39.458818,39.458818,0.000000,66.460004
10,Policy_B_balanced,0.042798,10.818204,31,7.373688,20.000000,0.000000,90.575787
10,Policy_C_high_adaptation,0.042798,10.818204,31,18.322309,25.248234,0.000000,82.694556
10,Policy_D_precautionary,0.042798,10.818204,31,1.996856,20.000000,0.000000,93.801886
11,Policy_A_low_control,0.057041,17.321092,27,75.973222,75.973222,406.714427,0.000000
11,Policy_B_balanced,0.057041,17.321092,27,15.301430,27.300941,0.000000,83.993907
11,Policy_C_high_adaptation,0.057041,17.321092,27,38.150912,38.150912,0.000000,67.571725
11,Policy_D_precautionary,0.057041,17.321092,27,4.075814,21.088689,0.000000,92.282340
12,Policy_A_low_control,0.094839,1.686882,30,809.270739,809.270739,11373.604018,0.000000
12,Policy_B_balanced,0.094839,1.686882,30,215.721838,215.721838,3221.280448,0.000000
12,Policy_C_high_adaptation,0.094839,1.686882,30,187.616536,187.616536,3194.023088,0.000000
12,Policy_D_precautionary,0.094839,1.686882,30,96.775601,96.775601,1208.504776,0.000000
13,Policy_A_low_control,0.091204,20.541226,24,527.037438,527.037438,7244.887884,0.000000
13,Policy_B_balanced,0.091204,20.541226,24,132.609369,132.609369,1442.451822,0.000000
13,Policy_C_high_adaptation,0.091204,20.541226,24,134.417177,134.417177,1824.272127,0.000000
13,Policy_D_precautionary,0.091204,20.541226,24,66.763186,66.763186,325.368878,10.714404
14,Policy_A_low_control,0.072635,17.837006,35,206.469794,206.469794,2841.383205,0.000000
14,Policy_B_balanced,0.072635,17.837006,35,57.614370,57.614370,191.648472,31.862938
14,Policy_C_high_adaptation,0.072635,17.837006,35,70.639937,70.639937,578.666031,0.000000
14,Policy_D_precautionary,0.072635,17.837006,35,29.360935,36.212787,0.000000,73.330242
15,Policy_A_low_control,0.050313,1.364319,36,77.647473,77.647473,563.996103,0.000000
15,Policy_B_balanced,0.050313,1.364319,36,25.936439,25.936439,0.000000,77.954027
15,Policy_C_high_adaptation,0.050313,1.364319,36,43.326241,43.326241,18.716638,61.301031
15,Policy_D_precautionary,0.050313,1.364319,36,13.868429,20.000000,0.000000,86.678943
16,Policy_A_low_control,0.069311,20.030650,32,159.648031,159.648031,1982.664647,0.000000
16,Policy_B_balanced,0.069311,20.030650,32,43.318444,43.318444,10.410263,62.138296
16,Policy_C_high_adaptation,0.069311,20.030650,32,61.875650,61.875650,314.925885,15.913109
16,Policy_D_precautionary,0.069311,20.030650,32,17.094904,31.069539,0.000000,81.975673
17,Policy_A_low_control,0.068411,18.935087,26,143.567881,143.567881,1566.847829,0.000000
17,Policy_B_balanced,0.068411,18.935087,26,38.443103,38.443103,0.000000,67.323362
17,Policy_C_high_adaptation,0.068411,18.935087,26,60.553969,60.553969,240.868858,24.442240
17,Policy_D_precautionary,0.068411,18.935087,26,14.695911,27.903983,0.000000,84.206458
18,Policy_A_low_control,0.045596,22.518364,21,18.091279,30.068117,0.000000,81.628204
18,Policy_B_balanced,0.045596,22.518364,21,0.000000,20.239707,0.000000,94.940073
18,Policy_C_high_adaptation,0.045596,22.518364,21,3.675518,24.693377,0.000000,91.621345
18,Policy_D_precautionary,0.045596,22.518364,21,0.000000,20.000000,0.000000,95.000000
19,Policy_A_low_control,0.066969,5.613364,44,177.564644,177.564644,2420.167643,0.000000
19,Policy_B_balanced,0.066969,5.613364,44,56.420708,56.420708,219.956938,30.046705
19,Policy_C_high_adaptation,0.066969,5.613364,44,66.957812,66.957812,571.315007,0.000000
19,Policy_D_precautionary,0.066969,5.613364,44,34.047885,34.047885,0.000000,71.059298
20,Policy_A_low_control,0.052101,0.938547,33,85.635328,85.635328,714.407633,0.000000
20,Policy_B_balanced,0.052101,0.938547,33,29.441388,29.441388,0.000000,74.974820
20,Policy_C_high_adaptation,0.052101,0.938547,33,45.993561,45.993561,54.572151,55.448258
20,Policy_D_precautionary,0.052101,0.938547,33,15.934549,20.000000,0.000000,85.439271
21,Policy_A_low_control,0.089825,16.437540,23,507.748025,507.748025,7028.700077,0.000000
21,Policy_B_balanced,0.089825,16.437540,23,132.329977,132.329977,1469.590112,0.000000
21,Policy_C_high_adaptation,0.089825,16.437540,23,133.003478,133.003478,1833.044179,0.000000
21,Policy_D_precautionary,0.089825,16.437540,23,67.821603,67.821603,368.630685,5.488569
22,Policy_A_low_control,0.078478,1.455467,39,338.662531,338.662531,4958.938842,0.000000
22,Policy_B_balanced,0.078478,1.455467,39,100.748913,100.748913,1106.387651,0.000000
22,Policy_C_high_adaptation,0.078478,1.455467,39,102.447642,102.447642,1406.674198,0.000000
22,Policy_D_precautionary,0.078478,1.455467,39,56.354090,56.354090,259.231110,26.175913
23,Policy_A_low_control,0.053324,13.866392,26,66.285748,66.285748,263.412523,17.315862
23,Policy_B_balanced,0.053324,13.866392,26,14.507073,24.605557,0.000000,85.144367
23,Policy_C_high_adaptation,0.053324,13.866392,26,33.746105,33.746105,0.000000,71.315811
23,Policy_D_precautionary,0.053324,13.866392,26,4.987432,20.000000,0.000000,92.007541
24,Policy_A_low_control,0.087006,6.068158,37,519.191385,519.191385,7545.485004,0.000000
24,Policy_B_balanced,0.087006,6.068158,37,141.605767,141.605767,1900.820792,0.000000
24,Policy_C_high_adaptation,0.087006,6.068158,37,133.752593,133.752593,2099.272721,0.000000
24,Policy_D_precautionary,0.087006,6.068158,37,70.243071,70.243071,583.544814,0.000000
25,Policy_A_low_control,0.062223,21.367953,42,111.419432,111.419432,1313.419736,0.000000
25,Policy_B_balanced,0.062223,21.367953,42,26.015073,39.909643,0.000000,74.413545
25,Policy_C_high_adaptation,0.062223,21.367953,42,46.108864,51.264947,118.691977,47.649247
25,Policy_D_precautionary,0.062223,21.367953,42,6.477738,26.864570,0.000000,89.397215
26,Policy_A_low_control,0.067452,10.760957,20,153.003939,153.003939,1739.781675,0.000000
26,Policy_B_balanced,0.067452,10.760957,20,47.586623,47.586623,39.443680,55.607002
26,Policy_C_high_adaptation,0.067452,10.760957,20,65.009218,65.009218,374.896335,7.252531
26,Policy_D_precautionary,0.067452,10.760957,20,24.370369,25.301354,0.000000,79.052440
27,Policy_A_low_control,0.063834,20.982512,33,113.558543,113.558543,1174.998641,0.000000
27,Policy_B_balanced,0.063834,20.982512,33,26.476098,36.322740,0.000000,75.033656
27,Policy_C_high_adaptation,0.063834,20.982512,33,49.949204,49.949204,91.460624,48.397114
27,Policy_D_precautionary,0.063834,20.982512,33,7.294292,26.500842,0.000000,88.998214
28,Policy_A_low_control,0.092838,6.551095,21,676.969982,676.969982,9487.361379,0.000000
28,Policy_B_balanced,0.092838,6.551095,21,180.576301,180.576301,2486.773749,0.000000
28,Policy_C_high_adaptation,0.092838,6.551095,21,165.106707,165.106707,2637.259705,0.000000
28,Policy_D_precautionary,0.092838,6.551095,21,85.741195,85.741195,862.561795,0.000000
29,Policy_A_low_control,0.061599,16.966379,41,113.504783,113.504783,1313.141795,0.000000
29,Policy_B_balanced,0.061599,16.966379,41,30.165664,38.460385,0.000000,72.285505
29,Policy_C_high_adaptation,0.061599,16.966379,41,48.937318,49.829679,130.726229,45.107566
29,Policy_D_precautionary,0.061599,16.966379,41,10.452219,26.019004,0.000000,87.223918
30,Policy_A_low_control,0.044377,5.137511,38,52.816024,52.816024,109.596750,44.146705
30,Policy_B_balanced,0.044377,5.137511,38,14.198761,20.000000,0.000000,86.480743
30,Policy_C_high_adaptation,0.044377,5.137511,38,28.705509,28.705509,0.000000,75.600318
30,Policy_D_precautionary,0.044377,5.137511,38,6.475959,20.000000,0.000000,91.114425
31,Policy_A_low_control,0.051403,23.846472,33,45.504141,45.522962,34.484450,57.868330
31,Policy_B_balanced,0.051403,23.846472,33,1.001269,24.532149,0.000000,93.266201
31,Policy_C_high_adaptation,0.051403,23.846472,33,16.087168,33.662320,0.000000,81.932119
31,Policy_D_precautionary,0.051403,23.846472,33,0.000000,20.000000,0.000000,95.000000
32,Policy_A_low_control,0.046760,16.143338,41,46.313065,46.520604,54.219714,55.160039
32,Policy_B_balanced,0.046760,16.143338,41,5.533920,21.457626,0.000000,91.315241
32,Policy_C_high_adaptation,0.046760,16.143338,41,20.176470,31.925257,0.000000,79.912804
32,Policy_D_precautionary,0.046760,16.143338,41,0.000000,20.000000,0.000000,95.000000
33,Policy_A_low_control,0.054822,22.849285,20,42.379103,42.379103,3.659275,63.611835
33,Policy_B_balanced,0.054822,22.849285,20,2.171183,24.081363,0.000000,92.676949
33,Policy_C_high_adaptation,0.054822,22.849285,20,14.835759,29.039725,0.000000,83.838613
33,Policy_D_precautionary,0.054822,22.849285,20,0.000000,20.000000,0.000000,95.000000
34,Policy_A_low_control,0.069752,0.329730,22,214.887414,214.887414,3006.852068,0.000000
34,Policy_B_balanced,0.069752,0.329730,22,69.661606,69.661606,463.454559,0.000000
34,Policy_C_high_adaptation,0.069752,0.329730,22,77.731165,77.731165,807.335960,0.000000
34,Policy_D_precautionary,0.069752,0.329730,22,43.486973,43.486973,19.917610,61.044312
35,Policy_A_low_control,0.055619,3.339161,40,99.100114,99.100114,982.539695,0.000000
35,Policy_B_balanced,0.055619,3.339161,40,33.569874,33.569874,0.000000,71.465607
35,Policy_C_high_adaptation,0.055619,3.339161,40,49.315190,49.315190,107.675826,47.314506
35,Policy_D_precautionary,0.055619,3.339161,40,17.375816,20.488564,0.000000,84.452369
36,Policy_A_low_control,0.090064,12.708875,21,531.443379,531.443379,7376.157248,0.000000
36,Policy_B_balanced,0.090064,12.708875,21,141.646619,141.646619,1666.183128,0.000000
36,Policy_C_high_adaptation,0.090064,12.708875,21,139.255954,139.255954,1993.126780,0.000000
36,Policy_D_precautionary,0.090064,12.708875,21,72.038529,72.038529,483.335157,0.000000
37,Policy_A_low_control,0.079437,15.318043,44,329.350002,329.350002,4900.054942,0.000000
37,Policy_B_balanced,0.079437,15.318043,44,87.918720,87.918720,940.984682,0.000000
37,Policy_C_high_adaptation,0.079437,15.318043,44,92.169884,92.169884,1259.254301,0.000000
37,Policy_D_precautionary,0.079437,15.318043,44,47.190800,49.682904,113.960406,47.868754
38,Policy_A_low_control,0.074198,3.671348,29,260.860654,260.860654,3720.810558,0.000000
38,Policy_B_balanced,0.074198,3.671348,29,80.079235,80.079235,646.458175,0.000000
38,Policy_C_high_adaptation,0.074198,3.671348,29,86.874709,86.874709,1002.689721,0.000000
38,Policy_D_precautionary,0.074198,3.671348,29,48.078946,48.078946,75.439901,51.588906
39,Policy_A_low_control,0.084482,17.754465,29,391.469081,391.469081,5554.336271,0.000000
39,Policy_B_balanced,0.084482,17.754465,29,102.576169,102.576169,995.738522,0.000000
39,Policy_C_high_adaptation,0.084482,17.754465,29,107.996560,107.996560,1379.103291,0.000000
39,Policy_D_precautionary,0.084482,17.754465,29,55.249509,55.249509,149.359785,38.101938
40,Policy_A_low_control,0.035085,2.650384,44,33.405163,33.405163,0.000000,71.605611
40,Policy_B_balanced,0.035085,2.650384,44,8.739642,20.000000,0.000000,89.756215
40,Policy_C_high_adaptation,0.035085,2.650384,44,17.447868,20.072936,0.000000,84.513045
40,Policy_D_precautionary,0.035085,2.650384,44,4.060992,20.000000,0.000000,92.563405
41,Policy_A_low_control,0.045906,2.007588,28,60.959288,60.959288,246.685411,23.516064
41,Policy_B_balanced,0.045906,2.007588,28,19.050048,20.494996,0.000000,83.446222
41,Policy_C_high_adaptation,0.045906,2.007588,28,35.495968,35.495968,0.000000,69.828427
41,Policy_D_precautionary,0.045906,2.007588,28,10.061769,20.000000,0.000000,88.962938
42,Policy_A_low_control,0.076193,5.179131,21,278.256210,278.256210,3912.500475,0.000000
42,Policy_B_balanced,0.076193,5.179131,21,84.658925,84.658925,704.171677,0.000000
42,Policy_C_high_adaptation,0.076193,5.179131,21,91.644568,91.644568,1064.630074,0.000000
42,Policy_D_precautionary,0.076193,5.179131,21,49.724604,49.724604,94.587077,48.275379
43,Policy_A_low_control,0.038855,10.326256,41,32.252842,34.678688,0.000000,71.978623
43,Policy_B_balanced,0.038855,10.326256,41,4.631858,20.000000,0.000000,92.220885
43,Policy_C_high_adaptation,0.038855,10.326256,41,14.084020,23.327501,0.000000,85.717713
43,Policy_D_precautionary,0.038855,10.326256,41,0.000000,20.000000,0.000000,95.000000
44,Policy_A_low_control,0.090792,13.233609,23,560.774149,560.774149,7819.780886,0.000000
44,Policy_B_balanced,0.090792,13.233609,23,147.203407,147.203407,1791.891841,0.000000
44,Policy_C_high_adaptation,0.090792,13.233609,23,142.813817,142.813817,2089.162576,0.000000
44,Policy_D_precautionary,0.090792,13.233609,23,73.796141,73.796141,522.584113,0.000000
45,Policy_A_low_control,0.043636,6.032362,20,46.910646,46.910646,36.174929,56.508458
45,Policy_B_balanced,0.043636,6.032362,20,12.715452,20.000000,0.000000,87.370729
45,Policy_C_high_adaptation,0.043636,6.032362,20,24.995217,24.995217,0.000000,78.754065
45,Policy_D_precautionary,0.043636,6.032362,20,6.255322,20.000000,0.000000,91.246807
46,Policy_A_low_control,0.058048,5.743178,32,106.992307,106.992307,1091.692956,0.000000
46,Policy_B_balanced,0.058048,5.743178,32,35.278343,35.278343,0.000000,70.013409
46,Policy_C_high_adaptation,0.058048,5.743178,32,51.923686,51.923686,142.377255,41.627141
46,Policy_D_precautionary,0.058048,5.743178,32,17.752961,21.978906,0.000000,83.853497
47,Policy_A_low_control,0.079136,3.713092,25,337.532105,337.532105,4878.333897,0.000000
47,Policy_B_balanced,0.079136,3.713092,25,99.678593,99.678593,1032.252893,0.000000
47,Policy_C_high_adaptation,0.079136,3.713092,25,102.639257,102.639257,1361.484906,0.000000
47,Policy_D_precautionary,0.079136,3.713092,25,56.322483,56.322483,233.398876,28.786002
48,Policy_A_low_control,0.076005,13.646332,45,275.320132,275.320132,4072.191809,0.000000
48,Policy_B_balanced,0.076005,13.646332,45,75.900919,75.900919,689.122502,0.000000
48,Policy_C_high_adaptation,0.076005,13.646332,45,82.653182,82.653182,1030.981630,0.000000
48,Policy_D_precautionary,0.076005,13.646332,45,42.788030,45.809223,40.325841,58.842292
49,Policy_A_low_control,0.036519,22.499470,20,4.188033,24.861916,0.000000,91.271701
49,Policy_B_balanced,0.036519,22.499470,20,0.000000,20.000000,0.000000,95.000000
49,Policy_C_high_adaptation,0.036519,22.499470,20,0.000000,20.585072,0.000000,94.853732
49,Policy_D_precautionary,0.036519,22.499470,20,0.000000,20.000000,0.000000,95.000000
50,Policy_A_low_control,0.085701,18.938416,33,430.437342,430.437342,6203.104541,0.000000
50,Policy_B_balanced,0.085701,18.938416,33,109.764597,109.764597,1214.140837,0.000000
50,Policy_C_high_adaptation,0.085701,18.938416,33,112.158597,112.158597,1541.923782,0.000000
50,Policy_D_precautionary,0.085701,18.938416,33,57.038814,57.038814,208.383544,30.678653
51,Policy_A_low_control,0.090949,10.175085,31,615.645948,615.645948,8773.567799,0.000000
51,Policy_B_balanced,0.090949,10.175085,31,161.122220,161.122220,2199.856271,0.000000
51,Policy_C_high_adaptation,0.090949,10.175085,31,149.529872,149.529872,2367.787109,0.000000
51,Policy_D_precautionary,0.090949,10.175085,31,76.918438,76.918438,682.941605,0.000000
52,Policy_A_low_control,0.062802,7.852905,32,133.589523,133.589523,1571.837432,0.000000
52,Policy_B_balanced,0.062802,7.852905,32,43.581264,43.581264,12.377517,61.718174
52,Policy_C_high_adaptation,0.062802,7.852905,32,58.277786,58.277786,270.727765,23.391105
52,Policy_D_precautionary,0.062802,7.852905,32,22.120510,25.448782,0.000000,80.365499
53,Policy_A_low_control,0.054816,10.087845,37,84.120435,84.120435,684.886899,0.000000
53,Policy_B_balanced,0.054816,10.087845,37,23.310708,28.428759,0.000000,78.906385
53,Policy_C_high_adaptation,0.054816,10.087845,37,44.035645,44.035645,18.184898,60.751212
53,Policy_D_precautionary,0.054816,10.087845,37,9.735587,20.000000,0.000000,89.158648
54,Policy_A_low_control,0.038730,12.176737,33,27.731922,30.941900,0.000000,75.625372
54,Policy_B_balanced,0.038730,12.176737,33,3.438283,20.000000,0.000000,92.937030
54,Policy_C_high_adaptation,0.038730,12.176737,33,11.541873,22.530685,0.000000,87.442205
54,Policy_D_precautionary,0.038730,12.176737,33,0.000000,20.000000,0.000000,95.000000
55,Policy_A_low_control,0.088198,8.883251,41,550.288984,550.288984,8002.400076,0.000000
55,Policy_B_balanced,0.088198,8.883251,41,146.575395,146.575395,2028.190019,0.000000
55,Policy_C_high_adaptation,0.088198,8.883251,41,136.905939,136.905939,2200.071624,0.000000
55,Policy_D_precautionary,0.088198,8.883251,41,70.525338,70.525338,622.948402,0.000000
56,Policy_A_low_control,0.065490,11.397462,23,138.385975,138.385975,1514.185392,0.000000
56,Policy_B_balanced,0.065490,11.397462,23,42.622261,42.622261,6.167191,63.154359
56,Policy_C_high_adaptation,0.065490,11.397462,23,60.927120,60.927120,287.045446,19.507403
56,Policy_D_precautionary,0.065490,11.397462,23,20.638892,25.161544,0.000000,81.326279
57,Policy_A_low_control,0.071595,12.612972,44,215.599408,215.599408,3100.755360,0.000000
57,Policy_B_balanced,0.071595,12.612972,44,61.845774,61.845774,368.560929,10.574999
57,Policy_C_high_adaptation,0.071595,12.612972,44,71.630310,71.630310,732.960807,0.000000
57,Policy_D_precautionary,0.071595,12.612972,44,35.926723,39.763452,0.000000,68.503103
58,Policy_A_low_control,0.084598,13.625660,31,418.284844,418.284844,6020.731860,0.000000
58,Policy_B_balanced,0.084598,13.625660,31,111.671836,111.671836,1238.772488,0.000000
58,Policy_C_high_adaptation,0.084598,13.625660,31,113.371657,113.371657,1563.182417,0.000000
58,Policy_D_precautionary,0.084598,13.625660,31,59.437126,59.437126,251.335237,24.344920
59,Policy_A_low_control,0.078834,19.023077,21,247.376146,247.376146,3128.685784,0.000000
59,Policy_B_balanced,0.078834,19.023077,21,67.945851,67.945851,275.337903,14.712236
59,Policy_C_high_adaptation,0.078834,19.023077,21,86.033159,86.033159,746.061408,0.000000
59,Policy_D_precautionary,0.078834,19.023077,21,34.519105,34.519105,0.000000,70.658760
60,Policy_A_low_control,0.050180,12.814085,45,63.016846,63.016846,364.913258,9.944355
60,Policy_B_balanced,0.050180,12.814085,45,13.421322,25.104571,0.000000,85.671064
60,Policy_C_high_adaptation,0.050180,12.814085,45,32.536407,38.337613,0.000000,70.893753
60,Policy_D_precautionary,0.050180,12.814085,45,3.048306,20.000000,0.000000,93.171016
61,Policy_A_low_control,0.078913,2.776138,40,343.649419,343.649419,5037.753951,0.000000
61,Policy_B_balanced,0.078913,2.776138,40,101.036365,101.036365,1116.688039,0.000000
61,Policy_C_high_adaptation,0.078913,2.776138,40,102.711883,102.711883,1416.816744,0.000000
61,Policy_D_precautionary,0.078913,2.776138,40,56.149621,56.149621,254.515201,26.821302
62,Policy_A_low_control,0.070373,8.580932,40,206.030940,206.030940,2889.778508,0.000000
62,Policy_B_balanced,0.070373,8.580932,40,62.409565,62.409565,324.118552,14.540014
62,Policy_C_high_adaptation,0.070373,8.580932,40,72.425580,72.425580,692.248085,0.000000
62,Policy_D_precautionary,0.070373,8.580932,40,37.905305,37.905305,0.000000,67.780490
63,Policy_A_low_control,0.042786,21.730062,44,28.166577,42.294335,5.153708,72.011099
63,Policy_B_balanced,0.042786,21.730062,44,0.000000,20.000000,0.000000,95.000000
63,Policy_C_high_adaptation,0.042786,21.730062,44,7.250936,27.917381,0.000000,88.670093
63,Policy_D_precautionary,0.042786,21.730062,44,0.000000,20.000000,0.000000,95.000000
64,Policy_A_low_control,0.038359,4.389373,38,38.361020,38.361020,0.000000,67.393133
64,Policy_B_balanced,0.038359,4.389373,38,9.618353,20.000000,0.000000,89.228988
64,Policy_C_high_adaptation,0.038359,4.389373,38,19.732000,22.642008,0.000000,82.500298
64,Policy_D_precautionary,0.038359,4.389373,38,4.272910,20.000000,0.000000,92.436254
65,Policy_A_low_control,0.047748,5.471998,31,62.088108,62.088108,246.475076,22.577600
65,Policy_B_balanced,0.047748,5.471998,31,17.654977,21.716503,0.000000,83.977888
65,Policy_C_high_adaptation,0.047748,5.471998,31,34.867423,34.867423,0.000000,70.362691
65,Policy_D_precautionary,0.047748,5.471998,31,8.492771,20.000000,0.000000,89.904338
66,Policy_A_low_control,0.064392,23.571270,35,114.790158,114.790158,1240.290034,0.000000
66,Policy_B_balanced,0.064392,23.571270,35,24.893279,38.295728,0.000000,75.490100
66,Policy_C_high_adaptation,0.064392,23.571270,35,48.452132,48.588328,92.395589,49.542080
66,Policy_D_precautionary,0.064392,23.571270,35,5.267477,27.482889,0.000000,89.968791
67,Policy_A_low_control,0.058965,7.322356,45,113.085938,113.085938,1288.425643,0.000000
67,Policy_B_balanced,0.058965,7.322356,45,36.794241,36.794241,0.000000,68.724895
67,Policy_C_high_adaptation,0.058965,7.322356,45,51.147149,51.147149,181.623658,38.362558
67,Policy_D_precautionary,0.058965,7.322356,45,17.590225,23.804342,0.000000,83.494779
68,Policy_A_low_control,0.069961,5.004551,40,208.513481,208.513481,2920.931045,0.000000
68,Policy_B_balanced,0.069961,5.004551,40,65.173113,65.173113,377.994773,6.803376
68,Policy_C_high_adaptation,0.069961,5.004551,40,74.377485,74.377485,735.507586,0.000000
68,Policy_D_precautionary,0.069961,5.004551,40,40.574637,40.574637,0.755372,65.436021
69,Policy_A_low_control,0.079674,22.578224,25,260.381076,260.381076,3412.660736,0.000000
69,Policy_B_balanced,0.079674,22.578224,25,68.299155,68.299155,283.959441,13.549774
69,Policy_C_high_adaptation,0.079674,22.578224,25,85.629474,85.629474,749.741947,0.000000
69,Policy_D_precautionary,0.079674,22.578224,25,33.253867,35.897688,0.000000,71.073258
70,Policy_A_low_control,0.040802,16.893808,20,19.606548,26.940300,0.000000,81.500996
70,Policy_B_balanced,0.040802,16.893808,20,1.261190,20.000000,0.000000,94.243286
70,Policy_C_high_adaptation,0.040802,16.893808,20,7.007051,22.323775,0.000000,90.214826
70,Policy_D_precautionary,0.040802,16.893808,20,0.000000,20.000000,0.000000,95.000000
71,Policy_A_low_control,0.074925,11.042241,45,263.744929,263.744929,3873.640297,0.000000
71,Policy_B_balanced,0.074925,11.042241,45,74.904496,74.904496,648.565799,0.000000
71,Policy_C_high_adaptation,0.074925,11.042241,45,81.893789,81.893789,992.326479,0.000000
71,Policy_D_precautionary,0.074925,11.042241,45,43.255132,44.436467,31.535149,59.784289
72,Policy_A_low_control,0.070148,7.401574,23,194.044529,194.044529,2535.752444,0.000000
72,Policy_B_balanced,0.070148,7.401574,23,61.463725,61.463725,246.773003,23.078534
72,Policy_C_high_adaptation,0.070148,7.401574,23,73.801686,73.801686,616.443986,0.000000
72,Policy_D_precautionary,0.070148,7.401574,23,36.338320,36.338320,0.000000,69.112428
73,Policy_A_low_control,0.085971,16.740131,32,442.366432,442.366432,6362.616878,0.000000
73,Policy_B_balanced,0.085971,16.740131,32,114.559946,114.559946,1297.843951,0.000000
73,Policy_C_high_adaptation,0.085971,16.740131,32,115.801618,115.801618,1615.544564,0.000000
73,Policy_D_precautionary,0.085971,16.740131,32,59.617806,59.617806,254.667155,23.858150
74,Policy_A_low_control,0.047170,6.648444,32,58.637197,58.637197,186.781445,31.480238
74,Policy_B_balanced,0.047170,6.648444,32,15.713530,21.390172,0.000000,85.224339
74,Policy_C_high_adaptation,0.047170,6.648444,32,31.998904,31.998904,0.000000,72.800931
74,Policy_D_precautionary,0.047170,6.648444,32,7.144541,20.000000,0.000000,90.713275
75,Policy_A_low_control,0.087581,23.325131,41,493.677494,493.677494,7259.817214,0.000000
75,Policy_B_balanced,0.087581,23.325131,41,120.084670,120.084670,1585.058191,0.000000
75,Policy_C_high_adaptation,0.087581,23.325131,41,116.994986,116.994986,1819.985917,0.000000
75,Policy_D_precautionary,0.087581,23.325131,41,56.484030,58.749959,323.819501,19.040142
76,Policy_A_low_control,0.054216,19.124874,41,69.504143,69.504143,473.330915,0.000000
76,Policy_B_balanced,0.054216,19.124874,41,11.913994,28.867018,0.000000,85.634849
76,Policy_C_high_adaptation,0.054216,19.124874,41,32.577342,41.305909,2.333427,69.893774
76,Policy_D_precautionary,0.054216,19.124874,41,0.238954,20.000000,0.000000,94.856628
77,Policy_A_low_control,0.037345,5.574626,25,33.192444,33.192444,0.000000,71.786423
77,Policy_B_balanced,0.037345,5.574626,25,8.351904,20.000000,0.000000,89.988858
