scenario,time,state,absolute_state,adaptive_capacity,shock,performance
baseline_adaptation,29,0.575359,0.575359,0.211840,0.000000,0.856160
baseline_adaptation,30,0.453821,0.453821,0.211237,0.000000,0.886545
baseline_adaptation,31,0.358192,0.358192,0.210720,0.000000,0.910452
baseline_adaptation,32,0.282876,0.282876,0.210269,0.000000,0.929281
baseline_adaptation,33,0.223508,0.223508,0.209871,0.000000,0.944123
baseline_adaptation,34,0.176680,0.176680,0.209514,0.000000,0.955830
baseline_adaptation,35,0.139720,0.139720,0.209191,0.000000,0.965070
baseline_adaptation,36,0.110534,0.110534,0.208893,0.000000,0.972367
baseline_adaptation,37,0.087475,0.087475,0.208616,0.000000,0.978131
baseline_adaptation,38,0.069249,0.069249,0.208354,0.000000,0.982688
baseline_adaptation,39,0.054838,0.054838,0.208106,0.000000,0.986291
baseline_adaptation,40,0.043439,0.043439,0.207867,0.000000,0.989140
baseline_adaptation,41,0.034419,0.034419,0.207637,0.000000,0.991395
baseline_adaptation,42,0.027280,0.027280,0.207413,0.000000,0.993180
baseline_adaptation,43,0.021628,0.021628,0.207194,0.000000,0.994593
baseline_adaptation,44,0.017151,0.017151,0.206979,0.000000,0.995712
baseline_adaptation,45,0.013605,0.013605,0.206767,0.000000,0.996599
baseline_adaptation,46,0.010795,0.010795,0.206557,0.000000,0.997301
baseline_adaptation,47,0.008567,0.008567,0.206350,0.000000,0.997858
baseline_adaptation,48,0.006801,0.006801,0.206144,0.000000,0.998300
baseline_adaptation,49,0.005401,0.005401,0.205939,0.000000,0.998650
baseline_adaptation,50,0.004290,0.004290,0.205735,0.000000,0.998928
baseline_adaptation,51,0.003408,0.003408,0.205532,0.000000,0.999148
baseline_adaptation,52,0.002708,0.002708,0.205330,0.000000,0.999323
baseline_adaptation,53,0.002153,0.002153,0.205128,0.000000,0.999462
baseline_adaptation,54,0.001711,0.001711,0.204926,0.000000,0.999572
baseline_adaptation,55,1.701361,1.701361,0.204725,1.700000,0.574660
baseline_adaptation,56,1.354581,1.354581,0.203825,0.000000,0.661355
baseline_adaptation,57,1.079702,1.079702,0.202925,0.000000,0.730074
baseline_adaptation,58,0.861575,0.861575,0.202025,0.000000,0.784606
baseline_adaptation,59,0.688207,0.688207,0.201222,0.000000,0.827948
baseline_adaptation,60,0.550194,0.550194,0.200540,0.000000,0.862451
baseline_adaptation,61,0.440180,0.440180,0.199955,0.000000,0.889955
baseline_adaptation,62,0.352387,0.352387,0.199447,0.000000,0.911903
baseline_adaptation,63,0.282262,0.282262,0.199000,0.000000,0.929434
baseline_adaptation,64,0.226204,0.226204,0.198603,0.000000,0.943449
baseline_adaptation,65,0.181360,0.181360,0.198244,0.000000,0.954660
baseline_adaptation,66,0.145466,0.145466,0.197917,0.000000,0.963633
baseline_adaptation,67,0.116720,0.116720,0.197616,0.000000,0.970820
baseline_adaptation,68,0.093687,0.093687,0.197334,0.000000,0.976578
baseline_adaptation,69,0.075224,0.075224,0.197068,0.000000,0.981194
baseline_adaptation,70,0.060419,0.060419,0.196816,0.000000,0.984895
baseline_adaptation,71,0.048542,0.048542,0.196573,0.000000,0.987864
baseline_adaptation,72,0.039011,0.039011,0.196339,0.000000,0.990247
baseline_adaptation,73,0.031361,0.031361,0.196112,0.000000,0.992160
baseline_adaptation,74,0.025218,0.025218,0.195890,0.000000,0.993696
baseline_adaptation,75,0.020283,0.020283,0.195673,0.000000,0.994929
baseline_adaptation,76,0.016319,0.016319,0.195458,0.000000,0.995920
baseline_adaptation,77,0.013132,0.013132,0.195247,0.000000,0.996717
baseline_adaptation,78,0.010571,0.010571,0.195038,0.000000,0.997357
baseline_adaptation,79,0.008512,0.008512,0.194830,0.000000,0.997872
baseline_adaptation,80,0.006855,0.006855,0.194624,0.000000,0.998286
baseline_adaptation,81,0.005522,0.005522,0.194420,0.000000,0.998619
baseline_adaptation,82,0.004450,0.004450,0.194216,0.000000,0.998888
baseline_adaptation,83,0.003586,0.003586,0.194013,0.000000,0.999103
baseline_adaptation,84,0.002891,0.002891,0.193810,0.000000,0.999277
baseline_adaptation,85,0.002332,0.002332,0.193608,0.000000,0.999417
baseline_adaptation,86,0.001881,0.001881,0.193406,0.000000,0.999530
baseline_adaptation,87,0.001517,0.001517,0.193205,0.000000,0.999621
baseline_adaptation,88,0.001224,0.001224,0.193004,0.000000,0.999694
baseline_adaptation,89,0.000988,0.000988,0.192803,0.000000,0.999753
baseline_adaptation,90,2.000798,2.000798,0.192602,2.000000,0.499800
baseline_adaptation,91,1.617240,1.617240,0.191702,0.000000,0.595690
baseline_adaptation,92,1.308667,1.308667,0.190802,0.000000,0.672833
baseline_adaptation,93,1.060148,1.060148,0.189902,0.000000,0.734963
baseline_adaptation,94,0.859777,0.859777,0.189002,0.000000,0.785056
baseline_adaptation,95,0.697966,0.697966,0.188201,0.000000,0.825508
baseline_adaptation,96,0.567089,0.567089,0.187512,0.000000,0.858228
baseline_adaptation,97,0.461092,0.461092,0.186915,0.000000,0.884727
baseline_adaptation,98,0.375148,0.375148,0.186392,0.000000,0.906213
baseline_adaptation,99,0.305397,0.305397,0.185930,0.000000,0.923651
baseline_adaptation,100,0.248741,0.248741,0.185516,0.000000,0.937815
baseline_adaptation,101,0.202688,0.202688,0.185142,0.000000,0.949328
baseline_adaptation,102,0.165232,0.165232,0.184800,0.000000,0.958692
baseline_adaptation,103,0.134749,0.134749,0.184484,0.000000,0.966313
baseline_adaptation,104,0.109930,0.109930,0.184190,0.000000,0.972518
baseline_adaptation,105,0.089712,0.089712,0.183913,0.000000,0.977572
baseline_adaptation,106,0.073236,0.073236,0.183650,0.000000,0.981691
baseline_adaptation,107,0.059805,0.059805,0.183399,0.000000,0.985049
baseline_adaptation,108,0.048851,0.048851,0.183157,0.000000,0.987787
baseline_adaptation,109,0.039915,0.039915,0.182923,0.000000,0.990021
baseline_adaptation,110,0.032623,0.032623,0.182695,0.000000,0.991844
baseline_adaptation,111,0.026670,0.026670,0.182472,0.000000,0.993332
baseline_adaptation,112,0.021809,0.021809,0.182253,0.000000,0.994548
baseline_adaptation,113,0.017839,0.017839,0.182038,0.000000,0.995540
baseline_adaptation,114,0.014596,0.014596,0.181826,0.000000,0.996351
baseline_adaptation,115,0.011945,0.011945,0.181615,0.000000,0.997014
baseline_adaptation,116,0.009778,0.009778,0.181407,0.000000,0.997556
baseline_adaptation,117,0.008006,0.008006,0.181200,0.000000,0.997998
baseline_adaptation,118,0.006557,0.006557,0.180995,0.000000,0.998361
baseline_adaptation,119,0.005372,0.005372,0.180790,0.000000,0.998657
baseline_adaptation,120,0.004402,0.004402,0.180586,0.000000,0.998900
baseline_adaptation,121,0.003608,0.003608,0.180383,0.000000,0.999098
baseline_adaptation,122,0.002958,0.002958,0.180181,0.000000,0.999261
baseline_adaptation,123,0.002425,0.002425,0.179979,0.000000,0.999394
baseline_adaptation,124,0.001989,0.001989,0.179777,0.000000,0.999503
baseline_adaptation,125,2.201632,2.201632,0.179576,2.200000,0.449592
baseline_adaptation,126,1.808254,1.808254,0.178676,0.000000,0.547936
baseline_adaptation,127,1.486791,1.486791,0.177776,0.000000,0.628302
baseline_adaptation,128,1.223814,1.223814,0.176876,0.000000,0.694047
baseline_adaptation,129,1.008453,1.008453,0.175976,0.000000,0.747887
baseline_adaptation,130,0.831897,0.831897,0.175076,0.000000,0.792026
baseline_adaptation,131,0.686903,0.686903,0.174293,0.000000,0.828274
baseline_adaptation,132,0.567648,0.567648,0.173612,0.000000,0.858088
baseline_adaptation,133,0.469437,0.469437,0.173015,0.000000,0.882641
baseline_adaptation,134,0.388465,0.388465,0.172486,0.000000,0.902884
baseline_adaptation,135,0.321644,0.321644,0.172015,0.000000,0.919589
baseline_adaptation,136,0.266453,0.266453,0.171589,0.000000,0.933387
baseline_adaptation,137,0.220835,0.220835,0.171203,0.000000,0.944791
baseline_adaptation,138,0.183106,0.183106,0.170848,0.000000,0.954223
baseline_adaptation,139,0.151883,0.151883,0.170520,0.000000,0.962029
baseline_adaptation,140,0.126030,0.126030,0.170214,0.000000,0.968492
baseline_adaptation,141,0.104615,0.104615,0.169926,0.000000,0.973846
baseline_adaptation,142,0.086866,0.086866,0.169652,0.000000,0.978283
baseline_adaptation,143,0.072152,0.072152,0.169392,0.000000,0.981962
baseline_adaptation,144,0.059948,0.059948,0.169141,0.000000,0.985013
baseline_adaptation,145,0.049823,0.049823,0.168899,0.000000,0.987544
baseline_adaptation,146,0.041420,0.041420,0.168664,0.000000,0.989645
baseline_adaptation,147,0.034443,0.034443,0.168435,0.000000,0.991389
baseline_adaptation,148,0.028649,0.028649,0.168211,0.000000,0.992838
baseline_adaptation,149,0.023837,0.023837,0.167991,0.000000,0.994041
baseline_adaptation,150,0.019837,0.019837,0.167774,0.000000,0.995041
baseline_adaptation,151,0.016513,0.016513,0.167560,0.000000,0.995872
baseline_adaptation,152,0.013750,0.013750,0.167349,0.000000,0.996563
baseline_adaptation,153,0.011452,0.011452,0.167139,0.000000,0.997137
baseline_adaptation,154,0.009540,0.009540,0.166931,0.000000,0.997615
baseline_adaptation,155,2.507950,2.507950,0.166725,2.500000,0.373013
baseline_adaptation,156,2.092070,2.092070,0.165825,0.000000,0.476983
baseline_adaptation,157,1.747036,1.747036,0.164925,0.000000,0.563241
baseline_adaptation,158,1.460479,1.460479,0.164025,0.000000,0.634880
baseline_adaptation,159,1.222239,1.222239,0.163125,0.000000,0.694440
baseline_adaptation,160,1.023962,1.023962,0.162225,0.000000,0.744009
baseline_adaptation,161,0.858772,0.858772,0.161325,0.000000,0.785307
baseline_adaptation,162,0.720919,0.720919,0.160523,0.000000,0.819770
baseline_adaptation,163,0.605703,0.605703,0.159819,0.000000,0.848574
baseline_adaptation,164,0.509278,0.509278,0.159195,0.000000,0.872681
baseline_adaptation,165,0.428487,0.428487,0.158638,0.000000,0.892878
baseline_adaptation,166,0.360727,0.360727,0.158138,0.000000,0.909818
baseline_adaptation,167,0.303845,0.303845,0.157686,0.000000,0.924039
baseline_adaptation,168,0.256059,0.256059,0.157273,0.000000,0.935985
baseline_adaptation,169,0.215885,0.215885,0.156894,0.000000,0.946029
baseline_adaptation,170,0.182089,0.182089,0.156543,0.000000,0.954478
baseline_adaptation,171,0.153644,0.153644,0.156215,0.000000,0.961589
baseline_adaptation,172,0.129690,0.129690,0.155908,0.000000,0.967578
baseline_adaptation,173,0.109508,0.109508,0.155617,0.000000,0.972623
baseline_adaptation,174,0.092497,0.092497,0.155340,0.000000,0.976876
baseline_adaptation,175,0.078153,0.078153,0.155076,0.000000,0.980462
baseline_adaptation,176,0.066053,0.066053,0.154821,0.000000,0.983487
baseline_adaptation,177,0.055843,0.055843,0.154575,0.000000,0.986039
baseline_adaptation,178,0.047224,0.047224,0.154336,0.000000,0.988194
baseline_adaptation,179,0.039947,0.039947,0.154102,0.000000,0.990013
baseline_adaptation,180,0.033800,0.033800,0.153875,0.000000,0.991550
weakened_capacity,1,0.000000,0.000000,0.160000,0.000000,1.000000
weakened_capacity,2,0.000000,0.000000,0.158900,0.000000,1.000000
weakened_capacity,3,0.000000,0.000000,0.157800,0.000000,1.000000
weakened_capacity,4,0.000000,0.000000,0.156700,0.000000,1.000000
weakened_capacity,5,0.000000,0.000000,0.155600,0.000000,1.000000
weakened_capacity,6,0.000000,0.000000,0.154500,0.000000,1.000000
weakened_capacity,7,0.000000,0.000000,0.153400,0.000000,1.000000
weakened_capacity,8,0.000000,0.000000,0.152300,0.000000,1.000000
weakened_capacity,9,0.000000,0.000000,0.151200,0.000000,1.000000
weakened_capacity,10,0.000000,0.000000,0.150100,0.000000,1.000000
weakened_capacity,11,0.000000,0.000000,0.149000,0.000000,1.000000
weakened_capacity,12,0.000000,0.000000,0.147900,0.000000,1.000000
weakened_capacity,13,0.000000,0.000000,0.146800,0.000000,1.000000
weakened_capacity,14,0.000000,0.000000,0.145700,0.000000,1.000000
weakened_capacity,15,0.000000,0.000000,0.144600,0.000000,1.000000
weakened_capacity,16,0.000000,0.000000,0.143500,0.000000,1.000000
weakened_capacity,17,0.000000,0.000000,0.142400,0.000000,1.000000
weakened_capacity,18,0.000000,0.000000,0.141300,0.000000,1.000000
weakened_capacity,19,0.000000,0.000000,0.140200,0.000000,1.000000
weakened_capacity,20,0.000000,0.000000,0.139100,0.000000,1.000000
weakened_capacity,21,0.000000,0.000000,0.138000,0.000000,1.000000
weakened_capacity,22,0.000000,0.000000,0.136900,0.000000,1.000000
weakened_capacity,23,0.000000,0.000000,0.135800,0.000000,1.000000
weakened_capacity,24,0.000000,0.000000,0.134700,0.000000,1.000000
weakened_capacity,25,1.500000,1.500000,0.133600,1.500000,0.625000
weakened_capacity,26,1.301700,1.301700,0.132200,0.000000,0.674575
weakened_capacity,27,1.131438,1.131438,0.130800,0.000000,0.717141
weakened_capacity,28,0.985030,0.985030,0.129400,0.000000,0.753743
weakened_capacity,29,0.858941,0.858941,0.128004,0.000000,0.785265
weakened_capacity,30,0.750159,0.750159,0.126647,0.000000,0.812460
weakened_capacity,31,0.656148,0.656148,0.125322,0.000000,0.835963
weakened_capacity,32,0.574769,0.574769,0.124025,0.000000,0.856308
weakened_capacity,33,0.504215,0.504215,0.122752,0.000000,0.873946
weakened_capacity,34,0.442952,0.442952,0.121501,0.000000,0.889262
weakened_capacity,35,0.389679,0.389679,0.120268,0.000000,0.902580
weakened_capacity,36,0.343287,0.343287,0.119051,0.000000,0.914178
weakened_capacity,37,0.302831,0.302831,0.117848,0.000000,0.924292
weakened_capacity,38,0.267504,0.267504,0.116658,0.000000,0.933124
weakened_capacity,39,0.236613,0.236613,0.115477,0.000000,0.940847
weakened_capacity,40,0.209567,0.209567,0.114306,0.000000,0.947608
weakened_capacity,41,0.185856,0.185856,0.113143,0.000000,0.953536
weakened_capacity,42,0.165042,0.165042,0.111988,0.000000,0.958739
weakened_capacity,43,0.146749,0.146749,0.110838,0.000000,0.963313
weakened_capacity,44,0.130652,0.130652,0.109694,0.000000,0.967337
weakened_capacity,45,0.116469,0.116469,0.108555,0.000000,0.970883
weakened_capacity,46,0.103958,0.103958,0.107420,0.000000,0.974011
weakened_capacity,47,0.092908,0.092908,0.106289,0.000000,0.976773
weakened_capacity,48,0.083138,0.083138,0.105161,0.000000,0.979216
weakened_capacity,49,0.074488,0.074488,0.104036,0.000000,0.981378
weakened_capacity,50,0.066823,0.066823,0.102914,0.000000,0.983294
weakened_capacity,51,0.060020,0.060020,0.101794,0.000000,0.984995
weakened_capacity,52,0.053978,0.053978,0.100676,0.000000,0.986506
weakened_capacity,53,0.048604,0.048604,0.099559,0.000000,0.987849
weakened_capacity,54,0.043819,0.043819,0.098445,0.000000,0.989045
weakened_capacity,55,1.739554,1.739554,0.097332,1.700000,0.565111
weakened_capacity,56,1.572676,1.572676,0.095932,0.000000,0.606831
weakened_capacity,57,1.424008,1.424008,0.094532,0.000000,0.643998
weakened_capacity,58,1.291388,1.291388,0.093132,0.000000,0.677153
weakened_capacity,59,1.172926,1.172926,0.091732,0.000000,0.706768
weakened_capacity,60,1.066974,1.066974,0.090332,0.000000,0.733257
weakened_capacity,61,0.972086,0.972086,0.088932,0.000000,0.756979
weakened_capacity,62,0.886989,0.886989,0.087540,0.000000,0.778253
weakened_capacity,63,0.810554,0.810554,0.086174,0.000000,0.797361
weakened_capacity,64,0.741794,0.741794,0.084831,0.000000,0.814551
weakened_capacity,65,0.679848,0.679848,0.083508,0.000000,0.830038
weakened_capacity,66,0.623962,0.623962,0.082204,0.000000,0.844010
weakened_capacity,67,0.573472,0.573472,0.080917,0.000000,0.856632
weakened_capacity,68,0.527798,0.527798,0.079645,0.000000,0.868050
weakened_capacity,69,0.486426,0.486426,0.078387,0.000000,0.878394
weakened_capacity,70,0.448902,0.448902,0.077141,0.000000,0.887774
weakened_capacity,71,0.414828,0.414828,0.075906,0.000000,0.896293
weakened_capacity,72,0.383848,0.383848,0.074682,0.000000,0.904038
weakened_capacity,73,0.355648,0.355648,0.073467,0.000000,0.911088
weakened_capacity,74,0.329949,0.329949,0.072260,0.000000,0.917513
weakened_capacity,75,0.306502,0.306502,0.071061,0.000000,0.923374
weakened_capacity,76,0.285087,0.285087,0.069869,0.000000,0.928728
weakened_capacity,77,0.265507,0.265507,0.068683,0.000000,0.933623
weakened_capacity,78,0.247584,0.247584,0.067504,0.000000,0.938104
weakened_capacity,79,0.231162,0.231162,0.066330,0.000000,0.942210
weakened_capacity,80,0.216099,0.216099,0.065160,0.000000,0.945975
weakened_capacity,81,0.202270,0.202270,0.063995,0.000000,0.949433
weakened_capacity,82,0.189560,0.189560,0.062835,0.000000,0.952610
weakened_capacity,83,0.177869,0.177869,0.061678,0.000000,0.955533
weakened_capacity,84,0.167103,0.167103,0.060524,0.000000,0.958224
weakened_capacity,85,0.157182,0.157182,0.059374,0.000000,0.960705
weakened_capacity,86,0.148029,0.148029,0.058227,0.000000,0.962993
weakened_capacity,87,0.139579,0.139579,0.057083,0.000000,0.965105
weakened_capacity,88,0.131771,0.131771,0.055941,0.000000,0.967057
weakened_capacity,89,0.124550,0.124550,0.054801,0.000000,0.968862
weakened_capacity,90,2.117866,2.117866,0.053664,2.000000,0.470533
weakened_capacity,91,2.007178,2.007178,0.052264,0.000000,0.498205
weakened_capacity,92,1.905085,1.905085,0.050864,0.000000,0.523729
weakened_capacity,93,1.810852,1.810852,0.049464,0.000000,0.547287
weakened_capacity,94,1.723815,1.723815,0.048064,0.000000,0.569046
weakened_capacity,95,1.643375,1.643375,0.046664,0.000000,0.589156
weakened_capacity,96,1.568990,1.568990,0.045264,0.000000,0.607753
weakened_capacity,97,1.500168,1.500168,0.043864,0.000000,0.624958
weakened_capacity,98,1.436465,1.436465,0.042464,0.000000,0.640884
weakened_capacity,99,1.377478,1.377478,0.041064,0.000000,0.655631
weakened_capacity,100,1.322841,1.322841,0.039664,0.000000,0.669290
weakened_capacity,101,1.272224,1.272224,0.038264,0.000000,0.681944
weakened_capacity,102,1.225325,1.225325,0.036864,0.000000,0.693669
weakened_capacity,103,1.181870,1.181870,0.035464,0.000000,0.704532
weakened_capacity,104,1.141611,1.141611,0.034064,0.000000,0.714597
weakened_capacity,105,1.104321,1.104321,0.032664,0.000000,0.723920
weakened_capacity,106,1.069796,1.069796,0.031264,0.000000,0.732551
weakened_capacity,107,1.037702,1.037702,0.030000,0.000000,0.740574
weakened_capacity,108,1.006571,1.006571,0.030000,0.000000,0.748357
weakened_capacity,109,0.976374,0.976374,0.030000,0.000000,0.755907
weakened_capacity,110,0.947083,0.947083,0.030000,0.000000,0.763229
weakened_capacity,111,0.918670,0.918670,0.030000,0.000000,0.770332
weakened_capacity,112,0.891110,0.891110,0.030000,0.000000,0.777222
weakened_capacity,113,0.864377,0.864377,0.030000,0.000000,0.783906
weakened_capacity,114,0.838446,0.838446,0.030000,0.000000,0.790389
weakened_capacity,115,0.813292,0.813292,0.030000,0.000000,0.796677
weakened_capacity,116,0.788893,0.788893,0.030000,0.000000,0.802777
weakened_capacity,117,0.765227,0.765227,0.030000,0.000000,0.808693
weakened_capacity,118,0.742270,0.742270,0.030000,0.000000,0.814433
weakened_capacity,119,0.720002,0.720002,0.030000,0.000000,0.820000
weakened_capacity,120,0.698402,0.698402,0.030000,0.000000,0.825400
weakened_capacity,121,0.677450,0.677450,0.030000,0.000000,0.830638
weakened_capacity,122,0.657126,0.657126,0.030000,0.000000,0.835718
weakened_capacity,123,0.637412,0.637412,0.030000,0.000000,0.840647
weakened_capacity,124,0.618290,0.618290,0.030000,0.000000,0.845428
weakened_capacity,125,2.799741,2.799741,0.030000,2.200000,0.300065
weakened_capacity,126,2.715749,2.715749,0.030000,0.000000,0.321063
weakened_capacity,127,2.634277,2.634277,0.030000,0.000000,0.341431
weakened_capacity,128,2.555248,2.555248,0.030000,0.000000,0.361188
weakened_capacity,129,2.478591,2.478591,0.030000,0.000000,0.380352
weakened_capacity,130,2.404233,2.404233,0.030000,0.000000,0.398942
weakened_capacity,131,2.332106,2.332106,0.030000,0.000000,0.416973
weakened_capacity,132,2.262143,2.262143,0.030000,0.000000,0.434464
weakened_capacity,133,2.194279,2.194279,0.030000,0.000000,0.451430
weakened_capacity,134,2.128450,2.128450,0.030000,0.000000,0.467887
weakened_capacity,135,2.064597,2.064597,0.030000,0.000000,0.483851
weakened_capacity,136,2.002659,2.002659,0.030000,0.000000,0.499335
weakened_capacity,137,1.942579,1.942579,0.030000,0.000000,0.514355
weakened_capacity,138,1.884302,1.884302,0.030000,0.000000,0.528925
weakened_capacity,139,1.827773,1.827773,0.030000,0.000000,0.543057
weakened_capacity,140,1.772939,1.772939,0.030000,0.000000,0.556765
weakened_capacity,141,1.719751,1.719751,0.030000,0.000000,0.570062
weakened_capacity,142,1.668159,1.668159,0.030000,0.000000,0.582960
weakened_capacity,143,1.618114,1.618114,0.030000,0.000000,0.595471
weakened_capacity,144,1.569571,1.569571,0.030000,0.000000,0.607607
weakened_capacity,145,1.522483,1.522483,0.030000,0.000000,0.619379
weakened_capacity,146,1.476809,1.476809,0.030000,0.000000,0.630798
weakened_capacity,147,1.432505,1.432505,0.030000,0.000000,0.641874
weakened_capacity,148,1.389530,1.389530,0.030000,0.000000,0.652618
weakened_capacity,149,1.347844,1.347844,0.030000,0.000000,0.663039
weakened_capacity,150,1.307408,1.307408,0.030000,0.000000,0.673148
weakened_capacity,151,1.268186,1.268186,0.030000,0.000000,0.682953
weakened_capacity,152,1.230141,1.230141,0.030000,0.000000,0.692465
weakened_capacity,153,1.193236,1.193236,0.030000,0.000000,0.701691
weakened_capacity,154,1.157439,1.157439,0.030000,0.000000,0.710640
weakened_capacity,155,3.622716,3.622716,0.030000,2.500000,0.094321
weakened_capacity,156,3.514035,3.514035,0.030000,0.000000,0.121491
weakened_capacity,157,3.408614,3.408614,0.030000,0.000000,0.147847
weakened_capacity,158,3.306355,3.306355,0.030000,0.000000,0.173411
weakened_capacity,159,3.207164,3.207164,0.030000,0.000000,0.198209
weakened_capacity,160,3.110950,3.110950,0.030000,0.000000,0.222263
weakened_capacity,161,3.017621,3.017621,0.030000,0.000000,0.245595
weakened_capacity,162,2.927092,2.927092,0.030000,0.000000,0.268227
weakened_capacity,163,2.839280,2.839280,0.030000,0.000000,0.290180
weakened_capacity,164,2.754101,2.754101,0.030000,0.000000,0.311475
weakened_capacity,165,2.671478,2.671478,0.030000,0.000000,0.332130
weakened_capacity,166,2.591334,2.591334,0.030000,0.000000,0.352167
weakened_capacity,167,2.513594,2.513594,0.030000,0.000000,0.371602
weakened_capacity,168,2.438186,2.438186,0.030000,0.000000,0.390453
weakened_capacity,169,2.365040,2.365040,0.030000,0.000000,0.408740
weakened_capacity,170,2.294089,2.294089,0.030000,0.000000,0.426478
weakened_capacity,171,2.225267,2.225267,0.030000,0.000000,0.443683
weakened_capacity,172,2.158509,2.158509,0.030000,0.000000,0.460373
weakened_capacity,173,2.093753,2.093753,0.030000,0.000000,0.476562
weakened_capacity,174,2.030941,2.030941,0.030000,0.000000,0.492265
weakened_capacity,175,1.970012,1.970012,0.030000,0.000000,0.507497
weakened_capacity,176,1.910912,1.910912,0.030000,0.000000,0.522272
weakened_capacity,177,1.853585,1.853585,0.030000,0.000000,0.536604
weakened_capacity,178,1.797977,1.797977,0.030000,0.000000,0.550506
weakened_capacity,179,1.744038,1.744038,0.030000,0.000000,0.563991
weakened_capacity,180,1.691717,1.691717,0.030000,0.000000,0.577071
compound_stress,1,0.000000,0.000000,0.180000,0.000000,1.000000
compound_stress,2,0.000000,0.000000,0.179200,0.000000,1.000000
compound_stress,3,0.000000,0.000000,0.178400,0.000000,1.000000
compound_stress,4,0.000000,0.000000,0.177600,0.000000,1.000000
compound_stress,5,0.000000,0.000000,0.176800,0.000000,1.000000
compound_stress,6,0.000000,0.000000,0.176000,0.000000,1.000000
compound_stress,7,0.000000,0.000000,0.175200,0.000000,1.000000
compound_stress,8,0.000000,0.000000,0.174400,0.000000,1.000000
compound_stress,9,0.000000,0.000000,0.173600,0.000000,1.000000
compound_stress,10,0.000000,0.000000,0.172800,0.000000,1.000000
compound_stress,11,0.000000,0.000000,0.172000,0.000000,1.000000
compound_stress,12,0.000000,0.000000,0.171200,0.000000,1.000000
compound_stress,13,0.000000,0.000000,0.170400,0.000000,1.000000
compound_stress,14,0.000000,0.000000,0.169600,0.000000,1.000000
compound_stress,15,0.000000,0.000000,0.168800,0.000000,1.000000
compound_stress,16,0.000000,0.000000,0.168000,0.000000,1.000000
compound_stress,17,0.000000,0.000000,0.167200,0.000000,1.000000
compound_stress,18,0.000000,0.000000,0.166400,0.000000,1.000000
compound_stress,19,0.000000,0.000000,0.165600,0.000000,1.000000
compound_stress,20,0.000000,0.000000,0.164800,0.000000,1.000000
compound_stress,21,0.000000,0.000000,0.164000,0.000000,1.000000
compound_stress,22,0.000000,0.000000,0.163200,0.000000,1.000000
compound_stress,23,0.000000,0.000000,0.162400,0.000000,1.000000
compound_stress,24,0.000000,0.000000,0.161600,0.000000,1.000000
compound_stress,25,2.025000,2.025000,0.160800,2.025000,0.493750
compound_stress,26,1.701810,1.701810,0.159600,0.000000,0.574547
compound_stress,27,1.432243,1.432243,0.158400,0.000000,0.641939
compound_stress,28,1.207095,1.207095,0.157200,0.000000,0.698226
compound_stress,29,1.018788,1.018788,0.156000,0.000000,0.745303
compound_stress,30,0.861080,0.861080,0.154800,0.000000,0.784730
compound_stress,31,0.728770,0.728770,0.153656,0.000000,0.817808
compound_stress,32,0.617586,0.617586,0.152564,0.000000,0.845604
compound_stress,33,0.524011,0.524011,0.151517,0.000000,0.868997
compound_stress,34,0.445143,0.445143,0.150507,0.000000,0.888714
compound_stress,35,0.378581,0.378581,0.149529,0.000000,0.905355
