scenario,time,state,absolute_state,adaptive_capacity,shock,performance,performance_loss,initial_adaptive_capacity,recovery_erosion,learning_gain,shock_multiplier
baseline_adaptation,30,0.489005,0.489005,0.210927,0.0,0.877749,0.122251,0.22,0.0009,0.0007,1.0
baseline_adaptation,31,0.358295,0.358295,0.210385,0.0,0.910426,0.089574,0.22,0.0009,0.0007,1.0
baseline_adaptation,32,0.297283,0.297283,0.209934,0.0,0.925679,0.074321,0.22,0.0009,0.0007,1.0
baseline_adaptation,33,0.197132,0.197132,0.209526,0.0,0.950717,0.049283,0.22,0.0009,0.0007,1.0
baseline_adaptation,34,0.090395,0.090395,0.209188,0.0,0.977401,0.022599,0.22,0.0009,0.0007,1.0
baseline_adaptation,35,0.056337,0.056337,0.208925,0.0,0.985916,0.014084,0.22,0.0009,0.0007,1.0
baseline_adaptation,36,0.021685,0.021685,0.208685,0.0,0.994579,0.005421,0.22,0.0009,0.0007,1.0
baseline_adaptation,37,0.039065,0.039065,0.20847,0.0,0.990234,0.009766,0.22,0.0009,0.0007,1.0
baseline_adaptation,38,0.047537,0.047537,0.208243,0.0,0.988116,0.011884,0.22,0.0009,0.0007,1.0
baseline_adaptation,39,0.007172,0.007172,0.208009,0.0,0.998207,0.001793,0.22,0.0009,0.0007,1.0
baseline_adaptation,40,0.026865,0.026865,0.207804,0.0,0.993284,0.006716,0.22,0.0009,0.0007,1.0
baseline_adaptation,41,-0.003767,0.003767,0.207585,0.0,0.999058,0.000942,0.22,0.0009,0.0007,1.0
baseline_adaptation,42,-0.005142,0.005142,0.207383,0.0,0.998715,0.001285,0.22,0.0009,0.0007,1.0
baseline_adaptation,43,-0.011424,0.011424,0.207179,0.0,0.997144,0.002856,0.22,0.0009,0.0007,1.0
baseline_adaptation,44,-0.006199,0.006199,0.206971,0.0,0.99845,0.00155,0.22,0.0009,0.0007,1.0
baseline_adaptation,45,0.015549,0.015549,0.206767,0.0,0.996113,0.003887,0.22,0.0009,0.0007,1.0
baseline_adaptation,46,0.028297,0.028297,0.206556,0.0,0.992926,0.007074,0.22,0.0009,0.0007,1.0
baseline_adaptation,47,0.031206,0.031206,0.206336,0.0,0.992199,0.007801,0.22,0.0009,0.0007,1.0
baseline_adaptation,48,0.041022,0.041022,0.206114,0.0,0.989744,0.010256,0.22,0.0009,0.0007,1.0
baseline_adaptation,49,0.044539,0.044539,0.205886,0.0,0.988865,0.011135,0.22,0.0009,0.0007,1.0
baseline_adaptation,50,0.019705,0.019705,0.205654,0.0,0.995074,0.004926,0.22,0.0009,0.0007,1.0
baseline_adaptation,51,-0.002278,0.002278,0.205441,0.0,0.999431,0.000569,0.22,0.0009,0.0007,1.0
baseline_adaptation,52,-0.01356,0.01356,0.205239,0.0,0.99661,0.00339,0.22,0.0009,0.0007,1.0
baseline_adaptation,53,0.001704,0.001704,0.20503,0.0,0.999574,0.000426,0.22,0.0009,0.0007,1.0
baseline_adaptation,54,-0.004898,0.004898,0.204828,0.0,0.998775,0.001225,0.22,0.0009,0.0007,1.0
baseline_adaptation,55,1.754498,1.754498,0.204625,1.7,0.561375,0.438625,0.22,0.0009,0.0007,1.0
baseline_adaptation,56,1.376581,1.376581,0.203725,0.0,0.655855,0.344145,0.22,0.0009,0.0007,1.0
baseline_adaptation,57,1.069904,1.069904,0.202825,0.0,0.732524,0.267476,0.22,0.0009,0.0007,1.0
baseline_adaptation,58,0.873075,0.873075,0.201925,0.0,0.781731,0.218269,0.22,0.0009,0.0007,1.0
baseline_adaptation,59,0.733034,0.733034,0.201114,0.0,0.816741,0.183259,0.22,0.0009,0.0007,1.0
baseline_adaptation,60,0.598776,0.598776,0.200401,0.0,0.850306,0.149694,0.22,0.0009,0.0007,1.0
baseline_adaptation,61,0.500047,0.500047,0.199782,0.0,0.874988,0.125012,0.22,0.0009,0.0007,1.0
baseline_adaptation,62,0.43608,0.43608,0.199232,0.0,0.89098,0.10902,0.22,0.0009,0.0007,1.0
baseline_adaptation,63,0.347069,0.347069,0.198726,0.0,0.913233,0.086767,0.22,0.0009,0.0007,1.0
baseline_adaptation,64,0.242677,0.242677,0.198283,0.0,0.939331,0.060669,0.22,0.0009,0.0007,1.0
baseline_adaptation,65,0.181346,0.181346,0.197913,0.0,0.954663,0.045337,0.22,0.0009,0.0007,1.0
baseline_adaptation,66,0.169337,0.169337,0.197587,0.0,0.957666,0.042334,0.22,0.0009,0.0007,1.0
baseline_adaptation,67,0.09984,0.09984,0.197268,0.0,0.97504,0.02496,0.22,0.0009,0.0007,1.0
baseline_adaptation,68,0.08101,0.08101,0.196998,0.0,0.979747,0.020253,0.22,0.0009,0.0007,1.0
baseline_adaptation,69,0.071403,0.071403,0.196741,0.0,0.982149,0.017851,0.22,0.0009,0.0007,1.0
baseline_adaptation,70,0.049483,0.049483,0.196491,0.0,0.987629,0.012371,0.22,0.0009,0.0007,1.0
baseline_adaptation,71,0.057863,0.057863,0.196257,0.0,0.985534,0.014466,0.22,0.0009,0.0007,1.0
baseline_adaptation,72,0.06104,0.06104,0.196016,0.0,0.98474,0.01526,0.22,0.0009,0.0007,1.0
baseline_adaptation,73,0.107125,0.107125,0.195774,0.0,0.973219,0.026781,0.22,0.0009,0.0007,1.0
baseline_adaptation,74,0.101682,0.101682,0.195499,0.0,0.97458,0.02542,0.22,0.0009,0.0007,1.0
baseline_adaptation,75,0.066595,0.066595,0.195227,0.0,0.983351,0.016649,0.22,0.0009,0.0007,1.0
baseline_adaptation,76,0.039566,0.039566,0.194981,0.0,0.990109,0.009891,0.22,0.0009,0.0007,1.0
baseline_adaptation,77,0.011071,0.011071,0.194753,0.0,0.997232,0.002768,0.22,0.0009,0.0007,1.0
baseline_adaptation,78,0.032724,0.032724,0.194545,0.0,0.991819,0.008181,0.22,0.0009,0.0007,1.0
baseline_adaptation,79,0.012194,0.012194,0.194322,0.0,0.996952,0.003048,0.22,0.0009,0.0007,1.0
baseline_adaptation,80,0.00807,0.00807,0.194114,0.0,0.997982,0.002018,0.22,0.0009,0.0007,1.0
baseline_adaptation,81,0.025238,0.025238,0.193908,0.0,0.99369,0.00631,0.22,0.0009,0.0007,1.0
baseline_adaptation,82,0.002263,0.002263,0.193691,0.0,0.999434,0.000566,0.22,0.0009,0.0007,1.0
baseline_adaptation,83,-0.005516,0.005516,0.193489,0.0,0.998621,0.001379,0.22,0.0009,0.0007,1.0
baseline_adaptation,84,-0.050482,0.050482,0.193285,0.0,0.987379,0.012621,0.22,0.0009,0.0007,1.0
baseline_adaptation,85,-0.067799,0.067799,0.19305,0.0,0.98305,0.01695,0.22,0.0009,0.0007,1.0
baseline_adaptation,86,-0.06892,0.06892,0.192802,0.0,0.98277,0.01723,0.22,0.0009,0.0007,1.0
baseline_adaptation,87,-0.045255,0.045255,0.192554,0.0,0.988686,0.011314,0.22,0.0009,0.0007,1.0
baseline_adaptation,88,-0.006714,0.006714,0.192322,0.0,0.998321,0.001679,0.22,0.0009,0.0007,1.0
baseline_adaptation,89,-0.005886,0.005886,0.192118,0.0,0.998528,0.001472,0.22,0.0009,0.0007,1.0
baseline_adaptation,90,2.001778,2.001778,0.191914,2.0,0.499556,0.500444,0.22,0.0009,0.0007,1.0
baseline_adaptation,91,1.62361,1.62361,0.191014,0.0,0.594097,0.405903,0.22,0.0009,0.0007,1.0
baseline_adaptation,92,1.342058,1.342058,0.190114,0.0,0.664485,0.335515,0.22,0.0009,0.0007,1.0
baseline_adaptation,93,1.110457,1.110457,0.189214,0.0,0.722386,0.277614,0.22,0.0009,0.0007,1.0
baseline_adaptation,94,0.908185,0.908185,0.188314,0.0,0.772954,0.227046,0.22,0.0009,0.0007,1.0
baseline_adaptation,95,0.712647,0.712647,0.187478,0.0,0.821838,0.178162,0.22,0.0009,0.0007,1.0
baseline_adaptation,96,0.602124,0.602124,0.186779,0.0,0.849469,0.150531,0.22,0.0009,0.0007,1.0
baseline_adaptation,97,0.49956,0.49956,0.186158,0.0,0.87511,0.12489,0.22,0.0009,0.0007,1.0
baseline_adaptation,98,0.437511,0.437511,0.185608,0.0,0.890622,0.109378,0.22,0.0009,0.0007,1.0
baseline_adaptation,99,0.35578,0.35578,0.185102,0.0,0.911055,0.088945,0.22,0.0009,0.0007,1.0
baseline_adaptation,100,0.338912,0.338912,0.184653,0.0,0.915272,0.084728,0.22,0.0009,0.0007,1.0
baseline_adaptation,101,0.267507,0.267507,0.184215,0.0,0.933123,0.066877,0.22,0.0009,0.0007,1.0
baseline_adaptation,102,0.258158,0.258158,0.183828,0.0,0.93546,0.06454,0.22,0.0009,0.0007,1.0
baseline_adaptation,103,0.213678,0.213678,0.183447,0.0,0.946581,0.053419,0.22,0.0009,0.0007,1.0
baseline_adaptation,104,0.161647,0.161647,0.183098,0.0,0.959588,0.040412,0.22,0.0009,0.0007,1.0
baseline_adaptation,105,0.103889,0.103889,0.182785,0.0,0.974028,0.025972,0.22,0.0009,0.0007,1.0
baseline_adaptation,106,0.081153,0.081153,0.182512,0.0,0.979712,0.020288,0.22,0.0009,0.0007,1.0
baseline_adaptation,107,0.101945,0.101945,0.182255,0.0,0.974514,0.025486,0.22,0.0009,0.0007,1.0
baseline_adaptation,108,0.103802,0.103802,0.181984,0.0,0.974049,0.025951,0.22,0.0009,0.0007,1.0
baseline_adaptation,109,0.102162,0.102162,0.181711,0.0,0.974459,0.025541,0.22,0.0009,0.0007,1.0
baseline_adaptation,110,0.024229,0.024229,0.18144,0.0,0.993943,0.006057,0.22,0.0009,0.0007,1.0
baseline_adaptation,111,0.037612,0.037612,0.181223,0.0,0.990597,0.009403,0.22,0.0009,0.0007,1.0
baseline_adaptation,112,0.044701,0.044701,0.180996,0.0,0.988825,0.011175,0.22,0.0009,0.0007,1.0
baseline_adaptation,113,0.022872,0.022872,0.180765,0.0,0.994282,0.005718,0.22,0.0009,0.0007,1.0
baseline_adaptation,114,0.003058,0.003058,0.180549,0.0,0.999235,0.000765,0.22,0.0009,0.0007,1.0
baseline_adaptation,115,0.002449,0.002449,0.180347,0.0,0.999388,0.000612,0.22,0.0009,0.0007,1.0
baseline_adaptation,116,0.04513,0.04513,0.180145,0.0,0.988718,0.011282,0.22,0.0009,0.0007,1.0
baseline_adaptation,117,0.010633,0.010633,0.179913,0.0,0.997342,0.002658,0.22,0.0009,0.0007,1.0
baseline_adaptation,118,-0.001973,0.001973,0.179706,0.0,0.999507,0.000493,0.22,0.0009,0.0007,1.0
baseline_adaptation,119,0.032426,0.032426,0.179505,0.0,0.991894,0.008106,0.22,0.0009,0.0007,1.0
baseline_adaptation,120,0.015459,0.015459,0.179282,0.0,0.996135,0.003865,0.22,0.0009,0.0007,1.0
baseline_adaptation,121,0.003584,0.003584,0.179071,0.0,0.999104,0.000896,0.22,0.0009,0.0007,1.0
baseline_adaptation,122,0.005387,0.005387,0.178869,0.0,0.998653,0.001347,0.22,0.0009,0.0007,1.0
baseline_adaptation,123,-0.026607,0.026607,0.178665,0.0,0.993348,0.006652,0.22,0.0009,0.0007,1.0
baseline_adaptation,124,-0.016361,0.016361,0.178446,0.0,0.99591,0.00409,0.22,0.0009,0.0007,1.0
baseline_adaptation,125,2.156315,2.156315,0.178235,2.2,0.460921,0.539079,0.22,0.0009,0.0007,1.0
baseline_adaptation,126,1.796055,1.796055,0.177335,0.0,0.550986,0.449014,0.22,0.0009,0.0007,1.0
baseline_adaptation,127,1.479248,1.479248,0.176435,0.0,0.630188,0.369812,0.22,0.0009,0.0007,1.0
baseline_adaptation,128,1.276674,1.276674,0.175535,0.0,0.680831,0.319169,0.22,0.0009,0.0007,1.0
baseline_adaptation,129,1.060744,1.060744,0.174635,0.0,0.734814,0.265186,0.22,0.0009,0.0007,1.0
baseline_adaptation,130,0.910598,0.910598,0.173735,0.0,0.772351,0.227649,0.22,0.0009,0.0007,1.0
baseline_adaptation,131,0.720576,0.720576,0.172897,0.0,0.819856,0.180144,0.22,0.0009,0.0007,1.0
baseline_adaptation,132,0.593445,0.593445,0.172193,0.0,0.851639,0.148361,0.22,0.0009,0.0007,1.0
baseline_adaptation,133,0.499702,0.499702,0.171578,0.0,0.875075,0.124925,0.22,0.0009,0.0007,1.0
baseline_adaptation,134,0.457882,0.457882,0.171028,0.0,0.88553,0.11447,0.22,0.0009,0.0007,1.0
baseline_adaptation,135,0.337787,0.337787,0.170507,0.0,0.915553,0.084447,0.22,0.0009,0.0007,1.0
baseline_adaptation,136,0.305105,0.305105,0.170071,0.0,0.923724,0.076276,0.22,0.0009,0.0007,1.0
baseline_adaptation,137,0.268125,0.268125,0.169657,0.0,0.932969,0.067031,0.22,0.0009,0.0007,1.0
baseline_adaptation,138,0.261078,0.261078,0.16927,0.0,0.93473,0.06527,0.22,0.0009,0.0007,1.0
baseline_adaptation,139,0.234795,0.234795,0.168887,0.0,0.941301,0.058699,0.22,0.0009,0.0007,1.0
baseline_adaptation,140,0.196529,0.196529,0.168522,0.0,0.950868,0.049132,0.22,0.0009,0.0007,1.0
baseline_adaptation,141,0.150434,0.150434,0.168185,0.0,0.962391,0.037609,0.22,0.0009,0.0007,1.0
baseline_adaptation,142,0.093975,0.093975,0.16788,0.0,0.976506,0.023494,0.22,0.0009,0.0007,1.0
baseline_adaptation,143,0.083109,0.083109,0.167614,0.0,0.979223,0.020777,0.22,0.0009,0.0007,1.0
baseline_adaptation,144,0.064408,0.064408,0.167356,0.0,0.983898,0.016102,0.22,0.0009,0.0007,1.0
baseline_adaptation,145,0.104151,0.104151,0.16711,0.0,0.973962,0.026038,0.22,0.0009,0.0007,1.0
baseline_adaptation,146,0.071499,0.071499,0.166838,0.0,0.982125,0.017875,0.22,0.0009,0.0007,1.0
baseline_adaptation,147,0.067598,0.067598,0.166588,0.0,0.9831,0.0169,0.22,0.0009,0.0007,1.0
baseline_adaptation,148,0.017129,0.017129,0.16634,0.0,0.995718,0.004282,0.22,0.0009,0.0007,1.0
baseline_adaptation,149,0.004397,0.004397,0.166128,0.0,0.998901,0.001099,0.22,0.0009,0.0007,1.0
baseline_adaptation,150,0.010196,0.010196,0.165925,0.0,0.997451,0.002549,0.22,0.0009,0.0007,1.0
baseline_adaptation,151,0.029105,0.029105,0.165718,0.0,0.992724,0.007276,0.22,0.0009,0.0007,1.0
baseline_adaptation,152,0.060491,0.060491,0.165498,0.0,0.984877,0.015123,0.22,0.0009,0.0007,1.0
baseline_adaptation,153,0.049391,0.049391,0.165255,0.0,0.987652,0.012348,0.22,0.0009,0.0007,1.0
baseline_adaptation,154,0.013309,0.013309,0.165021,0.0,0.996673,0.003327,0.22,0.0009,0.0007,1.0
baseline_adaptation,155,2.522562,2.522562,0.164811,2.5,0.36936,0.63064,0.22,0.0009,0.0007,1.0
baseline_adaptation,156,2.12201,2.12201,0.163911,0.0,0.469498,0.530502,0.22,0.0009,0.0007,1.0
baseline_adaptation,157,1.78839,1.78839,0.163011,0.0,0.552903,0.447097,0.22,0.0009,0.0007,1.0
baseline_adaptation,158,1.480964,1.480964,0.162111,0.0,0.629759,0.370241,0.22,0.0009,0.0007,1.0
baseline_adaptation,159,1.27055,1.27055,0.161211,0.0,0.682362,0.317638,0.22,0.0009,0.0007,1.0
baseline_adaptation,160,1.069064,1.069064,0.160311,0.0,0.732734,0.267266,0.22,0.0009,0.0007,1.0
baseline_adaptation,161,0.916139,0.916139,0.159411,0.0,0.770965,0.229035,0.22,0.0009,0.0007,1.0
baseline_adaptation,162,0.802718,0.802718,0.15857,0.0,0.79932,0.20068,0.22,0.0009,0.0007,1.0
baseline_adaptation,163,0.691275,0.691275,0.157808,0.0,0.827181,0.172819,0.22,0.0009,0.0007,1.0
baseline_adaptation,164,0.589821,0.589821,0.157124,0.0,0.852545,0.147455,0.22,0.0009,0.0007,1.0
baseline_adaptation,165,0.551328,0.551328,0.156511,0.0,0.862168,0.137832,0.22,0.0009,0.0007,1.0
baseline_adaptation,166,0.471454,0.471454,0.155926,0.0,0.882136,0.117864,0.22,0.0009,0.0007,1.0
baseline_adaptation,167,0.390793,0.390793,0.155395,0.0,0.902302,0.097698,0.22,0.0009,0.0007,1.0
baseline_adaptation,168,0.33305,0.33305,0.154922,0.0,0.916738,0.083262,0.22,0.0009,0.0007,1.0
baseline_adaptation,169,0.318667,0.318667,0.154489,0.0,0.920333,0.079667,0.22,0.0009,0.0007,1.0
baseline_adaptation,170,0.272539,0.272539,0.154066,0.0,0.931865,0.068135,0.22,0.0009,0.0007,1.0
baseline_adaptation,171,0.243641,0.243641,0.153675,0.0,0.93909,0.06091,0.22,0.0009,0.0007,1.0
baseline_adaptation,172,0.236183,0.236183,0.153304,0.0,0.940954,0.059046,0.22,0.0009,0.0007,1.0
baseline_adaptation,173,0.18724,0.18724,0.152939,0.0,0.95319,0.04681,0.22,0.0009,0.0007,1.0
baseline_adaptation,174,0.115501,0.115501,0.152608,0.0,0.971125,0.028875,0.22,0.0009,0.0007,1.0
baseline_adaptation,175,0.105393,0.105393,0.152327,0.0,0.973652,0.026348,0.22,0.0009,0.0007,1.0
baseline_adaptation,176,0.095111,0.095111,0.152053,0.0,0.976222,0.023778,0.22,0.0009,0.0007,1.0
baseline_adaptation,177,0.065474,0.065474,0.151787,0.0,0.983631,0.016369,0.22,0.0009,0.0007,1.0
baseline_adaptation,178,0.077329,0.077329,0.151541,0.0,0.980668,0.019332,0.22,0.0009,0.0007,1.0
baseline_adaptation,179,0.08082,0.08082,0.151287,0.0,0.979795,0.020205,0.22,0.0009,0.0007,1.0
baseline_adaptation,180,0.043739,0.043739,0.15103,0.0,0.989065,0.010935,0.22,0.0009,0.0007,1.0
weakened_capacity,1,0.0,0.0,0.16,0.0,1.0,0.0,0.16,0.0014,0.0003,1.0
weakened_capacity,2,-0.003602,0.003602,0.1589,0.0,0.999099,0.000901,0.16,0.0014,0.0003,1.0
weakened_capacity,3,-0.007356,0.007356,0.157799,0.0,0.998161,0.001839,0.16,0.0014,0.0003,1.0
weakened_capacity,4,-0.008987,0.008987,0.156697,0.0,0.997753,0.002247,0.16,0.0014,0.0003,1.0
weakened_capacity,5,0.009961,0.009961,0.155594,0.0,0.99751,0.00249,0.16,0.0014,0.0003,1.0
weakened_capacity,6,0.005233,0.005233,0.154491,0.0,0.998692,0.001308,0.16,0.0014,0.0003,1.0
weakened_capacity,7,-0.033004,0.033004,0.153389,0.0,0.991749,0.008251,0.16,0.0014,0.0003,1.0
weakened_capacity,8,-0.01967,0.01967,0.15228,0.0,0.995082,0.004918,0.16,0.0014,0.0003,1.0
weakened_capacity,9,-0.02338,0.02338,0.151174,0.0,0.994155,0.005845,0.16,0.0014,0.0003,1.0
weakened_capacity,10,-0.025295,0.025295,0.150067,0.0,0.993676,0.006324,0.16,0.0014,0.0003,1.0
weakened_capacity,11,-0.01863,0.01863,0.148959,0.0,0.995342,0.004658,0.16,0.0014,0.0003,1.0
weakened_capacity,12,-0.010068,0.010068,0.147853,0.0,0.997483,0.002517,0.16,0.0014,0.0003,1.0
weakened_capacity,13,0.020498,0.020498,0.14675,0.0,0.994875,0.005125,0.16,0.0014,0.0003,1.0
weakened_capacity,14,0.033929,0.033929,0.145644,0.0,0.991518,0.008482,0.16,0.0014,0.0003,1.0
weakened_capacity,15,0.031788,0.031788,0.144534,0.0,0.992053,0.007947,0.16,0.0014,0.0003,1.0
weakened_capacity,16,0.00877,0.00877,0.143425,0.0,0.997807,0.002193,0.16,0.0014,0.0003,1.0
weakened_capacity,17,-0.017844,0.017844,0.142322,0.0,0.995539,0.004461,0.16,0.0014,0.0003,1.0
weakened_capacity,18,-0.009166,0.009166,0.141217,0.0,0.997709,0.002291,0.16,0.0014,0.0003,1.0
weakened_capacity,19,0.024895,0.024895,0.140114,0.0,0.993776,0.006224,0.16,0.0014,0.0003,1.0
weakened_capacity,20,0.022476,0.022476,0.139006,0.0,0.994381,0.005619,0.16,0.0014,0.0003,1.0
weakened_capacity,21,0.016719,0.016719,0.1379,0.0,0.99582,0.00418,0.16,0.0014,0.0003,1.0
weakened_capacity,22,0.027726,0.027726,0.136795,0.0,0.993068,0.006932,0.16,0.0014,0.0003,1.0
weakened_capacity,23,-0.012375,0.012375,0.135686,0.0,0.996906,0.003094,0.16,0.0014,0.0003,1.0
weakened_capacity,24,-0.018516,0.018516,0.134583,0.0,0.995371,0.004629,0.16,0.0014,0.0003,1.0
weakened_capacity,25,1.496214,1.496214,0.133477,1.5,0.625946,0.374054,0.16,0.0014,0.0003,1.0
weakened_capacity,26,1.320434,1.320434,0.132077,0.0,0.669892,0.330108,0.16,0.0014,0.0003,1.0
weakened_capacity,27,1.141868,1.141868,0.130677,0.0,0.714533,0.285467,0.16,0.0014,0.0003,1.0
weakened_capacity,28,1.003666,1.003666,0.129277,0.0,0.749084,0.250916,0.16,0.0014,0.0003,1.0
weakened_capacity,29,0.881525,0.881525,0.127877,0.0,0.779619,0.220381,0.16,0.0014,0.0003,1.0
weakened_capacity,30,0.789559,0.789559,0.126513,0.0,0.80261,0.19739,0.16,0.0014,0.0003,1.0
weakened_capacity,31,0.662895,0.662895,0.125176,0.0,0.834276,0.165724,0.16,0.0014,0.0003,1.0
weakened_capacity,32,0.594984,0.594984,0.123877,0.0,0.851254,0.148746,0.16,0.0014,0.0003,1.0
weakened_capacity,33,0.484177,0.484177,0.122598,0.0,0.878956,0.121044,0.16,0.0014,0.0003,1.0
weakened_capacity,34,0.359922,0.359922,0.121353,0.0,0.91002,0.08998,0.16,0.0014,0.0003,1.0
weakened_capacity,35,0.301507,0.301507,0.120145,0.0,0.924623,0.075377,0.16,0.0014,0.0003,1.0
weakened_capacity,36,0.242746,0.242746,0.118955,0.0,0.939314,0.060686,0.16,0.0014,0.0003,1.0
weakened_capacity,37,0.236055,0.236055,0.117782,0.0,0.940986,0.059014,0.16,0.0014,0.0003,1.0
weakened_capacity,38,0.225135,0.225135,0.116611,0.0,0.943716,0.056284,0.16,0.0014,0.0003,1.0
weakened_capacity,39,0.168668,0.168668,0.115443,0.0,0.957833,0.042167,0.16,0.0014,0.0003,1.0
weakened_capacity,40,0.170574,0.170574,0.114293,0.0,0.957356,0.042644,0.16,0.0014,0.0003,1.0
weakened_capacity,41,0.12622,0.12622,0.113142,0.0,0.968445,0.031555,0.16,0.0014,0.0003,1.0
weakened_capacity,42,0.109927,0.109927,0.112004,0.0,0.972518,0.027482,0.16,0.0014,0.0003,1.0
weakened_capacity,43,0.090392,0.090392,0.110871,0.0,0.977402,0.022598,0.16,0.0014,0.0003,1.0
weakened_capacity,44,0.083332,0.083332,0.109744,0.0,0.979167,0.020833,0.16,0.0014,0.0003,1.0
weakened_capacity,45,0.094747,0.094747,0.108619,0.0,0.976313,0.023687,0.16,0.0014,0.0003,1.0
weakened_capacity,46,0.100523,0.100523,0.10749,0.0,0.974869,0.025131,0.16,0.0014,0.0003,1.0
weakened_capacity,47,0.098578,0.098578,0.10636,0.0,0.975355,0.024645,0.16,0.0014,0.0003,1.0
weakened_capacity,48,0.104454,0.104454,0.105231,0.0,0.973887,0.026113,0.16,0.0014,0.0003,1.0
weakened_capacity,49,0.105542,0.105542,0.104099,0.0,0.973614,0.026386,0.16,0.0014,0.0003,1.0
weakened_capacity,50,0.079,0.079,0.102968,0.0,0.98025,0.01975,0.16,0.0014,0.0003,1.0
weakened_capacity,51,0.05302,0.05302,0.101844,0.0,0.986745,0.013255,0.16,0.0014,0.0003,1.0
weakened_capacity,52,0.03593,0.03593,0.100728,0.0,0.991017,0.008983,0.16,0.0014,0.0003,1.0
weakened_capacity,53,0.044834,0.044834,0.099617,0.0,0.988791,0.011209,0.16,0.0014,0.0003,1.0
weakened_capacity,54,0.034165,0.034165,0.098504,0.0,0.991459,0.008541,0.16,0.0014,0.0003,1.0
weakened_capacity,55,1.789231,1.789231,0.097394,1.7,0.552692,0.447308,0.16,0.0014,0.0003,1.0
weakened_capacity,56,1.596995,1.596995,0.095994,0.0,0.600751,0.399249,0.16,0.0014,0.0003,1.0
weakened_capacity,57,1.418457,1.418457,0.094594,0.0,0.645386,0.354614,0.16,0.0014,0.0003,1.0
weakened_capacity,58,1.305478,1.305478,0.093194,0.0,0.67363,0.32637,0.16,0.0014,0.0003,1.0
weakened_capacity,59,1.22119,1.22119,0.091794,0.0,0.694702,0.305298,0.16,0.0014,0.0003,1.0
