scenario,path,step,control_parameter,system_state,jump_size,transition_flag
baseline_hysteresis,forward_forcing,63,-0.702341,-1.258905,0.002089,0
baseline_hysteresis,forward_forcing,64,-0.694314,-1.256808,0.002097,0
baseline_hysteresis,forward_forcing,65,-0.686288,-1.254702,0.002106,0
baseline_hysteresis,forward_forcing,66,-0.678261,-1.252588,0.002114,0
baseline_hysteresis,forward_forcing,67,-0.670234,-1.250465,0.002123,0
baseline_hysteresis,forward_forcing,68,-0.662207,-1.248333,0.002132,0
baseline_hysteresis,forward_forcing,69,-0.654181,-1.246193,0.002140,0
baseline_hysteresis,forward_forcing,70,-0.646154,-1.244043,0.002149,0
baseline_hysteresis,forward_forcing,71,-0.638127,-1.241885,0.002158,0
baseline_hysteresis,forward_forcing,72,-0.630100,-1.239718,0.002167,0
baseline_hysteresis,forward_forcing,73,-0.622074,-1.237541,0.002177,0
baseline_hysteresis,forward_forcing,74,-0.614047,-1.235355,0.002186,0
baseline_hysteresis,forward_forcing,75,-0.606020,-1.233160,0.002195,0
baseline_hysteresis,forward_forcing,76,-0.597993,-1.230955,0.002205,0
baseline_hysteresis,forward_forcing,77,-0.589967,-1.228741,0.002214,0
baseline_hysteresis,forward_forcing,78,-0.581940,-1.226517,0.002224,0
baseline_hysteresis,forward_forcing,79,-0.573913,-1.224284,0.002234,0
baseline_hysteresis,forward_forcing,80,-0.565886,-1.222040,0.002244,0
baseline_hysteresis,forward_forcing,81,-0.557860,-1.219786,0.002254,0
baseline_hysteresis,forward_forcing,82,-0.549833,-1.217523,0.002264,0
baseline_hysteresis,forward_forcing,83,-0.541806,-1.215249,0.002274,0
baseline_hysteresis,forward_forcing,84,-0.533779,-1.212964,0.002284,0
baseline_hysteresis,forward_forcing,85,-0.525753,-1.210669,0.002295,0
baseline_hysteresis,forward_forcing,86,-0.517726,-1.208364,0.002305,0
baseline_hysteresis,forward_forcing,87,-0.509699,-1.206048,0.002316,0
baseline_hysteresis,forward_forcing,88,-0.501672,-1.203721,0.002327,0
baseline_hysteresis,forward_forcing,89,-0.493645,-1.201383,0.002338,0
baseline_hysteresis,forward_forcing,90,-0.485619,-1.199034,0.002349,0
baseline_hysteresis,forward_forcing,91,-0.477592,-1.196674,0.002360,0
baseline_hysteresis,forward_forcing,92,-0.469565,-1.194302,0.002372,0
baseline_hysteresis,forward_forcing,93,-0.461538,-1.191919,0.002383,0
baseline_hysteresis,forward_forcing,94,-0.453512,-1.189524,0.002395,0
baseline_hysteresis,forward_forcing,95,-0.445485,-1.187118,0.002407,0
baseline_hysteresis,forward_forcing,96,-0.437458,-1.184700,0.002418,0
baseline_hysteresis,forward_forcing,97,-0.429431,-1.182269,0.002431,0
baseline_hysteresis,forward_forcing,98,-0.421405,-1.179826,0.002443,0
baseline_hysteresis,forward_forcing,99,-0.413378,-1.177371,0.002455,0
baseline_hysteresis,forward_forcing,100,-0.405351,-1.174904,0.002468,0
baseline_hysteresis,forward_forcing,101,-0.397324,-1.172423,0.002480,0
baseline_hysteresis,forward_forcing,102,-0.389298,-1.169930,0.002493,0
baseline_hysteresis,forward_forcing,103,-0.381271,-1.167424,0.002506,0
baseline_hysteresis,forward_forcing,104,-0.373244,-1.164904,0.002519,0
baseline_hysteresis,forward_forcing,105,-0.365217,-1.162372,0.002533,0
baseline_hysteresis,forward_forcing,106,-0.357191,-1.159825,0.002546,0
baseline_hysteresis,forward_forcing,107,-0.349164,-1.157265,0.002560,0
baseline_hysteresis,forward_forcing,108,-0.341137,-1.154691,0.002574,0
baseline_hysteresis,forward_forcing,109,-0.333110,-1.152103,0.002588,0
baseline_hysteresis,forward_forcing,110,-0.325084,-1.149501,0.002602,0
baseline_hysteresis,forward_forcing,111,-0.317057,-1.146884,0.002617,0
baseline_hysteresis,forward_forcing,112,-0.309030,-1.144252,0.002632,0
baseline_hysteresis,forward_forcing,113,-0.301003,-1.141606,0.002646,0
baseline_hysteresis,forward_forcing,114,-0.292977,-1.138944,0.002662,0
baseline_hysteresis,forward_forcing,115,-0.284950,-1.136267,0.002677,0
baseline_hysteresis,forward_forcing,116,-0.276923,-1.133575,0.002692,0
baseline_hysteresis,forward_forcing,117,-0.268896,-1.130867,0.002708,0
baseline_hysteresis,forward_forcing,118,-0.260870,-1.128143,0.002724,0
baseline_hysteresis,forward_forcing,119,-0.252843,-1.125402,0.002740,0
baseline_hysteresis,forward_forcing,120,-0.244816,-1.122645,0.002757,0
baseline_hysteresis,forward_forcing,121,-0.236789,-1.119872,0.002774,0
baseline_hysteresis,forward_forcing,122,-0.228763,-1.117081,0.002791,0
baseline_hysteresis,forward_forcing,123,-0.220736,-1.114273,0.002808,0
baseline_hysteresis,forward_forcing,124,-0.212709,-1.111448,0.002825,0
baseline_hysteresis,forward_forcing,125,-0.204682,-1.108605,0.002843,0
baseline_hysteresis,forward_forcing,126,-0.196656,-1.105744,0.002861,0
baseline_hysteresis,forward_forcing,127,-0.188629,-1.102865,0.002879,0
baseline_hysteresis,forward_forcing,128,-0.180602,-1.099967,0.002898,0
baseline_hysteresis,forward_forcing,129,-0.172575,-1.097050,0.002917,0
baseline_hysteresis,forward_forcing,130,-0.164548,-1.094114,0.002936,0
baseline_hysteresis,forward_forcing,131,-0.156522,-1.091158,0.002956,0
baseline_hysteresis,forward_forcing,132,-0.148495,-1.088183,0.002975,0
baseline_hysteresis,forward_forcing,133,-0.140468,-1.085187,0.002996,0
baseline_hysteresis,forward_forcing,134,-0.132441,-1.082171,0.003016,0
baseline_hysteresis,forward_forcing,135,-0.124415,-1.079134,0.003037,0
baseline_hysteresis,forward_forcing,136,-0.116388,-1.076076,0.003058,0
baseline_hysteresis,forward_forcing,137,-0.108361,-1.072996,0.003080,0
baseline_hysteresis,forward_forcing,138,-0.100334,-1.069895,0.003102,0
baseline_hysteresis,forward_forcing,139,-0.092308,-1.066771,0.003124,0
baseline_hysteresis,forward_forcing,140,-0.084281,-1.063624,0.003147,0
baseline_hysteresis,forward_forcing,141,-0.076254,-1.060454,0.003170,0
baseline_hysteresis,forward_forcing,142,-0.068227,-1.057261,0.003193,0
baseline_hysteresis,forward_forcing,143,-0.060201,-1.054044,0.003217,0
baseline_hysteresis,forward_forcing,144,-0.052174,-1.050802,0.003242,0
baseline_hysteresis,forward_forcing,145,-0.044147,-1.047536,0.003267,0
baseline_hysteresis,forward_forcing,146,-0.036120,-1.044244,0.003292,0
baseline_hysteresis,forward_forcing,147,-0.028094,-1.040926,0.003318,0
baseline_hysteresis,forward_forcing,148,-0.020067,-1.037582,0.003344,0
baseline_hysteresis,forward_forcing,149,-0.012040,-1.034211,0.003371,0
baseline_hysteresis,forward_forcing,150,-0.004013,-1.030813,0.003398,0
baseline_hysteresis,forward_forcing,151,0.004013,-1.027387,0.003426,0
baseline_hysteresis,forward_forcing,152,0.012040,-1.023933,0.003454,0
baseline_hysteresis,forward_forcing,153,0.020067,-1.020450,0.003483,0
baseline_hysteresis,forward_forcing,154,0.028094,-1.016937,0.003513,0
baseline_hysteresis,forward_forcing,155,0.036120,-1.013394,0.003543,0
baseline_hysteresis,forward_forcing,156,0.044147,-1.009820,0.003574,0
baseline_hysteresis,forward_forcing,157,0.052174,-1.006215,0.003605,0
baseline_hysteresis,forward_forcing,158,0.060201,-1.002578,0.003637,0
baseline_hysteresis,forward_forcing,159,0.068227,-0.998908,0.003670,0
baseline_hysteresis,forward_forcing,160,0.076254,-0.995204,0.003704,0
baseline_hysteresis,forward_forcing,161,0.084281,-0.991466,0.003738,0
baseline_hysteresis,forward_forcing,162,0.092308,-0.987693,0.003773,0
baseline_hysteresis,forward_forcing,163,0.100334,-0.983884,0.003809,0
baseline_hysteresis,forward_forcing,164,0.108361,-0.980039,0.003845,0
baseline_hysteresis,forward_forcing,165,0.116388,-0.976157,0.003883,0
baseline_hysteresis,forward_forcing,166,0.124415,-0.972236,0.003921,0
baseline_hysteresis,forward_forcing,167,0.132441,-0.968275,0.003960,0
baseline_hysteresis,forward_forcing,168,0.140468,-0.964275,0.004000,0
baseline_hysteresis,forward_forcing,169,0.148495,-0.960234,0.004041,0
baseline_hysteresis,forward_forcing,170,0.156522,-0.956150,0.004084,0
baseline_hysteresis,forward_forcing,171,0.164548,-0.952023,0.004127,0
baseline_hysteresis,forward_forcing,172,0.172575,-0.947853,0.004171,0
baseline_hysteresis,forward_forcing,173,0.180602,-0.943636,0.004216,0
baseline_hysteresis,forward_forcing,174,0.188629,-0.939374,0.004263,0
baseline_hysteresis,forward_forcing,175,0.196656,-0.935063,0.004310,0
baseline_hysteresis,forward_forcing,176,0.204682,-0.930704,0.004359,0
baseline_hysteresis,forward_forcing,177,0.212709,-0.926295,0.004410,0
baseline_hysteresis,forward_forcing,178,0.220736,-0.921834,0.004461,0
baseline_hysteresis,forward_forcing,179,0.228763,-0.917319,0.004514,0
baseline_hysteresis,forward_forcing,180,0.236789,-0.912751,0.004569,0
baseline_hysteresis,forward_forcing,181,0.244816,-0.908126,0.004625,0
baseline_hysteresis,forward_forcing,182,0.252843,-0.903444,0.004682,0
baseline_hysteresis,forward_forcing,183,0.260870,-0.898703,0.004741,0
baseline_hysteresis,forward_forcing,184,0.268896,-0.893901,0.004802,0
baseline_hysteresis,forward_forcing,185,0.276923,-0.889036,0.004865,0
baseline_hysteresis,forward_forcing,186,0.284950,-0.884106,0.004930,0
baseline_hysteresis,forward_forcing,187,0.292977,-0.879110,0.004996,0
baseline_hysteresis,forward_forcing,188,0.301003,-0.874045,0.005065,0
baseline_hysteresis,forward_forcing,189,0.309030,-0.868909,0.005136,0
baseline_hysteresis,forward_forcing,190,0.317057,-0.863700,0.005209,0
baseline_hysteresis,forward_forcing,191,0.325084,-0.858416,0.005284,0
baseline_hysteresis,forward_forcing,192,0.333110,-0.853054,0.005362,0
baseline_hysteresis,forward_forcing,193,0.341137,-0.847611,0.005443,0
baseline_hysteresis,forward_forcing,194,0.349164,-0.842085,0.005526,0
baseline_hysteresis,forward_forcing,195,0.357191,-0.836474,0.005612,0
baseline_hysteresis,forward_forcing,196,0.365217,-0.830773,0.005701,0
baseline_hysteresis,forward_forcing,197,0.373244,-0.824980,0.005793,0
baseline_hysteresis,forward_forcing,198,0.381271,-0.819092,0.005888,0
baseline_hysteresis,forward_forcing,199,0.389298,-0.813105,0.005987,0
baseline_hysteresis,forward_forcing,200,0.397324,-0.807015,0.006090,0
baseline_hysteresis,forward_forcing,201,0.405351,-0.800819,0.006196,0
baseline_hysteresis,forward_forcing,202,0.413378,-0.794512,0.006307,0
baseline_hysteresis,forward_forcing,203,0.421405,-0.788091,0.006421,0
baseline_hysteresis,forward_forcing,204,0.429431,-0.781550,0.006541,0
baseline_hysteresis,forward_forcing,205,0.437458,-0.774885,0.006665,0
baseline_hysteresis,forward_forcing,206,0.445485,-0.768091,0.006794,0
baseline_hysteresis,forward_forcing,207,0.453512,-0.761163,0.006928,0
baseline_hysteresis,forward_forcing,208,0.461538,-0.754095,0.007068,0
baseline_hysteresis,forward_forcing,209,0.469565,-0.746880,0.007215,0
baseline_hysteresis,forward_forcing,210,0.477592,-0.739513,0.007367,0
baseline_hysteresis,forward_forcing,211,0.485619,-0.731986,0.007527,0
baseline_hysteresis,forward_forcing,212,0.493645,-0.724293,0.007693,0
baseline_hysteresis,forward_forcing,213,0.501672,-0.716426,0.007867,0
baseline_hysteresis,forward_forcing,214,0.509699,-0.708376,0.008050,0
baseline_hysteresis,forward_forcing,215,0.517726,-0.700136,0.008241,0
baseline_hysteresis,forward_forcing,216,0.525753,-0.691695,0.008441,0
baseline_hysteresis,forward_forcing,217,0.533779,-0.683044,0.008651,0
baseline_hysteresis,forward_forcing,218,0.541806,-0.674172,0.008872,0
baseline_hysteresis,forward_forcing,219,0.549833,-0.665068,0.009104,0
baseline_hysteresis,forward_forcing,220,0.557860,-0.655720,0.009348,0
baseline_hysteresis,forward_forcing,221,0.565886,-0.646115,0.009605,0
baseline_hysteresis,forward_forcing,222,0.573913,-0.636239,0.009876,0
baseline_hysteresis,forward_forcing,223,0.581940,-0.626076,0.010163,0
baseline_hysteresis,forward_forcing,224,0.589967,-0.615611,0.010465,0
baseline_hysteresis,forward_forcing,225,0.597993,-0.604827,0.010784,0
baseline_hysteresis,forward_forcing,226,0.606020,-0.593705,0.011122,0
baseline_hysteresis,forward_forcing,227,0.614047,-0.582224,0.011481,0
baseline_hysteresis,forward_forcing,228,0.622074,-0.570363,0.011861,0
baseline_hysteresis,forward_forcing,229,0.630100,-0.558099,0.012264,0
baseline_hysteresis,forward_forcing,230,0.638127,-0.545406,0.012693,0
baseline_hysteresis,forward_forcing,231,0.646154,-0.532257,0.013149,0
baseline_hysteresis,forward_forcing,232,0.654181,-0.518621,0.013636,0
baseline_hysteresis,forward_forcing,233,0.662207,-0.504467,0.014154,0
baseline_hysteresis,forward_forcing,234,0.670234,-0.489760,0.014707,0
baseline_hysteresis,forward_forcing,235,0.678261,-0.474461,0.015299,0
baseline_hysteresis,forward_forcing,236,0.686288,-0.458529,0.015932,0
baseline_hysteresis,forward_forcing,237,0.694314,-0.441920,0.016610,0
baseline_hysteresis,forward_forcing,238,0.702341,-0.424583,0.017336,0
baseline_hysteresis,forward_forcing,239,0.710368,-0.406467,0.018116,0
baseline_hysteresis,forward_forcing,240,0.718395,-0.387513,0.018954,0
baseline_hysteresis,forward_forcing,241,0.726421,-0.367658,0.019855,0
baseline_hysteresis,forward_forcing,242,0.734448,-0.346834,0.020824,0
baseline_hysteresis,forward_forcing,243,0.742475,-0.324966,0.021868,0
baseline_hysteresis,forward_forcing,244,0.750502,-0.301973,0.022993,0
baseline_hysteresis,forward_forcing,245,0.758528,-0.277768,0.024205,0
baseline_hysteresis,forward_forcing,246,0.766555,-0.252257,0.025511,0
baseline_hysteresis,forward_forcing,247,0.774582,-0.225339,0.026919,0
baseline_hysteresis,forward_forcing,248,0.782609,-0.196903,0.028436,0
baseline_hysteresis,forward_forcing,249,0.790635,-0.166835,0.030068,0
baseline_hysteresis,forward_forcing,250,0.798662,-0.135011,0.031824,0
baseline_hysteresis,forward_forcing,251,0.806689,-0.101304,0.033707,0
baseline_hysteresis,forward_forcing,252,0.814716,-0.065582,0.035723,0
baseline_hysteresis,forward_forcing,253,0.822742,-0.027710,0.037872,0
baseline_hysteresis,forward_forcing,254,0.830769,0.012445,0.040154,0
baseline_hysteresis,forward_forcing,255,0.838796,0.055006,0.042562,0
baseline_hysteresis,forward_forcing,256,0.846823,0.100090,0.045083,0
baseline_hysteresis,forward_forcing,257,0.854849,0.147786,0.047697,0
baseline_hysteresis,forward_forcing,258,0.862876,0.198158,0.050372,0
baseline_hysteresis,forward_forcing,259,0.870903,0.251222,0.053064,0
baseline_hysteresis,forward_forcing,260,0.878930,0.306937,0.055715,0
baseline_hysteresis,forward_forcing,261,0.886957,0.365186,0.058249,0
baseline_hysteresis,forward_forcing,262,0.894983,0.425759,0.060573,0
baseline_hysteresis,forward_forcing,263,0.903010,0.488339,0.062580,0
baseline_hysteresis,forward_forcing,264,0.911037,0.552485,0.064146,0
baseline_hysteresis,forward_forcing,265,0.919064,0.617630,0.065145,0
baseline_hysteresis,forward_forcing,266,0.927090,0.683086,0.065456,0
baseline_hysteresis,forward_forcing,267,0.935117,0.748059,0.064974,0
baseline_hysteresis,forward_forcing,268,0.943144,0.811689,0.063630,0
baseline_hysteresis,forward_forcing,269,0.951171,0.873094,0.061404,0
baseline_hysteresis,forward_forcing,270,0.959197,0.931430,0.058337,0
baseline_hysteresis,forward_forcing,271,0.967224,0.985959,0.054529,0
baseline_hysteresis,forward_forcing,272,0.975251,1.036097,0.050137,0
baseline_hysteresis,forward_forcing,273,0.983278,1.081453,0.045356,0
baseline_hysteresis,forward_forcing,274,0.991304,1.121851,0.040398,0
baseline_hysteresis,forward_forcing,275,0.999331,1.157315,0.035464,0
baseline_hysteresis,forward_forcing,276,1.007358,1.188044,0.030730,0
baseline_hysteresis,forward_forcing,277,1.015385,1.214372,0.026328,0
baseline_hysteresis,forward_forcing,278,1.023411,1.236720,0.022347,0
baseline_hysteresis,forward_forcing,279,1.031438,1.255551,0.018831,0
baseline_hysteresis,forward_forcing,280,1.039465,1.271339,0.015788,0
baseline_hysteresis,forward_forcing,281,1.047492,1.284537,0.013198,0
baseline_hysteresis,forward_forcing,282,1.055518,1.295563,0.011026,0
baseline_hysteresis,forward_forcing,283,1.063545,1.304789,0.009226,0
baseline_hysteresis,forward_forcing,284,1.071572,1.312539,0.007749,0
baseline_hysteresis,forward_forcing,285,1.079599,1.319086,0.006548,0
baseline_hysteresis,forward_forcing,286,1.087625,1.324662,0.005576,0
baseline_hysteresis,forward_forcing,287,1.095652,1.329457,0.004794,0
baseline_hysteresis,forward_forcing,288,1.103679,1.333626,0.004169,0
baseline_hysteresis,forward_forcing,289,1.111706,1.337296,0.003670,0
baseline_hysteresis,forward_forcing,290,1.119732,1.340569,0.003273,0
baseline_hysteresis,forward_forcing,291,1.127759,1.343527,0.002958,0
baseline_hysteresis,forward_forcing,292,1.135786,1.346235,0.002708,0
baseline_hysteresis,forward_forcing,293,1.143813,1.348745,0.002510,0
baseline_hysteresis,forward_forcing,294,1.151839,1.351098,0.002353,0
baseline_hysteresis,forward_forcing,295,1.159866,1.353327,0.002229,0
baseline_hysteresis,forward_forcing,296,1.167893,1.355458,0.002130,0
baseline_hysteresis,forward_forcing,297,1.175920,1.357510,0.002052,0
baseline_hysteresis,forward_forcing,298,1.183946,1.359499,0.001990,0
baseline_hysteresis,forward_forcing,299,1.191973,1.361439,0.001940,0
baseline_hysteresis,forward_forcing,300,1.200000,1.363339,0.001899,0
baseline_hysteresis,backward_forcing,1,1.200000,1.250000,0.000000,0
baseline_hysteresis,backward_forcing,2,1.191973,1.274442,0.024442,0
baseline_hysteresis,backward_forcing,3,1.183946,1.293864,0.019422,0
baseline_hysteresis,backward_forcing,4,1.175920,1.309051,0.015187,0
baseline_hysteresis,backward_forcing,5,1.167893,1.320738,0.011687,0
baseline_hysteresis,backward_forcing,6,1.159866,1.329577,0.008839,0
baseline_hysteresis,backward_forcing,7,1.151839,1.336128,0.006551,0
baseline_hysteresis,backward_forcing,8,1.143813,1.340860,0.004732,0
baseline_hysteresis,backward_forcing,9,1.135786,1.344155,0.003295,0
baseline_hysteresis,backward_forcing,10,1.127759,1.346323,0.002168,0
baseline_hysteresis,backward_forcing,11,1.119732,1.347610,0.001286,0
baseline_hysteresis,backward_forcing,12,1.111706,1.348209,0.000599,0
baseline_hysteresis,backward_forcing,13,1.103679,1.348274,0.000065,0
baseline_hysteresis,backward_forcing,14,1.095652,1.347922,0.000351,0
baseline_hysteresis,backward_forcing,15,1.087625,1.347248,0.000674,0
baseline_hysteresis,backward_forcing,16,1.079599,1.346322,0.000926,0
baseline_hysteresis,backward_forcing,17,1.071572,1.345201,0.001121,0
baseline_hysteresis,backward_forcing,18,1.063545,1.343927,0.001274,0
baseline_hysteresis,backward_forcing,19,1.055518,1.342533,0.001394,0
baseline_hysteresis,backward_forcing,20,1.047492,1.341046,0.001488,0
baseline_hysteresis,backward_forcing,21,1.039465,1.339484,0.001562,0
baseline_hysteresis,backward_forcing,22,1.031438,1.337864,0.001620,0
baseline_hysteresis,backward_forcing,23,1.023411,1.336197,0.001667,0
baseline_hysteresis,backward_forcing,24,1.015385,1.334492,0.001705,0
baseline_hysteresis,backward_forcing,25,1.007358,1.332757,0.001735,0
baseline_hysteresis,backward_forcing,26,0.999331,1.330996,0.001760,0
baseline_hysteresis,backward_forcing,27,0.991304,1.329215,0.001781,0
baseline_hysteresis,backward_forcing,28,0.983278,1.327416,0.001799,0
baseline_hysteresis,backward_forcing,29,0.975251,1.325602,0.001814,0
baseline_hysteresis,backward_forcing,30,0.967224,1.323774,0.001827,0
baseline_hysteresis,backward_forcing,31,0.959197,1.321935,0.001839,0
baseline_hysteresis,backward_forcing,32,0.951171,1.320086,0.001850,0
baseline_hysteresis,backward_forcing,33,0.943144,1.318226,0.001859,0
baseline_hysteresis,backward_forcing,34,0.935117,1.316358,0.001868,0
baseline_hysteresis,backward_forcing,35,0.927090,1.314481,0.001877,0
baseline_hysteresis,backward_forcing,36,0.919064,1.312596,0.001885,0
baseline_hysteresis,backward_forcing,37,0.911037,1.310704,0.001893,0
baseline_hysteresis,backward_forcing,38,0.903010,1.308804,0.001900,0
baseline_hysteresis,backward_forcing,39,0.894983,1.306896,0.001908,0
baseline_hysteresis,backward_forcing,40,0.886957,1.304981,0.001915,0
baseline_hysteresis,backward_forcing,41,0.878930,1.303059,0.001922,0
baseline_hysteresis,backward_forcing,42,0.870903,1.301130,0.001929,0
baseline_hysteresis,backward_forcing,43,0.862876,1.299194,0.001936,0
baseline_hysteresis,backward_forcing,44,0.854849,1.297250,0.001944,0
baseline_hysteresis,backward_forcing,45,0.846823,1.295299,0.001951,0
baseline_hysteresis,backward_forcing,46,0.838796,1.293341,0.001958,0
baseline_hysteresis,backward_forcing,47,0.830769,1.291376,0.001965,0
baseline_hysteresis,backward_forcing,48,0.822742,1.289404,0.001972,0
baseline_hysteresis,backward_forcing,49,0.814716,1.287424,0.001980,0
baseline_hysteresis,backward_forcing,50,0.806689,1.285437,0.001987,0
baseline_hysteresis,backward_forcing,51,0.798662,1.283443,0.001995,0
baseline_hysteresis,backward_forcing,52,0.790635,1.281440,0.002002,0
baseline_hysteresis,backward_forcing,53,0.782609,1.279431,0.002010,0
baseline_hysteresis,backward_forcing,54,0.774582,1.277414,0.002017,0
baseline_hysteresis,backward_forcing,55,0.766555,1.275389,0.002025,0
baseline_hysteresis,backward_forcing,56,0.758528,1.273356,0.002033,0
baseline_hysteresis,backward_forcing,57,0.750502,1.271316,0.002040,0
baseline_hysteresis,backward_forcing,58,0.742475,1.269268,0.002048,0
baseline_hysteresis,backward_forcing,59,0.734448,1.267211,0.002056,0
baseline_hysteresis,backward_forcing,60,0.726421,1.265147,0.002064,0
baseline_hysteresis,backward_forcing,61,0.718395,1.263075,0.002072,0
baseline_hysteresis,backward_forcing,62,0.710368,1.260994,0.002081,0
baseline_hysteresis,backward_forcing,63,0.702341,1.258905,0.002089,0
baseline_hysteresis,backward_forcing,64,0.694314,1.256808,0.002097,0
baseline_hysteresis,backward_forcing,65,0.686288,1.254702,0.002106,0
baseline_hysteresis,backward_forcing,66,0.678261,1.252588,0.002114,0
baseline_hysteresis,backward_forcing,67,0.670234,1.250465,0.002123,0
baseline_hysteresis,backward_forcing,68,0.662207,1.248333,0.002132,0
baseline_hysteresis,backward_forcing,69,0.654181,1.246193,0.002140,0
baseline_hysteresis,backward_forcing,70,0.646154,1.244043,0.002149,0
baseline_hysteresis,backward_forcing,71,0.638127,1.241885,0.002158,0
baseline_hysteresis,backward_forcing,72,0.630100,1.239718,0.002167,0
baseline_hysteresis,backward_forcing,73,0.622074,1.237541,0.002177,0
baseline_hysteresis,backward_forcing,74,0.614047,1.235355,0.002186,0
baseline_hysteresis,backward_forcing,75,0.606020,1.233160,0.002195,0
baseline_hysteresis,backward_forcing,76,0.597993,1.230956,0.002205,0
