"scenario","time","backlog","backlog_arrivals","backlog_completions","backlog_net_flow","resource","resource_regeneration","resource_extraction","resource_net_flow","infrastructure_condition","condition_maintenance","condition_wear","condition_net_flow"
"baseline",13,76.8383319382744,18,18.1598549511543,-0.159854951154294,445.488785107968,11.1718136309917,24,-12.8281863690083,61.2786745152799,0.9,1.85321729823779,-0.953217298237788
"baseline",14,76.6912653832124,18,18.147066555062,-0.147066555061951,432.605068843263,11.1162837352948,24,-12.8837162647052,60.3140186094632,0.9,1.86465590581664,-0.964655905816641
"baseline",15,76.5559641525554,18,18.135301230657,-0.135301230656996,419.65067538971,11.045606546447,24,-12.954393453553,59.3377868327768,0.9,1.87623177668644,-0.976231776686441
"baseline",16,76.431487020351,18,18.1244771322044,-0.124477132204436,406.61015476127,10.9594793715602,24,-13.0405206284398,58.3498402747701,0.9,1.88794655800668,-0.987946558006678
"baseline",17,76.3169680587229,18,18.1145189616281,-0.114518961628082,393.467679917553,10.8575251562829,24,-13.1424748437171,57.3500383580674,0.9,1.89980191670276,-0.999801916702758
"baseline",18,76.2116106140251,18,18.1053574446978,-0.105357444697834,380.206968832557,10.7392889150033,24,-13.2607110849967,56.3382388183642,0.9,1.91179953970319,-1.01179953970319
"baseline",19,76.1146817649031,18,18.096928849122,-0.0969288491220084,366.811202168324,10.6042333357672,24,-13.3957666642328,55.3142976841846,0.9,1.92394113417963,-1.02394113417963
"baseline",20,76.0255072237108,18,18.0891745411922,-0.08917454119225,353.262935654271,10.4517334859469,24,-13.5482665140531,54.2780692563948,0.9,1.93622842778979,-1.03622842778979
"baseline",21,75.943466645814,18,18.0820405778969,-0.0820405778968691,339.544006181894,10.2810705276239,24,-13.7189294723761,53.2294060874715,0.9,1.94866316892326,-1.04866316892326
"baseline",22,75.8679893141488,18,18.0754773316651,-0.0754773316651196,325.635430514047,10.091424332153,24,-13.908575667847,52.1681589605212,0.9,1.96124712695034,-1.06124712695034
"baseline",23,75.7985501690169,18,18.0694391451319,-0.0694391451319092,311.517295374906,9.88186486085903,24,-14.118135139141,51.0941768680474,0.9,1.97398209247375,-1.07398209247375
"baseline",24,75.7346661554956,18,18.0638840135214,-0.0638840135213528,297.168637527481,9.65134215257444,24,-14.3486578474256,50.007306990464,0.9,1.98686987758343,-1.08686987758343
"baseline",25,75.6758928630559,18,18.0587732924396,-0.0587732924396462,282.56731225537,9.39867472788937,24,-14.6013252721106,48.9073946743495,0.9,1.99991231611443,-1.09991231611443
"baseline",26,75.6218214340115,18,18.0540714290445,-0.0540714290444768,267.689848438877,9.12253618350659,24,-14.8774638164934,47.7942834104417,0.9,2.01311126390781,-1.11311126390781
"baseline",27,75.5720757192905,18,18.0497457147209,-0.0497457147209168,252.511288145551,8.82143970667416,24,-15.1785602933258,46.667814811367,0.9,2.0264685990747,-1.1264685990747
"baseline",28,75.5263096617473,18,18.0457660575432,-0.0457660575432435,237.005008333259,8.49372018770815,24,-15.5062798122919,45.5278285891034,0.9,2.0399862222636,-1.1399862222636
"baseline",29,75.4842048888075,18,18.0421047729398,-0.0421047729397834,221.142521879379,8.13751354611949,24,-15.8624864538805,44.3741625321727,0.9,2.05366605693076,-1.15366605693076
"baseline",30,75.4454684977029,18,18.0387363911046,-0.0387363911045995,204.893254689708,7.75073281032933,24,-16.2492671896707,43.2066524825588,0.9,2.06751004961393,-1.16751004961393
"baseline",31,75.4098310178867,18,18.0356374798162,-0.0356374798162307,188.224295088965,7.33104039925649,24,-16.6689596007435,42.0251323123495,0.9,2.0815201702093,-1.1815201702093
"baseline",32,75.3770445364557,18,18.0327864814309,-0.0327864814309322,171.10011103119,6.87581594222521,24,-17.1241840577748,40.8294339000977,0.9,2.09569841225181,-1.19569841225181
"baseline",33,75.3468809735393,18,18.0301635629165,-0.03016356291646,153.482229867823,6.38211883663369,24,-17.6178811633663,39.6193871068988,0.9,2.11004679319883,-1.21004679319883
"baseline",34,75.3191304956561,18,18.0277504778831,-0.0277504778831421,135.328874442042,5.84664457421808,24,-18.1533554257819,38.3948197521816,0.9,2.12456735471721,-1.22456735471721
"baseline",35,75.2936000560036,18,18.0255304396525,-0.025530439652492,116.594548100335,5.26567365829313,24,-18.7343263417069,37.1555575892078,0.9,2.13926216297382,-1.23926216297382
"baseline",36,75.2701120515233,18,18.0234880044803,-0.0234880044802921,97.2295597757473,4.6350116754126,24,-19.3649883245874,35.9014242802783,0.9,2.15413330892951,-1.25413330892951
"baseline",37,75.2485030874015,18,18.0216089641219,-0.0216089641218673,77.1794785374176,3.94991876167028,24,-20.0500812383297,34.6322413716416,0.9,2.16918290863666,-1.26918290863666
"baseline",38,75.2286228404094,18,18.0198802469921,-0.0198802469921162,56.3845048357725,3.20502629835494,24,-20.7949737016451,33.3478282681013,0.9,2.1844131035403,-1.2844131035403
"baseline",39,75.2103330131766,18,18.0182898272327,-0.0182898272327492,34.7787429960314,2.39423816025888,24,-21.6057618397411,32.0480022073185,0.9,2.19982606078278,-1.29982606078278
"baseline",40,75.1935063721225,18,18.0168266410541,-0.0168266410541307,12.2893561874556,1.51061319142413,24,-22.4893868085759,30.7325782338063,0.9,2.21542397351218,-1.31542397351218
"baseline",41,75.1780258623527,18,18.0154805097698,-0.0154805097697981,0,0.546224756037903,24,-23.4537752439621,29.401369172612,0.9,2.23120906119432,-1.33120906119432
"baseline",42,75.1637837933645,18,18.0142420689882,-0.0142420689882137,0,0,24,-24,28.0541856026834,0.9,2.24718356992866,-1.34718356992866
"baseline",43,75.1506810898953,18,18.0131027034692,-0.0131027034691584,0,0,24,-24,26.6908358299156,0.9,2.2633497727678,-1.3633497727678
"baseline",44,75.1386266027037,18,18.0120544871916,-0.0120544871916231,0,0,24,-24,25.3111258598746,0.9,2.27970997004101,-1.37970997004101
"baseline",45,75.1275364744874,18,18.0110901282163,-0.0110901282162956,0,0,24,-24,23.914859370193,0.9,2.29626648968151,-1.39626648968151
"baseline",46,75.1173335565284,18,18.010202917959,-0.010202917958992,0,0,24,-24,22.5018376826354,0.9,2.31302168755768,-1.41302168755768
"baseline",47,75.1079468720061,18,18.0093866845223,-0.00938668452227276,0,0,24,-24,21.071859734827,0.9,2.32997794780838,-1.42997794780838
"baseline",48,75.0993111222456,18,18.0086357497605,-0.00863574976049009,0,0,24,-24,19.6247220516449,0.9,2.34713768318208,-1.44713768318208
"baseline",49,75.091366232466,18,18.0079448897797,-0.00794488977965102,0,0,24,-24,18.1602187162646,0.9,2.36450333538026,-1.46450333538026
"baseline",50,75.0840569338687,18,18.0073092985973,-0.0073092985972778,0,0,24,-24,16.6781413408598,0.9,2.38207737540482,-1.48207737540482
"baseline",51,75.0773323791592,18,18.0067245547095,-0.00672455470949629,0,0,24,-24,15.1782790369501,0.9,2.39986230390968,-1.49986230390968
"baseline",52,75.0711457888265,18,18.0061865903327,-0.00618659033273872,0,0,24,-24,13.6604183853935,0.9,2.4178606515566,-1.5178606515566
"baseline",53,75.0654541257204,18,18.0056916631061,-0.0056916631061199,0,0,24,-24,12.1243434060183,0.9,2.43607497937528,-1.53607497937528
"baseline",54,75.0602177956627,18,18.0052363300576,-0.00523633005762747,0,0,24,-24,10.5698355268905,0.9,2.45450787912778,-1.55450787912778
"baseline",55,75.0554003720097,18,18.004817423653,-0.00481742365301585,0,0,24,-24,8.99667355321316,0.9,2.47316197367731,-1.57316197367731
"baseline",56,75.0509683422489,18,18.0044320297608,-0.00443202976077828,0,0,24,-24,7.40463363585172,0.9,2.49203991736144,-1.59203991736144
"baseline",57,75.046890874869,18,18.0040774673799,-0.00407746737991488,0,0,24,-24,5.79348923948194,0.9,2.51114439636978,-1.61114439636978
"baseline",58,75.0431396048795,18,18.0037512699895,-0.00375126998952169,0,0,24,-24,4.16301111035572,0.9,2.53047812912622,-1.63047812912622
"baseline",59,75.0396884364891,18,18.0034511683904,-0.00345116839035953,0,0,24,-24,2.51296724367999,0.9,2.55004386667573,-1.65004386667573
"baseline",60,75.03651336157,18,18.0031750749191,-0.00317507491913105,0,0,24,-24,0.843122850604153,0.9,2.56984439307584,-1.66984439307584
"baseline",61,75.0335922926444,18,18.0029210689256,-0.00292106892560184,0,0,24,-24,0,0.9,2.58988252579275,-1.68988252579275
"baseline",62,75.0309049092328,18,18.0026873834116,-0.00268738341155128,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",63,75.0284325164942,18,18.0024723927386,-0.00247239273862832,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",64,75.0261579151747,18,18.0022746013195,-0.00227460131953805,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",65,75.0240652819607,18,18.002092633214,-0.00209263321397657,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",66,75.0221400594039,18,18.0019252225569,-0.00192522255685645,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",67,75.0203688546515,18,18.0017712047523,-0.00177120475230907,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",68,75.0187393462794,18,18.0016295083721,-0.0016295083721225,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",69,75.0172401985771,18,18.0014991477024,-0.00149914770235426,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",70,75.0158609826909,18,18.0013792158862,-0.00137921588616763,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",71,75.0145921040756,18,18.0012688786153,-0.00126887861527081,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",72,75.0134247357496,18,18.001167368326,-0.00116736832605113,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",73,75.0123507568896,18,18.00107397886,-0.00107397885996718,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",74,75.0113626963385,18,18.0009880605512,-0.000988060551168957,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",75,75.0104536806314,18,18.0009090157071,-0.000909015707076577,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",76,75.0096173861809,18,18.0008362944505,-0.000836294450508035,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",77,75.0088479952864,18,18.0007693908945,-0.000769390894468813,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",78,75.0081401556635,18,18.0007078396229,-0.000707839622911877,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",79,75.0074889432104,18,18.0006512124531,-0.000651212453078642,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",80,75.0068898277536,18,18.0005991154568,-0.000599115456832777,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",81,75.0063386415333,18,18.0005511862203,-0.00055118622028516,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",82,75.0058315502106,18,18.0005070913227,-0.000507091322663911,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",83,75.0053650261938,18,18.0004665240169,-0.000466524016850656,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",84,75.0049358240983,18,18.0004292020955,-0.000429202095503456,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",85,75.0045409581704,18,18.0003948659279,-0.000394865927862753,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",86,75.0041776815168,18,18.0003632766536,-0.000363276653633449,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",87,75.0038434669954,18,18.0003342145213,-0.000334214521341636,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",88,75.0035359896358,18,18.0003074773596,-0.000307477359633879,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",89,75.0032531104649,18,18.0002828791709,-0.000282879170864447,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",90,75.0029928616277,18,18.0002602488372,-0.000260248837193444,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",91,75.0027534326975,18,18.0002394289302,-0.000239428930218111,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",92,75.0025331580817,18,18.0002202746158,-0.000220274615802651,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",93,75.0023305054352,18,18.0002026526465,-0.000202652646535739,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",94,75.0021440650004,18,18.0001864404348,-0.000186440434816859,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",95,75.0019725398003,18,18.0001715252,-0.000171525200030942,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",96,75.0018147366163,18,18.000157803184,-0.000157803184027472,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",97,75.001669557687,18,18.0001451789293,-0.00014517892930499,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",98,75.001535993072,18,18.000133564615,-0.000133564614962722,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",99,75.0014131136263,18,18.0001228794458,-0.000122879445765278,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",100,75.0013000645362,18,18.0001130490901,-0.000113049090103345,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",101,75.0011960593733,18,18.0001040051629,-0.000104005162896215,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",102,75.0011003746234,18,18.0000956847499,-9.56847498621016e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",103,75.0010123446535,18,18.0000880299699,-8.80299698735598e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",104,75.0009313570813,18,18.0000809875723,-8.0987572282254e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",105,75.0008568485148,18,18.0000745085665,-7.45085665023737e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",106,75.0007883006336,18,18.0000685478812,-6.85478811810469e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",107,75.0007252365829,18,18.0000630640507,-6.30640506855684e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",108,75.0006672176563,18,18.0000580189266,-5.80189266301545e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",109,75.0006138402438,18,18.0000533774125,-5.33774124988895e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",110,75.0005647330243,18,18.0000491072195,-4.91072194996889e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",111,75.0005195543823,18,18.0000451786419,-4.51786419404243e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",112,75.0004779900317,18,18.0000415643506,-4.15643505853325e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",113,75.0004397508292,18,18.0000382392025,-3.8239202538648e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",114,75.0004045707629,18,18.0000351800663,-3.51800663374036e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",115,75.0003722051018,18,18.000032365661,-3.23656610277112e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",116,75.0003424286937,18,18.0000297764081,-2.97764081480523e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",117,75.0003150343982,18,18.0000273942955,-2.73942954969186e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",118,75.0002898316463,18,18.0000252027519,-2.5202751857023e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",119,75.0002666451146,18,18.0000231865317,-2.31865317061875e-05,0,0,24,-24,0,0.9,2.6,-1.7
"baseline",120,75.0002453135055,18,18.0000213316092,-2.13316091688398e-05,0,0,24,-24,0,0.9,2.6,-1.7
"capacity_and_conservation",1,80,0,0,0,600,0,0,0,72,0,0,0
"capacity_and_conservation",2,77.6,16,18.4,-2.4,588.8,10.8,22,-11.2,71.464,1.2,1.736,-0.536
"capacity_and_conservation",3,75.392,16,18.208,-2.208,577.6951552,10.8951552,22,-11.1048448,70.921568,1.2,1.742432,-0.542432
"capacity_and_conservation",4,73.36064,16,18.03136,-2.03136,566.67351102863,10.9783558286302,22,-11.0216441713698,70.372626816,1.2,1.748941184,-0.548941184
"capacity_and_conservation",5,71.4917888,16,17.8688512,-1.8688512,555.72346996035,11.0499589317202,22,-10.9500410682798,69.817098337792,1.2,1.755528478208,-0.555528478208
"capacity_and_conservation",6,69.772445696,16,17.719343104,-1.719343104,544.833740230651,11.110270270301,22,-10.889729729699,69.2549035178455,1.2,1.7621948199465,-0.562194819946496
"capacity_and_conservation",7,68.19065004032,16,17.58179565568,-1.58179565568,533.993287338813,11.1595471081619,22,-10.8404528918381,68.6859623600596,1.2,1.76894115778585,-0.568941157785854
"capacity_and_conservation",8,66.7353980370944,16,17.4552520032256,-1.4552520032256,523.191287877529,11.1980005387155,22,-10.8019994612845,68.1101939083804,1.2,1.77576845167928,-0.575768451679284
"capacity_and_conservation",9,65.3965661941268,16,17.3388318429676,-1.33883184296755,512.417085265025,11.2257973874962,22,-10.7742026125038,67.5275162352809,1.2,1.78267767309944,-0.582677673099436
"capacity_and_conservation",10,64.1648408985967,16,17.2317252955301,-1.23172529553015,501.660146984733,11.2430617197085,22,-10.7569382802915,66.9378464301043,1.2,1.78966980517663,-0.589669805176629
"capacity_and_conservation",11,63.031653626709,16,17.1331872718877,-1.13318727188773,490.910022960773,11.2498759760395,22,-10.7501240239605,66.3411005872656,1.2,1.79674584283875,-0.596745842838748
"capacity_and_conservation",12,61.9891213365723,16,17.0425322901367,-1.04253229013672,480.156304715057,11.2462817542842,22,-10.7537182457158,65.7371937943127,1.2,1.80390679295281,-0.603906792952813
"capacity_and_conservation",13,61.0299916296465,16,16.9591297069258,-0.959129706925779,469.388584964142,11.2322802490847,22,-10.7677197509153,65.1260401198445,1.2,1.81115367446825,-0.611153674468247
"capacity_and_conservation",14,60.1475922992748,16,16.8823993303717,-0.882399330371719,458.596417321269,11.2078323571276,22,-10.7921676428724,64.5075526012826,1.2,1.81848751856187,-0.618487518561866
"capacity_and_conservation",15,59.3357849153328,16,16.811807383942,-0.811807383941982,447.769275771631,11.1728584503614,22,-10.8271415496386,63.881643232498,1.2,1.82590936878461,-0.625909368784608
"capacity_and_conservation",16,58.5889221221061,16,16.7468627932266,-0.746862793226622,436.896513586727,11.1272378150961,22,-10.8727621849039,63.248222951288,1.2,1.83342028121002,-0.633420281210024
"capacity_and_conservation",17,57.9018083523377,16,16.6871137697685,-0.687113769768491,425.967321336839,11.070807750112,22,-10.929192249888,62.6072016267035,1.2,1.84102132458454,-0.641021324584544
"capacity_and_conservation",18,57.2696636841506,16,16.632144668187,-0.632144668187014,414.970683648887,11.0033623120481,22,-10.9966376879519,61.9584880462239,1.2,1.84871358047956,-0.648713580479558
"capacity_and_conservation",19,56.6880905894186,16,16.581573094732,-0.58157309473205,403.895334340126,10.9246506912388,22,-11.0753493087612,61.3019899027786,1.2,1.85649814344531,-0.656498143445313
"capacity_and_conservation",20,56.1530433422651,16,16.5350472471535,-0.535047247153486,392.729709535854,10.8343751957282,22,-11.1656248042718,60.637613781612,1.2,1.86437612116666,-0.664376121166657
"capacity_and_conservation",21,55.6607998748839,16,16.4922434673812,-0.492243467381208,381.461898351122,10.7321888152682,22,-11.2678111847318,59.9652651469913,1.2,1.87234863462066,-0.672348634620657
"capacity_and_conservation",22,55.2079358848932,16,16.4528639899907,-0.452863989990711,370.079590681709,10.6176923305866,22,-11.3823076694134,59.2848483287552,1.2,1.8804168182361,-0.680416818236105
"capacity_and_conservation",23,54.7913010141017,16,16.4166348707915,-0.416634870791455,358.570021607624,10.4904309259155,22,-11.5095690740845,58.5962665087003,1.2,1.88858182005494,-0.688581820054938
"capacity_and_conservation",24,54.4079969329736,16,16.3833040811281,-0.383304081128138,346.919911862161,10.3498902545369,22,-11.6501097454631,57.8994217068047,1.2,1.8968448018956,-0.696844801895597
"capacity_and_conservation",25,54.0553571783357,16,16.3526397546379,-0.352639754637888,335.115403759868,10.195491897707,22,-11.804508102293,57.1942147672863,1.2,1.90520693951834,-0.705206939518344
"capacity_and_conservation",26,53.7309286040689,16,16.3244285742669,-0.324428574266857,323.141991906391,10.0265881465228,22,-11.9734118534772,56.4805453444938,1.2,1.91366942279256,-0.713669422792564
"capacity_and_conservation",27,53.4324543157434,16,16.2984742883255,-0.298474288325508,310.984447930183,9.84245602379224,22,-12.1575439762078,55.7583118886277,1.2,1.92223345586607,-0.722233455866075
"capacity_and_conservation",28,53.1578579704839,16,16.2745963452595,-0.274596345259468,298.626738378592,9.64229044840841,22,-12.3577095515916,55.0274116312912,1.2,1.93090025733647,-0.730900257336468
"capacity_and_conservation",29,52.9052293328452,16,16.2526286376387,-0.252628637638711,286.05193480627,9.42519642767801,22,-12.574803572322,54.2877405708667,1.2,1.93967106042451,-0.739671060424505
"capacity_and_conservation",30,52.6728109862176,16,16.2324183466276,-0.232418346627615,273.242114949264,9.19018014299367,22,-12.8098198570063,53.5391934577171,1.2,1.9485471131496,-0.7485471131496
"capacity_and_conservation",31,52.4589861073202,16,16.2138248788974,-0.213824878897405,260.178253719793,8.93613877052926,22,-13.0638612294707,52.7816637792097,1.2,1.95752967850739,-0.757529678507395
"capacity_and_conservation",32,52.2622672187345,16,16.1967188885856,-0.196718888585615,246.840102570293,8.66184885050004,22,-13.3381511495,52.0150437445602,1.2,1.96662003464948,-0.766620034649483
"capacity_and_conservation",33,52.0812858412358,16,16.1809813774988,-0.180981377498764,233.206055555295,8.36595298500211,22,-13.6340470149979,51.239224269495,1.2,1.97581947506528,-0.775819475065277
"capacity_and_conservation",34,51.9147829739369,16,16.1665028672989,-0.16650286729886,219.253000159639,8.0469446043436,22,-13.9530553956564,50.4540949607289,1.2,1.98512930876606,-0.78512930876606
"capacity_and_conservation",35,51.761600336022,16,16.153182637915,-0.153182637914952,204.956150653267,7.70315049362862,22,-14.2968495063714,49.6595441002577,1.2,1.99455086047125,-0.794550860471253
"capacity_and_conservation",36,51.6206723091402,16,16.1409280268818,-0.140928026881756,190.288861366587,7.33271071331981,22,-14.6672892866802,48.8554586294608,1.2,2.00408547079691,-0.804085470796908
"capacity_and_conservation",37,51.491018524409,16,16.1296537847312,-0.129653784731218,175.222416843875,6.93355547728777,22,-15.0664445227122,48.0417241330143,1.2,2.01373449644647,-0.813734496446471
"capacity_and_conservation",38,51.3717370424563,16,16.1192814819527,-0.119281481952719,159.725795310442,6.50337846656698,22,-15.496621533433,47.2182248226105,1.2,2.02349931040383,-0.823499310403829
"capacity_and_conservation",39,51.2619980790598,16,16.1097389633965,-0.109738963396502,143.765401263472,6.03960595302999,22,-15.96039404697,46.3848435204818,1.2,2.03338130212867,-0.833381302128674
"capacity_and_conservation",40,51.161038232735,16,16.1009598463248,-0.10095984632478,127.304762243308,5.53936097983611,22,-16.4606390201639,45.5414616427276,1.2,2.04338187775422,-0.843381877754218
"capacity_and_conservation",41,51.0681551741162,16,16.0928830586188,-0.0928830586187992,110.304183932215,4.99942168890672,22,-17.0005783110933,44.6879591824403,1.2,2.05350246028727,-0.853502460287269
"capacity_and_conservation",42,50.9827027601869,16,16.0854524139293,-0.0854524139292963,92.7203566244814,4.41617269226682,22,-17.5838273077332,43.8242146926296,1.2,2.06374448981072,-0.863744489810716
"capacity_and_conservation",43,50.9040865393719,16,16.078616220815,-0.0786162208149506,74.5059047686174,3.78554814413597,22,-18.214451855864,42.9501052689411,1.2,2.07410942368844,-0.874109423688445
"capacity_and_conservation",44,50.8317596162222,16,16.0723269231498,-0.0723269231497561,55.6088696401626,3.10296487154522,22,-18.8970351284548,42.0655065321684,1.2,2.08459873677271,-0.884598736772706
"capacity_and_conservation",45,50.7652188469244,16,16.0665407692978,-0.0665407692977737,35.9721131867503,2.36324354658777,22,-19.6367564534122,41.1702926105545,1.2,2.09521392161398,-0.895213921613979
"capacity_and_conservation",46,50.7040013391705,16,16.061217507754,-0.0612175077539518,15.5326285984337,1.56051541168335,22,-20.4394845883167,40.2643361218811,1.2,2.10595648867335,-0.905956488673346
"capacity_and_conservation",47,50.6476812320368,16,16.0563201071336,-0.0563201071336366,0,0.688111472126556,22,-21.3118885278734,39.3475081553437,1.2,2.11682796653743,-0.916827966537426
"capacity_and_conservation",48,50.5958667334739,16,16.0518144985629,-0.0518144985629476,0,0,22,-22,38.4196782532078,1.2,2.12782990213588,-0.927829902135876
"capacity_and_conservation",49,50.548197394796,16,16.0476693386779,-0.0476693386779097,0,0,22,-22,37.4807143922463,1.2,2.13896386096151,-0.938963860961506
"capacity_and_conservation",50,47.5043416032123,13,16.0438557915837,-3.04385579158368,0,0,22,-22,36.5304829649533,1.2,2.15023142729304,-0.950231427293044
"capacity_and_conservation",51,44.7039942749553,13,15.800347328257,-2.80034732825698,0,0,22,-22,35.5688487605327,1.2,2.16163420442056,-0.96163420442056
"capacity_and_conservation",52,42.1276747329589,13,15.5763195419964,-2.57631954199643,0,0,22,-22,34.5956749456591,1.2,2.17317381487361,-0.973173814873607
"capacity_and_conservation",53,39.7574607543222,13,15.3702139786367,-2.37021397863671,0,0,22,-22,33.610823045007,1.2,2.18485190065209,-0.98485190065209
"capacity_and_conservation",54,37.5768638939764,13,15.1805968603458,-2.18059686034577,0,0,22,-22,32.6141529215471,1.2,2.19667012345992,-0.996670123459915
"capacity_and_conservation",55,35.5707147824583,13,15.0061491115181,-2.00614911151811,0,0,22,-22,31.6055227566057,1.2,2.20863016494143,-1.00863016494143
"capacity_and_conservation",56,33.7250575998616,13,14.8456571825967,-1.84565718259666,0,0,22,-22,30.584789029685,1.2,2.22073372692073,-1.02073372692073
"capacity_and_conservation",57,32.0270529918727,13,14.6980046079889,-1.69800460798893,0,0,22,-22,29.5518064980412,1.2,2.23298253164378,-1.03298253164378
"capacity_and_conservation",58,30.4648887525229,13,14.5621642393498,-1.56216423934982,0,0,22,-22,28.5064281760177,1.2,2.24537832202351,-1.04537832202351
"capacity_and_conservation",59,29.027697652321,13,14.4371911002018,-1.43719110020183,0,0,22,-22,27.4485053141299,1.2,2.25792286188779,-1.05792286188779
"capacity_and_conservation",60,27.7054818401354,13,14.3222158121857,-1.32221581218568,0,0,22,-22,27.9778873778995,2.8,2.27061793623044,0.529382063769559
