scenario_id,model,policy,scenario_pressure,performance_score,regret
10,logistic,Policy_C_high_adaptation,0.596917,100.0,0.0
10,managed_logistic,Policy_A_low_intervention,0.596917,76.357094,23.642906
10,managed_logistic,Policy_B_balanced,0.596917,99.232094,0.767906
10,managed_logistic,Policy_C_high_adaptation,0.596917,100.0,0.0
11,exponential,Policy_A_low_intervention,0.305884,93.447723,6.552277
11,exponential,Policy_B_balanced,0.305884,100.0,0.0
11,exponential,Policy_C_high_adaptation,0.305884,100.0,0.0
11,logistic,Policy_A_low_intervention,0.305884,98.035988,1.964012
11,logistic,Policy_B_balanced,0.305884,100.0,0.0
11,logistic,Policy_C_high_adaptation,0.305884,100.0,0.0
11,managed_logistic,Policy_A_low_intervention,0.305884,100.0,0.0
11,managed_logistic,Policy_B_balanced,0.305884,100.0,0.0
11,managed_logistic,Policy_C_high_adaptation,0.305884,100.0,0.0
12,exponential,Policy_A_low_intervention,0.32257,91.612255,8.387745
12,exponential,Policy_B_balanced,0.32257,100.0,0.0
12,exponential,Policy_C_high_adaptation,0.32257,100.0,0.0
12,logistic,Policy_A_low_intervention,0.32257,96.450811,3.549189
12,logistic,Policy_B_balanced,0.32257,100.0,0.0
12,logistic,Policy_C_high_adaptation,0.32257,100.0,0.0
12,managed_logistic,Policy_A_low_intervention,0.32257,99.676515,0.323485
12,managed_logistic,Policy_B_balanced,0.32257,100.0,0.0
12,managed_logistic,Policy_C_high_adaptation,0.32257,100.0,0.0
13,exponential,Policy_A_low_intervention,0.589615,62.237311,30.71
13,exponential,Policy_B_balanced,0.589615,85.112311,7.835
13,exponential,Policy_C_high_adaptation,0.589615,92.947311,0.0
13,logistic,Policy_A_low_intervention,0.589615,71.081542,28.918458
13,logistic,Policy_B_balanced,0.589615,93.956542,6.043458
13,logistic,Policy_C_high_adaptation,0.589615,100.0,0.0
13,managed_logistic,Policy_A_low_intervention,0.589615,76.977695,23.022305
13,managed_logistic,Policy_B_balanced,0.589615,99.852695,0.147305
13,managed_logistic,Policy_C_high_adaptation,0.589615,100.0,0.0
14,exponential,Policy_A_low_intervention,0.911482,26.832013,30.71
14,exponential,Policy_B_balanced,0.911482,49.707013,7.835
14,exponential,Policy_C_high_adaptation,0.911482,57.542013,0.0
14,logistic,Policy_A_low_intervention,0.911482,40.504239,30.71
14,logistic,Policy_B_balanced,0.911482,63.379239,7.835
14,logistic,Policy_C_high_adaptation,0.911482,71.214239,0.0
14,managed_logistic,Policy_A_low_intervention,0.911482,49.619056,30.71
14,managed_logistic,Policy_B_balanced,0.911482,72.494056,7.835
14,managed_logistic,Policy_C_high_adaptation,0.911482,80.329056,0.0
15,exponential,Policy_A_low_intervention,0.349042,88.700427,11.299573
15,exponential,Policy_B_balanced,0.349042,100.0,0.0
15,exponential,Policy_C_high_adaptation,0.349042,100.0,0.0
15,logistic,Policy_A_low_intervention,0.349042,93.936051,6.063949
15,logistic,Policy_B_balanced,0.349042,100.0,0.0
15,logistic,Policy_C_high_adaptation,0.349042,100.0,0.0
15,managed_logistic,Policy_A_low_intervention,0.349042,97.426467,2.573533
15,managed_logistic,Policy_B_balanced,0.349042,100.0,0.0
15,managed_logistic,Policy_C_high_adaptation,0.349042,100.0,0.0
16,exponential,Policy_A_low_intervention,0.428591,79.949971,20.050029
16,exponential,Policy_B_balanced,0.428591,100.0,0.0
16,exponential,Policy_C_high_adaptation,0.428591,100.0,0.0
16,logistic,Policy_A_low_intervention,0.428591,86.378839,13.621161
16,logistic,Policy_B_balanced,0.428591,100.0,0.0
16,logistic,Policy_C_high_adaptation,0.428591,100.0,0.0
16,managed_logistic,Policy_A_low_intervention,0.428591,90.66475,9.33525
16,managed_logistic,Policy_B_balanced,0.428591,100.0,0.0
16,managed_logistic,Policy_C_high_adaptation,0.428591,100.0,0.0
17,exponential,Policy_A_low_intervention,0.751947,44.380876,30.71
17,exponential,Policy_B_balanced,0.751947,67.255876,7.835
17,exponential,Policy_C_high_adaptation,0.751947,75.090876,0.0
17,logistic,Policy_A_low_intervention,0.751947,55.660075,30.71
17,logistic,Policy_B_balanced,0.751947,78.535075,7.835
17,logistic,Policy_C_high_adaptation,0.751947,86.370075,0.0
17,managed_logistic,Policy_A_low_intervention,0.751947,63.179541,30.71
17,managed_logistic,Policy_B_balanced,0.751947,86.054541,7.835
17,managed_logistic,Policy_C_high_adaptation,0.751947,93.889541,0.0
18,exponential,Policy_A_low_intervention,1.008167,16.196613,30.71
18,exponential,Policy_B_balanced,1.008167,39.071613,7.835
18,exponential,Policy_C_high_adaptation,1.008167,46.906613,0.0
18,logistic,Policy_A_low_intervention,1.008167,31.31912,30.71
18,logistic,Policy_B_balanced,1.008167,54.19412,7.835
18,logistic,Policy_C_high_adaptation,1.008167,62.02912,0.0
18,managed_logistic,Policy_A_low_intervention,1.008167,41.400792,30.71
18,managed_logistic,Policy_B_balanced,1.008167,64.275792,7.835
18,managed_logistic,Policy_C_high_adaptation,1.008167,72.110792,0.0
19,exponential,Policy_A_low_intervention,0.711682,48.809941,30.71
19,exponential,Policy_B_balanced,0.711682,71.684941,7.835
19,exponential,Policy_C_high_adaptation,0.711682,79.519941,0.0
19,logistic,Policy_A_low_intervention,0.711682,59.485176,30.71
19,logistic,Policy_B_balanced,0.711682,82.360176,7.835
19,logistic,Policy_C_high_adaptation,0.711682,90.195176,0.0
19,managed_logistic,Policy_A_low_intervention,0.711682,66.601999,30.71
19,managed_logistic,Policy_B_balanced,0.711682,89.476999,7.835
19,managed_logistic,Policy_C_high_adaptation,0.711682,97.311999,0.0
20,exponential,Policy_A_low_intervention,0.567344,64.687118,30.71
20,exponential,Policy_B_balanced,0.567344,87.562118,7.835
20,exponential,Policy_C_high_adaptation,0.567344,95.397118,0.0
20,logistic,Policy_A_low_intervention,0.567344,73.197284,26.802716
20,logistic,Policy_B_balanced,0.567344,96.072284,3.927716
20,logistic,Policy_C_high_adaptation,0.567344,100.0,0.0
20,managed_logistic,Policy_A_low_intervention,0.567344,78.870728,21.129272
20,managed_logistic,Policy_B_balanced,0.567344,100.0,0.0
20,managed_logistic,Policy_C_high_adaptation,0.567344,100.0,0.0
21,exponential,Policy_A_low_intervention,1.031004,13.684551,30.71
21,exponential,Policy_B_balanced,1.031004,36.559551,7.835
21,exponential,Policy_C_high_adaptation,1.031004,44.394551,0.0
21,logistic,Policy_A_low_intervention,1.031004,29.149612,30.71
21,logistic,Policy_B_balanced,1.031004,52.024612,7.835
21,logistic,Policy_C_high_adaptation,1.031004,59.859612,0.0
21,managed_logistic,Policy_A_low_intervention,1.031004,39.459653,30.71
21,managed_logistic,Policy_B_balanced,1.031004,62.334653,7.835
21,managed_logistic,Policy_C_high_adaptation,1.031004,70.169653,0.0
22,exponential,Policy_A_low_intervention,0.287266,95.495724,4.504276
22,exponential,Policy_B_balanced,0.287266,100.0,0.0
22,exponential,Policy_C_high_adaptation,0.287266,100.0,0.0
22,logistic,Policy_A_low_intervention,0.287266,99.804716,0.195284
22,logistic,Policy_B_balanced,0.287266,100.0,0.0
22,logistic,Policy_C_high_adaptation,0.287266,100.0,0.0
22,managed_logistic,Policy_A_low_intervention,0.287266,100.0,0.0
22,managed_logistic,Policy_B_balanced,0.287266,100.0,0.0
22,managed_logistic,Policy_C_high_adaptation,0.287266,100.0,0.0
23,exponential,Policy_A_low_intervention,0.936775,24.049776,30.71
23,exponential,Policy_B_balanced,0.936775,46.924776,7.835
23,exponential,Policy_C_high_adaptation,0.936775,54.759776,0.0
23,logistic,Policy_A_low_intervention,0.936775,38.101397,30.71
23,logistic,Policy_B_balanced,0.936775,60.976397,7.835
23,logistic,Policy_C_high_adaptation,0.936775,68.811397,0.0
23,managed_logistic,Policy_A_low_intervention,0.936775,47.469145,30.71
23,managed_logistic,Policy_B_balanced,0.936775,70.344145,7.835
23,managed_logistic,Policy_C_high_adaptation,0.936775,78.179145,0.0
24,exponential,Policy_A_low_intervention,0.481687,74.109383,25.890617
24,exponential,Policy_B_balanced,0.481687,96.984383,3.015617
24,exponential,Policy_C_high_adaptation,0.481687,100.0,0.0
24,logistic,Policy_A_low_intervention,0.481687,81.334694,18.665306
24,logistic,Policy_B_balanced,0.481687,100.0,0.0
24,logistic,Policy_C_high_adaptation,0.481687,100.0,0.0
24,managed_logistic,Policy_A_low_intervention,0.481687,86.151569,13.848431
24,managed_logistic,Policy_B_balanced,0.481687,100.0,0.0
24,managed_logistic,Policy_C_high_adaptation,0.481687,100.0,0.0
25,exponential,Policy_A_low_intervention,0.365404,86.900553,13.099447
25,exponential,Policy_B_balanced,0.365404,100.0,0.0
25,exponential,Policy_C_high_adaptation,0.365404,100.0,0.0
25,logistic,Policy_A_low_intervention,0.365404,92.381614,7.618386
25,logistic,Policy_B_balanced,0.365404,100.0,0.0
25,logistic,Policy_C_high_adaptation,0.365404,100.0,0.0
25,managed_logistic,Policy_A_low_intervention,0.365404,96.035654,3.964346
25,managed_logistic,Policy_B_balanced,0.365404,100.0,0.0
25,managed_logistic,Policy_C_high_adaptation,0.365404,100.0,0.0
26,exponential,Policy_A_low_intervention,0.344234,89.229283,10.770717
26,exponential,Policy_B_balanced,0.344234,100.0,0.0
26,exponential,Policy_C_high_adaptation,0.344234,100.0,0.0
26,logistic,Policy_A_low_intervention,0.344234,94.39279,5.60721
26,logistic,Policy_B_balanced,0.344234,100.0,0.0
26,logistic,Policy_C_high_adaptation,0.344234,100.0,0.0
26,managed_logistic,Policy_A_low_intervention,0.344234,97.835128,2.164872
26,managed_logistic,Policy_B_balanced,0.344234,100.0,0.0
26,managed_logistic,Policy_C_high_adaptation,0.344234,100.0,0.0
27,exponential,Policy_A_low_intervention,0.496785,72.448599,27.551401
27,exponential,Policy_B_balanced,0.496785,95.323599,4.676401
27,exponential,Policy_C_high_adaptation,0.496785,100.0,0.0
27,logistic,Policy_A_low_intervention,0.496785,79.900381,20.099619
27,logistic,Policy_B_balanced,0.496785,100.0,0.0
27,logistic,Policy_C_high_adaptation,0.496785,100.0,0.0
27,managed_logistic,Policy_A_low_intervention,0.496785,84.868236,15.131764
27,managed_logistic,Policy_B_balanced,0.496785,100.0,0.0
27,managed_logistic,Policy_C_high_adaptation,0.496785,100.0,0.0
28,exponential,Policy_A_low_intervention,0.902901,27.77588,30.71
28,exponential,Policy_B_balanced,0.902901,50.65088,7.835
28,exponential,Policy_C_high_adaptation,0.902901,58.48588,0.0
28,logistic,Policy_A_low_intervention,0.902901,41.319397,30.71
28,logistic,Policy_B_balanced,0.902901,64.194397,7.835
28,logistic,Policy_C_high_adaptation,0.902901,72.029397,0.0
28,managed_logistic,Policy_A_low_intervention,0.902901,50.348408,30.71
28,managed_logistic,Policy_B_balanced,0.902901,73.223408,7.835
28,managed_logistic,Policy_C_high_adaptation,0.902901,81.058408,0.0
29,exponential,Policy_A_low_intervention,0.394581,83.691079,16.308921
29,exponential,Policy_B_balanced,0.394581,100.0,0.0
29,exponential,Policy_C_high_adaptation,0.394581,100.0,0.0
29,logistic,Policy_A_low_intervention,0.394581,89.609795,10.390205
29,logistic,Policy_B_balanced,0.394581,100.0,0.0
29,logistic,Policy_C_high_adaptation,0.394581,100.0,0.0
29,managed_logistic,Policy_A_low_intervention,0.394581,93.555606,6.444394
29,managed_logistic,Policy_B_balanced,0.394581,100.0,0.0
29,managed_logistic,Policy_C_high_adaptation,0.394581,100.0,0.0
30,exponential,Policy_A_low_intervention,0.71528,48.414186,30.71
30,exponential,Policy_B_balanced,0.71528,71.289186,7.835
30,exponential,Policy_C_high_adaptation,0.71528,79.124186,0.0
30,logistic,Policy_A_low_intervention,0.71528,59.143388,30.71
30,logistic,Policy_B_balanced,0.71528,82.018388,7.835
30,logistic,Policy_C_high_adaptation,0.71528,89.853388,0.0
30,managed_logistic,Policy_A_low_intervention,0.71528,66.296189,30.71
30,managed_logistic,Policy_B_balanced,0.71528,89.171189,7.835
30,managed_logistic,Policy_C_high_adaptation,0.71528,97.006189,0.0
31,exponential,Policy_A_low_intervention,0.761131,43.370615,30.71
31,exponential,Policy_B_balanced,0.761131,66.245615,7.835
31,exponential,Policy_C_high_adaptation,0.761131,74.080615,0.0
31,logistic,Policy_A_low_intervention,0.761131,54.787576,30.71
31,logistic,Policy_B_balanced,0.761131,77.662576,7.835
31,logistic,Policy_C_high_adaptation,0.761131,85.497576,0.0
31,managed_logistic,Policy_A_low_intervention,0.761131,62.398884,30.71
31,managed_logistic,Policy_B_balanced,0.761131,85.273884,7.835
31,managed_logistic,Policy_C_high_adaptation,0.761131,93.108884,0.0
32,exponential,Policy_A_low_intervention,0.547918,66.824016,30.71
32,exponential,Policy_B_balanced,0.547918,89.699016,7.835
32,exponential,Policy_C_high_adaptation,0.547918,97.534016,0.0
32,logistic,Policy_A_low_intervention,0.547918,75.042787,24.957213
32,logistic,Policy_B_balanced,0.547918,97.917787,2.082213
32,logistic,Policy_C_high_adaptation,0.547918,100.0,0.0
32,managed_logistic,Policy_A_low_intervention,0.547918,80.521967,19.478033
32,managed_logistic,Policy_B_balanced,0.547918,100.0,0.0
32,managed_logistic,Policy_C_high_adaptation,0.547918,100.0,0.0
33,exponential,Policy_A_low_intervention,0.688196,51.393487,30.71
33,exponential,Policy_B_balanced,0.688196,74.268487,7.835
33,exponential,Policy_C_high_adaptation,0.688196,82.103487,0.0
33,logistic,Policy_A_low_intervention,0.688196,61.716421,30.71
33,logistic,Policy_B_balanced,0.688196,84.591421,7.835
33,logistic,Policy_C_high_adaptation,0.688196,92.426421,0.0
33,managed_logistic,Policy_A_low_intervention,0.688196,68.598376,30.71
33,managed_logistic,Policy_B_balanced,0.688196,91.473376,7.835
33,managed_logistic,Policy_C_high_adaptation,0.688196,99.308376,0.0
34,exponential,Policy_A_low_intervention,0.300231,94.06957,5.93043
34,exponential,Policy_B_balanced,0.300231,100.0,0.0
34,exponential,Policy_C_high_adaptation,0.300231,100.0,0.0
34,logistic,Policy_A_low_intervention,0.300231,98.573038,1.426962
34,logistic,Policy_B_balanced,0.300231,100.0,0.0
34,logistic,Policy_C_high_adaptation,0.300231,100.0,0.0
34,managed_logistic,Policy_A_low_intervention,0.300231,100.0,0.0
34,managed_logistic,Policy_B_balanced,0.300231,100.0,0.0
34,managed_logistic,Policy_C_high_adaptation,0.300231,100.0,0.0
35,exponential,Policy_A_low_intervention,0.297681,94.350097,5.649903
35,exponential,Policy_B_balanced,0.297681,100.0,0.0
35,exponential,Policy_C_high_adaptation,0.297681,100.0,0.0
35,logistic,Policy_A_low_intervention,0.297681,98.815311,1.184689
35,logistic,Policy_B_balanced,0.297681,100.0,0.0
35,logistic,Policy_C_high_adaptation,0.297681,100.0,0.0
35,managed_logistic,Policy_A_low_intervention,0.297681,100.0,0.0
35,managed_logistic,Policy_B_balanced,0.297681,100.0,0.0
35,managed_logistic,Policy_C_high_adaptation,0.297681,100.0,0.0
36,exponential,Policy_A_low_intervention,0.414767,81.470633,18.529367
36,exponential,Policy_B_balanced,0.414767,100.0,0.0
36,exponential,Policy_C_high_adaptation,0.414767,100.0,0.0
36,logistic,Policy_A_low_intervention,0.414767,87.692138,12.307862
36,logistic,Policy_B_balanced,0.414767,100.0,0.0
36,logistic,Policy_C_high_adaptation,0.414767,100.0,0.0
36,managed_logistic,Policy_A_low_intervention,0.414767,91.839808,8.160192
36,managed_logistic,Policy_B_balanced,0.414767,100.0,0.0
36,managed_logistic,Policy_C_high_adaptation,0.414767,100.0,0.0
37,exponential,Policy_A_low_intervention,0.79432,39.719802,30.71
37,exponential,Policy_B_balanced,0.79432,62.594802,7.835
37,exponential,Policy_C_high_adaptation,0.79432,70.429802,0.0
37,logistic,Policy_A_low_intervention,0.79432,51.634602,30.71
37,logistic,Policy_B_balanced,0.79432,74.509602,7.835
37,logistic,Policy_C_high_adaptation,0.79432,82.344602,0.0
37,managed_logistic,Policy_A_low_intervention,0.79432,59.577802,30.71
37,managed_logistic,Policy_B_balanced,0.79432,82.452802,7.835
37,managed_logistic,Policy_C_high_adaptation,0.79432,90.287802,0.0
38,exponential,Policy_A_low_intervention,0.592074,61.966877,30.71
38,exponential,Policy_B_balanced,0.592074,84.841877,7.835
38,exponential,Policy_C_high_adaptation,0.592074,92.676877,0.0
38,logistic,Policy_A_low_intervention,0.592074,70.847985,29.152015
38,logistic,Policy_B_balanced,0.592074,93.722985,6.277015
38,logistic,Policy_C_high_adaptation,0.592074,100.0,0.0
38,managed_logistic,Policy_A_low_intervention,0.592074,76.768723,23.231277
38,managed_logistic,Policy_B_balanced,0.592074,99.643723,0.356277
38,managed_logistic,Policy_C_high_adaptation,0.592074,100.0,0.0
39,exponential,Policy_A_low_intervention,0.501318,71.950049,28.049951
39,exponential,Policy_B_balanced,0.501318,94.825049,5.174951
39,exponential,Policy_C_high_adaptation,0.501318,100.0,0.0
39,logistic,Policy_A_low_intervention,0.501318,79.469815,20.530185
39,logistic,Policy_B_balanced,0.501318,100.0,0.0
39,logistic,Policy_C_high_adaptation,0.501318,100.0,0.0
39,managed_logistic,Policy_A_low_intervention,0.501318,84.482992,15.517008
39,managed_logistic,Policy_B_balanced,0.501318,100.0,0.0
39,managed_logistic,Policy_C_high_adaptation,0.501318,100.0,0.0
40,exponential,Policy_A_low_intervention,0.718449,48.065556,30.71
40,exponential,Policy_B_balanced,0.718449,70.940556,7.835
40,exponential,Policy_C_high_adaptation,0.718449,78.775556,0.0
40,logistic,Policy_A_low_intervention,0.718449,58.842298,30.71
40,logistic,Policy_B_balanced,0.718449,81.717298,7.835
40,logistic,Policy_C_high_adaptation,0.718449,89.552298,0.0
40,managed_logistic,Policy_A_low_intervention,0.718449,66.026793,30.71
40,managed_logistic,Policy_B_balanced,0.718449,88.901793,7.835
40,managed_logistic,Policy_C_high_adaptation,0.718449,96.736793,0.0
41,exponential,Policy_A_low_intervention,0.612548,59.714775,30.71
41,exponential,Policy_B_balanced,0.612548,82.589775,7.835
41,exponential,Policy_C_high_adaptation,0.612548,90.424775,0.0
41,logistic,Policy_A_low_intervention,0.612548,68.902987,30.71
41,logistic,Policy_B_balanced,0.612548,91.777987,7.835
41,logistic,Policy_C_high_adaptation,0.612548,99.612987,0.0
41,managed_logistic,Policy_A_low_intervention,0.612548,75.028462,24.971538
41,managed_logistic,Policy_B_balanced,0.612548,97.903462,2.096538
41,managed_logistic,Policy_C_high_adaptation,0.612548,100.0,0.0
42,exponential,Policy_A_low_intervention,0.489814,73.215504,26.784496
42,exponential,Policy_B_balanced,0.489814,96.090504,3.909496
42,exponential,Policy_C_high_adaptation,0.489814,100.0,0.0
42,logistic,Policy_A_low_intervention,0.489814,80.562708,19.437292
42,logistic,Policy_B_balanced,0.489814,100.0,0.0
42,logistic,Policy_C_high_adaptation,0.489814,100.0,0.0
42,managed_logistic,Policy_A_low_intervention,0.489814,85.460844,14.539156
42,managed_logistic,Policy_B_balanced,0.489814,100.0,0.0
42,managed_logistic,Policy_C_high_adaptation,0.489814,100.0,0.0
43,exponential,Policy_A_low_intervention,0.885504,29.689606,30.71
43,exponential,Policy_B_balanced,0.885504,52.564606,7.835
43,exponential,Policy_C_high_adaptation,0.885504,60.399606,0.0
43,logistic,Policy_A_low_intervention,0.885504,42.972159,30.71
43,logistic,Policy_B_balanced,0.885504,65.847159,7.835
43,logistic,Policy_C_high_adaptation,0.885504,73.682159,0.0
43,managed_logistic,Policy_A_low_intervention,0.885504,51.827195,30.71
43,managed_logistic,Policy_B_balanced,0.885504,74.702195,7.835
43,managed_logistic,Policy_C_high_adaptation,0.885504,82.537195,0.0
44,exponential,Policy_A_low_intervention,0.809196,38.08349,30.71
44,exponential,Policy_B_balanced,0.809196,60.95849,7.835
44,exponential,Policy_C_high_adaptation,0.809196,68.79349,0.0
44,logistic,Policy_A_low_intervention,0.809196,50.221423,30.71
44,logistic,Policy_B_balanced,0.809196,73.096423,7.835
44,logistic,Policy_C_high_adaptation,0.809196,80.931423,0.0
44,managed_logistic,Policy_A_low_intervention,0.809196,58.313379,30.71
44,managed_logistic,Policy_B_balanced,0.809196,81.188379,7.835
44,managed_logistic,Policy_C_high_adaptation,0.809196,89.023379,0.0
45,exponential,Policy_A_low_intervention,0.445277,78.114507,21.885493
45,exponential,Policy_B_balanced,0.445277,100.0,0.0
45,exponential,Policy_C_high_adaptation,0.445277,100.0,0.0
45,logistic,Policy_A_low_intervention,0.445277,84.793665,15.206335
45,logistic,Policy_B_balanced,0.445277,100.0,0.0
45,logistic,Policy_C_high_adaptation,0.445277,100.0,0.0
45,managed_logistic,Policy_A_low_intervention,0.445277,89.246437,10.753563
45,managed_logistic,Policy_B_balanced,0.445277,100.0,0.0
45,managed_logistic,Policy_C_high_adaptation,0.445277,100.0,0.0
46,exponential,Policy_A_low_intervention,0.709539,49.045713,30.71
46,exponential,Policy_B_balanced,0.709539,71.920713,7.835
46,exponential,Policy_C_high_adaptation,0.709539,79.755713,0.0
46,logistic,Policy_A_low_intervention,0.709539,59.688798,30.71
46,logistic,Policy_B_balanced,0.709539,82.563798,7.835
46,logistic,Policy_C_high_adaptation,0.709539,90.398798,0.0
46,managed_logistic,Policy_A_low_intervention,0.709539,66.784188,30.71
46,managed_logistic,Policy_B_balanced,0.709539,89.659188,7.835
46,managed_logistic,Policy_C_high_adaptation,0.709539,97.494188,0.0
47,exponential,Policy_A_low_intervention,0.670157,53.377708,30.71
47,exponential,Policy_B_balanced,0.670157,76.252708,7.835
47,exponential,Policy_C_high_adaptation,0.670157,84.087708,0.0
47,logistic,Policy_A_low_intervention,0.670157,63.430066,30.71
47,logistic,Policy_B_balanced,0.670157,86.305066,7.835
47,logistic,Policy_C_high_adaptation,0.670157,94.140066,0.0
47,managed_logistic,Policy_A_low_intervention,0.670157,70.131638,29.868362
47,managed_logistic,Policy_B_balanced,0.670157,93.006638,6.993362
47,managed_logistic,Policy_C_high_adaptation,0.670157,100.0,0.0
48,exponential,Policy_A_low_intervention,0.95011,22.5829,30.71
48,exponential,Policy_B_balanced,0.95011,45.4579,7.835
48,exponential,Policy_C_high_adaptation,0.95011,53.2929,0.0
48,logistic,Policy_A_low_intervention,0.95011,36.83455,30.71
48,logistic,Policy_B_balanced,0.95011,59.70955,7.835
