candidate_id,growth,capacity,extraction,calibration_rmse,validation_rmse,generalization_gap
52,0.040000,88.823529,0.015000,42.035328,71.110873,29.075545
53,0.040000,88.823529,0.017500,43.751836,75.240174,31.488339
54,0.040000,88.823529,0.020000,45.342975,79.038703,33.695727
55,0.040000,88.823529,0.022500,46.814625,82.506112,35.691487
56,0.040000,88.823529,0.025000,48.172946,85.647483,37.474538
57,0.040000,88.823529,0.027500,49.424270,88.472786,39.048516
58,0.040000,88.823529,0.030000,50.575008,90.996138,40.421130
59,0.040000,88.823529,0.032500,51.631557,93.234944,41.603387
60,0.040000,88.823529,0.035000,52.600232,95.208989,42.608757
61,0.040000,91.764706,0.000000,28.404049,38.556228,10.152178
62,0.040000,91.764706,0.002500,31.014094,44.536970,13.522877
63,0.040000,91.764706,0.005000,33.472178,50.290865,16.818686
64,0.040000,91.764706,0.007500,35.779804,55.785728,20.005924
65,0.040000,91.764706,0.010000,37.939699,60.993888,23.054189
66,0.040000,91.764706,0.012500,39.955602,65.892541,25.936939
67,0.040000,91.764706,0.015000,41.832083,70.464276,28.632193
68,0.040000,91.764706,0.017500,43.574384,74.697511,31.123128
69,0.040000,91.764706,0.020000,45.188276,78.586711,33.398435
70,0.040000,91.764706,0.022500,46.679928,82.132316,35.452389
71,0.040000,91.764706,0.025000,48.055776,85.340391,37.284614
72,0.040000,91.764706,0.027500,49.322419,88.222009,38.899590
73,0.040000,91.764706,0.030000,50.486512,90.792454,40.305942
74,0.040000,91.764706,0.032500,51.554681,93.070299,41.515618
75,0.040000,91.764706,0.035000,52.533448,95.076450,42.543002
76,0.040000,94.705882,0.000000,27.983607,37.039012,9.055405
77,0.040000,94.705882,0.002500,30.641455,43.196907,12.555452
78,0.040000,94.705882,0.005000,33.143126,49.118681,15.975555
79,0.040000,94.705882,0.007500,35.490166,54.769781,19.279614
80,0.040000,94.705882,0.010000,37.685463,60.121157,22.435694
81,0.040000,94.705882,0.012500,39.732981,65.149292,25.416311
82,0.040000,94.705882,0.015000,41.637553,69.836571,28.199018
83,0.040000,94.705882,0.017500,43.404703,74.171622,30.766919
84,0.040000,94.705882,0.020000,45.040491,78.149461,33.108970
85,0.040000,94.705882,0.022500,46.551366,81.771345,35.219978
86,0.040000,94.705882,0.025000,47.944042,85.044343,37.100301
87,0.040000,94.705882,0.027500,49.225374,87.980654,38.755280
88,0.040000,94.705882,0.030000,50.402260,90.596738,40.194479
89,0.040000,94.705882,0.032500,51.481547,92.912337,41.430789
90,0.040000,94.705882,0.035000,52.469962,94.949477,42.479514
91,0.040000,97.647059,0.000000,27.578816,35.555396,7.976580
92,0.040000,97.647059,0.002500,30.282903,41.886807,11.603903
93,0.040000,97.647059,0.005000,32.826752,47.973667,15.146915
94,0.040000,97.647059,0.007500,35.211924,53.778563,18.566639
95,0.040000,97.647059,0.010000,37.441449,59.270869,21.829420
96,0.040000,97.647059,0.012500,39.519506,64.426277,24.906771
97,0.040000,97.647059,0.015000,41.451187,69.226952,27.775765
98,0.040000,97.647059,0.017500,43.242292,73.661745,30.419453
99,0.040000,97.647059,0.020000,44.899162,77.726244,32.827082
100,0.040000,97.647059,0.022500,46.428529,81.422548,34.994019
101,0.040000,97.647059,0.025000,47.837373,84.758754,36.921381
102,0.040000,97.647059,0.027500,49.132802,87.748201,38.615399
103,0.040000,97.647059,0.030000,50.321953,90.408532,40.086580
104,0.040000,97.647059,0.032500,51.411890,92.760660,41.348770
105,0.040000,97.647059,0.035000,52.409536,94.827725,42.418189
106,0.040000,100.588235,0.000000,27.188860,34.105244,6.916384
107,0.040000,100.588235,0.002500,29.937672,40.606116,10.668444
108,0.040000,100.588235,0.005000,32.522345,46.855099,14.332754
109,0.040000,100.588235,0.007500,34.944419,52.811285,17.866866
110,0.040000,100.588235,0.010000,37.207050,58.442218,21.235169
111,0.040000,100.588235,0.012500,39.314623,63.722704,24.408081
112,0.040000,100.588235,0.015000,41.272479,68.634659,27.362180
113,0.040000,100.588235,0.017500,43.086690,73.167162,30.080473
114,0.040000,100.588235,0.020000,44.763876,77.316396,32.552520
115,0.040000,100.588235,0.022500,46.311041,81.085320,34.774279
116,0.040000,100.588235,0.025000,47.735429,84.483079,36.747650
117,0.040000,100.588235,0.027500,49.044400,87.524166,38.479766
118,0.040000,100.588235,0.030000,50.245319,90.227412,39.982092
119,0.040000,100.588235,0.032500,51.345465,92.614900,41.269435
120,0.040000,100.588235,0.035000,52.351952,94.710880,42.358928
121,0.040000,103.529412,0.000000,26.812979,32.688527,5.875548
122,0.040000,103.529412,0.002500,29.605052,39.354332,9.749280
123,0.040000,103.529412,0.005000,32.229244,45.762292,13.533048
124,0.040000,103.529412,0.007500,34.687043,51.867195,17.180153
125,0.040000,103.529412,0.010000,36.981708,57.634440,20.652731
126,0.040000,103.529412,0.012500,39.117821,63.037823,23.920001
127,0.040000,103.529412,0.015000,41.100964,68.058974,26.958009
128,0.040000,103.529412,0.017500,42.937476,72.687202,29.749726
129,0.040000,103.529412,0.020000,44.634249,76.919294,32.285045
130,0.040000,103.529412,0.022500,46.198557,80.759095,34.560538
131,0.040000,103.529412,0.025000,47.637903,84.216811,36.578907
132,0.040000,103.529412,0.027500,48.959891,87.308098,38.348207
133,0.040000,103.529412,0.030000,50.172112,90.052983,39.880871
134,0.040000,103.529412,0.032500,51.282052,92.474717,41.192665
135,0.040000,103.529412,0.035000,52.297014,94.598649,42.301636
136,0.040000,106.470588,0.000000,26.450464,31.305336,4.854872
137,0.040000,106.470588,0.002500,29.284381,38.131000,8.846619
138,0.040000,106.470588,0.005000,31.946840,44.694597,12.747757
139,0.040000,106.470588,0.007500,34.439233,50.945577,16.506344
140,0.040000,106.470588,0.010000,36.764909,56.846805,20.081896
141,0.040000,106.470588,0.012500,38.928631,62.370921,23.442290
142,0.040000,106.470588,0.015000,40.936216,67.499218,26.563002
143,0.040000,106.470588,0.017500,42.794263,72.221227,29.426964
144,0.040000,106.470588,0.020000,44.509933,76.534355,32.024422
145,0.040000,106.470588,0.022500,46.090764,80.443342,34.352578
146,0.040000,106.470588,0.025000,47.544513,83.959475,36.414962
147,0.040000,106.470588,0.027500,48.879023,87.099581,38.220558
148,0.040000,106.470588,0.030000,50.102106,89.884883,39.782777
149,0.040000,106.470588,0.032500,51.221451,92.339797,41.118347
150,0.040000,106.470588,0.035000,52.244543,94.490766,42.246223
151,0.040000,109.411765,0.000000,26.100655,29.955895,3.855240
152,0.040000,109.411765,0.002500,28.975045,36.935718,7.960673
153,0.040000,109.411765,0.005000,31.674564,43.651401,11.976838
154,0.040000,109.411765,0.007500,34.200470,50.045748,15.845279
155,0.040000,109.411765,0.010000,36.556176,56.078621,19.522444
156,0.040000,109.411765,0.012500,38.746618,61.721322,22.974704
157,0.040000,109.411765,0.015000,40.777839,66.954749,26.176909
158,0.040000,109.411765,0.017500,42.656695,71.768640,29.111945
159,0.040000,109.411765,0.020000,44.390607,76.161028,31.770422
160,0.040000,109.411765,0.022500,45.987373,80.137566,34.150193
161,0.040000,109.411765,0.025000,47.455000,83.710629,36.255629
162,0.040000,109.411765,0.027500,48.801564,86.898223,38.096660
163,0.040000,109.411765,0.030000,50.035094,89.722771,39.687677
164,0.040000,109.411765,0.032500,51.163477,92.209849,41.046372
165,0.040000,109.411765,0.035000,52.194377,94.386982,42.192605
166,0.040000,112.352941,0.000000,25.762933,28.640573,2.877640
167,0.040000,112.352941,0.002500,28.676472,35.768135,7.091663
168,0.040000,112.352941,0.005000,31.411888,42.632123,11.220236
169,0.040000,112.352941,0.007500,33.970267,49.167057,15.196790
170,0.040000,112.352941,0.010000,36.355067,55.329226,18.974159
171,0.040000,112.352941,0.012500,38.571380,61.088385,22.517005
172,0.040000,112.352941,0.015000,40.625471,66.424958,25.799487
173,0.040000,112.352941,0.017500,42.524443,71.328875,28.804432
174,0.040000,112.352941,0.020000,44.275975,75.798798,31.522824
175,0.040000,112.352941,0.022500,45.888119,79.841302,33.953183
176,0.040000,112.352941,0.025000,47.369126,83.469859,36.100733
177,0.040000,112.352941,0.027500,48.727302,86.703664,37.976362
178,0.040000,112.352941,0.030000,49.970888,89.566334,39.595446
179,0.040000,112.352941,0.032500,51.107964,92.084602,40.976638
180,0.040000,112.352941,0.035000,52.146367,94.287068,42.140701
181,0.040000,115.294118,0.000000,25.436722,27.359910,1.923188
182,0.040000,115.294118,0.002500,28.388125,34.627951,6.239826
183,0.040000,115.294118,0.005000,31.158320,41.636216,10.477896
184,0.040000,115.294118,0.007500,33.748177,48.308883,14.560706
185,0.040000,115.294118,0.010000,36.161171,54.597990,18.436819
186,0.040000,115.294118,0.012500,38.402545,60.471500,22.068954
187,0.040000,115.294118,0.015000,40.478775,65.909271,25.430496
188,0.040000,115.294118,0.017500,42.397204,70.901399,28.504195
189,0.040000,115.294118,0.020000,44.165764,75.447178,31.281414
190,0.040000,115.294118,0.022500,45.792757,79.554111,33.761354
191,0.040000,115.294118,0.025000,47.286674,83.236779,35.950106
192,0.040000,115.294118,0.027500,48.656044,86.515564,37.859520
193,0.040000,115.294118,0.030000,49.909316,89.415279,39.505963
194,0.040000,115.294118,0.032500,51.054757,91.963806,40.909049
195,0.040000,115.294118,0.035000,52.100376,94.190811,42.090435
196,0.040000,118.235294,0.000000,25.121479,26.114629,0.993150
197,0.040000,118.235294,0.002500,28.109504,33.514921,5.405416
198,0.040000,118.235294,0.005000,30.913403,40.663161,9.749758
199,0.040000,118.235294,0.007500,33.533779,47.470632,13.936853
200,0.040000,118.235294,0.010000,35.974109,53.884314,17.910205
201,0.040000,118.235294,0.012500,38.239769,59.870084,21.630316
202,0.040000,118.235294,0.015000,40.337438,65.407139,25.069701
203,0.040000,118.235294,0.017500,42.274697,70.485707,28.211011
204,0.040000,118.235294,0.020000,44.059723,75.105710,31.045987
205,0.040000,118.235294,0.022500,45.701063,79.275585,33.574522
206,0.040000,118.235294,0.025000,47.207442,83.011026,35.803584
207,0.040000,118.235294,0.027500,48.587609,86.333605,37.745996
208,0.040000,118.235294,0.030000,49.850217,89.269331,39.419114
209,0.040000,118.235294,0.032500,51.003715,91.847228,40.843513
210,0.040000,118.235294,0.035000,52.056279,94.098014,42.041735
211,0.040000,121.176471,0.000000,24.816697,24.905671,0.088974
212,0.040000,121.176471,0.002500,27.840143,32.428855,4.588711
213,0.040000,121.176471,0.005000,30.676707,39.712471,9.035764
214,0.040000,121.176471,0.007500,33.326683,46.651737,13.325054
215,0.040000,121.176471,0.010000,35.793525,53.187622,17.394097
216,0.040000,121.176471,0.012500,38.082730,59.283587,21.200857
217,0.040000,121.176471,0.015000,40.201173,64.918046,24.716873
218,0.040000,121.176471,0.017500,42.156662,70.081323,27.924661
219,0.040000,121.176471,0.020000,43.957618,74.773961,30.816343
220,0.040000,121.176471,0.022500,45.612827,79.005336,33.392509
221,0.040000,121.176471,0.025000,47.131244,82.792259,35.661015
222,0.040000,121.176471,0.027500,48.521834,86.157493,37.635659
223,0.040000,121.176471,0.030000,49.793445,89.128237,39.334792
224,0.040000,121.176471,0.032500,50.954709,91.734650,40.779941
225,0.040000,121.176471,0.035000,52.013961,94.008493,41.994533
226,0.040000,124.117647,0.000000,24.521900,23.734217,-0.787682
227,0.040000,124.117647,0.002500,27.579603,31.369620,3.790017
228,0.040000,124.117647,0.005000,30.447832,38.783687,8.335855
229,0.040000,124.117647,0.007500,33.126525,45.851659,12.725134
230,0.040000,124.117647,0.010000,35.619089,52.507367,16.888278
231,0.040000,124.117647,0.012500,37.931130,58.711481,20.780352
232,0.040000,124.117647,0.015000,40.069709,64.441498,24.371789
233,0.040000,124.117647,0.017500,42.042858,69.687794,27.644936
234,0.040000,124.117647,0.020000,43.859234,74.451523,30.592289
235,0.040000,124.117647,0.022500,45.527858,78.743001,33.215143
236,0.040000,124.117647,0.025000,47.057910,82.580159,35.522249
237,0.040000,124.117647,0.027500,48.458565,85.986949,37.528384
238,0.040000,124.117647,0.030000,49.738866,88.991758,39.252892
239,0.040000,124.117647,0.032500,50.907619,91.625870,40.718251
240,0.040000,124.117647,0.035000,51.973317,93.922079,41.948762
241,0.040000,127.058824,0.000000,24.236639,22.601727,-1.634912
242,0.040000,127.058824,0.002500,27.327471,30.337142,3.009670
243,0.040000,127.058824,0.005000,30.226403,37.876378,7.649974
244,0.040000,127.058824,0.007500,32.932965,45.069879,12.136914
245,0.040000,127.058824,0.010000,35.450494,51.843025,16.392531
246,0.040000,127.058824,0.012500,37.784691,58.153265,20.368574
247,0.040000,127.058824,0.015000,39.942797,63.977028,24.034231
248,0.040000,127.058824,0.017500,41.933061,69.304693,27.371632
249,0.040000,127.058824,0.020000,43.764371,74.138011,30.373641
250,0.040000,127.058824,0.022500,45.445977,78.488239,33.042262
251,0.040000,127.058824,0.025000,46.987280,82.374425,35.387145
252,0.040000,127.058824,0.027500,48.397662,85.821714,37.424052
253,0.040000,127.058824,0.030000,49.686354,88.859672,39.173318
254,0.040000,127.058824,0.032500,50.862334,91.520699,40.658365
255,0.040000,127.058824,0.035000,51.934248,93.838611,41.904363
256,0.040000,130.000000,0.000000,23.960493,21.509970,-2.450523
257,0.040000,130.000000,0.002500,27.083364,29.331409,2.248045
258,0.040000,130.000000,0.005000,30.012069,36.990138,6.978069
259,0.040000,130.000000,0.007500,32.745684,44.305902,11.560218
260,0.040000,130.000000,0.010000,35.287451,51.194095,15.906644
261,0.040000,130.000000,0.012500,37.643154,57.608460,19.965306
262,0.040000,130.000000,0.015000,39.820204,63.524191,23.703987
263,0.040000,130.000000,0.017500,41.827062,68.931614,27.104551
264,0.040000,130.000000,0.020000,43.672841,73.833061,30.160219
265,0.040000,130.000000,0.022500,45.367018,78.240725,32.873708
266,0.040000,130.000000,0.025000,46.919207,82.174776,35.255569
267,0.040000,130.000000,0.027500,48.338994,85.661543,37.322550
268,0.040000,130.000000,0.030000,49.635794,88.731768,39.095974
269,0.040000,130.000000,0.032500,50.818753,91.418960,40.600207
270,0.040000,130.000000,0.035000,51.896666,93.757942,41.861276
271,0.040000,132.941176,0.000000,23.693065,20.461072,-3.231993
272,0.040000,132.941176,0.002500,26.846917,28.352475,1.505559
273,0.040000,132.941176,0.005000,29.804500,36.124590,6.320090
274,0.040000,132.941176,0.007500,32.564384,43.559257,10.994873
275,0.040000,132.941176,0.010000,35.129691,50.560097,15.430406
276,0.040000,132.941176,0.012500,37.506277,57.076609,19.570332
277,0.040000,132.941176,0.015000,39.701714,63.082564,23.380850
278,0.040000,132.941176,0.017500,41.724668,68.568171,26.843503
279,0.040000,132.941176,0.020000,43.584473,73.536327,29.951854
280,0.040000,132.941176,0.022500,45.290826,78.000156,32.709329
281,0.040000,132.941176,0.025000,46.853554,81.980944,35.127390
282,0.040000,132.941176,0.027500,48.282439,85.506207,37.223768
283,0.040000,132.941176,0.030000,49.587078,88.607852,39.020774
284,0.040000,132.941176,0.032500,50.776780,91.320487,40.543707
285,0.040000,132.941176,0.035000,51.860487,93.679934,41.819447
286,0.040000,135.882353,0.000000,23.433980,19.457551,-3.976428
287,0.040000,135.882353,0.002500,26.617789,27.400461,0.782672
288,0.040000,135.882353,0.005000,29.603387,35.279380,5.675993
289,0.040000,135.882353,0.007500,32.388784,42.829488,10.440704
290,0.040000,135.882353,0.010000,34.976962,49.940574,14.963612
291,0.040000,135.882353,0.012500,37.373833,56.557275,19.183443
292,0.040000,135.882353,0.015000,39.587122,62.651743,23.064621
293,0.040000,135.882353,0.017500,41.625697,68.214000,26.588303
294,0.040000,135.882353,0.020000,43.499105,73.247483,29.748378
295,0.040000,135.882353,0.022500,45.217259,77.766242,32.548983
296,0.040000,135.882353,0.025000,46.790195,81.792680,35.002485
297,0.040000,135.882353,0.027500,48.227886,85.355490,37.127603
298,0.040000,135.882353,0.030000,49.540108,88.487739,38.947631
299,0.040000,135.882353,0.032500,50.736329,91.225127,40.488798
300,0.040000,135.882353,0.035000,51.825632,93.604456,41.778823
301,0.040000,138.823529,0.000000,23.182885,18.502361,-4.680524
302,0.040000,138.823529,0.002500,26.395659,26.475557,0.079899
303,0.040000,138.823529,0.005000,29.408438,34.454179,5.045740
304,0.040000,138.823529,0.007500,32.218623,42.116165,9.897541
305,0.040000,138.823529,0.010000,34.829028,49.335086,14.506058
306,0.040000,138.823529,0.012500,37.245610,56.050043,18.804434
307,0.040000,138.823529,0.015000,39.476241,62.231345,22.755105
308,0.040000,138.823529,0.017500,41.529979,67.868753,26.338773
309,0.040000,138.823529,0.020000,43.416586,72.966219,29.549633
310,0.040000,138.823529,0.022500,45.146184,77.538712,32.392529
311,0.040000,138.823529,0.025000,46.729011,81.609746,34.880736
312,0.040000,138.823529,0.027500,48.175231,85.209188,37.033958
313,0.040000,138.823529,0.030000,49.494791,88.371258,38.876467
314,0.040000,138.823529,0.032500,50.697317,91.132732,40.435415
315,0.040000,138.823529,0.035000,51.792032,93.531387,41.739355
316,0.040000,141.764706,0.000000,22.939446,17.598920,-5.340525
317,0.040000,141.764706,0.002500,26.180223,25.578032,-0.602191
318,0.040000,141.764706,0.005000,29.219381,33.648682,4.429301
319,0.040000,141.764706,0.007500,32.053654,41.418870,9.365216
320,0.040000,141.764706,0.010000,34.685668,48.743211,14.057543
321,0.040000,141.764706,0.012500,37.121409,55.554514,18.433105
322,0.040000,141.764706,0.015000,39.368891,61.821004,22.452113
323,0.040000,141.764706,0.017500,41.437357,67.532099,26.094742
324,0.040000,141.764706,0.020000,43.336775,72.692241,29.355467
325,0.040000,141.764706,0.022500,45.077474,77.317309,32.239835
326,0.040000,141.764706,0.025000,46.669890,81.431921,34.762030
327,0.040000,141.764706,0.027500,48.124374,85.067111,36.942737
328,0.040000,141.764706,0.030000,49.451041,88.258246,38.807205
329,0.040000,141.764706,0.032500,50.659670,91.043168,40.383498
330,0.040000,141.764706,0.035000,51.759619,93.460615,41.700996
331,0.040000,144.705882,0.000000,22.703347,16.751139,-5.952208
332,0.040000,144.705882,0.002500,25.971196,24.708228,-1.262968
333,0.040000,144.705882,0.005000,29.035956,32.862608,3.826652
334,0.040000,144.705882,0.007500,31.893644,40.737208,8.843563
335,0.040000,144.705882,0.010000,34.546672,48.164546,13.617873
336,0.040000,144.705882,0.012500,37.001045,55.070307,18.069262
337,0.040000,144.705882,0.015000,39.264907,61.420371,22.155464
338,0.040000,144.705882,0.017500,41.347683,67.203725,25.856042
339,0.040000,144.705882,0.020000,43.259541,72.425272,29.165731
340,0.040000,144.705882,0.022500,45.011014,77.101788,32.090774
341,0.040000,144.705882,0.025000,46.612732,81.258991,34.646259
342,0.040000,144.705882,0.027500,48.075226,84.929079,36.853853
343,0.040000,144.705882,0.030000,49.408779,88.148550,38.739771
344,0.040000,144.705882,0.032500,50.623316,90.956305,40.332989
345,0.040000,144.705882,0.035000,51.728331,93.392031,41.663701
346,0.040000,147.647059,0.000000,22.474290,15.963404,-6.510886
347,0.040000,147.647059,0.002500,25.768308,23.866573,-1.901736
348,0.040000,147.647059,0.005000,28.857921,32.095697,3.237776
349,0.040000,147.647059,0.007500,31.738376,40.070796,8.332420
350,0.040000,147.647059,0.010000,34.411846,47.598703,13.186857
351,0.040000,147.647059,0.012500,36.884343,54.597057,17.712714
352,0.040000,147.647059,0.015000,39.164133,61.029113,21.864980
353,0.040000,147.647059,0.017500,41.260818,66.883332,25.622514
354,0.040000,147.647059,0.020000,43.184762,72.165046,28.980285
355,0.040000,147.647059,0.022500,44.946695,76.891918,31.945223
356,0.040000,147.647059,0.025000,46.557439,81.090759,34.533320
357,0.040000,147.647059,0.027500,48.027702,84.794919,36.767218
358,0.040000,147.647059,0.030000,49.367928,88.042026,38.674098
359,0.040000,147.647059,0.032500,50.588191,90.872024,40.283834
360,0.040000,147.647059,0.035000,51.698111,93.325537,41.627427
361,0.040000,150.588235,0.000000,22.251991,15.240541,-7.011450
362,0.040000,150.588235,0.002500,25.571304,23.053576,-2.517728
363,0.040000,150.588235,0.005000,28.685047,31.347714,2.662667
364,0.040000,150.588235,0.007500,31.587644,39.419271,7.831627
365,0.040000,150.588235,0.010000,34.281005,47.045310,12.764305
366,0.040000,150.588235,0.012500,36.771137,54.134416,17.363278
367,0.040000,150.588235,0.015000,39.066422,60.646911,21.580489
368,0.040000,150.588235,0.017500,41.176631,66.570635,25.394004
369,0.040000,150.588235,0.020000,43.112321,71.911312,28.798992
370,0.040000,150.588235,0.022500,44.884414,76.687480,31.803065
371,0.040000,150.588235,0.025000,46.503921,80.927034,34.423114
372,0.040000,150.588235,0.027500,47.981722,84.664473,36.682751
373,0.040000,150.588235,0.030000,49.328421,87.938539,38.610118
374,0.040000,150.588235,0.032500,50.554232,90.790211,40.235979
375,0.040000,150.588235,0.035000,51.668904,93.261039,41.592135
376,0.040000,153.529412,0.000000,22.036184,14.587714,-7.448470
377,0.040000,153.529412,0.002500,25.379942,22.269836,-3.110106
378,0.040000,153.529412,0.005000,28.517116,30.618443,2.101326
379,0.040000,153.529412,0.007500,31.441253,38.782282,7.341029
380,0.040000,153.529412,0.010000,34.153975,46.504011,12.350036
381,0.040000,153.529412,0.012500,36.661273,53.682048,17.020774
382,0.040000,153.529412,0.015000,38.971636,60.273461,21.301825
383,0.040000,153.529412,0.017500,41.095001,66.265362,25.170361
384,0.040000,153.529412,0.020000,43.042110,71.663831,28.621721
385,0.040000,153.529412,0.022500,44.824077,76.488266,31.664188
386,0.040000,153.529412,0.025000,46.452094,80.767639,34.315545
387,0.040000,153.529412,0.027500,47.937212,84.537588,36.600375
388,0.040000,153.529412,0.030000,49.290190,87.837960,38.547769
389,0.040000,153.529412,0.032500,50.521383,90.710759,40.189377
390,0.040000,153.529412,0.035000,51.640661,93.198447,41.557785
391,0.040000,156.470588,0.000000,21.826613,14.010248,-7.816365
392,0.040000,156.470588,0.002500,25.193993,21.516038,-3.677956
393,0.040000,156.470588,0.005000,28.353925,29.907690,1.553765
394,0.040000,156.470588,0.007500,31.299020,38.159493,6.860472
395,0.040000,156.470588,0.010000,34.030594,45.974464,11.943870
396,0.040000,156.470588,0.012500,36.554606,53.239634,16.685027
397,0.040000,156.470588,0.015000,38.879647,59.908474,21.028828
398,0.040000,156.470588,0.017500,41.015813,65.967255,24.951442
399,0.040000,156.470588,0.020000,42.974028,71.422376,28.448347
400,0.040000,156.470588,0.022500,44.765594,76.294078,31.528484
401,0.040000,156.470588,0.025000,46.401879,80.612404,34.210525
402,0.040000,156.470588,0.027500,47.894103,84.414119,36.520016
403,0.040000,156.470588,0.030000,49.253177,87.740168,38.486992
404,0.040000,156.470588,0.032500,50.489590,90.633568,40.143978
405,0.040000,156.470588,0.035000,51.613335,93.137678,41.524343
406,0.040000,159.411765,0.000000,21.623037,13.513374,-8.109663
407,0.040000,159.411765,0.002500,25.013242,20.792959,-4.220284
408,0.040000,159.411765,0.005000,28.195279,29.215283,1.020004
409,0.040000,159.411765,0.007500,31.160773,37.550582,6.389809
410,0.040000,159.411765,0.010000,33.910706,45.456337,11.545630
411,0.040000,159.411765,0.012500,36.450998,52.806866,16.355868
412,0.040000,159.411765,0.015000,38.790331,59.551671,20.761340
413,0.040000,159.411765,0.017500,40.938958,65.676066,24.737108
414,0.040000,159.411765,0.020000,42.907979,71.186729,28.278749
415,0.040000,159.411765,0.022500,44.708879,76.104729,31.395850
416,0.040000,159.411765,0.025000,46.353202,80.461168,34.107967
417,0.040000,159.411765,0.027500,47.852330,84.293931,36.441601
418,0.040000,159.411765,0.030000,49.217322,87.645050,38.427728
419,0.040000,159.411765,0.032500,50.458802,90.558541,40.099739
420,0.040000,159.411765,0.035000,51.586882,93.078654,41.491772
421,0.040000,162.352941,0.000000,21.425227,13.101889,-8.323338
422,0.040000,162.352941,0.002500,24.837483,20.101462,-4.736021
423,0.040000,162.352941,0.005000,28.040995,28.541068,0.500073
424,0.040000,162.352941,0.007500,31.026348,36.955241,5.928894
425,0.040000,162.352941,0.010000,33.794167,44.949314,11.155148
426,0.040000,162.352941,0.012500,36.350319,52.383449,16.033130
427,0.040000,162.352941,0.015000,38.703575,59.202786,20.499212
428,0.040000,162.352941,0.017500,40.864334,65.391559,24.527225
429,0.040000,162.352941,0.020000,42.843874,70.956684,28.112810
430,0.040000,162.352941,0.022500,44.653855,75.920041,31.266186
431,0.040000,162.352941,0.025000,46.305993,80.313779,34.007786
432,0.040000,162.352941,0.027500,47.811831,84.176894,36.365064
433,0.040000,162.352941,0.030000,49.182573,87.552497,38.369924
434,0.040000,162.352941,0.032500,50.428974,90.485590,40.056617
