scenario,time,stock,delayed_stock,reinforcing_inflow,balancing_outflow,threshold_penalty,shock,next_stock
short_delay,1,16.125,15.0,1.191234,0.0,0.0,0.0,17.316234
short_delay,2,17.316234,15.0,1.258609,0.0,0.0,0.0,18.574843
short_delay,3,18.574843,16.125,1.326711,0.0,0.0,0.0,19.901555
short_delay,4,19.901555,17.316234,1.395068,0.0,0.0,0.0,21.296623
short_delay,5,21.296623,18.574843,1.46315,0.0,0.0,0.0,22.759773
short_delay,6,22.759773,19.901555,1.530372,0.0,0.0,0.0,24.290145
short_delay,7,24.290145,21.296623,1.596102,0.0,0.0,0.0,25.886247
short_delay,8,25.886247,22.759773,1.659664,0.0,0.0,0.0,27.545911
short_delay,9,27.545911,24.290145,1.720355,0.0,0.0,0.0,29.266266
short_delay,10,29.266266,25.886247,1.77745,0.0,0.0,0.0,31.043716
short_delay,11,31.043716,27.545911,1.830222,0.0,0.0,0.0,32.873938
short_delay,12,32.873938,29.266266,1.877959,0.0,0.0,0.0,34.751896
short_delay,13,34.751896,31.043716,1.919976,0.0,0.0,0.0,36.671873
short_delay,14,36.671873,32.873938,1.955642,0.0,0.0,0.0,38.627515
short_delay,15,38.627515,34.751896,1.984391,0.0,0.0,0.0,40.611906
short_delay,16,40.611906,36.671873,2.005745,0.0,0.0,0.0,42.617651
short_delay,17,42.617651,38.627515,2.019324,0.0,0.0,0.0,44.636975
short_delay,18,44.636975,40.611906,2.024868,0.0,0.0,0.0,46.661844
short_delay,19,46.661844,42.617651,2.022238,0.0,0.0,0.0,48.684082
short_delay,20,48.684082,44.636975,2.011428,0.0,0.0,0.0,50.695509
short_delay,21,50.695509,46.661844,1.992561,0.0,0.0,0.0,52.688071
short_delay,22,52.688071,48.684082,1.965894,0.0,0.0,0.0,54.653964
short_delay,23,54.653964,50.695509,1.931801,0.0,0.0,0.0,56.585765
short_delay,24,56.585765,52.688071,1.89077,0.0,0.0,0.0,58.476535
short_delay,25,58.476535,54.653964,1.843383,0.0,0.0,0.0,60.319918
short_delay,26,60.319918,56.585765,1.7903,0.079288,0.0,0.0,62.03093
short_delay,27,62.03093,58.476535,1.734947,0.173827,0.0,0.0,63.592051
short_delay,28,63.592051,60.319918,1.679336,0.265996,0.0,0.0,65.00539
short_delay,29,65.00539,62.03093,1.624784,0.351547,0.0,0.0,66.278628
short_delay,30,66.278628,63.592051,1.57222,0.429603,0.0,0.0,67.421246
short_delay,31,67.421246,65.00539,1.522288,0.50027,0.0,0.0,68.443264
short_delay,32,68.443264,66.278628,1.475413,0.563931,0.0,0.0,69.354746
short_delay,33,69.354746,67.421246,1.431846,0.621062,0.0,0.0,70.16553
short_delay,34,70.16553,68.443264,1.391696,0.672163,0.0,0.0,70.885063
short_delay,35,70.885063,69.354746,1.354964,0.717737,0.0,0.0,71.522289
short_delay,36,71.522289,70.16553,1.321568,0.758276,0.0,0.0,72.085581
short_delay,37,72.085581,70.885063,1.291371,0.794253,0.0,0.0,72.582699
short_delay,38,72.582699,71.522289,1.264195,0.826114,0.0,0.0,73.020779
short_delay,39,73.020779,72.085581,1.239836,0.854279,0.0,0.0,73.406336
short_delay,40,73.406336,72.582699,1.21808,0.879135,0.0,0.0,73.745281
short_delay,41,73.745281,73.020779,1.198709,0.901039,0.0,0.0,74.042951
short_delay,42,74.042951,73.406336,1.181507,0.920317,0.0,0.0,74.304141
short_delay,43,74.304141,73.745281,1.166267,0.937264,0.0,0.0,74.533145
short_delay,44,74.533145,74.042951,1.152793,0.952148,0.0,0.0,74.73379
short_delay,45,74.73379,74.304141,1.140902,0.965207,0.0,0.0,74.909485
short_delay,46,74.909485,74.533145,1.130423,0.976657,0.0,0.0,75.06325
short_delay,47,75.06325,74.73379,1.121201,0.98669,0.00253,0.0,75.195232
short_delay,48,75.195232,74.909485,1.113248,0.995474,0.007809,0.0,75.305196
short_delay,49,75.305196,75.06325,1.106595,1.003163,0.012208,0.0,75.396421
short_delay,50,75.396421,75.195232,1.101058,1.009762,0.015857,0.0,75.47186
short_delay,51,75.47186,75.305196,1.096466,1.01526,0.018874,0.0,75.534192
short_delay,52,75.534192,75.396421,1.092663,1.019821,0.021368,0.0,75.585666
short_delay,53,75.585666,75.47186,1.089517,1.023593,0.023427,0.0,75.628163
short_delay,54,75.628163,75.534192,1.086916,1.02671,0.025127,0.0,75.663243
short_delay,55,75.663243,75.585666,1.084766,1.029283,0.02653,0.0,75.692195
short_delay,56,75.692195,75.628163,1.082989,1.031408,0.027688,0.0,75.716089
short_delay,57,75.716089,75.663243,1.081522,1.033162,0.028644,0.0,75.735805
short_delay,58,75.735805,75.692195,1.08031,1.03461,0.029432,0.0,75.752073
short_delay,59,75.752073,75.716089,1.07931,1.035804,0.030083,0.0,75.765496
short_delay,60,75.765496,75.735805,1.078484,1.03679,0.03062,0.0,75.77657
short_delay,61,75.77657,75.752073,1.077803,1.037604,0.031063,0.0,75.785706
short_delay,62,75.785706,75.765496,1.07724,1.038275,0.031428,0.0,75.793244
short_delay,63,75.793244,75.77657,1.076776,1.038828,0.03173,0.0,75.799461
short_delay,64,75.799461,75.785706,1.076393,1.039285,0.031978,0.0,75.804591
short_delay,65,75.804591,75.793244,1.076077,1.039662,0.032184,0.0,75.808822
short_delay,66,75.808822,75.799461,1.075816,1.039973,0.032353,0.0,75.812313
short_delay,67,75.812313,75.804591,1.075601,1.04023,0.032493,0.0,75.815192
short_delay,68,75.815192,75.808822,1.075424,1.040441,0.032608,0.0,75.817567
short_delay,69,75.817567,75.812313,1.075278,1.040616,0.032703,0.0,75.819526
short_delay,70,75.819526,75.815192,1.075157,1.04076,0.032781,0.0,75.821143
short_delay,71,75.821143,75.817567,1.075057,1.040878,0.032846,0.0,75.822476
short_delay,72,75.822476,75.819526,1.074975,1.040976,0.032899,0.0,75.823575
short_delay,73,75.823575,75.821143,1.074907,1.041057,0.032943,0.0,75.824482
short_delay,74,75.824482,75.822476,1.074851,1.041124,0.032979,0.0,75.825231
short_delay,75,75.825231,75.823575,1.074805,1.041179,0.033009,0.0,75.825848
short_delay,76,75.825848,75.824482,1.074767,1.041224,0.033034,0.0,75.826357
short_delay,77,75.826357,75.825231,1.074736,1.041262,0.033054,0.0,75.826777
short_delay,78,75.826777,75.825848,1.07471,1.041292,0.033071,0.0,75.827123
short_delay,79,75.827123,75.826357,1.074688,1.041318,0.033085,0.0,75.827409
short_delay,80,75.827409,75.826777,1.074671,1.041339,0.033096,0.0,75.827645
short_delay,81,75.827645,75.827123,1.074656,1.041356,0.033106,0.0,75.827839
short_delay,82,75.827839,75.827409,1.074644,1.04137,0.033114,0.0,75.827999
short_delay,83,75.827999,75.827645,1.074634,1.041382,0.03312,0.0,75.828132
short_delay,84,75.828132,75.827839,1.074626,1.041392,0.033125,0.0,75.828241
short_delay,85,75.828241,75.827999,1.07462,1.0414,0.03313,0.0,75.828331
short_delay,86,75.828331,75.828132,1.074614,1.041407,0.033133,0.0,75.828405
short_delay,87,75.828405,75.828241,1.074609,1.041412,0.033136,0.0,75.828466
short_delay,88,75.828466,75.828331,1.074606,1.041417,0.033139,0.0,75.828517
short_delay,89,75.828517,75.828405,1.074603,1.04142,0.033141,0.0,75.828558
short_delay,90,75.828558,75.828466,1.0746,1.041423,0.033142,-8.0,67.828593
short_delay,91,67.828593,75.828517,1.503855,1.041426,0.0,0.0,68.291022
short_delay,92,68.291022,75.828558,1.482528,1.041428,0.0,0.0,68.732123
short_delay,93,68.732123,67.828593,1.461786,0.64143,0.0,0.0,69.552479
short_delay,94,69.552479,68.291022,1.422176,0.664551,0.0,0.0,70.310104
short_delay,95,70.310104,68.732123,1.384399,0.686606,0.0,0.0,71.007896
short_delay,96,71.007896,69.552479,1.348589,0.727624,0.0,0.0,71.628862
short_delay,97,71.628862,70.310104,1.315904,0.765505,0.0,0.0,72.17926
short_delay,98,72.17926,71.007896,1.286288,0.800395,0.0,0.0,72.665153
short_delay,99,72.665153,71.628862,1.259639,0.831443,0.0,0.0,73.093349
short_delay,100,73.093349,72.17926,1.235764,0.858963,0.0,0.0,73.47015
short_delay,101,73.47015,72.665153,1.214451,0.883258,0.0,0.0,73.801343
short_delay,102,73.801343,73.093349,1.195483,0.904667,0.0,0.0,74.092158
short_delay,103,74.092158,73.47015,1.178646,0.923508,0.0,0.0,74.347297
short_delay,104,74.347297,73.801343,1.163736,0.940067,0.0,0.0,74.570966
short_delay,105,74.570966,74.092158,1.150558,0.954608,0.0,0.0,74.766916
short_delay,106,74.766916,74.347297,1.138931,0.967365,0.0,0.0,74.938482
short_delay,107,74.938482,74.570966,1.128687,0.978548,0.0,0.0,75.088621
short_delay,108,75.088621,74.766916,1.119675,0.988346,0.003545,0.0,75.216405
short_delay,109,75.216405,74.938482,1.111969,0.996924,0.008656,0.0,75.322794
short_delay,110,75.322794,75.088621,1.105528,1.004431,0.012912,0.0,75.410979
short_delay,111,75.410979,75.216405,1.100172,1.01082,0.016439,0.0,75.483892
short_delay,112,75.483892,75.322794,1.095732,1.01614,0.019356,0.0,75.544129
short_delay,113,75.544129,75.410979,1.092056,1.020549,0.021765,0.0,75.593871
short_delay,114,75.593871,75.483892,1.089015,1.024195,0.023755,0.0,75.634937
short_delay,115,75.634937,75.544129,1.086501,1.027206,0.025397,0.0,75.668833
short_delay,116,75.668833,75.593871,1.084423,1.029694,0.026753,0.0,75.696809
short_delay,117,75.696809,75.634937,1.082706,1.031747,0.027872,0.0,75.719896
short_delay,118,75.719896,75.668833,1.081288,1.033442,0.028796,0.0,75.738946
short_delay,119,75.738946,75.696809,1.080117,1.03484,0.029558,0.0,75.754665
short_delay,120,75.754665,75.719896,1.079151,1.035995,0.030187,0.0,75.767634
short_delay,121,75.767634,75.738946,1.078353,1.036947,0.030705,0.0,75.778334
short_delay,122,75.778334,75.754665,1.077694,1.037733,0.031133,0.0,75.787162
short_delay,123,75.787162,75.767634,1.077151,1.038382,0.031486,0.0,75.794444
short_delay,124,75.794444,75.778334,1.076702,1.038917,0.031778,0.0,75.800452
short_delay,125,75.800452,75.787162,1.076332,1.039358,0.032018,0.0,75.805408
short_delay,126,75.805408,75.794444,1.076027,1.039722,0.032216,0.0,75.809496
short_delay,127,75.809496,75.800452,1.075775,1.040023,0.03238,0.0,75.812869
short_delay,128,75.812869,75.805408,1.075567,1.04027,0.032515,0.0,75.815651
short_delay,129,75.815651,75.809496,1.075396,1.040475,0.032626,0.0,75.817946
short_delay,130,75.817946,75.812869,1.075254,1.040643,0.032718,0.0,75.819839
short_delay,131,75.819839,75.815651,1.075138,1.040783,0.032794,0.0,75.8214
short_delay,132,75.8214,75.817946,1.075041,1.040897,0.032856,0.0,75.822688
short_delay,133,75.822688,75.819839,1.074962,1.040992,0.032908,0.0,75.82375
short_delay,134,75.82375,75.8214,1.074896,1.04107,0.03295,0.0,75.824627
short_delay,135,75.824627,75.822688,1.074842,1.041134,0.032985,0.0,75.82535
short_delay,136,75.82535,75.82375,1.074798,1.041188,0.033014,0.0,75.825946
short_delay,137,75.825946,75.824627,1.074761,1.041231,0.033038,0.0,75.826438
short_delay,138,75.826438,75.82535,1.074731,1.041267,0.033058,0.0,75.826844
short_delay,139,75.826844,75.825946,1.074706,1.041297,0.033074,0.0,75.827178
short_delay,140,75.827178,75.826438,1.074685,1.041322,0.033087,0.0,75.827454
short_delay,141,75.827454,75.826844,1.074668,1.041342,0.033098,0.0,75.827682
short_delay,142,75.827682,75.827178,1.074654,1.041359,0.033107,0.0,75.82787
short_delay,143,75.82787,75.827454,1.074642,1.041373,0.033115,0.0,75.828025
short_delay,144,75.828025,75.827682,1.074633,1.041384,0.033121,0.0,75.828153
short_delay,145,75.828153,75.82787,1.074625,1.041393,0.033126,0.0,75.828258
short_delay,146,75.828258,75.828025,1.074619,1.041401,0.03313,0.0,75.828345
short_delay,147,75.828345,75.828153,1.074613,1.041408,0.033134,0.0,75.828417
short_delay,148,75.828417,75.828258,1.074609,1.041413,0.033137,0.0,75.828476
short_delay,149,75.828476,75.828345,1.074605,1.041417,0.033139,0.0,75.828525
short_delay,150,75.828525,75.828417,1.074602,1.041421,0.033141,0.0,75.828565
short_delay,151,75.828565,75.828476,1.0746,1.041424,0.033143,0.0,75.828598
short_delay,152,75.828598,75.828525,1.074598,1.041426,0.033144,0.0,75.828625
short_delay,153,75.828625,75.828565,1.074596,1.041428,0.033145,0.0,75.828648
short_delay,154,75.828648,75.828598,1.074594,1.04143,0.033146,0.0,75.828667
short_delay,155,75.828667,75.828625,1.074593,1.041431,0.033147,0.0,75.828682
short_delay,156,75.828682,75.828648,1.074592,1.041432,0.033147,0.0,75.828695
short_delay,157,75.828695,75.828667,1.074592,1.041433,0.033148,0.0,75.828705
short_delay,158,75.828705,75.828682,1.074591,1.041434,0.033148,0.0,75.828714
short_delay,159,75.828714,75.828695,1.07459,1.041435,0.033149,0.0,75.828721
short_delay,160,75.828721,75.828705,1.07459,1.041435,0.033149,0.0,75.828727
long_delay,0,15.0,15.0,1.125,0.0,0.0,0.0,16.125
long_delay,1,16.125,15.0,1.191234,0.0,0.0,0.0,17.316234
long_delay,2,17.316234,15.0,1.258609,0.0,0.0,0.0,18.574843
long_delay,3,18.574843,15.0,1.326711,0.0,0.0,0.0,19.901555
long_delay,4,19.901555,15.0,1.395068,0.0,0.0,0.0,21.296623
long_delay,5,21.296623,15.0,1.46315,0.0,0.0,0.0,22.759773
