time,node,state,network_mean_state,network_state_sd,network_entropy
6,N01,0.395322,0.09178,0.103566,1.84139
6,N02,0.180539,0.09178,0.103566,1.84139
6,N03,0.13014,0.09178,0.103566,1.84139
6,N04,0.012298,0.09178,0.103566,1.84139
6,N05,0.012358,0.09178,0.103566,1.84139
6,N06,-0.052946,0.09178,0.103566,1.84139
6,N07,0.088411,0.09178,0.103566,1.84139
6,N08,0.127052,0.09178,0.103566,1.84139
6,N09,0.09568,0.09178,0.103566,1.84139
6,N10,0.009952,0.09178,0.103566,1.84139
6,N11,0.015694,0.09178,0.103566,1.84139
6,N12,0.175795,0.09178,0.103566,1.84139
6,N13,0.101975,0.09178,0.103566,1.84139
6,N14,0.042556,0.09178,0.103566,1.84139
6,N15,0.04188,0.09178,0.103566,1.84139
7,N01,0.390091,0.103137,0.103398,1.84139
7,N02,0.214314,0.103137,0.103398,1.84139
7,N03,0.148374,0.103137,0.103398,1.84139
7,N04,-0.005917,0.103137,0.103398,1.84139
7,N05,0.040254,0.103137,0.103398,1.84139
7,N06,-0.02148,0.103137,0.103398,1.84139
7,N07,0.122109,0.103137,0.103398,1.84139
7,N08,0.12199,0.103137,0.103398,1.84139
7,N09,0.157549,0.103137,0.103398,1.84139
7,N10,0.005623,0.103137,0.103398,1.84139
7,N11,0.080513,0.103137,0.103398,1.84139
7,N12,0.166074,0.103137,0.103398,1.84139
7,N13,0.085202,0.103137,0.103398,1.84139
7,N14,0.000855,0.103137,0.103398,1.84139
7,N15,0.041497,0.103137,0.103398,1.84139
8,N01,0.402333,0.105956,0.10828,1.956463
8,N02,0.237326,0.105956,0.10828,1.956463
8,N03,0.176148,0.105956,0.10828,1.956463
8,N04,-0.063831,0.105956,0.10828,1.956463
8,N05,0.061079,0.105956,0.10828,1.956463
8,N06,0.011635,0.105956,0.10828,1.956463
8,N07,0.089928,0.105956,0.10828,1.956463
8,N08,0.103755,0.105956,0.10828,1.956463
8,N09,0.139256,0.105956,0.10828,1.956463
8,N10,0.086407,0.105956,0.10828,1.956463
8,N11,0.041809,0.105956,0.10828,1.956463
8,N12,0.144009,0.105956,0.10828,1.956463
8,N13,0.132552,0.105956,0.10828,1.956463
8,N14,-0.008601,0.105956,0.10828,1.956463
8,N15,0.035535,0.105956,0.10828,1.956463
9,N01,0.370548,0.111077,0.106243,1.714088
9,N02,0.180113,0.111077,0.106243,1.714088
9,N03,0.178675,0.111077,0.106243,1.714088
9,N04,-0.066205,0.111077,0.106243,1.714088
9,N05,0.080444,0.111077,0.106243,1.714088
9,N06,0.018196,0.111077,0.106243,1.714088
9,N07,0.164046,0.111077,0.106243,1.714088
9,N08,0.119228,0.111077,0.106243,1.714088
9,N09,0.175531,0.111077,0.106243,1.714088
9,N10,0.041536,0.111077,0.106243,1.714088
9,N11,0.047498,0.111077,0.106243,1.714088
9,N12,0.154099,0.111077,0.106243,1.714088
9,N13,0.181979,0.111077,0.106243,1.714088
9,N14,-0.055102,0.111077,0.106243,1.714088
9,N15,0.075569,0.111077,0.106243,1.714088
10,N01,0.356838,0.114225,0.10431,1.991346
10,N02,0.228873,0.114225,0.10431,1.991346
10,N03,0.196861,0.114225,0.10431,1.991346
10,N04,-0.026111,0.114225,0.10431,1.991346
10,N05,0.047676,0.114225,0.10431,1.991346
10,N06,-0.017402,0.114225,0.10431,1.991346
10,N07,0.153726,0.114225,0.10431,1.991346
10,N08,0.122153,0.114225,0.10431,1.991346
10,N09,0.228824,0.114225,0.10431,1.991346
10,N10,0.032746,0.114225,0.10431,1.991346
10,N11,0.066727,0.114225,0.10431,1.991346
10,N12,0.096021,0.114225,0.10431,1.991346
10,N13,0.144292,0.114225,0.10431,1.991346
10,N14,-0.019498,0.114225,0.10431,1.991346
10,N15,0.101644,0.114225,0.10431,1.991346
11,N01,0.381606,0.130886,0.087674,1.864044
11,N02,0.211735,0.130886,0.087674,1.864044
11,N03,0.149495,0.130886,0.087674,1.864044
11,N04,0.023018,0.130886,0.087674,1.864044
11,N05,0.058581,0.130886,0.087674,1.864044
11,N06,0.013852,0.130886,0.087674,1.864044
11,N07,0.110973,0.130886,0.087674,1.864044
11,N08,0.174599,0.130886,0.087674,1.864044
11,N09,0.206105,0.130886,0.087674,1.864044
11,N10,0.077945,0.130886,0.087674,1.864044
11,N11,0.109895,0.130886,0.087674,1.864044
11,N12,0.126456,0.130886,0.087674,1.864044
11,N13,0.135234,0.130886,0.087674,1.864044
11,N14,0.073071,0.130886,0.087674,1.864044
11,N15,0.110717,0.130886,0.087674,1.864044
12,N01,0.335069,0.134546,0.076287,1.864044
12,N02,0.209407,0.134546,0.076287,1.864044
12,N03,0.209236,0.134546,0.076287,1.864044
12,N04,0.048218,0.134546,0.076287,1.864044
12,N05,0.075021,0.134546,0.076287,1.864044
12,N06,0.067767,0.134546,0.076287,1.864044
12,N07,0.090008,0.134546,0.076287,1.864044
12,N08,0.110735,0.134546,0.076287,1.864044
12,N09,0.201282,0.134546,0.076287,1.864044
12,N10,0.100396,0.134546,0.076287,1.864044
12,N11,0.084613,0.134546,0.076287,1.864044
12,N12,0.161593,0.134546,0.076287,1.864044
12,N13,0.150114,0.134546,0.076287,1.864044
12,N14,0.040682,0.134546,0.076287,1.864044
12,N15,0.134051,0.134546,0.076287,1.864044
13,N01,0.305571,0.133745,0.067341,1.93381
13,N02,0.1525,0.133745,0.067341,1.93381
13,N03,0.217068,0.133745,0.067341,1.93381
13,N04,0.067576,0.133745,0.067341,1.93381
13,N05,0.047468,0.133745,0.067341,1.93381
13,N06,0.086215,0.133745,0.067341,1.93381
13,N07,0.106955,0.133745,0.067341,1.93381
13,N08,0.100621,0.133745,0.067341,1.93381
13,N09,0.199774,0.133745,0.067341,1.93381
13,N10,0.143582,0.133745,0.067341,1.93381
13,N11,0.06466,0.133745,0.067341,1.93381
13,N12,0.172486,0.133745,0.067341,1.93381
13,N13,0.141395,0.133745,0.067341,1.93381
13,N14,0.133785,0.133745,0.067341,1.93381
13,N15,0.066518,0.133745,0.067341,1.93381
14,N01,0.308164,0.140679,0.061467,1.806507
14,N02,0.14707,0.140679,0.061467,1.806507
14,N03,0.202915,0.140679,0.061467,1.806507
14,N04,0.146991,0.140679,0.061467,1.806507
14,N05,0.051731,0.140679,0.061467,1.806507
14,N06,0.166422,0.140679,0.061467,1.806507
14,N07,0.089043,0.140679,0.061467,1.806507
14,N08,0.126205,0.140679,0.061467,1.806507
14,N09,0.165278,0.140679,0.061467,1.806507
14,N10,0.117362,0.140679,0.061467,1.806507
14,N11,0.07702,0.140679,0.061467,1.806507
14,N12,0.153062,0.140679,0.061467,1.806507
14,N13,0.150596,0.140679,0.061467,1.806507
14,N14,0.053676,0.140679,0.061467,1.806507
14,N15,0.154652,0.140679,0.061467,1.806507
15,N01,0.278349,0.145894,0.058097,2.083766
15,N02,0.218092,0.145894,0.058097,2.083766
15,N03,0.166023,0.145894,0.058097,2.083766
15,N04,0.154874,0.145894,0.058097,2.083766
15,N05,0.176618,0.145894,0.058097,2.083766
15,N06,0.117692,0.145894,0.058097,2.083766
15,N07,0.047016,0.145894,0.058097,2.083766
15,N08,0.111794,0.145894,0.058097,2.083766
15,N09,0.175959,0.145894,0.058097,2.083766
15,N10,0.142311,0.145894,0.058097,2.083766
15,N11,0.127649,0.145894,0.058097,2.083766
15,N12,0.138996,0.145894,0.058097,2.083766
15,N13,0.086016,0.145894,0.058097,2.083766
15,N14,0.057088,0.145894,0.058097,2.083766
15,N15,0.189928,0.145894,0.058097,2.083766
16,N01,0.279114,0.144465,0.064482,1.679204
16,N02,0.144676,0.144465,0.064482,1.679204
16,N03,0.167613,0.144465,0.064482,1.679204
16,N04,0.209576,0.144465,0.064482,1.679204
16,N05,0.243269,0.144465,0.064482,1.679204
16,N06,0.13301,0.144465,0.064482,1.679204
16,N07,0.070033,0.144465,0.064482,1.679204
16,N08,0.071604,0.144465,0.064482,1.679204
16,N09,0.141415,0.144465,0.064482,1.679204
16,N10,0.145662,0.144465,0.064482,1.679204
16,N11,0.149759,0.144465,0.064482,1.679204
16,N12,0.160189,0.144465,0.064482,1.679204
16,N13,0.071443,0.144465,0.064482,1.679204
16,N14,0.030113,0.144465,0.064482,1.679204
16,N15,0.149493,0.144465,0.064482,1.679204
17,N01,0.216486,0.154224,0.058918,1.991346
17,N02,0.180086,0.154224,0.058918,1.991346
17,N03,0.090131,0.154224,0.058918,1.991346
17,N04,0.193521,0.154224,0.058918,1.991346
17,N05,0.244767,0.154224,0.058918,1.991346
17,N06,0.182944,0.154224,0.058918,1.991346
17,N07,0.078338,0.154224,0.058918,1.991346
17,N08,0.116504,0.154224,0.058918,1.991346
17,N09,0.124,0.154224,0.058918,1.991346
17,N10,0.119594,0.154224,0.058918,1.991346
17,N11,0.132146,0.154224,0.058918,1.991346
17,N12,0.206764,0.154224,0.058918,1.991346
17,N13,0.110508,0.154224,0.058918,1.991346
17,N14,0.062988,0.154224,0.058918,1.991346
17,N15,0.254581,0.154224,0.058918,1.991346
18,N01,0.200706,0.149527,0.072356,1.898927
18,N02,0.206389,0.149527,0.072356,1.898927
18,N03,0.116264,0.149527,0.072356,1.898927
18,N04,0.181821,0.149527,0.072356,1.898927
18,N05,0.312292,0.149527,0.072356,1.898927
18,N06,0.22591,0.149527,0.072356,1.898927
18,N07,0.042205,0.149527,0.072356,1.898927
18,N08,0.099087,0.149527,0.072356,1.898927
18,N09,0.146113,0.149527,0.072356,1.898927
18,N10,0.148532,0.149527,0.072356,1.898927
18,N11,0.095432,0.149527,0.072356,1.898927
18,N12,0.115966,0.149527,0.072356,1.898927
18,N13,0.048172,0.149527,0.072356,1.898927
18,N14,0.082043,0.149527,0.072356,1.898927
18,N15,0.221973,0.149527,0.072356,1.898927
19,N01,0.2057,0.139948,0.065029,1.93381
19,N02,0.17221,0.139948,0.065029,1.93381
19,N03,0.081385,0.139948,0.065029,1.93381
19,N04,0.116383,0.139948,0.065029,1.93381
19,N05,0.29779,0.139948,0.065029,1.93381
19,N06,0.224391,0.139948,0.065029,1.93381
19,N07,0.098613,0.139948,0.065029,1.93381
19,N08,0.127204,0.139948,0.065029,1.93381
19,N09,0.141313,0.139948,0.065029,1.93381
19,N10,0.190759,0.139948,0.065029,1.93381
19,N11,0.108088,0.139948,0.065029,1.93381
19,N12,0.092963,0.139948,0.065029,1.93381
19,N13,0.039101,0.139948,0.065029,1.93381
19,N14,0.07657,0.139948,0.065029,1.93381
19,N15,0.126751,0.139948,0.065029,1.93381
20,N01,0.196969,0.143866,0.066108,1.991346
20,N02,0.174861,0.143866,0.066108,1.991346
20,N03,0.081013,0.143866,0.066108,1.991346
20,N04,0.103533,0.143866,0.066108,1.991346
20,N05,0.284133,0.143866,0.066108,1.991346
20,N06,0.272469,0.143866,0.066108,1.991346
20,N07,0.113845,0.143866,0.066108,1.991346
20,N08,0.105819,0.143866,0.066108,1.991346
20,N09,0.121859,0.143866,0.066108,1.991346
20,N10,0.176427,0.143866,0.066108,1.991346
20,N11,0.079256,0.143866,0.066108,1.991346
20,N12,0.091009,0.143866,0.066108,1.991346
20,N13,0.049463,0.143866,0.066108,1.991346
20,N14,0.150766,0.143866,0.066108,1.991346
20,N15,0.156567,0.143866,0.066108,1.991346
21,N01,0.220734,0.147253,0.063937,2.02623
21,N02,0.141924,0.147253,0.063937,2.02623
21,N03,0.114257,0.147253,0.063937,2.02623
21,N04,0.077419,0.147253,0.063937,2.02623
21,N05,0.271223,0.147253,0.063937,2.02623
21,N06,0.271005,0.147253,0.063937,2.02623
21,N07,0.100575,0.147253,0.063937,2.02623
21,N08,0.175753,0.147253,0.063937,2.02623
21,N09,0.146111,0.147253,0.063937,2.02623
21,N10,0.096175,0.147253,0.063937,2.02623
21,N11,0.117435,0.147253,0.063937,2.02623
21,N12,0.078583,0.147253,0.063937,2.02623
21,N13,0.062367,0.147253,0.063937,2.02623
21,N14,0.16864,0.147253,0.063937,2.02623
21,N15,0.16659,0.147253,0.063937,2.02623
22,N01,0.132688,0.149751,0.078229,1.801892
22,N02,0.09844,0.149751,0.078229,1.801892
22,N03,0.149167,0.149751,0.078229,1.801892
22,N04,0.14067,0.149751,0.078229,1.801892
22,N05,0.316965,0.149751,0.078229,1.801892
22,N06,0.317762,0.149751,0.078229,1.801892
22,N07,0.050736,0.149751,0.078229,1.801892
22,N08,0.192706,0.149751,0.078229,1.801892
22,N09,0.079052,0.149751,0.078229,1.801892
22,N10,0.159059,0.149751,0.078229,1.801892
22,N11,0.131922,0.149751,0.078229,1.801892
22,N12,0.043801,0.149751,0.078229,1.801892
22,N13,0.143738,0.149751,0.078229,1.801892
22,N14,0.190821,0.149751,0.078229,1.801892
22,N15,0.098741,0.149751,0.078229,1.801892
23,N01,0.14136,0.150329,0.078304,1.894312
23,N02,0.074161,0.150329,0.078304,1.894312
23,N03,0.154176,0.150329,0.078304,1.894312
23,N04,0.132942,0.150329,0.078304,1.894312
23,N05,0.343405,0.150329,0.078304,1.894312
23,N06,0.244261,0.150329,0.078304,1.894312
23,N07,0.098654,0.150329,0.078304,1.894312
23,N08,0.238252,0.150329,0.078304,1.894312
23,N09,0.062909,0.150329,0.078304,1.894312
23,N10,0.156789,0.150329,0.078304,1.894312
23,N11,0.146436,0.150329,0.078304,1.894312
23,N12,0.034223,0.150329,0.078304,1.894312
23,N13,0.161657,0.150329,0.078304,1.894312
23,N14,0.193485,0.150329,0.078304,1.894312
23,N15,0.072224,0.150329,0.078304,1.894312
24,N01,0.198136,0.162067,0.065198,2.118649
24,N02,0.10703,0.162067,0.065198,2.118649
24,N03,0.151329,0.162067,0.065198,2.118649
24,N04,0.121033,0.162067,0.065198,2.118649
24,N05,0.285558,0.162067,0.065198,2.118649
24,N06,0.281509,0.162067,0.065198,2.118649
24,N07,0.119196,0.162067,0.065198,2.118649
24,N08,0.230392,0.162067,0.065198,2.118649
24,N09,0.073166,0.162067,0.065198,2.118649
24,N10,0.168982,0.162067,0.065198,2.118649
24,N11,0.148083,0.162067,0.065198,2.118649
24,N12,0.077733,0.162067,0.065198,2.118649
24,N13,0.14664,0.162067,0.065198,2.118649
24,N14,0.216382,0.162067,0.065198,2.118649
24,N15,0.105833,0.162067,0.065198,2.118649
25,N01,0.181643,0.155979,0.063655,1.93381
25,N02,0.081486,0.155979,0.063655,1.93381
25,N03,0.124159,0.155979,0.063655,1.93381
25,N04,0.105956,0.155979,0.063655,1.93381
25,N05,0.232738,0.155979,0.063655,1.93381
25,N06,0.298409,0.155979,0.063655,1.93381
25,N07,0.142181,0.155979,0.063655,1.93381
25,N08,0.264496,0.155979,0.063655,1.93381
25,N09,0.170085,0.155979,0.063655,1.93381
25,N10,0.159325,0.155979,0.063655,1.93381
25,N11,0.099184,0.155979,0.063655,1.93381
25,N12,0.074495,0.155979,0.063655,1.93381
25,N13,0.144078,0.155979,0.063655,1.93381
25,N14,0.157376,0.155979,0.063655,1.93381
25,N15,0.104075,0.155979,0.063655,1.93381
26,N01,0.177498,0.160454,0.064644,2.02623
26,N02,0.072465,0.160454,0.064644,2.02623
26,N03,0.108041,0.160454,0.064644,2.02623
26,N04,0.086631,0.160454,0.064644,2.02623
26,N05,0.283592,0.160454,0.064644,2.02623
26,N06,0.271045,0.160454,0.064644,2.02623
26,N07,0.138202,0.160454,0.064644,2.02623
26,N08,0.230021,0.160454,0.064644,2.02623
26,N09,0.204545,0.160454,0.064644,2.02623
26,N10,0.130917,0.160454,0.064644,2.02623
26,N11,0.126189,0.160454,0.064644,2.02623
26,N12,0.106047,0.160454,0.064644,2.02623
26,N13,0.165232,0.160454,0.064644,2.02623
26,N14,0.210832,0.160454,0.064644,2.02623
26,N15,0.095546,0.160454,0.064644,2.02623
27,N01,0.20144,0.155961,0.06724,1.898927
27,N02,0.053882,0.155961,0.06724,1.898927
27,N03,0.104364,0.155961,0.06724,1.898927
27,N04,0.140746,0.155961,0.06724,1.898927
27,N05,0.29036,0.155961,0.06724,1.898927
27,N06,0.260288,0.155961,0.06724,1.898927
27,N07,0.116722,0.155961,0.06724,1.898927
27,N08,0.235323,0.155961,0.06724,1.898927
27,N09,0.173053,0.155961,0.06724,1.898927
27,N10,0.104782,0.155961,0.06724,1.898927
27,N11,0.112024,0.155961,0.06724,1.898927
27,N12,0.117419,0.155961,0.06724,1.898927
27,N13,0.089773,0.155961,0.06724,1.898927
27,N14,0.217418,0.155961,0.06724,1.898927
27,N15,0.121819,0.155961,0.06724,1.898927
28,N01,0.158964,0.155278,0.052941,1.767009
28,N02,0.108052,0.155278,0.052941,1.767009
28,N03,0.141629,0.155278,0.052941,1.767009
28,N04,0.121108,0.155278,0.052941,1.767009
28,N05,0.245428,0.155278,0.052941,1.767009
28,N06,0.275237,0.155278,0.052941,1.767009
28,N07,0.087255,0.155278,0.052941,1.767009
28,N08,0.204971,0.155278,0.052941,1.767009
28,N09,0.147532,0.155278,0.052941,1.767009
28,N10,0.114024,0.155278,0.052941,1.767009
28,N11,0.130003,0.155278,0.052941,1.767009
28,N12,0.112912,0.155278,0.052941,1.767009
28,N13,0.143469,0.155278,0.052941,1.767009
28,N14,0.214578,0.155278,0.052941,1.767009
28,N15,0.124009,0.155278,0.052941,1.767009
29,N01,0.110442,0.164229,0.056198,1.956463
29,N02,0.137446,0.164229,0.056198,1.956463
29,N03,0.163724,0.164229,0.056198,1.956463
29,N04,0.179794,0.164229,0.056198,1.956463
29,N05,0.206671,0.164229,0.056198,1.956463
29,N06,0.259454,0.164229,0.056198,1.956463
29,N07,0.112713,0.164229,0.056198,1.956463
29,N08,0.187595,0.164229,0.056198,1.956463
29,N09,0.14792,0.164229,0.056198,1.956463
29,N10,0.058469,0.164229,0.056198,1.956463
29,N11,0.163818,0.164229,0.056198,1.956463
29,N12,0.138341,0.164229,0.056198,1.956463
29,N13,0.186685,0.164229,0.056198,1.956463
29,N14,0.287252,0.164229,0.056198,1.956463
29,N15,0.123113,0.164229,0.056198,1.956463
30,N01,0.116403,0.145951,0.06154,1.709473
30,N02,0.138763,0.145951,0.06154,1.709473
30,N03,0.2309,0.145951,0.06154,1.709473
30,N04,0.117309,0.145951,0.06154,1.709473
30,N05,0.222656,0.145951,0.06154,1.709473
30,N06,0.197672,0.145951,0.06154,1.709473
30,N07,0.042304,0.145951,0.06154,1.709473
30,N08,0.10856,0.145951,0.06154,1.709473
30,N09,0.095083,0.145951,0.06154,1.709473
30,N10,0.113417,0.145951,0.06154,1.709473
30,N11,0.128147,0.145951,0.06154,1.709473
30,N12,0.134756,0.145951,0.06154,1.709473
30,N13,0.150662,0.145951,0.06154,1.709473
30,N14,0.291085,0.145951,0.06154,1.709473
30,N15,0.10155,0.145951,0.06154,1.709473
31,N01,0.174838,0.14784,0.064795,1.956463
31,N02,0.101135,0.14784,0.064795,1.956463
31,N03,0.183105,0.14784,0.064795,1.956463
31,N04,0.136028,0.14784,0.064795,1.956463
31,N05,0.210031,0.14784,0.064795,1.956463
31,N06,0.245318,0.14784,0.064795,1.956463
31,N07,0.066465,0.14784,0.064795,1.956463
31,N08,0.068842,0.14784,0.064795,1.956463
31,N09,0.077768,0.14784,0.064795,1.956463
31,N10,0.093045,0.14784,0.064795,1.956463
31,N11,0.158707,0.14784,0.064795,1.956463
31,N12,0.148987,0.14784,0.064795,1.956463
31,N13,0.15769,0.14784,0.064795,1.956463
31,N14,0.296119,0.14784,0.064795,1.956463
31,N15,0.099529,0.14784,0.064795,1.956463
32,N01,0.16418,0.142426,0.071014,2.083766
32,N02,0.116848,0.142426,0.071014,2.083766
32,N03,0.226415,0.142426,0.071014,2.083766
32,N04,0.137751,0.142426,0.071014,2.083766
32,N05,0.19235,0.142426,0.071014,2.083766
32,N06,0.198913,0.142426,0.071014,2.083766
32,N07,0.106787,0.142426,0.071014,2.083766
32,N08,0.055523,0.142426,0.071014,2.083766
32,N09,0.091484,0.142426,0.071014,2.083766
32,N10,0.031023,0.142426,0.071014,2.083766
32,N11,0.193775,0.142426,0.071014,2.083766
32,N12,0.100603,0.142426,0.071014,2.083766
32,N13,0.142158,0.142426,0.071014,2.083766
32,N14,0.31002,0.142426,0.071014,2.083766
32,N15,0.068557,0.142426,0.071014,2.083766
33,N01,0.162741,0.137817,0.069069,2.048883
33,N02,0.122567,0.137817,0.069069,2.048883
33,N03,0.172158,0.137817,0.069069,2.048883
33,N04,0.192095,0.137817,0.069069,2.048883
33,N05,0.242011,0.137817,0.069069,2.048883
33,N06,0.130651,0.137817,0.069069,2.048883
33,N07,0.05975,0.137817,0.069069,2.048883
33,N08,0.099299,0.137817,0.069069,2.048883
33,N09,0.038717,0.137817,0.069069,2.048883
33,N10,0.03751,0.137817,0.069069,2.048883
33,N11,0.182869,0.137817,0.069069,2.048883
33,N12,0.133876,0.137817,0.069069,2.048883
33,N13,0.145712,0.137817,0.069069,2.048883
33,N14,0.282127,0.137817,0.069069,2.048883
33,N15,0.065166,0.137817,0.069069,2.048883
34,N01,0.205205,0.149732,0.063472,2.083766
34,N02,0.112491,0.149732,0.063472,2.083766
34,N03,0.180308,0.149732,0.063472,2.083766
34,N04,0.171815,0.149732,0.063472,2.083766
34,N05,0.232507,0.149732,0.063472,2.083766
34,N06,0.136282,0.149732,0.063472,2.083766
34,N07,0.064004,0.149732,0.063472,2.083766
34,N08,0.06218,0.149732,0.063472,2.083766
34,N09,0.071741,0.149732,0.063472,2.083766
34,N10,0.100193,0.149732,0.063472,2.083766
34,N11,0.183266,0.149732,0.063472,2.083766
34,N12,0.162479,0.149732,0.063472,2.083766
34,N13,0.186257,0.149732,0.063472,2.083766
34,N14,0.284315,0.149732,0.063472,2.083766
34,N15,0.09293,0.149732,0.063472,2.083766
35,N01,0.202049,0.144692,0.051383,2.02623
35,N02,0.154853,0.144692,0.051383,2.02623
35,N03,0.176614,0.144692,0.051383,2.02623
35,N04,0.138319,0.144692,0.051383,2.02623
35,N05,0.220972,0.144692,0.051383,2.02623
35,N06,0.080506,0.144692,0.051383,2.02623
35,N07,0.070139,0.144692,0.051383,2.02623
35,N08,0.084419,0.144692,0.051383,2.02623
35,N09,0.117405,0.144692,0.051383,2.02623
35,N10,0.110403,0.144692,0.051383,2.02623
35,N11,0.212474,0.144692,0.051383,2.02623
35,N12,0.162135,0.144692,0.051383,2.02623
35,N13,0.15712,0.144692,0.051383,2.02623
35,N14,0.208668,0.144692,0.051383,2.02623
35,N15,0.074307,0.144692,0.051383,2.02623
36,N01,0.147697,0.145512,0.044403,2.02623
36,N02,0.17931,0.145512,0.044403,2.02623
36,N03,0.163044,0.145512,0.044403,2.02623
36,N04,0.166529,0.145512,0.044403,2.02623
36,N05,0.209645,0.145512,0.044403,2.02623
36,N06,0.132543,0.145512,0.044403,2.02623
36,N07,0.109464,0.145512,0.044403,2.02623
36,N08,0.068486,0.145512,0.044403,2.02623
36,N09,0.102819,0.145512,0.044403,2.02623
36,N10,0.101571,0.145512,0.044403,2.02623
36,N11,0.147093,0.145512,0.044403,2.02623
36,N12,0.18805,0.145512,0.044403,2.02623
36,N13,0.203819,0.145512,0.044403,2.02623
36,N14,0.189599,0.145512,0.044403,2.02623
36,N15,0.073016,0.145512,0.044403,2.02623
37,N01,0.190105,0.149416,0.049256,2.083766
37,N02,0.095097,0.149416,0.049256,2.083766
37,N03,0.162871,0.149416,0.049256,2.083766
