run_id,growth_rate,balancing_strength,target,delay,threshold,threshold_correction,shock_size,minimum_state,maximum_state,final_state,maximum_overshoot,time_to_peak,threshold_active_periods
46,0.067018,0.059699,45.813096,8,103.022549,0.050785,-16.521918,12.000000,185.551626,183.289505,173.551626,69,127
47,0.114342,0.077722,51.062839,5,81.402640,0.037142,-13.064850,12.000000,250.000000,250.000000,238.000000,34,143
48,0.099856,0.081280,54.316192,7,71.425568,0.084687,-14.703836,12.000000,168.914368,158.292151,156.914368,41,142
49,0.080224,0.081247,62.551271,15,83.970850,0.022144,-9.526665,12.000000,250.000000,250.000000,238.000000,42,135
50,0.078526,0.067050,42.886279,3,101.504894,0.057005,-17.848049,12.000000,190.107916,190.107916,178.107916,160,130
51,0.085893,0.043743,53.651127,7,89.390297,0.048166,-17.836287,12.000000,250.000000,250.000000,238.000000,45,136
52,0.092058,0.076733,62.455911,10,81.940484,0.045670,-10.359351,12.000000,250.000000,250.000000,238.000000,40,139
53,0.078013,0.034823,49.109655,16,94.989246,0.025816,-8.192942,12.000000,250.000000,250.000000,238.000000,43,133
54,0.055562,0.064069,41.779656,11,70.548928,0.090602,-5.102013,12.000000,102.712494,91.560627,90.712494,48,128
55,0.104676,0.071872,47.222669,12,72.119585,0.032972,-4.609362,12.000000,250.000000,250.000000,238.000000,33,142
56,0.090223,0.080454,60.224367,13,98.921581,0.061654,-17.460904,12.000000,250.000000,189.556466,238.000000,40,136
57,0.114852,0.027620,60.071761,7,76.413139,0.080484,-9.722691,12.000000,250.000000,250.000000,238.000000,34,143
58,0.075732,0.073933,42.853869,8,83.933731,0.054026,-5.987579,12.000000,157.632311,147.469031,145.632311,50,134
59,0.114419,0.067670,50.355221,4,82.379992,0.038661,-14.415108,12.000000,250.000000,250.000000,238.000000,34,143
60,0.070542,0.049190,43.473225,6,88.579227,0.027949,-10.770340,12.000000,250.000000,250.000000,238.000000,63,131
61,0.064753,0.042782,62.648458,5,73.949554,0.072628,-16.617954,12.000000,158.882583,158.882583,146.882583,160,132
62,0.064693,0.039205,45.782942,14,92.478161,0.049787,-6.007668,12.000000,250.000000,250.000000,238.000000,66,128
63,0.081552,0.048167,44.512930,15,88.891842,0.072012,-13.299273,12.000000,250.000000,222.717960,238.000000,53,135
64,0.060538,0.069313,57.081120,12,82.487595,0.091578,-13.818888,12.000000,134.183597,115.282320,122.183597,50,128
65,0.068848,0.032832,49.345948,11,85.294819,0.033553,-16.684511,12.000000,250.000000,250.000000,238.000000,53,131
66,0.081712,0.073456,47.011406,14,98.614489,0.035005,-10.472018,12.000000,250.000000,250.000000,238.000000,42,134
67,0.098179,0.078640,63.829395,9,94.815877,0.057144,-9.459441,12.000000,250.000000,250.000000,238.000000,38,138
68,0.094852,0.046998,50.740234,11,75.394905,0.068389,-14.639488,12.000000,250.000000,250.000000,238.000000,43,140
69,0.102458,0.064433,64.382933,5,94.094376,0.087238,-9.108117,12.000000,250.000000,250.000000,238.000000,105,139
70,0.087166,0.081945,63.096717,12,73.967388,0.036543,-4.852778,12.000000,250.000000,250.000000,238.000000,41,139
71,0.106302,0.041779,59.658132,11,88.255482,0.024443,-11.900580,12.000000,250.000000,250.000000,238.000000,32,141
72,0.098604,0.064610,43.576083,5,74.341440,0.062767,-10.393253,12.000000,250.000000,250.000000,238.000000,98,141
73,0.095843,0.038273,47.006662,10,88.983522,0.046896,-7.484016,12.000000,250.000000,250.000000,238.000000,37,139
74,0.101515,0.067736,57.195069,13,83.225507,0.057808,-14.507096,12.000000,250.000000,250.000000,238.000000,36,140
75,0.111591,0.038759,61.613047,13,77.785437,0.090333,-10.626674,12.000000,250.000000,250.000000,238.000000,35,143
76,0.068101,0.074874,48.333347,16,85.491659,0.066525,-14.343013,12.000000,183.384099,99.188636,171.384099,54,112
77,0.098658,0.060963,42.298013,14,102.511629,0.057780,-8.901587,12.000000,250.000000,250.000000,238.000000,35,138
78,0.065144,0.065428,44.186949,8,83.512626,0.057518,-13.648698,12.000000,138.502909,133.108288,126.502909,54,130
79,0.093381,0.061803,50.505214,14,97.214597,0.071444,-15.050878,12.000000,250.000000,250.000000,238.000000,40,137
80,0.085131,0.069448,57.223675,3,104.430906,0.057265,-13.511151,12.000000,239.180448,239.180448,227.180448,160,134
81,0.056888,0.057091,45.493053,15,86.416075,0.061995,-10.156141,12.000000,157.053873,126.072706,145.053873,60,125
82,0.068299,0.063476,50.678831,16,82.332592,0.065678,-12.924451,12.000000,191.080423,134.813846,179.080423,56,131
83,0.073351,0.080763,42.983197,15,79.711153,0.028894,-12.545813,12.000000,250.000000,250.000000,238.000000,51,98
84,0.056915,0.027730,59.915235,4,73.973770,0.047515,-7.232401,12.000000,250.000000,250.000000,238.000000,126,128
85,0.108410,0.068905,57.240797,14,92.438136,0.072480,-17.671067,12.000000,250.000000,250.000000,238.000000,33,141
86,0.107800,0.043880,52.369202,8,86.275636,0.047822,-15.639634,12.000000,250.000000,250.000000,238.000000,33,141
87,0.056609,0.066307,56.249213,6,73.490021,0.070004,-8.970872,12.000000,112.230959,111.344098,100.230959,56,128
88,0.104933,0.036408,58.160098,13,104.913432,0.035943,-14.771768,12.000000,250.000000,250.000000,238.000000,32,139
89,0.071678,0.070824,55.189644,15,70.999209,0.057418,-7.555967,12.000000,196.760548,131.277490,184.760548,56,135
90,0.083635,0.040836,43.192029,7,74.021627,0.075926,-10.263473,12.000000,222.615018,222.615018,210.615018,160,138
91,0.093134,0.032461,50.942996,3,82.140900,0.067913,-16.286611,12.000000,250.000000,250.000000,238.000000,47,139
92,0.074683,0.051824,54.676253,4,99.726981,0.089631,-6.260932,12.000000,176.301741,176.301741,164.301741,160,131
93,0.106532,0.061522,43.942775,13,85.465982,0.091270,-15.693796,12.000000,250.000000,224.515137,238.000000,38,141
94,0.063890,0.033526,62.158901,8,78.936658,0.054384,-7.752493,12.000000,250.000000,250.000000,238.000000,109,130
95,0.097248,0.041781,59.560488,2,100.179826,0.043541,-10.839950,12.000000,250.000000,250.000000,238.000000,39,137
96,0.062992,0.049806,55.466823,10,91.311393,0.055505,-8.214736,12.000000,190.153496,185.044507,178.153496,69,127
97,0.110593,0.037598,54.367639,7,76.179769,0.093886,-8.099401,12.000000,250.000000,250.000000,238.000000,41,143
98,0.071411,0.033109,46.984642,10,73.441462,0.021989,-16.442603,12.000000,250.000000,250.000000,238.000000,50,134
99,0.074517,0.083480,61.021960,8,104.300101,0.090737,-6.478167,12.000000,163.381519,146.001275,151.381519,44,130
100,0.103348,0.059328,51.291499,15,95.917987,0.024268,-11.593131,12.000000,250.000000,250.000000,238.000000,32,139
101,0.079857,0.045050,63.188645,11,89.580672,0.034455,-12.296819,12.000000,250.000000,250.000000,238.000000,44,134
102,0.111295,0.043597,60.625922,6,92.178020,0.071711,-12.534623,12.000000,250.000000,250.000000,238.000000,34,141
103,0.098995,0.056602,63.183112,12,91.978847,0.024444,-8.583227,12.000000,250.000000,250.000000,238.000000,34,139
104,0.096304,0.080885,48.217857,11,101.052252,0.094706,-10.436255,12.000000,219.160614,171.808815,207.160614,42,137
105,0.073579,0.077814,61.814026,10,92.625089,0.083677,-15.613872,12.000000,167.841570,143.281027,155.841570,47,132
106,0.067048,0.080532,58.586399,14,98.702883,0.047297,-13.181503,12.000000,224.699327,124.523774,212.699327,57,117
107,0.092672,0.030862,56.604392,3,102.732935,0.031028,-8.480737,12.000000,250.000000,250.000000,238.000000,38,136
108,0.062829,0.046158,43.988187,14,77.468114,0.036355,-7.230257,12.000000,250.000000,245.889152,238.000000,77,130
109,0.075603,0.036851,42.090402,13,95.367644,0.079144,-5.935334,12.000000,233.245535,225.304359,221.245535,69,132
110,0.061505,0.027888,61.483584,10,85.006458,0.033516,-17.753501,12.000000,250.000000,250.000000,238.000000,60,128
111,0.102711,0.080738,52.325448,16,71.343788,0.088021,-10.675179,12.000000,250.000000,81.651283,238.000000,43,130
112,0.102611,0.055550,59.357385,6,103.670281,0.066970,-10.117297,12.000000,250.000000,250.000000,238.000000,37,138
113,0.093905,0.079070,46.517869,7,80.518532,0.056760,-7.648679,12.000000,203.156426,196.729199,191.156426,53,139
114,0.096820,0.041157,50.442725,15,95.227489,0.079734,-14.713248,12.000000,250.000000,250.000000,238.000000,38,138
115,0.071932,0.058840,41.768512,13,70.918671,0.075214,-11.854955,12.000000,149.380363,124.411568,137.380363,50,135
116,0.063789,0.071103,49.286417,8,86.095058,0.083189,-7.198993,12.000000,126.263544,117.861493,114.263544,47,129
117,0.089089,0.082557,57.727303,8,90.984144,0.037061,-15.842066,12.000000,250.000000,250.000000,238.000000,44,137
118,0.113899,0.034483,59.746519,12,84.407790,0.037279,-4.858175,12.000000,250.000000,250.000000,238.000000,30,142
119,0.100538,0.044489,41.847233,6,84.437091,0.033147,-16.167183,12.000000,250.000000,250.000000,238.000000,36,140
120,0.080720,0.028577,57.657283,5,77.285145,0.094372,-5.605770,12.000000,211.547258,211.547258,199.547258,160,137
121,0.104757,0.055103,61.246760,15,70.297678,0.056141,-12.575461,12.000000,250.000000,250.000000,238.000000,35,143
122,0.076983,0.061263,63.033702,5,102.078533,0.082040,-10.258249,12.000000,184.503741,184.503741,172.503741,160,132
123,0.103543,0.069207,40.318282,10,100.447771,0.067827,-4.989412,12.000000,250.000000,250.000000,238.000000,37,139
124,0.068663,0.047708,54.203110,13,75.714343,0.072573,-17.768217,12.000000,172.832655,156.182926,160.832655,59,133
125,0.060744,0.073005,47.860377,11,87.654208,0.026409,-14.814156,12.000000,182.075772,149.287768,170.075772,62,127
126,0.104438,0.058799,60.036082,4,98.022043,0.091538,-16.712997,12.000000,250.000000,250.000000,238.000000,53,139
127,0.060141,0.034665,53.652067,10,91.153151,0.079347,-5.528711,12.000000,168.868897,168.786082,156.868897,70,126
128,0.097114,0.031880,41.239838,7,93.688522,0.040016,-14.921192,12.000000,250.000000,250.000000,238.000000,37,138
129,0.091670,0.074781,45.547831,16,73.465516,0.063069,-12.810951,12.000000,250.000000,175.330362,238.000000,43,140
130,0.057903,0.074176,54.458227,6,84.915634,0.026457,-10.223738,12.000000,147.122195,147.116308,135.122195,139,126
131,0.080219,0.053215,61.431560,13,86.907875,0.022827,-8.967661,12.000000,250.000000,250.000000,238.000000,42,135
132,0.093792,0.049683,56.852831,2,87.336962,0.036718,-17.991583,12.000000,250.000000,250.000000,238.000000,43,138
133,0.105628,0.081146,54.750486,4,101.006916,0.087932,-5.591661,12.000000,210.002534,210.002534,198.002534,160,139
134,0.082863,0.055805,51.555923,9,104.401394,0.094347,-10.990925,12.000000,198.922651,189.137044,186.922651,50,133
135,0.090189,0.049338,58.687462,6,71.299569,0.045805,-9.354537,12.000000,250.000000,250.000000,238.000000,45,140
136,0.102572,0.032662,46.236053,11,102.309945,0.059088,-5.904154,12.000000,250.000000,250.000000,238.000000,34,139
137,0.098748,0.057386,40.937209,16,91.536359,0.054670,-13.013297,12.000000,250.000000,250.000000,238.000000,36,139
138,0.094011,0.051935,55.571739,5,91.085331,0.028203,-6.595111,12.000000,250.000000,250.000000,238.000000,39,138
139,0.056840,0.082973,59.749391,12,86.233597,0.061729,-8.131399,12.000000,146.315190,119.227925,134.315190,54,125
140,0.063148,0.074782,49.996231,6,92.289066,0.031360,-17.175193,12.000000,154.295728,154.279386,142.295728,136,127
141,0.086065,0.069814,54.486601,11,87.440725,0.061116,-16.326799,12.000000,246.100548,201.627828,234.100548,53,136
142,0.084553,0.050050,54.127139,6,96.274641,0.033629,-17.970455,12.000000,250.000000,250.000000,238.000000,44,135
143,0.061469,0.028568,47.430410,6,78.314997,0.085869,-15.100767,12.000000,152.491665,152.491665,140.491665,160,129
144,0.113818,0.073110,43.064311,10,73.234802,0.088716,-12.667340,12.000000,239.054980,199.982336,227.054980,45,144
145,0.056096,0.026210,57.772977,11,100.297895,0.048380,-4.279572,12.000000,250.000000,250.000000,238.000000,76,122
146,0.108194,0.081177,62.692663,7,78.871437,0.046430,-16.209035,12.000000,250.000000,250.000000,238.000000,35,142
147,0.077349,0.045530,62.245503,2,102.956766,0.022772,-16.723443,12.000000,250.000000,250.000000,238.000000,50,131
148,0.108490,0.069362,59.093384,7,87.803460,0.064760,-17.259172,12.000000,250.000000,250.000000,238.000000,36,141
149,0.059486,0.058740,42.978325,16,86.200933,0.039445,-15.651115,12.000000,206.833484,165.976449,194.833484,67,126
150,0.100731,0.038532,40.648215,8,70.063824,0.027150,-17.126877,12.000000,250.000000,250.000000,238.000000,35,142
151,0.073813,0.053506,49.080998,12,101.229121,0.036314,-11.010989,12.000000,250.000000,250.000000,238.000000,49,131
152,0.103609,0.048438,55.514887,7,91.239474,0.054220,-7.977297,12.000000,250.000000,250.000000,238.000000,35,140
153,0.061676,0.070298,64.323967,6,73.245150,0.092163,-16.909369,12.000000,113.966286,111.845466,101.966286,49,130
154,0.104415,0.074670,45.429060,8,97.810715,0.091456,-6.769429,12.000000,218.284717,199.937951,206.284717,43,139
155,0.075818,0.052544,45.491929,3,79.570313,0.020911,-5.808010,12.000000,250.000000,250.000000,238.000000,59,134
156,0.089527,0.065892,60.378368,16,81.209366,0.083789,-9.316054,12.000000,250.000000,166.378541,238.000000,51,138
157,0.102679,0.082170,60.832223,3,82.362031,0.054954,-10.300088,12.000000,250.000000,250.000000,238.000000,62,141
158,0.107900,0.070685,60.147994,12,99.549163,0.048147,-15.395120,12.000000,250.000000,250.000000,238.000000,32,140
159,0.104214,0.048101,56.118381,5,77.561344,0.061612,-14.784173,12.000000,250.000000,250.000000,238.000000,39,142
160,0.090667,0.061536,42.219243,6,85.598081,0.081267,-10.004243,12.000000,183.258024,183.258024,171.258024,160,138
161,0.086980,0.076829,59.943203,9,71.206418,0.057293,-4.923567,12.000000,208.409429,183.972709,196.409429,51,139
162,0.061781,0.040377,64.601280,6,100.520718,0.024818,-12.874708,12.000000,250.000000,250.000000,238.000000,61,125
163,0.080171,0.082102,61.299463,13,86.346357,0.073287,-16.690355,12.000000,206.891604,149.755964,194.891604,49,135
164,0.088265,0.068241,63.056362,7,74.867427,0.052744,-8.594582,12.000000,250.000000,250.000000,238.000000,68,139
165,0.084636,0.068036,64.387133,10,96.339084,0.090736,-15.099524,12.000000,201.685066,177.195104,189.685066,47,135
166,0.090013,0.038273,64.145587,9,101.459020,0.086453,-7.145112,12.000000,250.000000,250.000000,238.000000,45,136
167,0.062565,0.037621,55.821927,13,101.546948,0.086900,-7.246686,12.000000,186.129384,176.301131,174.129384,63,125
168,0.061596,0.025737,44.611481,6,99.154801,0.054425,-8.426178,12.000000,250.000000,250.000000,238.000000,80,125
169,0.093238,0.068471,54.049214,10,90.791556,0.046810,-16.039021,12.000000,250.000000,250.000000,238.000000,39,138
170,0.098018,0.047677,63.961093,3,70.082159,0.091687,-10.286552,12.000000,228.895636,228.895636,216.895636,160,142
171,0.072653,0.055065,61.043620,10,102.782637,0.093858,-6.525708,12.000000,183.563081,170.567864,171.563081,51,130
172,0.080505,0.074479,40.241152,8,103.143282,0.023606,-12.099195,12.000000,250.000000,250.000000,238.000000,53,132
173,0.089205,0.080982,48.432140,15,90.232717,0.078190,-11.498964,12.000000,242.969255,106.043452,230.969255,48,120
174,0.080332,0.063984,40.282569,15,92.807172,0.024705,-11.606010,12.000000,250.000000,250.000000,238.000000,42,134
175,0.065894,0.049075,53.173096,6,94.500719,0.065534,-6.868738,12.000000,180.681517,180.681517,168.681517,160,128
176,0.111627,0.031580,41.587141,12,104.794334,0.059053,-12.986962,12.000000,250.000000,250.000000,238.000000,31,140
177,0.103978,0.064413,50.238652,13,96.512959,0.041160,-16.810467,12.000000,250.000000,250.000000,238.000000,33,139
178,0.070871,0.077375,45.048952,9,84.929809,0.055823,-12.651702,12.000000,149.947771,132.117052,137.947771,48,132
179,0.088059,0.049197,53.228749,3,87.321647,0.061328,-17.112254,12.000000,250.000000,250.000000,238.000000,59,137
180,0.066340,0.060544,58.477031,11,78.640716,0.082352,-6.318815,12.000000,146.223733,130.891623,134.223733,51,131
181,0.056260,0.070588,63.083148,16,72.878840,0.067974,-6.518980,12.000000,145.933761,107.116047,133.933761,59,128
182,0.061351,0.048490,63.245958,2,88.436193,0.071347,-5.182850,12.000000,160.290963,160.290963,148.290963,160,127
183,0.081401,0.064717,50.818884,5,90.278730,0.082905,-12.288109,12.000000,162.689357,162.689357,150.689357,160,135
184,0.103212,0.036477,60.746954,15,99.432275,0.043114,-5.250658,12.000000,250.000000,250.000000,238.000000,33,139
185,0.056106,0.077094,49.746978,10,76.958088,0.045724,-14.006488,12.000000,127.966057,110.504249,115.966057,54,126
186,0.055243,0.052785,53.669955,10,102.793731,0.090090,-9.903792,12.000000,146.429686,138.018238,134.429686,57,121
187,0.105775,0.049651,42.428229,16,80.655724,0.094529,-11.552170,12.000000,250.000000,250.000000,238.000000,39,142
188,0.098428,0.050728,58.776130,9,80.421864,0.082832,-10.008427,12.000000,250.000000,250.000000,238.000000,47,140
189,0.073339,0.033648,62.604461,15,81.505465,0.027535,-15.752545,12.000000,250.000000,250.000000,238.000000,46,133
190,0.111896,0.064757,51.798261,9,83.268719,0.033102,-15.674732,12.000000,250.000000,250.000000,238.000000,31,142
191,0.078117,0.062343,57.641987,3,96.473327,0.029566,-13.482915,12.000000,250.000000,250.000000,238.000000,60,133
192,0.058326,0.038448,63.076906,9,102.990332,0.065422,-7.038712,12.000000,201.188395,201.188337,189.188395,157,123
193,0.097217,0.030153,60.013298,12,94.979507,0.044360,-10.441661,12.000000,250.000000,250.000000,238.000000,35,138
194,0.075367,0.062936,50.026905,11,100.261301,0.052673,-4.988492,12.000000,239.003124,209.584612,227.003124,60,131
195,0.092172,0.062710,60.913785,7,93.897346,0.086257,-7.278492,12.000000,212.193643,209.863532,200.193643,55,137
196,0.100669,0.084071,41.016422,10,94.133570,0.059387,-10.045200,12.000000,250.000000,207.722795,238.000000,40,139
197,0.059754,0.076912,58.365075,3,85.004774,0.057668,-5.547488,12.000000,125.504614,125.504614,113.504614,160,126
198,0.071088,0.083297,59.842315,4,81.566745,0.056289,-15.421286,12.000000,139.798429,139.798429,127.798429,160,133
199,0.081364,0.059408,64.139585,10,98.043131,0.091590,-12.531350,12.000000,201.125882,183.694749,189.125882,49,134
200,0.072670,0.048162,46.919780,13,80.985401,0.043479,-11.270039,12.000000,250.000000,250.000000,238.000000,55,133
201,0.089129,0.046743,54.679639,8,104.564463,0.072088,-10.466573,12.000000,250.000000,250.000000,238.000000,45,135
202,0.109357,0.038696,52.306232,7,104.611043,0.053616,-6.022250,12.000000,250.000000,250.000000,238.000000,32,140
203,0.088115,0.034276,41.989813,14,72.251132,0.022572,-11.770994,12.000000,250.000000,250.000000,238.000000,39,139
204,0.109416,0.066940,49.234062,16,103.117408,0.051461,-12.602461,12.000000,250.000000,250.000000,238.000000,31,140
205,0.114438,0.053071,52.791468,10,103.322059,0.060254,-14.142230,12.000000,250.000000,250.000000,238.000000,30,141
206,0.100357,0.057914,64.734672,9,87.865447,0.069384,-5.269085,12.000000,250.000000,250.000000,238.000000,38,140
207,0.065406,0.059249,40.940957,10,100.962792,0.063911,-14.468022,12.000000,166.135249,153.623322,154.135249,56,127
208,0.070398,0.082241,49.880454,13,85.621791,0.075713,-13.538864,12.000000,161.277347,125.717644,149.277347,48,128
209,0.084892,0.069687,56.571295,9,87.899122,0.036576,-4.212661,12.000000,250.000000,250.000000,238.000000,44,136
210,0.061274,0.074424,44.065095,7,94.209708,0.035951,-11.766200,12.000000,138.812790,135.758797,126.812790,61,125
211,0.056594,0.057427,40.169736,7,88.152413,0.060899,-15.958303,12.000000,124.929512,124.330788,112.929512,67,123
212,0.084496,0.083981,62.775019,4,75.680700,0.040048,-8.592006,12.000000,209.973750,209.973750,197.973750,160,138
213,0.067460,0.041212,47.605634,14,80.490523,0.028686,-5.195231,12.000000,250.000000,250.000000,238.000000,53,131
214,0.085554,0.042306,40.798300,7,100.487147,0.067331,-16.477093,12.000000,250.000000,250.000000,238.000000,51,134
215,0.066234,0.076968,62.042537,12,85.920742,0.077680,-10.367524,12.000000,159.130993,131.155082,147.130993,50,130
216,0.101141,0.036067,49.384162,10,85.318094,0.063099,-13.555030,12.000000,250.000000,250.000000,238.000000,37,140
217,0.066335,0.065035,54.358781,7,85.152103,0.074444,-7.483954,12.000000,138.182352,134.997963,126.182352,52,130
218,0.091934,0.064565,56.012298,5,103.160907,0.055285,-9.600525,12.000000,250.000000,250.000000,238.000000,48,136
219,0.091052,0.075351,64.854147,14,74.589075,0.090070,-8.305141,12.000000,210.248888,151.693848,198.248888,48,140
220,0.066477,0.055754,59.707547,6,70.523223,0.073128,-8.209012,12.000000,135.985269,135.985267,123.985269,157,133
221,0.100039,0.035851,42.390188,16,104.426180,0.040344,-15.291860,12.000000,250.000000,250.000000,238.000000,34,138
222,0.105984,0.076731,48.985836,12,85.059990,0.087669,-5.833588,12.000000,250.000000,189.107129,238.000000,40,141
223,0.088130,0.068163,58.576703,8,93.097532,0.043808,-11.182158,12.000000,250.000000,250.000000,238.000000,44,136
224,0.094286,0.051014,55.665437,6,79.765229,0.029206,-4.356029,12.000000,250.000000,250.000000,238.000000,39,139
225,0.112670,0.064302,46.753522,7,82.156685,0.052488,-10.862227,12.000000,250.000000,250.000000,238.000000,34,142
226,0.114518,0.066275,51.974531,4,88.372876,0.067353,-10.728452,12.000000,250.000000,250.000000,238.000000,38,142
227,0.109224,0.052961,55.238258,6,82.053605,0.092142,-16.759210,12.000000,250.000000,250.000000,238.000000,47,142
228,0.069169,0.075701,48.857974,16,90.302185,0.045270,-5.893738,12.000000,240.332229,202.416432,228.332229,60,103
229,0.058418,0.072958,54.916219,2,95.834303,0.083689,-15.998278,12.000000,122.436917,122.436917,110.436917,160,122
230,0.070617,0.081289,64.825791,14,80.636704,0.075395,-9.487910,12.000000,175.984162,131.310530,163.984162,51,133
231,0.064086,0.033407,57.177771,7,98.874589,0.092355,-16.631880,12.000000,179.021890,179.021890,167.021890,160,127
232,0.109942,0.048351,63.470358,2,104.420853,0.049094,-6.160684,12.000000,250.000000,250.000000,238.000000,34,140
233,0.060682,0.072042,40.961259,11,91.238468,0.039048,-17.977145,12.000000,154.505938,126.941853,142.505938,57,126
234,0.089315,0.029814,50.967421,13,71.089847,0.056675,-16.926095,12.000000,250.000000,250.000000,238.000000,43,140
