"scenario","time","state","capacity_buffer","stress_index","growth","policy_drag","shock_time","shock_size","resilience_investment"
"policy_intervention",10,24.9772593989533,5,4.99545187979066,0.045,0.02,0,0,0
"policy_intervention",11,25.6016908839272,5,5.12033817678543,0.045,0.02,0,0,0
"policy_intervention",12,26.2417331560253,5,5.24834663120507,0.045,0.02,0,0,0
"policy_intervention",13,26.897776484926,5,5.37955529698519,0.045,0.02,0,0,0
"policy_intervention",14,27.5702208970491,5,5.51404417940982,0.045,0.02,0,0,0
"policy_intervention",15,28.2594764194753,5,5.65189528389507,0.045,0.02,0,0,0
"policy_intervention",16,28.9659633299622,5,5.79319266599244,0.045,0.02,0,0,0
"policy_intervention",17,29.6901124132113,5,5.93802248264226,0.045,0.02,0,0,0
"policy_intervention",18,30.4323652235416,5,6.08647304470831,0.045,0.02,0,0,0
"policy_intervention",19,31.1931743541301,5,6.23863487082602,0.045,0.02,0,0,0
"policy_intervention",20,31.9730037129833,5,6.39460074259667,0.045,0.02,0,0,0
"policy_intervention",21,32.7723288058079,5,6.55446576116159,0.045,0.02,0,0,0
"policy_intervention",22,33.5916370259531,5,6.71832740519063,0.045,0.02,0,0,0
"policy_intervention",23,34.431427951602,5,6.88628559032039,0.045,0.02,0,0,0
"policy_intervention",24,35.292213650392,5,7.0584427300784,0.045,0.02,0,0,0
"policy_intervention",25,36.1745189916518,5,7.23490379833036,0.045,0.02,0,0,0
"policy_intervention",26,37.0788819664431,5,7.41577639328862,0.045,0.02,0,0,0
"policy_intervention",27,38.0058540156042,5,7.60117080312084,0.045,0.02,0,0,0
"policy_intervention",28,38.9560003659943,5,7.79120007319886,0.045,0.02,0,0,0
"policy_intervention",29,39.9299003751441,5,7.98598007502883,0.045,0.02,0,0,0
"policy_intervention",30,40.9281478845228,4.99071852115477,8.20085278523234,0.045,0.02,0,0,0
"policy_intervention",31,41.9513515816358,4.97120500533841,8.43886975825492,0.045,0.02,0,0,0
"policy_intervention",32,43.0001353711767,4.94120365162665,8.70236047790118,0.045,0.02,0,0,0
"policy_intervention",33,44.0751387554561,4.90045226407209,8.99409613243154,0.045,0.02,0,0,0
"policy_intervention",34,45.1770172243425,4.84868209182866,9.31738075805754,0.045,0.02,0,0,0
"policy_intervention",35,46.3064426549511,4.78561766527915,9.67616844757906,0.045,0.02,0,0,0
"policy_intervention",36,47.4641037213249,4.7109766280659,10.0752152830806,0.045,0.02,0,0,0
"policy_intervention",37,48.650706314358,4.62446956492232,10.5202781922028,0.045,0.02,0,0,0
"policy_intervention",38,49.8669739722169,4.52579982520015,11.0183781647947,0.045,0.02,0,0,0
"policy_intervention",39,51.1136483215224,4.41466334198493,11.5781531595885,0.045,0.02,0,0,0
"policy_intervention",40,52.3914895295604,4.29074844668932,12.2103381683876,0.045,0.02,0,0,0
"policy_intervention",41,53.7012767677994,4.15373567901133,12.9284289896321,0.045,0.02,0,0,0
"policy_intervention",42,55.0438086869944,4.00329759214138,13.7496170144951,0.045,0.02,0,0,0
"policy_intervention",43,56.4199039041693,3.83909855309969,14.6961332520666,0.045,0.02,0,0,0
"policy_intervention",44,57.8304015017735,3.66079453808196,15.7972267769153,0.045,0.02,0,0,0
"policy_intervention",45,59.2761615393179,3.46803292268878,17.0921565223668,0.045,0.02,0,0,0
"policy_intervention",46,60.7580655778008,3.26045226691077,18.6348581742521,0.045,0.02,0,0,0
"policy_intervention",47,62.2770172172458,3.03768209473831,20.5014926759842,0.045,0.02,0,0,0
"policy_intervention",48,63.833942647677,2.79934266826154,22.8031899672073,0.045,0.02,0,0,0
"policy_intervention",49,65.4297912138689,2.54504475612285,25.7086996432806,0.045,0.02,0,0,0
"policy_intervention",50,67.0655359942156,2.2743893961807,29.4872707843417,0.045,0.02,0,0,0
"policy_intervention",51,68.742174394071,1.98696765223999,34.5965241641328,0.045,0.02,0,0,0
"policy_intervention",52,70.4607287539228,1.68236036470076,41.8820665490747,0.045,0.02,0,0,0
"policy_intervention",53,72.2222469727708,1.36013789497305,53.0992094549368,0.045,0.02,0,0,0
"policy_intervention",54,74.0278031470901,1.01985986350215,72.5862501274265,0.045,0.02,0,0,0
"policy_intervention",55,75.8784982257673,1,75.8784982257673,0.045,0.02,0,0,0
"policy_intervention",56,77.7754606814115,1,77.7754606814115,0.045,0.02,0,0,0
"policy_intervention",57,79.7198471984468,1,79.7198471984468,0.045,0.02,0,0,0
"policy_intervention",58,81.712843378408,1,81.712843378408,0.045,0.02,0,0,0
"policy_intervention",59,83.7556644628682,1,83.7556644628682,0.045,0.02,0,0,0
"policy_intervention",60,85.8495560744399,1,85.8495560744399,0.045,0.02,0,0,0
"policy_intervention",61,87.9957949763009,1,87.9957949763009,0.045,0.02,0,0,0
"policy_intervention",62,90.1956898507084,1,90.1956898507084,0.045,0.02,0,0,0
"policy_intervention",63,92.4505820969761,1,92.4505820969761,0.045,0.02,0,0,0
"policy_intervention",64,94.7618466494005,1,94.7618466494005,0.045,0.02,0,0,0
"policy_intervention",65,97.1308928156355,1,97.1308928156355,0.045,0.02,0,0,0
"policy_intervention",66,99.5591651360264,1,99.5591651360264,0.045,0.02,0,0,0
"policy_intervention",67,102.048144264427,1,102.048144264427,0.045,0.02,0,0,0
"policy_intervention",68,104.599347871038,1,104.599347871038,0.045,0.02,0,0,0
"policy_intervention",69,107.214331567814,1,107.214331567814,0.045,0.02,0,0,0
"policy_intervention",70,109.894689857009,1,109.894689857009,0.045,0.02,0,0,0
"policy_intervention",71,112.642057103434,1,112.642057103434,0.045,0.02,0,0,0
"policy_intervention",72,115.45810853102,1,115.45810853102,0.045,0.02,0,0,0
"policy_intervention",73,118.344561244296,1,118.344561244296,0.045,0.02,0,0,0
"policy_intervention",74,121.303175275403,1,121.303175275403,0.045,0.02,0,0,0
"policy_intervention",75,124.335754657288,1,124.335754657288,0.045,0.02,0,0,0
"policy_intervention",76,127.44414852372,1,127.44414852372,0.045,0.02,0,0,0
"policy_intervention",77,130.630252236813,1,130.630252236813,0.045,0.02,0,0,0
"policy_intervention",78,133.896008542734,1,133.896008542734,0.045,0.02,0,0,0
"policy_intervention",79,137.243408756302,1,137.243408756302,0.045,0.02,0,0,0
"policy_intervention",80,140.67449397521,1,140.67449397521,0.045,0.02,0,0,0
"stress_shock",1,20,5,4,0.045,0,42,22,0
"stress_shock",2,20.9,5,4.18,0.045,0,42,22,0
"stress_shock",3,21.8405,5,4.3681,0.045,0,42,22,0
"stress_shock",4,22.8233225,5,4.5646645,0.045,0,42,22,0
"stress_shock",5,23.8503720125,5,4.7700744025,0.045,0,42,22,0
"stress_shock",6,24.9236387530625,5,4.9847277506125,0.045,0,42,22,0
"stress_shock",7,26.0452024969503,5,5.20904049939006,0.045,0,42,22,0
"stress_shock",8,27.2172366093131,5,5.44344732186261,0.045,0,42,22,0
"stress_shock",9,28.4420122567322,5,5.68840245134643,0.045,0,42,22,0
"stress_shock",10,29.7219028082851,5,5.94438056165702,0.045,0,42,22,0
"stress_shock",11,31.0593884346579,5,6.21187768693159,0.045,0,42,22,0
"stress_shock",12,32.4570609142175,5,6.49141218284351,0.045,0,42,22,0
"stress_shock",13,33.9176286553573,5,6.78352573107147,0.045,0,42,22,0
"stress_shock",14,35.4439219448484,5,7.08878438896968,0.045,0,42,22,0
"stress_shock",15,37.0388984323666,5,7.40777968647332,0.045,0,42,22,0
"stress_shock",16,38.7056488618231,5,7.74112977236462,0.045,0,42,22,0
"stress_shock",17,40.4474030606051,4.99552596939395,8.09672561176019,0.045,0,42,22,0
"stress_shock",18,42.2675361983324,4.97285060741063,8.49965935742059,0.045,0,42,22,0
"stress_shock",19,44.1695753272573,4.93115485413805,8.95724766992295,0.045,0,42,22,0
"stress_shock",20,46.1572062169839,4.86958279196821,9.47867778182448,0.045,0,42,22,0
"stress_shock",21,48.2342804967482,4.78723998700073,10.0755927481646,0.045,0,42,22,0
"stress_shock",22,50.4048231191018,4.68319175580971,10.7629210477176,0.045,0,42,22,0
"stress_shock",23,52.6730401594614,4.5564613542151,11.5600761346817,0.045,0,42,22,0
"stress_shock",24,55.0433269666372,4.40602808454873,12.4927317553117,0.045,0,42,22,0
"stress_shock",25,57.5202766801359,4.23082531774737,13.5955215259895,0.045,0,42,22,0
"stress_shock",26,60.108689130742,4.02973842643995,14.916275641207,0.045,0,42,22,0
"stress_shock",27,62.8135801416254,3.8016026250237,16.52292107759,0.045,0,42,22,0
"stress_shock",28,65.6401912479985,3.54520071254371,18.5152256727662,0.045,0,42,22,0
"stress_shock",29,68.5939998541584,3.25926071400213,21.04587692524,0.045,0,42,22,0
"stress_shock",30,71.6807298475956,2.94245341552617,24.3608716010131,0.045,0,42,22,0
"stress_shock",31,74.9063626907374,2.5933897886188,28.8835727739298,0.045,0,42,22,0
"stress_shock",32,78.2771490118206,2.21061829850059,35.4096177820088,0.045,0,42,22,0
"stress_shock",33,81.7996207173525,1.79262209132707,45.6312689178101,0.045,0,42,22,0
"stress_shock",34,85.4806036496333,1.33781605483073,63.8956329915242,0.045,0,42,22,0
"stress_shock",35,89.3272308138668,1,89.3272308138668,0.045,0,42,22,0
"stress_shock",36,93.3469562004908,1,93.3469562004908,0.045,0,42,22,0
"stress_shock",37,97.5475692295129,1,97.5475692295129,0.045,0,42,22,0
"stress_shock",38,101.937209844841,1,101.937209844841,0.045,0,42,22,0
"stress_shock",39,106.524384287859,1,106.524384287859,0.045,0,42,22,0
"stress_shock",40,111.317981580812,1,111.317981580812,0.045,0,42,22,0
"stress_shock",41,116.327290751949,1,116.327290751949,0.045,0,42,22,0
"stress_shock",42,99.5620188357868,1,99.5620188357868,0.045,0,42,22,0
"stress_shock",43,104.042309683397,1,104.042309683397,0.045,0,42,22,0
"stress_shock",44,108.72421361915,1,108.72421361915,0.045,0,42,22,0
"stress_shock",45,113.616803232012,1,113.616803232012,0.045,0,42,22,0
"stress_shock",46,118.729559377452,1,118.729559377452,0.045,0,42,22,0
"stress_shock",47,124.072389549438,1,124.072389549438,0.045,0,42,22,0
"stress_shock",48,129.655647079162,1,129.655647079162,0.045,0,42,22,0
"stress_shock",49,135.490151197725,1,135.490151197725,0.045,0,42,22,0
"stress_shock",50,141.587208001622,1,141.587208001622,0.045,0,42,22,0
"stress_shock",51,147.958632361695,1,147.958632361695,0.045,0,42,22,0
"stress_shock",52,154.616770817972,1,154.616770817972,0.045,0,42,22,0
"stress_shock",53,161.57452550478,1,161.57452550478,0.045,0,42,22,0
"stress_shock",54,168.845379152495,1,168.845379152495,0.045,0,42,22,0
"stress_shock",55,176.443421214358,1,176.443421214358,0.045,0,42,22,0
"stress_shock",56,184.383375169004,1,184.383375169004,0.045,0,42,22,0
"stress_shock",57,192.680627051609,1,192.680627051609,0.045,0,42,22,0
"stress_shock",58,201.351255268931,1,201.351255268931,0.045,0,42,22,0
"stress_shock",59,210.412061756033,1,210.412061756033,0.045,0,42,22,0
"stress_shock",60,219.880604535055,1,219.880604535055,0.045,0,42,22,0
"stress_shock",61,229.775231739132,1,229.775231739132,0.045,0,42,22,0
"stress_shock",62,240.115117167393,1,240.115117167393,0.045,0,42,22,0
"stress_shock",63,250.920297439926,1,250.920297439926,0.045,0,42,22,0
"stress_shock",64,262.211710824723,1,262.211710824723,0.045,0,42,22,0
"stress_shock",65,274.011237811835,1,274.011237811835,0.045,0,42,22,0
"stress_shock",66,286.341743513368,1,286.341743513368,0.045,0,42,22,0
"stress_shock",67,299.227121971469,1,299.227121971469,0.045,0,42,22,0
"stress_shock",68,312.692342460185,1,312.692342460185,0.045,0,42,22,0
"stress_shock",69,326.763497870894,1,326.763497870894,0.045,0,42,22,0
"stress_shock",70,341.467855275084,1,341.467855275084,0.045,0,42,22,0
"stress_shock",71,356.833908762463,1,356.833908762463,0.045,0,42,22,0
"stress_shock",72,372.891434656773,1,372.891434656773,0.045,0,42,22,0
"stress_shock",73,389.671549216328,1,389.671549216328,0.045,0,42,22,0
"stress_shock",74,407.206768931063,1,407.206768931063,0.045,0,42,22,0
"stress_shock",75,425.531073532961,1,425.531073532961,0.045,0,42,22,0
"stress_shock",76,444.679971841944,1,444.679971841944,0.045,0,42,22,0
"stress_shock",77,464.690570574832,1,464.690570574832,0.045,0,42,22,0
"stress_shock",78,485.601646250699,1,485.601646250699,0.045,0,42,22,0
"stress_shock",79,507.45372033198,1,507.45372033198,0.045,0,42,22,0
"stress_shock",80,530.28913774692,1,530.28913774692,0.045,0,42,22,0
"rapid_growth",1,20,5,4,0.065,0,0,0,0
"rapid_growth",2,21.3,5,4.26,0.065,0,0,0,0
"rapid_growth",3,22.6845,5,4.5369,0.065,0,0,0,0
"rapid_growth",4,24.1589925,5,4.8317985,0.065,0,0,0,0
"rapid_growth",5,25.7293270125,5,5.1458654025,0.065,0,0,0,0
"rapid_growth",6,27.4017332683125,5,5.4803466536625,0.065,0,0,0,0
"rapid_growth",7,29.1828459307528,5,5.83656918615056,0.065,0,0,0,0
"rapid_growth",8,31.0797309162517,5,6.21594618325035,0.065,0,0,0,0
"rapid_growth",9,33.0999134258081,5,6.61998268516162,0.065,0,0,0,0
"rapid_growth",10,35.2514077984856,5,7.05028155969713,0.065,0,0,0,0
"rapid_growth",11,37.5427493053872,5,7.50854986107744,0.065,0,0,0,0
"rapid_growth",12,39.9830280102374,5,7.99660560204747,0.065,0,0,0,0
"rapid_growth",13,42.5819248309028,4.97418075169097,8.5605905688946,0.065,0,0,0,0
"rapid_growth",14,45.3497499449115,4.92068325224186,9.21614898180048,0.065,0,0,0,0
"rapid_growth",15,48.2974836913307,4.83770841532855,9.98354583304307,0.065,0,0,0,0
"rapid_growth",16,51.4368201312672,4.72334021401588,10.8899248838005,0.065,0,0,0,0
"rapid_growth",17,54.7802134397996,4.57553807961788,11.9724090339938,0.065,0,0,0,0
"rapid_growth",18,58.3409273133866,4.39212880648402,13.2830638362106,0.065,0,0,0,0
"rapid_growth",19,62.1330875887567,4.17079793059645,14.8971704270198,0.065,0,0,0,0
"rapid_growth",20,66.1717382820259,3.90908054777619,16.9276988471547,0.065,0,0,0,0
"rapid_growth",21,70.4729012703576,3.60435153507261,19.5521720300064,0.065,0,0,0,0
"rapid_growth",22,75.0536398529308,3.25381513654331,23.0663503313419,0.065,0,0,0,0
"rapid_growth",23,79.9321264433713,2.85449387210959,28.0022063541156,0.065,0,0,0,0
"rapid_growth",24,85.1277146621905,2.40321672548769,35.4224043796613,0.065,0,0,0,0
"rapid_growth",25,90.6610161152328,1.89660656433536,47.8016990028735,0.065,0,0,0,0
"rapid_growth",26,96.553982162723,1.33106674270813,72.5387984424271,0.065,0,0,0,0
"rapid_growth",27,102.8299910033,1,102.8299910033,0.065,0,0,0,0
"rapid_growth",28,109.513940418514,1,109.513940418514,0.065,0,0,0,0
"rapid_growth",29,116.632346545718,1,116.632346545718,0.065,0,0,0,0
"rapid_growth",30,124.21344907119,1,124.21344907119,0.065,0,0,0,0
"rapid_growth",31,132.287323260817,1,132.287323260817,0.065,0,0,0,0
"rapid_growth",32,140.88599927277,1,140.88599927277,0.065,0,0,0,0
"rapid_growth",33,150.0435892255,1,150.0435892255,0.065,0,0,0,0
"rapid_growth",34,159.796422525158,1,159.796422525158,0.065,0,0,0,0
"rapid_growth",35,170.183189989293,1,170.183189989293,0.065,0,0,0,0
"rapid_growth",36,181.245097338597,1,181.245097338597,0.065,0,0,0,0
"rapid_growth",37,193.026028665606,1,193.026028665606,0.065,0,0,0,0
"rapid_growth",38,205.57272052887,1,205.57272052887,0.065,0,0,0,0
"rapid_growth",39,218.934947363247,1,218.934947363247,0.065,0,0,0,0
"rapid_growth",40,233.165718941858,1,233.165718941858,0.065,0,0,0,0
"rapid_growth",41,248.321490673078,1,248.321490673078,0.065,0,0,0,0
"rapid_growth",42,264.462387566828,1,264.462387566828,0.065,0,0,0,0
"rapid_growth",43,281.652442758672,1,281.652442758672,0.065,0,0,0,0
"rapid_growth",44,299.959851537986,1,299.959851537986,0.065,0,0,0,0
"rapid_growth",45,319.457241887955,1,319.457241887955,0.065,0,0,0,0
"rapid_growth",46,340.221962610672,1,340.221962610672,0.065,0,0,0,0
"rapid_growth",47,362.336390180366,1,362.336390180366,0.065,0,0,0,0
"rapid_growth",48,385.88825554209,1,385.88825554209,0.065,0,0,0,0
"rapid_growth",49,410.970992152325,1,410.970992152325,0.065,0,0,0,0
"rapid_growth",50,437.684106642226,1,437.684106642226,0.065,0,0,0,0
"rapid_growth",51,466.133573573971,1,466.133573573971,0.065,0,0,0,0
"rapid_growth",52,496.432255856279,1,496.432255856279,0.065,0,0,0,0
"rapid_growth",53,528.700352486938,1,528.700352486938,0.065,0,0,0,0
"rapid_growth",54,563.065875398588,1,563.065875398588,0.065,0,0,0,0
"rapid_growth",55,599.665157299497,1,599.665157299497,0.065,0,0,0,0
"rapid_growth",56,638.643392523964,1,638.643392523964,0.065,0,0,0,0
"rapid_growth",57,680.155213038022,1,680.155213038022,0.065,0,0,0,0
"rapid_growth",58,724.365301885493,1,724.365301885493,0.065,0,0,0,0
"rapid_growth",59,771.44904650805,1,771.44904650805,0.065,0,0,0,0
"rapid_growth",60,821.593234531074,1,821.593234531074,0.065,0,0,0,0
"rapid_growth",61,874.996794775593,1,874.996794775593,0.065,0,0,0,0
"rapid_growth",62,931.871586436007,1,931.871586436007,0.065,0,0,0,0
"rapid_growth",63,992.443239554347,1,992.443239554347,0.065,0,0,0,0
"rapid_growth",64,1056.95205012538,1,1056.95205012538,0.065,0,0,0,0
"rapid_growth",65,1125.65393338353,1,1125.65393338353,0.065,0,0,0,0
"rapid_growth",66,1198.82143905346,1,1198.82143905346,0.065,0,0,0,0
"rapid_growth",67,1276.74483259193,1,1276.74483259193,0.065,0,0,0,0
"rapid_growth",68,1359.73324671041,1,1359.73324671041,0.065,0,0,0,0
"rapid_growth",69,1448.11590774659,1,1448.11590774659,0.065,0,0,0,0
"rapid_growth",70,1542.24344175011,1,1542.24344175011,0.065,0,0,0,0
"rapid_growth",71,1642.48926546387,1,1642.48926546387,0.065,0,0,0,0
"rapid_growth",72,1749.25106771902,1,1749.25106771902,0.065,0,0,0,0
"rapid_growth",73,1862.95238712076,1,1862.95238712076,0.065,0,0,0,0
"rapid_growth",74,1984.04429228361,1,1984.04429228361,0.065,0,0,0,0
"rapid_growth",75,2113.00717128204,1,2113.00717128204,0.065,0,0,0,0
"rapid_growth",76,2250.35263741538,1,2250.35263741538,0.065,0,0,0,0
"rapid_growth",77,2396.62555884738,1,2396.62555884738,0.065,0,0,0,0
"rapid_growth",78,2552.40622017246,1,2552.40622017246,0.065,0,0,0,0
"rapid_growth",79,2718.31262448367,1,2718.31262448367,0.065,0,0,0,0
"rapid_growth",80,2895.0029450751,1,2895.0029450751,0.065,0,0,0,0
"resilience_investment",1,20,13,1.53846153846154,0.045,0.012,42,22,8
"resilience_investment",2,20.66,13.32,1.55105105105105,0.045,0.012,42,22,8
"resilience_investment",3,21.34178,13.64,1.56464662756598,0.045,0.012,42,22,8
"resilience_investment",4,22.04605874,13.96,1.57923056876791,0.045,0.012,42,22,8
"resilience_investment",5,22.77357867842,14.28,1.59478842285854,0.045,0.012,42,22,8
"resilience_investment",6,23.5251067748079,14.6,1.61130868320602,0.045,0.012,42,22,8
"resilience_investment",7,24.3014352983765,14.92,1.62878252670084,0.045,0.012,42,22,8
"resilience_investment",8,25.1033826632229,15.24,1.64720358682565,0.045,0.012,42,22,8
"resilience_investment",9,25.9317942911093,15.56,1.66656775649803,0.045,0.012,42,22,8
"resilience_investment",10,26.7875435027159,15.88,1.68687301654382,0.045,0.012,42,22,8
"resilience_investment",11,27.6715324383055,16.2,1.70811928631516,0.045,0.012,42,22,8
"resilience_investment",12,28.5846930087696,16.52,1.73030829350906,0.045,0.012,42,22,8
"resilience_investment",13,29.527987878059,16.84,1.75344346069234,0.045,0.012,42,22,8
"resilience_investment",14,30.502411478035,17.16,1.77752980641229,0.045,0.012,42,22,8
"resilience_investment",15,31.5089910568101,17.48,1.80257385908525,0.045,0.012,42,22,8
"resilience_investment",16,32.5487877616848,17.8,1.82858358211713,0.045,0.012,42,22,8
"resilience_investment",17,33.6228977578204,18.12,1.85556830893049,0.045,0.012,42,22,8
"resilience_investment",18,34.7324533838285,18.44,1.8835386867586,0.045,0.012,42,22,8
"resilience_investment",19,35.8786243454949,18.76,1.91250662822467,0.045,0.012,42,22,8
"resilience_investment",20,37.0626189488962,19.08,1.94248526985829,0.045,0.012,42,22,8
"resilience_investment",21,38.2856853742098,19.4,1.97348893681494,0.045,0.012,42,22,8
"resilience_investment",22,39.5491129915587,19.72,2.0055331131622,0.045,0.012,42,22,8
"resilience_investment",23,40.8542337202801,20.0314576627972,2.03950378489706,0.045,0.012,42,22,8
"resilience_investment",24,42.2024234330494,20.3294334284667,2.07592718122457,0.045,0.012,42,22,8
"resilience_investment",25,43.59510340634,20.6134823944033,2.11488299610047,0.045,0.012,42,22,8
"resilience_investment",26,45.0337418187492,20.8831449762158,2.15646359157296,0.045,0.012,42,22,8
"resilience_investment",27,46.5198552987679,21.1379464232281,2.20077458648717,0.045,0.012,42,22,8
