scenario_id,policy,growth,external_shock,shock_time,final_state,maximum_state,cumulative_cost,resilience_score
11,Policy_C_high_resilience,0.057826,4.819527,26,184.143789,184.143789,6815.156534,0.000000
12,Policy_A_low_intervention,0.072887,9.154494,45,770.985266,770.985266,130991.599853,0.000000
12,Policy_B_moderate_intervention,0.072887,9.154494,45,328.412326,328.412326,24213.454296,0.000000
12,Policy_C_high_resilience,0.072887,9.154494,45,438.833765,438.833765,43654.246219,0.000000
13,Policy_A_low_intervention,0.032934,13.898058,36,71.975260,71.975260,409.976050,0.000000
13,Policy_B_moderate_intervention,0.032934,13.898058,36,29.733223,29.733223,39.600000,59.373454
13,Policy_C_high_resilience,0.032934,13.898058,36,41.664693,41.664693,68.849469,40.398944
14,Policy_A_low_intervention,0.051217,9.646202,45,221.263286,221.263286,10375.406759,0.000000
14,Policy_B_moderate_intervention,0.051217,9.646202,45,92.456316,92.456316,1070.671605,0.000000
14,Policy_C_high_resilience,0.051217,9.646202,45,125.207038,125.207038,2617.927848,0.000000
15,Policy_A_low_intervention,0.050061,4.332820,22,206.313890,206.313890,8758.825680,0.000000
15,Policy_B_moderate_intervention,0.050061,4.332820,22,86.724440,86.724440,854.652323,0.000000
15,Policy_C_high_resilience,0.050061,4.332820,22,117.137942,117.137942,2168.908862,0.000000
16,Policy_A_low_intervention,0.059770,0.032009,40,368.688023,368.688023,30676.921125,0.000000
16,Policy_B_moderate_intervention,0.059770,0.032009,40,155.467278,155.467278,4531.935954,0.000000
16,Policy_C_high_resilience,0.059770,0.032009,40,207.615283,207.615283,9006.771535,0.000000
17,Policy_A_low_intervention,0.048203,16.221802,23,173.418329,173.418329,5677.744363,0.000000
17,Policy_B_moderate_intervention,0.048203,16.221802,23,73.786843,73.786843,465.735516,0.000000
17,Policy_C_high_resilience,0.048203,16.221802,23,102.327468,102.327468,1452.011909,0.000000
18,Policy_A_low_intervention,0.039232,16.983862,31,102.886076,102.886076,1403.960634,0.000000
18,Policy_B_moderate_intervention,0.039232,16.983862,31,43.040810,43.040810,49.573422,42.740424
18,Policy_C_high_resilience,0.039232,16.983862,31,60.263675,60.263675,230.456275,0.000000
19,Policy_A_low_intervention,0.059840,6.098194,33,364.515649,364.515649,29858.740264,0.000000
19,Policy_B_moderate_intervention,0.059840,6.098194,33,153.911083,153.911083,4399.554602,0.000000
19,Policy_C_high_resilience,0.059840,6.098194,33,207.000451,207.000451,8928.232699,0.000000
20,Policy_A_low_intervention,0.049058,8.562156,33,193.241633,193.241633,7535.286635,0.000000
20,Policy_B_moderate_intervention,0.049058,8.562156,33,80.951159,80.951159,672.763016,0.000000
20,Policy_C_high_resilience,0.049058,8.562156,33,109.994552,109.994552,1816.663445,0.000000
21,Policy_A_low_intervention,0.030144,0.834747,31,65.805391,65.805391,291.339355,0.000000
21,Policy_B_moderate_intervention,0.030144,0.834747,31,27.070994,27.070994,39.600000,62.301907
21,Policy_C_high_resilience,0.030144,0.834747,31,36.552132,36.552132,62.541402,47.284375
22,Policy_A_low_intervention,0.047562,12.571235,40,176.187637,176.187637,6096.853978,0.000000
22,Policy_B_moderate_intervention,0.047562,12.571235,40,73.474382,73.474382,475.905947,0.000000
22,Policy_C_high_resilience,0.047562,12.571235,40,100.410693,100.410693,1396.795175,0.000000
23,Policy_A_low_intervention,0.064114,5.573116,42,468.776698,468.776698,49708.794399,0.000000
23,Policy_B_moderate_intervention,0.064114,5.573116,42,198.316461,198.316461,8089.978331,0.000000
23,Policy_C_high_resilience,0.064114,5.573116,42,265.618352,265.618352,15488.647897,0.000000
24,Policy_A_low_intervention,0.066021,17.341622,45,516.656983,516.656983,60318.363468,0.000000
24,Policy_B_moderate_intervention,0.066021,17.341622,45,218.621572,218.621572,10119.086971,0.000000
24,Policy_C_high_resilience,0.066021,17.341622,45,294.636936,294.636936,19326.266611,0.000000
25,Policy_A_low_intervention,0.035511,17.165585,40,83.564558,83.564558,735.257160,0.000000
25,Policy_B_moderate_intervention,0.035511,17.165585,40,34.430892,34.430892,39.600000,54.206019
25,Policy_C_high_resilience,0.035511,17.165585,40,48.416412,48.416412,100.181627,26.705622
26,Policy_A_low_intervention,0.035336,12.985589,39,84.253086,84.253086,755.120689,0.000000
26,Policy_B_moderate_intervention,0.035336,12.985589,39,34.764108,34.764108,39.600000,53.839481
26,Policy_C_high_resilience,0.035336,12.985589,39,48.354809,48.354809,100.024604,26.804789
27,Policy_A_low_intervention,0.041319,17.791633,21,112.428473,112.428473,1783.458402,0.000000
27,Policy_B_moderate_intervention,0.041319,17.791633,21,48.045567,48.045567,72.932955,32.563285
27,Policy_C_high_resilience,0.041319,17.791633,21,67.535568,67.535568,356.876395,0.000000
28,Policy_A_low_intervention,0.041882,14.727970,30,122.030370,122.030370,2321.048441,0.000000
28,Policy_B_moderate_intervention,0.041882,14.727970,30,51.131822,51.131822,97.066671,24.341661
28,Policy_C_high_resilience,0.041882,14.727970,30,70.944955,70.944955,433.597087,0.000000
29,Policy_A_low_intervention,0.070887,1.239296,31,692.003406,692.003406,106370.241637,0.000000
29,Policy_B_moderate_intervention,0.070887,1.239296,31,294.555333,294.555333,19264.011947,0.000000
29,Policy_C_high_resilience,0.070887,1.239296,31,392.571051,392.571051,34882.042648,0.000000
30,Policy_A_low_intervention,0.052188,2.852215,44,237.287209,237.287209,12092.006189,0.000000
30,Policy_B_moderate_intervention,0.052188,2.852215,44,99.380371,99.380371,1335.971336,0.000000
30,Policy_C_high_resilience,0.052188,2.852215,44,133.437181,133.437181,3093.092017,0.000000
31,Policy_A_low_intervention,0.065259,9.464284,31,492.900731,492.900731,54626.314209,0.000000
31,Policy_B_moderate_intervention,0.065259,9.464284,31,209.308882,209.308882,9092.335117,0.000000
31,Policy_C_high_resilience,0.065259,9.464284,31,281.899010,281.899010,17536.765291,0.000000
32,Policy_A_low_intervention,0.035373,13.400546,42,84.678269,84.678269,779.252075,0.000000
32,Policy_B_moderate_intervention,0.035373,13.400546,42,34.842652,34.842652,39.600000,53.753083
32,Policy_C_high_resilience,0.035373,13.400546,42,48.483854,48.483854,101.190711,26.429618
33,Policy_A_low_intervention,0.073035,10.569180,26,762.102931,762.102931,127260.767487,0.000000
33,Policy_B_moderate_intervention,0.073035,10.569180,26,326.426537,326.426537,23729.177279,0.000000
33,Policy_C_high_resilience,0.073035,10.569180,26,439.115168,439.115168,43559.257917,0.000000
34,Policy_A_low_intervention,0.046876,13.703893,36,167.479566,167.479566,5356.348955,0.000000
34,Policy_B_moderate_intervention,0.046876,13.703893,36,69.979849,69.979849,388.999254,0.000000
34,Policy_C_high_resilience,0.046876,13.703893,36,96.043346,96.043346,1214.813033,0.000000
35,Policy_A_low_intervention,0.064690,15.099579,40,477.174370,477.174370,51378.697060,0.000000
35,Policy_B_moderate_intervention,0.064690,15.099579,40,201.969393,201.969393,8416.403334,0.000000
35,Policy_C_high_resilience,0.064690,15.099579,40,272.588179,272.588179,16353.927312,0.000000
36,Policy_A_low_intervention,0.047373,10.560326,37,174.626656,174.626656,5948.036322,0.000000
36,Policy_B_moderate_intervention,0.047373,10.560326,37,72.927115,72.927115,459.941685,0.000000
36,Policy_C_high_resilience,0.047373,10.560326,37,99.452456,99.452456,1354.154768,0.000000
37,Policy_A_low_intervention,0.073900,6.028858,20,804.422596,804.422596,141285.350919,0.000000
37,Policy_B_moderate_intervention,0.073900,6.028858,20,344.992636,344.992636,26644.878723,0.000000
37,Policy_C_high_resilience,0.073900,6.028858,20,462.543478,462.543478,48343.434169,0.000000
38,Policy_A_low_intervention,0.057021,13.108352,26,299.405723,299.405723,19611.111917,0.000000
38,Policy_B_moderate_intervention,0.057021,13.108352,26,127.072248,127.072248,2642.206483,0.000000
38,Policy_C_high_resilience,0.057021,13.108352,26,173.369569,173.369569,5879.067563,0.000000
39,Policy_A_low_intervention,0.054836,0.056143,36,277.884050,277.884050,17018.268143,0.000000
39,Policy_B_moderate_intervention,0.054836,0.056143,36,116.697794,116.697794,2134.086369,0.000000
39,Policy_C_high_resilience,0.054836,0.056143,36,156.063370,156.063370,4597.821413,0.000000
40,Policy_A_low_intervention,0.060645,10.913685,31,376.172365,376.172365,31708.184489,0.000000
40,Policy_B_moderate_intervention,0.060645,10.913685,31,159.257401,159.257401,4763.349279,0.000000
40,Policy_C_high_resilience,0.060645,10.913685,31,215.478333,215.478333,9752.491357,0.000000
41,Policy_A_low_intervention,0.064475,12.153763,31,468.040134,468.040134,49211.829783,0.000000
41,Policy_B_moderate_intervention,0.064475,12.153763,31,198.782541,198.782541,8065.509628,0.000000
41,Policy_C_high_resilience,0.064475,12.153763,31,268.644180,268.644180,15810.471744,0.000000
42,Policy_A_low_intervention,0.059295,8.969539,27,347.859095,347.859095,26979.614905,0.000000
42,Policy_B_moderate_intervention,0.059295,8.969539,27,147.353041,147.353041,3919.204114,0.000000
42,Policy_C_high_resilience,0.059295,8.969539,27,199.339954,199.339954,8170.517237,0.000000
43,Policy_A_low_intervention,0.062195,10.428528,22,405.423382,405.423382,36710.320953,0.000000
43,Policy_B_moderate_intervention,0.062195,10.428528,22,172.947974,172.947974,5788.909160,0.000000
43,Policy_C_high_resilience,0.062195,10.428528,22,234.581523,234.581523,11749.931407,0.000000
44,Policy_A_low_intervention,0.055647,4.163133,22,285.493669,285.493669,17904.172178,0.000000
44,Policy_B_moderate_intervention,0.055647,4.163133,22,120.486245,120.486245,2313.676960,0.000000
44,Policy_C_high_resilience,0.055647,4.163133,22,162.272394,162.272394,5040.309977,0.000000
45,Policy_A_low_intervention,0.064718,5.839546,33,482.745602,482.745602,52561.245242,0.000000
45,Policy_B_moderate_intervention,0.064718,5.839546,33,204.612064,204.612064,8661.801938,0.000000
45,Policy_C_high_resilience,0.064718,5.839546,33,274.460164,274.460164,16589.572234,0.000000
46,Policy_A_low_intervention,0.069801,3.486131,23,644.903004,644.903004,92609.217765,0.000000
46,Policy_B_moderate_intervention,0.069801,3.486131,23,274.846258,274.846258,16589.622668,0.000000
46,Policy_C_high_resilience,0.069801,3.486131,23,367.613025,367.613025,30490.456859,0.000000
47,Policy_A_low_intervention,0.042739,10.274332,25,130.256335,130.256335,2782.419572,0.000000
47,Policy_B_moderate_intervention,0.042739,10.274332,25,54.724836,54.724836,133.742636,13.054153
47,Policy_C_high_resilience,0.042739,10.274332,25,75.196211,75.196211,537.715286,0.000000
48,Policy_A_low_intervention,0.056029,15.540441,24,277.975341,277.975341,16643.407538,0.000000
48,Policy_B_moderate_intervention,0.056029,15.540441,24,118.434840,118.434840,2163.165631,0.000000
48,Policy_C_high_resilience,0.056029,15.540441,24,162.607213,162.607213,5022.983515,0.000000
49,Policy_A_low_intervention,0.049196,12.361019,30,191.054691,191.054691,7279.981456,0.000000
49,Policy_B_moderate_intervention,0.049196,12.361019,30,80.328806,80.328806,647.442761,0.000000
49,Policy_C_high_resilience,0.049196,12.361019,30,109.993273,109.993273,1808.320660,0.000000
50,Policy_A_low_intervention,0.033078,6.247415,29,75.456138,75.456138,498.429163,0.000000
50,Policy_B_moderate_intervention,0.033078,6.247415,29,31.264803,31.264803,39.600000,57.688716
50,Policy_C_high_resilience,0.033078,6.247415,29,42.833091,42.833091,72.404580,38.402684
51,Policy_A_low_intervention,0.053223,12.515896,41,246.327227,246.327227,13094.201089,0.000000
51,Policy_B_moderate_intervention,0.053223,12.515896,41,103.203241,103.203241,1493.007776,0.000000
51,Policy_C_high_resilience,0.053223,12.515896,41,140.188044,140.188044,3509.620764,0.000000
52,Policy_A_low_intervention,0.037439,12.956872,33,94.758223,94.758223,1099.201345,0.000000
52,Policy_B_moderate_intervention,0.037439,12.956872,33,39.408338,39.408338,41.712204,48.308388
52,Policy_C_high_resilience,0.037439,12.956872,33,54.712532,54.712532,157.885088,8.239198
53,Policy_A_low_intervention,0.050805,6.126925,29,215.097420,215.097420,9634.013792,0.000000
53,Policy_B_moderate_intervention,0.050805,6.126925,29,90.311421,90.311421,975.977951,0.000000
53,Policy_C_high_resilience,0.050805,6.126925,29,122.178824,122.178824,2434.271564,0.000000
54,Policy_A_low_intervention,0.069401,4.319917,25,629.629103,629.629103,88381.375073,0.000000
54,Policy_B_moderate_intervention,0.069401,4.319917,25,268.243726,268.243726,15742.160605,0.000000
54,Policy_C_high_resilience,0.069401,4.319917,25,359.070908,359.070908,29056.151726,0.000000
55,Policy_A_low_intervention,0.068713,13.286788,33,597.855557,597.855557,79742.523459,0.000000
55,Policy_B_moderate_intervention,0.068713,13.286788,33,254.519990,254.519990,14018.459818,0.000000
55,Policy_C_high_resilience,0.068713,13.286788,33,343.071187,343.071187,26429.730751,0.000000
56,Policy_A_low_intervention,0.040045,2.127995,27,116.729479,116.729479,2105.186272,0.000000
56,Policy_B_moderate_intervention,0.040045,2.127995,27,48.497453,48.497453,79.004416,30.851919
56,Policy_C_high_resilience,0.040045,2.127995,27,65.453857,65.453857,325.435421,0.000000
57,Policy_A_low_intervention,0.063990,5.549148,37,464.406307,464.406307,48729.254392,0.000000
57,Policy_B_moderate_intervention,0.063990,5.549148,37,196.569524,196.569524,7912.905432,0.000000
57,Policy_C_high_resilience,0.063990,5.549148,37,263.492814,263.492814,15212.225885,0.000000
58,Policy_A_low_intervention,0.037457,9.823510,20,94.330862,94.330862,1069.789738,0.000000
58,Policy_B_moderate_intervention,0.037457,9.823510,20,39.732926,39.732926,42.170398,47.859701
58,Policy_C_high_resilience,0.037457,9.823510,20,54.856050,54.856050,159.661294,7.726086
59,Policy_A_low_intervention,0.045504,1.005677,45,161.809730,161.809730,4984.394211,0.000000
59,Policy_B_moderate_intervention,0.045504,1.005677,45,67.400716,67.400716,342.635290,0.000000
59,Policy_C_high_resilience,0.045504,1.005677,45,90.508707,90.508707,1017.679070,0.000000
60,Policy_A_low_intervention,0.067791,15.926635,35,565.910566,565.910566,71643.386436,0.000000
60,Policy_B_moderate_intervention,0.067791,15.926635,35,240.609911,240.609911,12401.927125,0.000000
60,Policy_C_high_resilience,0.067791,15.926635,35,324.972919,324.972919,23629.706261,0.000000
61,Policy_A_low_intervention,0.036113,12.433828,39,88.574866,88.574866,897.610741,0.000000
61,Policy_B_moderate_intervention,0.036113,12.433828,39,36.575698,36.575698,39.738282,51.819076
61,Policy_C_high_resilience,0.036113,12.433828,39,50.735967,50.735967,118.620873,20.466262
62,Policy_A_low_intervention,0.072887,4.486067,21,764.596433,764.596433,128403.294260,0.000000
62,Policy_B_moderate_intervention,0.072887,4.486067,21,327.077304,327.077304,23900.125736,0.000000
62,Policy_C_high_resilience,0.072887,4.486067,21,437.695685,437.695685,43338.323859,0.000000
63,Policy_A_low_intervention,0.058110,8.528199,45,330.994499,330.994499,24600.833828,0.000000
63,Policy_B_moderate_intervention,0.058110,8.528199,45,139.211565,139.211565,3436.399259,0.000000
63,Policy_C_high_resilience,0.058110,8.528199,45,187.395272,187.395272,7126.818152,0.000000
64,Policy_A_low_intervention,0.073998,7.569302,37,819.050663,819.050663,146798.562385,0.000000
64,Policy_B_moderate_intervention,0.073998,7.569302,37,349.528343,349.528343,27471.631115,0.000000
64,Policy_C_high_resilience,0.073998,7.569302,37,467.140190,467.140190,49389.964419,0.000000
65,Policy_A_low_intervention,0.037771,1.651452,43,102.812392,102.812392,1461.773913,0.000000
65,Policy_B_moderate_intervention,0.037771,1.651452,43,42.533408,42.533408,48.770461,43.459159
65,Policy_C_high_resilience,0.037771,1.651452,43,57.363327,57.363327,193.881375,0.000000
66,Policy_A_low_intervention,0.054207,17.482578,24,247.314510,247.314510,12866.083623,0.000000
66,Policy_B_moderate_intervention,0.054207,17.482578,24,105.470525,105.470525,1541.245586,0.000000
66,Policy_C_high_resilience,0.054207,17.482578,24,145.590506,145.590506,3809.984184,0.000000
67,Policy_A_low_intervention,0.038601,6.426772,37,105.533768,105.533768,1568.048108,0.000000
67,Policy_B_moderate_intervention,0.038601,6.426772,37,43.731921,43.731921,52.650901,41.364707
67,Policy_C_high_resilience,0.038601,6.426772,37,59.616618,59.616618,224.688978,0.000000
68,Policy_A_low_intervention,0.036421,14.224021,23,86.290121,86.290121,781.313501,0.000000
68,Policy_B_moderate_intervention,0.036421,14.224021,23,36.438714,36.438714,39.706730,51.976068
68,Policy_C_high_resilience,0.036421,14.224021,23,50.977643,50.977643,119.844623,19.955668
69,Policy_A_low_intervention,0.040372,14.116074,32,112.256770,112.256770,1839.959068,0.000000
69,Policy_B_moderate_intervention,0.040372,14.116074,32,46.859513,46.859513,66.733982,35.107739
69,Policy_C_high_resilience,0.040372,14.116074,32,65.003107,65.003107,311.899416,0.000000
70,Policy_A_low_intervention,0.069510,8.672456,44,636.246458,636.246458,90478.363392,0.000000
70,Policy_B_moderate_intervention,0.069510,8.672456,44,270.281476,270.281476,16063.300209,0.000000
70,Policy_C_high_resilience,0.069510,8.672456,44,361.706733,361.706733,29545.401114,0.000000
71,Policy_A_low_intervention,0.067260,13.798906,33,549.350638,549.350638,67565.579058,0.000000
71,Policy_B_moderate_intervention,0.067260,13.798906,33,233.635341,233.635341,11616.965382,0.000000
71,Policy_C_high_resilience,0.067260,13.798906,33,315.378416,315.378416,22196.095766,0.000000
72,Policy_A_low_intervention,0.061880,12.744192,27,398.992506,398.992506,35589.021277,0.000000
72,Policy_B_moderate_intervention,0.061880,12.744192,27,169.667463,169.667463,5532.191675,0.000000
72,Policy_C_high_resilience,0.061880,12.744192,27,230.354150,230.354150,11292.697621,0.000000
73,Policy_A_low_intervention,0.041982,16.853804,22,118.297506,118.297506,2077.373171,0.000000
73,Policy_B_moderate_intervention,0.041982,16.853804,22,50.364900,50.364900,89.711109,26.656388
73,Policy_C_high_resilience,0.041982,16.853804,22,70.515707,70.515707,420.633381,0.000000
74,Policy_A_low_intervention,0.056375,15.026147,21,281.566695,281.566695,17054.742877,0.000000
74,Policy_B_moderate_intervention,0.056375,15.026147,21,120.488717,120.488717,2264.496876,0.000000
74,Policy_C_high_resilience,0.056375,15.026147,21,165.579662,165.579662,5242.492535,0.000000
75,Policy_A_low_intervention,0.065655,15.856909,33,498.533818,498.533818,55747.258038,0.000000
75,Policy_B_moderate_intervention,0.065655,15.856909,33,211.848566,211.848566,9320.927185,0.000000
75,Policy_C_high_resilience,0.065655,15.856909,33,286.885087,286.885087,18180.633977,0.000000
76,Policy_A_low_intervention,0.063014,10.576113,33,433.011626,433.011626,42212.915833,0.000000
76,Policy_B_moderate_intervention,0.063014,10.576113,33,183.453278,183.453278,6707.363703,0.000000
76,Policy_C_high_resilience,0.063014,10.576113,33,247.532491,247.532491,13262.233493,0.000000
77,Policy_A_low_intervention,0.066946,17.240978,30,532.179293,532.179293,63226.977428,0.000000
77,Policy_B_moderate_intervention,0.066946,17.240978,30,226.917812,226.917812,10839.988798,0.000000
77,Policy_C_high_resilience,0.066946,17.240978,30,307.992321,307.992321,21080.900886,0.000000
78,Policy_A_low_intervention,0.045002,11.906714,38,151.237978,151.237978,4180.882680,0.000000
78,Policy_B_moderate_intervention,0.045002,11.906714,38,62.999836,62.999836,253.919919,0.000000
78,Policy_C_high_resilience,0.045002,11.906714,38,86.299533,86.299533,868.100215,0.000000
79,Policy_A_low_intervention,0.066301,14.044344,21,505.184816,505.184816,56742.493579,0.000000
79,Policy_B_moderate_intervention,0.066301,14.044344,21,217.051846,217.051846,9765.702217,0.000000
79,Policy_C_high_resilience,0.066301,14.044344,21,295.448988,295.448988,19271.593638,0.000000
80,Policy_A_low_intervention,0.066191,3.746312,37,528.284624,528.284624,62900.450225,0.000000
80,Policy_B_moderate_intervention,0.066191,3.746312,37,223.988325,223.988325,10642.573646,0.000000
80,Policy_C_high_resilience,0.066191,3.746312,37,299.502669,299.502669,19975.870988,0.000000
81,Policy_A_low_intervention,0.064517,13.335031,26,463.067914,463.067914,47963.642185,0.000000
81,Policy_B_moderate_intervention,0.064517,13.335031,26,197.495347,197.495347,7908.501985,0.000000
81,Policy_C_high_resilience,0.064517,13.335031,26,267.988325,267.988325,15693.883894,0.000000
82,Policy_A_low_intervention,0.053054,16.950252,40,241.011618,241.011618,12455.972194,0.000000
82,Policy_B_moderate_intervention,0.053054,16.950252,40,100.978995,100.978995,1393.763794,0.000000
82,Policy_C_high_resilience,0.053054,16.950252,40,138.027732,138.027732,3368.089106,0.000000
83,Policy_A_low_intervention,0.049521,10.211094,25,194.742437,194.742437,7594.760117,0.000000
83,Policy_B_moderate_intervention,0.049521,10.211094,25,82.155675,82.155675,700.850724,0.000000
83,Policy_C_high_resilience,0.049521,10.211094,25,112.232073,112.232073,1913.597194,0.000000
84,Policy_A_low_intervention,0.060757,12.516854,36,379.815480,379.815480,32418.505647,0.000000
84,Policy_B_moderate_intervention,0.060757,12.516854,36,160.468661,160.468661,4868.423700,0.000000
84,Policy_C_high_resilience,0.060757,12.516854,36,217.055281,217.055281,9926.961955,0.000000
85,Policy_A_low_intervention,0.074513,15.870940,44,840.515041,840.515041,154422.095192,0.000000
85,Policy_B_moderate_intervention,0.074513,15.870940,44,358.412623,358.412623,28981.771910,0.000000
85,Policy_C_high_resilience,0.074513,15.870940,44,480.125211,480.125211,52191.309879,0.000000
86,Policy_A_low_intervention,0.037303,7.613722,28,96.171746,96.171746,1158.669407,0.000000
86,Policy_B_moderate_intervention,0.037303,7.613722,28,40.045367,40.045367,42.704133,47.409270
86,Policy_C_high_resilience,0.037303,7.613722,28,54.882858,54.882858,160.818372,7.465181
87,Policy_A_low_intervention,0.040599,16.546532,38,113.988272,113.988272,1951.517220,0.000000
87,Policy_B_moderate_intervention,0.040599,16.546532,38,47.303005,47.303005,69.207581,34.125178
87,Policy_C_high_resilience,0.040599,16.546532,38,65.814766,65.814766,329.259030,0.000000
88,Policy_A_low_intervention,0.062441,16.665775,44,420.002209,420.002209,39948.559839,0.000000
88,Policy_B_moderate_intervention,0.062441,16.665775,44,177.198996,177.198996,6235.626741,0.000000
88,Policy_C_high_resilience,0.062441,16.665775,44,239.473309,239.473309,12383.011957,0.000000
89,Policy_A_low_intervention,0.053012,4.503208,24,245.134872,245.134872,12886.948344,0.000000
89,Policy_B_moderate_intervention,0.053012,4.503208,24,103.197567,103.197567,1482.113002,0.000000
89,Policy_C_high_resilience,0.053012,4.503208,24,139.189118,139.189118,3435.198391,0.000000
90,Policy_A_low_intervention,0.067999,5.988485,45,585.541960,585.541960,77022.062215,0.000000
90,Policy_B_moderate_intervention,0.067999,5.988485,45,248.457561,248.457561,13396.911180,0.000000
90,Policy_C_high_resilience,0.067999,5.988485,45,332.167804,332.167804,24803.676026,0.000000
91,Policy_A_low_intervention,0.032498,17.985678,22,65.522915,65.522915,259.169765,0.000000
91,Policy_B_moderate_intervention,0.032498,17.985678,22,27.897711,27.897711,39.600000,61.392518
91,Policy_C_high_resilience,0.032498,17.985678,22,39.736625,39.736625,64.968646,43.295983
92,Policy_A_low_intervention,0.065668,2.070854,28,513.093318,513.093318,59369.694588,0.000000
92,Policy_B_moderate_intervention,0.065668,2.070854,28,217.596167,217.596167,9970.879456,0.000000
92,Policy_C_high_resilience,0.065668,2.070854,28,290.792316,290.792316,18768.203105,0.000000
93,Policy_A_low_intervention,0.047205,10.325395,42,174.041779,174.041779,5941.086513,0.000000
93,Policy_B_moderate_intervention,0.047205,10.325395,42,72.508775,72.508775,455.418732,0.000000
93,Policy_C_high_resilience,0.047205,10.325395,42,98.711578,98.711578,1330.028991,0.000000
94,Policy_A_low_intervention,0.038215,17.302175,33,97.016774,97.016774,1174.530772,0.000000
94,Policy_B_moderate_intervention,0.038215,17.302175,33,40.443598,40.443598,43.205126,46.871017
94,Policy_C_high_resilience,0.038215,17.302175,33,56.726873,56.726873,181.188676,1.362705
95,Policy_A_low_intervention,0.041642,9.279273,32,124.101372,124.101372,2467.610674,0.000000
95,Policy_B_moderate_intervention,0.041642,9.279273,32,51.737243,51.737243,103.910339,22.306965
95,Policy_C_high_resilience,0.041642,9.279273,32,70.861936,70.861936,435.417066,0.000000
96,Policy_A_low_intervention,0.066987,9.021830,43,550.379396,550.379396,68208.907627,0.000000
96,Policy_B_moderate_intervention,0.066987,9.021830,43,233.326056,233.326056,11666.642625,0.000000
96,Policy_C_high_resilience,0.066987,9.021830,43,312.773742,312.773742,21884.698764,0.000000
97,Policy_A_low_intervention,0.041170,5.276142,31,122.926560,122.926560,2419.538645,0.000000
97,Policy_B_moderate_intervention,0.041170,5.276142,31,51.161729,51.161729,99.698494,23.782399
97,Policy_C_high_resilience,0.041170,5.276142,31,69.486456,69.486456,406.707480,0.000000
98,Policy_A_low_intervention,0.042068,7.397558,24,127.139934,127.139934,2623.633674,0.000000
98,Policy_B_moderate_intervention,0.042068,7.397558,24,53.268033,53.268033,119.076880,17.589788
