scenario_id,policy,growth,external_shock,shock_time,final_state,maximum_state,cumulative_cost,resilience_score
27,Policy_B_moderate_intervention,0.036143,15.845080,34,35.866278,35.866278,39.629361,52.621222
27,Policy_C_high_resilience,0.036143,15.845080,34,50.276378,50.276378,114.087971,21.878389
28,Policy_A_low_intervention,0.073979,4.126611,35,821.206040,821.206040,147610.722138,0.000000
28,Policy_B_moderate_intervention,0.073979,4.126611,35,350.455296,350.455296,27635.137974,0.000000
28,Policy_C_high_resilience,0.073979,4.126611,35,467.479634,467.479634,49473.086313,0.000000
29,Policy_A_low_intervention,0.063706,17.909180,39,448.082621,448.082621,45272.203606,0.000000
29,Policy_B_moderate_intervention,0.063706,17.909180,39,189.563588,189.563588,7259.499324,0.000000
29,Policy_C_high_resilience,0.063706,17.909180,39,256.775764,256.775764,14373.491560,0.000000
30,Policy_A_low_intervention,0.035884,9.508531,27,87.144715,87.144715,829.061941,0.000000
30,Policy_B_moderate_intervention,0.035884,9.508531,27,36.351443,36.351443,39.693368,52.074740
30,Policy_C_high_resilience,0.035884,9.508531,27,50.152967,50.152967,113.724906,22.086755
31,Policy_A_low_intervention,0.053197,4.794912,40,250.147348,250.147348,13552.019237,0.000000
31,Policy_B_moderate_intervention,0.053197,4.794912,40,104.881683,104.881683,1567.271684,0.000000
31,Policy_C_high_resilience,0.053197,4.794912,40,141.146543,141.146543,3572.273545,0.000000
32,Policy_A_low_intervention,0.070874,1.686021,36,691.466543,691.466543,106221.889640,0.000000
32,Policy_B_moderate_intervention,0.070874,1.686021,36,294.276145,294.276145,19227.833013,0.000000
32,Policy_C_high_resilience,0.070874,1.686021,36,392.249253,392.249253,34826.108068,0.000000
33,Policy_A_low_intervention,0.051114,7.889055,35,218.943923,218.943923,10048.217332,0.000000
33,Policy_B_moderate_intervention,0.051114,7.889055,35,91.772276,91.772276,1030.505190,0.000000
33,Policy_C_high_resilience,0.051114,7.889055,35,124.309927,124.309927,2553.715326,0.000000
34,Policy_A_low_intervention,0.044437,7.333347,43,149.237380,149.237380,4078.155320,0.000000
34,Policy_B_moderate_intervention,0.044437,7.333347,43,62.027649,62.027649,241.611396,0.000000
34,Policy_C_high_resilience,0.044437,7.333347,43,84.218968,84.218968,806.030227,0.000000
35,Policy_A_low_intervention,0.070786,8.522760,22,669.711983,669.711983,99156.293349,0.000000
35,Policy_B_moderate_intervention,0.070786,8.522760,22,286.828255,286.828255,18079.965582,0.000000
35,Policy_C_high_resilience,0.070786,8.522760,22,386.082226,386.082226,33610.003071,0.000000
36,Policy_A_low_intervention,0.044976,6.837817,30,152.548914,152.548914,4254.436916,0.000000
36,Policy_B_moderate_intervention,0.044976,6.837817,30,63.760280,63.760280,267.119198,0.000000
36,Policy_C_high_resilience,0.044976,6.837817,30,86.678383,86.678383,878.870374,0.000000
37,Policy_A_low_intervention,0.038703,11.667832,38,103.818706,103.818706,1487.228923,0.000000
37,Policy_B_moderate_intervention,0.038703,11.667832,38,43.008277,43.008277,49.801281,42.730639
37,Policy_C_high_resilience,0.038703,11.667832,38,59.337336,59.337336,219.591422,0.000000
38,Policy_A_low_intervention,0.055515,6.268279,45,285.907355,285.907355,18098.507677,0.000000
38,Policy_B_moderate_intervention,0.055515,6.268279,45,120.012791,120.012791,2312.303794,0.000000
38,Policy_C_high_resilience,0.055515,6.268279,45,161.452179,161.452179,5000.445568,0.000000
39,Policy_A_low_intervention,0.040175,17.591824,21,105.020086,105.020086,1455.298430,0.000000
39,Policy_B_moderate_intervention,0.040175,17.591824,21,44.851479,44.851479,56.096640,39.444045
39,Policy_C_high_resilience,0.040175,17.591824,21,63.105838,63.105838,274.721445,0.000000
40,Policy_A_low_intervention,0.071760,6.769836,37,722.069057,722.069057,115321.823869,0.000000
40,Policy_B_moderate_intervention,0.071760,6.769836,37,307.578411,307.578411,21074.808633,0.000000
40,Policy_C_high_resilience,0.071760,6.769836,37,411.262663,411.262663,38293.144872,0.000000
41,Policy_A_low_intervention,0.037013,14.461908,36,92.131648,92.131648,1009.553542,0.000000
41,Policy_B_moderate_intervention,0.037013,14.461908,36,38.191768,38.191768,40.488425,49.891371
41,Policy_C_high_resilience,0.037013,14.461908,36,53.224501,53.224501,141.652237,13.122602
42,Policy_A_low_intervention,0.033923,2.524723,28,81.273700,81.273700,667.350308,0.000000
42,Policy_B_moderate_intervention,0.033923,2.524723,28,33.602476,33.602476,39.600000,55.117276
42,Policy_C_high_resilience,0.033923,2.524723,28,45.522462,45.522462,83.784795,33.168332
43,Policy_A_low_intervention,0.057739,1.663735,36,326.978516,326.978516,23942.891376,0.000000
43,Policy_B_moderate_intervention,0.057739,1.663735,36,137.668412,137.668412,3326.716093,0.000000
43,Policy_C_high_resilience,0.057739,1.663735,36,184.295735,184.295735,6845.848467,0.000000
44,Policy_A_low_intervention,0.045189,11.748139,41,153.635683,153.635683,4373.044730,0.000000
44,Policy_B_moderate_intervention,0.045189,11.748139,41,63.902376,63.902376,272.458903,0.000000
44,Policy_C_high_resilience,0.045189,11.748139,41,87.406481,87.406481,908.226117,0.000000
45,Policy_A_low_intervention,0.067113,8.849635,32,549.691924,549.691924,67772.274081,0.000000
45,Policy_B_moderate_intervention,0.067113,8.849635,32,233.629472,233.629472,11640.489651,0.000000
45,Policy_C_high_resilience,0.067113,8.849635,32,314.023382,314.023382,22018.523764,0.000000
46,Policy_A_low_intervention,0.053537,6.690590,29,251.658406,251.658406,13639.930648,0.000000
46,Policy_B_moderate_intervention,0.053537,6.690590,29,105.911679,105.911679,1598.629522,0.000000
46,Policy_C_high_resilience,0.053537,6.690590,29,143.189194,143.189194,3691.337879,0.000000
47,Policy_A_low_intervention,0.050539,0.204131,27,216.847948,216.847948,9889.809347,0.000000
47,Policy_B_moderate_intervention,0.050539,0.204131,27,90.749234,90.749234,1002.733510,0.000000
47,Policy_C_high_resilience,0.050539,0.204131,27,121.544322,121.544322,2411.198650,0.000000
48,Policy_A_low_intervention,0.046150,12.289008,38,161.704393,161.704393,4937.487450,0.000000
48,Policy_B_moderate_intervention,0.046150,12.289008,38,67.427155,67.427155,337.431045,0.000000
48,Policy_C_high_resilience,0.046150,12.289008,38,92.311097,92.311097,1077.090998,0.000000
49,Policy_A_low_intervention,0.045942,12.810173,28,156.488020,156.488020,4475.927681,0.000000
49,Policy_B_moderate_intervention,0.045942,12.810173,28,65.805633,65.805633,299.694303,0.000000
49,Policy_C_high_resilience,0.045942,12.810173,28,90.559419,90.559419,1004.312525,0.000000
50,Policy_A_low_intervention,0.069815,13.096165,25,627.874543,627.874543,87313.644587,0.000000
50,Policy_B_moderate_intervention,0.069815,13.096165,25,268.907879,268.907879,15712.396419,0.000000
50,Policy_C_high_resilience,0.069815,13.096165,25,363.675067,363.675067,29723.843749,0.000000
51,Policy_A_low_intervention,0.061684,10.558688,42,404.756007,404.756007,37037.446832,0.000000
51,Policy_B_moderate_intervention,0.061684,10.558688,42,170.823406,170.823406,5699.724109,0.000000
51,Policy_C_high_resilience,0.061684,10.558688,42,230.009281,230.009281,11321.705424,0.000000
52,Policy_A_low_intervention,0.038054,15.295970,29,96.175144,96.175144,1133.499736,0.000000
52,Policy_B_moderate_intervention,0.038054,15.295970,29,40.282519,40.282519,42.951741,47.098881
52,Policy_C_high_resilience,0.038054,15.295970,29,56.295951,56.295951,175.965595,2.881335
53,Policy_A_low_intervention,0.072351,3.483062,45,751.391161,751.391161,124681.825716,0.000000
53,Policy_B_moderate_intervention,0.072351,3.483062,45,320.047949,320.047949,22941.895945,0.000000
53,Policy_C_high_resilience,0.072351,3.483062,45,426.610612,426.610612,41251.509312,0.000000
54,Policy_A_low_intervention,0.064432,12.476780,25,461.071074,461.071074,47551.810284,0.000000
54,Policy_B_moderate_intervention,0.064432,12.476780,25,196.712113,196.712113,7837.264402,0.000000
54,Policy_C_high_resilience,0.064432,12.476780,25,266.788475,266.788475,15544.028514,0.000000
55,Policy_A_low_intervention,0.049673,9.675729,20,194.991360,194.991360,7586.902881,0.000000
55,Policy_B_moderate_intervention,0.049673,9.675729,20,82.662627,82.662627,714.761290,0.000000
55,Policy_C_high_resilience,0.049673,9.675729,20,113.011133,113.011133,1948.689638,0.000000
56,Policy_A_low_intervention,0.035179,6.744373,39,86.080667,86.080667,818.674533,0.000000
56,Policy_B_moderate_intervention,0.035179,6.744373,39,35.530684,35.530684,39.609343,52.994379
56,Policy_C_high_resilience,0.035179,6.744373,39,48.613198,48.613198,102.410196,26.043443
57,Policy_A_low_intervention,0.067305,11.299970,24,545.303546,545.303546,66328.405768,0.000000
57,Policy_B_moderate_intervention,0.067305,11.299970,24,233.107759,233.107759,11513.731791,0.000000
57,Policy_C_high_resilience,0.067305,11.299970,24,315.229315,315.229315,22133.097006,0.000000
58,Policy_A_low_intervention,0.070908,9.804170,34,683.133723,683.133723,103462.798205,0.000000
58,Policy_B_moderate_intervention,0.070908,9.804170,34,291.056922,291.056922,18725.155144,0.000000
58,Policy_C_high_resilience,0.070908,9.804170,34,390.500070,390.500070,34460.690539,0.000000
59,Policy_A_low_intervention,0.030060,6.470639,34,63.141890,63.141890,236.391818,0.000000
59,Policy_B_moderate_intervention,0.030060,6.470639,34,26.019988,26.019988,39.600000,63.458013
59,Policy_C_high_resilience,0.030060,6.470639,34,35.764406,35.764406,62.422621,48.174629
60,Policy_A_low_intervention,0.031414,3.380368,24,69.496819,69.496819,362.376845,0.000000
60,Policy_B_moderate_intervention,0.031414,3.380368,24,28.743954,28.743954,39.600000,60.461651
60,Policy_C_high_resilience,0.031414,3.380368,24,39.092130,39.092130,64.247010,44.149255
61,Policy_A_low_intervention,0.041538,17.441511,35,119.394174,119.394174,2202.388000,0.000000
61,Policy_B_moderate_intervention,0.041538,17.441511,35,49.758128,49.758128,85.638330,28.138394
61,Policy_C_high_resilience,0.041538,17.441511,35,69.355028,69.355028,399.560932,0.000000
62,Policy_A_low_intervention,0.072693,8.911328,30,754.441385,754.441385,125129.390874,0.000000
62,Policy_B_moderate_intervention,0.072693,8.911328,30,322.246808,322.246808,23160.093794,0.000000
62,Policy_C_high_resilience,0.072693,8.911328,30,432.183327,432.183327,42245.294705,0.000000
63,Policy_A_low_intervention,0.031423,1.930221,29,70.413147,70.413147,385.909057,0.000000
63,Policy_B_moderate_intervention,0.031423,1.930221,29,29.030274,29.030274,39.600000,60.146699
63,Policy_C_high_resilience,0.031423,1.930221,29,39.306956,39.306956,64.528637,43.856621
64,Policy_A_low_intervention,0.071634,1.168215,26,721.403575,721.403575,115213.878015,0.000000
64,Policy_B_moderate_intervention,0.071634,1.168215,26,307.334626,307.334626,21058.413497,0.000000
64,Policy_C_high_resilience,0.071634,1.168215,26,409.577685,409.577685,37994.009613,0.000000
65,Policy_A_low_intervention,0.069100,6.737907,39,621.331995,621.331995,86312.582223,0.000000
65,Policy_B_moderate_intervention,0.069100,6.737907,39,264.024502,264.024502,15249.918630,0.000000
65,Policy_C_high_resilience,0.069100,6.737907,39,353.303929,353.303929,28138.053407,0.000000
66,Policy_A_low_intervention,0.060320,9.563506,38,373.441543,373.441543,31392.934840,0.000000
66,Policy_B_moderate_intervention,0.060320,9.563506,38,157.582021,157.582021,4669.553213,0.000000
66,Policy_C_high_resilience,0.060320,9.563506,38,212.413930,212.413930,9468.667741,0.000000
67,Policy_A_low_intervention,0.073532,14.979858,32,784.490493,784.490493,134638.742634,0.000000
67,Policy_B_moderate_intervention,0.073532,14.979858,32,335.439405,335.439405,25125.446275,0.000000
67,Policy_C_high_resilience,0.073532,14.979858,32,451.603773,451.603773,46082.602332,0.000000
68,Policy_A_low_intervention,0.044149,6.873097,20,143.394483,143.394483,3603.224971,0.000000
68,Policy_B_moderate_intervention,0.044149,6.873097,20,60.319753,60.319753,209.315342,0.000000
68,Policy_C_high_resilience,0.044149,6.873097,20,82.232079,82.232079,735.873803,0.000000
69,Policy_A_low_intervention,0.074995,10.195714,37,863.905484,863.905484,162429.437896,0.000000
69,Policy_B_moderate_intervention,0.074995,10.195714,37,369.005096,369.005096,30680.675361,0.000000
69,Policy_C_high_resilience,0.074995,10.195714,37,493.745301,493.745301,55100.121912,0.000000
70,Policy_A_low_intervention,0.068066,2.075841,32,588.763953,588.763953,77760.579071,0.000000
70,Policy_B_moderate_intervention,0.068066,2.075841,32,250.071669,250.071669,13562.795246,0.000000
70,Policy_C_high_resilience,0.068066,2.075841,32,333.819615,333.819615,25040.926736,0.000000
71,Policy_A_low_intervention,0.041088,1.323518,43,124.984065,124.984065,2560.135644,0.000000
71,Policy_B_moderate_intervention,0.041088,1.323518,43,51.861944,51.861944,107.464885,21.458885
71,Policy_C_high_resilience,0.041088,1.323518,43,69.799809,69.799809,416.519955,0.000000
72,Policy_A_low_intervention,0.060330,5.852667,21,370.768642,370.768642,30774.658756,0.000000
72,Policy_B_moderate_intervention,0.060330,5.852667,21,157.368599,157.368599,4627.679592,0.000000
72,Policy_C_high_resilience,0.060330,5.852667,21,212.159519,212.159519,9418.564041,0.000000
73,Policy_A_low_intervention,0.030285,16.005716,37,60.377880,60.377880,186.788999,0.000000
73,Policy_B_moderate_intervention,0.030285,16.005716,37,24.858033,24.858033,39.600000,64.736163
73,Policy_C_high_resilience,0.030285,16.005716,37,35.265689,35.265689,62.402118,48.727319
74,Policy_A_low_intervention,0.053270,14.965591,33,242.254589,242.254589,12488.426448,0.000000
74,Policy_B_moderate_intervention,0.053270,14.965591,33,101.987521,101.987521,1417.622868,0.000000
74,Policy_C_high_resilience,0.053270,14.965591,33,139.495072,139.495072,3442.970243,0.000000
75,Policy_A_low_intervention,0.050563,5.122399,24,211.973479,211.973479,9309.809249,0.000000
75,Policy_B_moderate_intervention,0.050563,5.122399,24,89.125911,89.125911,934.451270,0.000000
75,Policy_C_high_resilience,0.050563,5.122399,24,120.495335,120.495335,2343.114291,0.000000
76,Policy_A_low_intervention,0.050774,9.975305,36,213.491875,213.491875,9486.649201,0.000000
76,Policy_B_moderate_intervention,0.050774,9.975305,36,89.449338,89.449338,947.020258,0.000000
76,Policy_C_high_resilience,0.050774,9.975305,36,121.545359,121.545359,2401.939557,0.000000
77,Policy_A_low_intervention,0.071997,17.481172,34,717.748274,717.748274,113514.436389,0.000000
77,Policy_B_moderate_intervention,0.071997,17.481172,34,306.354420,306.354420,20800.891909,0.000000
77,Policy_C_high_resilience,0.071997,17.481172,34,413.253289,413.253289,38582.883294,0.000000
78,Policy_A_low_intervention,0.044825,9.420911,34,150.233309,150.233309,4095.307966,0.000000
78,Policy_B_moderate_intervention,0.044825,9.420911,34,62.705330,62.705330,247.976802,0.000000
78,Policy_C_high_resilience,0.044825,9.420911,34,85.612220,85.612220,843.791680,0.000000
79,Policy_A_low_intervention,0.071955,14.622337,29,713.307459,713.307459,111964.392077,0.000000
79,Policy_B_moderate_intervention,0.071955,14.622337,29,305.174704,305.174704,20593.518032,0.000000
79,Policy_C_high_resilience,0.071955,14.622337,29,411.832372,411.832372,38282.685124,0.000000
80,Policy_A_low_intervention,0.030056,15.521936,25,58.061456,58.061456,148.763355,6.379728
80,Policy_B_moderate_intervention,0.030056,15.521936,25,24.421761,24.421761,39.600000,65.216063
80,Policy_C_high_resilience,0.030056,15.521936,25,34.618957,34.618957,62.400000,49.439147
81,Policy_A_low_intervention,0.063267,3.950848,35,446.522343,446.522343,45067.703900,0.000000
81,Policy_B_moderate_intervention,0.063267,3.950848,35,188.918450,188.918450,7218.319509,0.000000
81,Policy_C_high_resilience,0.063267,3.950848,35,253.010269,253.010269,13937.107848,0.000000
82,Policy_A_low_intervention,0.070521,14.657025,45,670.651139,670.651139,100213.975138,0.000000
82,Policy_B_moderate_intervention,0.070521,14.657025,45,284.983556,284.983556,17998.767702,0.000000
82,Policy_C_high_resilience,0.070521,14.657025,45,382.313477,382.313477,33083.861038,0.000000
83,Policy_A_low_intervention,0.047330,17.694341,37,170.045548,170.045548,5552.644185,0.000000
83,Policy_B_moderate_intervention,0.047330,17.694341,37,71.048073,71.048073,411.959439,0.000000
83,Policy_C_high_resilience,0.047330,17.694341,37,98.098325,98.098325,1295.082665,0.000000
84,Policy_A_low_intervention,0.068453,16.635644,40,591.440626,591.440626,78321.885492,0.000000
84,Policy_B_moderate_intervention,0.068453,16.635644,40,251.120271,251.120271,13669.042395,0.000000
84,Policy_C_high_resilience,0.068453,16.635644,40,338.379710,338.379710,25734.068192,0.000000
85,Policy_A_low_intervention,0.069264,14.790246,42,622.388114,622.388114,86602.057646,0.000000
85,Policy_B_moderate_intervention,0.069264,14.790246,42,264.322725,264.322725,15296.208036,0.000000
85,Policy_C_high_resilience,0.069264,14.790246,42,355.256135,355.256135,28462.447327,0.000000
86,Policy_A_low_intervention,0.052213,14.759645,31,226.775378,226.775378,10758.966641,0.000000
86,Policy_B_moderate_intervention,0.052213,14.759645,31,95.560040,95.560040,1155.338314,0.000000
86,Policy_C_high_resilience,0.052213,14.759645,31,130.943150,130.943150,2915.775599,0.000000
87,Policy_A_low_intervention,0.066959,13.737345,20,523.794496,523.794496,60916.522359,0.000000
87,Policy_B_moderate_intervention,0.066959,13.737345,20,225.381443,225.381443,10623.578289,0.000000
87,Policy_C_high_resilience,0.066959,13.737345,20,306.735059,306.735059,20848.722574,0.000000
88,Policy_A_low_intervention,0.040124,1.197945,38,118.110770,118.110770,2186.670102,0.000000
88,Policy_B_moderate_intervention,0.040124,1.197945,38,48.985730,48.985730,82.799434,29.555810
88,Policy_C_high_resilience,0.040124,1.197945,38,65.946184,65.946184,335.744738,0.000000
89,Policy_A_low_intervention,0.062425,0.528284,42,428.711863,428.711863,41613.498243,0.000000
89,Policy_B_moderate_intervention,0.062425,0.528284,42,181.168994,181.168994,6556.850035,0.000000
89,Policy_C_high_resilience,0.062425,0.528284,42,241.854286,241.854286,12645.833231,0.000000
90,Policy_A_low_intervention,0.060998,3.180612,27,391.388594,391.388594,34534.749514,0.000000
90,Policy_B_moderate_intervention,0.060998,3.180612,27,165.480564,165.480564,5262.177957,0.000000
90,Policy_C_high_resilience,0.060998,3.180612,27,221.855536,221.855536,10436.789924,0.000000
91,Policy_A_low_intervention,0.059253,14.379305,35,346.010657,346.010657,26734.201376,0.000000
91,Policy_B_moderate_intervention,0.059253,14.379305,35,146.115204,146.115204,3843.834704,0.000000
91,Policy_C_high_resilience,0.059253,14.379305,35,198.378639,198.378639,8087.933117,0.000000
92,Policy_A_low_intervention,0.042721,6.476592,30,133.789591,133.789591,3033.030430,0.000000
92,Policy_B_moderate_intervention,0.042721,6.476592,30,55.812693,55.812693,148.311675,8.943703
92,Policy_C_high_resilience,0.042721,6.476592,30,75.936587,75.936587,560.739143,0.000000
93,Policy_A_low_intervention,0.043889,4.422404,25,144.177598,144.177598,3691.313047,0.000000
93,Policy_B_moderate_intervention,0.043889,4.422404,25,60.250252,60.250252,210.263653,0.000000
93,Policy_C_high_resilience,0.043889,4.422404,25,81.609416,81.609416,720.612626,0.000000
94,Policy_A_low_intervention,0.038045,12.231812,23,96.627095,96.627095,1148.967877,0.000000
94,Policy_B_moderate_intervention,0.038045,12.231812,23,40.703331,40.703331,43.750364,46.476263
94,Policy_C_high_resilience,0.038045,12.231812,23,56.509209,56.509209,179.061901,2.027490
95,Policy_A_low_intervention,0.061100,8.462957,41,392.359963,392.359963,34770.870003,0.000000
95,Policy_B_moderate_intervention,0.061100,8.462957,41,165.562140,165.562140,5282.210190,0.000000
95,Policy_C_high_resilience,0.061100,8.462957,41,222.657630,222.657630,10532.418504,0.000000
96,Policy_A_low_intervention,0.050793,5.151785,21,214.108357,214.108357,9508.702164,0.000000
96,Policy_B_moderate_intervention,0.050793,5.151785,21,90.186331,90.186331,970.335363,0.000000
96,Policy_C_high_resilience,0.050793,5.151785,21,121.997125,121.997125,2421.984509,0.000000
97,Policy_A_low_intervention,0.032885,9.828540,20,71.664028,71.664028,395.758425,0.000000
97,Policy_B_moderate_intervention,0.032885,9.828540,20,30.117167,30.117167,39.600000,58.951116
97,Policy_C_high_resilience,0.032885,9.828540,20,41.748855,41.748855,69.101193,40.256021
98,Policy_A_low_intervention,0.055970,0.183883,34,296.454904,296.454904,19518.677471,0.000000
98,Policy_B_moderate_intervention,0.055970,0.183883,34,124.618016,124.618016,2556.769461,0.000000
